# target name             accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales                -          LKAP-GUTHK2_C04_028_2017_1 -               18    1189       1    1143       1    1145    1503    +           0 1088.8  18.0  -
Anaerolineaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               12    1066       2    1076       1    1128    1430    +    6.7e-195  646.3  18.1  -
Microbulbiferaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               13    1158       3    1142       1    1145    1480    +    1.3e-194  644.9  17.3  -
Neisseriaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               26    1178       2    1143       1    1145    1477    +    1.6e-194  644.5  17.8  -
Bifidobacteriaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               26    1094       2    1085       1    1105    1469    +    1.7e-194  644.4  17.3  -
Wenzhouxiangellaceae      -          LKAP-GUTHK2_C04_028_2017_1 -               71    1170      70    1143      50    1145    1472    +    2.1e-194  643.9  15.9  -
Segniliparaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               16    1136       2    1138       1    1145    1462    +    2.4e-194  644.0  17.6  -
Jonesiaceae               -          LKAP-GUTHK2_C04_028_2017_1 -               35    1110       8    1082       1    1102    1514    +    2.7e-194  643.9  17.5  -
Deinococcaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               19    1128       9    1133       1    1145    1455    +    3.3e-194  643.4  16.7  -
Eggerthellaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               18    1126       1    1134       1    1145    1449    +      5e-194  643.0  17.6  -
Salinisphaeraceae         -          LKAP-GUTHK2_C04_028_2017_1 -                7    1149       9    1143       3    1145    1429    +    7.8e-194  642.2  17.6  -
Balneolaceae              -          LKAP-GUTHK2_C04_028_2017_1 -               12    1068       2    1065       1    1084    1459    +    1.2e-193  641.5  18.8  -
Leptotrichiaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               93    1108      76    1097      55    1125    1492    +    1.3e-193  641.3  14.1  -
Flammeovirgaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               13    1062       3    1065       1    1084    1446    +    1.4e-193  641.6  18.9  -
Halobacteriovoracaceae    -          LKAP-GUTHK2_C04_028_2017_1 -               23    1167      13    1133       1    1145    1480    +    1.6e-193  641.1  17.0  -
Helicobacteraceae         -          LKAP-GUTHK2_C04_028_2017_1 -               31    1078       2    1081       1    1102    1473    +    1.7e-193  640.8  16.5  -
Erwiniaceae               -          LKAP-GUTHK2_C04_028_2017_1 -               66    1160      70    1143      49    1145    1483    +    1.7e-193  641.1  15.8  -
Actinomycetales           -          LKAP-GUTHK2_C04_028_2017_1 -               32    1114       2    1087       1    1133    1535    +    3.9e-193  639.9  17.7  -
Mycobacteriaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               17    1077       2    1080       1    1103    1471    +      4e-193  639.7  17.0  -
Acidobacteriaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               33    1089       3    1095       1    1116    1462    +    4.3e-193  639.7  15.8  -
Bartonellaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               22    1111      12    1142       1    1145    1410    +    7.1e-193  639.1  15.7  -
Catenulisporaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               12    1062       2    1076       1    1098    1460    +    1.2e-192  638.3  17.8  -
Burkholderiales           -          LKAP-GUTHK2_C04_028_2017_1 -               12    1155       2    1143       1    1145    1463    +    1.4e-192  638.0  18.4  -
Ferrimonadaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               12    1174       2    1141       1    1145    1475    +    1.7e-192  637.4  18.6  -
Thermithiobacillaceae     -          LKAP-GUTHK2_C04_028_2017_1 -                9    1147      14    1143       8    1145    1419    +    1.9e-192  637.6  17.0  -
Idiomarinaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               13    1165       3    1141       1    1145    1466    +    1.2e-191  634.6  17.3  -
Oscillatoriales           -          LKAP-GUTHK2_C04_028_2017_1 -               51    1111      67    1143      47    1145    1445    +    2.1e-191  634.3  14.7  -
Atopobacteriaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               15    1069       1    1078       1    1087    1442    +    2.3e-191  634.2  18.5  -
Desulfurellaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               18    1127       2    1084       1    1105    1529    +    2.4e-191  633.8  17.6  -
Enterobacteriaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               19    1165       9    1143       1    1145    1465    +    6.2e-191  632.6  17.3  -
Puniceicoccaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               22    1108       2    1081       1    1102    1485    +    1.1e-190  631.7  17.6  -
Hydrogenophilaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               12    1161       2    1143       1    1145    1461    +    1.2e-190  631.7  18.0  -
Rarobacteraceae           -          LKAP-GUTHK2_C04_028_2017_1 -                5    1059       8    1082       2    1102    1464    +    1.8e-190  630.9  16.1  -
Cardiobacteriaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               24    1169       8    1143       1    1145    1464    +    3.6e-190  630.3  17.7  -
Chroococcales             -          LKAP-GUTHK2_C04_028_2017_1 -               16    1127      26    1143       6    1145    1445    +    5.4e-190  629.3  16.4  -
Verrucomicrobiaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               12    1090       1    1076       1    1094    1470    +    8.4e-190  629.0  18.4  -
Oscillospiraceae          -          LKAP-GUTHK2_C04_028_2017_1 -               14    1079       4    1072       1    1093    1453    +    9.6e-190  628.3  17.8  -
Granulosicoccaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               73    1167      72    1143      51    1145    1471    +    2.4e-189  627.4  15.9  -
Pectobacteriaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               13    1163       6    1143       1    1145    1477    +    2.5e-189  627.2  17.5  -
Tsukamurellaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               31    1086       2    1079       1    1101    1495    +    4.7e-189  626.4  16.5  -
Pseudoalteromonadaceae    -          LKAP-GUTHK2_C04_028_2017_1 -               14    1160       4    1141       1    1145    1469    +    4.8e-189  626.2  17.5  -
Dehalococcoidaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               12    1048       2    1066       1    1093    1437    +    5.2e-189  626.6  16.7  -
Oxalobacteraceae          -          LKAP-GUTHK2_C04_028_2017_1 -               12    1156       2    1143       1    1145    1459    +    5.5e-189  626.2  17.8  -
Actinopolysporaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               14    1090       3    1082       1    1104    1480    +    7.1e-189  625.7  17.2  -
Yersiniaceae              -          LKAP-GUTHK2_C04_028_2017_1 -               21    1166      11    1143       1    1145    1473    +    1.3e-188  624.8  17.3  -
Chlorobiaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               87    1075      76    1065      55    1085    1455    +    1.3e-188  624.9  16.2  -
Aeromonadaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               86    1180      71    1143      50    1145    1496    +    1.7e-188  624.2  15.5  -
Flavobacteriaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               18    1071       9    1065       1    1101    1451    +      2e-188  624.2  18.2  -
Chelatococcaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               28    1121       7    1142       1    1145    1439    +    5.4e-188  623.1  15.7  -
Thermotogaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               30    1126       2    1081       1    1101    1545    +    6.9e-188  622.6  18.2  -
Bryobacteraceae           -          LKAP-GUTHK2_C04_028_2017_1 -               30    1103       1    1106       1    1136    1417    +    8.8e-188  622.2  15.9  -
Alcaligenaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               19    1157       9    1143       1    1145    1467    +      1e-187  622.0  17.7  -
Pyrinomonadaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               32    1131       2    1076       1    1098    1526    +    1.2e-187  621.5  18.7  -
Cytophagaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               20    1058       8    1065       1    1085    1437    +    1.6e-187  621.3  18.3  -
Comamonadaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               12    1154       2    1143       1    1145    1466    +    1.9e-187  620.8  17.9  -
Methylophilaceae          -          LKAP-GUTHK2_C04_028_2017_1 -                8    1151      15    1143       9    1145    1431    +    2.3e-187  620.9  16.1  -
Rickettsiaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               66    1124      69    1142      49    1145    1430    +    2.9e-187  620.5  14.9  -
Hafniaceae                -          LKAP-GUTHK2_C04_028_2017_1 -                8    1160       4    1143       1    1145    1459    +    3.7e-187  619.9  17.4  -
Anaplasmataceae           -          LKAP-GUTHK2_C04_028_2017_1 -               32    1141      11    1141       1    1145    1441    +    4.8e-187  619.9  16.5  -
Acidithiobacillaceae      -          LKAP-GUTHK2_C04_028_2017_1 -               62    1158      70    1143      50    1145    1457    +      2e-186  617.5  15.9  -
Hymenobacteraceae         -          LKAP-GUTHK2_C04_028_2017_1 -               14    1055       4    1065       1    1085    1445    +    6.1e-186  616.1  18.5  -
Pasteurellaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               73    1167      70    1143      50    1145    1422    +    6.3e-186  616.0  15.5  -
Nitrosomonadaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               13    1162       3    1143       1    1145    1461    +    1.8e-185  614.6  17.9  -
Colwelliaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               21    1165      11    1141       1    1145    1467    +    2.4e-185  614.1  17.2  -
Succinivibrionaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               76    1143      70    1143      50    1145    1473    +    4.3e-185  613.1  15.1  -
Sutterellaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               12    1158       2    1143       1    1145    1487    +    8.6e-185  612.0  18.1  -
Sphaerobacteraceae        -          LKAP-GUTHK2_C04_028_2017_1 -               32    1070       2    1065       1    1086    1531    +    8.6e-185  612.3  19.1  -
Kordiimonadaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               12    1121       2    1143       1    1145    1421    +    1.4e-184  611.8  16.6  -
Rubricoccaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               18    1073       3    1066       1    1086    1452    +    3.1e-184  610.4  18.4  -
Budviciaceae              -          LKAP-GUTHK2_C04_028_2017_1 -               63    1156      72    1143      51    1145    1483    +    4.8e-184  609.6  15.7  -
Stigonematales            -          LKAP-GUTHK2_C04_028_2017_1 -               44    1133      14    1143       1    1145    1450    +    8.9e-184  609.0  15.3  -
Desulfurobacteriaceae     -          LKAP-GUTHK2_C04_028_2017_1 -               16    1131       6    1081       1    1101    1497    +    1.3e-183  608.6  18.2  -
Sulfuricellaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               69    1164      71    1143      44    1145    1463    +    1.3e-182  605.0  16.0  -
Francisellaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               73    1112      70    1096      50    1123    1508    +    2.6e-182  604.0  15.3  -
Phormidiaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               77    1132      72    1143      51    1145    1483    +    5.6e-182  603.2  15.1  -
Moritellaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               87    1181      71    1141      50    1145    1501    +    7.4e-182  602.3  15.4  -
Persicobacteraceae        -          LKAP-GUTHK2_C04_028_2017_1 -               67    1064      70    1066      50    1094    1448    +    1.8e-181  601.3  16.3  -
Coriobacteriaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               24    1052       1    1065       1    1085    1462    +    1.6e-180  598.5  19.2  -
Thiobacilliaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               41    1175      12    1143       1    1145    1517    +      2e-180  597.8  17.6  -
Petrotogaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               26    1099       1    1082       1    1104    1488    +    3.6e-180  597.2  17.4  -
Methylothermaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               33    1119       2    1082       1    1103    1491    +    3.9e-180  596.7  17.2  -
Campylobacteraceae        -          LKAP-GUTHK2_C04_028_2017_1 -               12    1072       2    1077       1    1094    1429    +    5.7e-180  595.9  17.3  -
Planctomycetaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               22    1152       2    1133       1    1145    1486    +    9.9e-180  595.7  17.9  -
Dictyoglomaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               35    1135       3    1081       1    1101    1541    +      1e-179  595.4  17.3  -
Salinibacteraceae         -          LKAP-GUTHK2_C04_028_2017_1 -               97    1096      73    1065      52    1085    1497    +    1.3e-179  595.1  17.0  -
Legionellaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               68    1164      71    1143      46    1145    1446    +    2.2e-179  594.4  15.8  -
Mesoaciditogaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               20    1114       2    1081       1    1101    1522    +    4.5e-179  593.3  18.6  -
Porphyromonadaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               33    1039      15    1031       5    1051    1473    +    5.9e-178  589.6  21.0  -
Cytophagales              -          LKAP-GUTHK2_C04_028_2017_1 -               67    1064      71    1066      51    1086    1444    +    9.8e-178  588.9  16.6  -
Azonexaceae               -          LKAP-GUTHK2_C04_028_2017_1 -               14    1165       3    1143       1    1145    1474    +    1.2e-177  588.7  17.5  -
Psychromonadaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               72    1164      71    1141      51    1145    1467    +    2.6e-177  587.4  15.6  -
Thermomicrobiaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               23    1032      54    1065      33    1076    1273    +      3e-177  587.9  17.9  -
Gemmatimonadaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               24    1101      23    1085       4    1107    1525    +    1.8e-176  584.7  16.4  -
Opitutaceae               -          LKAP-GUTHK2_C04_028_2017_1 -               12    1127       2    1095       1    1115    1482    +    2.4e-175  580.9  17.4  -
Celerinatantimonadaceae   -          LKAP-GUTHK2_C04_028_2017_1 -               67    1171      70    1141      50    1145    1433    +    4.3e-175  580.1  15.3  -
Kosmotogaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               21    1080       3    1066       1    1086    1488    +    5.8e-175  580.0  18.9  -
Nostocales                -          LKAP-GUTHK2_C04_028_2017_1 -               50    1110      67    1143      47    1145    1457    +    6.1e-175  579.7  14.9  -
Cryomorphaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               30    1072      14    1065       2    1086    1454    +    9.1e-175  579.1  18.1  -
Gracilibacteraceae        -          LKAP-GUTHK2_C04_028_2017_1 -              200    1271      71    1142      51    1145    1549    +    1.1e-173  575.2  15.1  -
Prochlorococcaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               19    1114       2    1143       1    1145    1465    +    1.1e-173  575.4  15.2  -
Zoogloeaceae              -          LKAP-GUTHK2_C04_028_2017_1 -               20    1168       3    1143       1    1145    1474    +    1.2e-173  575.2  17.9  -
Orbaceae                  -          LKAP-GUTHK2_C04_028_2017_1 -               94    1187      70    1141      50    1145    1539    +    4.8e-173  573.1  15.2  -
Bernardetiaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               19    1066       9    1065       1    1085    1481    +    1.6e-172  571.6  18.4  -
Hydrogenothermaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               11    1079       1    1086       1    1107    1447    +    1.8e-171  568.3  17.1  -
Marinilabiliaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               23    1065      13    1065       2    1092    1447    +    3.3e-171  566.9  17.8  -
Rikenellaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               32    1076      14    1063       2    1085    1456    +    8.9e-171  565.7  19.0  -
Fervidobacteriaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               20    1132       2    1081       1    1101    1514    +    1.2e-170  565.3  18.8  -
Kiloniellaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               43    1139      14    1143       1    1145    1450    +    2.4e-170  564.2  15.7  -
Parachlamydiaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               71    1109      71    1080      51    1101    1529    +    3.8e-170  563.8  15.1  -
Christensenellaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               21    1155       2    1132       1    1144    1497    +    4.9e-170  563.2  18.3  -
Fibrobacteraceae          -          LKAP-GUTHK2_C04_028_2017_1 -               11    1053       2    1065       1    1085    1412    +    2.6e-169  561.2  19.1  -
Halanaerobiales           -          LKAP-GUTHK2_C04_028_2017_1 -               16    1198       2    1142       1    1145    1500    +    2.9e-169  560.6  18.5  -
Rubritaleaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               19    1114       2    1099       1    1120    1459    +    6.5e-169  559.5  16.2  -
Aquificaceae              -          LKAP-GUTHK2_C04_028_2017_1 -               12    1180       2    1142       1    1145    1485    +    1.1e-168  559.0  17.8  -
Haliscomenobacteraceae    -          LKAP-GUTHK2_C04_028_2017_1 -               44    1085      14    1065       3    1085    1485    +    2.1e-168  558.4  17.1  -
Sphingobacteriaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               20    1064      10    1065       1    1084    1450    +    2.3e-168  557.7  18.8  -
Blastocatellaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               32    1111       2    1095       1    1121    1485    +    8.6e-167  552.4  18.5  -
Thorselliaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               40    1068      70    1085      50    1106    1419    +    9.9e-167  552.2  14.7  -
Cyclobacteriaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               17     948       7     958       1     978    1447    +    1.6e-166  551.8  23.6  -
Chitinophagaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               15    1071       4    1065       1    1093    1458    +    3.7e-166  550.8  18.1  -
Prolixibacteraceae        -          LKAP-GUTHK2_C04_028_2017_1 -               24    1064      14    1065       3    1095    1444    +      1e-165  549.0  17.9  -
Crocinitomicaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               75    1080      72    1073      51    1093    1466    +    2.6e-165  547.5  15.8  -
Lewinellaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               23    1072      13    1072       2    1100    1446    +    5.1e-165  546.8  17.4  -
Vulgatibacteraceae        -          LKAP-GUTHK2_C04_028_2017_1 -               14    1176       4    1142       1    1145    1479    +      1e-164  545.7  17.2  -
Nitriliruptoraceae        -          LKAP-GUTHK2_C04_028_2017_1 -               21    1144       2    1137       1    1145    1425    +    1.4e-164  545.1  16.9  -
Egibacteraceae            -          LKAP-GUTHK2_C04_028_2017_1 -               32    1155       2    1136       1    1145    1516    +    3.4e-164  544.1  17.1  -
Thermosporotrichaceae     -          LKAP-GUTHK2_C04_028_2017_1 -                6     993      71    1078      66    1098    1317    +    3.7e-164  544.1  14.9  -
Saprospiraceae            -          LKAP-GUTHK2_C04_028_2017_1 -               28    1095       7    1081       1    1102    1430    +    4.5e-164  544.0  17.7  -
Gaiellaceae               -          LKAP-GUTHK2_C04_028_2017_1 -               32    1187       2    1142       1    1145    1544    +    6.5e-164  542.8  18.0  -
Kofleriaceae              -          LKAP-GUTHK2_C04_028_2017_1 -               30    1127       4    1083       1    1105    1498    +    7.1e-164  543.0  17.4  -
Microscillaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               51    1050      68    1065      46    1085    1461    +    8.5e-164  542.6  17.2  -
Bacteroidales             -          LKAP-GUTHK2_C04_028_2017_1 -               90    1106      71    1083      51    1105    1485    +    1.1e-163  542.0  16.2  -
Bradymonadaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               68    1145      72    1132      47    1145    1461    +      2e-163  541.2  15.7  -
Fervidobacteraceae        -          LKAP-GUTHK2_C04_028_2017_1 -               13    1068       2    1081       1    1101    1480    +    2.1e-163  541.6  17.8  -
Egicoccaceae              -          LKAP-GUTHK2_C04_028_2017_1 -               32    1160       2    1142       1    1145    1512    +    9.9e-163  539.1  17.3  -
Anaeromyxobacteraceae     -          LKAP-GUTHK2_C04_028_2017_1 -               32    1187       2    1134       1    1145    1549    +      1e-162  539.1  17.6  -
Acidimicrobiales          -          LKAP-GUTHK2_C04_028_2017_1 -               14    1137       2    1133       1    1145    1483    +    9.2e-162  536.1  17.5  -
Euzebyaceae               -          LKAP-GUTHK2_C04_028_2017_1 -               12    1131       2    1134       1    1145    1476    +    3.6e-161  534.0  17.1  -
Acidothermaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               29    1090       2    1087       1    1142    1509    +    4.2e-161  533.8  17.2  -
Prevotellaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               78    1036      72    1031      51    1051    1464    +    6.1e-160  529.7  20.5  -
Chlamydiaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               87    1124      71    1079      49    1100    1548    +    1.2e-159  528.7  15.4  -
Herpetosiphonaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               32    1049       2    1065       1    1080    1475    +    1.6e-159  528.5  16.6  -
Melioribacteraceae        -          LKAP-GUTHK2_C04_028_2017_1 -               35    1115       3    1085       1    1106    1539    +      3e-159  527.4  16.9  -
Chitinivibrionaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               21    1159       3    1138       1    1144    1488    +    9.2e-159  525.9  17.5  -
Spirillaceae              -          LKAP-GUTHK2_C04_028_2017_1 -               28    1178       2    1143       1    1145    1447    +    9.8e-159  526.1  17.9  -
Aquificales               -          LKAP-GUTHK2_C04_028_2017_1 -                2    1120       2    1079       1    1103    1450    +    9.9e-159  526.0  18.5  -
Rhodothalassiaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               11    1102       6    1142       1    1145    1318    +    1.2e-158  525.8  15.8  -
Syntrophorhabdaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               12    1179       2    1141       1    1145    1482    +    1.3e-157  522.1  17.7  -
Oleiphilaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               26    1157       7    1138       1    1145    1437    +    1.9e-157  521.6  16.9  -
Sandaracinaceae           -          LKAP-GUTHK2_C04_028_2017_1 -                5    1166       6    1142       2    1145    1506    +    4.9e-157  520.3  16.9  -
Lentisphaeraceae          -          LKAP-GUTHK2_C04_028_2017_1 -               73    1113      67    1123      46    1143    1465    +    1.4e-156  519.0  15.3  -
Longimicrobiaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               14    1113      70    1134      55    1144    1413    +    1.9e-156  518.4  16.2  -
Porticoccaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               24    1162       6    1138       1    1145    1497    +    2.4e-156  517.9  17.2  -
Ignavibacteriaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               68    1090      73    1085      52    1105    1461    +    3.3e-156  517.5  15.0  -
Roseiarcaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               72    1124      72    1142      51    1145    1399    +      2e-155  514.9  14.7  -
Brachyspiraceae           -          LKAP-GUTHK2_C04_028_2017_1 -                7    1060       5    1084       1    1088    1441    +    2.1e-155  514.8  19.1  -
Akkermansiaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               72    1048      73    1065      52    1082    1441    +      4e-155  514.1  16.6  -
Ardenticatenia            -          LKAP-GUTHK2_C04_028_2017_1 -               12    1139       2    1132       1    1144    1453    +    4.1e-155  514.0  17.2  -
Chloroflexaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               32    1048       2    1065       1    1085    1473    +      1e-154  512.9  17.9  -
Magnetococcaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               42    1144      12    1142       1    1145    1497    +    2.2e-153  508.2  16.1  -
Armatimonadaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               61    1070      71    1085      51    1116    1438    +    8.8e-153  506.1  14.1  -
Immundisolibacteraceae    -          LKAP-GUTHK2_C04_028_2017_1 -              101    1185      71    1135      49    1145    1555    +    1.6e-152  505.2  15.6  -
Phaselicystidaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               32    1126       3    1083       1    1108    1539    +    2.8e-152  504.6  17.3  -
Odoribacteraceae          -          LKAP-GUTHK2_C04_028_2017_1 -               44    1085      14    1063       2    1080    1486    +    2.8e-152  504.4  18.9  -
Marinifilaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               70    1068      71    1065      30    1086    1450    +    5.7e-152  503.4  16.5  -
Kiritimatiellaceae        -          LKAP-GUTHK2_C04_028_2017_1 -               32    1130       2    1074       1    1101    1556    +    1.6e-151  502.0  18.5  -
Micropepsaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               71    1125      71    1142      51    1145    1455    +    9.7e-151  499.4  15.0  -
Mzabimycetaceae           -          LKAP-GUTHK2_C04_028_2017_1 -                7    1073      65    1135      51    1145    1357    +      1e-150  499.4  16.1  -
Woeseiaceae               -          LKAP-GUTHK2_C04_028_2017_1 -               79    1169      71    1137      50    1145    1476    +    1.1e-150  499.2  15.5  -
Labilitrichaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               13    1110       3    1082       1    1107    1483    +    2.7e-150  497.8  17.0  -
Acanthopleuribacteraceae  -          LKAP-GUTHK2_C04_028_2017_1 -               31    1085      66    1083      46    1105    1453    +    2.9e-150  497.8  15.5  -
Iodidimonadaceae          -          LKAP-GUTHK2_C04_028_2017_1 -               27    1132      10    1142       1    1145    1437    +    1.5e-149  495.4  15.8  -
Algiphilaceae             -          LKAP-GUTHK2_C04_028_2017_1 -               43    1177      13    1142       1    1145    1501    +    1.6e-149  495.2  17.3  -
Sterolibacteriaceae       -          LKAP-GUTHK2_C04_028_2017_1 -               37    1183      12    1142       1    1145    1531    +    1.9e-149  495.2  17.6  -
Isosphaeraceae            -          LKAP-GUTHK2_C04_028_2017_1 -               70    1068      73    1064      53    1079    1475    +      3e-149  494.5  17.2  -
Lysobacteriales           -          LKAP-GUTHK2_C04_028_2017_1 -               41    1187       3    1142       1    1145    1508    +    4.5e-149  494.0  17.3  -
Temperatibacteraceae      -          LKAP-GUTHK2_C04_028_2017_1 -               34    1089      72    1142      51    1145    1362    +    5.5e-149  493.6  14.7  -
Caldisericaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               12    1124       2    1085       1    1107    1481    +    3.1e-148  491.0  18.1  -
Gallionellaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               78    1177      68    1142      43    1145    1385    +    4.4e-148  490.7  15.9  -
Betaproteobacteria        -          LKAP-GUTHK2_C04_028_2017_1 -               44    1139      70    1142      49    1145    1454    +    1.5e-147  488.9  15.6  -
Thermoflexaceae           -          LKAP-GUTHK2_C04_028_2017_1 -               16    1124      19    1134       2    1145    1466    +    2.1e-147  488.7  15.6  -
Elusimicrobiaceae         -          LKAP-GUTHK2_C04_028_2017_1 -               55    1113      73    1132      53    1145    1395    +    3.2e-147  487.6  14.6  -
Gemmataceae               -          LKAP-GUTHK2_C04_028_2017_1 -               75     944      66     971      42    1104    1427    +      7e-147  486.6  17.0  -
Rhodospirillales          -          LKAP-GUTHK2_C04_028_2017_1 -               43    1100      72    1142      51    1145    1413    +    1.1e-146  486.3  15.0  -
Thermogemmatisporaceae    -          LKAP-GUTHK2_C04_028_2017_1 -               12    1060       2    1066       1    1092    1443    +    1.2e-146  486.0  18.3  -
Oligosphaeraceae          -          LKAP-GUTHK2_C04_028_2017_1 -               46    1057      47    1078      26    1114    1434    +    1.2e-146  485.8  15.3  -
Pseudobacteriovoracaceae  -          LKAP-GUTHK2_C04_028_2017_1 -               29    1131      64    1142      28    1145    1466    +    1.5e-146  485.4  16.1  -
Oligoflexaceae            -          LKAP-GUTHK2_C04_028_2017_1 -               12    1155       2    1142       1    1145    1458    +    2.9e-146  484.6  17.5  -
Emcibacteraceae           -          LKAP-GUTHK2_C04_028_2017_1 -               36    1130       6    1133       1    1145    1460    +    1.3e-145  482.6  16.1  -
Trueperaceae              -          LKAP-GUTHK2_C04_028_2017_1 -               56    1121      69    1142      47    1145    1461    +    1.8e-145  481.9  14.7  -
