# target name             accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae              -          LKAP-GUTHK2_E01_007_2017_1 -               27    1030      19    1027       4    1031    1474    +           0 1118.8  20.5  -
Sporolactobacillaceae     -          LKAP-GUTHK2_E01_007_2017_1 -               27     982      19     980       4    1008    1503    +    1.9e-186  617.5  20.5  -
Actinomycetaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               27     987      19     983       4    1015    1468    +    4.7e-186  616.3  20.9  -
Nitrospiraceae            -          LKAP-GUTHK2_E01_007_2017_1 -               33     952      19     973       4     993    1479    +    6.6e-186  615.7  19.9  -
Thermodesulfobiaceae      -          LKAP-GUTHK2_E01_007_2017_1 -               43     957      19     960       4     980    1520    +    5.1e-185  612.8  22.6  -
Nocardiaceae              -          LKAP-GUTHK2_E01_007_2017_1 -               27     934      19     961       4     981    1472    +    8.9e-185  612.1  22.2  -
Enterococcaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               27    1026      19    1014       3    1032    1498    +      1e-184  611.9  20.7  -
Puniceicoccaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               37     983      19     974       5     995    1485    +      2e-184  610.8  20.5  -
Chroococcales             -          LKAP-GUTHK2_E01_007_2017_1 -               44     972      23    1017       4    1030    1445    +    2.7e-184  610.3  19.6  -
Solirubrobacteraceae      -          LKAP-GUTHK2_E01_007_2017_1 -               50     956      65     973      43     995    1443    +    4.1e-184  609.7  21.5  -
Ventosimonadaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               54    1046      19    1026       3    1032    1489    +    5.7e-184  609.1  20.9  -
Sporomusaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               46    1052      19    1027       3    1029    1535    +      2e-183  607.2  20.6  -
Nannocystaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               42     990      20     989       6    1026    1487    +    2.2e-183  607.5  21.7  -
Geodermatophilaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               40     977      19     989       3    1009    1479    +    2.6e-183  607.2  21.2  -
Peptoniphilaceae          -          LKAP-GUTHK2_E01_007_2017_1 -                3     976      19    1020      17    1029    1437    +    2.8e-183  607.3  19.2  -
Nakamurellaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               34     944      25     973       5     991    1462    +    3.2e-183  606.8  21.8  -
Natranaerobiaceae         -          LKAP-GUTHK2_E01_007_2017_1 -                2     942      15     973      14     997    1429    +    3.7e-183  606.6  20.1  -
Thermaceae                -          LKAP-GUTHK2_E01_007_2017_1 -               37     997      19    1018       4    1030    1477    +    3.9e-183  606.7  21.2  -
Nocardioidaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               27     937      19     962       3     995    1455    +      5e-183  606.3  22.4  -
Algiphilaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               47    1027      19    1020       3    1031    1501    +    8.2e-183  605.2  21.1  -
Acidaminococcaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               34    1026      19    1013       4    1028    1504    +    8.8e-183  605.0  20.6  -
Demequinaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               27     950      19     975       4     996    1478    +    9.2e-183  605.3  20.6  -
Caldilineaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               34     939      19     961       4     981    1434    +    2.1e-182  604.2  22.9  -
Conexibacteraceae         -          LKAP-GUTHK2_E01_007_2017_1 -               88     983      67     961      27     981    1536    +    2.4e-182  603.7  21.3  -
Corynebacteriaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               26     941      19     961       4     997    1459    +    2.9e-182  603.6  21.1  -
Cytophagaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               34     940      23     959       4     981    1437    +    2.9e-182  603.7  21.7  -
Balneolaceae              -          LKAP-GUTHK2_E01_007_2017_1 -               53     952      47     961      21     984    1459    +    4.1e-182  603.2  20.8  -
Chrysiogenaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               77    1012      69    1019      46    1032    1513    +    7.8e-182  602.3  20.3  -
Cellulomonadaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               30     953      18     973       3     995    1465    +      8e-182  602.3  21.3  -
Kineosporiaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               35     952      19     974       4     995    1463    +    1.1e-181  601.9  21.7  -
Micromonosporaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               41     996      19    1012       4    1027    1482    +    2.5e-181  600.6  21.1  -
Hymenobacteraceae         -          LKAP-GUTHK2_E01_007_2017_1 -               27     939      19     962       4     984    1445    +    4.7e-181  599.8  21.1  -
Tsukamurellaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               46     953      19     961       3     982    1495    +    8.6e-181  598.9  22.2  -
Parviterribacteraceae     -          LKAP-GUTHK2_E01_007_2017_1 -               67     949      66     962      46     995    1456    +    1.5e-180  597.9  21.0  -
Bernardetiaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               27     949      19     960       5     980    1481    +    1.6e-180  597.9  20.9  -
Halobacteroidaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               35     980      19     984       3    1006    1478    +    1.7e-180  597.6  20.5  -
Mycobacteriaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               32     943      19     961       4     976    1471    +    3.2e-180  596.8  22.6  -
Caldicoprobacteraceae     -          LKAP-GUTHK2_E01_007_2017_1 -               43     977      19     973       4     996    1530    +    3.6e-180  596.7  21.6  -
Leptotrichiaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               68    1015      43    1026      22    1031    1492    +    5.3e-180  596.1  20.0  -
Dermacoccaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               24     946      19     973       4     995    1456    +    5.8e-180  596.0  21.0  -
Desulfurellaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               73     987      67     973      46     993    1529    +    6.7e-180  595.7  21.5  -
Acidobacteriaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               87     936      67     961      46     981    1462    +      1e-179  595.2  20.9  -
Corynebacterineae         -          LKAP-GUTHK2_E01_007_2017_1 -               27     933      19     961       4     982    1473    +    1.1e-179  595.2  21.9  -
Rubritaleaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               34    1013      19    1018       4    1028    1459    +      5e-179  592.9  20.4  -
Stigonematales            -          LKAP-GUTHK2_E01_007_2017_1 -               77     980      66    1017      45    1029    1450    +    1.2e-178  591.8  19.4  -
Anaerolineaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               27     934      19     961       5     982    1430    +    1.2e-178  592.2  22.2  -
Defluviitaleaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               10     940      12     976       5     996    1413    +    1.3e-178  591.7  19.9  -
Frankiaceae               -          LKAP-GUTHK2_E01_007_2017_1 -               48     957      19     973       4     994    1499    +    2.6e-178  590.8  21.5  -
Segniliparaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               31     935      19     961       4     976    1462    +    1.2e-177  588.5  22.6  -
Pyrinomonadaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               48     995      20     961       4     981    1526    +    4.4e-177  586.3  22.4  -
Lysobacteriales           -          LKAP-GUTHK2_E01_007_2017_1 -               55    1037      19    1019       3    1031    1508    +    4.6e-177  586.5  21.0  -
Symbiobacteriaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               15    1010      14    1010       3    1030    1468    +      6e-177  586.4  20.9  -
Porphyromonadaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               35     963      19     962       9     983    1473    +      2e-176  584.4  21.3  -
Sanguibacteraceae         -          LKAP-GUTHK2_E01_007_2017_1 -               44     965      19     973       3     995    1483    +      3e-176  583.8  21.3  -
Bogoriellaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               27     953      19     973       2     995    1470    +      3e-176  583.8  21.2  -
Rubricoccaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               33     958      20     962       3     982    1452    +    3.7e-176  583.4  21.6  -
Jiangellaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               33     963      19     985       3    1005    1497    +    3.8e-176  583.4  21.6  -
Catenulisporaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               27     943      19     973       4     995    1460    +    4.7e-176  583.1  21.7  -
Promicromonosporaceae     -          LKAP-GUTHK2_E01_007_2017_1 -               27     945      19     973       3     995    1462    +    5.1e-176  583.0  21.7  -
Thermomonosporaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               27     960      19     988       4    1009    1464    +    5.2e-176  583.0  20.7  -
Planctomycetaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               37     965      19     975       7    1002    1486    +    5.7e-176  583.0  21.2  -
Persicobacteraceae        -          LKAP-GUTHK2_E01_007_2017_1 -               27     946      19     959       5     980    1448    +    9.6e-176  582.2  21.6  -
Spiroplasmataceae         -          LKAP-GUTHK2_E01_007_2017_1 -               78     986      66     982      45    1005    1516    +    2.6e-175  581.0  20.3  -
Dietziaceae               -          LKAP-GUTHK2_E01_007_2017_1 -               18     933      19     973       7     993    1452    +    1.4e-174  578.3  21.7  -
Sterolibacteriaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               42    1020      19    1008       3    1028    1531    +    1.7e-174  577.9  20.8  -
Nostocales                -          LKAP-GUTHK2_E01_007_2017_1 -               54     956      65    1017      45    1029    1457    +    1.9e-174  577.9  18.9  -
Desulfurobacteriaceae     -          LKAP-GUTHK2_E01_007_2017_1 -               71     991      60     973      38     995    1497    +    3.4e-174  577.3  21.8  -
Gallionellaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               46     984      21     977       5     998    1385    +    3.8e-174  576.8  20.6  -
Glycomycetaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               34     967      19     977       3    1002    1495    +    4.6e-174  576.7  21.8  -
Thermodesulfobacteriaceae -          LKAP-GUTHK2_E01_007_2017_1 -               27     967      19     961       3     982    1497    +    7.2e-174  576.1  22.4  -
Opitutaceae               -          LKAP-GUTHK2_E01_007_2017_1 -               27     986      19     973       4     993    1482    +    9.6e-174  575.4  21.0  -
Cryptosporangiaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               27     942      19     974       4     995    1470    +    1.1e-173  575.3  21.8  -
Gemmatimonadaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               80     961      68     963      58     993    1525    +      3e-173  573.9  21.2  -
Bryobacteraceae           -          LKAP-GUTHK2_E01_007_2017_1 -               86     933      67     960      46     971    1417    +    4.5e-173  573.3  21.3  -
Dermatophilaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               32     951      19     973       5     995    1480    +    4.9e-173  573.1  21.4  -
Rikenellaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               35     963      19     962       5     982    1456    +    7.6e-173  572.5  20.5  -
Mariprofundaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               47    1028      19    1019       3    1031    1528    +    1.9e-172  571.0  20.5  -
Anaeroplasmataceae        -          LKAP-GUTHK2_E01_007_2017_1 -               54     975      19     984       6    1007    1453    +    2.5e-172  570.9  19.7  -
Prolixibacteraceae        -          LKAP-GUTHK2_E01_007_2017_1 -               26     945      18     959       5     980    1444    +      3e-172  570.5  21.7  -
Streptosporangiaceae      -          LKAP-GUTHK2_E01_007_2017_1 -               27     945      19     978       3    1002    1464    +    3.6e-172  570.1  21.2  -
Dermabacteraceae          -          LKAP-GUTHK2_E01_007_2017_1 -               36     957      19     973       2     993    1470    +    3.8e-172  570.0  21.5  -
Phormidiaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               77     979      66    1017      44    1029    1483    +      4e-172  570.4  20.3  -
Bifidobacteriaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               41     966      19     974       3     997    1469    +    4.2e-172  570.1  21.5  -
Betaproteobacteria        -          LKAP-GUTHK2_E01_007_2017_1 -               14     972      24    1012      14    1030    1454    +    4.8e-172  569.8  20.4  -
Frankiales                -          LKAP-GUTHK2_E01_007_2017_1 -               34     953      19     975       4     999    1425    +      2e-171  567.9  21.7  -
Iamiaceae                 -          LKAP-GUTHK2_E01_007_2017_1 -               66     942      59     961      37     981    1480    +    5.9e-171  566.5  20.8  -
Crocinitomicaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               28     953      19     959       4     979    1466    +    6.4e-171  565.9  20.5  -
Beutenbergiaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               27     949      19     974       4     994    1472    +    1.3e-170  565.1  21.2  -
Jonesiaceae               -          LKAP-GUTHK2_E01_007_2017_1 -               44     985      16     973       2     995    1514    +    2.7e-170  564.1  21.2  -
Chlorobiaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               87     960      70     962      49     994    1455    +    4.4e-170  563.4  20.7  -
Chitinophagaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               28     950      19     959       4     972    1458    +      8e-170  562.8  21.4  -
Ruaniaceae                -          LKAP-GUTHK2_E01_007_2017_1 -               51     970      19     961       4     981    1531    +    1.8e-169  561.1  21.2  -
Lewinellaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               27     944      19     959       8     973    1446    +    2.4e-169  560.9  22.2  -
Oscillospiraceae          -          LKAP-GUTHK2_E01_007_2017_1 -               21     982      15     997       2    1018    1453    +    3.4e-169  560.0  20.0  -
Micrococcales             -          LKAP-GUTHK2_E01_007_2017_1 -               27     948      19     975       4     996    1475    +    7.1e-169  559.4  21.3  -
Actinomycetales           -          LKAP-GUTHK2_E01_007_2017_1 -               47     971      19     961       4     981    1535    +    7.4e-169  559.2  22.4  -
Sporichthyaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               27     947      19     977       4     997    1472    +    8.6e-169  559.2  21.3  -
Deinococcaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               43     996      47    1027      24    1031    1455    +    1.5e-168  558.1  20.7  -
Marinilabiliaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               27     949      19     960       7     981    1447    +    1.8e-168  557.7  20.9  -
Petrotogaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               42     982      19     995       3    1018    1488    +    2.5e-168  557.8  21.1  -
Chlamydiaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               50     991      19     962       5     995    1548    +    3.4e-168  556.9  21.7  -
Atopobacteriaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               31     955      19     979       3     999    1442    +    3.6e-168  557.2  21.7  -
Cryomorphaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               33     955      19     959       5     975    1454    +    5.6e-168  556.4  21.0  -
Actinopolysporaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               28     953      19     961       4     981    1480    +    1.3e-167  555.1  21.9  -
Prochlorococcaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               61     968      67    1031      47    1033    1465    +    2.1e-167  554.5  19.5  -
Dehalococcoidaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               59     936      66     975      41     990    1437    +    2.7e-167  554.5  20.2  -
Nocardiopsaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               27     966      19     980       3    1006    1475    +    7.2e-167  552.8  21.6  -
Cyclobacteriaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               27     947      19     959       4     967    1447    +    7.8e-167  552.7  22.4  -
Sphingobacteriaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               27     949      19     962       3     982    1450    +    1.9e-166  551.3  20.5  -
Parachlamydiaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               73     986      67     975      46    1022    1529    +    2.6e-166  550.9  21.5  -
Cytophagales              -          LKAP-GUTHK2_E01_007_2017_1 -               26     945      18     959       5     979    1444    +    6.1e-166  549.6  21.5  -
Haliscomenobacteraceae    -          LKAP-GUTHK2_E01_007_2017_1 -               47     968      19     960       9     984    1485    +    1.1e-165  549.3  21.5  -
Acholeplasmataceae        -          LKAP-GUTHK2_E01_007_2017_1 -               28     950      42     976      22     996    1437    +    2.8e-165  547.2  20.1  -
Rarobacteraceae           -          LKAP-GUTHK2_E01_007_2017_1 -               17     934      20     973       9     995    1464    +    3.7e-165  546.9  21.2  -
Streptosporangineae       -          LKAP-GUTHK2_E01_007_2017_1 -                3     918      17     975      15    1002    1443    +    6.2e-165  546.2  21.2  -
Magnetococcaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               48     988      20    1015       6    1032    1497    +    6.7e-165  546.2  20.0  -
Mesoaciditogaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               36     984      20     975       4     994    1522    +    1.1e-164  545.5  21.6  -
Actinospicaceae           -          LKAP-GUTHK2_E01_007_2017_1 -                9     911      23     961      16     993    1425    +    3.9e-164  543.6  21.6  -
Eggerthellaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               34     955      19     982       4    1004    1449    +    4.7e-164  543.5  21.1  -
Iodidimonadaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               42     986      41    1025      20    1032    1437    +    6.6e-164  542.8  19.2  -
Kofleriaceae              -          LKAP-GUTHK2_E01_007_2017_1 -               43    1030      19    1007       2    1028    1498    +    1.2e-163  542.1  21.9  -
Pseudobacteriovoracaceae  -          LKAP-GUTHK2_E01_007_2017_1 -               34     943      63     980      42    1003    1466    +    2.4e-162  537.6  21.0  -
Saprospiraceae            -          LKAP-GUTHK2_E01_007_2017_1 -               38     957      19     959       5     974    1430    +    3.9e-162  537.4  22.2  -
Bacteroidales             -          LKAP-GUTHK2_E01_007_2017_1 -               49     971      19     961      10     982    1485    +    1.3e-161  535.0  20.3  -
Thermosporotrichaceae     -          LKAP-GUTHK2_E01_007_2017_1 -                7     875      66     978      58    1007    1317    +    1.4e-161  535.4  21.5  -
Hydrogenothermaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               27     926      19     959       4     979    1447    +    2.5e-161  534.5  20.4  -
Fibrobacteraceae          -          LKAP-GUTHK2_E01_007_2017_1 -               26     930      19     960       5     974    1412    +    3.8e-161  534.0  23.0  -
Aquificaceae              -          LKAP-GUTHK2_E01_007_2017_1 -               27     967      19     962       4     983    1485    +      1e-160  532.5  21.9  -
Entomoplasmataceae        -          LKAP-GUTHK2_E01_007_2017_1 -               65     968      67     978      45    1000    1497    +    1.2e-160  532.2  20.4  -
Thermotogaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               45     975      19     959       4     979    1545    +    1.5e-160  531.8  22.1  -
Marinifilaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               27     950      19     960       6     980    1450    +    1.8e-160  531.4  20.3  -
Prevotellaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               28    1007      19    1012      12    1028    1464    +    1.5e-159  528.2  19.9  -
Rhodospirillales          -          LKAP-GUTHK2_E01_007_2017_1 -               41     901      64     973      43     994    1413    +      2e-157  521.7  20.9  -
Kosmotogaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               35     953      19     959       2     981    1488    +    1.6e-156  518.7  21.9  -
Blastocatellaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               47     957      19     961       4     975    1485    +    1.6e-156  518.2  21.8  -
Microscillaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               53     933      64     960      43     980    1461    +    2.3e-156  517.8  21.2  -
Rhodothalassiaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               48     912      63     980      40    1007    1318    +    1.5e-155  515.4  19.8  -
Bradymonadaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               69     970      67     985      47    1010    1461    +      2e-155  514.5  20.3  -
Sandaracinaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               54     959      67     962      46     984    1506    +    4.2e-155  513.8  21.7  -
Gemmataceae               -          LKAP-GUTHK2_E01_007_2017_1 -               79     942      67     974      47     994    1427    +    6.7e-154  509.7  20.1  -
Dictyoglomaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               49     979      19     961       4     979    1541    +    6.9e-154  509.6  21.6  -
Sphaerobacteraceae        -          LKAP-GUTHK2_E01_007_2017_1 -               84     995      68    1009      33    1029    1531    +      1e-153  509.1  21.0  -
Lentisphaeraceae          -          LKAP-GUTHK2_E01_007_2017_1 -               59     943      49     964      26     987    1465    +    4.3e-153  507.2  20.3  -
Fervidobacteriaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               36     982      20     959       4     980    1514    +    8.9e-153  506.0  21.7  -
Roseiarcaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               70     932      64     978      43    1000    1399    +    1.7e-152  505.1  19.8  -
Hydrogenimonaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               28     999      19    1011       2    1031    1422    +    2.1e-152  504.8  20.1  -
Coriobacteriaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               40     971      19     997       3    1017    1462    +    7.2e-152  503.5  21.3  -
Temperatibacteraceae      -          LKAP-GUTHK2_E01_007_2017_1 -               33     943      65    1031      44    1033    1362    +    7.9e-152  502.8  19.4  -
Emcibacteraceae           -          LKAP-GUTHK2_E01_007_2017_1 -               53     947      24     979       4     999    1460    +    2.1e-151  501.6  19.6  -
Akkermansiaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               27     931      19     961       5     982    1441    +      9e-151  499.6  21.0  -
Anaeromyxobacteraceae     -          LKAP-GUTHK2_E01_007_2017_1 -               48    1010      20     982       3    1003    1549    +    1.5e-150  498.7  21.0  -
Phaselicystidaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               81     985      66     961      45     982    1539    +      2e-150  498.3  22.2  -
Thermomicrobiaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               26     953      62    1006      44    1022    1273    +    8.5e-150  496.8  21.7  -
Oligoflexaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               59     989      61    1009      32    1028    1458    +    6.5e-149  493.2  20.7  -
Odoribacteraceae          -          LKAP-GUTHK2_E01_007_2017_1 -               47     970      19     961       9     982    1486    +    2.3e-148  491.2  20.8  -
Labilitrichaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               65     970      67     961      45     982    1483    +    1.8e-147  488.3  22.0  -
Vulgatibacteraceae        -          LKAP-GUTHK2_E01_007_2017_1 -               60     989      63     982      41    1005    1479    +    2.9e-147  487.8  21.0  -
Christensenellaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               88     989      59     987      36    1020    1497    +    5.7e-147  486.7  20.0  -
Acanthopleuribacteraceae  -          LKAP-GUTHK2_E01_007_2017_1 -               30     946      59     961      40     993    1453    +    5.7e-147  486.8  21.8  -
Fervidobacteraceae        -          LKAP-GUTHK2_E01_007_2017_1 -               28     920      19     959       2     979    1480    +    6.4e-147  486.7  21.9  -
Isosphaeraceae            -          LKAP-GUTHK2_E01_007_2017_1 -               68     957      65     973      44     993    1475    +    6.1e-146  483.4  21.2  -
Nitriliruptoraceae        -          LKAP-GUTHK2_E01_007_2017_1 -               54     955      44     973      21     995    1425    +    6.9e-146  483.2  20.9  -
Syntrophorhabdaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               28    1014      20    1007       3    1027    1482    +    8.6e-146  482.9  21.1  -
Gracilibacteraceae        -          LKAP-GUTHK2_E01_007_2017_1 -              183    1088      49     983      27    1007    1549    +    1.1e-145  482.4  20.3  -
Egicoccaceae              -          LKAP-GUTHK2_E01_007_2017_1 -               65     958      45     963      24     995    1512    +    4.4e-145  480.5  21.3  -
Halanaerobiales           -          LKAP-GUTHK2_E01_007_2017_1 -               78    1009      55     984      34    1004    1500    +    3.1e-144  477.6  20.4  -
Gaiellaceae               -          LKAP-GUTHK2_E01_007_2017_1 -               48     992      20     974       3     995    1544    +      4e-144  477.2  21.6  -
Thermogemmatisporaceae    -          LKAP-GUTHK2_E01_007_2017_1 -               61     939      66     959      46     965    1443    +    6.1e-144  476.8  23.9  -
Egibacteraceae            -          LKAP-GUTHK2_E01_007_2017_1 -               86     974      65     979      43    1017    1516    +    1.1e-143  476.0  20.9  -
Acidothermaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               44     962      19     975       3    1004    1509    +    1.3e-143  475.9  21.7  -
Micropepsaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               72     935      66     978      45     998    1455    +      7e-142  469.9  20.2  -
Haloplasmataceae          -          LKAP-GUTHK2_E01_007_2017_1 -               55     993      65    1013      44    1029    1345    +    1.4e-141  469.0  20.5  -
Euzebyaceae               -          LKAP-GUTHK2_E01_007_2017_1 -               43     958      44     983      23    1020    1476    +    3.5e-141  467.7  20.7  -
Longimicrobiaceae         -          LKAP-GUTHK2_E01_007_2017_1 -               13     940      63     985      51    1007    1413    +    3.8e-140  464.3  21.7  -
Chloroflexaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               81     977      67    1010      46    1022    1473    +    3.9e-140  464.4  20.4  -
Gloeomargaritaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               72     977      63    1017      41    1031    1482    +    5.5e-140  463.7  18.8  -
Brachyspiraceae           -          LKAP-GUTHK2_E01_007_2017_1 -               20     920      20     961       7     981    1441    +      2e-139  461.8  20.8  -
Melioribacteraceae        -          LKAP-GUTHK2_E01_007_2017_1 -               56     976      25     961       5     984    1539    +    2.4e-139  461.4  21.3  -
Victivallaceae            -          LKAP-GUTHK2_E01_007_2017_1 -               72     937      66     962      45     983    1456    +    4.2e-139  460.7  20.8  -
Acidimicrobiales          -          LKAP-GUTHK2_E01_007_2017_1 -               71     957      61     976      41    1000    1483    +    4.6e-139  460.8  21.0  -
Caldisericaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               27     971      19     962       3     993    1481    +    9.4e-139  459.4  21.5  -
Xenococcaceae             -          LKAP-GUTHK2_E01_007_2017_1 -               56     962      65    1018      42    1030    1418    +    9.7e-138  456.5  20.2  -
Ignavibacteriaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               68     951      67     961      46     982    1461    +    1.1e-137  456.1  21.4  -
Aquificales               -          LKAP-GUTHK2_E01_007_2017_1 -               17     983      19     975       6     995    1450    +      4e-136  451.0  21.3  -
Mooreiaceae               -          LKAP-GUTHK2_E01_007_2017_1 -               13     935      17     961       7     982    1424    +    9.1e-136  449.8  22.2  -
Trueperaceae              -          LKAP-GUTHK2_E01_007_2017_1 -               19     977      21    1026       7    1031    1461    +    1.2e-135  449.2  19.1  -
Prochlorotrichaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               43     943      67    1017      46    1030    1448    +    1.4e-135  449.0  19.6  -
Ardenticatenia            -          LKAP-GUTHK2_E01_007_2017_1 -               29     961      21     964       3     994    1453    +    1.5e-134  445.9  21.9  -
Catalimonadaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               12     934      16     961       6     982    1425    +    5.6e-134  443.8  21.7  -
Herpetosiphonaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               55     945      41     975      21     996    1475    +    8.3e-134  443.1  18.8  -
Elusimicrobiaceae         -          LKAP-GUTHK2_E01_007_2017_1 -                8     928      21     968      16     999    1395    +    2.3e-132  438.3  19.8  -
Blastocatellales          -          LKAP-GUTHK2_E01_007_2017_1 -               77     945      61     972      32     993    1488    +    1.1e-131  436.2  19.8  -
Armatimonadaceae          -          LKAP-GUTHK2_E01_007_2017_1 -               62     948      66     982      43    1004    1438    +    4.8e-131  434.1  19.8  -
Kiritimatiellaceae        -          LKAP-GUTHK2_E01_007_2017_1 -               47    1005      19     963       3     985    1556    +    1.2e-130  432.8  21.4  -
Chitinivibrionaceae       -          LKAP-GUTHK2_E01_007_2017_1 -               35    1032      19    1026       2    1031    1488    +    5.8e-130  430.5  20.4  -
Mzabimycetaceae           -          LKAP-GUTHK2_E01_007_2017_1 -               10     878      62     962      55     983    1357    +    1.6e-129  429.1  22.7  -
