# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          A0224_LKAP-FHGF1_C07_059 -               21     881       6     858       1     860    1466    +           0 1052.1  20.8  -
Vibrionaceae_Photobacterium                      -          A0224_LKAP-FHGF1_C07_059 -               21     881       6     858       1     860    1487    +    4.7e-303 1006.2  20.8  -
Rhodospirillaceae_Skermanella                    -          A0224_LKAP-FHGF1_C07_059 -               21     813       6     857       1     860    1409    +    4.1e-190  632.3  19.8  -
Sphingomonadaceae_Sphingomicrobium               -          A0224_LKAP-FHGF1_C07_059 -               25     817       6     857       1     860    1443    +    5.6e-190  631.9  18.9  -
Comamonadaceae_Caenimonas                        -          A0224_LKAP-FHGF1_C07_059 -               28     869       7     857       3     860    1463    +    9.5e-190  630.7  20.9  -
Orbaceae_Gilliamella                             -          A0224_LKAP-FHGF1_C07_059 -               48     894       6     858       1     861    1538    +    9.8e-190  630.6  20.7  -
Brucellaceae_Ochrobactrum                        -          A0224_LKAP-FHGF1_C07_059 -               40     829       7     858       1     860    1421    +    1.6e-189  630.2  20.0  -
Sphingomonadaceae_Sphingopyxis                   -          A0224_LKAP-FHGF1_C07_059 -               30     823       6     858       1     860    1436    +    1.8e-189  630.1  18.7  -
Desulfovibrionaceae_Pseudodesulfovibrio          -          A0224_LKAP-FHGF1_C07_059 -               38     894       7     858       1     861    1537    +      2e-189  629.6  20.2  -
Hyphomicrobiaceae_Devosia                        -          A0224_LKAP-FHGF1_C07_059 -               31     821       7     858       1     860    1432    +    2.5e-189  629.6  20.4  -
Comamonadaceae_Acidovorax                        -          A0224_LKAP-FHGF1_C07_059 -               37     877       6     857       1     860    1497    +    3.9e-189  628.5  20.5  -
Burkholderiaceae_Polynucleobacter                -          A0224_LKAP-FHGF1_C07_059 -                7     851       6     858       3     861    1492    +    6.9e-189  628.1  20.2  -
Succinivibrionaceae_Ruminobacter                 -          A0224_LKAP-FHGF1_C07_059 -               49     890       7     857       1     861    1539    +    6.9e-189  627.8  20.9  -
Pseudomonadaceae_Rhizobacter                     -          A0224_LKAP-FHGF1_C07_059 -                1     837      12     857      12     860    1443    +      8e-189  627.9  21.5  -
Rhodospirillaceae_Nisaea                         -          A0224_LKAP-FHGF1_C07_059 -               42     845       6     858       1     860    1385    +    8.4e-189  627.7  20.5  -
Comamonadaceae_Lampropedia                       -          A0224_LKAP-FHGF1_C07_059 -               41     886       7     858       2     860    1488    +    9.2e-189  627.5  20.3  -
Peptococcaceae_Desulfotomaculum                  -          A0224_LKAP-FHGF1_C07_059 -               34     873       6     857       2     861    1493    +      1e-188  627.3  21.2  -
Kordiimonadaceae_Kordiimonas                     -          A0224_LKAP-FHGF1_C07_059 -               21     824       6     858       1     860    1421    +    1.2e-188  627.4  20.2  -
Burkholderiales_Ideonella                        -          A0224_LKAP-FHGF1_C07_059 -               21     861       6     857       1     860    1493    +    1.4e-188  627.0  21.0  -
Comamonadaceae_Schlegelella                      -          A0224_LKAP-FHGF1_C07_059 -               40     882       7     857       2     860    1517    +    1.6e-188  626.8  20.4  -
Sphingomonadaceae_Blastomonas                    -          A0224_LKAP-FHGF1_C07_059 -               38     831       6     858       1     860    1448    +    1.6e-188  626.8  18.6  -
Comamonadaceae_Variovorax                        -          A0224_LKAP-FHGF1_C07_059 -               29     871       6     857       1     860    1481    +    1.8e-188  626.4  21.2  -
Phyllobacteriaceae_Chelativorans                 -          A0224_LKAP-FHGF1_C07_059 -               29     821       6     858       1     860    1409    +    1.9e-188  626.8  20.1  -
Geobacteraceae_Geoalkalibacter                   -          A0224_LKAP-FHGF1_C07_059 -               41     907       6     857       1     860    1556    +    2.7e-188  625.8  20.4  -
Rhodospirillaceae_Niveispirillum                 -          A0224_LKAP-FHGF1_C07_059 -               41     839       6     857       1     860    1477    +    2.7e-188  626.2  20.0  -
Comamonadaceae_Pseudorhodoferax                  -          A0224_LKAP-FHGF1_C07_059 -               21     863       6     857       1     860    1477    +    4.9e-188  625.1  21.2  -
Alcaligenaceae_Azohydromonas                     -          A0224_LKAP-FHGF1_C07_059 -               17     859       6     857       1     860    1464    +    5.1e-188  625.1  20.8  -
Sphingomonadaceae_Sphingosinicella               -          A0224_LKAP-FHGF1_C07_059 -               21     814       6     858       1     860    1409    +    7.3e-188  625.0  18.8  -
Oceanospirillaceae_Oleibacter                    -          A0224_LKAP-FHGF1_C07_059 -               21     863       6     858       1     861    1455    +    8.9e-188  624.1  20.4  -
Rhodobacteraceae_Rhodovulum                      -          A0224_LKAP-FHGF1_C07_059 -                8     799       6     857       1     860    1378    +    1.1e-187  624.1  19.2  -
Pasteurellaceae_Phocoenobacter                   -          A0224_LKAP-FHGF1_C07_059 -               21     871       6     858       1     861    1495    +    1.6e-187  623.3  20.7  -
Rhodospirillaceae_Roseospira                     -          A0224_LKAP-FHGF1_C07_059 -               11     801       5     857       1     860    1398    +      2e-187  623.3  20.0  -
Rhodobiaceae_Rhodobium                           -          A0224_LKAP-FHGF1_C07_059 -               31     820       6     857       1     860    1421    +      2e-187  623.3  19.4  -
Desulfobulbaceae_Desulfocapsa                    -          A0224_LKAP-FHGF1_C07_059 -               22     885       7     858       2     860    1482    +    2.1e-187  622.9  19.9  -
Rhizobiaceae_Rhizobium                           -          A0224_LKAP-FHGF1_C07_059 -               22     811       7     858       1     860    1417    +    2.2e-187  623.1  19.7  -
Burkholderiales_Inhella                          -          A0224_LKAP-FHGF1_C07_059 -               29     869       6     857       1     860    1472    +    2.7e-187  622.8  20.9  -
Oceanospirillaceae_Balneatrix                    -          A0224_LKAP-FHGF1_C07_059 -               32     882       6     858       1     861    1395    +    2.8e-187  622.6  20.7  -
Syntrophomonadaceae_Syntrophomonas               -          A0224_LKAP-FHGF1_C07_059 -               38     910       6     858       1     861    1529    +    3.8e-187  622.1  20.3  -
Oceanospirillales_Spongiispira                   -          A0224_LKAP-FHGF1_C07_059 -               27     876       6     859       1     861    1486    +    4.8e-187  621.6  20.7  -
Coxiellaceae_Aquicella                           -          A0224_LKAP-FHGF1_C07_059 -               11     858       6     857       1     860    1482    +    5.6e-187  621.7  20.3  -
Pasteurellaceae_Basfia                           -          A0224_LKAP-FHGF1_C07_059 -               21     871       6     858       1     861    1365    +    6.3e-187  621.4  20.6  -
Comamonadaceae_Limnohabitans                     -          A0224_LKAP-FHGF1_C07_059 -               13     854       7     857       2     860    1500    +    7.2e-187  621.0  20.6  -
Halomonadaceae_Zymobacter                        -          A0224_LKAP-FHGF1_C07_059 -               17     866       6     859       1     861    1509    +    7.6e-187  621.0  20.8  -
Comamonadaceae_Diaphorobacter                    -          A0224_LKAP-FHGF1_C07_059 -               30     870       6     857       1     860    1438    +    1.7e-186  619.7  20.8  -
Comamonadaceae_Malikia                           -          A0224_LKAP-FHGF1_C07_059 -               42     881       7     857       1     860    1526    +    2.1e-186  619.5  20.4  -
Bdellovibrionaceae_Bdellovibrio                  -          A0224_LKAP-FHGF1_C07_059 -               17     840       6     858       2     860    1432    +    2.5e-186  619.5  19.8  -
Alteromonadaceae_Lacimicrobium                   -          A0224_LKAP-FHGF1_C07_059 -               41     888       6     858       1     861    1499    +    2.5e-186  619.3  20.6  -
Desulfobacteraceae_Desulfofaba                   -          A0224_LKAP-FHGF1_C07_059 -               35     903       7     859       1     861    1512    +    3.1e-186  619.1  19.6  -
Comamonadaceae_Giesbergeria                      -          A0224_LKAP-FHGF1_C07_059 -               32     872       6     857       1     860    1484    +    3.2e-186  618.9  20.5  -
Sphingomonadaceae_Sphingorhabdus                 -          A0224_LKAP-FHGF1_C07_059 -               21     814       6     858       1     860    1420    +    3.5e-186  619.2  18.7  -
Burkholderiales_Piscinibacter                    -          A0224_LKAP-FHGF1_C07_059 -               29     869       6     857       1     860    1470    +    3.8e-186  619.0  21.0  -
Xanthobacteraceae_Xanthobacter                   -          A0224_LKAP-FHGF1_C07_059 -               14     805       6     858       1     860    1413    +    4.1e-186  618.9  19.7  -
Burkholderiaceae_Limnobacter                     -          A0224_LKAP-FHGF1_C07_059 -               41     883       6     857       1     860    1524    +    5.2e-186  618.5  20.4  -
Acetobacteraceae_Roseomonas                      -          A0224_LKAP-FHGF1_C07_059 -               29     820       7     857       1     860    1438    +    5.5e-186  618.7  21.1  -
Aurantimonadaceae_Aureimonas                     -          A0224_LKAP-FHGF1_C07_059 -               30     819       7     858       1     860    1433    +    6.2e-186  618.4  19.6  -
Desulfomicrobiaceae_Desulfomicrobium             -          A0224_LKAP-FHGF1_C07_059 -               31     886       6     858       1     861    1502    +    6.6e-186  618.1  19.9  -
Hyphomicrobiaceae_Hyphomicrobium                 -          A0224_LKAP-FHGF1_C07_059 -               18     807       6     857       1     860    1423    +    6.7e-186  618.2  20.4  -
Methylocystaceae_Methylopila                     -          A0224_LKAP-FHGF1_C07_059 -               42     831       7     858       1     860    1425    +    7.3e-186  618.1  20.1  -
Kiloniellaceae_Kiloniella                        -          A0224_LKAP-FHGF1_C07_059 -               41     842       7     858       1     860    1450    +    7.3e-186  617.8  20.2  -
Desulfobulbaceae_Desulfotalea                    -          A0224_LKAP-FHGF1_C07_059 -               36     888       7     858       2     861    1486    +    8.3e-186  617.7  19.9  -
Rhodospirillaceae_Thalassospira                  -          A0224_LKAP-FHGF1_C07_059 -               41     841       6     858       1     860    1457    +    1.1e-185  617.1  19.6  -
Haliangiaceae_Haliangium                         -          A0224_LKAP-FHGF1_C07_059 -               38     900       7     857       1     860    1507    +    1.6e-185  616.9  20.6  -
Selenomonadaceae_Selenomonas                     -          A0224_LKAP-FHGF1_C07_059 -               43     912       7     858       2     861    1508    +      2e-185  616.4  20.6  -
Chromobacteriaceae_Jeongeupia                    -          A0224_LKAP-FHGF1_C07_059 -               22     863       7     857       2     860    1490    +    2.5e-185  616.5  20.0  -
Rhizobiales_Amorphus                             -          A0224_LKAP-FHGF1_C07_059 -               21     812       7     858       1     860    1427    +      3e-185  616.2  19.5  -
Comamonadaceae_Xenophilus                        -          A0224_LKAP-FHGF1_C07_059 -               11     851       6     857       1     860    1430    +      3e-185  615.7  20.7  -
Ruminococcaceae_Ruminococcus                     -          A0224_LKAP-FHGF1_C07_059 -                9     847       6     858       2     861    1394    +    7.4e-185  614.6  20.4  -
Rhodobacteraceae_Paracoccus                      -          A0224_LKAP-FHGF1_C07_059 -               24     816       6     858       1     860    1403    +    7.6e-185  614.9  19.4  -
Chromobacteriaceae_Andreprevotia                 -          A0224_LKAP-FHGF1_C07_059 -                2     836      15     858      14     861    1418    +    1.1e-184  614.1  20.6  -
Phyllobacteriaceae_Aquamicrobium                 -          A0224_LKAP-FHGF1_C07_059 -               22     811       7     858       1     860    1407    +    1.3e-184  614.1  19.8  -
Oceanospirillales_Salinispirillum                -          A0224_LKAP-FHGF1_C07_059 -                1     843       9     858       9     861    1417    +    1.4e-184  613.3  20.2  -
Comamonadaceae_Simplicispira                     -          A0224_LKAP-FHGF1_C07_059 -               41     881       6     857       1     860    1512    +    1.8e-184  613.1  20.6  -
Rhodobacteraceae_Pseudovibrio                    -          A0224_LKAP-FHGF1_C07_059 -               41     833       6     858       1     860    1446    +    1.9e-184  613.5  19.3  -
Pasteurellaceae_Bibersteinia                     -          A0224_LKAP-FHGF1_C07_059 -               21     869       6     858       1     861    1362    +    2.2e-184  613.0  20.7  -
Patulibacteraceae_Patulibacter                   -          A0224_LKAP-FHGF1_C07_059 -               41     880       6     857       1     860    1494    +    2.4e-184  612.7  20.3  -
Oceanospirillaceae_Oceanobacter                  -          A0224_LKAP-FHGF1_C07_059 -               21     863       6     858       1     861    1452    +    2.6e-184  612.6  20.4  -
Rhizobiaceae_Ensifer                             -          A0224_LKAP-FHGF1_C07_059 -               22     811       7     858       1     861    1437    +    3.2e-184  612.8  19.9  -
Brucellaceae_Mycoplana                           -          A0224_LKAP-FHGF1_C07_059 -               22     812       6     858       1     860    1438    +    3.2e-184  612.7  20.0  -
Phyllobacteriaceae_Phyllobacterium               -          A0224_LKAP-FHGF1_C07_059 -               15     805       6     858       1     860    1418    +    3.2e-184  612.4  19.8  -
Desulfobacteraceae_Desulfonema                   -          A0224_LKAP-FHGF1_C07_059 -               26     893       7     858       1     860    1506    +    3.6e-184  612.4  19.7  -
Rhizobiaceae_Allorhizobium                       -          A0224_LKAP-FHGF1_C07_059 -               42     831       7     858       1     860    1446    +    4.9e-184  612.0  19.8  -
Sphingomonadaceae_Rhizorhabdus                   -          A0224_LKAP-FHGF1_C07_059 -               41     833       6     857       1     860    1453    +    9.5e-184  611.2  19.1  -
Comamonadaceae_Roseateles                        -          A0224_LKAP-FHGF1_C07_059 -                1     833      14     857      14     860    1396    +    1.1e-183  610.8  21.6  -
Rhodospirillaceae_Insolitispirillum              -          A0224_LKAP-FHGF1_C07_059 -               21     813       6     858       1     861    1442    +    1.2e-183  610.8  20.1  -
Beijerinckiaceae_Beijerinckia                    -          A0224_LKAP-FHGF1_C07_059 -               34     826       6     858       1     860    1432    +    1.3e-183  610.6  20.3  -
Deltaproteobacteria_Deferrisoma                  -          A0224_LKAP-FHGF1_C07_059 -               17     815      58     858      47     861    1322    +    1.4e-183  610.5  19.8  -
Methylobacteriaceae_Methylobacterium             -          A0224_LKAP-FHGF1_C07_059 -               19     813       6     858       1     860    1424    +    1.7e-183  610.2  20.4  -
Burkholderiales_Sphaerotilus                     -          A0224_LKAP-FHGF1_C07_059 -                8     846       6     857       3     860    1407    +    2.1e-183  609.9  20.2  -
Xanthobacteraceae_Labrys                         -          A0224_LKAP-FHGF1_C07_059 -               22     811       7     858       1     860    1409    +    2.2e-183  609.8  19.4  -
Phyllobacteriaceae_Nitratireductor               -          A0224_LKAP-FHGF1_C07_059 -               39     830       7     858       1     860    1426    +    2.4e-183  609.8  19.9  -
Caulobacteraceae_Phenylobacterium                -          A0224_LKAP-FHGF1_C07_059 -               31     821       6     858       1     860    1433    +    2.9e-183  609.4  19.0  -
Rhodobiaceae_Afifella                            -          A0224_LKAP-FHGF1_C07_059 -               20     813       5     858       1     861    1443    +      3e-183  609.4  19.8  -
Rhodospirillaceae_Fodinicurvata                  -          A0224_LKAP-FHGF1_C07_059 -                4     799       6     858       4     861    1390    +    3.9e-183  609.2  21.2  -
Phyllobacteriaceae_Mesorhizobium                 -          A0224_LKAP-FHGF1_C07_059 -               11     801       6     858       1     860    1403    +      5e-183  608.7  20.0  -
Cellvibrionaceae_Marinagarivorans                -          A0224_LKAP-FHGF1_C07_059 -               48     890       6     859       1     861    1534    +    5.1e-183  608.3  20.2  -
Pasteurellaceae_Muribacter                       -          A0224_LKAP-FHGF1_C07_059 -               21     863       6     858       1     861    1356    +    8.6e-183  607.7  20.6  -
Rhodobacteraceae_Albidovulum                     -          A0224_LKAP-FHGF1_C07_059 -               41     835       6     857       1     860    1443    +    9.8e-183  607.7  19.5  -
Bradyrhizobiaceae_Rhodopseudomonas               -          A0224_LKAP-FHGF1_C07_059 -               22     815       7     858       1     860    1464    +    1.1e-182  607.3  20.0  -
Pseudomonadaceae_Thiopseudomonas                 -          A0224_LKAP-FHGF1_C07_059 -               41     891       6     858       1     861    1505    +    1.5e-182  606.7  20.8  -
Rhodobacteraceae_Labrenzia                       -          A0224_LKAP-FHGF1_C07_059 -               42     833       7     858       1     860    1447    +    1.8e-182  606.9  20.3  -
Rhodobacteraceae_Thioclava                       -          A0224_LKAP-FHGF1_C07_059 -               41     833       6     858       1     860    1433    +    1.9e-182  606.6  19.0  -
Syntrophobacteraceae_Syntrophobacter             -          A0224_LKAP-FHGF1_C07_059 -               21     888       6     858       1     860    1504    +    2.6e-182  606.4  20.3  -
Rhodobacteraceae_Rhodobacter                     -          A0224_LKAP-FHGF1_C07_059 -               21     813       6     858       1     860    1389    +      3e-182  606.2  19.3  -
Oceanospirillaceae_Oceaniserpentilla             -          A0224_LKAP-FHGF1_C07_059 -               44     893       6     859       1     861    1475    +    4.1e-182  605.2  20.6  -
Rhizobiales_Bauldia                              -          A0224_LKAP-FHGF1_C07_059 -               31     836       6     857       1     860    1446    +    4.9e-182  605.5  20.7  -
Pasteurellaceae_Testudinibacter                  -          A0224_LKAP-FHGF1_C07_059 -               89     936       6     858       1     861    1412    +    5.1e-182  605.1  20.7  -
Halomonadaceae_Halotalea                         -          A0224_LKAP-FHGF1_C07_059 -               21     869       6     858       1     861    1491    +    5.5e-182  605.1  20.9  -
Oceanospirillales_Alkalimarinus                  -          A0224_LKAP-FHGF1_C07_059 -               21     869       6     858       1     861    1464    +    6.2e-182  604.7  20.6  -
Xanthobacteraceae_Azorhizobium                   -          A0224_LKAP-FHGF1_C07_059 -               30     820       6     858       1     861    1449    +    6.5e-182  605.1  19.9  -
Rhodospirillaceae_Rhodocista                     -          A0224_LKAP-FHGF1_C07_059 -                7     796       6     857       3     860    1373    +    7.4e-182  604.7  19.4  -
Erythrobacteraceae_Croceicoccus                  -          A0224_LKAP-FHGF1_C07_059 -               41     834       6     858       1     860    1477    +    7.5e-182  604.9  18.6  -
Pasteurellaceae_Frederiksenia                    -          A0224_LKAP-FHGF1_C07_059 -               21     869       6     858       1     861    1362    +    7.6e-182  604.7  20.8  -
Rhodobacteraceae_Pseudorhodobacter               -          A0224_LKAP-FHGF1_C07_059 -               38     830       6     858       1     860    1428    +    8.8e-182  604.6  19.5  -
Desulfobulbaceae_Desulforhopalus                 -          A0224_LKAP-FHGF1_C07_059 -               22     870       7     858       2     860    1498    +    9.2e-182  604.5  20.1  -
Orbaceae_Frischella                              -          A0224_LKAP-FHGF1_C07_059 -               48     890       6     858       1     861    1534    +    1.1e-181  603.9  20.2  -
Rhizobiaceae_Shinella                            -          A0224_LKAP-FHGF1_C07_059 -               27     817       6     858       1     860    1418    +    1.3e-181  604.2  20.0  -
Hyphomicrobiaceae_Rhodoplanes                    -          A0224_LKAP-FHGF1_C07_059 -               41     835       6     858       1     860    1451    +    1.7e-181  603.7  21.0  -
Syntrophaceae_Syntrophus                         -          A0224_LKAP-FHGF1_C07_059 -               41     905       6     858       1     861    1560    +    1.9e-181  603.1  19.9  -
Fusobacteriaceae_Ilyobacter                      -          A0224_LKAP-FHGF1_C07_059 -               41     862       6     857       2     860    1510    +      2e-181  603.4  21.1  -
Rhodobacteraceae_Gemmobacter                     -          A0224_LKAP-FHGF1_C07_059 -               21     813       6     858       1     860    1399    +    2.2e-181  603.4  19.4  -
Pasteurellaceae_Vespertiliibacter                -          A0224_LKAP-FHGF1_C07_059 -               21     869       6     858       1     861    1462    +    2.4e-181  602.9  20.7  -
Sphingomonadaceae_Sphingoaurantiacus             -          A0224_LKAP-FHGF1_C07_059 -               21     813       6     857       1     860    1429    +    2.4e-181  603.3  19.2  -
Brucellaceae_Brucella                            -          A0224_LKAP-FHGF1_C07_059 -               27     816       7     858       1     861    1412    +    2.6e-181  603.1  20.1  -
Methylobacteriaceae_Microvirga                   -          A0224_LKAP-FHGF1_C07_059 -               29     821       6     858       1     860    1437    +    2.8e-181  603.0  19.5  -
Halomonadaceae_Pistricoccus                      -          A0224_LKAP-FHGF1_C07_059 -               21     869       6     858       1     861    1463    +    3.9e-181  602.2  20.8  -
Rhodospirillaceae_Tistrella                      -          A0224_LKAP-FHGF1_C07_059 -               43     848       6     857       1     860    1495    +    3.9e-181  602.8  20.2  -
Cellvibrionaceae_Saccharophagus                  -          A0224_LKAP-FHGF1_C07_059 -                4     845       6     858       3     861    1431    +    4.1e-181  602.0  20.3  -
Phyllobacteriaceae_Hoeflea                       -          A0224_LKAP-FHGF1_C07_059 -               22     811       7     858       1     860    1430    +    4.2e-181  602.4  20.0  -
Methylocystaceae_Terasakiella                    -          A0224_LKAP-FHGF1_C07_059 -               41     843       6     858       1     860    1463    +    4.4e-181  602.1  19.7  -
Litoricolaceae_Litoribrevibacter                 -          A0224_LKAP-FHGF1_C07_059 -               21     870       6     859       1     861    1465    +    5.2e-181  601.7  20.7  -
Aurantimonadaceae_Aurantimonas                   -          A0224_LKAP-FHGF1_C07_059 -               31     823       6     858       1     861    1410    +    5.3e-181  602.0  19.6  -
Methylocystaceae_Hansschlegelia                  -          A0224_LKAP-FHGF1_C07_059 -               41     834       6     858       1     860    1450    +    5.7e-181  601.8  20.3  -
Halobacteriovoracaceae_Halobacteriovorax         -          A0224_LKAP-FHGF1_C07_059 -               21     884       6     858       1     860    1480    +    6.6e-181  601.5  19.7  -
Rhodospirillaceae_Rhodospirillum                 -          A0224_LKAP-FHGF1_C07_059 -               41     832       6     857       1     860    1477    +    7.1e-181  601.4  20.1  -
Pseudomonadaceae_Oblitimonas                     -          A0224_LKAP-FHGF1_C07_059 -               21     875       6     858       1     861    1469    +    7.2e-181  601.2  20.7  -
Rhodospirillaceae_Novispirillum                  -          A0224_LKAP-FHGF1_C07_059 -               21     815       6     858       1     861    1442    +    9.1e-181  601.0  20.2  -
Xanthobacteraceae_Pseudoxanthobacter             -          A0224_LKAP-FHGF1_C07_059 -               44     836       6     858       1     861    1456    +    9.3e-181  601.1  19.5  -
Thioalkalispiraceae_Endothiovibrio               -          A0224_LKAP-FHGF1_C07_059 -               41     890       6     858       1     861    1530    +    1.1e-180  600.7  20.7  -
Pasteurellaceae_Nicoletella                      -          A0224_LKAP-FHGF1_C07_059 -               21     871       6     858       1     861    1365    +    1.2e-180  600.6  20.6  -
Burkholderiales_Rubrivivax                       -          A0224_LKAP-FHGF1_C07_059 -               41     882       6     857       1     860    1496    +    1.2e-180  600.6  20.7  -
Hyphomicrobiaceae_Pedomicrobium                  -          A0224_LKAP-FHGF1_C07_059 -               32     823       6     857       1     860    1400    +    1.2e-180  600.8  20.2  -
Comamonadaceae_Pelomonas                         -          A0224_LKAP-FHGF1_C07_059 -                2     828      15     857      14     860    1390    +    1.4e-180  600.6  21.3  -
Hyphomicrobiaceae_Blastochloris                  -          A0224_LKAP-FHGF1_C07_059 -               22     813       7     858       1     861    1427    +    1.5e-180  600.5  21.2  -
Halomonadaceae_Modicisalibacter                  -          A0224_LKAP-FHGF1_C07_059 -               41     890       6     858       1     861    1531    +    1.5e-180  600.2  20.8  -
Hyphomonadaceae_Maricaulis                       -          A0224_LKAP-FHGF1_C07_059 -               21     813       6     858       1     860    1422    +    2.2e-180  600.0  19.7  -
Lysobacteraceae_Rehaibacterium                   -          A0224_LKAP-FHGF1_C07_059 -               50     896       6     859       1     861    1548    +    2.6e-180  599.5  20.8  -
Rhodospirillaceae_Reyranella                     -          A0224_LKAP-FHGF1_C07_059 -               26     819       6     857       1     860    1429    +    2.6e-180  599.6  19.8  -
Rubrobacteraceae_Rubrobacter                     -          A0224_LKAP-FHGF1_C07_059 -               24     874       9     857       3     860    1495    +    2.9e-180  599.4  20.8  -
Methylocystaceae_Methylocystis                   -          A0224_LKAP-FHGF1_C07_059 -               32     824       6     858       1     860    1426    +    3.4e-180  599.3  19.5  -
Desulfobulbaceae_Desulfopila                     -          A0224_LKAP-FHGF1_C07_059 -               43     894       7     858       2     860    1512    +      4e-180  598.8  19.9  -
Cellvibrionaceae_Teredinibacter                  -          A0224_LKAP-FHGF1_C07_059 -               21     861       6     859       1     861    1469    +    4.8e-180  598.4  20.8  -
Rhodobacteraceae_Defluviimonas                   -          A0224_LKAP-FHGF1_C07_059 -               21     813       6     858       1     860    1389    +    5.7e-180  598.6  19.3  -
Ruminococcaceae_Acetivibrio                      -          A0224_LKAP-FHGF1_C07_059 -               36     885       7     857       2     860    1529    +    6.1e-180  598.2  19.8  -
Oceanospirillaceae_Bacterioplanoides             -          A0224_LKAP-FHGF1_C07_059 -               41     888       6     858       1     861    1500    +    6.8e-180  598.1  20.9  -
Oceanospirillaceae_Terasakiispira                -          A0224_LKAP-FHGF1_C07_059 -               10     853       5     858       1     861    1436    +    8.1e-180  597.8  20.2  -
Rhodanobacteraceae_Aquimonas                     -          A0224_LKAP-FHGF1_C07_059 -               12     858       6     859       1     861    1433    +    9.3e-180  597.7  21.2  -
Halieaceae_Marimicrobium                         -          A0224_LKAP-FHGF1_C07_059 -               29     870       6     858       1     861    1512    +    9.7e-180  597.6  20.6  -
Rhodospirillaceae_Pararhodospirillum             -          A0224_LKAP-FHGF1_C07_059 -                5     791      11     857       5     860    1383    +      1e-179  597.5  20.2  -
Bacteroidaceae_Bacteroides                       -          A0224_LKAP-FHGF1_C07_059 -               31     875       7     854       2     859    1480    +    1.2e-179  597.3  21.0  -
Sphingomonadaceae_Stakelama                      -          A0224_LKAP-FHGF1_C07_059 -               21     815       6     858       1     860    1414    +    1.3e-179  597.5  18.6  -
Rhodospirillaceae_Ferrovibrio                    -          A0224_LKAP-FHGF1_C07_059 -               42     830       7     857       1     860    1447    +    1.6e-179  597.0  19.9  -
Chromatiaceae_Rhabdochromatium                   -          A0224_LKAP-FHGF1_C07_059 -               21     859       6     858       1     861    1452    +    2.1e-179  596.6  20.2  -
Rhodobacteraceae_Pseudooceanicola                -          A0224_LKAP-FHGF1_C07_059 -               41     833       6     858       1     860    1429    +    2.4e-179  596.4  18.6  -
Cystobacteraceae_Cystobacter                     -          A0224_LKAP-FHGF1_C07_059 -               21     879       6     858       1     861    1491    +    2.5e-179  596.2  20.0  -
Phyllobacteriaceae_Pseudaminobacter              -          A0224_LKAP-FHGF1_C07_059 -               21     811       6     858       1     861    1406    +    2.5e-179  596.5  19.9  -
Rhodobacteraceae_Pannonibacter                   -          A0224_LKAP-FHGF1_C07_059 -               38     836       7     858       1     861    1483    +    2.6e-179  596.4  20.4  -
Rhodobacteraceae_Oceanicola                      -          A0224_LKAP-FHGF1_C07_059 -               38     830       6     858       1     860    1421    +    2.8e-179  596.2  19.3  -
Rhodospirillaceae_Oceanibaculum                  -          A0224_LKAP-FHGF1_C07_059 -               41     833       6     857       1     860    1451    +    5.7e-179  595.2  19.9  -
Rhodobiaceae_Rhodoligotrophos                    -          A0224_LKAP-FHGF1_C07_059 -               41     843       6     858       1     861    1487    +    6.4e-179  595.1  21.3  -
Granulosicoccaceae_Sulfuriflexus                 -          A0224_LKAP-FHGF1_C07_059 -               21     873       6     859       1     861    1464    +    6.8e-179  594.7  20.6  -
Saccharospirillaceae_Gynuella                    -          A0224_LKAP-FHGF1_C07_059 -               41     891       6     859       1     861    1503    +    1.3e-178  593.7  20.7  -
Rhodospirillaceae_Thalassobaculum                -          A0224_LKAP-FHGF1_C07_059 -               36     825       6     857       1     860    1384    +    1.5e-178  593.9  20.1  -
Desulfobacteraceae_Desulfococcus                 -          A0224_LKAP-FHGF1_C07_059 -               42     908       7     857       2     860    1529    +    1.9e-178  593.2  19.6  -
Rhodobacteraceae_Roseibium                       -          A0224_LKAP-FHGF1_C07_059 -               41     829       7     858       1     861    1397    +      2e-178  593.7  20.3  -
Spirochaetaceae_Spirochaeta                      -          A0224_LKAP-FHGF1_C07_059 -               35     875       9     853       2     857    1495    +    2.1e-178  593.2  21.2  -
Desulfovibrionaceae_Desulfocurvus                -          A0224_LKAP-FHGF1_C07_059 -               41     897       6     858       1     861    1532    +    2.7e-178  593.1  20.2  -
Rhodobacteraceae_Pseudoruegeria                  -          A0224_LKAP-FHGF1_C07_059 -               21     813       6     858       1     860    1412    +    2.9e-178  592.9  19.2  -
Rhizobiaceae_Pararhizobium                       -          A0224_LKAP-FHGF1_C07_059 -               42     831       7     858       1     860    1477    +    3.1e-178  592.8  20.1  -
Bartonellaceae_Bartonella                        -          A0224_LKAP-FHGF1_C07_059 -               22     814       7     858       1     860    1410    +    3.3e-178  592.7  19.4  -
Rhodobacteraceae_Albimonas                       -          A0224_LKAP-FHGF1_C07_059 -               41     833       6     858       1     860    1429    +    3.5e-178  592.6  18.9  -
