# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_C04_028_2017_1 -               25    1198       2    1143       1    1145    1526    +           0 1196.8  18.9  -
Phyllobacteriaceae_Pseudaminobacter              -          LKAP-GUTHK2_C04_028_2017_1 -               19    1108       9    1143       1    1145    1406    +    1.8e-188  627.3  16.2  -
Cellvibrionaceae_Umboniibacter                   -          LKAP-GUTHK2_C04_028_2017_1 -               34    1166      12    1140       1    1145    1507    +    1.9e-188  627.0  17.4  -
Lachnospiraceae_Oribacterium                     -          LKAP-GUTHK2_C04_028_2017_1 -               17    1028      42    1065      27    1084    1412    +    2.2e-188  626.8  17.4  -
Cellvibrionaceae_Simiduia                        -          LKAP-GUTHK2_C04_028_2017_1 -               22    1164      12    1143       1    1145    1463    +    2.2e-188  626.6  17.7  -
Tsukamurellaceae_Tsukamurella                    -          LKAP-GUTHK2_C04_028_2017_1 -               31    1086       2    1079       1    1101    1495    +    2.9e-188  626.4  16.5  -
Gammaproteobacteria_Alkalimonas                  -          LKAP-GUTHK2_C04_028_2017_1 -               30    1179       2    1141       1    1145    1502    +    3.1e-188  626.2  17.8  -
Cellvibrionaceae_Marinimicrobium                 -          LKAP-GUTHK2_C04_028_2017_1 -               21    1156      11    1141       1    1145    1455    +    3.4e-188  626.0  17.5  -
Pseudonocardiaceae_Streptoalloteichus            -          LKAP-GUTHK2_C04_028_2017_1 -                2    1054       2    1079       1    1100    1450    +    3.4e-188  626.1  16.9  -
Alteromonadaceae_Paraglaciecola                  -          LKAP-GUTHK2_C04_028_2017_1 -               80    1163      71    1140      50    1145    1495    +    3.4e-188  625.7  15.3  -
Bacillales_Thermicanus                           -          LKAP-GUTHK2_C04_028_2017_1 -               88    1126      73    1095      51    1128    1426    +    3.6e-188  625.8  14.6  -
Gammaproteobacteria_Plasticicumulans             -          LKAP-GUTHK2_C04_028_2017_1 -               31    1166      12    1143       1    1145    1491    +    3.7e-188  625.9  17.9  -
Rhodobacteraceae_Actibacterium                   -          LKAP-GUTHK2_C04_028_2017_1 -               19    1101       3    1131       1    1145    1429    +    3.7e-188  626.2  16.2  -
Desulfobacteraceae_Desulfosarcina                -          LKAP-GUTHK2_C04_028_2017_1 -               81    1141      73    1096      52    1117    1515    +    4.5e-188  625.6  14.0  -
Rhodobacteraceae_Albidovulum                     -          LKAP-GUTHK2_C04_028_2017_1 -               42    1055      12    1073       1    1101    1443    +    4.5e-188  625.9  16.5  -
Rhodobacteraceae_Pseudoruegeria                  -          LKAP-GUTHK2_C04_028_2017_1 -               21    1110      11    1142       1    1145    1412    +    4.8e-188  625.7  15.8  -
Chromatiaceae_Thiorhodococcus                    -          LKAP-GUTHK2_C04_028_2017_1 -               24    1127      47    1143      23    1145    1426    +    4.9e-188  625.6  16.7  -
Methylococcaceae_Methylosarcina                  -          LKAP-GUTHK2_C04_028_2017_1 -               38    1169      14    1140       1    1145    1515    +    5.1e-188  625.3  16.8  -
Enterococcaceae_Pilibacter                       -          LKAP-GUTHK2_C04_028_2017_1 -               14    1168       4    1142       1    1145    1432    +    5.1e-188  625.3  17.2  -
Rhodanobacteraceae_Fulvimonas                    -          LKAP-GUTHK2_C04_028_2017_1 -               77    1172      71    1143      44    1145    1484    +    6.6e-188  625.1  15.6  -
Chromatiaceae_Marichromatium                     -          LKAP-GUTHK2_C04_028_2017_1 -               23    1161       3    1143       1    1145    1440    +    7.1e-188  625.3  17.8  -
Lysobacteraceae_Vulcaniibacterium                -          LKAP-GUTHK2_C04_028_2017_1 -               47    1194      10    1143       1    1145    1549    +    7.1e-188  625.0  17.8  -
Oceanospirillaceae_Oceanospirillum               -          LKAP-GUTHK2_C04_028_2017_1 -               71    1162      71    1141      50    1145    1462    +    7.3e-188  625.0  15.5  -
Desulfohalobiaceae_Desulfonauticus               -          LKAP-GUTHK2_C04_028_2017_1 -               32    1142       2    1081       1    1102    1567    +    7.9e-188  624.9  17.7  -
Desulfobacteraceae_Desulfoluna                   -          LKAP-GUTHK2_C04_028_2017_1 -               33    1133       3    1082       1    1103    1552    +    9.1e-188  624.6  17.3  -
Rhizobiaceae_Pararhizobium                       -          LKAP-GUTHK2_C04_028_2017_1 -               73    1084      72    1103      51    1142    1477    +    9.4e-188  624.7  14.9  -
Rhizobiales_Bauldia                              -          LKAP-GUTHK2_C04_028_2017_1 -               30    1115      10    1126       1    1145    1446    +    9.5e-188  624.9  16.7  -
Hyphomonadaceae_Algimonas                        -          LKAP-GUTHK2_C04_028_2017_1 -               40    1094      73    1143      53    1145    1351    +      1e-187  624.8  14.9  -
Actinomycetaceae_Trueperella                     -          LKAP-GUTHK2_C04_028_2017_1 -                7    1138       7    1141       1    1145    1445    +    1.1e-187  624.6  17.1  -
Thermoactinomycetaceae_Lihuaxuella               -          LKAP-GUTHK2_C04_028_2017_1 -               39    1159       2    1142       1    1145    1516    +    1.1e-187  624.3  16.7  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP-GUTHK2_C04_028_2017_1 -               18    1096       2    1067       1    1097    1500    +    1.3e-187  624.2  18.9  -
Nocardioidaceae_Mumia                            -          LKAP-GUTHK2_C04_028_2017_1 -               33    1162       2    1143       1    1145    1516    +    1.7e-187  623.9  17.2  -
Thermoactinomycetaceae_Geothermomicrobium        -          LKAP-GUTHK2_C04_028_2017_1 -               40    1152       3    1143       1    1145    1506    +    1.9e-187  623.6  15.9  -
Methylocystaceae_Methylopila                     -          LKAP-GUTHK2_C04_028_2017_1 -               44    1105      14    1126       1    1145    1425    +      2e-187  623.6  15.5  -
Gammaproteobacteria_Gallaecimonas                -          LKAP-GUTHK2_C04_028_2017_1 -               91    1184      70    1141      50    1145    1506    +    2.1e-187  623.3  15.6  -
Rhodanobacteraceae_Rhodanobacter                 -          LKAP-GUTHK2_C04_028_2017_1 -               20    1173       5    1143       1    1145    1481    +    2.7e-187  623.2  17.2  -
Hyphomicrobiaceae_Hyphomicrobium                 -          LKAP-GUTHK2_C04_028_2017_1 -               49    1103      71    1143      50    1145    1423    +    2.9e-187  623.1  15.0  -
Rhodospirillaceae_Phaeospirillum                 -          LKAP-GUTHK2_C04_028_2017_1 -               16    1101      14    1143       1    1145    1401    +      3e-187  623.1  15.6  -
Oceanospirillaceae_Neptuniibacter                -          LKAP-GUTHK2_C04_028_2017_1 -               96    1189      70    1141      50    1145    1541    +    3.3e-187  622.5  15.6  -
Bradyrhizobiaceae_Bosea                          -          LKAP-GUTHK2_C04_028_2017_1 -               70    1126      71    1142      48    1145    1455    +    3.7e-187  622.8  15.0  -
Chromatiaceae_Thiocapsa                          -          LKAP-GUTHK2_C04_028_2017_1 -               29    1168       3    1143       1    1145    1459    +    3.8e-187  622.9  17.9  -
Halobacteroidaceae_Fuchsiella                    -          LKAP-GUTHK2_C04_028_2017_1 -               86    1124      73    1082      52    1103    1500    +    3.9e-187  622.5  14.9  -
Thermodesulfobacteriaceae_Caldimicrobium         -          LKAP-GUTHK2_C04_028_2017_1 -               26    1132       3    1081       1    1102    1508    +      4e-187  622.7  17.5  -
Kineosporiaceae_Pseudokineococcus                -          LKAP-GUTHK2_C04_028_2017_1 -               34    1074       3    1066       1    1085    1449    +    4.3e-187  622.6  18.4  -
Cellulomonadaceae_Pseudactinotalea               -          LKAP-GUTHK2_C04_028_2017_1 -               70    1134       2    1082       1    1103    1564    +    4.8e-187  622.4  16.7  -
Promicromonosporaceae_Krasilnikoviella           -          LKAP-GUTHK2_C04_028_2017_1 -               74    1134       4    1082       1    1102    1612    +    5.2e-187  622.0  17.3  -
Sphingomonadaceae_Polymorphobacter               -          LKAP-GUTHK2_C04_028_2017_1 -               11    1108       3    1143       1    1145    1431    +    6.1e-187  622.2  15.2  -
Ruminococcaceae_Agathobaculum                    -          LKAP-GUTHK2_C04_028_2017_1 -                3     990      73    1066      71    1086    1383    +    6.6e-187  622.0  15.0  -
Rhodobacteraceae_Roseivivax                      -          LKAP-GUTHK2_C04_028_2017_1 -               27    1026       9    1065       1    1093    1405    +    6.7e-187  622.0  17.1  -
Rhodobacteraceae_Nioella                         -          LKAP-GUTHK2_C04_028_2017_1 -               42    1043      12    1066       1    1101    1462    +    7.5e-187  621.7  16.7  -
Chromatiaceae_Halochromatium                     -          LKAP-GUTHK2_C04_028_2017_1 -               13    1151       3    1143       1    1145    1451    +    8.2e-187  621.7  18.1  -
Nocardioidaceae_Kribbella                        -          LKAP-GUTHK2_C04_028_2017_1 -               31    1157       2    1142       1    1145    1476    +    1.2e-186  621.0  16.7  -
Rhodospirillaceae_Desertibacter                  -          LKAP-GUTHK2_C04_028_2017_1 -               30    1083      71    1143      50    1145    1410    +    1.5e-186  621.2  15.3  -
Yersiniaceae_Serratia                            -          LKAP-GUTHK2_C04_028_2017_1 -               23    1169       9    1143       1    1145    1491    +    1.5e-186  620.5  17.5  -
Vibrionaceae_Enterovibrio                        -          LKAP-GUTHK2_C04_028_2017_1 -               21    1168      11    1141       1    1145    1499    +    1.7e-186  620.2  17.7  -
Lysobacteraceae_Pseudoxanthomonas                -          LKAP-GUTHK2_C04_028_2017_1 -               25    1172      12    1143       1    1145    1484    +      2e-186  620.2  17.5  -
Halomonadaceae_Chromohalobacter                  -          LKAP-GUTHK2_C04_028_2017_1 -               23    1161      13    1141       1    1145    1480    +      2e-186  620.2  17.6  -
Propionibacteriaceae_Friedmanniella              -          LKAP-GUTHK2_C04_028_2017_1 -               12    1139       2    1143       1    1145    1457    +      2e-186  620.4  16.6  -
Rhizobiaceae_Kaistia                             -          LKAP-GUTHK2_C04_028_2017_1 -               57    1089      71    1122      50    1143    1398    +    2.1e-186  620.4  14.7  -
Flavobacteriaceae_Flavobacterium                 -          LKAP-GUTHK2_C04_028_2017_1 -               14    1058       4    1065       1    1096    1442    +    2.3e-186  620.0  18.1  -
Micromonosporaceae_Phytomonospora                -          LKAP-GUTHK2_C04_028_2017_1 -               32    1161       2    1142       1    1144    1513    +    2.3e-186  620.2  17.4  -
Sneathiellaceae_Sneathiella                      -          LKAP-GUTHK2_C04_028_2017_1 -               27    1125      12    1143       1    1145    1453    +    2.6e-186  620.0  16.5  -
Dermacoccaceae_Luteipulveratus                   -          LKAP-GUTHK2_C04_028_2017_1 -               75    1079      66    1076      44    1100    1491    +    2.8e-186  619.6  16.0  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-GUTHK2_C04_028_2017_1 -               48    1084      67    1122      45    1143    1430    +    2.9e-186  619.9  15.1  -
Oxalobacteraceae_Massilia                        -          LKAP-GUTHK2_C04_028_2017_1 -                7    1145       6    1143       1    1145    1438    +    2.9e-186  619.7  17.6  -
Phyllobacteriaceae_Aminobacter                   -          LKAP-GUTHK2_C04_028_2017_1 -               31    1090      13    1120       1    1141    1453    +    3.3e-186  619.6  15.5  -
Hyphomonadaceae_Glycocaulis                      -          LKAP-GUTHK2_C04_028_2017_1 -               24    1111      14    1142       1    1145    1389    +    3.7e-186  619.4  15.5  -
Deferribacteraceae_Geovibrio                     -          LKAP-GUTHK2_C04_028_2017_1 -               33    1115       3    1075       1    1090    1545    +    3.9e-186  619.2  17.6  -
Beijerinckiaceae_Methylocapsa                    -          LKAP-GUTHK2_C04_028_2017_1 -               71    1105      71    1124      50    1145    1419    +    4.8e-186  619.0  15.1  -
Rhizobiaceae_Neorhizobium                        -          LKAP-GUTHK2_C04_028_2017_1 -               62    1090      71    1122      50    1143    1459    +      5e-186  619.3  15.3  -
Rhodobacteraceae_Ruegeria                        -          LKAP-GUTHK2_C04_028_2017_1 -               20    1019      10    1066       1    1101    1386    +    5.1e-186  619.0  16.9  -
Alcanivoracaceae_Pseudohongiella                 -          LKAP-GUTHK2_C04_028_2017_1 -               14    1160       4    1141       1    1145    1461    +    7.1e-186  618.4  17.6  -
Atopobacteriaceae_Atopobium                      -          LKAP-GUTHK2_C04_028_2017_1 -               15    1069       1    1079       1    1099    1424    +    8.7e-186  618.2  17.6  -
Hyphomicrobiaceae_Rhodoplanes                    -          LKAP-GUTHK2_C04_028_2017_1 -               76    1111      71    1126      49    1145    1451    +      9e-186  618.2  14.8  -
Propionibacteriaceae_Propionibacterium           -          LKAP-GUTHK2_C04_028_2017_1 -               12    1073       2    1082       1    1104    1473    +    1.1e-185  617.8  17.2  -
Propionibacteriaceae_Cutibacterium               -          LKAP-GUTHK2_C04_028_2017_1 -               19    1078       2    1080       1    1102    1507    +    1.1e-185  617.6  17.4  -
Alteromonadaceae_Alteromonas                     -          LKAP-GUTHK2_C04_028_2017_1 -               69    1154      70    1141      46    1145    1464    +    1.2e-185  617.5  15.5  -
Rhodospirillaceae_Reyranella                     -          LKAP-GUTHK2_C04_028_2017_1 -               60    1118      70    1143      50    1145    1429    +    1.2e-185  617.7  14.7  -
Acidithiobacillaceae_Acidithiobacillus           -          LKAP-GUTHK2_C04_028_2017_1 -               62    1158      70    1143      50    1145    1457    +    1.2e-185  617.5  15.9  -
Alteromonadaceae_Marinobacter                    -          LKAP-GUTHK2_C04_028_2017_1 -               22    1163      12    1143       1    1145    1478    +    1.2e-185  617.5  17.5  -
Jonesiaceae_Jonesia                              -          LKAP-GUTHK2_C04_028_2017_1 -               34    1115       2    1081       1    1102    1541    +    1.3e-185  617.6  17.3  -
Enterobacteriaceae_Cronobacter                   -          LKAP-GUTHK2_C04_028_2017_1 -               48    1143      70    1143      50    1145    1422    +    1.4e-185  617.5  15.6  -
Enterobacteriaceae_Citrobacter                   -          LKAP-GUTHK2_C04_028_2017_1 -               86    1112      70    1083      50    1105    1517    +    1.6e-185  617.2  14.9  -
Moraxellaceae_Moraxella                          -          LKAP-GUTHK2_C04_028_2017_1 -               57    1136      69    1134      48    1145    1446    +      2e-185  617.0  15.2  -
Acetobacteraceae_Gluconacetobacter               -          LKAP-GUTHK2_C04_028_2017_1 -               21    1113      11    1143       1    1145    1418    +      2e-185  617.3  15.6  -
Pectobacteriaceae_Brenneria                      -          LKAP-GUTHK2_C04_028_2017_1 -               49    1143      70    1143      48    1145    1457    +    2.1e-185  616.7  15.9  -
Enterobacteriaceae_Salmonella                    -          LKAP-GUTHK2_C04_028_2017_1 -               67    1093      70    1083      50    1107    1457    +    2.1e-185  616.9  14.9  -
Actinomycetaceae_Actinotignum                    -          LKAP-GUTHK2_C04_028_2017_1 -                5    1082       2    1079       1    1099    1488    +    2.2e-185  617.0  17.8  -
Litoricolaceae_Litoricola                        -          LKAP-GUTHK2_C04_028_2017_1 -               82    1174      72    1141      51    1145    1483    +    2.4e-185  616.8  15.7  -
Carnobacteriaceae_Allofustis                     -          LKAP-GUTHK2_C04_028_2017_1 -               13    1166       3    1140       1    1145    1500    +    2.4e-185  616.3  17.6  -
Enterobacteriaceae_Enterobacter                  -          LKAP-GUTHK2_C04_028_2017_1 -               16    1093       8    1083       1    1106    1476    +    2.5e-185  616.6  16.7  -
Hahellaceae_Allohahella                          -          LKAP-GUTHK2_C04_028_2017_1 -               40    1176      12    1141       1    1145    1485    +    2.6e-185  616.7  17.3  -
Hahellaceae_Zooshikella                          -          LKAP-GUTHK2_C04_028_2017_1 -               67    1161      70    1141      50    1145    1483    +    2.6e-185  616.5  15.5  -
Hyphomicrobiaceae_Filomicrobium                  -          LKAP-GUTHK2_C04_028_2017_1 -               75    1128      72    1143      51    1145    1448    +    2.7e-185  616.5  14.9  -
Rhodocyclaceae_Azoarcus                          -          LKAP-GUTHK2_C04_028_2017_1 -               13    1159       3    1143       1    1145    1471    +    3.1e-185  616.2  18.0  -
Polyangiaceae_Chondromyces                       -          LKAP-GUTHK2_C04_028_2017_1 -               23    1116       3    1080       1    1096    1534    +    3.2e-185  616.3  17.6  -
Pseudoalteromonadaceae_Algicola                  -          LKAP-GUTHK2_C04_028_2017_1 -               37    1176      12    1141       1    1145    1490    +    3.6e-185  615.9  17.6  -
Streptosporangiaceae_Microtetraspora             -          LKAP-GUTHK2_C04_028_2017_1 -               19    1032      47    1080      27    1100    1415    +    3.7e-185  615.9  15.3  -
Rhodobacteraceae_Tropicimonas                    -          LKAP-GUTHK2_C04_028_2017_1 -               15    1098       5    1132       1    1145    1390    +      4e-185  616.1  16.3  -
Cystobacteraceae_Stigmatella                     -          LKAP-GUTHK2_C04_028_2017_1 -               12    1170       2    1143       1    1145    1502    +    4.9e-185  615.5  16.7  -
Beijerinckiaceae_Pseudochelatococcus             -          LKAP-GUTHK2_C04_028_2017_1 -               27    1113      11    1143       1    1145    1410    +    5.1e-185  615.7  16.1  -
Rhodospirillaceae_Thalassobaculum                -          LKAP-GUTHK2_C04_028_2017_1 -               69    1044      73    1072      50    1093    1384    +    5.4e-185  615.6  15.4  -
Rhodocyclaceae_Propionivibrio                    -          LKAP-GUTHK2_C04_028_2017_1 -               21    1171       3    1143       1    1145    1496    +    5.8e-185  615.5  17.5  -
Hyphomicrobiaceae_Maritalea                      -          LKAP-GUTHK2_C04_028_2017_1 -                3    1084      15    1139      13    1145    1356    +      6e-185  615.5  15.1  -
Erwiniaceae_Tatumella                            -          LKAP-GUTHK2_C04_028_2017_1 -               71    1165      70    1143      48    1145    1490    +    6.5e-185  615.2  15.8  -
Ectothiorhodospiraceae_Thiohalospira             -          LKAP-GUTHK2_C04_028_2017_1 -               32    1126      71    1143      51    1145    1318    +    7.2e-185  615.2  15.8  -
Rhodobacteraceae_Octadecabacter                  -          LKAP-GUTHK2_C04_028_2017_1 -               12    1029       2    1072       1    1128    1389    +    7.4e-185  615.1  16.9  -
Morganellaceae_Proteus                           -          LKAP-GUTHK2_C04_028_2017_1 -               81    1176      70    1143      50    1145    1494    +    7.5e-185  614.9  15.4  -
Vibrionaceae_Salinivibrio                        -          LKAP-GUTHK2_C04_028_2017_1 -               34    1196       5    1141       1    1145    1502    +    9.4e-185  614.1  18.2  -
Nannocystaceae_Nannocystis                       -          LKAP-GUTHK2_C04_028_2017_1 -               71    1158      71    1134      51    1145    1518    +    9.5e-185  614.6  15.6  -
Methylophilaceae_Methylobacillus                 -          LKAP-GUTHK2_C04_028_2017_1 -               52    1148      71    1143      51    1145    1416    +    9.9e-185  614.8  15.1  -
Alteromonadaceae_Salinimonas                     -          LKAP-GUTHK2_C04_028_2017_1 -               23    1158      13    1141       1    1145    1459    +      1e-184  614.6  17.4  -
Microbacteriaceae_Rhodoglobus                    -          LKAP-GUTHK2_C04_028_2017_1 -               44    1188       5    1143       1    1145    1515    +    1.1e-184  614.5  17.1  -
Chelatococcaceae_Chelatococcus                   -          LKAP-GUTHK2_C04_028_2017_1 -               18    1091       8    1126       1    1145    1430    +    1.4e-184  614.3  15.7  -
Cellvibrionaceae_Cellvibrio                      -          LKAP-GUTHK2_C04_028_2017_1 -               39    1179       9    1143       1    1145    1505    +    1.4e-184  614.1  17.3  -
Desulfobacteraceae_Desulfofrigus                 -          LKAP-GUTHK2_C04_028_2017_1 -               34    1132       3    1080       1    1095    1523    +    1.5e-184  614.0  17.6  -
Polyangiaceae_Aetherobacter                      -          LKAP-GUTHK2_C04_028_2017_1 -               33    1132       2    1081       1    1102    1555    +    1.6e-184  614.0  18.4  -
Rhodospirillaceae_Oceanibaculum                  -          LKAP-GUTHK2_C04_028_2017_1 -               38    1132       8    1143       1    1145    1451    +    1.8e-184  613.9  15.7  -
Rhodobacteraceae_Litoreibacter                   -          LKAP-GUTHK2_C04_028_2017_1 -               20    1020      10    1065       1    1101    1395    +    2.2e-184  613.5  16.5  -
Gammaproteobacteria_Sedimenticola                -          LKAP-GUTHK2_C04_028_2017_1 -               86    1188      71    1143      50    1145    1540    +    2.4e-184  613.2  15.4  -
Thermaceae_Meiothermus                           -          LKAP-GUTHK2_C04_028_2017_1 -               77    1068      71    1079      51    1099    1482    +    2.4e-184  613.2  14.9  -
Acidobacteriaceae_Granulicella                   -          LKAP-GUTHK2_C04_028_2017_1 -               86    1089      72    1095      36    1116    1455    +    2.5e-184  613.2  14.4  -
Rhodothermaceae_Rhodothermus                     -          LKAP-GUTHK2_C04_028_2017_1 -               41    1097       2    1065       1    1085    1543    +    2.7e-184  613.2  19.7  -
Rhodobacteraceae_Thalassobius                    -          LKAP-GUTHK2_C04_028_2017_1 -               14    1019       4    1066       1    1103    1389    +    2.7e-184  613.4  16.8  -
Clostridiaceae_Peptoclostridium                  -          LKAP-GUTHK2_C04_028_2017_1 -               39    1163       2    1133       1    1145    1507    +    2.8e-184  612.9  17.4  -
Lysobacteraceae_Ignatzschineria                  -          LKAP-GUTHK2_C04_028_2017_1 -               43    1182      14    1142       1    1145    1541    +    2.9e-184  613.0  16.8  -
Carnobacteriaceae_Dolosigranulum                 -          LKAP-GUTHK2_C04_028_2017_1 -               83    1177      70    1142      49    1145    1523    +    3.5e-184  612.7  15.5  -
Rhodobacteraceae_Labrenzia                       -          LKAP-GUTHK2_C04_028_2017_1 -               42    1103      12    1123       1    1144    1447    +    3.6e-184  613.0  14.8  -
Burkholderiaceae_Paraburkholderia                -          LKAP-GUTHK2_C04_028_2017_1 -               12    1154       2    1143       1    1145    1472    +    3.9e-184  612.8  18.4  -
Rhodanobacteraceae_Luteibacter                   -          LKAP-GUTHK2_C04_028_2017_1 -               78    1173      71    1143      45    1145    1457    +    4.3e-184  612.5  15.3  -
Xanthobacteraceae_Pseudoxanthobacter             -          LKAP-GUTHK2_C04_028_2017_1 -               46    1110      13    1125       1    1145    1456    +    4.7e-184  612.4  15.4  -
Caldilineaceae_Caldilinea                        -          LKAP-GUTHK2_C04_028_2017_1 -               12    1069       2    1080       1    1102    1427    +    4.8e-184  612.3  17.1  -
Oceanospirillaceae_Neptunomonas                  -          LKAP-GUTHK2_C04_028_2017_1 -               71    1164      70    1141      50    1145    1484    +    5.7e-184  612.0  15.5  -
Rhodobacteraceae_Poseidonocella                  -          LKAP-GUTHK2_C04_028_2017_1 -               22    1041       2    1075       1    1103    1437    +    5.9e-184  612.1  16.9  -
Rhodospirillaceae_Fodinicurvata                  -          LKAP-GUTHK2_C04_028_2017_1 -               17    1025      23    1080      10    1104    1390    +    5.9e-184  612.3  15.1  -
Polyangiaceae_Polyangium                         -          LKAP-GUTHK2_C04_028_2017_1 -               31    1107       2    1065       1    1082    1549    +    7.5e-184  611.7  19.8  -
Phyllobacteriaceae_Nitratireductor               -          LKAP-GUTHK2_C04_028_2017_1 -               42    1127      15    1142       1    1145    1426    +    7.8e-184  611.8  15.8  -
Kordiimonadaceae_Kordiimonas                     -          LKAP-GUTHK2_C04_028_2017_1 -               12    1121       2    1143       1    1145    1421    +    8.5e-184  611.8  16.6  -
Burkholderiaceae_Burkholderia                    -          LKAP-GUTHK2_C04_028_2017_1 -               19    1163       2    1143       1    1145    1502    +    1.2e-183  611.0  18.5  -
Clostridiales_Sporanaerobacter                   -          LKAP-GUTHK2_C04_028_2017_1 -               32    1160       2    1131       1    1145    1523    +    1.3e-183  610.6  17.5  -
Piscirickettsiaceae_Thiomicrorhabdus             -          LKAP-GUTHK2_C04_028_2017_1 -               82    1166      72    1135      52    1145    1464    +    1.3e-183  610.7  15.6  -
Propionibacteriaceae_Luteococcus                 -          LKAP-GUTHK2_C04_028_2017_1 -               13    1065       3    1079       1    1101    1439    +    1.3e-183  610.8  16.8  -
Rhodospirillaceae_Rhodospirillum                 -          LKAP-GUTHK2_C04_028_2017_1 -               42    1128      12    1143       1    1145    1477    +    1.5e-183  610.7  15.2  -
Chromatiaceae_Thiophaeococcus                    -          LKAP-GUTHK2_C04_028_2017_1 -               55    1144      72    1143      50    1145    1440    +    1.5e-183  610.8  16.1  -
Enterobacteriaceae_Trabulsiella                  -          LKAP-GUTHK2_C04_028_2017_1 -               16    1091      13    1083       2    1105    1471    +    1.8e-183  610.6  16.2  -
Propionibacteriaceae_Acidipropionibacterium      -          LKAP-GUTHK2_C04_028_2017_1 -               43    1103      15    1082       1    1105    1455    +    1.8e-183  610.5  17.2  -
Halomonadaceae_Salinicola                        -          LKAP-GUTHK2_C04_028_2017_1 -               23    1162      13    1141       1    1145    1471    +    2.2e-183  610.0  17.4  -
Alteromonadaceae_Aliiglaciecola                  -          LKAP-GUTHK2_C04_028_2017_1 -               55    1142      70    1141      50    1145    1440    +    2.3e-183  609.9  15.3  -
Syntrophobacteraceae_Desulfosoma                 -          LKAP-GUTHK2_C04_028_2017_1 -               79    1118      73    1082      52    1105    1479    +    2.4e-183  610.3  16.3  -
Atopobacteriaceae_Olsenella                      -          LKAP-GUTHK2_C04_028_2017_1 -               11    1048       1    1065       1    1081    1449    +    2.4e-183  610.4  19.3  -
Pectobacteriaceae_Pectobacterium                 -          LKAP-GUTHK2_C04_028_2017_1 -               27    1173       9    1143       1    1145    1499    +    2.8e-183  609.8  17.3  -
Bradyrhizobiaceae_Bradyrhizobium                 -          LKAP-GUTHK2_C04_028_2017_1 -               45    1099      71    1142      51    1145    1411    +    2.9e-183  609.7  14.8  -
Beijerinckiaceae_Methylocella                    -          LKAP-GUTHK2_C04_028_2017_1 -               54    1088      71    1124      49    1145    1406    +      3e-183  609.8  14.7  -
Polyangiaceae_Racemicystis                       -          LKAP-GUTHK2_C04_028_2017_1 -               33    1123       2    1078       1    1090    1549    +    3.2e-183  609.6  18.6  -
Rhodobacteraceae_Silicibacter                    -          LKAP-GUTHK2_C04_028_2017_1 -               49    1110      12    1123       1    1144    1463    +    3.7e-183  609.4  16.0  -
Cellulomonadaceae_Oerskovia                      -          LKAP-GUTHK2_C04_028_2017_1 -               23    1139       3    1132       1    1145    1488    +    3.8e-183  609.4  16.9  -
Ruminococcaceae_Anaerofilum                      -          LKAP-GUTHK2_C04_028_2017_1 -               39    1106       3    1073       1    1110    1468    +    4.5e-183  608.9  17.6  -
Thermodesulfobacteriaceae_Thermodesulfatator     -          LKAP-GUTHK2_C04_028_2017_1 -               12    1120       2    1081       1    1105    1496    +    5.7e-183  608.8  18.0  -
Rhodobacteraceae_Celeribacter                    -          LKAP-GUTHK2_C04_028_2017_1 -               29    1038       2    1065       1    1093    1428    +    5.9e-183  608.9  17.2  -
Desulfurellaceae_Hippea                          -          LKAP-GUTHK2_C04_028_2017_1 -               18    1131       2    1084       1    1105    1509    +    6.5e-183  608.2  17.4  -
Rhizobiaceae_Agrobacterium                       -          LKAP-GUTHK2_C04_028_2017_1 -               52    1084      71    1122      51    1143    1400    +    6.8e-183  608.8  15.1  -
Acetobacteraceae_Komagataeibacter                -          LKAP-GUTHK2_C04_028_2017_1 -               33    1125      11    1143       1    1145    1456    +      7e-183  608.8  15.3  -
Chromatiaceae_Thiocystis                         -          LKAP-GUTHK2_C04_028_2017_1 -               64    1152      72    1143      47    1145    1451    +    7.1e-183  608.6  15.9  -
Ectothiorhodospiraceae_Arhodomonas               -          LKAP-GUTHK2_C04_028_2017_1 -               17    1164       3    1143       1    1145    1487    +    8.9e-183  608.3  18.2  -
Alphaproteobacteria_Rhizomicrobium               -          LKAP-GUTHK2_C04_028_2017_1 -               66    1117      72    1143      51    1145    1423    +    9.1e-183  608.5  14.9  -
Acidobacteriaceae_Terriglobus                    -          LKAP-GUTHK2_C04_028_2017_1 -               75    1065      73    1085      52    1114    1449    +    9.3e-183  608.0  14.6  -
Methylocystaceae_Hansschlegelia                  -          LKAP-GUTHK2_C04_028_2017_1 -               42    1087      12    1107       1    1142    1450    +      1e-182  608.0  15.6  -
Oceanospirillaceae_Oleispira                     -          LKAP-GUTHK2_C04_028_2017_1 -               91    1180      72    1141      50    1145    1500    +    1.1e-182  607.8  15.5  -
Pectobacteriaceae_Dickeya                        -          LKAP-GUTHK2_C04_028_2017_1 -               16    1162       9    1143       1    1145    1421    +    1.1e-182  607.8  17.5  -
