# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_C01_011_2017_1 -               26     971       9     957       5     959    1526    +           0 1138.3  28.6  -
Microbacteriaceae_Amnibacterium                  -          LKAP-GUTHK2_C01_011_2017_1 -               72     921      75     951      54     959    1460    +    1.5e-187  623.7  24.5  -
Microbacteriaceae_Agreia                         -          LKAP-GUTHK2_C01_011_2017_1 -               32     932       8     951       5     959    1513    +    1.5e-187  623.5  25.6  -
Rhodanobacteraceae_Frateuria                     -          LKAP-GUTHK2_C01_011_2017_1 -               32     956       8     951       1     959    1542    +    1.8e-187  623.3  27.0  -
Micrococcaceae_Yaniella                          -          LKAP-GUTHK2_C01_011_2017_1 -               21     931       8     951       3     959    1497    +    1.8e-187  623.3  26.9  -
Methylococcaceae_Methylovulum                    -          LKAP-GUTHK2_C01_011_2017_1 -               31     942       8     951       1     959    1492    +    1.8e-187  623.3  26.6  -
Saccharospirillaceae_Saccharospirillum           -          LKAP-GUTHK2_C01_011_2017_1 -               28     932      20     957       3     959    1459    +    2.1e-187  623.3  26.9  -
Micrococcaceae_Tersicoccus                       -          LKAP-GUTHK2_C01_011_2017_1 -               44     906      75     951      55     959    1447    +    2.3e-187  623.1  25.9  -
Spongiibacteraceae_Spongiibacter                 -          LKAP-GUTHK2_C01_011_2017_1 -               16     929       9     951       2     959    1441    +    2.4e-187  622.8  26.8  -
Streptosporangineae_Sinosporangium               -          LKAP-GUTHK2_C01_011_2017_1 -                8     900       8     951       5     959    1457    +    2.4e-187  623.0  25.4  -
Flavobacteriaceae_Flavobacterium                 -          LKAP-GUTHK2_C01_011_2017_1 -               12     919       8     951       3     956    1442    +    2.5e-187  623.0  26.9  -
Rhodobiaceae_Rhodoligotrophos                    -          LKAP-GUTHK2_C01_011_2017_1 -               32     911       8     957       4     959    1487    +    2.5e-187  623.1  25.8  -
Erythrobacteraceae_Croceicoccus                  -          LKAP-GUTHK2_C01_011_2017_1 -               32     902       8     957       4     959    1477    +    2.7e-187  623.1  23.9  -
Dermabacteraceae_Dermabacter                     -          LKAP-GUTHK2_C01_011_2017_1 -               21     920       8     951       5     959    1456    +    2.8e-187  622.8  26.5  -
Beijerinckiaceae_Beijerinckia                    -          LKAP-GUTHK2_C01_011_2017_1 -               26     894       9     957       5     959    1432    +    3.1e-187  622.8  24.9  -
Neisseriaceae_Vitreoscilla                       -          LKAP-GUTHK2_C01_011_2017_1 -                5     917       8     951       6     959    1457    +    3.3e-187  622.5  26.2  -
Oceanospirillaceae_Reinekea                      -          LKAP-GUTHK2_C01_011_2017_1 -               23     941       9     957       2     959    1512    +    3.5e-187  622.4  27.1  -
Methylococcaceae_Methylomonas                    -          LKAP-GUTHK2_C01_011_2017_1 -               31     944       8     951       1     959    1475    +    3.6e-187  622.3  26.8  -
Micromonosporaceae_Catellatospora                -          LKAP-GUTHK2_C01_011_2017_1 -               32     928       8     951       5     958    1509    +    3.9e-187  622.2  25.8  -
Fusobacteriaceae_Cetobacterium                   -          LKAP-GUTHK2_C01_011_2017_1 -               49     923      21     951       5     959    1505    +      5e-187  621.8  25.3  -
Halobacteroidaceae_Halanaerobacter               -          LKAP-GUTHK2_C01_011_2017_1 -               31     940       8     957       4     959    1437    +    5.8e-187  621.7  26.6  -
Aerococcaceae_Eremococcus                        -          LKAP-GUTHK2_C01_011_2017_1 -                5     937      10     956       6     959    1385    +    6.1e-187  621.4  26.2  -
Intrasporangiaceae_Arsenicicoccus                -          LKAP-GUTHK2_C01_011_2017_1 -               12     913       8     951       4     959    1476    +    6.7e-187  621.5  26.3  -
Rhodobacteraceae_Loktanella                      -          LKAP-GUTHK2_C01_011_2017_1 -               12     881       8     957       5     959    1385    +    6.7e-187  621.8  24.9  -
Propionibacteriaceae_Tessaracoccus               -          LKAP-GUTHK2_C01_011_2017_1 -               19     918       8     951       4     959    1444    +    7.1e-187  621.4  25.8  -
Promicromonosporaceae_Cellulosimicrobium         -          LKAP-GUTHK2_C01_011_2017_1 -               12     911       8     951       4     959    1465    +    7.2e-187  621.5  25.9  -
Fusobacteriaceae_Propionigenium                  -          LKAP-GUTHK2_C01_011_2017_1 -               57     936      21     951       5     959    1524    +    7.9e-187  621.2  25.8  -
Lysobacteraceae_Arenimonas                       -          LKAP-GUTHK2_C01_011_2017_1 -               17     939       9     951       4     959    1490    +    8.1e-187  621.3  27.1  -
Rhodobacteraceae_Albidovulum                     -          LKAP-GUTHK2_C01_011_2017_1 -               32     904       8     957       3     959    1443    +    9.7e-187  621.2  25.1  -
Rhodobacteraceae_Rubellimicrobium                -          LKAP-GUTHK2_C01_011_2017_1 -               22     893       8     957       4     959    1448    +    9.9e-187  621.3  25.5  -
Polyangiaceae_Polyangium                         -          LKAP-GUTHK2_C01_011_2017_1 -               47     963      21     951       6     959    1549    +      1e-186  621.0  26.6  -
Pseudonocardiaceae_Crossiella                    -          LKAP-GUTHK2_C01_011_2017_1 -               13     909       8     951       5     959    1472    +    1.1e-186  620.9  25.4  -
Kineosporiaceae_Pseudokineococcus                -          LKAP-GUTHK2_C01_011_2017_1 -               34     934       9     951       4     959    1449    +    1.2e-186  620.8  26.4  -
Micromonosporaceae_Virgisporangium               -          LKAP-GUTHK2_C01_011_2017_1 -               12     907       8     951       5     959    1469    +    1.3e-186  620.6  26.3  -
Clostridiaceae_Butyricicoccus                    -          LKAP-GUTHK2_C01_011_2017_1 -               32     953       9     957       4     959    1482    +    1.4e-186  620.5  26.6  -
Rhizobiales_Amorphus                             -          LKAP-GUTHK2_C01_011_2017_1 -               11     880       8     957       4     959    1427    +    1.6e-186  620.5  24.6  -
Thermodesulfobacteriaceae_Caldimicrobium         -          LKAP-GUTHK2_C01_011_2017_1 -               79     955      80     951      60     959    1508    +    1.6e-186  620.4  26.1  -
Rhodothermaceae_Rhodothermus                     -          LKAP-GUTHK2_C01_011_2017_1 -               57     956      21     951       7     958    1543    +    1.8e-186  620.2  27.4  -
Desulfobacteraceae_Desulfobotulus                -          LKAP-GUTHK2_C01_011_2017_1 -                9     947       8     951       6     959    1506    +    1.8e-186  620.2  26.5  -
Microbacteriaceae_Microcella                     -          LKAP-GUTHK2_C01_011_2017_1 -               26     929       8     951       5     959    1505    +    1.9e-186  620.0  25.7  -
Desulfovibrionaceae_Pseudodesulfovibrio          -          LKAP-GUTHK2_C01_011_2017_1 -               28     957       8     951       2     959    1537    +      2e-186  619.8  27.0  -
Rhodobacteraceae_Wenxinia                        -          LKAP-GUTHK2_C01_011_2017_1 -               33     901       9     957       5     959    1428    +      2e-186  620.1  24.6  -
Nocardiaceae_Williamsia                          -          LKAP-GUTHK2_C01_011_2017_1 -                8     901       8     951       5     959    1472    +    2.1e-186  619.9  25.6  -
Sphingomonadaceae_Stakelama                      -          LKAP-GUTHK2_C01_011_2017_1 -               12     883       8     957       5     959    1414    +    2.2e-186  620.1  23.3  -
Rhodobacteraceae_Jannaschia                      -          LKAP-GUTHK2_C01_011_2017_1 -               12     879       8     957       5     959    1396    +    2.3e-186  620.0  24.7  -
Methylobacteriaceae_Microvirga                   -          LKAP-GUTHK2_C01_011_2017_1 -               20     889       8     957       5     959    1437    +    2.3e-186  620.0  24.6  -
Syntrophaceae_Syntrophus                         -          LKAP-GUTHK2_C01_011_2017_1 -               34     968      10     951       5     959    1560    +    2.5e-186  619.5  27.1  -
Polyangiaceae_Chondromyces                       -          LKAP-GUTHK2_C01_011_2017_1 -               29     954      15     951       5     959    1534    +    2.5e-186  619.7  26.9  -
Deinococcaceae_Deinococcus                       -          LKAP-GUTHK2_C01_011_2017_1 -               14     912       8     956       3     959    1455    +    3.4e-186  619.2  26.3  -
Rhodobacteraceae_Amaricoccus                     -          LKAP-GUTHK2_C01_011_2017_1 -               31     900       8     957       4     959    1428    +    3.5e-186  619.4  25.3  -
Cellulomonadaceae_Pseudactinotalea               -          LKAP-GUTHK2_C01_011_2017_1 -               70     975       8     951       5     959    1564    +    3.7e-186  619.2  26.1  -
Brucellaceae_Brucella                            -          LKAP-GUTHK2_C01_011_2017_1 -               17     884       8     957       4     959    1412    +    3.8e-186  619.3  25.1  -
Polyangiaceae_Racemicystis                       -          LKAP-GUTHK2_C01_011_2017_1 -               34     963       9     951       5     959    1549    +    4.6e-186  618.8  27.1  -
Phyllobacteriaceae_Mesorhizobium                 -          LKAP-GUTHK2_C01_011_2017_1 -                6     868      12     956       7     959    1403    +    4.6e-186  618.9  25.2  -
Micrococcaceae_Neomicrococcus                    -          LKAP-GUTHK2_C01_011_2017_1 -               43     893      72     951      52     959    1451    +    4.7e-186  618.7  25.1  -
Atopobacteriaceae_Atopobium                      -          LKAP-GUTHK2_C01_011_2017_1 -               32     919      21     957       6     959    1424    +    5.3e-186  618.7  25.9  -
Methylocystaceae_Methylocystis                   -          LKAP-GUTHK2_C01_011_2017_1 -               24     892       9     957       5     959    1426    +    5.9e-186  618.5  24.6  -
Intrasporangiaceae_Terrabacter                   -          LKAP-GUTHK2_C01_011_2017_1 -               67     914      76     951      52     959    1466    +    5.9e-186  618.3  24.6  -
Propionibacteriaceae_Microlunatus                -          LKAP-GUTHK2_C01_011_2017_1 -               21     920       8     951       4     959    1472    +      6e-186  618.6  25.8  -
Salinisphaeraceae_Salinisphaera                  -          LKAP-GUTHK2_C01_011_2017_1 -               16     919      21     951       9     959    1429    +    6.1e-186  618.4  27.0  -
Rhodospirillaceae_Niveispirillum                 -          LKAP-GUTHK2_C01_011_2017_1 -               33     908       9     957       5     959    1477    +    6.2e-186  618.6  25.3  -
Micrococcaceae_Zhihengliuella                    -          LKAP-GUTHK2_C01_011_2017_1 -               11     912       8     951       3     959    1469    +    6.6e-186  618.1  26.3  -
Rhodobacteraceae_Paracoccus                      -          LKAP-GUTHK2_C01_011_2017_1 -               15     884       8     957       4     959    1403    +    7.6e-186  618.3  24.8  -
Bartonellaceae_Bartonella                        -          LKAP-GUTHK2_C01_011_2017_1 -               12     882       8     957       4     959    1410    +    8.3e-186  618.0  24.7  -
Rhodospirillaceae_Thalassobaculum                -          LKAP-GUTHK2_C01_011_2017_1 -               28     895       9     958       4     959    1384    +    8.5e-186  618.0  24.4  -
Nocardioidaceae_Kribbella                        -          LKAP-GUTHK2_C01_011_2017_1 -               31     929       8     951       4     959    1476    +    8.9e-186  617.9  25.8  -
Desulfobacteraceae_Desulfatiferula               -          LKAP-GUTHK2_C01_011_2017_1 -               34     971       9     951       3     959    1554    +      9e-186  617.6  26.4  -
Pseudonocardiaceae_Actinomycetospora             -          LKAP-GUTHK2_C01_011_2017_1 -               12     922       8     951       4     959    1487    +    9.4e-186  617.7  26.6  -
Rhodobacteraceae_Albimonas                       -          LKAP-GUTHK2_C01_011_2017_1 -               32     901       8     957       5     959    1429    +    9.6e-186  617.9  23.9  -
Methylococcaceae_Methylosarcina                  -          LKAP-GUTHK2_C01_011_2017_1 -               26     940       8     951       1     959    1515    +    1.4e-185  617.0  26.4  -
Desulfobacteraceae_Desulfococcus                 -          LKAP-GUTHK2_C01_011_2017_1 -               33     972       9     951       3     959    1529    +    1.4e-185  617.1  27.1  -
Rhodobacteraceae_Oceanicola                      -          LKAP-GUTHK2_C01_011_2017_1 -               30     898       9     957       5     959    1421    +    1.4e-185  617.3  24.9  -
Piscirickettsiaceae_Methylophaga                 -          LKAP-GUTHK2_C01_011_2017_1 -               11     928       8     951       2     959    1487    +    1.4e-185  617.0  26.7  -
Microbacteriaceae_Lysinimonas                    -          LKAP-GUTHK2_C01_011_2017_1 -               68     970       8     951       4     959    1484    +    1.5e-185  617.1  25.3  -
Actinomycetaceae_Flaviflexus                     -          LKAP-GUTHK2_C01_011_2017_1 -               36     897      71     951      50     959    1400    +    1.5e-185  617.1  25.9  -
Dermacoccaceae_Branchiibius                      -          LKAP-GUTHK2_C01_011_2017_1 -               33     939       9     951       3     959    1524    +    1.6e-185  616.7  26.5  -
Lactobacillaceae_Paralactobacillus               -          LKAP-GUTHK2_C01_011_2017_1 -               19     951      10     952       4     959    1495    +    1.6e-185  616.7  27.3  -
Halieaceae_Halioglobus                           -          LKAP-GUTHK2_C01_011_2017_1 -               14     926       9     951       4     959    1433    +    1.9e-185  616.8  27.1  -
Rhodospirillaceae_Ferrovibrio                    -          LKAP-GUTHK2_C01_011_2017_1 -               73     899      78     957      57     959    1447    +    2.4e-185  616.4  24.7  -
Hyphomicrobiaceae_Devosia                        -          LKAP-GUTHK2_C01_011_2017_1 -               21     889       8     957       4     959    1432    +    2.5e-185  616.5  25.1  -
Eggerthellaceae_Slackia                          -          LKAP-GUTHK2_C01_011_2017_1 -               14     910      10     956       5     959    1463    +    2.7e-185  616.4  25.9  -
Microbacteriaceae_Frigoribacterium               -          LKAP-GUTHK2_C01_011_2017_1 -               20     920       8     951       5     959    1474    +      3e-185  616.0  25.1  -
Dermacoccaceae_Barrientosiimonas                 -          LKAP-GUTHK2_C01_011_2017_1 -               17     924       8     951       2     959    1443    +    3.3e-185  615.7  26.5  -
Rhodospirillaceae_Fodinicurvata                  -          LKAP-GUTHK2_C01_011_2017_1 -                9     867      19     957      12     959    1390    +    3.4e-185  616.1  24.4  -
Chromatiaceae_Thiohalocapsa                      -          LKAP-GUTHK2_C01_011_2017_1 -               22     934       8     951       1     959    1436    +    3.7e-185  616.0  26.9  -
Rhodospirillaceae_Novispirillum                  -          LKAP-GUTHK2_C01_011_2017_1 -               13     883       9     957       4     959    1442    +    4.2e-185  615.5  24.7  -
Rhodanobacteraceae_Dyella                        -          LKAP-GUTHK2_C01_011_2017_1 -               13     936       8     951       2     959    1453    +    4.9e-185  615.4  26.8  -
Sneathiellaceae_Sneathiella                      -          LKAP-GUTHK2_C01_011_2017_1 -               18     896       9     957       5     959    1453    +      5e-185  615.4  25.8  -
Alteromonadaceae_Marinobacterium                 -          LKAP-GUTHK2_C01_011_2017_1 -               13     938       9     956       2     959    1465    +    6.1e-185  615.0  26.8  -
Sphingomonadaceae_Sphingosinicella               -          LKAP-GUTHK2_C01_011_2017_1 -               12     882       8     957       4     959    1409    +      7e-185  615.3  23.7  -
Aurantimonadaceae_Aurantimonas                   -          LKAP-GUTHK2_C01_011_2017_1 -               22     891       8     957       4     959    1410    +    8.9e-185  614.7  24.7  -
Microbacteriaceae_Labedella                      -          LKAP-GUTHK2_C01_011_2017_1 -               96     943      76     951      54     959    1542    +    9.1e-185  614.4  24.4  -
Desulfobacteraceae_Desulfoluna                   -          LKAP-GUTHK2_C01_011_2017_1 -               33     970       9     951       3     959    1552    +    9.1e-185  614.4  26.5  -
Alcanivoracaceae_Alcanivorax                     -          LKAP-GUTHK2_C01_011_2017_1 -               33     953       9     951       2     959    1505    +    9.2e-185  614.2  27.0  -
Rhodospirillaceae_Reyranella                     -          LKAP-GUTHK2_C01_011_2017_1 -               17     883       8     951       4     959    1429    +    9.4e-185  614.5  24.7  -
Lysobacteraceae_Silanimonas                      -          LKAP-GUTHK2_C01_011_2017_1 -               46     949      20     951       4     959    1493    +    1.1e-184  614.2  27.4  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP-GUTHK2_C01_011_2017_1 -               18     950       8     951       3     959    1500    +    1.2e-184  614.1  27.4  -
Arenicellaceae_Arenicella                        -          LKAP-GUTHK2_C01_011_2017_1 -               22     936      10     951       2     959    1506    +    1.2e-184  614.3  26.1  -
Halobacteroidaceae_Fuchsiella                    -          LKAP-GUTHK2_C01_011_2017_1 -               45     964      21     957       5     959    1500    +    1.3e-184  613.9  26.3  -
Promicromonosporaceae_Krasilnikoviella           -          LKAP-GUTHK2_C01_011_2017_1 -               73     973       9     951       5     959    1612    +    1.4e-184  613.7  26.4  -
Vibrionaceae_Vibrio                              -          LKAP-GUTHK2_C01_011_2017_1 -               13     944       9     951       3     959    1466    +    1.4e-184  613.7  27.5  -
Thermoactinomycetaceae_Seinonella                -          LKAP-GUTHK2_C01_011_2017_1 -               13     942       9     956       4     959    1501    +    1.5e-184  613.6  27.1  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-GUTHK2_C01_011_2017_1 -               13     929       9     951       4     959    1480    +    1.7e-184  613.6  28.5  -
Thermoactinomycetaceae_Hazenella                 -          LKAP-GUTHK2_C01_011_2017_1 -               28     902      21     956       5     959    1426    +    1.9e-184  613.4  24.9  -
Thioalkalispiraceae_Thioprofundum                -          LKAP-GUTHK2_C01_011_2017_1 -               27     956       8     951       1     959    1537    +      2e-184  613.5  26.6  -
Bacillaceae_Natribacillus                        -          LKAP-GUTHK2_C01_011_2017_1 -              148    1025      79     956      59     959    1557    +    2.1e-184  613.3  25.6  -
Anaeroplasmataceae_Anaeroplasma                  -          LKAP-GUTHK2_C01_011_2017_1 -               54     917      21     951       6     957    1435    +    2.3e-184  613.1  24.1  -
Chromatiaceae_Rheinheimera                       -          LKAP-GUTHK2_C01_011_2017_1 -               20     923       9     951       3     959    1472    +    2.3e-184  613.1  26.6  -
Micromonosporaceae_Phytomonospora                -          LKAP-GUTHK2_C01_011_2017_1 -               32     932       8     951       4     959    1513    +    2.4e-184  613.3  26.4  -
Alteromonadaceae_Alishewanella                   -          LKAP-GUTHK2_C01_011_2017_1 -               23     925       8     951       3     959    1426    +    2.6e-184  613.0  26.3  -
Bdellovibrionaceae_Bdellovibrio                  -          LKAP-GUTHK2_C01_011_2017_1 -               11     903      11     951       5     959    1432    +    2.6e-184  612.9  25.7  -
Rhodobiaceae_Methyloligella                      -          LKAP-GUTHK2_C01_011_2017_1 -               32     894       8     951       4     959    1444    +    2.9e-184  613.0  24.3  -
Hyphomicrobiaceae_Rhodoplanes                    -          LKAP-GUTHK2_C01_011_2017_1 -               34     904      10     958       4     959    1451    +    3.1e-184  612.9  25.2  -
Ectothiorhodospiraceae_Spiribacter               -          LKAP-GUTHK2_C01_011_2017_1 -               42     959       8     951       1     959    1544    +    3.5e-184  612.6  26.6  -
Rhodospirillaceae_Oceanibaculum                  -          LKAP-GUTHK2_C01_011_2017_1 -               32     902       8     957       4     959    1451    +      4e-184  612.5  24.4  -
Rhodanobacteraceae_Fulvimonas                    -          LKAP-GUTHK2_C01_011_2017_1 -               17     940       8     951       1     959    1484    +    4.1e-184  612.3  26.7  -
Rhodobacteraceae_Pseudoruegeria                  -          LKAP-GUTHK2_C01_011_2017_1 -               13     881       9     957       5     959    1412    +    4.6e-184  612.3  24.3  -
Aerococcaceae_Ignavigranum                       -          LKAP-GUTHK2_C01_011_2017_1 -               14     946       9     956       4     959    1417    +    4.8e-184  611.8  26.3  -
Rhodospirillaceae_Rhodocista                     -          LKAP-GUTHK2_C01_011_2017_1 -               14     865      21     957      11     959    1373    +    4.9e-184  612.1  24.8  -
Hyphomicrobiaceae_Hyphomicrobium                 -          LKAP-GUTHK2_C01_011_2017_1 -               10     871       9     951       6     959    1423    +    5.2e-184  612.1  24.9  -
Spongiibacteraceae_Sinobacterium                 -          LKAP-GUTHK2_C01_011_2017_1 -               33     954       9     951       2     959    1504    +    5.3e-184  611.8  26.2  -
Bifidobacteriaceae_Bifidobacterium               -          LKAP-GUTHK2_C01_011_2017_1 -               26     931       8     951       3     959    1504    +    5.4e-184  612.0  26.9  -
Rhodobiaceae_Afifella                            -          LKAP-GUTHK2_C01_011_2017_1 -               13     881       9     957       4     959    1443    +    6.6e-184  611.7  24.2  -
Rhizobiales_Bauldia                              -          LKAP-GUTHK2_C01_011_2017_1 -               22     905       8     957       4     959    1446    +    7.7e-184  611.6  26.0  -
Dermacoccaceae_Kytococcus                        -          LKAP-GUTHK2_C01_011_2017_1 -               26     928       9     951       4     959    1468    +    7.7e-184  611.4  25.9  -
Thermodesulfobacteriaceae_Thermodesulfatator     -          LKAP-GUTHK2_C01_011_2017_1 -               28     949      21     951       6     959    1496    +    1.2e-183  610.8  27.5  -
Microbacteriaceae_Salinibacterium                -          LKAP-GUTHK2_C01_011_2017_1 -               62     911      74     951      54     959    1444    +    1.2e-183  610.7  24.3  -
Cellvibrionaceae_Gilvimarinus                    -          LKAP-GUTHK2_C01_011_2017_1 -                6     923       6     951       3     959    1445    +    1.2e-183  610.6  26.5  -
Syntrophobacteraceae_Desulfacinum                -          LKAP-GUTHK2_C01_011_2017_1 -               68     941      79     957      59     959    1461    +    1.2e-183  610.7  25.6  -
Helicobacteraceae_Helicobacter                   -          LKAP-GUTHK2_C01_011_2017_1 -               32     916       9     955       4     958    1474    +    1.4e-183  609.7  25.5  -
Hyphomonadaceae_Glycocaulis                      -          LKAP-GUTHK2_C01_011_2017_1 -               18     881      14     957       5     959    1389    +    1.5e-183  610.5  24.5  -
Bradyrhizobiaceae_Salinarimonas                  -          LKAP-GUTHK2_C01_011_2017_1 -               35     896      15     957       4     959    1438    +    1.7e-183  610.4  24.3  -
Acetobacteraceae_Asaia                           -          LKAP-GUTHK2_C01_011_2017_1 -               12     884       8     957       4     959    1411    +      2e-183  610.4  24.5  -
Idiomarinaceae_Idiomarina                        -          LKAP-GUTHK2_C01_011_2017_1 -               17     940       8     951       2     959    1471    +      2e-183  609.8  26.5  -
Erwiniaceae_Erwinia                              -          LKAP-GUTHK2_C01_011_2017_1 -               13     934       9     951       3     959    1495    +    2.2e-183  610.0  26.5  -
Rhizobiaceae_Shinella                            -          LKAP-GUTHK2_C01_011_2017_1 -               18     885       8     957       4     959    1418    +    2.3e-183  610.1  24.7  -
Phyllobacteriaceae_Aquamicrobium                 -          LKAP-GUTHK2_C01_011_2017_1 -               12     879       8     957       5     959    1407    +    2.4e-183  610.0  25.2  -
Microbulbiferaceae_Microbulbifer                 -          LKAP-GUTHK2_C01_011_2017_1 -               12     931       8     956       2     959    1480    +    2.4e-183  609.9  26.6  -
Paenibacillaceae_Marinicrinis                    -          LKAP-GUTHK2_C01_011_2017_1 -               14     948      10     956       4     959    1476    +    2.5e-183  609.5  26.0  -
Cystobacteraceae_Stigmatella                     -          LKAP-GUTHK2_C01_011_2017_1 -               13     942       9     951       5     959    1502    +    2.7e-183  609.5  26.1  -
Methylocystaceae_Methylopila                     -          LKAP-GUTHK2_C01_011_2017_1 -               32     899       8     957       4     959    1425    +    3.2e-183  609.5  25.1  -
Rhodobacteraceae_Tropicimonas                    -          LKAP-GUTHK2_C01_011_2017_1 -               13     881       9     957       4     959    1390    +    3.3e-183  609.5  24.4  -
Dermacoccaceae_Yimella                           -          LKAP-GUTHK2_C01_011_2017_1 -               37     890      71     951      50     959    1471    +    3.6e-183  609.0  25.6  -
Hyphomonadaceae_Henriciella                      -          LKAP-GUTHK2_C01_011_2017_1 -               47     873      78     957      56     959    1390    +    3.8e-183  609.5  24.4  -
Gammaproteobacteria_Plasticicumulans             -          LKAP-GUTHK2_C01_011_2017_1 -               21     935       8     951       3     959    1491    +    3.9e-183  609.0  27.5  -
Rhizobiaceae_Kaistia                             -          LKAP-GUTHK2_C01_011_2017_1 -               33     884      21     957       5     959    1398    +      4e-183  609.3  24.9  -
Caldilineaceae_Caldilinea                        -          LKAP-GUTHK2_C01_011_2017_1 -               14     908      10     951       4     959    1427    +    4.1e-183  609.0  26.0  -
Shewanellaceae_Shewanella                        -          LKAP-GUTHK2_C01_011_2017_1 -               13     936       9     951       3     959    1483    +    4.1e-183  608.9  27.2  -
Rhodobacteraceae_Litoreibacter                   -          LKAP-GUTHK2_C01_011_2017_1 -               13     879       9     957       5     959    1395    +    4.2e-183  609.0  24.4  -
Rhodobacteraceae_Roseivivax                      -          LKAP-GUTHK2_C01_011_2017_1 -               20     889       8     957       3     959    1405    +    4.5e-183  609.0  24.7  -
Sphingomonadaceae_Polymorphobacter               -          LKAP-GUTHK2_C01_011_2017_1 -               10     881       8     957       4     959    1431    +    4.6e-183  609.1  24.0  -
Acetobacteraceae_Gluconobacter                   -          LKAP-GUTHK2_C01_011_2017_1 -               12     884       8     957       5     959    1411    +    5.2e-183  609.1  24.7  -
Cellvibrionaceae_Simiduia                        -          LKAP-GUTHK2_C01_011_2017_1 -               12     937       8     957       3     959    1463    +    5.4e-183  608.5  27.3  -
Acidithiobacillaceae_Acidithiobacillus           -          LKAP-GUTHK2_C01_011_2017_1 -               11     925       8     951       2     959    1457    +    6.8e-183  608.1  26.6  -
Atopobacteriaceae_Olsenella                      -          LKAP-GUTHK2_C01_011_2017_1 -               28     915      21     957       6     959    1449    +    6.9e-183  608.6  26.3  -
Rhodobacteraceae_Actibacterium                   -          LKAP-GUTHK2_C01_011_2017_1 -               18     885       8     957       4     959    1429    +    8.2e-183  608.2  24.7  -
Thiotrichaceae_Leucothrix                        -          LKAP-GUTHK2_C01_011_2017_1 -                7     925       8     951       3     959    1445    +    8.4e-183  607.7  26.7  -
Hahellaceae_Hahella                              -          LKAP-GUTHK2_C01_011_2017_1 -               39     963       8     957       3     959    1539    +      1e-182  607.7  26.6  -
Nannocystaceae_Nannocystis                       -          LKAP-GUTHK2_C01_011_2017_1 -               71     939      77     951      57     959    1518    +      1e-182  607.6  25.1  -
Rhodobacteraceae_Pseudooceanicola                -          LKAP-GUTHK2_C01_011_2017_1 -               33     901       9     957       5     959    1429    +      1e-182  607.7  24.7  -
Carnobacteriaceae_Allofustis                     -          LKAP-GUTHK2_C01_011_2017_1 -               12     944       8     956       3     959    1500    +    1.1e-182  607.2  27.3  -
Lachnospiraceae_Lachnoanaerobaculum              -          LKAP-GUTHK2_C01_011_2017_1 -               29     946       8     957       3     959    1490    +    1.2e-182  606.7  27.2  -
Rhodospirillaceae_Phaeospirillum                 -          LKAP-GUTHK2_C01_011_2017_1 -               19     873      20     957       6     959    1401    +    1.2e-182  607.6  24.8  -
Rhodanobacteraceae_Rhodanobacter                 -          LKAP-GUTHK2_C01_011_2017_1 -               17     941       8     951       2     959    1481    +    1.3e-182  607.4  26.5  -
Desulfobacteraceae_Desulfofrigus                 -          LKAP-GUTHK2_C01_011_2017_1 -               33     972       8     952       3     958    1523    +    1.4e-182  607.2  26.9  -
Alteromonadaceae_Glaciecola                      -          LKAP-GUTHK2_C01_011_2017_1 -               33     946       9     951       2     959    1474    +    1.6e-182  606.8  26.7  -
Aurantimonadaceae_Fulvimarina                    -          LKAP-GUTHK2_C01_011_2017_1 -               33     902       8     957       4     959    1453    +    1.6e-182  607.1  25.3  -
Ectothiorhodospiraceae_Aquisalimonas             -          LKAP-GUTHK2_C01_011_2017_1 -               33     951       8     951       1     959    1464    +    2.2e-182  606.7  26.7  -
Propionibacteriaceae_Friedmanniella              -          LKAP-GUTHK2_C01_011_2017_1 -               12     910       8     951       4     959    1457    +    2.2e-182  606.8  25.3  -
Thermoactinomycetaceae_Thermoflavimicrobium      -          LKAP-GUTHK2_C01_011_2017_1 -               13     914       9     956       3     959    1475    +    2.3e-182  606.6  26.0  -
Chelatococcaceae_Chelatococcus                   -          LKAP-GUTHK2_C01_011_2017_1 -               13     881       9     957       5     959    1430    +    2.3e-182  606.7  24.9  -
Chlorobiaceae_Chlorobium                         -          LKAP-GUTHK2_C01_011_2017_1 -               87     936      82     952      61     959    1465    +    2.4e-182  606.4  24.1  -
Acetobacteraceae_Tanticharoenia                  -          LKAP-GUTHK2_C01_011_2017_1 -               12     884       8     957       4     959    1414    +    2.7e-182  606.5  24.6  -
Rhizobiaceae_Ensifer                             -          LKAP-GUTHK2_C01_011_2017_1 -               12     879       8     957       4     959    1437    +      3e-182  606.4  24.8  -
Hyphomonadaceae_Algimonas                        -          LKAP-GUTHK2_C01_011_2017_1 -               40     865      79     957      59     959    1351    +    3.2e-182  606.3  24.0  -
Nevskiaceae_Steroidobacter                       -          LKAP-GUTHK2_C01_011_2017_1 -               18     937       8     951       2     959    1500    +    3.3e-182  606.1  26.4  -
