# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_forward         -                3     900       3     900       1     900    1491    +           0 1141.7  18.0  -
Moraxellaceae_Moraxella                          -          A1d2_forward         -                1     886       9     900       9     900    1446    +    6.2e-304 1009.3  18.1  -
Desulfobacteraceae_Desulfonatronobacter          -          A1d2_forward         -                9     929       4     900       2     900    1508    +    3.2e-192  638.9  18.0  -
Rhodobacteraceae_Poseidonocella                  -          A1d2_forward         -               13     856       3     900       2     900    1437    +    4.8e-192  638.5  17.8  -
Alcaligenaceae_Parapusillimonas                  -          A1d2_forward         -                5     898       3     899       1     900    1449    +    5.8e-192  638.2  18.1  -
Fusobacteriaceae_Ilyobacter                      -          A1d2_forward         -               23     895       3     899       2     900    1510    +    6.1e-192  638.3  18.7  -
Syntrophaceae_Syntrophus                         -          A1d2_forward         -               23     938       3     900       2     900    1560    +    6.9e-192  637.8  18.2  -
Rhodobacteraceae_Seohaeicola                     -          A1d2_forward         -               24     867       3     900       2     900    1443    +    7.8e-192  637.9  18.0  -
Methylococcaceae_Methylosoma                     -          A1d2_forward         -               23     909       3     900       1     900    1491    +    1.2e-191  636.8  17.4  -
Rhodobacteraceae_Maribius                        -          A1d2_forward         -               10     851       3     900       2     900    1407    +    1.2e-191  637.4  18.2  -
Lysobacteraceae_Chujaibacter                     -          A1d2_forward         -                7     909       3     900       1     900    1483    +    1.5e-191  636.6  18.0  -
Methylococcaceae_Methyloprofundus                -          A1d2_forward         -                2     875      27     900      26     900    1414    +    2.2e-191  636.0  17.8  -
Acetobacteraceae_Belnapia                        -          A1d2_forward         -               25     871       3     900       1     900    1453    +    3.8e-191  635.8  18.4  -
Gammaproteobacteria_Methylohalomonas             -          A1d2_forward         -               20     869      55     900      35     900    1325    +    4.2e-191  635.3  17.6  -
Ectothiorhodospiraceae_Thioalbus                 -          A1d2_forward         -                8     880      26     900      19     900    1417    +    4.5e-191  635.1  17.7  -
Ectothiorhodospiraceae_Thiorhodospira            -          A1d2_forward         -               19     909       3     900       1     900    1365    +      5e-191  634.9  18.3  -
Desulfohalobiaceae_Desulfonatronovibrio          -          A1d2_forward         -               10     920       4     900       2     900    1500    +    7.6e-191  634.5  19.0  -
Rhodospirillaceae_Roseospira                     -          A1d2_forward         -                2     835       9     900       7     900    1398    +    7.6e-191  634.7  18.6  -
Bdellovibrionaceae_Bdellovibrio                  -          A1d2_forward         -                2     873       6     900       5     900    1432    +    1.1e-190  634.0  18.4  -
Desulfobulbaceae_Desulfopila                     -          A1d2_forward         -               24     927       3     900       2     900    1512    +    1.1e-190  633.9  17.9  -
Kangiellaceae_Aliikangiella                      -          A1d2_forward         -               10     873      40     900      30     900    1392    +    1.2e-190  633.6  17.7  -
Nautiliaceae_Caminibacter                        -          A1d2_forward         -                1     865       5     899       5     900    1411    +    1.4e-190  633.9  19.2  -
Rhodobacteraceae_Mameliella                      -          A1d2_forward         -               12     842       3     900       2     900    1380    +    1.5e-190  633.6  19.1  -
Rhodobacteraceae_Falsirhodobacter                -          A1d2_forward         -               19     839      26     900       6     900    1387    +    1.6e-190  633.7  17.9  -
Gammaproteobacteria_Plesiomonas                  -          A1d2_forward         -               22     922       3     900       1     900    1499    +    2.3e-190  632.7  18.0  -
Rhodobacteraceae_Pelagicola                      -          A1d2_forward         -               23     866       3     900       2     900    1412    +    2.4e-190  632.9  17.7  -
Halothiobacillaceae_Thiofaba                     -          A1d2_forward         -                2     893       2     900       1     900    1487    +    2.6e-190  632.5  18.0  -
Bradyrhizobiaceae_Nitrobacter                    -          A1d2_forward         -               16     861       3     900       1     900    1466    +    2.7e-190  632.7  17.7  -
Helicobacteraceae_Sulfurimonas                   -          A1d2_forward         -               12     888       4     899       2     900    1452    +    2.9e-190  632.6  18.6  -
Alteromonadales_Motilimonas                      -          A1d2_forward         -                2     904       2     900       1     900    1467    +    3.3e-190  632.1  18.0  -
Campylobacteraceae_Campylobacter                 -          A1d2_forward         -                4     878       4     899       2     900    1424    +    3.5e-190  631.4  18.4  -
Rhodobacteraceae_Ketogulonicigenium              -          A1d2_forward         -                7     850       3     900       1     900    1371    +      4e-190  632.4  17.4  -
Ectothiorhodospiraceae_Nitrococcus               -          A1d2_forward         -               24     930       3     900       1     900    1482    +    4.5e-190  631.8  18.2  -
Lachnospiraceae_Anaerostipes                     -          A1d2_forward         -                4     896       4     899       2     900    1436    +    5.4e-190  631.8  18.7  -
Acetobacteraceae_Roseococcus                     -          A1d2_forward         -                2     839      10     900       9     900    1383    +    6.9e-190  631.6  18.5  -
Alteromonadaceae_Lacimicrobium                   -          A1d2_forward         -               23     921       3     900       1     900    1499    +    9.1e-190  630.8  18.0  -
Algiphilaceae_Algiphilus                         -          A1d2_forward         -               23     917       3     900       1     900    1501    +    9.9e-190  630.5  18.0  -
Thermolithobacteraceae_Thermolithobacter         -          A1d2_forward         -               23     949       3     900       2     900    1546    +    1.1e-189  630.5  17.9  -
Desulfobacteraceae_Desulfococcus                 -          A1d2_forward         -               24     942       4     900       2     900    1529    +    1.1e-189  630.5  17.8  -
Nevskiaceae_Fontimonas                           -          A1d2_forward         -               12     899       3     900       1     900    1468    +    1.3e-189  630.4  18.2  -
Gammaproteobacteria_Arsukibacterium              -          A1d2_forward         -               16     911       3     900       1     900    1479    +    1.4e-189  630.1  17.9  -
Burkholderiaceae_Lautropia                       -          A1d2_forward         -               23     916       3     899       1     900    1519    +    1.5e-189  630.2  18.0  -
Clostridiaceae_Caloramator                       -          A1d2_forward         -                2     878       4     900       3     900    1453    +    1.8e-189  630.0  17.7  -
Alcaligenaceae_Eoetvoesia                        -          A1d2_forward         -                2     896       2     899       1     900    1453    +    2.3e-189  629.6  18.1  -
Rhodobacteraceae_Rhodobaca                       -          A1d2_forward         -               23     866       3     900       1     900    1459    +    2.4e-189  629.7  16.9  -
Planococcaceae_Ureibacillus                      -          A1d2_forward         -               10     921       3     900       2     900    1497    +      3e-189  629.2  18.0  -
Ectothiorhodospiraceae_Halopeptonella            -          A1d2_forward         -                1     871      29     900      29     900    1437    +    3.1e-189  629.1  18.2  -
Methylococcaceae_Methylomarinovum                -          A1d2_forward         -                2     903       2     900       1     900    1466    +    3.3e-189  629.0  18.2  -
Rhodobacteraceae_Leisingera                      -          A1d2_forward         -                9     852       3     900       2     900    1409    +    4.2e-189  628.9  18.0  -
Hyphomonadaceae_Oceanicaulis                     -          A1d2_forward         -                1     842       5     900       5     900    1424    +    4.3e-189  628.8  18.0  -
Hyphomicrobiaceae_Blastochloris                  -          A1d2_forward         -                3     846       3     900       2     900    1427    +    4.5e-189  628.7  18.4  -
Lysobacteraceae_Rehaibacterium                   -          A1d2_forward         -               33     928       4     900       2     900    1548    +    4.9e-189  628.4  18.4  -
Rhodobacteraceae_Palleronia                      -          A1d2_forward         -                2     826      20     900      19     900    1367    +    5.1e-189  628.8  17.4  -
Alcaligenaceae_Verticiella                       -          A1d2_forward         -                4     897       3     899       1     900    1454    +    5.4e-189  628.3  18.1  -
Chromobacteriaceae_Laribacter                    -          A1d2_forward         -                2     897       2     900       1     900    1459    +    5.5e-189  628.3  18.0  -
Hyphomonadaceae_Algimonas                        -          A1d2_forward         -                1     830      29     900      29     900    1351    +    5.9e-189  628.6  17.8  -
Burkholderiales_Thiobacter                       -          A1d2_forward         -               18     912       3     900       1     900    1452    +    6.8e-189  628.1  18.5  -
Ectothiorhodospiraceae_Halofilum                 -          A1d2_forward         -                2     901       2     900       1     900    1463    +    8.7e-189  627.4  18.2  -
Sulfuricellaceae_Sulfuricella                    -          A1d2_forward         -                2     903       2     900       1     900    1464    +      1e-188  627.3  18.3  -
Bradyrhizobiaceae_Bradyrhizobium                 -          A1d2_forward         -                2     837      13     900      12     900    1411    +    1.1e-188  627.3  17.8  -
Rhodobacteraceae_Puniceibacterium                -          A1d2_forward         -               23     866       3     900       1     900    1427    +    1.2e-188  627.3  17.9  -
Rhodobacteraceae_Citreicella                     -          A1d2_forward         -                3     844       3     900       1     900    1384    +    1.8e-188  626.7  17.6  -
Acidiferrobacteraceae_Sulfurifustis              -          A1d2_forward         -                2     895       2     900       1     900    1454    +      2e-188  626.4  18.1  -
Rhodobacteraceae_Thalassococcus                  -          A1d2_forward         -                3     847       3     900       1     900    1419    +      2e-188  626.6  17.4  -
Thermoanaerobacteraceae_Moorella                 -          A1d2_forward         -                8     921       4     900       2     900    1493    +    2.2e-188  626.5  18.1  -
Rhodobacteraceae_Tropicibacter                   -          A1d2_forward         -                1     823      24     900      24     900    1404    +    2.2e-188  626.4  17.4  -
Hyphomonadaceae_Henriciella                      -          A1d2_forward         -                6     838       3     900       1     900    1390    +    3.4e-188  626.1  17.6  -
Enterobacteriaceae_Yokenella                     -          A1d2_forward         -               11     910       3     900       1     900    1434    +    4.6e-188  625.2  17.9  -
Vibrionaceae_Echinimonas                         -          A1d2_forward         -                2     884      18     900      17     900    1413    +    5.3e-188  624.8  17.9  -
Neisseriaceae_Crenobacter                        -          A1d2_forward         -               33     927       3     900       1     900    1557    +    7.6e-188  624.6  18.3  -
Lachnospiraceae_Anaerocolumna                    -          A1d2_forward         -               13     901       4     899       2     900    1478    +    8.3e-188  624.3  18.9  -
Rhodobacteraceae_Sedimentitalea                  -          A1d2_forward         -               22     865       3     900       2     900    1429    +    1.1e-187  624.1  17.9  -
Piscirickettsiaceae_Galenea                      -          A1d2_forward         -               11     916       4     900       2     900    1449    +    1.3e-187  623.6  18.1  -
Methylococcaceae_Methylogaea                     -          A1d2_forward         -               30     868      67     900      47     900    1451    +    1.7e-187  623.2  17.8  -
Desulfonatronaceae_Desulfonatronum               -          A1d2_forward         -                4     914       4     900       2     900    1495    +      2e-187  623.1  18.4  -
Budviciaceae_Pragia                              -          A1d2_forward         -                1     899       6     900       6     900    1485    +      2e-187  623.0  18.1  -
Syntrophomonadaceae_Thermosyntropha              -          A1d2_forward         -               23     951       3     900       1     900    1546    +    2.1e-187  623.1  18.0  -
Chromatiaceae_Phaeochromatium                    -          A1d2_forward         -                3     874      24     900      22     900    1434    +    2.2e-187  623.1  17.8  -
Chromobacteriaceae_Chitiniphilus                 -          A1d2_forward         -               22     916       3     900       1     900    1494    +    2.4e-187  623.1  17.9  -
Succinivibrionaceae_Ruminobacter                 -          A1d2_forward         -               30     925       3     900       1     900    1539    +    2.4e-187  622.8  18.5  -
Methylococcaceae_Methyloglobulus                 -          A1d2_forward         -               23     911       3     900       1     900    1493    +    3.3e-187  622.4  18.0  -
Cardiobacteriaceae_Dichelobacter                 -          A1d2_forward         -               11     901       3     899       1     900    1460    +    3.4e-187  622.6  18.2  -
Pseudomonadaceae_Azorhizophilus                  -          A1d2_forward         -                2     801     103     900     102     900    1384    +    4.8e-187  621.8  15.5  -
Cellvibrionaceae_Pseudoteredinibacter            -          A1d2_forward         -                8     838      72     900      65     900    1406    +    4.9e-187  621.6  17.8  -
Peptostreptococcaceae_Filifactor                 -          A1d2_forward         -                4     887       4     899       2     900    1450    +    4.9e-187  621.9  18.8  -
Desulfobulbaceae_Desulfotalea                    -          A1d2_forward         -               17     921       3     900       2     900    1486    +    5.2e-187  621.7  17.6  -
Desulfomicrobiaceae_Desulfomicrobium             -          A1d2_forward         -               14     919       4     900       2     900    1502    +      6e-187  621.6  17.9  -
Alcaligenaceae_Paralcaligenes                    -          A1d2_forward         -               13     916       3     899       1     900    1441    +    7.2e-187  621.4  18.1  -
Enterobacteriaceae_Phytobacter                   -          A1d2_forward         -                8     907       3     900       1     900    1440    +    7.6e-187  621.1  18.0  -
Leptospiraceae_Leptospira                        -          A1d2_forward         -                5     873       5     899       2     900    1431    +    1.1e-186  620.7  18.6  -
Chromatiaceae_Nitrosococcus                      -          A1d2_forward         -               23     926       3     900       1     900    1491    +    1.1e-186  620.8  18.1  -
Burkholderiaceae_Mycoavidus                      -          A1d2_forward         -                2     896       2     899       1     900    1485    +    1.5e-186  620.3  17.8  -
Flavobacteriaceae_Nonlabens                      -          A1d2_forward         -                4     899       4     900       2     900    1448    +    1.5e-186  620.2  17.9  -
Streptococcaceae_Lactococcus                     -          A1d2_forward         -                9     918       3     900       2     900    1492    +    1.5e-186  620.1  18.3  -
Neisseriaceae_Snodgrassella                      -          A1d2_forward         -               35     933       3     899       1     900    1547    +    1.7e-186  619.9  18.0  -
Streptococcaceae_Streptococcus                   -          A1d2_forward         -                8     922       3     900       2     900    1497    +    1.7e-186  620.2  18.3  -
Corynebacteriaceae_Corynebacterium               -          A1d2_forward         -                3     885       3     900       2     900    1462    +    2.2e-186  619.6  18.4  -
Sulfuricellaceae_Sulfurirhabdus                  -          A1d2_forward         -               12     911       3     900       1     900    1433    +    2.9e-186  619.2  18.2  -
Desulfobacteraceae_Desulfatibacillum             -          A1d2_forward         -               24     942       4     900       1     900    1525    +    3.8e-186  618.9  17.9  -
Hafniaceae_Obesumbacterium                       -          A1d2_forward         -                1     898       7     900       7     900    1490    +    6.1e-186  618.0  18.0  -
Halothiobacillaceae_Thioalkalibacter             -          A1d2_forward         -               20     920       3     900       1     900    1486    +    6.3e-186  618.0  18.0  -
Vibrionaceae_Paraphotobacterium                  -          A1d2_forward         -               28     929       3     900       1     900    1539    +    7.9e-186  617.6  18.0  -
Alcaligenaceae_Caenimicrobium                    -          A1d2_forward         -                2     896       2     899       1     900    1453    +      1e-185  617.6  18.0  -
Paenibacillaceae_Aneurinibacillus                -          A1d2_forward         -                5     903       3     899       2     900    1483    +    1.1e-185  617.3  17.9  -
Polyangiaceae_Chondromyces                       -          A1d2_forward         -               13     924       3     900       1     900    1534    +    1.2e-185  617.4  17.7  -
Nevskiaceae_Sinimarinibacterium                  -          A1d2_forward         -               23     909       3     900       1     900    1493    +    1.7e-185  616.8  18.3  -
Thermoanaerobacteraceae_Thermoanaerobacter       -          A1d2_forward         -               19     904       3     900       1     900    1525    +    1.9e-185  616.2  18.8  -
Burkholderiales_Methylibium                      -          A1d2_forward         -               11     904       3     899       1     900    1514    +    2.9e-185  616.0  18.0  -
Streptomycetaceae_Streptacidiphilus              -          A1d2_forward         -                3     879       3     900       2     900    1445    +    3.2e-185  616.2  18.8  -
Rhodanobacteraceae_Aquimonas                     -          A1d2_forward         -                1     890      10     900      10     900    1433    +    3.6e-185  615.7  18.3  -
Methylococcaceae_Methylohalobius                 -          A1d2_forward         -                2     901       2     900       1     900    1462    +    3.9e-185  615.5  18.2  -
Yersiniaceae_Chania                              -          A1d2_forward         -               32     933       3     900       1     900    1546    +    4.2e-185  615.3  18.0  -
Arenicellaceae_Perspicuibacter                   -          A1d2_forward         -               17     842      70     900      55     900    1365    +    4.2e-185  615.3  18.0  -
Hyphomonadaceae_Hirschia                         -          A1d2_forward         -                3     846       3     900       1     900    1373    +    4.2e-185  615.7  17.8  -
Lysobacteraceae_Panacagrimonas                   -          A1d2_forward         -               13     899       3     900       1     900    1477    +    4.8e-185  615.3  18.5  -
Cystobacteraceae_Cystobacter                     -          A1d2_forward         -                3     912       3     900       2     900    1491    +    5.1e-185  615.2  17.9  -
Ectothiorhodospiraceae_Inmirania                 -          A1d2_forward         -               22     928       3     900       1     900    1513    +    5.3e-185  615.0  17.9  -
Alteromonadaceae_Planctobacterium                -          A1d2_forward         -               23     916       3     900       1     900    1497    +    5.9e-185  614.7  18.2  -
Clostridiaceae_Butyricicoccus                    -          A1d2_forward         -               23     918       4     900       2     900    1482    +    5.9e-185  615.0  18.2  -
Campylobacteraceae_Sulfurospirillum              -          A1d2_forward         -                4     873       4     899       2     900    1431    +    8.5e-185  614.6  17.6  -
Enterobacteriaceae_Enterobacillus                -          A1d2_forward         -               26     927       3     900       1     900    1404    +      1e-184  614.1  17.9  -
Desulfovibrionaceae_Desulfocurvus                -          A1d2_forward         -               22     930       2     900       1     900    1532    +      1e-184  614.4  18.2  -
Syntrophobacteraceae_Syntrophobacter             -          A1d2_forward         -                4     921       4     900       2     900    1504    +    1.1e-184  614.4  18.0  -
Acidiferrobacteraceae_Sulfuricaulis              -          A1d2_forward         -                2     894       2     900       1     900    1453    +    1.1e-184  613.9  18.1  -
Comamonadaceae_Zhizhongheella                    -          A1d2_forward         -               42     935       3     899       1     900    1548    +    1.4e-184  613.8  17.8  -
Desulfobacteraceae_Desulfoluna                   -          A1d2_forward         -               24     940       4     900       2     900    1552    +    1.9e-184  613.3  17.9  -
Peptococcaceae_Desulfitobacterium                -          A1d2_forward         -                3     937       3     900       2     900    1521    +      2e-184  612.8  18.2  -
Campylobacteraceae_Arcobacter                    -          A1d2_forward         -                2     870      13     899      12     900    1411    +    2.4e-184  613.1  17.6  -
Clostridiaceae_Hathewaya                         -          A1d2_forward         -               23     897       3     900       2     900    1507    +    2.5e-184  612.9  19.2  -
Calditrichaeota_Caldithrix                       -          A1d2_forward         -               10     921       3     900       2     900    1504    +    2.6e-184  613.0  18.2  -
Clostridiales_Natranaerovirga                    -          A1d2_forward         -               25     919       4     900       2     900    1504    +    5.5e-184  611.6  17.9  -
Desulfurellaceae_Hippea                          -          A1d2_forward         -                9     924       3     900       1     900    1509    +    7.7e-184  610.9  18.4  -
Thiobacilliaceae_Annwoodia                       -          A1d2_forward         -               22     917       3     899       1     900    1525    +    8.2e-184  611.3  17.9  -
Paenibacillaceae_Brevibacillus                   -          A1d2_forward         -                2     898       3     900       2     900    1486    +      1e-183  610.9  18.2  -
Cystobacteraceae_Melittangium                    -          A1d2_forward         -               20     931       3     900       2     900    1522    +    1.2e-183  610.6  17.9  -
Nocardioidaceae_Nocardioides                     -          A1d2_forward         -                3     881       3     900       2     900    1449    +    1.3e-183  610.8  18.6  -
Pseudonocardiaceae_Saccharothrix                 -          A1d2_forward         -               22     896       3     900       1     900    1459    +    1.3e-183  610.4  18.9  -
Burkholderiaceae_Paucimonas                      -          A1d2_forward         -                2     898       2     899       1     900    1488    +    1.4e-183  610.4  18.3  -
Rhodobacteraceae_Roseobacter                     -          A1d2_forward         -                2     844       3     900       2     900    1369    +    1.4e-183  610.6  18.2  -
Clostridiaceae_Sarcina                           -          A1d2_forward         -                4     872       4     899       2     900    1461    +    1.5e-183  610.2  17.2  -
Nocardiaceae_Nocardia                            -          A1d2_forward         -                3     878       3     900       2     900    1474    +      2e-183  610.0  18.9  -
Nautiliaceae_Nautilia                            -          A1d2_forward         -                1     841      29     899      29     900    1369    +    2.5e-183  609.9  18.1  -
Streptomycetaceae_Kitasatospora                  -          A1d2_forward         -               23     898       3     900       1     900    1482    +    2.8e-183  609.6  18.8  -
Lachnospiraceae_Roseburia                        -          A1d2_forward         -               17     907       4     899       2     900    1470    +      3e-183  609.2  18.4  -
Neisseriaceae_Bergeriella                        -          A1d2_forward         -               25     925       3     899       1     900    1494    +    3.3e-183  609.1  18.0  -
Desulfobacteraceae_Desulfobotulus                -          A1d2_forward         -                3     917       6     900       4     900    1506    +    4.1e-183  608.9  18.0  -
Desulfohalobiaceae_Desulfonauticus               -          A1d2_forward         -               24     949       4     900       2     900    1567    +    4.8e-183  608.7  18.0  -
Neisseriaceae_Simonsiella                        -          A1d2_forward         -                2     905       2     899       1     900    1465    +    4.8e-183  608.6  18.0  -
Microbacteriaceae_Cryobacterium                  -          A1d2_forward         -               14     906       3     900       2     900    1457    +    5.3e-183  608.6  17.8  -
Desulfobacteraceae_Desulfobacula                 -          A1d2_forward         -               24     940       4     900       2     900    1522    +      6e-183  608.5  18.2  -
Planococcaceae_Sporosarcina                      -          A1d2_forward         -                3     910       3     899       2     900    1504    +    6.6e-183  608.2  17.7  -
Peptococcaceae_Desulfosporosinus                 -          A1d2_forward         -                9     930       3     900       1     900    1523    +    7.2e-183  608.0  18.0  -
Clostridiaceae_Natronincola                      -          A1d2_forward         -               21     904       4     899       2     900    1489    +    7.7e-183  607.7  18.2  -
Bradyrhizobiaceae_Salinarimonas                  -          A1d2_forward         -               19     861       3     900       1     900    1438    +    7.8e-183  608.1  17.2  -
Lachnospiraceae_Herbinix                         -          A1d2_forward         -               23     923       4     899       2     900    1523    +    7.9e-183  607.9  18.5  -
Spirochaetaceae_Treponema                        -          A1d2_forward         -                3     903       3     900       2     900    1477    +      8e-183  608.2  18.0  -
Clostridiaceae_Youngiibacter                     -          A1d2_forward         -               22     898       3     900       2     900    1466    +      9e-183  607.8  18.0  -
Morganellaceae_Cosenzaea                         -          A1d2_forward         -                1     901       4     900       4     900    1476    +    9.7e-183  607.5  18.3  -
Thiotrichales_Fangia                             -          A1d2_forward         -               24     920       3     899       1     900    1515    +      1e-182  607.5  18.1  -
Nevskiaceae_Alkanibacter                         -          A1d2_forward         -                1     866      22     900      22     900    1438    +    1.1e-182  607.5  17.6  -
Micrococcaceae_Kocuria                           -          A1d2_forward         -               10     901       3     900       1     900    1480    +    1.1e-182  607.6  18.7  -
Nocardiaceae_Rhodococcus                         -          A1d2_forward         -                3     879       3     900       1     900    1465    +    1.1e-182  607.6  19.1  -
Thermoanaerobacterales_Thermoanaerobacterium     -          A1d2_forward         -               19     889       3     900       2     900    1500    +    1.1e-182  607.2  19.2  -
Lewinellaceae_Lewinella                          -          A1d2_forward         -                4     891       4     899       1     900    1446    +    1.7e-182  606.9  17.4  -
Lysobacteraceae_Mizugakiibacter                  -          A1d2_forward         -                2     901       2     900       1     900    1463    +    1.7e-182  606.7  18.0  -
Thermomonosporaceae_Actinocorallia               -          A1d2_forward         -                3     871       3     900       2     900    1487    +    1.8e-182  606.7  18.4  -
Enterobacteriaceae_Rosenbergiella                -          A1d2_forward         -               17     921       3     900       1     900    1500    +    1.8e-182  606.6  18.0  -
Desulfohalobiaceae_Desulfothermus                -          A1d2_forward         -                2     915       6     900       5     900    1492    +    1.9e-182  606.8  18.0  -
Pseudonocardiaceae_Actinokineospora              -          A1d2_forward         -                4     879       3     900       2     900    1474    +    2.4e-182  606.4  19.1  -
Porphyromonadaceae_Porphyromonas                 -          A1d2_forward         -               15     912       4     900       2     900    1465    +    2.4e-182  606.3  18.4  -
Paenibacillaceae_Saccharibacillus                -          A1d2_forward         -                6     916       3     899       2     900    1498    +    2.4e-182  606.8  18.4  -
Alcaligenaceae_Ampullimonas                      -          A1d2_forward         -               20     907       3     899       1     900    1519    +    2.7e-182  606.2  17.9  -
Desulfuromonadaceae_Desulfuromusa                -          A1d2_forward         -               22     911       3     900       1     900    1473    +      3e-182  605.9  18.5  -
Burkholderiales_Rivibacter                       -          A1d2_forward         -               12     905       3     899       1     900    1506    +      3e-182  606.1  18.0  -
Yersiniaceae_Samsonia                            -          A1d2_forward         -               25     927       3     900       1     900    1503    +    3.1e-182  605.9  18.1  -
Neisseriaceae_Eikenella                          -          A1d2_forward         -               23     924       3     899       1     900    1503    +    4.1e-182  605.4  18.1  -
Corynebacterineae_Tomitella                      -          A1d2_forward         -               34     914       3     900       2     900    1546    +    5.6e-182  605.1  18.9  -
Microbacteriaceae_Microbacterium                 -          A1d2_forward         -                4     885       4     900       2     900    1457    +    6.6e-182  604.9  18.6  -
Polyangiaceae_Racemicystis                       -          A1d2_forward         -               24     933       3     900       1     900    1549    +      7e-182  604.8  17.8  -
Micrococcaceae_Arthrobacter                      -          A1d2_forward         -               13     893       4     900       2     900    1472    +    7.1e-182  604.8  18.6  -
Desulfobacteraceae_Desulfotignum                 -          A1d2_forward         -               24     940       4     900       2     900    1505    +    7.9e-182  604.6  18.2  -
Anaplasmataceae_Neorickettsia                    -          A1d2_forward         -               31     880       3     897       1     900    1498    +    8.5e-182  604.6  17.4  -
Microbacteriaceae_Leifsonia                      -          A1d2_forward         -               14     895       3     900       1     900    1477    +    1.2e-181  604.0  18.0  -
Erwiniaceae_Phaseolibacter                       -          A1d2_forward         -               18     919       3     900       1     900    1522    +    1.3e-181  603.9  18.0  -
Clostridiaceae_Alkaliphilus                      -          A1d2_forward         -                4     891       4     899       2     900    1465    +    1.4e-181  603.4  18.0  -
Rhodobacteraceae_Phaeobacter                     -          A1d2_forward         -                7     849       3     899       1     900    1389    +    1.5e-181  603.8  17.8  -
Tsukamurellaceae_Tsukamurella                    -          A1d2_forward         -               22     899       3     900       1     900    1495    +    1.7e-181  603.7  19.0  -
Cellulomonadaceae_Pseudactinotalea               -          A1d2_forward         -               61     945       3     900       2     900    1564    +    1.7e-181  603.7  18.4  -
Bacillaceae_Virgibacillus                        -          A1d2_forward         -                3     929       3     900       2     900    1519    +    1.7e-181  603.7  18.0  -
Micrococcaceae_Enteractinococcus                 -          A1d2_forward         -               31     921       4     900       2     900    1542    +    1.8e-181  603.3  18.2  -
Alicyclobacillaceae_Alicyclobacillus             -          A1d2_forward         -               23     917       3     900       2     900    1509    +      2e-181  603.5  18.6  -
Thermoanaerobacteraceae_Thermanaeromonas         -          A1d2_forward         -               16     913       3     900       2     900    1506    +    2.4e-181  603.0  19.1  -
Peptococcaceae_Desulfitispora                    -          A1d2_forward         -               42     890      72     899      61     900    1479    +      3e-181  602.7  17.9  -
Chromobacteriaceae_Formivibrio                   -          A1d2_forward         -               11     905       3     900       1     900    1490    +    3.1e-181  602.7  17.9  -
Rhodobacteraceae_Pseudophaeobacter               -          A1d2_forward         -               23     866       3     900       1     900    1426    +    3.4e-181  602.7  17.8  -
Rhodocyclaceae_Georgfuchsia                      -          A1d2_forward         -               20     913       3     899       1     900    1496    +    3.5e-181  602.4  18.5  -
Rhodocyclaceae_Azovibrio                         -          A1d2_forward         -               30     927       3     899       1     900    1485    +    3.8e-181  602.5  18.3  -
Desulfobacteraceae_Desulfofrigus                 -          A1d2_forward         -               25     941       4     900       2     900    1523    +    3.8e-181  602.3  17.5  -
Burkholderiales_Aquincola                        -          A1d2_forward         -                2     894       2     899       1     900    1451    +    4.3e-181  602.2  18.1  -
Lysobacteraceae_Chiayiivirga                     -          A1d2_forward         -               22     918       3     900       1     900    1522    +    4.4e-181  602.1  18.1  -
Planococcaceae_Jeotgalibacillus                  -          A1d2_forward         -                3     913       3     900       2     900    1507    +    4.5e-181  602.1  17.8  -
Microbacteriaceae_Leucobacter                    -          A1d2_forward         -               12     894       3     900       2     900    1478    +    5.4e-181  601.9  18.7  -
Thermoactinomycetaceae_Thermoactinomyces         -          A1d2_forward         -               24     931       4     900       2     900    1510    +    6.7e-181  601.8  18.5  -
Clostridiales_Sedimentibacter                    -          A1d2_forward         -                3     914       3     899       2     900    1478    +    7.1e-181  600.7  18.5  -
Bacillaceae_Geobacillus                          -          A1d2_forward         -               17     929       3     900       2     900    1527    +    7.8e-181  601.4  17.9  -
Clostridiales_Blautia                            -          A1d2_forward         -                2     890       4     899       3     900    1453    +    7.9e-181  601.3  18.7  -
Rhodanobacteraceae_Rudaea                        -          A1d2_forward         -                5     906       4     900       2     900    1384    +    9.2e-181  601.0  18.2  -
Myxococcaceae_Corallococcus                      -          A1d2_forward         -               17     928       3     900       2     900    1519    +    9.5e-181  601.0  18.0  -
Clostridiales_Vallitalea                         -          A1d2_forward         -               23     908       4     900       2     900    1480    +    1.1e-180  600.8  18.6  -
Nocardiaceae_Gordonia                            -          A1d2_forward         -                8     887       3     900       1     900    1482    +    1.1e-180  600.7  18.5  -
Budviciaceae_Leminorella                         -          A1d2_forward         -                1     894      11     900      11     900    1482    +    1.1e-180  600.7  18.3  -
Paenibacillaceae_Cohnella                        -          A1d2_forward         -                7     915       3     899       1     900    1482    +    1.2e-180  600.9  18.5  -
Micrococcaceae_Nesterenkonia                     -          A1d2_forward         -               24     905       4     900       2     900    1488    +    1.2e-180  600.7  18.3  -
Nitrospiraceae_Leptospirillum                    -          A1d2_forward         -               11     922       3     900       2     900    1516    +    1.4e-180  600.5  17.8  -
