# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     928      18     917       8     918    1491    +           0 1137.8  17.8  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_E06_040_2018_2 -               19     913      18     916       8     918    1446    +    2.5e-304 1010.7  18.0  -
Comamonadaceae_Hydrogenophaga                    -          LKAP-TSAKG2_E06_040_2018_2 -               45     941      17     916       8     918    1510    +    2.5e-213  708.8  18.5  -
Pasteurellaceae_Avibacterium                     -          LKAP-TSAKG2_E06_040_2018_2 -               52     956      18     916       9     918    1480    +    9.8e-213  707.2  18.0  -
Chromobacteriaceae_Silvimonas                    -          LKAP-TSAKG2_E06_040_2018_2 -               27     924      18     916      10     918    1459    +      1e-212  707.4  17.9  -
Comamonadaceae_Acidovorax                        -          LKAP-TSAKG2_E06_040_2018_2 -               38     938      14     916      10     918    1497    +    1.3e-212  706.5  18.1  -
Pectobacteriaceae_Lonsdalea                      -          LKAP-TSAKG2_E06_040_2018_2 -                1     853      69     917      69     918    1345    +    1.7e-212  706.4  16.9  -
Phyllobacteriaceae_Chelativorans                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     881      12     916       7     918    1409    +    4.4e-212  705.2  17.8  -
Phyllobacteriaceae_Nitratireductor               -          LKAP-TSAKG2_E06_040_2018_2 -               44     890      18     916       8     918    1426    +    5.4e-212  704.9  17.9  -
Comamonadaceae_Xenophilus                        -          LKAP-TSAKG2_E06_040_2018_2 -               17     912      18     916       9     918    1430    +    7.7e-212  703.9  17.6  -
Gammaproteobacteria_Litorivivens                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     926      18     916       6     918    1456    +    8.6e-212  703.6  18.0  -
Comamonadaceae_Giesbergeria                      -          LKAP-TSAKG2_E06_040_2018_2 -               33     933      14     916       9     918    1484    +    8.8e-212  703.7  17.9  -
Enterobacteriaceae_Mangrovibacter                -          LKAP-TSAKG2_E06_040_2018_2 -               15     879      57     917      42     918    1368    +    8.9e-212  703.9  17.9  -
Nitrosomonadaceae_Nitrosomonas                   -          LKAP-TSAKG2_E06_040_2018_2 -               24     925      16     916       8     918    1460    +    2.1e-211  702.9  18.2  -
Chromobacteriaceae_Chitinilyticum                -          LKAP-TSAKG2_E06_040_2018_2 -               17     914      18     916       8     918    1455    +    2.6e-211  702.6  17.7  -
Comamonadaceae_Pelomonas                         -          LKAP-TSAKG2_E06_040_2018_2 -                1     889      20     916      20     918    1390    +      5e-211  701.6  17.7  -
Rhodobacteraceae_Rhodovulum                      -          LKAP-TSAKG2_E06_040_2018_2 -               13     860      17     916       7     918    1378    +    7.5e-211  701.0  17.1  -
Comamonadaceae_Diaphorobacter                    -          LKAP-TSAKG2_E06_040_2018_2 -               34     931      16     916       5     918    1438    +    8.8e-211  700.2  18.1  -
Kiloniellaceae_Kiloniella                        -          LKAP-TSAKG2_E06_040_2018_2 -               39     902      13     916       5     918    1450    +    1.1e-210  700.2  17.7  -
Pasteurellaceae_Bisgaardia                       -          LKAP-TSAKG2_E06_040_2018_2 -               35     946      18     916       9     918    1389    +    1.5e-210  700.0  18.0  -
Oceanospirillaceae_Corallomonas                  -          LKAP-TSAKG2_E06_040_2018_2 -               12     915      15     916       6     918    1466    +    1.7e-210  699.2  17.9  -
Acetobacteraceae_Roseomonas                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     881      13     916       7     918    1438    +    1.8e-210  699.9  18.6  -
Comamonadaceae_Delftia                           -          LKAP-TSAKG2_E06_040_2018_2 -               22     922      14     916       8     918    1470    +    1.9e-210  699.1  17.5  -
Comamonadaceae_Ottowia                           -          LKAP-TSAKG2_E06_040_2018_2 -               47     942      18     916      10     918    1492    +      2e-210  699.2  17.7  -
Orbaceae_Orbus                                   -          LKAP-TSAKG2_E06_040_2018_2 -               40     940      18     916       9     918    1522    +    2.1e-210  699.2  17.8  -
Rhodobiaceae_Afifella                            -          LKAP-TSAKG2_E06_040_2018_2 -               21     873      13     916       5     918    1443    +      4e-210  698.5  17.9  -
Comamonadaceae_Simplicispira                     -          LKAP-TSAKG2_E06_040_2018_2 -               43     942      15     916       8     918    1512    +    1.6e-209  696.2  17.5  -
Halomonadaceae_Pistricoccus                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     930      18     916       6     918    1463    +      2e-209  695.9  17.8  -
Rhodobiaceae_Parvibaculum                        -          LKAP-TSAKG2_E06_040_2018_2 -               38     881      19     916       8     918    1437    +    2.4e-209  696.1  17.6  -
Cellvibrionaceae_Marinagarivorans                -          LKAP-TSAKG2_E06_040_2018_2 -               54     949      18     916       6     918    1534    +    6.1e-209  694.1  17.4  -
Alteromonadaceae_Tamilnaduibacter                -          LKAP-TSAKG2_E06_040_2018_2 -               35     937      18     916       6     918    1474    +    1.2e-208  693.3  17.9  -
Rhodobacteraceae_Pseudovibrio                    -          LKAP-TSAKG2_E06_040_2018_2 -               48     893      19     916      10     918    1446    +    2.4e-208  692.8  17.5  -
Comamonadaceae_Malikia                           -          LKAP-TSAKG2_E06_040_2018_2 -               47     942      18     916      10     918    1526    +    2.4e-208  692.3  17.9  -
Oceanospirillales_Alkalimarinus                  -          LKAP-TSAKG2_E06_040_2018_2 -               27     928      18     916       6     918    1464    +    2.4e-208  692.2  17.9  -
Hyphomicrobiaceae_Hyphomicrobium                 -          LKAP-TSAKG2_E06_040_2018_2 -               25     868      19     916      10     918    1423    +    4.2e-208  691.8  17.8  -
Hyphomicrobiaceae_Devosia                        -          LKAP-TSAKG2_E06_040_2018_2 -               29     881      13     916       7     918    1432    +    5.1e-208  691.6  17.9  -
Comamonadaceae_Rhodoferax                        -          LKAP-TSAKG2_E06_040_2018_2 -               22     924      14     916      10     918    1459    +    7.6e-208  690.7  17.5  -
Halomonadaceae_Halotalea                         -          LKAP-TSAKG2_E06_040_2018_2 -               27     929      18     916       6     918    1491    +      8e-208  690.7  17.9  -
Rhodobacteraceae_Albidovulum                     -          LKAP-TSAKG2_E06_040_2018_2 -               47     896      18     916       9     918    1443    +    1.2e-207  690.4  17.4  -
Spirillaceae_Spirillum                           -          LKAP-TSAKG2_E06_040_2018_2 -               38     950      14     916       9     918    1447    +    1.3e-207  690.4  17.9  -
Halomonadaceae_Aidingimonas                      -          LKAP-TSAKG2_E06_040_2018_2 -               20     922      18     916       7     918    1469    +    1.4e-207  689.6  17.9  -
Oceanospirillaceae_Oceanobacter                  -          LKAP-TSAKG2_E06_040_2018_2 -               27     923      18     916       6     918    1452    +    1.8e-207  689.3  18.1  -
Rhizobiaceae_Rhizobium                           -          LKAP-TSAKG2_E06_040_2018_2 -               22     871      15     916       6     918    1417    +      2e-207  689.7  18.0  -
Ruminococcaceae_Ruminococcus                     -          LKAP-TSAKG2_E06_040_2018_2 -               15     907      18     916       9     918    1394    +    3.4e-207  688.7  18.3  -
Comamonadaceae_Polaromonas                       -          LKAP-TSAKG2_E06_040_2018_2 -               27     924      18     916       8     918    1458    +    3.4e-207  688.7  17.8  -
Phyllobacteriaceae_Aquamicrobium                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     871      18     916       9     918    1407    +    3.6e-207  688.9  18.0  -
Rhodobacteraceae_Paracoccus                      -          LKAP-TSAKG2_E06_040_2018_2 -               30     876      18     916       8     918    1403    +      4e-207  688.8  17.6  -
Methylococcaceae_Methylosphaera                  -          LKAP-TSAKG2_E06_040_2018_2 -               26     928      18     916       7     918    1451    +    4.2e-207  688.1  18.1  -
Rhodospirillaceae_Tistrella                      -          LKAP-TSAKG2_E06_040_2018_2 -               50     909      19     916      11     918    1495    +    5.2e-207  688.7  17.3  -
Hyphomicrobiaceae_Prosthecomicrobium             -          LKAP-TSAKG2_E06_040_2018_2 -               65     908      19     916      10     918    1470    +    6.6e-207  687.9  18.0  -
Thiotrichaceae_Cocleimonas                       -          LKAP-TSAKG2_E06_040_2018_2 -               33     937      18     916       7     918    1512    +    8.3e-207  687.2  17.9  -
Cellvibrionaceae_Maricurvus                      -          LKAP-TSAKG2_E06_040_2018_2 -               46     948      18     916       6     918    1500    +    8.5e-207  687.0  17.9  -
Acetobacteraceae_Gluconobacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               27     876      18     916       9     918    1411    +    2.1e-206  686.5  18.0  -
Comamonadaceae_Brachymonas                       -          LKAP-TSAKG2_E06_040_2018_2 -               45     943      18     916      10     918    1501    +    2.3e-206  685.7  17.3  -
Rhodospirillaceae_Azospirillum                   -          LKAP-TSAKG2_E06_040_2018_2 -               21     864      19     916      10     918    1433    +    4.5e-206  685.3  16.8  -
Halieaceae_Pseudohaliea                          -          LKAP-TSAKG2_E06_040_2018_2 -               42     937      18     916       6     918    1485    +      7e-206  684.2  17.9  -
Rhodobacteraceae_Rhodobacter                     -          LKAP-TSAKG2_E06_040_2018_2 -               21     873      13     916       5     918    1389    +      8e-206  684.4  17.4  -
Halomonadaceae_Carnimonas                        -          LKAP-TSAKG2_E06_040_2018_2 -               33     935      18     916       6     918    1519    +    8.2e-206  683.9  17.9  -
Hyphomicrobiaceae_Filomicrobium                  -          LKAP-TSAKG2_E06_040_2018_2 -               48     893      19     916      10     918    1448    +    1.1e-205  683.8  17.7  -
Peptococcaceae_Desulfotomaculum                  -          LKAP-TSAKG2_E06_040_2018_2 -               40     934      18     916       7     918    1493    +      2e-205  682.8  18.6  -
Rhizobiaceae_Allorhizobium                       -          LKAP-TSAKG2_E06_040_2018_2 -               47     891      18     916       8     918    1446    +    2.3e-205  682.8  18.0  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-TSAKG2_E06_040_2018_2 -               36     966      12     916       8     918    1522    +    2.6e-205  682.3  17.9  -
Aurantimonadaceae_Aureimonas                     -          LKAP-TSAKG2_E06_040_2018_2 -               35     879      18     916       8     918    1433    +    2.6e-205  682.7  17.8  -
Rhodobacteraceae_Thioclava                       -          LKAP-TSAKG2_E06_040_2018_2 -               47     893      18     916      10     918    1433    +    2.8e-205  682.3  17.4  -
Sphingomonadaceae_Sphingomicrobium               -          LKAP-TSAKG2_E06_040_2018_2 -               32     878      19     916      11     918    1443    +    3.1e-205  682.6  17.4  -
Comamonadaceae_Curvibacter                       -          LKAP-TSAKG2_E06_040_2018_2 -               43     945      14     916      10     918    1483    +    6.5e-205  681.1  17.9  -
Oceanospirillaceae_Bermanella                    -          LKAP-TSAKG2_E06_040_2018_2 -               54     950      18     916       6     918    1533    +    6.7e-205  680.8  18.1  -
Rhodospirillaceae_Dongia                         -          LKAP-TSAKG2_E06_040_2018_2 -               34     891      18     916      11     918    1431    +      7e-205  681.4  17.9  -
Bradyrhizobiaceae_Rhodopseudomonas               -          LKAP-TSAKG2_E06_040_2018_2 -               28     875      19     916       7     918    1464    +      8e-205  680.9  17.7  -
Comamonadaceae_Caenimonas                        -          LKAP-TSAKG2_E06_040_2018_2 -               29     930      15     916      10     918    1463    +    8.2e-205  680.7  17.8  -
Acetobacteraceae_Acidocella                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     874      18     916       9     918    1407    +    8.7e-205  680.9  18.8  -
Methylococcaceae_Methylomarinum                  -          LKAP-TSAKG2_E06_040_2018_2 -               27     930      18     916       7     918    1464    +    9.7e-205  680.2  17.7  -
Phyllobacteriaceae_Mesorhizobium                 -          LKAP-TSAKG2_E06_040_2018_2 -               17     861      18     916       7     918    1403    +    1.7e-204  680.0  18.1  -
Porticoccaceae_Porticoccus                       -          LKAP-TSAKG2_E06_040_2018_2 -               35     932      18     916       6     918    1497    +    1.8e-204  679.5  17.8  -
Oleiphilaceae_Oleiphilus                         -          LKAP-TSAKG2_E06_040_2018_2 -               36     928      18     916       6     918    1437    +    2.8e-204  678.9  18.2  -
Oceanospirillales_Salinispirillum                -          LKAP-TSAKG2_E06_040_2018_2 -                5     903      19     916      16     918    1417    +    3.8e-204  678.2  18.1  -
Rhodobacteraceae_Gemmobacter                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     873      18     916       7     918    1399    +    4.6e-204  678.6  17.5  -
Pseudomonadaceae_Oblitimonas                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     935      18     916       6     918    1469    +    5.9e-204  677.7  17.9  -
Sphingomonadaceae_Sphingomonas                   -          LKAP-TSAKG2_E06_040_2018_2 -               34     882      18     916      10     918    1436    +    6.3e-204  678.3  17.0  -
Acetobacteraceae_Stella                          -          LKAP-TSAKG2_E06_040_2018_2 -               28     876      19     916      11     918    1447    +    7.9e-204  677.9  17.3  -
Comamonadaceae_Variovorax                        -          LKAP-TSAKG2_E06_040_2018_2 -               30     932      14     916       9     918    1481    +    8.3e-204  677.3  17.6  -
Rhodobacteraceae_Defluviimonas                   -          LKAP-TSAKG2_E06_040_2018_2 -               27     873      18     916       7     918    1389    +    8.8e-204  677.6  17.1  -
Moraxellaceae_Cavicella                          -          LKAP-TSAKG2_E06_040_2018_2 -               22     882      60     916      40     918    1423    +      9e-204  677.0  17.9  -
Comamonadaceae_Pseudorhodoferax                  -          LKAP-TSAKG2_E06_040_2018_2 -               24     924      15     916       7     918    1477    +    1.2e-203  676.9  18.1  -
Desulfuromonadaceae_Pelobacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               46     964      18     916       8     918    1542    +    1.3e-203  676.9  17.7  -
Comamonadaceae_Ramlibacter                       -          LKAP-TSAKG2_E06_040_2018_2 -               34     931      18     916       9     918    1460    +    1.5e-203  676.6  17.8  -
Rhodospirillaceae_Niveispirillum                 -          LKAP-TSAKG2_E06_040_2018_2 -               47     900      18     916       9     918    1477    +    1.7e-203  676.7  17.4  -
Rhodospirillaceae_Pararhodospirillum             -          LKAP-TSAKG2_E06_040_2018_2 -                3     852      15     916      13     918    1383    +    1.7e-203  676.4  17.8  -
Desulfuromonadaceae_Desulfuromonas               -          LKAP-TSAKG2_E06_040_2018_2 -               36     956      18     916       8     918    1512    +    1.9e-203  676.3  17.7  -
Rhodobacteraceae_Ahrensia                        -          LKAP-TSAKG2_E06_040_2018_2 -               47     893      18     916       9     918    1474    +    1.9e-203  676.5  18.1  -
Rhodobacteraceae_Pseudorhodobacter               -          LKAP-TSAKG2_E06_040_2018_2 -               45     890      19     916      10     918    1428    +    3.9e-203  675.5  17.5  -
Comamonadaceae_Limnohabitans                     -          LKAP-TSAKG2_E06_040_2018_2 -               15     915      16     916       8     918    1500    +    4.2e-203  674.9  18.0  -
Beijerinckiaceae_Beijerinckia                    -          LKAP-TSAKG2_E06_040_2018_2 -               40     886      18     916      10     918    1432    +    4.3e-203  675.2  18.0  -
Rhodospirillaceae_Caenispirillum                 -          LKAP-TSAKG2_E06_040_2018_2 -               30     850      60     916      40     918    1418    +    4.8e-203  675.1  17.8  -
Geobacteraceae_Geobacter                         -          LKAP-TSAKG2_E06_040_2018_2 -               27     944      18     916       7     918    1470    +    5.5e-203  674.7  17.6  -
Phyllobacteriaceae_Pseudaminobacter              -          LKAP-TSAKG2_E06_040_2018_2 -               27     871      18     916       9     918    1406    +    5.8e-203  675.0  18.0  -
Phyllobacteriaceae_Phyllobacterium               -          LKAP-TSAKG2_E06_040_2018_2 -               21     865      18     916       9     918    1418    +      6e-203  674.5  18.1  -
Halomonadaceae_Zymobacter                        -          LKAP-TSAKG2_E06_040_2018_2 -               23     925      18     916       7     918    1509    +    8.5e-203  673.9  17.9  -
Parvularculaceae_Parvularcula                    -          LKAP-TSAKG2_E06_040_2018_2 -               47     893      18     916       9     918    1427    +    8.7e-203  674.4  17.3  -
Moraxellaceae_Fluviicoccus                       -          LKAP-TSAKG2_E06_040_2018_2 -                2     890      15     916      14     918    1405    +      1e-202  673.6  17.3  -
Oceanospirillaceae_Oleibacter                    -          LKAP-TSAKG2_E06_040_2018_2 -               27     923      18     916       6     918    1455    +    1.1e-202  673.5  18.1  -
Thioalkalispiraceae_Thiohalophilus               -          LKAP-TSAKG2_E06_040_2018_2 -               13     888      45     916      29     918    1297    +    1.2e-202  673.3  17.9  -
Moraxellaceae_Perlucidibaca                      -          LKAP-TSAKG2_E06_040_2018_2 -               34     920      18     916       6     918    1467    +    1.5e-202  673.0  17.6  -
Xanthobacteraceae_Xanthobacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               20     865      18     916       8     918    1413    +    1.6e-202  673.4  18.0  -
Brucellaceae_Ochrobactrum                        -          LKAP-TSAKG2_E06_040_2018_2 -               45     889      18     916       8     918    1421    +    1.7e-202  673.3  18.0  -
Erythrobacteraceae_Altererythrobacter            -          LKAP-TSAKG2_E06_040_2018_2 -               35     881      19     916      10     918    1439    +    2.4e-202  673.0  17.2  -
Acetobacteraceae_Komagataeibacter                -          LKAP-TSAKG2_E06_040_2018_2 -               39     888      18     916       9     918    1456    +    2.4e-202  673.0  17.9  -
Halieaceae_Congregibacter                        -          LKAP-TSAKG2_E06_040_2018_2 -               36     931      18     916       6     918    1416    +    2.6e-202  672.3  18.0  -
Halomonadaceae_Halovibrio                        -          LKAP-TSAKG2_E06_040_2018_2 -               22     914      18     916       7     918    1439    +    2.7e-202  672.3  18.3  -
Rhodospirillaceae_Skermanella                    -          LKAP-TSAKG2_E06_040_2018_2 -               27     874      18     916       8     918    1409    +    2.7e-202  672.8  16.9  -
Acetobacteraceae_Gluconacetobacter               -          LKAP-TSAKG2_E06_040_2018_2 -               27     876      18     916       9     918    1418    +    3.5e-202  672.5  17.8  -
Ectothiorhodospiraceae_Oceanococcus              -          LKAP-TSAKG2_E06_040_2018_2 -               47     950      18     916       6     918    1505    +    3.9e-202  671.8  17.8  -
Acetobacteraceae_Tanticharoenia                  -          LKAP-TSAKG2_E06_040_2018_2 -               27     876      18     916       9     918    1414    +    4.4e-202  672.0  17.9  -
Sphingomonadaceae_Novosphingobium                -          LKAP-TSAKG2_E06_040_2018_2 -               38     887      18     916       9     918    1443    +    5.8e-202  671.6  17.1  -
Ectothiorhodospiraceae_Natronocella              -          LKAP-TSAKG2_E06_040_2018_2 -                6     904      19     916      15     918    1425    +    6.5e-202  670.9  18.3  -
Oceanospirillaceae_Bacterioplanes                -          LKAP-TSAKG2_E06_040_2018_2 -                5     906      19     916      16     918    1412    +    6.6e-202  670.9  18.0  -
Pseudomonadaceae_Thiopseudomonas                 -          LKAP-TSAKG2_E06_040_2018_2 -               47     951      18     916       6     918    1505    +    7.6e-202  670.7  17.9  -
Piscirickettsiaceae_Cycloclasticus               -          LKAP-TSAKG2_E06_040_2018_2 -               45     946      18     916       7     918    1494    +    9.5e-202  670.3  17.8  -
Oceanospirillaceae_Balneatrix                    -          LKAP-TSAKG2_E06_040_2018_2 -               38     942      18     916       6     918    1395    +    1.3e-201  670.1  17.9  -
Rhodospirillaceae_Novispirillum                  -          LKAP-TSAKG2_E06_040_2018_2 -               27     875      18     916       9     918    1442    +    1.5e-201  669.9  17.7  -
Sphingomonadaceae_Sphingorhabdus                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     874      18     916       9     918    1420    +    1.6e-201  670.1  17.4  -
Halieaceae_Chromatocurvus                        -          LKAP-TSAKG2_E06_040_2018_2 -               43     938      18     916       6     918    1523    +    1.6e-201  669.7  17.9  -
Granulosicoccaceae_Sulfuriflexus                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     932      18     916       8     918    1464    +    1.7e-201  669.5  17.9  -
Rhodobiaceae_Rhodobium                           -          LKAP-TSAKG2_E06_040_2018_2 -               38     881      19     916      10     918    1421    +    1.8e-201  670.0  17.7  -
Acetobacteraceae_Neokomagataea                   -          LKAP-TSAKG2_E06_040_2018_2 -               47     896      18     916       9     918    1437    +    2.4e-201  669.7  18.0  -
Oceanospirillaceae_Bacterioplanoides             -          LKAP-TSAKG2_E06_040_2018_2 -               47     948      18     916       6     918    1500    +    2.5e-201  669.1  18.0  -
Syntrophomonadaceae_Syntrophomonas               -          LKAP-TSAKG2_E06_040_2018_2 -               44     970      18     916       7     918    1529    +    2.6e-201  669.1  17.7  -
Ectothiorhodospiraceae_Alkalispirillum           -          LKAP-TSAKG2_E06_040_2018_2 -               27     930      18     916       8     918    1464    +    2.8e-201  669.0  17.8  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-TSAKG2_E06_040_2018_2 -               27     871      18     916       8     918    1430    +    3.3e-201  669.2  18.0  -
Rhodospirillaceae_Rhodospirillum                 -          LKAP-TSAKG2_E06_040_2018_2 -               48     893      19     916      10     918    1477    +    3.4e-201  668.9  17.6  -
Rhizobiaceae_Agrobacterium                       -          LKAP-TSAKG2_E06_040_2018_2 -               20     871      13     916       7     918    1400    +    3.7e-201  669.0  18.2  -
Desulfohalobiaceae_Desulfohalobium               -          LKAP-TSAKG2_E06_040_2018_2 -               37     949      18     916       9     918    1506    +    3.8e-201  668.4  18.0  -
Rhodobiaceae_Methyloligella                      -          LKAP-TSAKG2_E06_040_2018_2 -               48     891      19     916       9     918    1444    +    5.9e-201  668.2  17.8  -
Rhizobiaceae_Kaistia                             -          LKAP-TSAKG2_E06_040_2018_2 -               32     876      18     916       8     918    1398    +      8e-201  667.9  17.8  -
Hyphomonadaceae_Maricaulis                       -          LKAP-TSAKG2_E06_040_2018_2 -               27     873      18     916       9     918    1422    +    8.1e-201  667.9  17.7  -
Saccharospirillaceae_Gynuella                    -          LKAP-TSAKG2_E06_040_2018_2 -               47     950      18     916       6     918    1503    +    9.5e-201  667.1  17.8  -
Spirochaetaceae_Spirochaeta                      -          LKAP-TSAKG2_E06_040_2018_2 -               38     940      18     916       9     918    1495    +      1e-200  667.3  18.1  -
Gammaproteobacteria_Thiolapillus                 -          LKAP-TSAKG2_E06_040_2018_2 -               21     923      18     916       7     918    1363    +    2.1e-200  666.1  17.9  -
Oceanospirillaceae_Pseudospirillum               -          LKAP-TSAKG2_E06_040_2018_2 -               27     926      18     916       6     918    1459    +    2.4e-200  665.9  17.9  -
Rhodobacteraceae_Albimonas                       -          LKAP-TSAKG2_E06_040_2018_2 -               47     893      18     916       9     918    1429    +    3.5e-200  665.7  16.6  -
Rhodobacteraceae_Jannaschia                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     871      18     916      10     918    1396    +    3.6e-200  665.6  17.5  -
Xanthobacteraceae_Azorhizobium                   -          LKAP-TSAKG2_E06_040_2018_2 -               36     880      18     916       9     918    1449    +    4.2e-200  665.4  17.9  -
Comamonadaceae_Lampropedia                       -          LKAP-TSAKG2_E06_040_2018_2 -               46     946      18     916       6     918    1488    +    4.9e-200  664.9  17.7  -
Hydrogenophilaceae_Tepidiphilus                  -          LKAP-TSAKG2_E06_040_2018_2 -               25     927      17     916       8     918    1459    +    5.2e-200  665.0  18.1  -
Rhizobiales_Amorphus                             -          LKAP-TSAKG2_E06_040_2018_2 -               26     872      18     916       8     918    1427    +    5.8e-200  665.0  17.6  -
Acetobacteraceae_Acidiphilium                    -          LKAP-TSAKG2_E06_040_2018_2 -               27     883      18     916       9     918    1418    +    6.1e-200  664.9  18.6  -
Pasteurellaceae_Volucribacter                    -          LKAP-TSAKG2_E06_040_2018_2 -                3     902      25     917      23     918    1434    +    6.2e-200  664.8  18.0  -
Rhodobacteraceae_Loktanella                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     873      18     916       9     918    1385    +    6.8e-200  664.8  17.4  -
Aurantimonadaceae_Martelella                     -          LKAP-TSAKG2_E06_040_2018_2 -               47     891      18     916       7     918    1443    +    7.2e-200  664.9  17.5  -
Rhizobiales_Bauldia                              -          LKAP-TSAKG2_E06_040_2018_2 -               37     897      18     916       9     918    1446    +    7.6e-200  664.6  17.5  -
Phyllobacteriaceae_Aminobacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               35     879      18     916       9     918    1453    +      8e-200  664.4  18.0  -
Chromatiaceae_Thioflavicoccus                    -          LKAP-TSAKG2_E06_040_2018_2 -               27     925      18     916       7     918    1469    +    8.1e-200  664.2  17.7  -
Rhodospirillaceae_Fodinicurvata                  -          LKAP-TSAKG2_E06_040_2018_2 -                9     859      17     916      10     918    1390    +    8.8e-200  664.4  17.4  -
Methylobacteriaceae_Methylobacterium             -          LKAP-TSAKG2_E06_040_2018_2 -               25     873      18     916       6     918    1424    +    8.9e-200  664.3  17.5  -
Rhodobacteraceae_Amaricoccus                     -          LKAP-TSAKG2_E06_040_2018_2 -               46     892      18     916       9     918    1428    +    9.4e-200  664.3  17.9  -
Bartonellaceae_Bartonella                        -          LKAP-TSAKG2_E06_040_2018_2 -               27     874      18     916       8     918    1410    +    9.8e-200  664.1  17.6  -
Hyphomicrobiaceae_Pedomicrobium                  -          LKAP-TSAKG2_E06_040_2018_2 -               39     884      19     916      10     918    1400    +      1e-199  664.1  17.9  -
Cellvibrionaceae_Marinibactrum                   -          LKAP-TSAKG2_E06_040_2018_2 -               27     922      18     916       6     918    1451    +    1.1e-199  663.6  17.7  -
Rhodobacteraceae_Celeribacter                    -          LKAP-TSAKG2_E06_040_2018_2 -               44     889      18     916       9     918    1428    +    1.2e-199  663.9  17.7  -
Hahellaceae_Halospina                            -          LKAP-TSAKG2_E06_040_2018_2 -                9     902      18     916      12     918    1427    +    1.2e-199  663.6  18.1  -
Rhodobacteraceae_Oceanicola                      -          LKAP-TSAKG2_E06_040_2018_2 -               44     890      18     916      10     918    1421    +    1.7e-199  663.3  17.5  -
Acetobacteraceae_Asaia                           -          LKAP-TSAKG2_E06_040_2018_2 -               27     876      18     916       9     918    1411    +    1.9e-199  663.3  18.4  -
Erythrobacteraceae_Erythrobacter                 -          LKAP-TSAKG2_E06_040_2018_2 -               26     872      19     916      10     918    1442    +    2.3e-199  663.1  17.4  -
Kordiimonadaceae_Kordiimonas                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     884      18     916      10     918    1421    +    2.4e-199  663.0  17.4  -
Ectothiorhodospiraceae_Methylonatrum             -          LKAP-TSAKG2_E06_040_2018_2 -                2     891      30     916      29     918    1318    +    2.5e-199  662.4  17.9  -
Rhizobiaceae_Pararhizobium                       -          LKAP-TSAKG2_E06_040_2018_2 -               47     891      18     916       8     918    1477    +    2.8e-199  662.6  18.0  -
Rhodospirillaceae_Rhodovibrio                    -          LKAP-TSAKG2_E06_040_2018_2 -               42     893      18     916       9     918    1480    +      3e-199  662.7  17.0  -
Rhodobacteraceae_Roseibium                       -          LKAP-TSAKG2_E06_040_2018_2 -               46     888      18     916       8     918    1397    +    5.3e-199  662.0  17.9  -
Hyphomicrobiaceae_Pelagibacterium                -          LKAP-TSAKG2_E06_040_2018_2 -               27     873      18     916       9     918    1408    +    5.7e-199  661.6  17.5  -
Methylococcaceae_Methyloparacoccus               -          LKAP-TSAKG2_E06_040_2018_2 -               27     926      18     916       7     918    1451    +    5.9e-199  661.3  17.9  -
Rhodobacteraceae_Roseovarius                     -          LKAP-TSAKG2_E06_040_2018_2 -               29     875      18     916       9     918    1415    +      6e-199  661.5  17.5  -
Erythrobacteraceae_Porphyrobacter                -          LKAP-TSAKG2_E06_040_2018_2 -               48     894      19     916      11     918    1477    +    6.3e-199  661.5  17.3  -
Litoricolaceae_Litoribrevibacter                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     929      18     916       6     918    1465    +    6.8e-199  660.9  17.9  -
Thioalkalispiraceae_Endothiovibrio               -          LKAP-TSAKG2_E06_040_2018_2 -               48     950      19     916       8     918    1530    +    7.3e-199  660.9  17.8  -
Woeseiaceae_Woeseia                              -          LKAP-TSAKG2_E06_040_2018_2 -               36     940      18     916       7     918    1476    +    9.1e-199  660.5  17.8  -
Haliangiaceae_Haliangium                         -          LKAP-TSAKG2_E06_040_2018_2 -               35     961      12     916       7     918    1507    +    1.2e-198  660.5  17.2  -
