# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_G09_067_2018_2 -               37     829      18     810       6     810    1526    +    6.8e-302 1002.5  25.6  -
Selenomonadaceae_Propionispira                   -          LKAP-TSAKG2_G09_067_2018_2 -                3     743      78     807      76     810    1448    +      2e-171  569.9  20.8  -
Desulfobacteraceae_Desulfonema                   -          LKAP-TSAKG2_G09_067_2018_2 -               29     816      19     807       5     809    1506    +    2.1e-171  569.9  23.8  -
Micrococcaceae_Arthrobacter                      -          LKAP-TSAKG2_G09_067_2018_2 -               34     781      19     806       5     809    1472    +    2.2e-171  569.9  23.9  -
Chromobacteriaceae_Aquaspirillum                 -          LKAP-TSAKG2_G09_067_2018_2 -               34     810      10     808       4     810    1488    +    3.7e-171  569.2  24.5  -
Sporichthyaceae_Sporichthya                      -          LKAP-TSAKG2_G09_067_2018_2 -               20     768      16     807       5     810    1472    +    3.8e-171  569.2  23.8  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-TSAKG2_G09_067_2018_2 -               25     807      19     806       5     810    1495    +    3.8e-171  569.0  24.5  -
Eubacteriaceae_Acetobacterium                    -          LKAP-TSAKG2_G09_067_2018_2 -               23     782      19     810       7     810    1470    +    4.2e-171  569.0  25.0  -
Frankiales_Motilibacter                          -          LKAP-TSAKG2_G09_067_2018_2 -               32     776      19     807       6     810    1425    +    5.7e-171  568.7  24.2  -
Syntrophobacteraceae_Syntrophobacter             -          LKAP-TSAKG2_G09_067_2018_2 -               25     812      19     808       5     809    1504    +    6.1e-171  568.7  24.8  -
Rhodospirillaceae_Magnetospirillum               -          LKAP-TSAKG2_G09_067_2018_2 -               25     740      19     809       8     810    1443    +    7.2e-171  568.1  21.7  -
Micrococcaceae_Kocuria                           -          LKAP-TSAKG2_G09_067_2018_2 -               32     789      19     806       5     809    1480    +    1.1e-170  567.5  24.7  -
Lachnospiraceae_Anaerostipes                     -          LKAP-TSAKG2_G09_067_2018_2 -               24     788      18     807       4     810    1436    +    1.2e-170  567.5  25.2  -
Peptostreptococcaceae_Peptostreptococcus         -          LKAP-TSAKG2_G09_067_2018_2 -               25     775      19     809       6     810    1473    +    1.3e-170  567.2  23.9  -
Erythrobacteraceae_Porphyrobacter                -          LKAP-TSAKG2_G09_067_2018_2 -               45     758      19     807       6     809    1477    +    1.4e-170  567.4  21.1  -
Thermomonosporaceae_Actinomadura                 -          LKAP-TSAKG2_G09_067_2018_2 -               25     770      19     807       5     810    1467    +    1.5e-170  567.0  23.6  -
Clostridiaceae_Hungatella                        -          LKAP-TSAKG2_G09_067_2018_2 -                1     757      22     807      22     810    1409    +    1.6e-170  567.0  25.5  -
Micromonosporaceae_Actinoplanes                  -          LKAP-TSAKG2_G09_067_2018_2 -               25     767      19     807       5     810    1474    +      2e-170  566.8  24.0  -
Micromonosporaceae_Micromonospora                -          LKAP-TSAKG2_G09_067_2018_2 -               42     783      19     807       6     810    1479    +    2.1e-170  566.6  23.8  -
Rhodospirillaceae_Azospirillum                   -          LKAP-TSAKG2_G09_067_2018_2 -               18     731      19     809       6     810    1433    +    4.3e-170  565.9  22.6  -
Kineosporiaceae_Kineococcus                      -          LKAP-TSAKG2_G09_067_2018_2 -               33     777      19     807       5     810    1442    +    4.3e-170  565.7  23.5  -
Nakamurellaceae_Nakamurella                      -          LKAP-TSAKG2_G09_067_2018_2 -               25     769      19     807       5     810    1462    +    4.9e-170  565.4  23.8  -
Micromonosporaceae_Dactylosporangium             -          LKAP-TSAKG2_G09_067_2018_2 -               39     781      19     807       6     810    1470    +    5.3e-170  565.3  23.8  -
Halobacteroidaceae_Orenia                        -          LKAP-TSAKG2_G09_067_2018_2 -               16     776      19     806       7     809    1422    +    5.6e-170  565.0  23.1  -
Thermoanaerobacteraceae_Ammonifex                -          LKAP-TSAKG2_G09_067_2018_2 -               45     834      19     808       6     810    1571    +    5.7e-170  565.4  24.0  -
Thermoanaerobacterales_Thermoanaerobacterium     -          LKAP-TSAKG2_G09_067_2018_2 -               41     782      19     806       6     809    1500    +    5.8e-170  565.0  23.5  -
Bacillales_Ammoniibacillus                       -          LKAP-TSAKG2_G09_067_2018_2 -               23     819      17     809       4     810    1523    +      6e-170  565.2  25.2  -
Micromonosporaceae_Plantactinospora              -          LKAP-TSAKG2_G09_067_2018_2 -               44     787      18     807       5     810    1509    +      6e-170  565.1  24.2  -
Clostridiaceae_Paraclostridium                   -          LKAP-TSAKG2_G09_067_2018_2 -               45     776      19     809       6     810    1490    +    1.3e-169  564.1  21.9  -
Micromonosporaceae_Luedemannella                 -          LKAP-TSAKG2_G09_067_2018_2 -               44     786      19     807       6     810    1506    +    1.4e-169  563.9  23.6  -
Methylococcaceae_Methylomicrobium                -          LKAP-TSAKG2_G09_067_2018_2 -               45     805      19     806       5     808    1467    +    1.4e-169  563.8  23.5  -
Microbacteriaceae_Cryobacterium                  -          LKAP-TSAKG2_G09_067_2018_2 -               35     794      18     806       5     809    1457    +    1.5e-169  563.8  23.3  -
Lachnospiraceae_Roseburia                        -          LKAP-TSAKG2_G09_067_2018_2 -               38     799      19     807       6     810    1470    +    2.5e-169  562.9  25.5  -
Micromonosporaceae_Catenuloplanes                -          LKAP-TSAKG2_G09_067_2018_2 -               36     778      19     807       5     810    1459    +    2.6e-169  563.0  23.6  -
Halobacteroidaceae_Halobacteroides               -          LKAP-TSAKG2_G09_067_2018_2 -               16     775      19     806       7     809    1471    +    2.7e-169  562.9  23.5  -
Selenomonadaceae_Mitsuokella                     -          LKAP-TSAKG2_G09_067_2018_2 -               39     828      19     809       6     810    1543    +    3.2e-169  562.5  23.4  -
Haloplasmataceae_Haloplasma                      -          LKAP-TSAKG2_G09_067_2018_2 -               24     788      17     809       4     810    1345    +    3.3e-169  562.7  22.8  -
Desulfobulbaceae_Desulfobulbus                   -          LKAP-TSAKG2_G09_067_2018_2 -               25     805      18     806       5     809    1456    +    5.1e-169  562.0  23.6  -
Streptomycetaceae_Streptacidiphilus              -          LKAP-TSAKG2_G09_067_2018_2 -               24     767      18     806       5     809    1445    +    8.8e-169  561.5  23.4  -
Thermoanaerobacterales_Caldicellulosiruptor      -          LKAP-TSAKG2_G09_067_2018_2 -               34     814      13     806       4     810    1517    +      1e-168  561.0  25.6  -
Micromonosporaceae_Salinispora                   -          LKAP-TSAKG2_G09_067_2018_2 -               45     787      19     807       6     810    1479    +    1.1e-168  561.0  23.4  -
Microbacteriaceae_Leifsonia                      -          LKAP-TSAKG2_G09_067_2018_2 -               36     784      19     807       5     810    1477    +    1.4e-168  560.5  23.9  -
Caulobacteraceae_Phenylobacterium                -          LKAP-TSAKG2_G09_067_2018_2 -               34     749      18     810       7     810    1433    +    1.4e-168  560.6  22.1  -
Microbacteriaceae_Humibacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               16     770      18     807       6     810    1451    +    1.7e-168  560.1  23.9  -
Desulfomicrobiaceae_Desulfomicrobium             -          LKAP-TSAKG2_G09_067_2018_2 -               35     811      19     806       5     809    1502    +      2e-168  560.0  23.5  -
Acidaminococcaceae_Phascolarctobacterium         -          LKAP-TSAKG2_G09_067_2018_2 -              167     910      77     809      56     810    1610    +    2.1e-168  559.7  21.9  -
Microbacteriaceae_Microbacterium                 -          LKAP-TSAKG2_G09_067_2018_2 -               24     773      18     806       4     809    1457    +    2.5e-168  559.7  24.5  -
Methylococcaceae_Methylococcus                   -          LKAP-TSAKG2_G09_067_2018_2 -               37     798      19     806       6     808    1482    +    3.6e-168  559.2  23.7  -
Microbacteriaceae_Zimmermannella                 -          LKAP-TSAKG2_G09_067_2018_2 -               44     793      18     807       5     810    1484    +    3.6e-168  559.2  24.4  -
Lachnospiraceae_Faecalicatena                    -          LKAP-TSAKG2_G09_067_2018_2 -               42     803      19     807       7     810    1525    +    3.8e-168  559.0  25.0  -
Patulibacteraceae_Patulibacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               45     803      19     806       6     809    1494    +      4e-168  558.9  23.9  -
Glycomycetaceae_Stackebrandtia                   -          LKAP-TSAKG2_G09_067_2018_2 -               48     792      19     807       6     810    1517    +      5e-168  558.8  24.2  -
Lactobacillaceae_Paralactobacillus               -          LKAP-TSAKG2_G09_067_2018_2 -               28     811      17     808       4     810    1495    +    5.3e-168  558.5  24.5  -
Pseudonocardiaceae_Actinokineospora              -          LKAP-TSAKG2_G09_067_2018_2 -               26     770      19     809       5     810    1474    +    5.4e-168  558.7  23.7  -
Lachnospiraceae_Hespellia                        -          LKAP-TSAKG2_G09_067_2018_2 -               16     777      19     807       7     810    1470    +    5.7e-168  558.5  25.1  -
Hahellaceae_Endozoicomonas                       -          LKAP-TSAKG2_G09_067_2018_2 -               45     815      19     806       8     809    1524    +    6.5e-168  558.3  22.7  -
Syntrophaceae_Desulfomonile                      -          LKAP-TSAKG2_G09_067_2018_2 -               41     829      18     808       4     810    1523    +    6.9e-168  558.4  23.7  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-TSAKG2_G09_067_2018_2 -               45     841      19     809       6     810    1546    +    9.4e-168  557.6  23.8  -
Pseudonocardiaceae_Saccharomonospora             -          LKAP-TSAKG2_G09_067_2018_2 -               35     784      19     807       6     810    1498    +      1e-167  557.6  23.6  -
Frankiaceae_Frankia                              -          LKAP-TSAKG2_G09_067_2018_2 -               52     789      19     808       6     810    1510    +    1.1e-167  557.9  24.0  -
Carnobacteriaceae_Atopobacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               30     822      17     809       4     810    1511    +    1.3e-167  557.1  25.0  -
Saccharospirillaceae_Saccharospirillum           -          LKAP-TSAKG2_G09_067_2018_2 -               26     787      19     806       5     808    1459    +    1.7e-167  557.0  23.6  -
Streptomycetaceae_Kitasatospora                  -          LKAP-TSAKG2_G09_067_2018_2 -               45     786      19     806       5     809    1482    +    1.9e-167  557.0  23.4  -
Thermoactinomycetaceae_Paludifilum               -          LKAP-TSAKG2_G09_067_2018_2 -               23     808      17     809       4     810    1362    +    2.1e-167  556.9  24.1  -
Thermomonosporaceae_Actinoallomurus              -          LKAP-TSAKG2_G09_067_2018_2 -               25     768      19     807       5     810    1459    +    2.4e-167  556.5  23.4  -
Oceanospirillaceae_Reinekea                      -          LKAP-TSAKG2_G09_067_2018_2 -               35     796      19     806      10     809    1512    +    2.8e-167  556.1  23.3  -
Thermoactinomycetaceae_Novibacillus              -          LKAP-TSAKG2_G09_067_2018_2 -               23     815      17     809       4     810    1481    +      3e-167  556.3  25.3  -
Pseudonocardiaceae_Prauserella                   -          LKAP-TSAKG2_G09_067_2018_2 -               43     793      18     807       4     810    1484    +    3.1e-167  556.0  24.0  -
Nocardiaceae_Rhodococcus                         -          LKAP-TSAKG2_G09_067_2018_2 -               25     768      19     807       4     810    1465    +    3.2e-167  556.2  24.4  -
Desulfobulbaceae_Desulfocapsa                    -          LKAP-TSAKG2_G09_067_2018_2 -               25     808      19     807       6     809    1482    +    3.6e-167  555.7  23.7  -
Gammaproteobacteria_Thiohalomonas                -          LKAP-TSAKG2_G09_067_2018_2 -               18     790      19     808       7     809    1483    +    3.9e-167  555.5  23.9  -
Desulfobulbaceae_Desulfopila                     -          LKAP-TSAKG2_G09_067_2018_2 -               40     817      15     807       4     809    1512    +      5e-167  555.3  23.8  -
Veillonellaceae_Veillonella                      -          LKAP-TSAKG2_G09_067_2018_2 -               28     772      76     809      56     810    1407    +    5.2e-167  555.4  22.4  -
Micromonosporaceae_Phytohabitans                 -          LKAP-TSAKG2_G09_067_2018_2 -               25     767      19     807       6     810    1468    +    5.8e-167  555.3  23.9  -
Microbacteriaceae_Gulosibacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               37     790      19     807       6     810    1430    +    7.1e-167  555.0  23.8  -
Ectothiorhodospiraceae_Thioalkalivibrio          -          LKAP-TSAKG2_G09_067_2018_2 -               15     783      18     808       7     809    1438    +    7.6e-167  554.6  23.8  -
Solirubrobacteraceae_Solirubrobacter             -          LKAP-TSAKG2_G09_067_2018_2 -                9     782      19     807      13     809    1443    +    7.7e-167  554.7  23.4  -
Parviterribacteraceae_Parviterribacter           -          LKAP-TSAKG2_G09_067_2018_2 -               25     783      19     806       6     809    1456    +    8.9e-167  554.6  24.5  -
Micromonosporaceae_Verrucosispora                -          LKAP-TSAKG2_G09_067_2018_2 -               24     767      18     807       5     810    1459    +    9.2e-167  554.6  23.7  -
Lysobacteraceae_Lysobacter                       -          LKAP-TSAKG2_G09_067_2018_2 -               26     797      18     806       5     809    1475    +    9.3e-167  554.5  23.7  -
Micrococcaceae_Sinomonas                         -          LKAP-TSAKG2_G09_067_2018_2 -               44     794      19     806       5     809    1489    +    9.5e-167  554.4  23.4  -
Kineosporiaceae_Angustibacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               32     780      19     807       6     810    1466    +    1.1e-166  554.4  24.1  -
Sphingomonadaceae_Novosphingobium                -          LKAP-TSAKG2_G09_067_2018_2 -               36     751      19     807       5     809    1443    +    1.2e-166  554.4  21.9  -
Micrococcales_Luteimicrobium                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     770      19     806       6     809    1475    +    1.2e-166  554.2  24.2  -
Erysipelotrichaceae_Turicibacter                 -          LKAP-TSAKG2_G09_067_2018_2 -               43     793      17     809       4     810    1508    +    1.3e-166  554.2  23.5  -
Beutenbergiaceae_Serinibacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               18     774      14     806       5     809    1483    +    1.4e-166  553.8  23.7  -
Pseudonocardiaceae_Actinophytocola               -          LKAP-TSAKG2_G09_067_2018_2 -               28     770      19     807       5     810    1475    +    1.4e-166  554.0  24.1  -
Micrococcaceae_Rothia                            -          LKAP-TSAKG2_G09_067_2018_2 -               25     775      19     806       5     809    1448    +    1.5e-166  553.9  24.1  -
Thermomonosporaceae_Actinocorallia               -          LKAP-TSAKG2_G09_067_2018_2 -               25     761      19     807       5     810    1487    +    1.5e-166  553.8  23.0  -
Aerococcaceae_Dolosicoccus                       -          LKAP-TSAKG2_G09_067_2018_2 -               23     813      17     809       4     810    1510    +    1.7e-166  553.5  25.0  -
Lachnospiraceae_Herbinix                         -          LKAP-TSAKG2_G09_067_2018_2 -               43     814      18     807       4     810    1523    +      2e-166  553.4  25.7  -
Pseudonocardiaceae_Saccharopolyspora             -          LKAP-TSAKG2_G09_067_2018_2 -               15     768      18     807       6     810    1455    +    2.2e-166  553.3  23.7  -
Desulfobulbaceae_Desulforhopalus                 -          LKAP-TSAKG2_G09_067_2018_2 -               25     792      19     806       6     808    1498    +    2.2e-166  553.4  23.9  -
Microbacteriaceae_Clavibacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               25     772      19     806       5     809    1496    +    2.5e-166  552.9  23.8  -
Micrococcaceae_Paenarthrobacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               38     782      19     806       5     809    1484    +    2.9e-166  552.8  23.7  -
Nocardiaceae_Gordonia                            -          LKAP-TSAKG2_G09_067_2018_2 -               30     777      19     808       5     810    1482    +      3e-166  552.8  24.0  -
Microbacteriaceae_Gryllotalpicola                -          LKAP-TSAKG2_G09_067_2018_2 -               36     789      19     807       5     810    1431    +    3.4e-166  552.8  24.3  -
Bacillaceae_Natribacillus                        -          LKAP-TSAKG2_G09_067_2018_2 -              148     883      78     809      64     810    1557    +    3.8e-166  552.6  21.6  -
Lysobacteraceae_Luteimonas                       -          LKAP-TSAKG2_G09_067_2018_2 -               29     799      18     806       6     809    1490    +    4.1e-166  552.3  23.4  -
Methylococcaceae_Methylobacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               45     805      19     806       6     808    1500    +    4.7e-166  552.0  23.2  -
Halobacteroidaceae_Natroniella                   -          LKAP-TSAKG2_G09_067_2018_2 -               19     784      19     806       6     809    1467    +    5.1e-166  552.0  23.6  -
Jiangellaceae_Phytoactinopolyspora               -          LKAP-TSAKG2_G09_067_2018_2 -               39     793      14     807       5     810    1519    +    5.8e-166  551.9  23.7  -
Micromonosporaceae_Asanoa                        -          LKAP-TSAKG2_G09_067_2018_2 -               45     787      19     807       6     810    1498    +    6.5e-166  551.7  24.0  -
Syntrophomonadaceae_Thermosyntropha              -          LKAP-TSAKG2_G09_067_2018_2 -               44     842      18     806       4     809    1546    +    6.8e-166  551.6  25.4  -
Micrococcaceae_Nesterenkonia                     -          LKAP-TSAKG2_G09_067_2018_2 -               45     793      19     806       5     809    1488    +    7.4e-166  551.5  24.1  -
Haliangiaceae_Haliangium                         -          LKAP-TSAKG2_G09_067_2018_2 -               41     827      19     810       7     810    1507    +    7.7e-166  551.6  24.4  -
Nocardiaceae_Nocardia                            -          LKAP-TSAKG2_G09_067_2018_2 -               25     768      19     808       5     810    1474    +    8.1e-166  551.5  24.4  -
Thermoactinomycetaceae_Salinithrix               -          LKAP-TSAKG2_G09_067_2018_2 -               44     826      18     809       4     810    1509    +    8.4e-166  551.6  24.1  -
Jiangellaceae_Jiangella                          -          LKAP-TSAKG2_G09_067_2018_2 -               25     769      19     807       5     810    1473    +    9.5e-166  551.2  23.0  -
Thermomonosporaceae_Thermomonospora              -          LKAP-TSAKG2_G09_067_2018_2 -               54     813      19     807       6     810    1548    +      1e-165  551.0  23.7  -
Desulfobulbaceae_Desulfotalea                    -          LKAP-TSAKG2_G09_067_2018_2 -               39     810      19     806       6     808    1486    +    1.1e-165  550.9  23.4  -
Intrasporangiaceae_Ornithinimicrobium            -          LKAP-TSAKG2_G09_067_2018_2 -               15     768      16     807       4     810    1447    +    1.5e-165  550.5  24.1  -
Rhodospirillaceae_Dongia                         -          LKAP-TSAKG2_G09_067_2018_2 -               32     758      19     810       6     810    1431    +    1.6e-165  550.8  23.9  -
Microbacteriaceae_Curtobacterium                 -          LKAP-TSAKG2_G09_067_2018_2 -               40     787      19     807       5     810    1505    +    1.9e-165  550.1  24.1  -
Spongiibacteraceae_Spongiibacter                 -          LKAP-TSAKG2_G09_067_2018_2 -               28     789      19     806       6     809    1441    +    2.2e-165  549.8  23.2  -
Micromonosporaceae_Actinocatenispora             -          LKAP-TSAKG2_G09_067_2018_2 -               25     771      19     807       5     810    1444    +    2.5e-165  549.9  24.4  -
Pseudonocardiaceae_Pseudonocardia                -          LKAP-TSAKG2_G09_067_2018_2 -               33     780      19     808       5     810    1475    +    2.6e-165  549.8  24.1  -
Methylococcaceae_Methylomonas                    -          LKAP-TSAKG2_G09_067_2018_2 -               44     804      19     806       6     808    1475    +    2.6e-165  549.7  23.0  -
Cryptosporangiaceae_Cryptosporangium             -          LKAP-TSAKG2_G09_067_2018_2 -               25     766      19     807       6     810    1470    +    3.5e-165  549.3  24.0  -
Micromonosporaceae_Pilimelia                     -          LKAP-TSAKG2_G09_067_2018_2 -               39     783      19     807       6     810    1472    +    3.6e-165  549.2  24.6  -
Streptosporangiaceae_Nonomuraea                  -          LKAP-TSAKG2_G09_067_2018_2 -               24     764      18     807       5     810    1465    +    3.8e-165  549.1  23.6  -
Clostridiaceae_Paeniclostridium                  -          LKAP-TSAKG2_G09_067_2018_2 -               34     758      19     809       6     810    1461    +    4.1e-165  549.2  22.1  -
Piscirickettsiaceae_Methylophaga                 -          LKAP-TSAKG2_G09_067_2018_2 -               24     787      19     806       5     808    1487    +    4.1e-165  548.9  23.3  -
Sphingomonadaceae_Sphingomicrobium               -          LKAP-TSAKG2_G09_067_2018_2 -               29     742      19     807       6     809    1443    +    4.5e-165  549.3  21.3  -
Bacillaceae_Caldibacillus                        -          LKAP-TSAKG2_G09_067_2018_2 -               23     811      17     809       4     810    1512    +    4.8e-165  549.0  24.1  -
Idiomarinaceae_Idiomarina                        -          LKAP-TSAKG2_G09_067_2018_2 -               30     799      19     806       7     808    1471    +    5.9e-165  548.3  22.5  -
Frankiaceae_Jatrophihabitans                     -          LKAP-TSAKG2_G09_067_2018_2 -               28     776      19     808       6     810    1466    +    6.9e-165  548.4  24.1  -
Dietziaceae_Dietzia                              -          LKAP-TSAKG2_G09_067_2018_2 -               15     759      18     807       7     810    1452    +    7.5e-165  548.3  24.8  -
Demequinaceae_Demequina                          -          LKAP-TSAKG2_G09_067_2018_2 -               25     773      19     806       5     809    1446    +    1.1e-164  547.7  24.2  -
Sphingomonadaceae_Sphingomonas                   -          LKAP-TSAKG2_G09_067_2018_2 -               32     746      19     807       6     809    1436    +    1.4e-164  547.8  22.3  -
Intrasporangiaceae_Aquipuribacter                -          LKAP-TSAKG2_G09_067_2018_2 -               45     787      19     807       6     810    1505    +    1.7e-164  547.0  24.5  -
Nocardiopsaceae_Thermobifida                     -          LKAP-TSAKG2_G09_067_2018_2 -               23     785      18     807       4     810    1481    +    1.7e-164  547.1  23.1  -
Desulfovibrionaceae_Desulfocurvus                -          LKAP-TSAKG2_G09_067_2018_2 -               45     823      19     806       6     810    1532    +    1.8e-164  547.1  24.5  -
Rhizobiaceae_Allorhizobium                       -          LKAP-TSAKG2_G09_067_2018_2 -               45     758      19     809       7     810    1446    +      3e-164  546.4  23.3  -
Micrococcaceae_Pseudoglutamicibacter             -          LKAP-TSAKG2_G09_067_2018_2 -               35     791      19     806       6     809    1502    +    3.1e-164  546.0  24.0  -
Thiotrichales_Caedibacter                        -          LKAP-TSAKG2_G09_067_2018_2 -               45     778      19     809       6     810    1500    +    3.1e-164  545.9  23.8  -
Paenibacillaceae_Marinicrinis                    -          LKAP-TSAKG2_G09_067_2018_2 -               23     806      17     809       4     810    1476    +    3.5e-164  546.0  23.1  -
Pseudonocardiaceae_Lechevalieria                 -          LKAP-TSAKG2_G09_067_2018_2 -               29     773      19     809       5     810    1472    +    4.5e-164  545.7  23.8  -
Conexibacteraceae_Conexibacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               44     820      18     808       6     810    1536    +    4.7e-164  545.3  23.8  -
Pseudonocardiaceae_Saccharothrix                 -          LKAP-TSAKG2_G09_067_2018_2 -               41     788      18     809       5     810    1459    +    4.7e-164  545.4  23.9  -
Micromonosporaceae_Planosporangium               -          LKAP-TSAKG2_G09_067_2018_2 -               24     769      18     807       5     810    1434    +    4.8e-164  545.6  24.1  -
Micrococcaceae_Glutamicibacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               38     783      19     806       5     809    1474    +    5.3e-164  545.4  24.6  -
Caulobacteraceae_Asticcacaulis                   -          LKAP-TSAKG2_G09_067_2018_2 -               25     738      19     809       7     810    1401    +    5.3e-164  545.6  21.8  -
Sporolactobacillaceae_Sinobaca                   -          LKAP-TSAKG2_G09_067_2018_2 -               48     860      17     809       4     810    1531    +    5.5e-164  545.3  25.5  -
Lachnospiraceae_Cellulosilyticum                 -          LKAP-TSAKG2_G09_067_2018_2 -               83     832      19     809       6     810    1547    +    5.8e-164  545.1  23.8  -
Selenomonadaceae_Megamonas                       -          LKAP-TSAKG2_G09_067_2018_2 -               35     774      78     806      58     809    1475    +      6e-164  545.2  21.7  -
Methylobacteriaceae_Methylobacterium             -          LKAP-TSAKG2_G09_067_2018_2 -               23     740      19     809       6     810    1424    +    6.1e-164  545.3  22.9  -
Desulfobacteraceae_Desulfatiferula               -          LKAP-TSAKG2_G09_067_2018_2 -               45     829      18     805       4     808    1554    +    6.1e-164  545.0  23.8  -
Spirochaetaceae_Sphaerochaeta                    -          LKAP-TSAKG2_G09_067_2018_2 -               47     813      21     806       9     809    1529    +    6.2e-164  545.2  23.4  -
Pseudonocardiaceae_Kibdelosporangium             -          LKAP-TSAKG2_G09_067_2018_2 -               34     777      18     807       4     810    1473    +    6.3e-164  545.1  23.8  -
Rhizobiaceae_Rhizobium                           -          LKAP-TSAKG2_G09_067_2018_2 -               25     738      19     809       5     810    1417    +    6.3e-164  545.3  23.3  -
Micrococcaceae_Micrococcus                       -          LKAP-TSAKG2_G09_067_2018_2 -               27     774      17     806       4     809    1457    +    6.5e-164  545.1  24.5  -
Pseudonocardiaceae_Umezawaea                     -          LKAP-TSAKG2_G09_067_2018_2 -               52     796      19     809       6     810    1510    +    7.2e-164  544.8  23.8  -
Catenulisporaceae_Catenulispora                  -          LKAP-TSAKG2_G09_067_2018_2 -               25     767      19     806       6     809    1460    +    7.9e-164  544.9  24.2  -
Ectothiorhodospiraceae_Ectothiorhodospira        -          LKAP-TSAKG2_G09_067_2018_2 -               41     805      18     808       5     810    1490    +    8.6e-164  544.8  24.0  -
Carnobacteriaceae_Atopostipes                    -          LKAP-TSAKG2_G09_067_2018_2 -               44     825      17     809       4     810    1546    +      9e-164  544.6  24.7  -
Sphingomonadaceae_Sphingoaurantiacus             -          LKAP-TSAKG2_G09_067_2018_2 -               15     738      11     807       3     809    1429    +    1.1e-163  544.8  21.8  -
Cellulomonadaceae_Cellulomonas                   -          LKAP-TSAKG2_G09_067_2018_2 -               25     771      19     806       5     809    1443    +    1.2e-163  544.4  24.8  -
Promicromonosporaceae_Isoptericola               -          LKAP-TSAKG2_G09_067_2018_2 -               24     770      18     806       4     809    1472    +    1.3e-163  544.2  24.5  -
Desulfobacteraceae_Desulfonatronobacter          -          LKAP-TSAKG2_G09_067_2018_2 -               30     819      19     807       6     809    1508    +    1.4e-163  543.8  23.9  -
Pseudonocardiaceae_Lentzea                       -          LKAP-TSAKG2_G09_067_2018_2 -               44     788      19     809       5     810    1489    +    1.4e-163  544.0  23.6  -
Rhodospirillaceae_Skermanella                    -          LKAP-TSAKG2_G09_067_2018_2 -               25     741      19     810       5     810    1409    +    1.5e-163  544.2  22.3  -
Deltaproteobacteria_Deferrisoma                  -          LKAP-TSAKG2_G09_067_2018_2 -               16     740      76     809      56     810    1322    +    1.6e-163  543.9  22.8  -
Phyllobacteriaceae_Chelativorans                 -          LKAP-TSAKG2_G09_067_2018_2 -               33     747      19     808       6     810    1409    +    2.2e-163  543.7  22.9  -
Promicromonosporaceae_Promicromonospora          -          LKAP-TSAKG2_G09_067_2018_2 -               20     765      18     806       4     809    1455    +    2.3e-163  543.3  25.0  -
Pseudonocardiaceae_Actinoalloteichus             -          LKAP-TSAKG2_G09_067_2018_2 -               29     771      19     807       5     810    1475    +    2.5e-163  543.3  24.6  -
Cellulomonadaceae_Actinotalea                    -          LKAP-TSAKG2_G09_067_2018_2 -               37     785      19     806       6     809    1476    +    2.8e-163  543.2  24.7  -
Spongiibacteraceae_Zhongshania                   -          LKAP-TSAKG2_G09_067_2018_2 -               45     808      19     806       7     809    1501    +    3.3e-163  542.6  23.1  -
Chromatiaceae_Thiohalocapsa                      -          LKAP-TSAKG2_G09_067_2018_2 -               35     793      19     806       6     808    1436    +    3.8e-163  542.8  23.6  -
Methylococcaceae_Methylovulum                    -          LKAP-TSAKG2_G09_067_2018_2 -               44     801      19     806       6     808    1492    +    4.2e-163  542.3  23.3  -
Intrasporangiaceae_Phycicoccus                   -          LKAP-TSAKG2_G09_067_2018_2 -               30     780      18     806       4     809    1440    +    4.5e-163  542.3  24.2  -
Desulfobacteraceae_Desulfofaba                   -          LKAP-TSAKG2_G09_067_2018_2 -               38     825      19     807       5     809    1512    +    4.6e-163  542.2  24.3  -
Pseudonocardiaceae_Thermocrispum                 -          LKAP-TSAKG2_G09_067_2018_2 -               40     790      19     807       6     810    1329    +      6e-163  542.1  24.6  -
Microbacteriaceae_Agrococcus                     -          LKAP-TSAKG2_G09_067_2018_2 -               36     783      19     806       4     809    1468    +      6e-163  542.0  24.1  -
Sanguibacteraceae_Sanguibacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               40     788      18     806       5     809    1476    +    6.4e-163  541.8  23.9  -
Desulfobacteraceae_Desulfatibacillum             -          LKAP-TSAKG2_G09_067_2018_2 -               45     832      19     807       4     809    1525    +    6.4e-163  541.7  23.6  -
