# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     960      23     946      14     948    1491    +           0 1167.1  18.3  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_D09_073_2018_2 -               25     946      23     946      13     948    1446    +           0 1043.2  18.4  -
Nautiliaceae_Nautilia                            -          LKAP-TSAKG2_D09_073_2018_2 -               41     902      55     946      34     948    1369    +    6.5e-196  651.7  18.8  -
Piscirickettsiaceae_Sulfurivirga                 -          LKAP-TSAKG2_D09_073_2018_2 -               53     979      22     938       9     947    1457    +    7.2e-196  651.1  18.7  -
Rhodobacteraceae_Aestuariivita                   -          LKAP-TSAKG2_D09_073_2018_2 -               72     914      60     937      40     945    1427    +    8.2e-196  651.1  18.6  -
Desulfobacteraceae_Desulfosarcina                -          LKAP-TSAKG2_D09_073_2018_2 -               43     990      23     944      15     948    1515    +    1.7e-195  649.9  18.6  -
Rhodobacteraceae_Marivita                        -          LKAP-TSAKG2_D09_073_2018_2 -               54     896      60     937      40     945    1386    +      2e-195  649.9  19.1  -
Rhodobacteraceae_Ketogulonicigenium              -          LKAP-TSAKG2_D09_073_2018_2 -               37     900      23     937       9     945    1371    +    2.1e-195  649.9  18.3  -
Alteromonadales_Neiella                          -          LKAP-TSAKG2_D09_073_2018_2 -               52     971      22     939       9     947    1501    +    2.2e-195  649.3  18.9  -
Planococcaceae_Ureibacillus                      -          LKAP-TSAKG2_D09_073_2018_2 -               40     981      23     946      13     948    1497    +    2.3e-195  649.5  18.2  -
Campylobacteraceae_Campylobacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               31     939      22     946      13     948    1424    +    3.1e-195  648.2  18.7  -
Vibrionaceae_Echinimonas                         -          LKAP-TSAKG2_D09_073_2018_2 -               17     936      23     939      13     947    1413    +    3.2e-195  648.7  18.9  -
Parviterribacteraceae_Parviterribacter           -          LKAP-TSAKG2_D09_073_2018_2 -               67     954      61     946      47     948    1456    +    5.3e-195  648.3  19.2  -
Bradyrhizobiaceae_Bradyrhizobium                 -          LKAP-TSAKG2_D09_073_2018_2 -               47     891      62     940      40     947    1411    +      7e-195  647.9  18.3  -
Rhodobacteraceae_Mameliella                      -          LKAP-TSAKG2_D09_073_2018_2 -               61     892      60     937      46     945    1380    +    1.2e-194  647.4  20.1  -
Rhodobacteraceae_Pacificibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               40     908      23     937      15     946    1443    +    1.2e-194  647.2  18.9  -
Clostridiaceae_Caloramator                       -          LKAP-TSAKG2_D09_073_2018_2 -               30     937      22     945       9     948    1453    +    1.3e-194  647.2  18.1  -
Rhodobacteraceae_Maribius                        -          LKAP-TSAKG2_D09_073_2018_2 -               59     901      60     937      40     945    1407    +    1.3e-194  647.3  19.1  -
Lysobacteraceae_Chujaibacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               36     969      22     946      11     948    1483    +    1.3e-194  646.7  18.5  -
Rhodobacteraceae_Pannonibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               74     927      61     944      41     948    1483    +    1.5e-194  647.0  18.5  -
Rhodobacteraceae_Poseidonocella                  -          LKAP-TSAKG2_D09_073_2018_2 -               64     906      60     937      38     945    1437    +    1.8e-194  646.6  18.5  -
Rhodobacteraceae_Roseinatronobacter              -          LKAP-TSAKG2_D09_073_2018_2 -               82     922      62     937      42     945    1450    +    2.3e-194  646.3  18.6  -
Ectothiorhodospiraceae_Nitrococcus               -          LKAP-TSAKG2_D09_073_2018_2 -               52     990      20     946       9     948    1482    +    2.8e-194  645.8  18.7  -
Streptococcaceae_Lactococcus                     -          LKAP-TSAKG2_D09_073_2018_2 -               39     978      23     946       9     948    1492    +    3.2e-194  645.6  18.6  -
Rhodobacteraceae_Seohaeicola                     -          LKAP-TSAKG2_D09_073_2018_2 -               54     917      23     937      15     945    1443    +    3.3e-194  645.8  18.7  -
Peptococcaceae_Desulfitispora                    -          LKAP-TSAKG2_D09_073_2018_2 -               42     950      62     945      51     948    1479    +    3.4e-194  645.6  18.8  -
Rhodobacteraceae_Puniceibacterium                -          LKAP-TSAKG2_D09_073_2018_2 -               53     916      23     937       9     945    1427    +    3.4e-194  645.8  18.7  -
Acidiferrobacteraceae_Sulfurifustis              -          LKAP-TSAKG2_D09_073_2018_2 -               63     953      60     944      40     948    1454    +    4.3e-194  645.2  18.6  -
Ectothiorhodospiraceae_Halofilum                 -          LKAP-TSAKG2_D09_073_2018_2 -               32     959      22     944      11     948    1463    +    5.3e-194  644.7  18.8  -
Alcaligenaceae_Eoetvoesia                        -          LKAP-TSAKG2_D09_073_2018_2 -               33     951      23     940      11     947    1453    +    5.3e-194  645.0  18.7  -
Alcaligenaceae_Verticiella                       -          LKAP-TSAKG2_D09_073_2018_2 -               34     952      23     940      12     947    1454    +    5.9e-194  644.8  18.7  -
Streptococcaceae_Streptococcus                   -          LKAP-TSAKG2_D09_073_2018_2 -               39     982      24     946      13     948    1497    +    6.2e-194  644.9  18.5  -
Peptostreptococcaceae_Filifactor                 -          LKAP-TSAKG2_D09_073_2018_2 -               84     944      60     942      37     948    1450    +    7.5e-194  644.5  19.3  -
Ectothiorhodospiraceae_Thiorhodospira            -          LKAP-TSAKG2_D09_073_2018_2 -               48     963      22     940      11     947    1365    +    9.5e-194  643.9  19.2  -
Bradyrhizobiaceae_Afipia                         -          LKAP-TSAKG2_D09_073_2018_2 -               75     919      62     940      42     947    1416    +    1.1e-193  644.1  18.2  -
Nevskiaceae_Fontimonas                           -          LKAP-TSAKG2_D09_073_2018_2 -               63     959      56     946      35     948    1468    +    1.3e-193  643.7  18.5  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-TSAKG2_D09_073_2018_2 -               95    1008      61     945      38     948    1546    +    1.4e-193  643.4  18.2  -
Lachnospiraceae_Anaerocolumna                    -          LKAP-TSAKG2_D09_073_2018_2 -               93     962      62     946      42     948    1478    +    1.7e-193  643.3  19.3  -
Chromobacteriaceae_Laribacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               32     957      22     946      10     948    1459    +    1.7e-193  643.3  18.5  -
Beijerinckiaceae_Rhodoblastus                    -          LKAP-TSAKG2_D09_073_2018_2 -               75     920      62     941      41     947    1477    +    2.7e-193  642.6  18.2  -
Methylococcaceae_Methylomarinovum                -          LKAP-TSAKG2_D09_073_2018_2 -               32     961      22     944       9     948    1466    +    2.9e-193  642.5  18.7  -
Hyphomonadaceae_Henriciella                      -          LKAP-TSAKG2_D09_073_2018_2 -               26     892      42     940      23     948    1390    +    3.2e-193  642.8  18.3  -
Rhodobacteraceae_Citreicella                     -          LKAP-TSAKG2_D09_073_2018_2 -               52     894      60     937      40     945    1384    +    3.8e-193  642.3  18.6  -
Gammaproteobacteria_Plesiomonas                  -          LKAP-TSAKG2_D09_073_2018_2 -               51     980      22     944       9     948    1499    +    4.4e-193  641.8  18.6  -
Alteromonadaceae_Lacimicrobium                   -          LKAP-TSAKG2_D09_073_2018_2 -               52     979      22     944       9     948    1499    +    5.8e-193  641.4  18.7  -
Sulfuricellaceae_Sulfuricella                    -          LKAP-TSAKG2_D09_073_2018_2 -               32     957      22     940      11     947    1464    +    7.2e-193  641.2  18.9  -
Nevskiaceae_Alkanibacter                         -          LKAP-TSAKG2_D09_073_2018_2 -               35     926      60     946      39     948    1438    +      1e-192  640.8  18.4  -
Desulfobacteraceae_Desulfococcus                 -          LKAP-TSAKG2_D09_073_2018_2 -               53    1000      23     944      15     948    1529    +      1e-192  640.6  18.2  -
Paenibacillaceae_Brevibacillus                   -          LKAP-TSAKG2_D09_073_2018_2 -               32     958      23     946      12     948    1486    +    1.1e-192  640.7  18.5  -
Algiphilaceae_Algiphilus                         -          LKAP-TSAKG2_D09_073_2018_2 -               52     977      22     946      11     948    1501    +    1.3e-192  640.1  18.5  -
Paenibacillaceae_Aneurinibacillus                -          LKAP-TSAKG2_D09_073_2018_2 -               35     964      23     946      13     948    1483    +    1.4e-192  640.3  18.2  -
Burkholderiaceae_Lautropia                       -          LKAP-TSAKG2_D09_073_2018_2 -               83     971      57     940      35     947    1519    +    1.5e-192  640.2  18.7  -
Alteromonadales_Motilimonas                      -          LKAP-TSAKG2_D09_073_2018_2 -               32     962      22     944      10     948    1467    +    1.8e-192  639.7  18.6  -
Burkholderiales_Thiobacter                       -          LKAP-TSAKG2_D09_073_2018_2 -               49     966      24     940      12     947    1452    +    2.3e-192  639.7  19.1  -
Alcaligenaceae_Paracandidimonas                  -          LKAP-TSAKG2_D09_073_2018_2 -                2     922      21     940      20     947    1428    +    2.6e-192  639.4  18.7  -
Rhodobacteraceae_Rhodobaca                       -          LKAP-TSAKG2_D09_073_2018_2 -               76     916      62     937      42     945    1459    +    2.8e-192  639.4  18.5  -
Alteromonadales_Aestuariicella                   -          LKAP-TSAKG2_D09_073_2018_2 -               24     914      62     946      43     948    1400    +    3.2e-192  638.9  18.7  -
Desulfomicrobiaceae_Desulfomicrobium             -          LKAP-TSAKG2_D09_073_2018_2 -               76     979      61     946      41     948    1502    +    3.6e-192  639.0  18.5  -
Flavobacteriaceae_Nonlabens                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     959      23     946      12     948    1448    +    3.7e-192  638.9  18.1  -
Rhodobacteraceae_Pelagicola                      -          LKAP-TSAKG2_D09_073_2018_2 -               75     916      61     937      40     946    1412    +    4.4e-192  638.8  18.7  -
Gammaproteobacteria_Arsukibacterium              -          LKAP-TSAKG2_D09_073_2018_2 -               63     969      42     944      20     948    1479    +    4.8e-192  638.3  18.6  -
Spirochaetaceae_Treponema                        -          LKAP-TSAKG2_D09_073_2018_2 -               30     960      21     943       9     949    1477    +    5.6e-192  638.6  18.3  -
Succinivibrionaceae_Ruminobacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               58     985      21     946      10     948    1539    +    5.8e-192  638.2  19.1  -
Desulfobacteraceae_Desulfatibacillum             -          LKAP-TSAKG2_D09_073_2018_2 -               54    1000      24     944      14     948    1525    +    6.8e-192  638.0  18.2  -
Helicobacteraceae_Sulfurimonas                   -          LKAP-TSAKG2_D09_073_2018_2 -               41     949      23     946      14     948    1452    +      1e-191  637.5  18.8  -
Alcaligenaceae_Paralcaligenes                    -          LKAP-TSAKG2_D09_073_2018_2 -               44     971      24     940      11     947    1441    +    1.2e-191  637.4  18.7  -
Desulfobulbaceae_Desulfotalea                    -          LKAP-TSAKG2_D09_073_2018_2 -               48     981      24     946      16     948    1486    +    1.2e-191  637.2  18.0  -
Polyangiaceae_Chondromyces                       -          LKAP-TSAKG2_D09_073_2018_2 -               75     984      62     946      42     948    1534    +    1.2e-191  637.3  18.5  -
Bradyrhizobiaceae_Nitrobacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               71     915      62     940      42     947    1466    +    1.2e-191  637.2  18.2  -
Hyphomonadaceae_Oceanicaulis                     -          LKAP-TSAKG2_D09_073_2018_2 -               50     899      60     943      40     948    1424    +    1.3e-191  637.3  18.7  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-TSAKG2_D09_073_2018_2 -               68     971      61     943      40     949    1495    +    1.3e-191  637.1  18.9  -
Rhodobacteraceae_Thalassococcus                  -          LKAP-TSAKG2_D09_073_2018_2 -               55     897      61     937      39     945    1419    +    1.4e-191  637.1  18.2  -
Piscirickettsiaceae_Galenea                      -          LKAP-TSAKG2_D09_073_2018_2 -               39     968      22     939       9     947    1449    +    1.4e-191  636.8  18.6  -
Chromobacteriaceae_Leeia                         -          LKAP-TSAKG2_D09_073_2018_2 -                8     928      23     940      16     947    1416    +    1.5e-191  636.8  19.4  -
Chromobacteriaceae_Chitiniphilus                 -          LKAP-TSAKG2_D09_073_2018_2 -               51     975      22     945      10     948    1494    +    1.6e-191  636.9  18.5  -
Rhodobacteraceae_Leisingera                      -          LKAP-TSAKG2_D09_073_2018_2 -               60     902      60     937      40     945    1409    +    1.9e-191  636.7  18.8  -
Hyphomicrobiaceae_Blastochloris                  -          LKAP-TSAKG2_D09_073_2018_2 -               55     906      61     946      39     948    1427    +    2.3e-191  636.4  18.8  -
Cardiobacteriaceae_Dichelobacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               41     959      23     943      12     948    1460    +    2.3e-191  636.4  18.6  -
Corynebacteriaceae_Corynebacterium               -          LKAP-TSAKG2_D09_073_2018_2 -               32     945      22     946      12     948    1462    +    2.4e-191  636.1  18.7  -
Syntrophobacteraceae_Syntrophobacter             -          LKAP-TSAKG2_D09_073_2018_2 -               72     981      62     946      41     948    1504    +    2.8e-191  636.3  18.6  -
Budviciaceae_Pragia                              -          LKAP-TSAKG2_D09_073_2018_2 -               27     957      22     944       9     948    1485    +    2.9e-191  635.8  18.6  -
Lysobacteraceae_Rehaibacterium                   -          LKAP-TSAKG2_D09_073_2018_2 -               61     988      22     946       9     948    1548    +    3.3e-191  635.7  18.7  -
Methylococcaceae_Methyloglobulus                 -          LKAP-TSAKG2_D09_073_2018_2 -               81     969      61     944      40     948    1493    +    7.2e-191  634.6  18.5  -
Neisseriaceae_Crenobacter                        -          LKAP-TSAKG2_D09_073_2018_2 -               63     986      23     945      10     948    1557    +    7.5e-191  634.6  18.9  -
Nevskiaceae_Sinimarinibacterium                  -          LKAP-TSAKG2_D09_073_2018_2 -               74     969      56     946      35     948    1493    +    7.7e-191  634.5  18.7  -
Enterobacteriaceae_Yokenella                     -          LKAP-TSAKG2_D09_073_2018_2 -               40     968      22     944       9     948    1434    +    8.4e-191  634.3  18.5  -
Thermoanaerobacteraceae_Thermoanaerobacter       -          LKAP-TSAKG2_D09_073_2018_2 -               49     963      23     945      12     948    1525    +    8.7e-191  634.0  19.3  -
Enterobacteriaceae_Phytobacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               37     967      22     946       9     949    1440    +    1.2e-190  633.8  18.3  -
Deltaproteobacteria_Deferrisoma                  -          LKAP-TSAKG2_D09_073_2018_2 -               17     905      61     943      50     949    1322    +    1.2e-190  634.1  18.5  -
Rhodanobacteraceae_Aquimonas                     -          LKAP-TSAKG2_D09_073_2018_2 -               54     950      57     946      36     948    1433    +    1.5e-190  633.6  18.5  -
Lachnospiraceae_Herbinix                         -          LKAP-TSAKG2_D09_073_2018_2 -              103     984      62     946      41     948    1523    +    1.5e-190  633.6  18.9  -
Sulfuricellaceae_Sulfurirhabdus                  -          LKAP-TSAKG2_D09_073_2018_2 -               42     965      23     940      11     947    1433    +    1.6e-190  633.3  18.8  -
Pseudomonadaceae_Permianibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               15     932      19     944      10     948    1423    +    2.2e-190  632.9  18.4  -
Cystobacteraceae_Cystobacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               33     972      23     946      15     948    1491    +    2.8e-190  632.7  18.2  -
Acidiferrobacteraceae_Sulfuricaulis              -          LKAP-TSAKG2_D09_073_2018_2 -               63     952      60     944      40     948    1453    +    2.8e-190  632.6  18.7  -
Neisseriaceae_Snodgrassella                      -          LKAP-TSAKG2_D09_073_2018_2 -               64     994      22     946      10     948    1547    +    2.9e-190  632.4  18.6  -
Rhodobacteraceae_Sedimentitalea                  -          LKAP-TSAKG2_D09_073_2018_2 -               52     915      23     937      15     945    1429    +    3.1e-190  632.7  18.6  -
Desulfohalobiaceae_Desulfonatronospira           -          LKAP-TSAKG2_D09_073_2018_2 -              267    1066     151     946     140     948    1528    +    3.6e-190  632.3  16.1  -
Lachnospiraceae_Oribacterium                     -          LKAP-TSAKG2_D09_073_2018_2 -               30     916      49     946      33     948    1412    +    3.8e-190  632.4  19.1  -
Hafniaceae_Obesumbacterium                       -          LKAP-TSAKG2_D09_073_2018_2 -               26     956      22     944       9     948    1490    +    4.3e-190  631.8  18.6  -
Calditrichaeota_Caldithrix                       -          LKAP-TSAKG2_D09_073_2018_2 -               79     976      64     942      44     948    1504    +      5e-190  632.0  18.9  -
Halothiobacillaceae_Thioalkalibacter             -          LKAP-TSAKG2_D09_073_2018_2 -               49     980      22     946      11     949    1486    +    5.4e-190  631.5  18.3  -
Chromatiaceae_Thioalkalicoccus                   -          LKAP-TSAKG2_D09_073_2018_2 -                3     887      64     941      62     948    1325    +    5.4e-190  631.7  18.2  -
Rhodanobacteraceae_Pseudofulvimonas              -          LKAP-TSAKG2_D09_073_2018_2 -                2     929      22     946      21     948    1386    +    5.9e-190  631.5  18.6  -
Burkholderiaceae_Mycoavidus                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     951      23     940      12     947    1485    +    6.1e-190  631.6  18.4  -
Desulfohalobiaceae_Desulfonauticus               -          LKAP-TSAKG2_D09_073_2018_2 -               89    1009      62     946      41     948    1567    +    9.7e-190  631.0  18.4  -
Desulfohalobiaceae_Desulfothermus                -          LKAP-TSAKG2_D09_073_2018_2 -               29     975      23     946      15     948    1492    +      1e-189  631.0  18.4  -
Alcaligenaceae_Caenimicrobium                    -          LKAP-TSAKG2_D09_073_2018_2 -               61     951      55     940      34     947    1453    +    1.1e-189  630.7  18.8  -
Campylobacteraceae_Arcobacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               21     931      22     946      13     948    1411    +    1.3e-189  630.6  18.1  -
Bacillaceae_Lysinibacillus                       -          LKAP-TSAKG2_D09_073_2018_2 -               25     975      15     946       6     948    1476    +    1.7e-189  630.0  18.2  -
Chromatiaceae_Nitrosococcus                      -          LKAP-TSAKG2_D09_073_2018_2 -               52     986      22     946      11     948    1491    +    1.8e-189  630.1  18.6  -
Rhodospirillaceae_Desertibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               30     878      60     944      40     948    1410    +    1.9e-189  630.6  18.4  -
Peptoniphilaceae_Peptoniphilus                   -          LKAP-TSAKG2_D09_073_2018_2 -                5     921      23     946      20     948    1433    +    2.8e-189  629.6  19.3  -
Methylococcaceae_Methylohalobius                 -          LKAP-TSAKG2_D09_073_2018_2 -               32     959      22     944       9     948    1462    +    3.3e-189  629.0  18.7  -
Desulfobacteraceae_Desulfoluna                   -          LKAP-TSAKG2_D09_073_2018_2 -               54    1000      24     946      15     948    1552    +    3.6e-189  629.0  18.2  -
Cystobacteraceae_Melittangium                    -          LKAP-TSAKG2_D09_073_2018_2 -               51     991      24     946      16     948    1522    +    5.3e-189  628.4  18.3  -
Lysobacteraceae_Panacagrimonas                   -          LKAP-TSAKG2_D09_073_2018_2 -               56     959      48     946      26     948    1477    +    6.1e-189  628.3  18.7  -
Bacillaceae_Caldalkalibacillus                   -          LKAP-TSAKG2_D09_073_2018_2 -               60     969      60     945      39     948    1488    +    7.8e-189  627.9  18.8  -
Peptococcaceae_Desulfitobacterium                -          LKAP-TSAKG2_D09_073_2018_2 -               71     993      46     942      24     948    1521    +    8.7e-189  627.3  18.7  -
Desulfurellaceae_Hippea                          -          LKAP-TSAKG2_D09_073_2018_2 -               75     984      62     946      42     948    1509    +    1.2e-188  626.9  19.1  -
Vibrionaceae_Paraphotobacterium                  -          LKAP-TSAKG2_D09_073_2018_2 -               57     987      22     944       9     948    1539    +    1.2e-188  627.0  18.5  -
Alcaligenaceae_Saccharedens                      -          LKAP-TSAKG2_D09_073_2018_2 -               47     937      57     940      35     947    1354    +    1.2e-188  627.3  18.7  -
Burkholderiaceae_Hydromonas                      -          LKAP-TSAKG2_D09_073_2018_2 -                9     927      33     941      26     948    1418    +    1.6e-188  626.8  18.6  -
Peptococcaceae_Desulfosporosinus                 -          LKAP-TSAKG2_D09_073_2018_2 -               39     988      23     944      11     948    1523    +    1.8e-188  626.6  18.5  -
Nocardiaceae_Rhodococcus                         -          LKAP-TSAKG2_D09_073_2018_2 -               32     936      22     943      10     949    1465    +    2.3e-188  626.5  19.6  -
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     971      23     946      13     948    1504    +    2.3e-188  626.3  17.9  -
Burkholderiales_Methylibium                      -          LKAP-TSAKG2_D09_073_2018_2 -               42     959      24     940      12     947    1514    +    2.4e-188  626.2  18.6  -
Lachnospiraceae_Roseburia                        -          LKAP-TSAKG2_D09_073_2018_2 -               95     968      60     946      38     948    1470    +    2.6e-188  626.1  18.8  -
Clostridiaceae_Butyricicoccus                    -          LKAP-TSAKG2_D09_073_2018_2 -              103     979      62     946      42     948    1482    +    2.8e-188  626.1  18.5  -
Thermoactinomycetaceae_Melghirimyces             -          LKAP-TSAKG2_D09_073_2018_2 -               91     992      61     945      39     948    1506    +      3e-188  626.1  18.6  -
Desulfuromonadaceae_Desulfuromusa                -          LKAP-TSAKG2_D09_073_2018_2 -               53     971      24     946      16     948    1473    +    3.3e-188  625.7  19.1  -
Desulfobacteraceae_Desulfobotulus                -          LKAP-TSAKG2_D09_073_2018_2 -               66     977      62     946      38     948    1506    +    3.3e-188  625.9  18.2  -
Clostridiales_Blautia                            -          LKAP-TSAKG2_D09_073_2018_2 -               32     951      24     946      12     948    1453    +    3.6e-188  625.7  18.8  -
Campylobacteraceae_Sulfurospirillum              -          LKAP-TSAKG2_D09_073_2018_2 -               33     934      23     946      12     948    1431    +    3.8e-188  625.8  17.9  -
Nitrospiraceae_Leptospirillum                    -          LKAP-TSAKG2_D09_073_2018_2 -               76     982      63     946      55     948    1516    +    4.2e-188  625.5  18.5  -
Nocardioidaceae_Nocardioides                     -          LKAP-TSAKG2_D09_073_2018_2 -               32     938      22     943      10     949    1449    +    4.4e-188  625.6  19.0  -
Ruminococcaceae_Agathobaculum                    -          LKAP-TSAKG2_D09_073_2018_2 -                3     877      62     946      60     948    1383    +    4.9e-188  625.4  18.1  -
Ectothiorhodospiraceae_Inmirania                 -          LKAP-TSAKG2_D09_073_2018_2 -               74     986      44     944      23     948    1513    +    4.9e-188  625.1  18.6  -
Lachnospiraceae_Pseudobutyrivibrio               -          LKAP-TSAKG2_D09_073_2018_2 -               70     935      58     939      37     947    1462    +    5.7e-188  624.9  19.1  -
Alteromonadaceae_Planctobacterium                -          LKAP-TSAKG2_D09_073_2018_2 -               52     970      22     940       9     947    1497    +    5.9e-188  624.7  18.9  -
Porphyromonadaceae_Porphyromonas                 -          LKAP-TSAKG2_D09_073_2018_2 -               44     969      23     943      16     946    1465    +    5.9e-188  625.0  19.1  -
Bacillaceae_Geobacillus                          -          LKAP-TSAKG2_D09_073_2018_2 -               46     989      22     946      11     948    1527    +    6.2e-188  625.0  18.2  -
Yersiniaceae_Chania                              -          LKAP-TSAKG2_D09_073_2018_2 -               61     991      22     944       9     948    1546    +    7.3e-188  624.5  18.6  -
Pseudonocardiaceae_Saccharothrix                 -          LKAP-TSAKG2_D09_073_2018_2 -               51     956      22     946      12     948    1459    +    9.8e-188  624.2  19.4  -
Desulfovibrionaceae_Desulfocurvus                -          LKAP-TSAKG2_D09_073_2018_2 -               54     987      24     943      15     949    1532    +    9.8e-188  624.5  18.6  -
Alicyclobacillaceae_Alicyclobacillus             -          LKAP-TSAKG2_D09_073_2018_2 -               49     976      19     945      11     948    1509    +    9.8e-188  624.5  19.0  -
Aerococcaceae_Aerococcus                         -          LKAP-TSAKG2_D09_073_2018_2 -               24     963      23     946      11     948    1461    +      1e-187  624.2  18.2  -
Planococcaceae_Jeotgalibacillus                  -          LKAP-TSAKG2_D09_073_2018_2 -               32     973      22     946      10     948    1507    +    1.2e-187  623.9  18.1  -
Nocardiaceae_Nocardia                            -          LKAP-TSAKG2_D09_073_2018_2 -               33     935      23     943      13     949    1474    +    1.5e-187  623.7  19.2  -
Enterobacteriaceae_Enterobacillus                -          LKAP-TSAKG2_D09_073_2018_2 -               56     985      23     944      10     948    1404    +    1.7e-187  623.4  18.6  -
Lewinellaceae_Lewinella                          -          LKAP-TSAKG2_D09_073_2018_2 -               33     952      23     946      14     948    1446    +    1.8e-187  623.6  17.7  -
Streptomycetaceae_Streptacidiphilus              -          LKAP-TSAKG2_D09_073_2018_2 -               61     933      59     940      37     947    1445    +    1.8e-187  623.7  19.2  -
Hyphomonadaceae_Hirschia                         -          LKAP-TSAKG2_D09_073_2018_2 -               55     896      61     937      41     946    1373    +    1.8e-187  623.6  18.5  -
Bacillaceae_Virgibacillus                        -          LKAP-TSAKG2_D09_073_2018_2 -               83     989      59     946      39     948    1519    +    1.9e-187  623.5  18.4  -
Helicobacteraceae_Sulfurovum                     -          LKAP-TSAKG2_D09_073_2018_2 -                2     911      21     946      20     948    1378    +    2.4e-187  623.1  18.4  -
Polyangiaceae_Racemicystis                       -          LKAP-TSAKG2_D09_073_2018_2 -               84     993      62     946      41     948    1549    +    3.3e-187  622.6  18.4  -
Neisseriaceae_Simonsiella                        -          LKAP-TSAKG2_D09_073_2018_2 -               67     966      55     946      25     948    1465    +    3.5e-187  622.4  18.5  -
Acholeplasmataceae_Acholeplasma                  -          LKAP-TSAKG2_D09_073_2018_2 -               45     943      55     946      34     948    1437    +    3.5e-187  622.3  19.0  -
Desulfobacteraceae_Desulfobacula                 -          LKAP-TSAKG2_D09_073_2018_2 -               87     997      58     943      24     949    1522    +    3.6e-187  622.5  18.5  -
Bradyrhizobiaceae_Salinarimonas                  -          LKAP-TSAKG2_D09_073_2018_2 -               69     914      61     940      44     947    1438    +    3.8e-187  622.5  18.2  -
Thiobacilliaceae_Annwoodia                       -          LKAP-TSAKG2_D09_073_2018_2 -               82     972      57     940      35     947    1525    +    5.3e-187  621.9  18.7  -
Burkholderiaceae_Paucimonas                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     953      23     940      11     947    1488    +    5.4e-187  621.7  18.9  -
Neisseriaceae_Bergeriella                        -          LKAP-TSAKG2_D09_073_2018_2 -               90     986      56     946      34     948    1494    +    5.5e-187  621.6  18.4  -
Bacillaceae_Oceanobacillus                       -          LKAP-TSAKG2_D09_073_2018_2 -               25     987      15     946       8     948    1508    +    6.6e-187  621.6  18.4  -
Anaplasmataceae_Neorickettsia                    -          LKAP-TSAKG2_D09_073_2018_2 -               61     934      23     938      10     946    1498    +    6.8e-187  621.6  18.1  -
Comamonadaceae_Zhizhongheella                    -          LKAP-TSAKG2_D09_073_2018_2 -              101     990      56     940      35     947    1548    +    7.7e-187  621.3  18.6  -
Planococcaceae_Bhargavaea                        -          LKAP-TSAKG2_D09_073_2018_2 -               53     990      23     946      12     948    1544    +    8.2e-187  621.2  17.9  -
Pseudonocardiaceae_Actinokineospora              -          LKAP-TSAKG2_D09_073_2018_2 -               32     939      22     946      11     948    1474    +    8.5e-187  621.2  19.5  -
Clostridiaceae_Natronincola                      -          LKAP-TSAKG2_D09_073_2018_2 -               50     965      23     946      15     948    1489    +    9.2e-187  620.8  18.5  -
Listeriaceae_Listeria                            -          LKAP-TSAKG2_D09_073_2018_2 -               18     958      24     946      14     948    1458    +    9.8e-187  621.2  18.3  -
Gammaproteobacteria_Acidibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -                4     903      53     946      50     948    1239    +    1.1e-186  620.7  19.3  -
Microbacteriaceae_Microbacterium                 -          LKAP-TSAKG2_D09_073_2018_2 -               32     939      22     940      10     947    1457    +    1.1e-186  620.8  19.2  -
Chromobacteriaceae_Formivibrio                   -          LKAP-TSAKG2_D09_073_2018_2 -               71     965      57     946      35     948    1490    +    1.2e-186  620.7  18.5  -
Alcaligenaceae_Basilea                           -          LKAP-TSAKG2_D09_073_2018_2 -               67     991      23     940      11     947    1559    +    1.2e-186  620.7  18.7  -
Syntrophobacteraceae_Desulfacinum                -          LKAP-TSAKG2_D09_073_2018_2 -               68     966      62     946      42     948    1461    +    1.2e-186  620.7  18.5  -
