# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_H04_018_2018_2 -               18     854      14     848       5     848    1491    +           0 1031.8  15.3  -
Methylococcaceae_Methyloparacoccus               -          LKAP-TSAKG2_H04_018_2018_2 -               27     852      21     847       5     848    1451    +    1.1e-175  584.1  15.2  -
Rhodobacteraceae_Defluviimonas                   -          LKAP-TSAKG2_H04_018_2018_2 -               27     800      21     848       5     848    1389    +    1.4e-175  584.0  14.7  -
Chromatiaceae_Thiobaca                           -          LKAP-TSAKG2_H04_018_2018_2 -               24     841      21     848       5     848    1370    +    1.5e-175  583.8  15.4  -
Oceanospirillaceae_Oceaniserpentilla             -          LKAP-TSAKG2_H04_018_2018_2 -               41     879      14     848       4     848    1475    +      2e-175  583.1  15.3  -
Desulfuromonadaceae_Pelobacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               46     891      21     848       6     848    1542    +    2.1e-175  583.3  15.3  -
Erythrobacteraceae_Porphyrobacter                -          LKAP-TSAKG2_H04_018_2018_2 -               47     821      21     848       8     848    1477    +    2.8e-175  583.0  14.5  -
Rhodospirillaceae_Caenispirillum                 -          LKAP-TSAKG2_H04_018_2018_2 -               30     777      63     848      43     848    1418    +    2.9e-175  582.9  15.0  -
Rhodospirillaceae_Skermanella                    -          LKAP-TSAKG2_H04_018_2018_2 -               27     801      21     848       6     848    1409    +    3.6e-175  582.8  14.5  -
Rhodobacteraceae_Gemmobacter                     -          LKAP-TSAKG2_H04_018_2018_2 -               24     800      19     848       5     848    1399    +      4e-175  582.6  15.1  -
Comamonadaceae_Lampropedia                       -          LKAP-TSAKG2_H04_018_2018_2 -               46     873      21     848       5     848    1488    +    4.6e-175  582.1  15.6  -
Rhizobiales_Amorphus                             -          LKAP-TSAKG2_H04_018_2018_2 -               17     799      14     848       4     848    1427    +    5.4e-175  582.1  15.3  -
Acetobacteraceae_Stella                          -          LKAP-TSAKG2_H04_018_2018_2 -               28     803      22     848       8     848    1447    +    6.6e-175  581.9  14.9  -
Phyllobacteriaceae_Aminobacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               26     806      14     848       6     848    1453    +    7.2e-175  581.6  15.6  -
Hahellaceae_Halospina                            -          LKAP-TSAKG2_H04_018_2018_2 -                9     828      21     847      15     848    1427    +    7.7e-175  581.4  15.2  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-TSAKG2_H04_018_2018_2 -               18     798      14     848       4     848    1430    +    1.2e-174  581.0  15.6  -
Erythrobacteraceae_Erythrobacter                 -          LKAP-TSAKG2_H04_018_2018_2 -               25     799      21     848       7     848    1442    +    1.3e-174  580.9  14.5  -
Thioalkalispiraceae_Thioalkalispira              -          LKAP-TSAKG2_H04_018_2018_2 -               16     839      21     847       9     848    1433    +    1.4e-174  580.3  15.0  -
Acetobacteraceae_Tanticharoenia                  -          LKAP-TSAKG2_H04_018_2018_2 -               27     803      21     848       8     848    1414    +    1.7e-174  580.5  15.4  -
Aurantimonadaceae_Martelella                     -          LKAP-TSAKG2_H04_018_2018_2 -               39     818      15     848       5     848    1443    +    1.7e-174  580.7  15.1  -
Chromatiaceae_Thiococcus                         -          LKAP-TSAKG2_H04_018_2018_2 -               27     852      21     848       5     848    1470    +    1.8e-174  580.1  15.2  -
Ectothiorhodospiraceae_Acidihalobacter           -          LKAP-TSAKG2_H04_018_2018_2 -                1     821      26     847      26     848    1599    +    2.1e-174  579.7  15.4  -
Kangiellaceae_Aliikangiella                      -          LKAP-TSAKG2_H04_018_2018_2 -               10     827      34     848      24     848    1392    +    2.6e-174  579.4  15.0  -
Hyphomonadaceae_Maricaulis                       -          LKAP-TSAKG2_H04_018_2018_2 -               18     800      14     848       6     848    1422    +    3.3e-174  579.5  15.2  -
Rhodobacteraceae_Pseudorhodobacter               -          LKAP-TSAKG2_H04_018_2018_2 -               44     817      21     848       7     848    1428    +    3.5e-174  579.4  15.1  -
Syntrophomonadaceae_Syntrophomonas               -          LKAP-TSAKG2_H04_018_2018_2 -               44     897      21     848       5     848    1529    +    4.1e-174  578.8  15.5  -
Litoricolaceae_Litoribacillus                    -          LKAP-TSAKG2_H04_018_2018_2 -               47     885      14     848       4     848    1519    +    4.4e-174  578.7  15.4  -
Rhodospirillaceae_Fodinicurvata                  -          LKAP-TSAKG2_H04_018_2018_2 -                9     786      20     848      14     848    1390    +    5.3e-174  578.9  14.7  -
Rhodobacteraceae_Roseibium                       -          LKAP-TSAKG2_H04_018_2018_2 -               37     816      14     848       4     848    1397    +    6.7e-174  578.7  15.4  -
Xanthobacteraceae_Xanthobacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               20     792      21     848       5     848    1413    +    6.8e-174  578.4  15.4  -
Hyphomicrobiaceae_Pelagibacterium                -          LKAP-TSAKG2_H04_018_2018_2 -               18     800      14     848       6     848    1408    +    6.8e-174  578.4  15.1  -
Chromatiaceae_Chromatium                         -          LKAP-TSAKG2_H04_018_2018_2 -               47     864      21     848       5     848    1391    +      9e-174  577.9  15.5  -
Immundisolibacteraceae_Immundisolibacter         -          LKAP-TSAKG2_H04_018_2018_2 -               56     887      21     848       5     848    1555    +    1.1e-173  577.4  15.4  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP-TSAKG2_H04_018_2018_2 -               47     868      21     848       5     848    1475    +    1.9e-173  576.8  15.3  -
Acetobacteraceae_Komagataeibacter                -          LKAP-TSAKG2_H04_018_2018_2 -               39     815      21     848       7     848    1456    +    2.2e-173  576.9  15.3  -
Spirochaetaceae_Spirochaeta                      -          LKAP-TSAKG2_H04_018_2018_2 -               38     867      21     848       7     848    1495    +    2.3e-173  576.5  15.4  -
Desulfobacteraceae_Desulfofaba                   -          LKAP-TSAKG2_H04_018_2018_2 -               34     889      17     848       6     848    1512    +    2.3e-173  576.4  15.4  -
Rhodobacteraceae_Albimonas                       -          LKAP-TSAKG2_H04_018_2018_2 -               38     820      14     848       6     848    1429    +    3.1e-173  576.3  14.2  -
Ferrimonadaceae_Paraferrimonas                   -          LKAP-TSAKG2_H04_018_2018_2 -               18     856      14     848       4     848    1463    +    3.2e-173  575.8  15.2  -
Ruminococcaceae_Acetivibrio                      -          LKAP-TSAKG2_H04_018_2018_2 -               41     873      21     848       7     848    1529    +    3.4e-173  575.8  15.3  -
Acetobacteraceae_Gluconacetobacter               -          LKAP-TSAKG2_H04_018_2018_2 -               27     803      21     848       8     848    1418    +    3.6e-173  576.2  15.2  -
Halobacteriovoracaceae_Halobacteriovorax         -          LKAP-TSAKG2_H04_018_2018_2 -               27     871      21     848       9     848    1480    +    3.9e-173  575.7  15.4  -
Oceanospirillales_Spongiispira                   -          LKAP-TSAKG2_H04_018_2018_2 -               24     862      14     848       4     848    1486    +      4e-173  575.5  15.3  -
Erythrobacteraceae_Croceicoccus                  -          LKAP-TSAKG2_H04_018_2018_2 -               47     821      21     848       6     848    1477    +    4.3e-173  575.8  14.1  -
Cellvibrionaceae_Saccharophagus                  -          LKAP-TSAKG2_H04_018_2018_2 -               10     832      21     848      15     848    1431    +      5e-173  575.2  15.0  -
Hyphomicrobiaceae_Pedomicrobium                  -          LKAP-TSAKG2_H04_018_2018_2 -               38     811      21     848       7     848    1400    +    5.2e-173  575.5  15.4  -
Kordiimonadaceae_Kordiimonas                     -          LKAP-TSAKG2_H04_018_2018_2 -               27     811      21     848       8     848    1421    +    5.4e-173  575.5  14.9  -
Ectothiorhodospiraceae_Thioalbus                 -          LKAP-TSAKG2_H04_018_2018_2 -                4     833      16     847      13     848    1417    +    8.9e-173  574.5  15.1  -
Acetobacteraceae_Acidiphilium                    -          LKAP-TSAKG2_H04_018_2018_2 -               27     810      21     848       8     848    1418    +    1.1e-172  574.5  16.0  -
Rhizobiaceae_Ensifer                             -          LKAP-TSAKG2_H04_018_2018_2 -               18     798      14     848       5     848    1437    +    1.1e-172  574.5  15.7  -
Aurantimonadaceae_Fulvimarina                    -          LKAP-TSAKG2_H04_018_2018_2 -               39     821      14     848       6     848    1453    +    1.4e-172  574.1  15.4  -
Methylobacteriaceae_Methylobacterium             -          LKAP-TSAKG2_H04_018_2018_2 -               17     800      15     848       5     848    1424    +    1.4e-172  574.0  15.0  -
Rhizobiaceae_Pararhizobium                       -          LKAP-TSAKG2_H04_018_2018_2 -               39     818      15     848       5     848    1477    +    1.5e-172  573.9  15.5  -
Bartonellaceae_Bartonella                        -          LKAP-TSAKG2_H04_018_2018_2 -               18     801      14     848       5     848    1410    +    1.8e-172  573.7  15.1  -
Rhodobacteraceae_Loktanella                      -          LKAP-TSAKG2_H04_018_2018_2 -               24     800      19     848       6     848    1385    +    1.9e-172  573.7  14.9  -
Rhodospirillaceae_Rhodovibrio                    -          LKAP-TSAKG2_H04_018_2018_2 -               42     820      21     848       6     848    1480    +    2.5e-172  573.3  14.5  -
Hyphomicrobiaceae_Rhodoplanes                    -          LKAP-TSAKG2_H04_018_2018_2 -               38     822      14     848       4     848    1451    +    2.8e-172  573.1  15.6  -
Brucellaceae_Paenochrobactrum                    -          LKAP-TSAKG2_H04_018_2018_2 -               26     771      65     848      45     848    1348    +    3.7e-172  572.5  15.0  -
Gammaproteobacteria_Thiohalobacter               -          LKAP-TSAKG2_H04_018_2018_2 -               28     827      16     848       4     848    1455    +    3.7e-172  572.4  15.5  -
Acetobacteraceae_Neokomagataea                   -          LKAP-TSAKG2_H04_018_2018_2 -               47     823      21     848       8     848    1437    +    4.2e-172  572.7  15.4  -
Brucellaceae_Pseudochrobactrum                   -          LKAP-TSAKG2_H04_018_2018_2 -               14     796      14     848       5     848    1400    +    4.4e-172  572.5  15.4  -
Ectothiorhodospiraceae_Thiogranum                -          LKAP-TSAKG2_H04_018_2018_2 -               34     866      21     847       5     848    1508    +    4.7e-172  572.2  15.3  -
Kangiellaceae_Pleionea                           -          LKAP-TSAKG2_H04_018_2018_2 -               39     873      20     848       4     848    1485    +    6.1e-172  571.5  15.4  -
Rhodobacteraceae_Amaricoccus                     -          LKAP-TSAKG2_H04_018_2018_2 -               37     819      14     848       6     848    1428    +    8.2e-172  571.6  15.5  -
Rhodobacteraceae_Celeribacter                    -          LKAP-TSAKG2_H04_018_2018_2 -               44     816      21     848       7     848    1428    +    8.6e-172  571.5  15.2  -
Halieaceae_Marimicrobium                         -          LKAP-TSAKG2_H04_018_2018_2 -               26     857      14     848       4     848    1512    +      9e-172  571.2  15.2  -
Gammaproteobacteria_Methylohalomonas             -          LKAP-TSAKG2_H04_018_2018_2 -               20     822      49     847      29     848    1325    +    9.4e-172  571.3  14.9  -
Chromatiaceae_Thiorhodovibrio                    -          LKAP-TSAKG2_H04_018_2018_2 -               27     846      21     848       5     848    1456    +    9.9e-172  571.2  15.5  -
Ventosimonadaceae_Ventosimonas                   -          LKAP-TSAKG2_H04_018_2018_2 -               52     885      20     848       4     848    1489    +    1.1e-171  570.8  15.4  -
Haliangiaceae_Haliangium                         -          LKAP-TSAKG2_H04_018_2018_2 -               34     888      14     848       6     848    1507    +    1.3e-171  570.8  14.9  -
Sphingomonadaceae_Sphingopyxis                   -          LKAP-TSAKG2_H04_018_2018_2 -               36     810      21     848       8     848    1436    +    1.8e-171  570.5  14.2  -
Rhodobacteraceae_Labrenzia                       -          LKAP-TSAKG2_H04_018_2018_2 -               38     820      14     848       4     848    1447    +    1.8e-171  570.4  15.1  -
Brucellaceae_Mycoplana                           -          LKAP-TSAKG2_H04_018_2018_2 -               19     799      14     848       6     848    1438    +      2e-171  570.3  15.5  -
Rhodobacteraceae_Oceanicola                      -          LKAP-TSAKG2_H04_018_2018_2 -               44     817      21     848       7     848    1421    +    2.5e-171  569.8  14.9  -
Rhodobiaceae_Rhodoligotrophos                    -          LKAP-TSAKG2_H04_018_2018_2 -               38     830      14     848       6     848    1487    +    2.7e-171  569.8  15.5  -
Rhizobiaceae_Shinella                            -          LKAP-TSAKG2_H04_018_2018_2 -               24     804      14     848       5     848    1418    +    2.8e-171  569.8  15.5  -
Methylococcaceae_Methyloprofundus                -          LKAP-TSAKG2_H04_018_2018_2 -                2     829      21     848      20     848    1414    +    3.3e-171  569.2  15.1  -
Pasteurellaceae_Volucribacter                    -          LKAP-TSAKG2_H04_018_2018_2 -                3     828      28     848      26     848    1434    +    3.9e-171  569.3  15.1  -
Xanthobacteraceae_Azorhizobium                   -          LKAP-TSAKG2_H04_018_2018_2 -               36     807      21     848       6     848    1449    +    4.2e-171  569.2  15.4  -
Rhodobacteraceae_Confluentimicrobium             -          LKAP-TSAKG2_H04_018_2018_2 -               37     819      14     848       6     848    1455    +    4.5e-171  569.0  15.0  -
Rhodobacteraceae_Jannaschia                      -          LKAP-TSAKG2_H04_018_2018_2 -               27     798      21     848       8     848    1396    +    4.5e-171  569.1  15.0  -
Desulfobulbaceae_Desulfobulbus                   -          LKAP-TSAKG2_H04_018_2018_2 -               28     870      21     848       6     848    1456    +    4.6e-171  568.8  15.3  -
Caulobacteraceae_Brevundimonas                   -          LKAP-TSAKG2_H04_018_2018_2 -               27     800      21     848       6     848    1415    +      5e-171  568.9  14.6  -
Comamonadaceae_Verminephrobacter                 -          LKAP-TSAKG2_H04_018_2018_2 -               39     873      17     848       4     848    1469    +    7.8e-171  567.9  16.1  -
Rhodospirillaceae_Inquilinus                     -          LKAP-TSAKG2_H04_018_2018_2 -               47     821      21     848       7     848    1420    +    1.2e-170  567.7  15.2  -
Rhodobacteraceae_Roseovarius                     -          LKAP-TSAKG2_H04_018_2018_2 -               22     802      16     848       6     848    1415    +    1.2e-170  567.6  15.1  -
Desulfovibrionaceae_Pseudodesulfovibrio          -          LKAP-TSAKG2_H04_018_2018_2 -               43     881      21     848       6     848    1537    +    1.5e-170  567.0  15.5  -
Xanthobacteraceae_Labrys                         -          LKAP-TSAKG2_H04_018_2018_2 -               18     798      14     848       5     848    1409    +    1.6e-170  567.2  15.1  -
Rhodobacteraceae_Pseudooceanicola                -          LKAP-TSAKG2_H04_018_2018_2 -               47     820      21     848       7     848    1429    +    1.9e-170  566.8  14.9  -
Acetobacteraceae_Asaia                           -          LKAP-TSAKG2_H04_018_2018_2 -               27     803      21     848       8     848    1411    +    2.1e-170  567.0  15.7  -
Rhodospirillaceae_Oceanibaculum                  -          LKAP-TSAKG2_H04_018_2018_2 -               47     821      21     848       8     848    1451    +    2.9e-170  566.4  15.3  -
Sphingomonadaceae_Polymorphobacter               -          LKAP-TSAKG2_H04_018_2018_2 -               25     800      21     848       5     848    1431    +    2.9e-170  566.5  15.1  -
Ectothiorhodospiraceae_Ectothiorhodosinus        -          LKAP-TSAKG2_H04_018_2018_2 -               20     843      21     847       7     848    1445    +      3e-170  566.1  15.6  -
Chromatiaceae_Rhabdochromatium                   -          LKAP-TSAKG2_H04_018_2018_2 -               27     846      21     848       5     848    1452    +    3.4e-170  566.1  15.2  -
Chelatococcaceae_Camelimonas                     -          LKAP-TSAKG2_H04_018_2018_2 -               38     819      15     848       6     848    1446    +      4e-170  566.2  15.1  -
Desulfobulbaceae_Desulfocapsa                    -          LKAP-TSAKG2_H04_018_2018_2 -               27     872      21     848       6     848    1482    +      4e-170  565.6  15.4  -
Coxiellaceae_Coxiella                            -          LKAP-TSAKG2_H04_018_2018_2 -               28     855      21     847       6     848    1465    +    4.7e-170  565.5  15.4  -
Sphingomonadaceae_Blastomonas                    -          LKAP-TSAKG2_H04_018_2018_2 -               39     818      17     848       5     848    1448    +    5.6e-170  565.4  14.4  -
Lachnospiraceae_Coprococcus                      -          LKAP-TSAKG2_H04_018_2018_2 -               27     834      21     848       5     848    1440    +    6.3e-170  565.3  16.1  -
Caulobacteraceae_Asticcacaulis                   -          LKAP-TSAKG2_H04_018_2018_2 -               27     798      21     848       5     848    1401    +      7e-170  565.2  15.3  -
Cohaesibacteraceae_Cohaesibacter                 -          LKAP-TSAKG2_H04_018_2018_2 -               39     819      16     848       5     848    1425    +    7.5e-170  565.1  15.0  -
Rhodobacteraceae_Haematobacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               41     814      21     848       6     848    1414    +    7.6e-170  565.0  15.0  -
Desulfobacteraceae_Desulfatiferula               -          LKAP-TSAKG2_H04_018_2018_2 -               48     895      21     848       4     848    1554    +    8.2e-170  564.6  15.5  -
Sphingomonadaceae_Sphingoaurantiacus             -          LKAP-TSAKG2_H04_018_2018_2 -               20     801      16     848       4     848    1429    +    8.5e-170  565.1  14.3  -
Rhodospirillaceae_Insolitispirillum              -          LKAP-TSAKG2_H04_018_2018_2 -               27     800      21     848       7     848    1442    +    8.7e-170  564.8  15.1  -
Aurantimonadaceae_Aurantimonas                   -          LKAP-TSAKG2_H04_018_2018_2 -               28     810      14     848       6     848    1410    +    9.2e-170  564.7  15.5  -
Cellvibrionaceae_Teredinibacter                  -          LKAP-TSAKG2_H04_018_2018_2 -               25     847      20     848       4     848    1469    +    9.6e-170  564.3  15.3  -
Rhodobacteraceae_Ruegeria                        -          LKAP-TSAKG2_H04_018_2018_2 -               20     800      16     848       6     848    1386    +    9.9e-170  564.6  15.1  -
Rhodospirillaceae_Phaeospirillum                 -          LKAP-TSAKG2_H04_018_2018_2 -                8     792      12     848       5     848    1401    +    1.1e-169  564.5  14.8  -
Helicobacteraceae_Helicobacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               46     837      21     848       7     848    1474    +    1.1e-169  563.4  15.2  -
Ectothiorhodospiraceae_Halopeptonella            -          LKAP-TSAKG2_H04_018_2018_2 -                1     824      23     847      23     848    1437    +    1.2e-169  564.2  15.4  -
Desulfobulbaceae_Desulforhopalus                 -          LKAP-TSAKG2_H04_018_2018_2 -               27     857      21     848       7     848    1498    +    1.4e-169  564.1  15.6  -
Rhodobacteraceae_Amylibacter                     -          LKAP-TSAKG2_H04_018_2018_2 -               27     800      21     848       7     848    1423    +    1.4e-169  564.1  15.2  -
Bacteroidaceae_Bacteroides                       -          LKAP-TSAKG2_H04_018_2018_2 -               28     866      15     848       8     848    1480    +    1.5e-169  563.9  15.0  -
Alcaligenaceae_Parapusillimonas                  -          LKAP-TSAKG2_H04_018_2018_2 -               25     853      18     848       5     848    1449    +    1.5e-169  563.9  15.3  -
Methylococcaceae_Methylogaea                     -          LKAP-TSAKG2_H04_018_2018_2 -               30     821      61     847      40     848    1451    +    1.9e-169  563.5  15.1  -
Methylococcaceae_Methylomagnum                   -          LKAP-TSAKG2_H04_018_2018_2 -               27     846      21     847       5     848    1452    +    2.2e-169  563.3  15.1  -
Lysobacteriales_Povalibacter                     -          LKAP-TSAKG2_H04_018_2018_2 -               49     882      16     848       4     848    1508    +    2.6e-169  563.2  15.7  -
Flavobacteriaceae_Flavobacterium                 -          LKAP-TSAKG2_H04_018_2018_2 -               19     843      15     848       5     848    1442    +    2.9e-169  562.9  14.7  -
Methylocystaceae_Methylocystis                   -          LKAP-TSAKG2_H04_018_2018_2 -               31     811      16     848       6     848    1426    +    3.5e-169  562.8  15.4  -
Spongiibacteraceae_Dasania                       -          LKAP-TSAKG2_H04_018_2018_2 -               21     849      16     848       4     848    1486    +    3.7e-169  562.5  15.3  -
Rhodobacteraceae_Actibacterium                   -          LKAP-TSAKG2_H04_018_2018_2 -               24     804      14     848       4     848    1429    +    3.8e-169  562.8  15.1  -
Rhodobacteraceae_Falsirhodobacter                -          LKAP-TSAKG2_H04_018_2018_2 -               11     793      12     848       4     848    1387    +    3.9e-169  562.7  15.5  -
Rhodobacteraceae_Thalassobius                    -          LKAP-TSAKG2_H04_018_2018_2 -               20     800      16     848       6     848    1389    +    4.2e-169  562.6  15.2  -
Chelatococcaceae_Chelatococcus                   -          LKAP-TSAKG2_H04_018_2018_2 -               21     800      17     848       5     848    1430    +    4.3e-169  562.5  15.2  -
Xanthobacteraceae_Pseudoxanthobacter             -          LKAP-TSAKG2_H04_018_2018_2 -               50     823      21     848       7     848    1456    +    5.2e-169  562.1  15.1  -
Desulfobacteraceae_Desulfonema                   -          LKAP-TSAKG2_H04_018_2018_2 -               26     880      18     848       5     848    1506    +    8.2e-169  561.4  15.4  -
Lysobacteraceae_Chujaibacter                     -          LKAP-TSAKG2_H04_018_2018_2 -               31     862      21     847       5     848    1483    +    8.8e-169  561.1  15.4  -
Rhodobacteraceae_Litoreibacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               27     798      21     848       7     848    1395    +    9.2e-169  561.3  14.8  -
Hyphomicrobiaceae_Angulomicrobium                -          LKAP-TSAKG2_H04_018_2018_2 -               18     798      14     848       6     848    1409    +    1.1e-168  561.3  15.8  -
Sphingomonadaceae_Sphingobium                    -          LKAP-TSAKG2_H04_018_2018_2 -               41     815      21     848       8     848    1442    +    1.1e-168  561.3  14.5  -
Rhodobacteraceae_Pseudoruegeria                  -          LKAP-TSAKG2_H04_018_2018_2 -               27     800      21     848       7     848    1412    +    1.1e-168  561.1  15.1  -
Methylocystaceae_Methylopila                     -          LKAP-TSAKG2_H04_018_2018_2 -               38     817      14     847       4     848    1425    +    1.2e-168  561.0  15.8  -
Rhodospirillaceae_Thalassobaculum                -          LKAP-TSAKG2_H04_018_2018_2 -               42     813      21     848       6     848    1384    +    1.5e-168  560.7  15.1  -
Hyphomicrobiaceae_Maritalea                      -          LKAP-TSAKG2_H04_018_2018_2 -                6     778      22     848      19     848    1356    +    1.5e-168  560.7  15.0  -
Rhodobacteraceae_Octadecabacter                  -          LKAP-TSAKG2_H04_018_2018_2 -               27     802      21     848       7     848    1389    +    1.6e-168  560.5  14.7  -
Mycoplasmataceae_Mycoplasma                      -          LKAP-TSAKG2_H04_018_2018_2 -               20     837      22     848      12     848    1465    +    1.7e-168  560.6  15.5  -
Rhodobacteraceae_Maritimibacter                  -          LKAP-TSAKG2_H04_018_2018_2 -               39     820      15     848       6     848    1430    +    1.8e-168  560.4  15.0  -
Chromatiaceae_Phaeochromatium                    -          LKAP-TSAKG2_H04_018_2018_2 -                6     828      21     848      16     848    1434    +    1.9e-168  560.4  15.2  -
Rhodobacteraceae_Roseivivax                      -          LKAP-TSAKG2_H04_018_2018_2 -               26     808      14     848       5     848    1405    +      2e-168  560.3  14.9  -
Rhizobiaceae_Neorhizobium                        -          LKAP-TSAKG2_H04_018_2018_2 -               29     808      15     848       5     848    1459    +    2.2e-168  560.4  15.5  -
Rhodobacteraceae_Pseudoroseovarius               -          LKAP-TSAKG2_H04_018_2018_2 -               27     800      21     848       7     848    1391    +    2.2e-168  560.1  15.4  -
Beijerinckiaceae_Methylocella                    -          LKAP-TSAKG2_H04_018_2018_2 -               27     800      21     848       7     848    1406    +    2.6e-168  559.8  15.4  -
Methylocystaceae_Methylosinus                    -          LKAP-TSAKG2_H04_018_2018_2 -               18     802      14     848       6     848    1410    +      3e-168  559.8  15.2  -
Shewanellaceae_Psychrobium                       -          LKAP-TSAKG2_H04_018_2018_2 -               25     860      20     848       4     848    1469    +    3.2e-168  559.4  15.3  -
Methylocystaceae_Terasakiella                    -          LKAP-TSAKG2_H04_018_2018_2 -               47     830      21     848       7     848    1463    +    3.2e-168  559.4  15.1  -
Sneathiellaceae_Sneathiella                      -          LKAP-TSAKG2_H04_018_2018_2 -               32     815      21     848       7     848    1453    +    3.5e-168  559.5  15.5  -
Halothiobacillaceae_Thiofaba                     -          LKAP-TSAKG2_H04_018_2018_2 -               27     847      21     848       5     848    1487    +    3.7e-168  559.1  15.3  -
Sphingomonadaceae_Stakelama                      -          LKAP-TSAKG2_H04_018_2018_2 -               27     802      21     848       8     848    1414    +    3.7e-168  559.5  14.2  -
Phyllobacteriaceae_Pseudahrensia                 -          LKAP-TSAKG2_H04_018_2018_2 -               27     800      21     848       7     848    1441    +    3.9e-168  559.3  15.4  -
Alteromonadales_Neiella                          -          LKAP-TSAKG2_H04_018_2018_2 -               45     873      20     848       4     848    1501    +    4.1e-168  558.9  15.4  -
Rhodospirillaceae_Reyranella                     -          LKAP-TSAKG2_H04_018_2018_2 -               23     807      14     848       6     848    1429    +    4.4e-168  559.1  15.3  -
Hyphomonadaceae_Algimonas                        -          LKAP-TSAKG2_H04_018_2018_2 -                1     784      23     848      23     848    1351    +    4.6e-168  559.2  15.0  -
Cellvibrionaceae_Pseudoteredinibacter            -          LKAP-TSAKG2_H04_018_2018_2 -                8     792      66     848      59     848    1406    +    4.7e-168  558.7  15.1  -
Rhodospirillaceae_Nitrospirillum                 -          LKAP-TSAKG2_H04_018_2018_2 -               57     848      21     848       8     848    1471    +    5.8e-168  558.7  15.0  -
Rhodobacteraceae_Aliiroseovarius                 -          LKAP-TSAKG2_H04_018_2018_2 -               27     802      21     848       7     848    1395    +      1e-167  558.0  15.1  -
Rhodospirillaceae_Rhodocista                     -          LKAP-TSAKG2_H04_018_2018_2 -               14     784      22     848      14     848    1373    +    1.1e-167  557.8  14.2  -
Rhodospirillaceae_Thalassospira                  -          LKAP-TSAKG2_H04_018_2018_2 -               47     828      21     848       6     848    1457    +    1.2e-167  557.2  15.5  -
Selenomonadaceae_Selenomonas                     -          LKAP-TSAKG2_H04_018_2018_2 -               48     899      21     848       7     848    1508    +    1.5e-167  557.1  15.4  -
Sphingomonadaceae_Zymomonas                      -          LKAP-TSAKG2_H04_018_2018_2 -               48     822      21     848       8     848    1452    +    1.5e-167  557.3  14.2  -
Rhodobacteraceae_Sulfitobacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               20     800      16     848       5     848    1405    +    1.8e-167  557.0  15.4  -
Piscirickettsiaceae_Sulfurivirga                 -          LKAP-TSAKG2_H04_018_2018_2 -               48     882      21     848       4     848    1457    +    2.2e-167  556.7  15.3  -
Burkholderiaceae_Lautropia                       -          LKAP-TSAKG2_H04_018_2018_2 -               44     871      19     848       5     848    1519    +    2.4e-167  556.7  15.6  -
Brucellaceae_Brucella                            -          LKAP-TSAKG2_H04_018_2018_2 -               23     803      14     848       5     848    1412    +    2.8e-167  556.6  15.7  -
Rhodobacteraceae_Ponticoccus                     -          LKAP-TSAKG2_H04_018_2018_2 -               50     821      21     848       7     848    1426    +    3.3e-167  556.1  15.4  -
Arenicellaceae_Perspicuibacter                   -          LKAP-TSAKG2_H04_018_2018_2 -               17     796      64     848      49     848    1365    +    5.2e-167  555.4  15.4  -
Beijerinckiaceae_Methylocapsa                    -          LKAP-TSAKG2_H04_018_2018_2 -               44     817      21     848       7     848    1419    +    5.8e-167  555.3  15.4  -
Alcaligenaceae_Eoetvoesia                        -          LKAP-TSAKG2_H04_018_2018_2 -               23     851      18     848       5     848    1453    +    6.1e-167  555.3  15.3  -
Methylococcaceae_Methylosoma                     -          LKAP-TSAKG2_H04_018_2018_2 -               73     863      62     848      40     848    1491    +    6.4e-167  554.9  14.7  -
Methylocystaceae_Pleomorphomonas                 -          LKAP-TSAKG2_H04_018_2018_2 -               37     821      14     848       6     848    1433    +    6.7e-167  555.3  15.3  -
Bradyrhizobiaceae_Bosea                          -          LKAP-TSAKG2_H04_018_2018_2 -               34     816      14     848       6     848    1455    +    6.8e-167  555.2  14.6  -
Alcaligenaceae_Verticiella                       -          LKAP-TSAKG2_H04_018_2018_2 -               22     852      16     848       5     848    1454    +    7.5e-167  555.0  15.3  -
Algiphilaceae_Algiphilus                         -          LKAP-TSAKG2_H04_018_2018_2 -               47     870      21     847       5     848    1501    +    7.8e-167  554.6  15.4  -
Rhodobacteraceae_Tropicimonas                    -          LKAP-TSAKG2_H04_018_2018_2 -               27     800      21     848       5     848    1390    +    8.2e-167  554.9  15.0  -
Lachnospiraceae_Butyrivibrio                     -          LKAP-TSAKG2_H04_018_2018_2 -               46     881      21     848       5     848    1518    +    8.3e-167  554.7  15.9  -
