# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_C07_059_2018_2 -               18     854      13     847       6     847    1491    +           0 1054.5  14.5  -
Morganellaceae_Proteus                           -          LKAP-TSAKG2_C07_059_2018_2 -               38     868      21     847       9     847    1494    +    3.5e-197  655.4  14.4  -
Oxalobacteraceae_Pseudoduganella                 -          LKAP-TSAKG2_C07_059_2018_2 -                1     823      22     847      22     847    1439    +      4e-197  655.3  15.2  -
Lysobacteraceae_Xylella                          -          LKAP-TSAKG2_C07_059_2018_2 -               48     879      21     847       9     847    1537    +    6.6e-197  654.6  14.5  -
Chromobacteriaceae_Iodobacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               25     851      19     847       8     847    1459    +    8.9e-197  654.3  14.7  -
Pasteurellaceae_Ursidibacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               63     905      13     847       8     847    1409    +    2.3e-196  652.8  14.4  -
Desulfovibrionaceae_Desulfovibrio                -          LKAP-TSAKG2_C07_059_2018_2 -               37     875      21     847      10     847    1521    +    2.7e-196  652.5  14.3  -
Pectobacteriaceae_Sodalis                        -          LKAP-TSAKG2_C07_059_2018_2 -               24     854      21     847       9     847    1511    +    4.1e-196  651.8  14.4  -
Chromobacteriaceae_Jeongeupia                    -          LKAP-TSAKG2_C07_059_2018_2 -               27     851      20     847       6     847    1490    +    4.1e-196  652.2  14.5  -
Morganellaceae_Xenorhabdus                       -          LKAP-TSAKG2_C07_059_2018_2 -               30     860      21     847       9     847    1493    +    7.9e-196  651.0  14.3  -
Enterobacteriaceae_Shimwellia                    -          LKAP-TSAKG2_C07_059_2018_2 -                7     836      22     847      18     847    1422    +      1e-195  650.7  14.6  -
Halomonadaceae_Modicisalibacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               38     877      13     847       5     847    1531    +    1.3e-195  649.9  14.5  -
Burkholderiales_Tepidimonas                      -          LKAP-TSAKG2_C07_059_2018_2 -               13     839      17     847      10     847    1487    +    2.2e-195  649.3  14.7  -
Rhodocyclaceae_Rhodocyclus                       -          LKAP-TSAKG2_C07_059_2018_2 -               21     853      15     847      10     847    1460    +    2.4e-195  649.5  14.6  -
Hafniaceae_Edwardsiella                          -          LKAP-TSAKG2_C07_059_2018_2 -               19     860      14     847       5     847    1466    +    2.8e-195  649.0  14.3  -
Budviciaceae_Budvicia                            -          LKAP-TSAKG2_C07_059_2018_2 -               49     879      21     847       8     847    1536    +    3.6e-195  648.6  14.6  -
Coxiellaceae_Aquicella                           -          LKAP-TSAKG2_C07_059_2018_2 -               18     846      21     847      12     847    1482    +    4.3e-195  648.5  14.9  -
Oxalobacteraceae_Janthinobacterium               -          LKAP-TSAKG2_C07_059_2018_2 -               20     850      15     847      10     847    1469    +      6e-195  648.2  14.8  -
Comamonadaceae_Roseateles                        -          LKAP-TSAKG2_C07_059_2018_2 -                1     821      22     847      22     847    1396    +    1.6e-194  646.7  14.6  -
Oceanospirillaceae_Motiliproteus                 -          LKAP-TSAKG2_C07_059_2018_2 -               27     857      20     847       6     847    1466    +    1.8e-194  646.3  14.5  -
Rhodospirillaceae_Magnetospirillum               -          LKAP-TSAKG2_C07_059_2018_2 -               28     800      21     847       9     847    1443    +    2.4e-194  646.0  13.9  -
Comamonadaceae_Comamonas                         -          LKAP-TSAKG2_C07_059_2018_2 -               20     847      16     847       8     847    1456    +    2.4e-194  645.8  14.7  -
Rhodocyclaceae_Dechloromonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               31     863      15     847      10     847    1512    +    3.7e-194  645.6  14.3  -
Oceanospirillaceae_Terasakiispira                -          LKAP-TSAKG2_C07_059_2018_2 -               18     840      21     847      10     847    1436    +    1.1e-193  643.7  14.6  -
Pasteurellaceae_Rodentibacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               44     877      13     847       8     847    1478    +    1.3e-193  643.5  14.6  -
Burkholderiales_Sphaerotilus                     -          LKAP-TSAKG2_C07_059_2018_2 -                8     834      15     847      10     847    1407    +    1.4e-193  643.6  14.3  -
Chromobacteriaceae_Andreprevotia                 -          LKAP-TSAKG2_C07_059_2018_2 -               40     823      65     847      44     847    1418    +    4.1e-193  642.0  14.5  -
Morganellaceae_Morganella                        -          LKAP-TSAKG2_C07_059_2018_2 -                2     805      47     847      46     847    1356    +    5.5e-193  641.7  14.8  -
Gammaproteobacteria_Litorivivens                 -          LKAP-TSAKG2_C07_059_2018_2 -               27     853      20     847       6     847    1456    +    6.1e-193  641.1  14.6  -
Phyllobacteriaceae_Chelativorans                 -          LKAP-TSAKG2_C07_059_2018_2 -               25     808      12     847       5     847    1409    +    6.2e-193  641.7  14.6  -
Pasteurellaceae_Mannheimia                       -          LKAP-TSAKG2_C07_059_2018_2 -               38     876      13     847       7     847    1504    +    7.8e-193  641.0  14.5  -
Enterobacteriaceae_Gibbsiella                    -          LKAP-TSAKG2_C07_059_2018_2 -               21     820      47     847      29     847    1396    +    8.4e-193  641.0  14.3  -
Chromobacteriaceae_Silvimonas                    -          LKAP-TSAKG2_C07_059_2018_2 -               28     851      21     847      10     847    1459    +    9.4e-193  641.1  14.3  -
Enterobacteriaceae_Cedecea                       -          LKAP-TSAKG2_C07_059_2018_2 -                1     780      70     847      70     847    1403    +      1e-192  640.7  13.4  -
Phyllobacteriaceae_Nitratireductor               -          LKAP-TSAKG2_C07_059_2018_2 -               35     817      13     847       6     847    1426    +    1.5e-192  640.3  14.7  -
Comamonadaceae_Caldimonas                        -          LKAP-TSAKG2_C07_059_2018_2 -               28     851      21     847       8     847    1468    +    1.9e-192  639.8  14.4  -
Morganellaceae_Photorhabdus                      -          LKAP-TSAKG2_C07_059_2018_2 -               29     862      20     847       6     847    1478    +    3.2e-192  639.3  14.4  -
Comamonadaceae_Hydrogenophaga                    -          LKAP-TSAKG2_C07_059_2018_2 -               46     868      20     847       8     847    1510    +      8e-192  637.4  15.1  -
Comamonadaceae_Acidovorax                        -          LKAP-TSAKG2_C07_059_2018_2 -               37     865      15     847      10     847    1497    +    1.4e-191  636.6  15.0  -
Oceanospirillaceae_Corallomonas                  -          LKAP-TSAKG2_C07_059_2018_2 -               19     842      25     847      10     847    1466    +    1.7e-191  636.3  14.4  -
Kiloniellaceae_Kiloniella                        -          LKAP-TSAKG2_C07_059_2018_2 -               36     829      12     847       4     847    1450    +      2e-191  636.2  14.3  -
Pasteurellaceae_Gallibacterium                   -          LKAP-TSAKG2_C07_059_2018_2 -               18     859      13     847       7     847    1464    +    2.7e-191  636.1  14.7  -
Halomonadaceae_Pistricoccus                      -          LKAP-TSAKG2_C07_059_2018_2 -               18     856      13     847       5     847    1463    +    3.2e-191  635.5  14.4  -
Methylothermaceae_Methylothermus                 -          LKAP-TSAKG2_C07_059_2018_2 -               39     879      13     847       7     847    1491    +    3.5e-191  635.5  14.6  -
Nitrosomonadaceae_Nitrosomonas                   -          LKAP-TSAKG2_C07_059_2018_2 -               24     852      18     847       9     847    1460    +      6e-191  634.9  14.6  -
Thorselliaceae_Thorsellia                        -          LKAP-TSAKG2_C07_059_2018_2 -                9     835      21     847      13     847    1421    +    6.7e-191  634.5  14.4  -
Chromobacteriaceae_Chitinilyticum                -          LKAP-TSAKG2_C07_059_2018_2 -               18     841      21     847      10     847    1455    +    1.1e-190  634.1  14.2  -
Comamonadaceae_Xenophilus                        -          LKAP-TSAKG2_C07_059_2018_2 -               13     839      17     847      10     847    1430    +    1.2e-190  633.5  14.5  -
Oceanospirillales_Alkalimarinus                  -          LKAP-TSAKG2_C07_059_2018_2 -               27     856      20     847       6     847    1464    +      2e-190  632.8  14.5  -
Comamonadaceae_Giesbergeria                      -          LKAP-TSAKG2_C07_059_2018_2 -               32     860      15     847       9     847    1484    +    2.5e-190  632.5  14.7  -
Cellvibrionaceae_Marinagarivorans                -          LKAP-TSAKG2_C07_059_2018_2 -               54     876      20     847       6     847    1534    +    2.5e-190  632.4  14.0  -
Yersiniaceae_Rahnella                            -          LKAP-TSAKG2_C07_059_2018_2 -                1     779      71     847      71     847    1345    +    3.8e-190  632.2  13.6  -
Rhodobiaceae_Parvibaculum                        -          LKAP-TSAKG2_C07_059_2018_2 -               63     808      64     847      43     847    1437    +    4.2e-190  632.2  14.2  -
Pasteurellaceae_Aggregatibacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               43     881      13     847       8     847    1480    +    4.3e-190  631.9  14.6  -
Rhodobiaceae_Afifella                            -          LKAP-TSAKG2_C07_059_2018_2 -               21     800      15     847       6     847    1443    +    9.3e-190  630.9  14.5  -
Thiotrichaceae_Cocleimonas                       -          LKAP-TSAKG2_C07_059_2018_2 -               33     864      20     847       7     847    1512    +      1e-189  630.5  14.4  -
Alteromonadaceae_Tamilnaduibacter                -          LKAP-TSAKG2_C07_059_2018_2 -               35     864      20     847       6     847    1474    +    1.3e-189  630.2  14.5  -
Comamonadaceae_Pelomonas                         -          LKAP-TSAKG2_C07_059_2018_2 -                1     816      22     847      22     847    1390    +    1.6e-189  630.2  14.6  -
Comamonadaceae_Diaphorobacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               33     858      18     847       5     847    1438    +    1.8e-189  629.5  14.7  -
Pectobacteriaceae_Lonsdalea                      -          LKAP-TSAKG2_C07_059_2018_2 -                1     779      71     847      71     847    1345    +    2.2e-189  629.7  13.6  -
Oceanospirillaceae_Oceanobacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               18     850      13     847       5     847    1452    +    2.5e-189  629.1  14.6  -
Methylococcaceae_Methylosphaera                  -          LKAP-TSAKG2_C07_059_2018_2 -               26     855      20     847       7     847    1451    +    3.5e-189  628.7  14.7  -
Rhodobacteraceae_Pseudovibrio                    -          LKAP-TSAKG2_C07_059_2018_2 -               48     820      21     847       9     847    1446    +    3.6e-189  629.1  14.1  -
Pasteurellaceae_Avibacterium                     -          LKAP-TSAKG2_C07_059_2018_2 -               43     883      13     847       8     847    1480    +    3.7e-189  628.9  14.7  -
Comamonadaceae_Delftia                           -          LKAP-TSAKG2_C07_059_2018_2 -               22     849      16     847       8     847    1470    +    4.2e-189  628.3  14.3  -
Comamonadaceae_Ottowia                           -          LKAP-TSAKG2_C07_059_2018_2 -               48     869      21     847      11     847    1492    +    9.5e-189  627.3  14.6  -
Acetobacteraceae_Roseomonas                      -          LKAP-TSAKG2_C07_059_2018_2 -               35     808      21     847       8     847    1438    +    1.1e-188  627.6  15.1  -
Spirillaceae_Spirillum                           -          LKAP-TSAKG2_C07_059_2018_2 -               37     877      15     847      10     847    1447    +    1.2e-188  627.4  14.5  -
Halomonadaceae_Halotalea                         -          LKAP-TSAKG2_C07_059_2018_2 -               27     856      20     847       6     847    1491    +    1.6e-188  626.6  14.5  -
Hyphomicrobiaceae_Devosia                        -          LKAP-TSAKG2_C07_059_2018_2 -               26     808      12     847       5     847    1432    +    1.7e-188  626.8  14.6  -
Phyllobacteriaceae_Aquamicrobium                 -          LKAP-TSAKG2_C07_059_2018_2 -               18     798      13     847       7     847    1407    +    2.2e-188  626.5  14.6  -
Cellvibrionaceae_Maricurvus                      -          LKAP-TSAKG2_C07_059_2018_2 -               46     875      20     847       6     847    1500    +    3.4e-188  625.3  14.5  -
Ectothiorhodospiraceae_Oceanococcus              -          LKAP-TSAKG2_C07_059_2018_2 -               38     877      13     847       5     847    1505    +      4e-188  625.3  14.5  -
Enterobacteriaceae_Mangrovibacter                -          LKAP-TSAKG2_C07_059_2018_2 -               15     805      59     847      44     847    1368    +    4.6e-188  625.2  14.4  -
Rhizobiaceae_Rhizobium                           -          LKAP-TSAKG2_C07_059_2018_2 -               17     798      12     847       5     847    1417    +    6.8e-188  624.8  14.5  -
Halomonadaceae_Aidingimonas                      -          LKAP-TSAKG2_C07_059_2018_2 -               20     849      20     847       7     847    1469    +    7.4e-188  624.3  14.5  -
Comamonadaceae_Simplicispira                     -          LKAP-TSAKG2_C07_059_2018_2 -               41     869      15     847       8     847    1512    +    8.9e-188  624.0  14.6  -
Pasteurellaceae_Bisgaardia                       -          LKAP-TSAKG2_C07_059_2018_2 -               26     871      13     847       8     847    1389    +    9.3e-188  624.3  14.7  -
Orbaceae_Orbus                                   -          LKAP-TSAKG2_C07_059_2018_2 -               31     867      13     847       8     847    1522    +    9.6e-188  624.0  14.4  -
Ruminococcaceae_Ruminococcus                     -          LKAP-TSAKG2_C07_059_2018_2 -               16     834      21     847      10     847    1394    +    1.4e-187  623.5  14.8  -
Rhodobacteraceae_Rhodovulum                      -          LKAP-TSAKG2_C07_059_2018_2 -               14     787      20     847      10     847    1378    +    1.4e-187  623.8  13.7  -
Comamonadaceae_Malikia                           -          LKAP-TSAKG2_C07_059_2018_2 -               48     869      21     847      10     847    1526    +    3.8e-187  622.0  14.5  -
Hyphomicrobiaceae_Prosthecomicrobium             -          LKAP-TSAKG2_C07_059_2018_2 -               65     835      21     847       9     847    1470    +    4.7e-187  621.9  14.5  -
Hyphomicrobiaceae_Hyphomicrobium                 -          LKAP-TSAKG2_C07_059_2018_2 -               25     795      21     847       9     847    1423    +    7.1e-187  621.4  14.5  -
Oleiphilaceae_Oleiphilus                         -          LKAP-TSAKG2_C07_059_2018_2 -               36     855      20     847       6     847    1437    +    7.6e-187  621.1  14.7  -
Halieaceae_Pseudohaliea                          -          LKAP-TSAKG2_C07_059_2018_2 -               42     864      20     847       6     847    1485    +    8.9e-187  620.8  14.4  -
Halomonadaceae_Carnimonas                        -          LKAP-TSAKG2_C07_059_2018_2 -               33     862      20     847       6     847    1519    +    1.7e-186  619.9  14.5  -
Comamonadaceae_Rhodoferax                        -          LKAP-TSAKG2_C07_059_2018_2 -               21     851      15     847      10     847    1459    +    1.8e-186  619.7  14.3  -
Oceanospirillaceae_Bermanella                    -          LKAP-TSAKG2_C07_059_2018_2 -               45     877      13     847       5     847    1533    +      2e-186  619.5  14.7  -
Thioalkalispiraceae_Thiohalophilus               -          LKAP-TSAKG2_C07_059_2018_2 -               13     816      47     847      31     847    1297    +    2.5e-186  619.2  14.4  -
Rhizobiaceae_Allorhizobium                       -          LKAP-TSAKG2_C07_059_2018_2 -               38     818      13     847       6     847    1446    +    2.7e-186  619.5  14.6  -
Rhodospirillaceae_Dongia                         -          LKAP-TSAKG2_C07_059_2018_2 -               35     818      21     847      10     847    1431    +    6.3e-186  618.5  14.6  -
Aurantimonadaceae_Aureimonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               26     806      13     847       6     847    1433    +    7.8e-186  618.0  14.4  -
Rhodospirillaceae_Tistrella                      -          LKAP-TSAKG2_C07_059_2018_2 -               50     836      21     847      11     847    1495    +    8.3e-186  618.3  13.9  -
Moraxellaceae_Cavicella                          -          LKAP-TSAKG2_C07_059_2018_2 -               22     809      62     847      42     847    1423    +    1.1e-185  617.0  14.5  -
Acetobacteraceae_Gluconobacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               29     803      22     847      10     847    1411    +    1.3e-185  617.4  14.5  -
Woeseiaceae_Woeseia                              -          LKAP-TSAKG2_C07_059_2018_2 -               36     867      20     847       7     847    1476    +    1.4e-185  616.8  14.4  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-TSAKG2_C07_059_2018_2 -               45     893      21     847      10     847    1522    +    1.8e-185  616.4  14.5  -
Oceanospirillales_Salinispirillum                -          LKAP-TSAKG2_C07_059_2018_2 -                5     830      21     847      18     847    1417    +    2.4e-185  615.9  14.6  -
Methylococcaceae_Methylomarinum                  -          LKAP-TSAKG2_C07_059_2018_2 -               27     857      20     847       7     847    1464    +    2.5e-185  615.9  14.3  -
Moraxellaceae_Perlucidibaca                      -          LKAP-TSAKG2_C07_059_2018_2 -               25     847      13     847       5     847    1467    +    2.7e-185  615.8  14.2  -
Comamonadaceae_Brachymonas                       -          LKAP-TSAKG2_C07_059_2018_2 -               46     869      21     846      10     847    1501    +    3.4e-185  615.4  14.1  -
Peptococcaceae_Desulfotomaculum                  -          LKAP-TSAKG2_C07_059_2018_2 -               41     861      21     847       9     847    1493    +    4.4e-185  615.2  15.1  -
Phyllobacteriaceae_Mesorhizobium                 -          LKAP-TSAKG2_C07_059_2018_2 -               18     788      21     847       8     847    1403    +    4.8e-185  615.4  14.8  -
Rhodobacteraceae_Paracoccus                      -          LKAP-TSAKG2_C07_059_2018_2 -               31     803      21     847       8     847    1403    +    5.2e-185  615.4  14.2  -
Porticoccaceae_Porticoccus                       -          LKAP-TSAKG2_C07_059_2018_2 -               35     859      20     847       6     847    1497    +      8e-185  614.4  14.4  -
Sphingomonadaceae_Sphingomicrobium               -          LKAP-TSAKG2_C07_059_2018_2 -               32     805      21     847      11     847    1443    +    9.7e-185  614.5  14.0  -
Comamonadaceae_Polaromonas                       -          LKAP-TSAKG2_C07_059_2018_2 -               24     851      18     847       8     847    1458    +    1.1e-184  614.1  14.4  -
Halomonadaceae_Halovibrio                        -          LKAP-TSAKG2_C07_059_2018_2 -               22     841      20     847       6     847    1439    +    1.1e-184  613.9  14.8  -
Hyphomicrobiaceae_Filomicrobium                  -          LKAP-TSAKG2_C07_059_2018_2 -               48     820      21     847       9     847    1448    +    1.3e-184  613.8  14.6  -
Halomonadaceae_Zymobacter                        -          LKAP-TSAKG2_C07_059_2018_2 -               23     852      20     847       6     847    1509    +    1.4e-184  613.5  14.4  -
Oceanospirillaceae_Oleibacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               18     850      13     847       5     847    1455    +    1.5e-184  613.4  14.7  -
Rhodobacteraceae_Albidovulum                     -          LKAP-TSAKG2_C07_059_2018_2 -               48     823      21     847       8     847    1443    +    1.5e-184  613.7  14.0  -
Bradyrhizobiaceae_Rhodopseudomonas               -          LKAP-TSAKG2_C07_059_2018_2 -               19     802      14     847       6     847    1464    +    1.7e-184  613.3  14.6  -
Phyllobacteriaceae_Phyllobacterium               -          LKAP-TSAKG2_C07_059_2018_2 -               12     792      13     847       7     847    1418    +    2.1e-184  613.0  14.7  -
Geobacteraceae_Geobacter                         -          LKAP-TSAKG2_C07_059_2018_2 -               28     871      21     847       9     847    1470    +    2.6e-184  612.7  14.2  -
Ectothiorhodospiraceae_Natronocella              -          LKAP-TSAKG2_C07_059_2018_2 -                6     831      21     847      17     847    1425    +    2.9e-184  612.4  14.9  -
Pseudomonadaceae_Oblitimonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               27     862      20     847       6     847    1469    +      3e-184  612.4  14.5  -
Rhodobacteraceae_Ahrensia                        -          LKAP-TSAKG2_C07_059_2018_2 -               38     820      13     847       8     847    1474    +    3.4e-184  612.6  14.6  -
Granulosicoccaceae_Sulfuriflexus                 -          LKAP-TSAKG2_C07_059_2018_2 -               27     859      20     847       7     847    1464    +    3.9e-184  612.0  14.5  -
Phyllobacteriaceae_Pseudaminobacter              -          LKAP-TSAKG2_C07_059_2018_2 -               18     798      13     847       7     847    1406    +    4.2e-184  612.3  14.7  -
Halieaceae_Congregibacter                        -          LKAP-TSAKG2_C07_059_2018_2 -               36     858      20     847       6     847    1416    +    4.8e-184  611.8  14.5  -
Acetobacteraceae_Acidocella                      -          LKAP-TSAKG2_C07_059_2018_2 -               28     801      21     847       9     847    1407    +    5.4e-184  611.9  15.3  -
Comamonadaceae_Curvibacter                       -          LKAP-TSAKG2_C07_059_2018_2 -               42     872      15     847      10     847    1483    +    7.4e-184  611.2  14.8  -
Rhodobacteraceae_Thioclava                       -          LKAP-TSAKG2_C07_059_2018_2 -               48     820      21     847       9     847    1433    +    8.2e-184  611.1  14.0  -
Parvularculaceae_Parvularcula                    -          LKAP-TSAKG2_C07_059_2018_2 -               39     820      14     847       8     847    1427    +    8.5e-184  611.4  14.0  -
Desulfuromonadaceae_Desulfuromonas               -          LKAP-TSAKG2_C07_059_2018_2 -               37     883      21     847       9     847    1512    +    8.8e-184  611.0  14.3  -
Ectothiorhodospiraceae_Alkalispirillum           -          LKAP-TSAKG2_C07_059_2018_2 -               27     856      20     846       7     847    1464    +    1.1e-183  610.7  14.6  -
Comamonadaceae_Caenimonas                        -          LKAP-TSAKG2_C07_059_2018_2 -               28     857      16     847      10     847    1463    +    1.1e-183  610.5  14.6  -
Piscirickettsiaceae_Cycloclasticus               -          LKAP-TSAKG2_C07_059_2018_2 -               45     873      20     847       7     847    1494    +    1.4e-183  610.0  14.5  -
Oceanospirillaceae_Bacterioplanes                -          LKAP-TSAKG2_C07_059_2018_2 -                5     833      21     847      18     847    1412    +    1.5e-183  610.0  14.5  -
Rhodospirillaceae_Azospirillum                   -          LKAP-TSAKG2_C07_059_2018_2 -               21     791      21     847      10     847    1433    +    1.7e-183  610.3  13.6  -
Moraxellaceae_Fluviicoccus                       -          LKAP-TSAKG2_C07_059_2018_2 -               10     817      26     847      16     847    1405    +    2.3e-183  609.4  14.0  -
Oceanospirillaceae_Balneatrix                    -          LKAP-TSAKG2_C07_059_2018_2 -               38     869      20     847       6     847    1395    +    2.3e-183  609.6  14.4  -
Halieaceae_Chromatocurvus                        -          LKAP-TSAKG2_C07_059_2018_2 -               43     865      20     847       6     847    1523    +    2.9e-183  609.1  14.4  -
Saccharospirillaceae_Gynuella                    -          LKAP-TSAKG2_C07_059_2018_2 -               38     877      13     847       5     847    1503    +    3.3e-183  608.9  14.4  -
Rhodobacteraceae_Rhodobacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               19     800      13     847       6     847    1389    +    3.4e-183  609.3  14.0  -
Rhodobiaceae_Rhodobium                           -          LKAP-TSAKG2_C07_059_2018_2 -               39     808      22     847       9     847    1421    +    4.9e-183  608.8  14.3  -
Rhodospirillaceae_Novispirillum                  -          LKAP-TSAKG2_C07_059_2018_2 -               28     802      21     847       8     847    1442    +    4.9e-183  608.5  14.3  -
Desulfuromonadaceae_Pelobacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               47     891      21     847      10     847    1542    +    4.9e-183  608.6  14.3  -
Beijerinckiaceae_Beijerinckia                    -          LKAP-TSAKG2_C07_059_2018_2 -               41     813      21     847       8     847    1432    +      6e-183  608.4  14.6  -
Brucellaceae_Ochrobactrum                        -          LKAP-TSAKG2_C07_059_2018_2 -               36     816      13     847       5     847    1421    +    6.2e-183  608.3  14.7  -
Xanthobacteraceae_Xanthobacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               21     792      21     847       6     847    1413    +    1.1e-182  607.6  14.6  -
Gammaproteobacteria_Thiolapillus                 -          LKAP-TSAKG2_C07_059_2018_2 -               22     850      21     847       8     847    1363    +    1.1e-182  607.3  14.5  -
Comamonadaceae_Variovorax                        -          LKAP-TSAKG2_C07_059_2018_2 -               29     859      15     847       8     847    1481    +    1.3e-182  606.9  14.4  -
Oceanospirillaceae_Bacterioplanoides             -          LKAP-TSAKG2_C07_059_2018_2 -               38     875      13     847       5     847    1500    +    1.4e-182  606.9  14.6  -
Comamonadaceae_Pseudorhodoferax                  -          LKAP-TSAKG2_C07_059_2018_2 -               22     851      16     847       7     847    1477    +    1.4e-182  606.9  14.9  -
Rhodospirillaceae_Pararhodospirillum             -          LKAP-TSAKG2_C07_059_2018_2 -               31     779      61     847      40     847    1383    +    1.5e-182  607.0  14.7  -
Erythrobacteraceae_Altererythrobacter            -          LKAP-TSAKG2_C07_059_2018_2 -               35     808      21     847      10     847    1439    +    1.6e-182  607.2  13.9  -
Ectothiorhodospiraceae_Methylonatrum             -          LKAP-TSAKG2_C07_059_2018_2 -                2     818      32     847      31     847    1318    +    1.6e-182  606.7  14.5  -
Rhizobiaceae_Agrobacterium                       -          LKAP-TSAKG2_C07_059_2018_2 -               17     798      12     847       5     847    1400    +    2.2e-182  606.7  14.8  -
Pseudomonadaceae_Thiopseudomonas                 -          LKAP-TSAKG2_C07_059_2018_2 -               38     878      13     847       5     847    1505    +    2.8e-182  605.9  14.5  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-TSAKG2_C07_059_2018_2 -               18     798      13     847       6     847    1430    +      3e-182  606.2  14.6  -
Sphingomonadaceae_Sphingomonas                   -          LKAP-TSAKG2_C07_059_2018_2 -               35     809      21     847      10     847    1436    +    3.1e-182  606.3  13.5  -
Comamonadaceae_Ramlibacter                       -          LKAP-TSAKG2_C07_059_2018_2 -               35     858      21     847       9     847    1460    +    3.3e-182  605.7  14.4  -
Sphingomonadaceae_Novosphingobium                -          LKAP-TSAKG2_C07_059_2018_2 -               39     814      21     847       8     847    1443    +      6e-182  605.2  13.6  -
Hahellaceae_Halospina                            -          LKAP-TSAKG2_C07_059_2018_2 -               10     829      21     847      14     847    1427    +      6e-182  604.9  14.6  -
Comamonadaceae_Limnohabitans                     -          LKAP-TSAKG2_C07_059_2018_2 -               15     842      18     847       9     847    1500    +    6.3e-182  604.6  14.7  -
Acetobacteraceae_Komagataeibacter                -          LKAP-TSAKG2_C07_059_2018_2 -               40     815      21     847       9     847    1456    +    7.3e-182  605.0  14.5  -
Hyphomonadaceae_Maricaulis                       -          LKAP-TSAKG2_C07_059_2018_2 -               18     800      13     847       8     847    1422    +      8e-182  604.8  14.3  -
Rhodospirillaceae_Caenispirillum                 -          LKAP-TSAKG2_C07_059_2018_2 -               30     777      62     847      45     847    1418    +      9e-182  604.4  14.5  -
Rhodobiaceae_Methyloligella                      -          LKAP-TSAKG2_C07_059_2018_2 -               39     818      14     847       8     847    1444    +    1.1e-181  604.2  14.4  -
Acetobacteraceae_Gluconacetobacter               -          LKAP-TSAKG2_C07_059_2018_2 -               28     803      21     847      10     847    1418    +    1.1e-181  604.4  14.4  -
Syntrophomonadaceae_Syntrophomonas               -          LKAP-TSAKG2_C07_059_2018_2 -               45     897      21     847       9     847    1529    +    1.5e-181  603.5  14.6  -
Thioalkalispiraceae_Thioalkalispira              -          LKAP-TSAKG2_C07_059_2018_2 -               17     839      21     846      10     847    1433    +    1.6e-181  603.3  14.3  -
Acetobacteraceae_Tanticharoenia                  -          LKAP-TSAKG2_C07_059_2018_2 -               28     803      21     847      10     847    1414    +    1.6e-181  603.8  14.5  -
Phyllobacteriaceae_Aminobacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               26     806      13     847       7     847    1453    +    1.7e-181  603.6  14.8  -
Rhodobacteraceae_Defluviimonas                   -          LKAP-TSAKG2_C07_059_2018_2 -               27     800      20     847       7     847    1389    +    2.1e-181  603.3  13.8  -
Desulfohalobiaceae_Desulfohalobium               -          LKAP-TSAKG2_C07_059_2018_2 -               38     876      21     847      11     847    1506    +    2.1e-181  602.8  14.6  -
Rhodospirillaceae_Fodinicurvata                  -          LKAP-TSAKG2_C07_059_2018_2 -               10     786      20     847      13     847    1390    +    2.2e-181  603.3  14.1  -
Rhizobiales_Bauldia                              -          LKAP-TSAKG2_C07_059_2018_2 -               28     824      13     847       7     847    1446    +      3e-181  602.9  14.1  -
Rhizobiales_Amorphus                             -          LKAP-TSAKG2_C07_059_2018_2 -               17     799      13     847       6     847    1427    +    3.2e-181  602.8  14.3  -
Hydrogenophilaceae_Tepidiphilus                  -          LKAP-TSAKG2_C07_059_2018_2 -               22     854      16     847       8     847    1459    +    3.2e-181  602.6  14.6  -
Rhizobiaceae_Kaistia                             -          LKAP-TSAKG2_C07_059_2018_2 -               33     803      21     847       8     847    1398    +    3.3e-181  602.8  14.4  -
Spirochaetaceae_Spirochaeta                      -          LKAP-TSAKG2_C07_059_2018_2 -               39     867      21     847      13     847    1495    +    3.6e-181  602.3  14.5  -
Acetobacteraceae_Neokomagataea                   -          LKAP-TSAKG2_C07_059_2018_2 -               48     823      21     847      10     847    1437    +    3.8e-181  602.7  14.5  -
