# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_D06_042_2018_2 -               33     880      24     870      13     871    1491    +           0 1080.9  16.8  -
Desulfobulbaceae_Desulfotalea                    -          LKAP-TSAKG2_D06_042_2018_2 -               48     900      25     869      17     871    1486    +    1.5e-169  563.8  16.4  -
Comamonadaceae_Zhizhongheella                    -          LKAP-TSAKG2_D06_042_2018_2 -              101     909      57     864      36     871    1548    +    1.5e-169  563.9  16.8  -
Hyphomonadaceae_Hirschia                         -          LKAP-TSAKG2_D06_042_2018_2 -               55     825      62     869      42     871    1373    +    1.8e-169  563.9  16.7  -
Oxalobacteraceae_Paraherbaspirillum              -          LKAP-TSAKG2_D06_042_2018_2 -               35     844      58     866      38     871    1397    +    1.9e-169  563.7  17.2  -
Alcaligenaceae_Ampullimonas                      -          LKAP-TSAKG2_D06_042_2018_2 -               51     883      25     866      11     871    1519    +    2.6e-169  563.2  16.8  -
Cystobacteraceae_Cystobacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               33     892      24     870      18     871    1491    +    2.7e-169  563.0  16.8  -
Alteromonadaceae_Planctobacterium                -          LKAP-TSAKG2_D06_042_2018_2 -               53     893      24     867      11     871    1497    +    3.3e-169  562.6  17.0  -
Corynebacteriaceae_Corynebacterium               -          LKAP-TSAKG2_D06_042_2018_2 -               33     865      24     870      13     871    1462    +    4.9e-169  562.1  17.1  -
Yersiniaceae_Chania                              -          LKAP-TSAKG2_D06_042_2018_2 -               62     910      24     867      11     871    1546    +    5.5e-169  561.9  16.8  -
Ruminococcaceae_Agathobaculum                    -          LKAP-TSAKG2_D06_042_2018_2 -                3     790      63     864      61     871    1383    +    5.6e-169  562.2  16.5  -
Spirochaetaceae_Treponema                        -          LKAP-TSAKG2_D06_042_2018_2 -               31     874      23     862      12     871    1477    +    5.7e-169  562.2  16.6  -
Rhodocyclaceae_Niveibacterium                    -          LKAP-TSAKG2_D06_042_2018_2 -               15     845      43     867      23     871    1394    +    5.8e-169  561.9  16.8  -
Helicobacteraceae_Sulfurovum                     -          LKAP-TSAKG2_D06_042_2018_2 -                2     830      22     869      21     871    1378    +    6.7e-169  561.9  16.8  -
Desulfohalobiaceae_Desulfonatronospira           -          LKAP-TSAKG2_D06_042_2018_2 -              268     979     153     864     143     871    1528    +    8.8e-169  561.2  14.4  -
Neisseriaceae_Eikenella                          -          LKAP-TSAKG2_D06_042_2018_2 -               55     900      26     866      11     871    1503    +    9.1e-169  561.2  16.9  -
Anaplasmataceae_Neorickettsia                    -          LKAP-TSAKG2_D06_042_2018_2 -               61     863      24     870      10     871    1498    +    9.2e-169  561.4  16.2  -
Rhodobacteraceae_Sedimentitalea                  -          LKAP-TSAKG2_D06_042_2018_2 -               52     844      24     869      18     871    1429    +      1e-168  561.2  16.8  -
Lachnospiraceae_Pseudobutyrivibrio               -          LKAP-TSAKG2_D06_042_2018_2 -               70     854      59     863      38     871    1462    +    1.1e-168  560.9  17.3  -
Enterobacteriaceae_Enterobacillus                -          LKAP-TSAKG2_D06_042_2018_2 -               56     904      24     867      12     871    1404    +    1.2e-168  560.9  16.7  -
Calditrichaeota_Caldithrix                       -          LKAP-TSAKG2_D06_042_2018_2 -               79     893      65     863      45     871    1504    +    1.4e-168  560.8  17.0  -
Acholeplasmataceae_Acholeplasma                  -          LKAP-TSAKG2_D06_042_2018_2 -               45     855      56     863      35     871    1437    +    1.5e-168  560.4  17.6  -
Desulfohalobiaceae_Desulfonauticus               -          LKAP-TSAKG2_D06_042_2018_2 -               89     921      63     863      42     871    1567    +    1.6e-168  560.5  16.7  -
Lachnospiraceae_Roseburia                        -          LKAP-TSAKG2_D06_042_2018_2 -               95     880      61     863      39     871    1470    +    1.7e-168  560.2  17.2  -
Clostridiaceae_Butyricicoccus                    -          LKAP-TSAKG2_D06_042_2018_2 -              103     891      63     864      43     871    1482    +    2.1e-168  560.1  16.8  -
Streptomycetaceae_Streptacidiphilus              -          LKAP-TSAKG2_D06_042_2018_2 -               61     859      60     870      38     871    1445    +    2.4e-168  560.2  17.4  -
Bacillaceae_Caldalkalibacillus                   -          LKAP-TSAKG2_D06_042_2018_2 -               60     882      61     863      41     871    1488    +    2.5e-168  559.8  17.2  -
Lysobacteraceae_Chiayiivirga                     -          LKAP-TSAKG2_D06_042_2018_2 -               82     890      58     863      38     871    1522    +    2.5e-168  559.9  16.9  -
Burkholderiales_Rivibacter                       -          LKAP-TSAKG2_D06_042_2018_2 -               43     879      25     864      11     871    1506    +    2.6e-168  559.9  16.8  -
Rhodocyclaceae_Georgfuchsia                      -          LKAP-TSAKG2_D06_042_2018_2 -               50     889      24     866      10     871    1496    +    2.8e-168  559.6  17.3  -
Clostridiaceae_Natronincola                      -          LKAP-TSAKG2_D06_042_2018_2 -               50     877      24     863      18     871    1489    +      4e-168  558.9  17.0  -
Peptococcaceae_Desulfitobacterium                -          LKAP-TSAKG2_D06_042_2018_2 -               71     910      47     864      25     871    1521    +    5.3e-168  558.3  16.9  -
Rhodanobacteraceae_Rudaea                        -          LKAP-TSAKG2_D06_042_2018_2 -               34     878      24     863      12     871    1384    +    5.5e-168  558.6  16.9  -
Nitrospiraceae_Leptospirillum                    -          LKAP-TSAKG2_D06_042_2018_2 -               76     895      64     864      56     871    1516    +    5.9e-168  558.6  16.8  -
Bacillaceae_Lysinibacillus                       -          LKAP-TSAKG2_D06_042_2018_2 -               29     887      20     863       6     871    1476    +      6e-168  558.4  16.8  -
Alicyclobacillaceae_Alicyclobacillus             -          LKAP-TSAKG2_D06_042_2018_2 -               53     889      24     863      16     871    1509    +    6.6e-168  558.7  17.4  -
Aerococcaceae_Aerococcus                         -          LKAP-TSAKG2_D06_042_2018_2 -               25     876      25     864      14     871    1461    +    8.6e-168  558.0  16.4  -
Enterobacteriaceae_Biostraticola                 -          LKAP-TSAKG2_D06_042_2018_2 -                2     845      26     865      25     871    1418    +    8.8e-168  558.1  17.0  -
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_D06_042_2018_2 -               33     883      24     863      16     871    1504    +    9.2e-168  557.9  16.5  -
Desulfohalobiaceae_Desulfothermus                -          LKAP-TSAKG2_D06_042_2018_2 -               29     887      24     863      18     871    1492    +    1.2e-167  557.7  16.9  -
Thermoactinomycetaceae_Melghirimyces             -          LKAP-TSAKG2_D06_042_2018_2 -               91     905      62     863      41     871    1506    +    1.3e-167  557.6  17.0  -
Cystobacteraceae_Melittangium                    -          LKAP-TSAKG2_D06_042_2018_2 -               81     911      62     870      40     871    1522    +    1.4e-167  557.3  16.8  -
Chromobacteriaceae_Formivibrio                   -          LKAP-TSAKG2_D06_042_2018_2 -               71     882      58     867      36     871    1490    +    1.5e-167  557.4  16.9  -
Rhodocyclaceae_Sulfurisoma                       -          LKAP-TSAKG2_D06_042_2018_2 -               63     874      58     866      36     871    1460    +    1.7e-167  557.2  17.2  -
Budviciaceae_Leminorella                         -          LKAP-TSAKG2_D06_042_2018_2 -               23     871      24     867      13     871    1482    +    1.9e-167  557.0  16.9  -
Peptococcaceae_Desulfosporosinus                 -          LKAP-TSAKG2_D06_042_2018_2 -               39     903      24     864      15     871    1523    +    1.9e-167  556.8  16.7  -
Paenibacillaceae_Saccharibacillus                -          LKAP-TSAKG2_D06_042_2018_2 -               36     889      24     863      14     871    1498    +    2.2e-167  557.2  17.1  -
Clostridiaceae_Alkaliphilus                      -          LKAP-TSAKG2_D06_042_2018_2 -               34     864      25     863      17     871    1465    +    2.3e-167  556.2  16.8  -
Polyangiaceae_Racemicystis                       -          LKAP-TSAKG2_D06_042_2018_2 -               84     913      63     870      42     871    1549    +    2.7e-167  556.4  16.8  -
Clostridiales_Sedimentibacter                    -          LKAP-TSAKG2_D06_042_2018_2 -               98     887      55     863      33     871    1478    +      3e-167  555.5  17.3  -
Clostridiaceae_Youngiibacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               52     878      24     870      18     871    1466    +    3.1e-167  556.2  16.9  -
Rhodocyclaceae_Azovibrio                         -          LKAP-TSAKG2_D06_042_2018_2 -               90     905      56     867      27     871    1485    +    3.4e-167  556.3  17.2  -
Desulfobacteraceae_Desulfoluna                   -          LKAP-TSAKG2_D06_042_2018_2 -               89     919      63     869      33     871    1552    +    3.4e-167  556.0  16.5  -
Clostridiales_Blautia                            -          LKAP-TSAKG2_D06_042_2018_2 -               79     863      59     863      32     871    1453    +    3.6e-167  556.0  17.3  -
Morganellaceae_Cosenzaea                         -          LKAP-TSAKG2_D06_042_2018_2 -               30     878      24     867      11     871    1476    +    4.5e-167  555.6  16.8  -
Desulfobacteraceae_Desulfobotulus                -          LKAP-TSAKG2_D06_042_2018_2 -               66     896      63     869      39     871    1506    +    4.8e-167  555.6  16.6  -
Chromatiaceae_Isochromatium                      -          LKAP-TSAKG2_D06_042_2018_2 -               40     840      63     864      43     871    1450    +    6.3e-167  555.0  16.9  -
Campylobacteraceae_Sulfurospirillum              -          LKAP-TSAKG2_D06_042_2018_2 -               33     853      24     869      13     871    1431    +    6.6e-167  555.3  16.3  -
Rhodobacteraceae_Roseobacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               33     823      25     869      17     871    1369    +    8.3e-167  554.9  17.0  -
Porphyromonadaceae_Porphyromonas                 -          LKAP-TSAKG2_D06_042_2018_2 -               44     885      24     863      18     871    1465    +    8.4e-167  554.8  17.1  -
Bradyrhizobiaceae_Salinarimonas                  -          LKAP-TSAKG2_D06_042_2018_2 -               69     841      62     870      45     871    1438    +    9.2e-167  554.8  16.3  -
Desulfuromonadaceae_Desulfuromusa                -          LKAP-TSAKG2_D06_042_2018_2 -               53     891      25     870      18     871    1473    +    1.1e-166  554.3  17.5  -
Burkholderiales_Aquincola                        -          LKAP-TSAKG2_D06_042_2018_2 -               33     868      24     864      10     871    1451    +    1.1e-166  554.4  16.9  -
Bacillaceae_Geobacillus                          -          LKAP-TSAKG2_D06_042_2018_2 -               47     901      24     863      15     871    1527    +    1.2e-166  554.4  16.7  -
Lewinellaceae_Lewinella                          -          LKAP-TSAKG2_D06_042_2018_2 -               33     864      24     863      13     871    1446    +    1.2e-166  554.3  16.1  -
Nocardiaceae_Rhodococcus                         -          LKAP-TSAKG2_D06_042_2018_2 -               33     859      24     870      11     871    1465    +    1.5e-166  554.1  17.8  -
Sterolibacteriaceae_Sterolibacterium             -          LKAP-TSAKG2_D06_042_2018_2 -               48     897      24     866      11     871    1531    +    1.5e-166  554.0  17.0  -
Hydrogenophilaceae_Sulfuritortus                 -          LKAP-TSAKG2_D06_042_2018_2 -               33     871      24     864      10     871    1454    +    1.6e-166  554.0  17.2  -
Microbacteriaceae_Microbacterium                 -          LKAP-TSAKG2_D06_042_2018_2 -               32     865      23     870      11     871    1457    +    1.6e-166  553.9  17.3  -
Streptomycetaceae_Kitasatospora                  -          LKAP-TSAKG2_D06_042_2018_2 -               80     878      59     870      36     871    1482    +    1.7e-166  554.0  17.4  -
Paenibacillaceae_Cohnella                        -          LKAP-TSAKG2_D06_042_2018_2 -               37     888      24     863      12     871    1482    +    1.7e-166  553.9  17.3  -
Gallionellaceae_Ferriphaselus                    -          LKAP-TSAKG2_D06_042_2018_2 -               50     893      24     867      10     871    1385    +    2.1e-166  553.5  16.9  -
Micrococcaceae_Enteractinococcus                 -          LKAP-TSAKG2_D06_042_2018_2 -               46     901      13     870       5     871    1542    +    2.1e-166  553.3  16.9  -
Neisseriaceae_Rivicola                           -          LKAP-TSAKG2_D06_042_2018_2 -               35     844      58     866      37     871    1424    +    2.2e-166  553.4  17.4  -
Planococcaceae_Bhargavaea                        -          LKAP-TSAKG2_D06_042_2018_2 -               54     902      25     863      17     871    1544    +    2.4e-166  553.3  16.5  -
Clostridiales_Natranaerovirga                    -          LKAP-TSAKG2_D06_042_2018_2 -               54     892      24     864      18     871    1504    +    2.4e-166  553.1  16.6  -
Pseudonocardiaceae_Saccharothrix                 -          LKAP-TSAKG2_D06_042_2018_2 -               52     876      24     870      13     871    1459    +    2.4e-166  553.1  17.7  -
Enterobacteriaceae_Rosenbergiella                -          LKAP-TSAKG2_D06_042_2018_2 -               47     898      24     867      11     871    1500    +    2.6e-166  553.1  16.8  -
Syntrophobacteraceae_Desulfacinum                -          LKAP-TSAKG2_D06_042_2018_2 -               68     886      63     870      43     871    1461    +    2.8e-166  553.1  16.9  -
Nocardioidaceae_Nocardioides                     -          LKAP-TSAKG2_D06_042_2018_2 -               30     861      22     870      10     871    1449    +    2.9e-166  553.2  17.3  -
Microbacteriaceae_Cryobacterium                  -          LKAP-TSAKG2_D06_042_2018_2 -               44     886      24     870      12     871    1457    +      3e-166  553.0  16.5  -
Desulfurellaceae_Hippea                          -          LKAP-TSAKG2_D06_042_2018_2 -               75     904      63     870      43     871    1509    +    3.1e-166  552.5  17.5  -
Planococcaceae_Jeotgalibacillus                  -          LKAP-TSAKG2_D06_042_2018_2 -               33     885      24     863      12     871    1507    +    3.1e-166  552.8  16.5  -
Desulfovibrionaceae_Desulfocurvus                -          LKAP-TSAKG2_D06_042_2018_2 -               54     902      25     863      18     871    1532    +    3.7e-166  552.8  17.1  -
Yersiniaceae_Samsonia                            -          LKAP-TSAKG2_D06_042_2018_2 -               55     904      24     867      11     871    1503    +    4.1e-166  552.5  16.9  -
Clostridiaceae_Hathewaya                         -          LKAP-TSAKG2_D06_042_2018_2 -               53     876      24     869      13     871    1507    +    5.2e-166  552.1  17.9  -
Nocardiaceae_Nocardia                            -          LKAP-TSAKG2_D06_042_2018_2 -               33     858      24     870      12     871    1474    +    5.4e-166  552.1  17.6  -
Desulfobacteraceae_Desulfobacula                 -          LKAP-TSAKG2_D06_042_2018_2 -               87     920      59     870      25     871    1522    +    9.2e-166  551.4  16.9  -
Bacillales_Gemella                               -          LKAP-TSAKG2_D06_042_2018_2 -               36     888      24     864      16     871    1511    +    9.5e-166  551.4  16.7  -
Bacillaceae_Virgibacillus                        -          LKAP-TSAKG2_D06_042_2018_2 -               83     901      60     863      40     871    1519    +    9.5e-166  551.4  16.8  -
Micrococcaceae_Kocuria                           -          LKAP-TSAKG2_D06_042_2018_2 -               40     881      24     870      13     871    1480    +    1.5e-165  550.7  17.5  -
Thermoanaerobacterales_Thermoanaerobacterium     -          LKAP-TSAKG2_D06_042_2018_2 -               49     862      24     864      17     871    1500    +    2.1e-165  549.9  18.0  -
Staphylococcaceae_Jeotgalicoccus                 -          LKAP-TSAKG2_D06_042_2018_2 -               18     872      23     864      13     871    1443    +    2.5e-165  550.0  16.7  -
Pseudonocardiaceae_Actinokineospora              -          LKAP-TSAKG2_D06_042_2018_2 -               31     859      22     870      11     871    1474    +    2.8e-165  549.8  17.8  -
Aerococcaceae_Facklamia                          -          LKAP-TSAKG2_D06_042_2018_2 -               72     887      61     863      41     871    1501    +      3e-165  549.8  16.9  -
Bacillaceae_Salibacterium                        -          LKAP-TSAKG2_D06_042_2018_2 -               63     882      60     864      40     871    1485    +    3.3e-165  549.5  17.0  -
Myxococcaceae_Corallococcus                      -          LKAP-TSAKG2_D06_042_2018_2 -               78     908      62     870      41     871    1519    +    3.3e-165  549.4  16.9  -
Listeriaceae_Listeria                            -          LKAP-TSAKG2_D06_042_2018_2 -               19     871      26     864      17     871    1458    +    3.4e-165  549.6  16.9  -
Intrasporangiaceae_Ornithinimicrobium            -          LKAP-TSAKG2_D06_042_2018_2 -               25     859      22     870       9     871    1447    +    3.5e-165  549.4  17.2  -
Solirubrobacteraceae_Solirubrobacter             -          LKAP-TSAKG2_D06_042_2018_2 -               51     872      62     870      41     871    1443    +    3.9e-165  549.2  16.7  -
Clostridiaceae_Brassicibacter                    -          LKAP-TSAKG2_D06_042_2018_2 -               84     862      63     863      42     871    1454    +    4.1e-165  549.1  17.5  -
Burkholderiales_Piscinibacterium                 -          LKAP-TSAKG2_D06_042_2018_2 -               30     837      58     866      37     871    1415    +    4.2e-165  549.3  17.3  -
Alicyclobacillaceae_Tumebacillus                 -          LKAP-TSAKG2_D06_042_2018_2 -               41     881      24     863      12     871    1489    +    5.1e-165  549.1  16.5  -
Polyangiaceae_Aetherobacter                      -          LKAP-TSAKG2_D06_042_2018_2 -               84     917      63     870      43     871    1555    +    5.1e-165  549.0  16.9  -
Clostridiaceae_Sarcina                           -          LKAP-TSAKG2_D06_042_2018_2 -               33     852      24     869      13     871    1461    +    5.6e-165  548.6  15.9  -
Thermoactinomycetaceae_Thermoactinomyces         -          LKAP-TSAKG2_D06_042_2018_2 -               53     903      24     863      17     871    1510    +    5.8e-165  548.9  17.2  -
Tsukamurellaceae_Tsukamurella                    -          LKAP-TSAKG2_D06_042_2018_2 -               52     879      24     870      12     871    1495    +    5.9e-165  548.8  17.7  -
Erwiniaceae_Phaseolibacter                       -          LKAP-TSAKG2_D06_042_2018_2 -               48     896      24     867      11     871    1522    +    6.4e-165  548.6  16.8  -
Bacillaceae_Lentibacillus                        -          LKAP-TSAKG2_D06_042_2018_2 -               73     891      60     863      40     871    1470    +    6.8e-165  548.7  16.8  -
Bacillaceae_Fictibacillus                        -          LKAP-TSAKG2_D06_042_2018_2 -               14     863      24     864      17     871    1439    +      7e-165  548.4  16.2  -
Rhodocyclaceae_Oryzomicrobium                    -          LKAP-TSAKG2_D06_042_2018_2 -               33     882      24     867       9     871    1496    +    7.9e-165  548.2  16.9  -
Thermoanaerobacteraceae_Thermanaeromonas         -          LKAP-TSAKG2_D06_042_2018_2 -               47     885      25     863      18     871    1506    +      8e-165  548.2  17.8  -
Desulfobacteraceae_Desulfofrigus                 -          LKAP-TSAKG2_D06_042_2018_2 -               90     920      63     869      45     871    1523    +      9e-165  548.0  16.4  -
Paenibacillaceae_Ammoniphilus                    -          LKAP-TSAKG2_D06_042_2018_2 -               35     874      24     863      17     871    1497    +    9.2e-165  548.1  17.3  -
Micrococcaceae_Arthrobacter                      -          LKAP-TSAKG2_D06_042_2018_2 -               42     873      24     870      12     871    1472    +    9.4e-165  548.0  17.2  -
Chromatiaceae_Thiolamprovum                      -          LKAP-TSAKG2_D06_042_2018_2 -               80     883      62     867      42     871    1459    +    9.8e-165  547.9  17.6  -
Thermomonosporaceae_Actinocorallia               -          LKAP-TSAKG2_D06_042_2018_2 -               33     851      24     870      13     871    1487    +      1e-164  547.7  17.0  -
Desulfobacteraceae_Desulfotignum                 -          LKAP-TSAKG2_D06_042_2018_2 -               87     920      59     870      25     871    1505    +    1.1e-164  547.8  16.9  -
Bacillaceae_Oceanobacillus                       -          LKAP-TSAKG2_D06_042_2018_2 -               33     899      24     863      10     871    1508    +    1.2e-164  547.7  16.8  -
Pseudomonadaceae_Stenotrophomonas                -          LKAP-TSAKG2_D06_042_2018_2 -               33     879      24     863      11     871    1502    +    1.3e-164  547.4  16.8  -
Thermoactinomycetaceae_Desmospora                -          LKAP-TSAKG2_D06_042_2018_2 -               52     905      24     863      17     871    1548    +    1.4e-164  547.7  17.1  -
Microbacteriaceae_Leucobacter                    -          LKAP-TSAKG2_D06_042_2018_2 -               41     874      23     870      10     871    1478    +    1.5e-164  547.4  17.4  -
Cystobacteraceae_Vitiosangium                    -          LKAP-TSAKG2_D06_042_2018_2 -               47     910      21     870      14     871    1528    +    1.6e-164  547.2  16.6  -
Lachnospiraceae_Hespellia                        -          LKAP-TSAKG2_D06_042_2018_2 -               76     858      61     863      41     871    1470    +    1.7e-164  547.1  17.5  -
Staphylococcaceae_Salinicoccus                   -          LKAP-TSAKG2_D06_042_2018_2 -               25     878      24     864      13     871    1476    +    1.8e-164  547.1  16.6  -
Rubrobacteraceae_Rubrobacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               65     888      62     870      42     871    1495    +    1.9e-164  547.0  16.7  -
Cellulomonadaceae_Pseudactinotalea               -          LKAP-TSAKG2_D06_042_2018_2 -               91     925      24     870      13     871    1564    +    2.4e-164  546.7  17.1  -
Clostridiaceae_Hungatella                        -          LKAP-TSAKG2_D06_042_2018_2 -                2     838      21     863      20     871    1409    +    2.6e-164  546.5  17.4  -
Microbacteriaceae_Pseudoclavibacter              -          LKAP-TSAKG2_D06_042_2018_2 -               28     865      20     870       7     871    1453    +    2.6e-164  546.5  17.5  -
Microbacteriaceae_Leifsonia                      -          LKAP-TSAKG2_D06_042_2018_2 -               44     875      24     870      13     871    1477    +    2.8e-164  546.4  16.8  -
Bacillaceae_Anoxybacillus                        -          LKAP-TSAKG2_D06_042_2018_2 -               34     886      24     863      16     871    1495    +    3.4e-164  546.2  17.0  -
Cystobacteraceae_Stigmatella                     -          LKAP-TSAKG2_D06_042_2018_2 -               33     892      24     870      18     871    1502    +    3.5e-164  546.0  16.7  -
Thermoactinomycetaceae_Kroppenstedtia            -          LKAP-TSAKG2_D06_042_2018_2 -               34     898      25     863      18     871    1486    +    3.6e-164  546.1  16.7  -
Rhodobacteraceae_Pseudophaeobacter               -          LKAP-TSAKG2_D06_042_2018_2 -               75     845      62     869      41     871    1426    +    4.2e-164  546.0  16.8  -
Burkholderiales_Mitsuaria                        -          LKAP-TSAKG2_D06_042_2018_2 -               53     888      24     864      10     871    1490    +    4.9e-164  545.7  16.9  -
Rhodocyclaceae_Ferribacterium                    -          LKAP-TSAKG2_D06_042_2018_2 -               54     896      25     867      11     871    1530    +      6e-164  545.5  17.0  -
Cellulomonadaceae_Cellulomonas                   -          LKAP-TSAKG2_D06_042_2018_2 -               31     863      23     870      11     871    1443    +    6.5e-164  545.4  17.5  -
Neisseriaceae_Amantichitinum                     -          LKAP-TSAKG2_D06_042_2018_2 -               69     891      43     866      19     871    1491    +    6.9e-164  545.3  16.9  -
Microbacteriaceae_Agromyces                      -          LKAP-TSAKG2_D06_042_2018_2 -               27     870      20     870       7     871    1477    +    6.9e-164  545.0  16.9  -
Enterobacteriaceae_Izhakiella                    -          LKAP-TSAKG2_D06_042_2018_2 -               52     898      26     867      14     871    1502    +    7.3e-164  545.1  16.6  -
Corynebacterineae_Tomitella                      -          LKAP-TSAKG2_D06_042_2018_2 -               64     894      24     870      15     871    1546    +    7.3e-164  545.0  17.5  -
Planococcaceae_Paenisporosarcina                 -          LKAP-TSAKG2_D06_042_2018_2 -               24     878      24     863      15     871    1481    +    8.9e-164  544.6  16.4  -
Betaproteobacteria_Chitinivorax                  -          LKAP-TSAKG2_D06_042_2018_2 -               26     853      39     866      19     871    1454    +    9.8e-164  544.6  17.0  -
Pseudomonadaceae_Rugamonas                       -          LKAP-TSAKG2_D06_042_2018_2 -               46     888      19     866       7     871    1456    +      1e-163  544.6  17.4  -
Myxococcaceae_Myxococcus                         -          LKAP-TSAKG2_D06_042_2018_2 -               64     894      62     870      41     871    1493    +    1.3e-163  544.0  16.7  -
Desulfobacteraceae_Desulfatiglans                -          LKAP-TSAKG2_D06_042_2018_2 -               45     914      24     870      18     871    1527    +    1.4e-163  544.1  17.0  -
Staphylococcaceae_Staphylococcus                 -          LKAP-TSAKG2_D06_042_2018_2 -               42     894      24     864      16     871    1484    +    1.5e-163  543.9  16.6  -
Polyangiaceae_Polyangium                         -          LKAP-TSAKG2_D06_042_2018_2 -               84     913      63     870      43     871    1549    +    1.6e-163  544.0  16.8  -
Rhodobacteraceae_Phaeobacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               59     829      62     869      41     871    1389    +    1.7e-163  543.9  16.8  -
Micrococcaceae_Nesterenkonia                     -          LKAP-TSAKG2_D06_042_2018_2 -               53     885      24     870      12     871    1488    +    2.1e-163  543.5  17.0  -
Pseudonocardiaceae_Lechevalieria                 -          LKAP-TSAKG2_D06_042_2018_2 -               37     861      24     870      13     871    1472    +    2.4e-163  543.4  17.6  -
Clostridiaceae_Sporosalibacterium                -          LKAP-TSAKG2_D06_042_2018_2 -              100     883      59     863      39     871    1521    +    2.6e-163  543.1  18.1  -
Clostridiales_Vallitalea                         -          LKAP-TSAKG2_D06_042_2018_2 -               99     881      59     864      36     871    1480    +    3.3e-163  542.8  17.3  -
Alicyclobacillaceae_Effusibacillus               -          LKAP-TSAKG2_D06_042_2018_2 -               29     879      24     863      17     871    1466    +    3.4e-163  542.9  17.1  -
Nocardiaceae_Gordonia                            -          LKAP-TSAKG2_D06_042_2018_2 -               38     867      24     870      13     871    1482    +    3.5e-163  542.7  17.3  -
Bacillales_Desulfuribacillus                     -          LKAP-TSAKG2_D06_042_2018_2 -               42     892      24     863      17     871    1495    +    3.8e-163  542.6  16.6  -
Clostridiaceae_Tepidimicrobium                   -          LKAP-TSAKG2_D06_042_2018_2 -              106     887      61     863      41     871    1528    +      4e-163  542.7  17.2  -
Flavobacteriaceae_Tenacibaculum                  -          LKAP-TSAKG2_D06_042_2018_2 -               33     868      24     864      13     871    1444    +    4.1e-163  542.7  16.3  -
Lysobacteraceae_Metallibacterium                 -          LKAP-TSAKG2_D06_042_2018_2 -               69     877      58     863      36     871    1479    +    5.1e-163  542.3  16.8  -
Halothiobacillaceae_Thiovirga                    -          LKAP-TSAKG2_D06_042_2018_2 -               27     862      26     864       6     871    1466    +    5.9e-163  541.8  16.9  -
Nakamurellaceae_Nakamurella                      -          LKAP-TSAKG2_D06_042_2018_2 -               64     860      61     870      40     871    1462    +    6.8e-163  541.8  17.1  -
Microbacteriaceae_Humibacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               24     861      23     870      10     871    1451    +    7.1e-163  541.7  17.0  -
Microbacteriaceae_Rathayibacter                  -          LKAP-TSAKG2_D06_042_2018_2 -               33     866      24     870      13     871    1467    +    8.5e-163  541.3  16.5  -
Rhodocyclaceae_Sulfuritalea                      -          LKAP-TSAKG2_D06_042_2018_2 -               63     874      58     866      36     871    1448    +    8.9e-163  541.5  17.1  -
Microbacteriaceae_Agrococcus                     -          LKAP-TSAKG2_D06_042_2018_2 -               44     875      24     870      12     871    1468    +    9.5e-163  541.4  16.5  -
Clostridiales_Anaerobranca                       -          LKAP-TSAKG2_D06_042_2018_2 -               55     880      24     861      18     870    1467    +    1.1e-162  541.3  17.2  -
Thermoactinomycetaceae_Marininema                -          LKAP-TSAKG2_D06_042_2018_2 -               71     902      44     863      24     871    1553    +    1.1e-162  541.1  17.2  -
Natranaerobiaceae_Natranaerobius                 -          LKAP-TSAKG2_D06_042_2018_2 -                7     846      21     863      16     871    1424    +    1.1e-162  541.0  17.1  -
Enterococcaceae_Vagococcus                       -          LKAP-TSAKG2_D06_042_2018_2 -               33     895      24     863      15     871    1472    +    1.2e-162  541.2  16.3  -
Rhodocyclaceae_Denitratisoma                     -          LKAP-TSAKG2_D06_042_2018_2 -               72     884      57     866      36     871    1492    +    1.4e-162  540.9  17.1  -
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_D06_042_2018_2 -               94     908      60     863      40     871    1526    +    1.5e-162  540.7  16.7  -
Desulfurobacteriaceae_Desulfurobacterium         -          LKAP-TSAKG2_D06_042_2018_2 -               73     899      58     863      37     871    1502    +    1.9e-162  540.7  16.8  -
Bacillaceae_Aquibacillus                         -          LKAP-TSAKG2_D06_042_2018_2 -               98     916      60     863      40     871    1524    +      2e-162  540.3  16.7  -
Comamonadaceae_Hylemonella                       -          LKAP-TSAKG2_D06_042_2018_2 -               49     879      24     864       9     871    1487    +    2.2e-162  540.1  17.0  -
Bacillaceae_Alteribacillus                       -          LKAP-TSAKG2_D06_042_2018_2 -               52     873      60     864      40     871    1440    +    2.4e-162  540.2  16.9  -
Bacillaceae_Viridibacillus                       -          LKAP-TSAKG2_D06_042_2018_2 -               33     886      24     864      18     871    1505    +    2.6e-162  539.7  16.7  -
