# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_B06_046_2018_2 -               28     977      20     966       7     966    1491    +           0 1208.7  18.5  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_B06_046_2018_2 -               20     962      20     965       7     966    1446    +           0 1079.1  18.6  -
Sphingomonadaceae_Zymomonas                      -          LKAP-TSAKG2_B06_046_2018_2 -               50     934      21     955       8     962    1452    +    1.8e-206  686.5  18.1  -
Cellvibrionaceae_Teredinibacter                  -          LKAP-TSAKG2_B06_046_2018_2 -               28     966      20     963       6     966    1469    +    1.9e-206  685.9  18.6  -
Caulobacteraceae_Caulobacter                     -          LKAP-TSAKG2_B06_046_2018_2 -               28     917      20     960       8     965    1426    +      2e-206  686.4  18.1  -
Rhodobacteraceae_Lutimaribacter                  -          LKAP-TSAKG2_B06_046_2018_2 -               47     919      20     945       9     963    1428    +    2.3e-206  686.2  18.4  -
Rhodospirillaceae_Ferrovibrio                    -          LKAP-TSAKG2_B06_046_2018_2 -               70     921      60     947      38     961    1447    +    2.5e-206  686.0  18.7  -
Spongiibacteraceae_Dasania                       -          LKAP-TSAKG2_B06_046_2018_2 -               22     964      15     958       5     966    1486    +      3e-206  685.4  18.6  -
Lachnospiraceae_Butyrivibrio                     -          LKAP-TSAKG2_B06_046_2018_2 -               47     991      20     953       8     963    1518    +    3.9e-206  685.2  19.6  -
Anaplasmataceae_Ehrlichia                        -          LKAP-TSAKG2_B06_046_2018_2 -               44     950      20     954       9     962    1448    +    4.5e-206  685.3  19.1  -
Hyphomonadaceae_Hyphomonas                       -          LKAP-TSAKG2_B06_046_2018_2 -               66     928      64     961      43     964    1355    +    4.9e-206  685.3  18.5  -
Ectothiorhodospiraceae_Halopeptonella            -          LKAP-TSAKG2_B06_046_2018_2 -                1     938      21     956      21     965    1437    +      5e-206  684.8  19.2  -
Acetobacteraceae_Roseococcus                     -          LKAP-TSAKG2_B06_046_2018_2 -               46     907      64     957      44     964    1383    +    5.4e-206  685.1  19.3  -
Sphingomonadaceae_Stakelama                      -          LKAP-TSAKG2_B06_046_2018_2 -               28     916      20     957       9     963    1414    +    5.8e-206  685.0  18.0  -
Lachnospiraceae_Anaerostipes                     -          LKAP-TSAKG2_B06_046_2018_2 -               28     964      20     956       6     963    1436    +    8.4e-206  684.3  19.5  -
Desulfobulbaceae_Desulfopila                     -          LKAP-TSAKG2_B06_046_2018_2 -               49    1003      20     965       7     966    1512    +    8.5e-206  684.1  18.3  -
Desulfobacteraceae_Desulfosarcina                -          LKAP-TSAKG2_B06_046_2018_2 -               38    1009      20     966       7     966    1515    +    9.4e-206  684.0  18.6  -
Bdellovibrionaceae_Bdellovibrio                  -          LKAP-TSAKG2_B06_046_2018_2 -               24     940      20     956       9     963    1432    +    1.2e-205  683.7  19.3  -
Caldicoprobacteraceae_Caldicoprobacter           -          LKAP-TSAKG2_B06_046_2018_2 -               44     980      20     956       8     964    1530    +    1.3e-205  683.6  19.6  -
Methylococcaceae_Methylogaea                     -          LKAP-TSAKG2_B06_046_2018_2 -               30     938      59     959      38     965    1451    +    1.3e-205  683.3  18.8  -
Rhodobacteraceae_Tropicibacter                   -          LKAP-TSAKG2_B06_046_2018_2 -                6     888      21     954      17     964    1404    +    1.5e-205  683.4  18.7  -
Rhodobacteraceae_Halocynthiibacter               -          LKAP-TSAKG2_B06_046_2018_2 -               32     918      20     955      10     959    1436    +    1.7e-205  683.2  18.6  -
Cellvibrionaceae_Pseudoteredinibacter            -          LKAP-TSAKG2_B06_046_2018_2 -                8     914      64     965      57     966    1406    +    1.8e-205  682.7  18.6  -
Rhodobacteraceae_Wenxinia                        -          LKAP-TSAKG2_B06_046_2018_2 -               48     932      20     955       9     963    1428    +      2e-205  683.0  18.6  -
Desulfovibrionaceae_Halodesulfovibrio            -          LKAP-TSAKG2_B06_046_2018_2 -               47     985      20     956       8     965    1501    +    2.3e-205  682.6  19.0  -
Coxiellaceae_Coxiella                            -          LKAP-TSAKG2_B06_046_2018_2 -               28     968      19     955       6     965    1465    +    2.4e-205  682.5  18.8  -
Brucellaceae_Brucella                            -          LKAP-TSAKG2_B06_046_2018_2 -               33     914      20     954       7     959    1412    +    2.4e-205  682.9  19.1  -
Thermoanaerobacteraceae_Moorella                 -          LKAP-TSAKG2_B06_046_2018_2 -               31     991      19     959       6     965    1493    +    2.6e-205  682.7  18.8  -
Xanthobacteraceae_Ancylobacter                   -          LKAP-TSAKG2_B06_046_2018_2 -               20     907      20     960       8     964    1394    +    4.1e-205  682.3  18.9  -
Shewanellaceae_Psychrobium                       -          LKAP-TSAKG2_B06_046_2018_2 -               27     978      19     961       6     965    1469    +    5.4e-205  681.2  18.8  -
Rhodobacteraceae_Silicibacter                    -          LKAP-TSAKG2_B06_046_2018_2 -               56     928      21     945      10     962    1463    +      6e-205  681.4  18.6  -
Rhodobacteraceae_Shimia                          -          LKAP-TSAKG2_B06_046_2018_2 -               28     901      20     945       9     963    1394    +    6.8e-205  681.4  18.6  -
Beijerinckiaceae_Pseudochelatococcus             -          LKAP-TSAKG2_B06_046_2018_2 -               35     918      21     955       8     961    1410    +    7.5e-205  681.2  18.4  -
Rhodobacteraceae_Palleronia                      -          LKAP-TSAKG2_B06_046_2018_2 -               11     881      21     945      14     963    1367    +    7.7e-205  681.3  18.7  -
Lysobacteriales_Povalibacter                     -          LKAP-TSAKG2_B06_046_2018_2 -               55    1004      19     965       5     966    1508    +    9.2e-205  680.7  18.7  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP-TSAKG2_B06_046_2018_2 -               34     987      20     956       7     966    1500    +    1.3e-204  680.3  19.6  -
Pseudomonadaceae_Azorhizophilus                  -          LKAP-TSAKG2_B06_046_2018_2 -                2     867      95     955      94     964    1384    +    1.4e-204  679.9  16.6  -
Acetobacteraceae_Belnapia                        -          LKAP-TSAKG2_B06_046_2018_2 -               76     928      62     947      42     962    1453    +    1.9e-204  680.0  19.4  -
Rhodobacteraceae_Primorskyibacter                -          LKAP-TSAKG2_B06_046_2018_2 -               28     900      20     944       9     962    1388    +    2.1e-204  679.7  18.6  -
Chromatiaceae_Phaeochromatium                    -          LKAP-TSAKG2_B06_046_2018_2 -                7     940      20     955      14     965    1434    +    2.1e-204  679.5  18.8  -
Rhodobacteraceae_Rubellimicrobium                -          LKAP-TSAKG2_B06_046_2018_2 -               38     926      20     957       7     963    1448    +    2.2e-204  679.8  18.4  -
Syntrophomonadaceae_Thermosyntropha              -          LKAP-TSAKG2_B06_046_2018_2 -               50    1017      22     955       7     965    1546    +    2.8e-204  679.1  18.9  -
Nautiliaceae_Caminibacter                        -          LKAP-TSAKG2_B06_046_2018_2 -               23     940      19     963       6     966    1411    +    3.4e-204  679.1  19.8  -
Patulibacteraceae_Patulibacter                   -          LKAP-TSAKG2_B06_046_2018_2 -               49     982      21     957      10     964    1494    +    3.4e-204  678.6  18.5  -
Hyphomonadaceae_Glycocaulis                      -          LKAP-TSAKG2_B06_046_2018_2 -               28     912      20     955       7     959    1389    +    3.6e-204  678.9  18.6  -
Rhodobacteraceae_Stappia                         -          LKAP-TSAKG2_B06_046_2018_2 -               28     915      20     958       6     964    1412    +    4.8e-204  678.6  18.6  -
Leptospiraceae_Leptospira                        -          LKAP-TSAKG2_B06_046_2018_2 -               27     940      19     955       8     965    1431    +      8e-204  677.5  19.2  -
Rhodobacteraceae_Donghicola                      -          LKAP-TSAKG2_B06_046_2018_2 -               35     907      20     944       9     961    1423    +    8.8e-204  677.5  18.3  -
Bradyrhizobiaceae_Bradyrhizobium                 -          LKAP-TSAKG2_B06_046_2018_2 -               17     908      20     960       8     965    1411    +    1.2e-203  677.0  18.5  -
Nautiliaceae_Nautilia                            -          LKAP-TSAKG2_B06_046_2018_2 -                1     918      21     965      21     966    1369    +    1.3e-203  677.3  18.9  -
Rhodospirillaceae_Nisaea                         -          LKAP-TSAKG2_B06_046_2018_2 -               49     935      20     947      10     958    1385    +    1.5e-203  676.7  18.5  -
Rhodobacteraceae_Cribrihabitans                  -          LKAP-TSAKG2_B06_046_2018_2 -               47     920      20     945       8     962    1427    +    1.7e-203  676.7  18.7  -
Alcaligenaceae_Parapusillimonas                  -          LKAP-TSAKG2_B06_046_2018_2 -               26     974      17     964       5     966    1449    +    1.8e-203  676.4  18.7  -
Halothiobacillaceae_Thiofaba                     -          LKAP-TSAKG2_B06_046_2018_2 -               29     968      21     964       7     966    1487    +    1.8e-203  676.1  18.5  -
Clostridiaceae_Caloramator                       -          LKAP-TSAKG2_B06_046_2018_2 -               26     955      20     966       7     966    1453    +      2e-203  676.3  18.1  -
Rhodobacteraceae_Tateyamaria                     -          LKAP-TSAKG2_B06_046_2018_2 -               49     919      20     944      10     962    1386    +    2.5e-203  676.0  18.6  -
Rickettsiaceae_Rickettsia                        -          LKAP-TSAKG2_B06_046_2018_2 -               38     923      20     944       8     956    1440    +    2.6e-203  676.0  18.6  -
Planococcaceae_Ureibacillus                      -          LKAP-TSAKG2_B06_046_2018_2 -               35     987      20     955       9     960    1497    +      4e-203  675.3  18.8  -
Rhodobacteraceae_Nioella                         -          LKAP-TSAKG2_B06_046_2018_2 -               48     921      20     945       9     960    1462    +    4.2e-203  675.3  18.8  -
Streptococcaceae_Lactococcus                     -          LKAP-TSAKG2_B06_046_2018_2 -               34     986      20     957       7     962    1492    +    4.7e-203  674.9  19.2  -
Rhodobacteraceae_Methylarcula                    -          LKAP-TSAKG2_B06_046_2018_2 -               49     918      20     945       8     961    1370    +    4.9e-203  675.1  18.3  -
Methylococcaceae_Methylosoma                     -          LKAP-TSAKG2_B06_046_2018_2 -               73     982      60     962      39     965    1491    +      6e-203  674.3  18.5  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-TSAKG2_B06_046_2018_2 -               48    1017      20     957       8     962    1546    +    6.8e-203  674.4  18.5  -
Piscirickettsiaceae_Sulfurivirga                 -          LKAP-TSAKG2_B06_046_2018_2 -               49     999      20     960       6     965    1457    +    7.2e-203  674.3  18.8  -
Bradyrhizobiaceae_Afipia                         -          LKAP-TSAKG2_B06_046_2018_2 -               45     938      20     962       7     965    1416    +    7.9e-203  674.4  18.4  -
Beijerinckiaceae_Rhodoblastus                    -          LKAP-TSAKG2_B06_046_2018_2 -               45     936      20     960       9     964    1477    +    1.1e-202  673.8  18.4  -
Arenicellaceae_Perspicuibacter                   -          LKAP-TSAKG2_B06_046_2018_2 -               17     915      62     962      47     966    1365    +    1.5e-202  673.1  19.0  -
Alteromonadales_Neiella                          -          LKAP-TSAKG2_B06_046_2018_2 -               47     992      19     962       6     965    1501    +    1.8e-202  672.8  19.0  -
Peptostreptococcaceae_Filifactor                 -          LKAP-TSAKG2_B06_046_2018_2 -               28     959      20     960       6     964    1450    +    1.9e-202  673.0  19.5  -
Lysobacteraceae_Chujaibacter                     -          LKAP-TSAKG2_B06_046_2018_2 -               31     986      19     966       6     966    1483    +      2e-202  672.6  18.5  -
Campylobacteraceae_Campylobacter                 -          LKAP-TSAKG2_B06_046_2018_2 -               28     954      20     964       9     966    1424    +    2.2e-202  671.9  18.9  -
Vibrionaceae_Echinimonas                         -          LKAP-TSAKG2_B06_046_2018_2 -               12     957      20     962      12     965    1413    +    3.5e-202  671.8  18.9  -
Desulfobacteraceae_Desulfatibacillum             -          LKAP-TSAKG2_B06_046_2018_2 -               48    1018      20     965       6     966    1525    +    4.3e-202  671.8  18.4  -
Streptococcaceae_Streptococcus                   -          LKAP-TSAKG2_B06_046_2018_2 -               33     989      20     956       8     963    1497    +    6.4e-202  671.4  19.1  -
Desulfobacteraceae_Desulfococcus                 -          LKAP-TSAKG2_B06_046_2018_2 -               48    1008      20     955       7     964    1529    +    8.7e-202  670.8  18.6  -
Alcaligenaceae_Verticiella                       -          LKAP-TSAKG2_B06_046_2018_2 -               23     975      15     966       6     966    1454    +    1.3e-201  670.2  18.5  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-TSAKG2_B06_046_2018_2 -               28     991      20     966       8     966    1495    +    1.6e-201  670.0  18.7  -
Rhodobacteraceae_Marivita                        -          LKAP-TSAKG2_B06_046_2018_2 -               28     900      20     944       9     961    1386    +    1.7e-201  670.1  18.9  -
Parviterribacteraceae_Parviterribacter           -          LKAP-TSAKG2_B06_046_2018_2 -               29     962      21     957       8     964    1456    +    1.7e-201  669.9  18.9  -
Rhodobacteraceae_Aestuariivita                   -          LKAP-TSAKG2_B06_046_2018_2 -               48     918      20     944       9     962    1427    +    2.4e-201  669.5  18.5  -
Alcaligenaceae_Eoetvoesia                        -          LKAP-TSAKG2_B06_046_2018_2 -               24     974      17     966       5     966    1453    +    2.6e-201  669.2  18.5  -
Peptococcaceae_Desulfitispora                    -          LKAP-TSAKG2_B06_046_2018_2 -               42     964      64     962      53     966    1479    +    2.8e-201  669.1  18.8  -
Rhodobacteraceae_Pannonibacter                   -          LKAP-TSAKG2_B06_046_2018_2 -               74     935      63     955      36     961    1483    +    3.2e-201  669.1  18.5  -
Rhodobacteraceae_Ketogulonicigenium              -          LKAP-TSAKG2_B06_046_2018_2 -               31     905      19     945       5     962    1371    +    3.3e-201  669.2  18.4  -
Rhodobacteraceae_Sagittula                       -          LKAP-TSAKG2_B06_046_2018_2 -               29     890      21     945      11     961    1376    +    3.4e-201  669.1  19.6  -
Desulfobulbaceae_Desulfotalea                    -          LKAP-TSAKG2_B06_046_2018_2 -               42     996      20     964       7     966    1486    +    5.2e-201  668.2  18.1  -
Hyphomonadaceae_Henriciella                      -          LKAP-TSAKG2_B06_046_2018_2 -               26     905      44     956      23     962    1390    +    6.6e-201  668.3  18.5  -
Ectothiorhodospiraceae_Nitrococcus               -          LKAP-TSAKG2_B06_046_2018_2 -               53    1005      23     964       8     966    1482    +    6.7e-201  667.8  18.8  -
Corynebacteriaceae_Corynebacterium               -          LKAP-TSAKG2_B06_046_2018_2 -               28     957      20     961       7     965    1462    +      7e-201  667.8  19.0  -
Paenibacillaceae_Aneurinibacillus                -          LKAP-TSAKG2_B06_046_2018_2 -               30     971      20     956       9     965    1483    +      7e-201  667.8  18.6  -
Methylococcaceae_Methylomarinovum                -          LKAP-TSAKG2_B06_046_2018_2 -               27     978      19     964       6     966    1466    +    7.7e-201  667.6  18.7  -
Rhodobacteraceae_Pacificibacter                  -          LKAP-TSAKG2_B06_046_2018_2 -               35     925      20     956       9     961    1443    +    8.5e-201  667.6  19.0  -
Lachnospiraceae_Anaerocolumna                    -          LKAP-TSAKG2_B06_046_2018_2 -               37     969      20     956       7     962    1478    +    8.6e-201  667.5  19.7  -
Spirochaetaceae_Treponema                        -          LKAP-TSAKG2_B06_046_2018_2 -               25     972      17     958       7     964    1477    +    9.7e-201  667.7  18.7  -
Rhodobacteraceae_Poseidonocella                  -          LKAP-TSAKG2_B06_046_2018_2 -               38     911      20     945       9     962    1437    +    1.2e-200  667.1  18.6  -
Hyphomonadaceae_Oceanicaulis                     -          LKAP-TSAKG2_B06_046_2018_2 -               24     913      20     960       7     963    1424    +    1.8e-200  666.7  18.7  -
Ectothiorhodospiraceae_Halofilum                 -          LKAP-TSAKG2_B06_046_2018_2 -               28     968      20     956       7     965    1463    +    1.8e-200  666.1  19.1  -
Desulfomicrobiaceae_Desulfomicrobium             -          LKAP-TSAKG2_B06_046_2018_2 -               38     995      20     965       8     966    1502    +    2.2e-200  666.2  18.3  -
Nevskiaceae_Fontimonas                           -          LKAP-TSAKG2_B06_046_2018_2 -               38     975      21     965       7     966    1468    +    2.3e-200  666.1  18.7  -
Rhodobacteraceae_Maribius                        -          LKAP-TSAKG2_B06_046_2018_2 -               36     918      21     956      11     963    1407    +    2.4e-200  666.4  18.8  -
Alteromonadaceae_Lacimicrobium                   -          LKAP-TSAKG2_B06_046_2018_2 -               47     994      19     962       6     965    1499    +    2.6e-200  665.7  18.8  -
Gammaproteobacteria_Plesiomonas                  -          LKAP-TSAKG2_B06_046_2018_2 -               46     994      19     961       6     965    1499    +    2.7e-200  665.7  18.8  -
Nevskiaceae_Alkanibacter                         -          LKAP-TSAKG2_B06_046_2018_2 -                8     940      21     963      16     966    1438    +    2.9e-200  665.7  18.6  -
Rhodobacteraceae_Roseinatronobacter              -          LKAP-TSAKG2_B06_046_2018_2 -               54     926      20     944       9     960    1450    +    3.4e-200  665.6  18.0  -
Succinivibrionaceae_Ruminobacter                 -          LKAP-TSAKG2_B06_046_2018_2 -               54     999      19     963       5     965    1539    +    4.1e-200  665.2  19.3  -
Algiphilaceae_Algiphilus                         -          LKAP-TSAKG2_B06_046_2018_2 -               47     986      19     958       5     964    1501    +    6.7e-200  664.2  18.9  -
Paenibacillaceae_Brevibacillus                   -          LKAP-TSAKG2_B06_046_2018_2 -               27     964      20     955       9     961    1486    +    6.9e-200  664.6  19.0  -
Ectothiorhodospiraceae_Thiorhodospira            -          LKAP-TSAKG2_B06_046_2018_2 -               43     975      19     955       6     964    1365    +    8.4e-200  664.0  19.3  -
Rhodobacteraceae_Puniceibacterium                -          LKAP-TSAKG2_B06_046_2018_2 -               48     921      20     945       6     963    1427    +    8.7e-200  664.3  18.9  -
Rhodobacteraceae_Seohaeicola                     -          LKAP-TSAKG2_B06_046_2018_2 -               49     921      20     944       8     962    1443    +    9.5e-200  664.2  18.8  -
Acidiferrobacteraceae_Sulfurifustis              -          LKAP-TSAKG2_B06_046_2018_2 -               63     969      62     963      40     966    1454    +      1e-199  663.9  18.4  -
Chromobacteriaceae_Laribacter                    -          LKAP-TSAKG2_B06_046_2018_2 -               27     971      19     963       6     966    1459    +      1e-199  663.9  18.7  -
Hyphomicrobiaceae_Blastochloris                  -          LKAP-TSAKG2_B06_046_2018_2 -               18     912      12     955       3     962    1427    +    1.1e-199  664.0  19.3  -
Burkholderiaceae_Lautropia                       -          LKAP-TSAKG2_B06_046_2018_2 -               47     993      19     965       6     966    1519    +    1.3e-199  663.6  18.5  -
Alteromonadales_Motilimonas                      -          LKAP-TSAKG2_B06_046_2018_2 -               27     970      19     955       5     964    1467    +    1.7e-199  662.9  18.9  -
Thermoanaerobacteraceae_Thermoanaerobacter       -          LKAP-TSAKG2_B06_046_2018_2 -               44     970      20     955       7     961    1525    +    1.9e-199  662.7  19.8  -
Syntrophobacteraceae_Syntrophobacter             -          LKAP-TSAKG2_B06_046_2018_2 -               28     988      20     956       7     963    1504    +    2.5e-199  663.0  18.8  -
Rhodobacteraceae_Mameliella                      -          LKAP-TSAKG2_B06_046_2018_2 -               61     896      62     944      40     962    1380    +    3.5e-199  662.4  19.7  -
Cardiobacteriaceae_Dichelobacter                 -          LKAP-TSAKG2_B06_046_2018_2 -               35     977      19     964       5     966    1460    +    3.9e-199  662.2  18.8  -
Bradyrhizobiaceae_Nitrobacter                    -          LKAP-TSAKG2_B06_046_2018_2 -               41     932      20     960       7     965    1466    +    4.2e-199  662.0  18.4  -
Gammaproteobacteria_Arsukibacterium              -          LKAP-TSAKG2_B06_046_2018_2 -               41     979      20     957       6     964    1479    +    5.6e-199  661.3  18.8  -
Polyangiaceae_Chondromyces                       -          LKAP-TSAKG2_B06_046_2018_2 -               38     983      20     949       7     965    1534    +      6e-199  661.6  18.5  -
Peptococcaceae_Desulfitobacterium                -          LKAP-TSAKG2_B06_046_2018_2 -               28    1014      20     966       8     966    1521    +    7.5e-199  660.7  18.5  -
Desulfobacteraceae_Desulfoluna                   -          LKAP-TSAKG2_B06_046_2018_2 -               48    1016      20     965       8     966    1552    +    7.7e-199  661.1  18.3  -
Alcaligenaceae_Paralcaligenes                    -          LKAP-TSAKG2_B06_046_2018_2 -               35     994      18     966       5     966    1441    +    8.2e-199  661.1  18.6  -
Flavobacteriaceae_Nonlabens                      -          LKAP-TSAKG2_B06_046_2018_2 -               28     961      20     952       8     964    1448    +    8.6e-199  660.9  18.6  -
Sulfuricellaceae_Sulfuricella                    -          LKAP-TSAKG2_B06_046_2018_2 -               27     973      19     959       6     965    1464    +      1e-198  660.5  19.1  -
Desulfohalobiaceae_Desulfonauticus               -          LKAP-TSAKG2_B06_046_2018_2 -               48    1025      20     965       9     966    1567    +    1.3e-198  660.5  18.4  -
Neisseriaceae_Crenobacter                        -          LKAP-TSAKG2_B06_046_2018_2 -               57    1004      19     966       6     966    1557    +    1.6e-198  660.0  18.7  -
Burkholderiales_Thiobacter                       -          LKAP-TSAKG2_B06_046_2018_2 -               42     988      19     965       6     966    1452    +    1.8e-198  659.9  19.0  -
Rhodobacteraceae_Pelagicola                      -          LKAP-TSAKG2_B06_046_2018_2 -               48     932      20     955       8     960    1412    +    1.9e-198  659.9  18.4  -
Budviciaceae_Pragia                              -          LKAP-TSAKG2_B06_046_2018_2 -               22     968      19     958       6     965    1485    +    2.1e-198  659.4  18.9  -
Methylococcaceae_Methyloglobulus                 -          LKAP-TSAKG2_B06_046_2018_2 -               47     986      19     964       6     966    1493    +    2.1e-198  659.6  18.6  -
Rhodobacteraceae_Citreicella                     -          LKAP-TSAKG2_B06_046_2018_2 -               29     899      21     945       8     963    1384    +    2.4e-198  659.5  18.5  -
Cystobacteraceae_Cystobacter                     -          LKAP-TSAKG2_B06_046_2018_2 -               28     981      20     958       8     966    1491    +    2.4e-198  659.4  18.4  -
Piscirickettsiaceae_Galenea                      -          LKAP-TSAKG2_B06_046_2018_2 -               34     982      19     955       6     964    1449    +    2.4e-198  659.3  18.9  -
Desulfohalobiaceae_Desulfothermus                -          LKAP-TSAKG2_B06_046_2018_2 -               24     987      20     961       9     966    1492    +    2.7e-198  659.4  18.6  -
Campylobacteraceae_Arcobacter                    -          LKAP-TSAKG2_B06_046_2018_2 -               17     946      20     964       9     966    1411    +      3e-198  659.2  18.4  -
Peptococcaceae_Desulfosporosinus                 -          LKAP-TSAKG2_B06_046_2018_2 -               34    1006      20     965       7     966    1523    +    3.5e-198  658.9  18.5  -
Helicobacteraceae_Sulfurimonas                   -          LKAP-TSAKG2_B06_046_2018_2 -               36     965      20     965       8     966    1452    +      5e-198  658.5  19.0  -
Alteromonadales_Aestuariicella                   -          LKAP-TSAKG2_B06_046_2018_2 -               24     925      64     960      45     965    1400    +    5.1e-198  658.1  18.9  -
Calditrichaeota_Caldithrix                       -          LKAP-TSAKG2_B06_046_2018_2 -               35     990      20     958       8     964    1504    +    5.2e-198  658.5  18.8  -
Nocardiaceae_Rhodococcus                         -          LKAP-TSAKG2_B06_046_2018_2 -               27     947      19     957       5     965    1465    +    5.8e-198  658.3  19.9  -
Rhodobacteraceae_Rhodobaca                       -          LKAP-TSAKG2_B06_046_2018_2 -               48     921      20     945       7     961    1459    +    6.2e-198  658.2  17.8  -
Rhodanobacteraceae_Aquimonas                     -          LKAP-TSAKG2_B06_046_2018_2 -               19     966      20     965       8     966    1433    +    6.2e-198  658.0  18.5  -
Lysobacteraceae_Rehaibacterium                   -          LKAP-TSAKG2_B06_046_2018_2 -               56     994      19     955       6     965    1548    +    6.8e-198  657.8  19.1  -
Chromobacteriaceae_Chitiniphilus                 -          LKAP-TSAKG2_B06_046_2018_2 -               46     991      19     964       6     966    1494    +    6.9e-198  658.0  18.5  -
Rhodobacteraceae_Thalassococcus                  -          LKAP-TSAKG2_B06_046_2018_2 -               28     901      20     944       7     962    1419    +      7e-198  658.0  18.4  -
Deltaproteobacteria_Deferrisoma                  -          LKAP-TSAKG2_B06_046_2018_2 -               17     915      63     956      52     964    1322    +    8.3e-198  657.8  18.7  -
Enterobacteriaceae_Phytobacter                   -          LKAP-TSAKG2_B06_046_2018_2 -               32     975      19     957       6     965    1440    +    9.3e-198  657.3  18.8  -
Desulfohalobiaceae_Desulfonatronospira           -          LKAP-TSAKG2_B06_046_2018_2 -              269    1081     155     964     146     966    1528    +    9.9e-198  657.3  16.1  -
Enterobacteriaceae_Yokenella                     -          LKAP-TSAKG2_B06_046_2018_2 -               35     976      19     955       6     964    1434    +      1e-197  657.2  18.8  -
Peptoniphilaceae_Peptoniphilus                   -          LKAP-TSAKG2_B06_046_2018_2 -                1     930      21     958      21     964    1433    +    1.5e-197  657.1  19.7  -
Nocardiaceae_Nocardia                            -          LKAP-TSAKG2_B06_046_2018_2 -               27     946      19     957       6     966    1474    +    1.6e-197  656.8  19.5  -
Desulfovibrionaceae_Desulfocurvus                -          LKAP-TSAKG2_B06_046_2018_2 -               48    1006      20     965       8     966    1532    +    1.7e-197  656.8  18.6  -
Alcaligenaceae_Paracandidimonas                  -          LKAP-TSAKG2_B06_046_2018_2 -               34     945      59     966      37     966    1428    +    1.9e-197  656.4  18.4  -
Nocardioidaceae_Nocardioides                     -          LKAP-TSAKG2_B06_046_2018_2 -               20     949      14     957       6     965    1449    +      2e-197  656.6  19.2  -
Rhodobacteraceae_Leisingera                      -          LKAP-TSAKG2_B06_046_2018_2 -               34     907      20     945       9     962    1409    +    2.1e-197  656.6  18.8  -
Chromobacteriaceae_Leeia                         -          LKAP-TSAKG2_B06_046_2018_2 -                4     950      21     965      18     966    1416    +    2.1e-197  656.2  19.3  -
Hafniaceae_Obesumbacterium                       -          LKAP-TSAKG2_B06_046_2018_2 -               21     971      19     962       6     965    1490    +    2.3e-197  655.9  18.8  -
Nevskiaceae_Sinimarinibacterium                  -          LKAP-TSAKG2_B06_046_2018_2 -               49     981      21     961       9     966    1493    +    2.7e-197  655.9  18.9  -
Cystobacteraceae_Melittangium                    -          LKAP-TSAKG2_B06_046_2018_2 -               45    1006      20     964       8     966    1522    +    3.3e-197  655.7  18.4  -
Lachnospiraceae_Herbinix                         -          LKAP-TSAKG2_B06_046_2018_2 -               48     990      21     955       6     961    1523    +    3.5e-197  655.6  19.2  -
Neisseriaceae_Snodgrassella                      -          LKAP-TSAKG2_B06_046_2018_2 -               59    1010      19     965       6     966    1547    +      4e-197  655.2  18.6  -
Halothiobacillaceae_Thioalkalibacter             -          LKAP-TSAKG2_B06_046_2018_2 -               44     986      19     955       5     965    1486    +    4.8e-197  654.8  18.8  -
Streptomycetaceae_Streptacidiphilus              -          LKAP-TSAKG2_B06_046_2018_2 -               27     947      19     957       6     965    1445    +    6.2e-197  655.1  19.6  -
Chromatiaceae_Nitrosococcus                      -          LKAP-TSAKG2_B06_046_2018_2 -               47     999      19     962       5     965    1491    +    7.1e-197  654.6  18.9  -
Desulfobacteraceae_Desulfobotulus                -          LKAP-TSAKG2_B06_046_2018_2 -               25     989      20     961       8     965    1506    +    8.8e-197  654.3  18.6  -
Chromatiaceae_Thioalkalicoccus                   -          LKAP-TSAKG2_B06_046_2018_2 -                3     910      66     966      64     966    1325    +      1e-196  653.9  17.9  -
Alcaligenaceae_Caenimicrobium                    -          LKAP-TSAKG2_B06_046_2018_2 -               25     972      18     964       5     966    1453    +    1.2e-196  653.8  18.6  -
Tsukamurellaceae_Tsukamurella                    -          LKAP-TSAKG2_B06_046_2018_2 -               46     975      19     965       6     966    1495    +    1.4e-196  653.7  19.5  -
Pseudomonadaceae_Permianibacter                  -          LKAP-TSAKG2_B06_046_2018_2 -                3     950       9     965       7     966    1423    +    1.4e-196  653.4  18.4  -
Methylococcaceae_Methylohalobius                 -          LKAP-TSAKG2_B06_046_2018_2 -               27     977      19     965       6     966    1462    +    1.4e-196  653.4  18.7  -
Desulfuromonadaceae_Desulfuromusa                -          LKAP-TSAKG2_B06_046_2018_2 -               47     978      20     956       8     963    1473    +    1.6e-196  653.3  19.4  -
Bacillaceae_Caldalkalibacillus                   -          LKAP-TSAKG2_B06_046_2018_2 -                7     976      21     955      16     960    1488    +    2.2e-196  653.0  19.0  -
