# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_C04_028_2018_2 -               39     845      21     826       4     828    1492    +           0 1042.7  20.5  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_C04_028_2018_2 -               18     835      13     826       4     828    1485    +    9.5e-308 1022.0  20.6  -
Phyllobacteriaceae_Mesorhizobium                 -          LKAP-TSAKG2_C04_028_2018_2 -               19     746      21     812       4     821    1403    +    3.5e-161  536.3  23.0  -
Microbacteriaceae_Plantibacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               44     824      19     816       3     824    1512    +    4.1e-161  535.6  22.3  -
Micromonosporaceae_Virgisporangium               -          LKAP-TSAKG2_C04_028_2018_2 -               14     794       9     819       4     827    1469    +    4.3e-161  535.8  23.5  -
Burkholderiaceae_Chitinimonas                    -          LKAP-TSAKG2_C04_028_2018_2 -               45     819      21     808       4     824    1494    +    4.8e-161  535.7  21.6  -
Rhodobiaceae_Methyloligella                      -          LKAP-TSAKG2_C04_028_2018_2 -               49     763      21     799       5     811    1444    +    5.8e-161  535.5  22.2  -
Rhodobacteraceae_Roseivivax                      -          LKAP-TSAKG2_C04_028_2018_2 -               37     758      21     804       4     819    1405    +    6.9e-161  535.3  23.3  -
Thermodesulfobacteriaceae_Caldimicrobium         -          LKAP-TSAKG2_C04_028_2018_2 -               42     834      21     807       7     816    1508    +    8.3e-161  535.0  21.8  -
Erwiniaceae_Erwinia                              -          LKAP-TSAKG2_C04_028_2018_2 -               29     794      21     791       4     811    1495    +      9e-161  534.8  20.6  -
Microbacteriaceae_Microcella                     -          LKAP-TSAKG2_C04_028_2018_2 -               28     804       9     808       4     825    1505    +    9.4e-161  534.7  22.7  -
Neisseriaceae_Vitreoscilla                       -          LKAP-TSAKG2_C04_028_2018_2 -               22     801      21     814       5     826    1457    +      1e-160  534.6  21.8  -
Rhodobiaceae_Rhodobium                           -          LKAP-TSAKG2_C04_028_2018_2 -               39     753      21     799       5     814    1421    +      1e-160  534.8  21.9  -
Chromatiaceae_Thiophaeococcus                    -          LKAP-TSAKG2_C04_028_2018_2 -               20     771      21     791       6     812    1440    +    1.1e-160  534.6  21.3  -
Halomonadaceae_Larsenimonas                      -          LKAP-TSAKG2_C04_028_2018_2 -               50     826      21     804       5     817    1495    +    1.2e-160  534.2  21.3  -
Ruminococcaceae_Anaerofilum                      -          LKAP-TSAKG2_C04_028_2018_2 -              106     840      53     812      30     825    1468    +    1.3e-160  533.9  20.7  -
Actinomycetaceae_Actinotignum                    -          LKAP-TSAKG2_C04_028_2018_2 -                7     805       9     814       4     825    1488    +    1.5e-160  534.2  21.2  -
Sphingomonadaceae_Sphingobium                    -          LKAP-TSAKG2_C04_028_2018_2 -               43     768      21     808       5     820    1442    +    1.5e-160  534.3  23.5  -
Dermacoccaceae_Flexivirga                        -          LKAP-TSAKG2_C04_028_2018_2 -               14     788       9     804       3     821    1448    +    1.5e-160  533.8  22.6  -
Rhizobiaceae_Ensifer                             -          LKAP-TSAKG2_C04_028_2018_2 -               29     757      21     813       4     821    1437    +    1.7e-160  534.1  23.4  -
Micromonosporaceae_Hamadaea                      -          LKAP-TSAKG2_C04_028_2018_2 -               41     814       9     812       4     827    1521    +    1.8e-160  533.7  23.6  -
Dermacoccaceae_Dermacoccus                       -          LKAP-TSAKG2_C04_028_2018_2 -                9     784       9     807       4     822    1468    +    1.8e-160  533.7  22.9  -
Rhizobiales_Amorphus                             -          LKAP-TSAKG2_C04_028_2018_2 -               28     744      21     799       4     810    1427    +    1.9e-160  533.9  23.4  -
Desulfobacteraceae_Desulfofrigus                 -          LKAP-TSAKG2_C04_028_2018_2 -               35     849       9     810       4     826    1523    +    1.9e-160  533.6  21.6  -
Micromonosporaceae_Rugosimonospora               -          LKAP-TSAKG2_C04_028_2018_2 -               14     791       9     815       4     826    1439    +    1.9e-160  533.8  24.0  -
Thermoanaerobacterales_Thermovenabulum           -          LKAP-TSAKG2_C04_028_2018_2 -               34     809       9     805       4     817    1424    +      2e-160  533.8  24.0  -
Rhodanobacteraceae_Fulvimonas                    -          LKAP-TSAKG2_C04_028_2018_2 -               34     812      21     804       5     817    1484    +    2.1e-160  533.5  21.0  -
Halieaceae_Parahaliea                            -          LKAP-TSAKG2_C04_028_2018_2 -               29     805      21     809       5     823    1498    +    2.2e-160  533.4  21.7  -
Rhodobacteraceae_Celeribacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               46     769      21     807       5     820    1428    +    2.3e-160  533.5  23.5  -
Sulfuricellaceae_Sulfuriferula                   -          LKAP-TSAKG2_C04_028_2018_2 -               29     808      21     809       7     824    1461    +    2.8e-160  533.0  21.2  -
Rhodobiaceae_Rhodoligotrophos                    -          LKAP-TSAKG2_C04_028_2018_2 -               49     784      21     808       5     822    1487    +    2.8e-160  533.2  23.0  -
Colwelliaceae_Colwellia                          -          LKAP-TSAKG2_C04_028_2018_2 -               29     804      21     801       5     817    1485    +    3.2e-160  532.9  20.8  -
Rhodobacteraceae_Pseudooceanicola                -          LKAP-TSAKG2_C04_028_2018_2 -               49     768      21     802       5     816    1429    +    3.5e-160  532.8  23.1  -
Thermoanaerobacterales_Thermosediminibacter      -          LKAP-TSAKG2_C04_028_2018_2 -                1     759      21     804      21     816    1404    +    3.8e-160  532.9  22.8  -
Halomonadaceae_Salinicola                        -          LKAP-TSAKG2_C04_028_2018_2 -               29     807      21     806       4     822    1471    +    4.1e-160  532.5  20.9  -
Arenicellaceae_Arenicella                        -          LKAP-TSAKG2_C04_028_2018_2 -               37     822      21     815       7     827    1506    +    4.3e-160  532.7  20.5  -
Rhodospirillaceae_Ferrovibrio                    -          LKAP-TSAKG2_C04_028_2018_2 -               61     777      49     813      27     825    1447    +    4.5e-160  532.4  21.4  -
Rhodothermaceae_Rhodothermus                     -          LKAP-TSAKG2_C04_028_2018_2 -               96     830      60     804      31     820    1543    +    4.6e-160  532.4  21.0  -
Spirochaetaceae_Alkalispirochaeta                -          LKAP-TSAKG2_C04_028_2018_2 -               19     805      20     812       5     820    1462    +    4.8e-160  532.4  22.5  -
Cellvibrionaceae_Eionea                          -          LKAP-TSAKG2_C04_028_2018_2 -               31     798      21     799       5     816    1469    +    4.8e-160  532.2  21.2  -
Thermoactinomycetaceae_Shimazuella               -          LKAP-TSAKG2_C04_028_2018_2 -               28     781      20     817       3     827    1459    +    6.5e-160  531.8  22.3  -
Lachnospiraceae_Oribacterium                     -          LKAP-TSAKG2_C04_028_2018_2 -               44     764      58     809      38     817    1412    +    7.2e-160  531.9  22.0  -
Rhodobacteraceae_Rubellimicrobium                -          LKAP-TSAKG2_C04_028_2018_2 -               39     773      21     815       4     824    1448    +    7.4e-160  532.0  23.5  -
Chromatiaceae_Thiorhodococcus                    -          LKAP-TSAKG2_C04_028_2018_2 -               25     756      52     792      32     813    1426    +    8.5e-160  531.5  20.6  -
Cohaesibacteraceae_Cohaesibacter                 -          LKAP-TSAKG2_C04_028_2018_2 -               47     780      20     815       3     824    1425    +    8.7e-160  531.7  23.6  -
Thermotogaceae_Thermotoga                        -          LKAP-TSAKG2_C04_028_2018_2 -               41     855       9     821       4     827    1561    +    9.2e-160  531.5  21.9  -
Peptococcaceae_Syntrophobotulus                  -          LKAP-TSAKG2_C04_028_2018_2 -               35     865      10     823       3     828    1554    +    9.2e-160  531.4  21.0  -
Micrococcaceae_Yaniella                          -          LKAP-TSAKG2_C04_028_2018_2 -               23     826       9     819       3     824    1497    +    9.3e-160  531.2  22.3  -
Granulosicoccaceae_Granulosicoccus               -          LKAP-TSAKG2_C04_028_2018_2 -               29     802      21     799       6     815    1471    +    9.4e-160  531.4  20.8  -
Piscirickettsiaceae_Hydrogenovibrio              -          LKAP-TSAKG2_C04_028_2018_2 -               29     821      21     804       5     824    1465    +    9.9e-160  531.2  20.3  -
Rhodanobacteraceae_Rhodanobacter                 -          LKAP-TSAKG2_C04_028_2018_2 -               34     813      21     804       3     817    1481    +      1e-159  531.3  21.2  -
Chromatiaceae_Rheinheimera                       -          LKAP-TSAKG2_C04_028_2018_2 -               36     804      21     812       4     823    1472    +    1.1e-159  531.1  21.4  -
Beijerinckiaceae_Methylocapsa                    -          LKAP-TSAKG2_C04_028_2018_2 -               46     776      21     813       5     826    1419    +    1.1e-159  531.2  22.6  -
Sphingomonadaceae_Sphingomicrobium               -          LKAP-TSAKG2_C04_028_2018_2 -               33     758      21     808       5     821    1443    +    1.2e-159  531.4  23.3  -
Oceanospirillaceae_Thalassolituus                -          LKAP-TSAKG2_C04_028_2018_2 -               36     816      21     808       4     821    1476    +    1.2e-159  530.9  21.4  -
Methylophilaceae_Methylobacillus                 -          LKAP-TSAKG2_C04_028_2018_2 -               11     791      21     808      13     814    1416    +    1.3e-159  531.1  21.3  -
Phyllobacteriaceae_Phyllobacterium               -          LKAP-TSAKG2_C04_028_2018_2 -               23     746      21     808       5     819    1418    +    1.3e-159  530.8  23.3  -
Dermabacteraceae_Dermabacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               23     814       9     818       4     825    1456    +    1.3e-159  530.9  22.6  -
Sphingomonadaceae_Sphingorhabdus                 -          LKAP-TSAKG2_C04_028_2018_2 -               29     764      21     819       5     827    1420    +    1.4e-159  531.0  22.2  -
Hyphomicrobiaceae_Hyphomicrobium                 -          LKAP-TSAKG2_C04_028_2018_2 -               26     744      21     803       5     818    1423    +    1.9e-159  530.5  22.7  -
Ectothiorhodospiraceae_Spiribacter               -          LKAP-TSAKG2_C04_028_2018_2 -               59     833      21     805       5     823    1544    +      2e-159  530.4  21.5  -
Halobacteroidaceae_Fuchsiella                    -          LKAP-TSAKG2_C04_028_2018_2 -               31     843       9     817       4     825    1500    +    2.2e-159  530.0  21.3  -
Propionibacteriaceae_Propionibacterium           -          LKAP-TSAKG2_C04_028_2018_2 -               14     795       9     815       4     823    1473    +    2.3e-159  530.1  23.1  -
Nocardioidaceae_Actinopolymorpha                 -          LKAP-TSAKG2_C04_028_2018_2 -               12     773      21     816      13     824    1434    +    2.4e-159  530.1  22.5  -
Nocardioidaceae_Aeromicrobium                    -          LKAP-TSAKG2_C04_028_2018_2 -               14     799       9     814       3     823    1462    +    2.4e-159  530.2  23.2  -
Methylococcaceae_Methylosarcina                  -          LKAP-TSAKG2_C04_028_2018_2 -               43     806      21     798       6     818    1515    +    2.4e-159  529.8  21.4  -
Bartonellaceae_Bartonella                        -          LKAP-TSAKG2_C04_028_2018_2 -               29     761      21     814       4     822    1410    +    2.5e-159  530.1  22.6  -
Nocardiopsaceae_Streptomonospora                 -          LKAP-TSAKG2_C04_028_2018_2 -               34     823       9     815       3     824    1519    +    2.5e-159  530.0  22.3  -
Synergistaceae_Aminobacterium                    -          LKAP-TSAKG2_C04_028_2018_2 -               98     802      55     804      33     820    1521    +    2.6e-159  529.8  22.1  -
Rhodobacteraceae_Amaricoccus                     -          LKAP-TSAKG2_C04_028_2018_2 -               48     778      21     813       5     824    1428    +    2.8e-159  530.0  23.6  -
Psychromonadaceae_Psychromonas                   -          LKAP-TSAKG2_C04_028_2018_2 -               29     807      21     804       4     818    1467    +      3e-159  529.7  20.9  -
Propionibacteriaceae_Friedmanniella              -          LKAP-TSAKG2_C04_028_2018_2 -               15     793      10     816       3     823    1457    +    3.1e-159  529.8  22.8  -
Microbacteriaceae_Agreia                         -          LKAP-TSAKG2_C04_028_2018_2 -               34     814       9     815       4     823    1513    +    3.4e-159  529.3  22.8  -
Hyphomicrobiaceae_Prosthecomicrobium             -          LKAP-TSAKG2_C04_028_2018_2 -               66     787      21     806       5     817    1470    +    3.7e-159  529.5  23.2  -
Rhodobacteraceae_Palleronia                      -          LKAP-TSAKG2_C04_028_2018_2 -               11     728      21     802      15     815    1367    +    4.2e-159  529.5  21.9  -
Sutterellaceae_Sutterella                        -          LKAP-TSAKG2_C04_028_2018_2 -               18     799      20     808       6     822    1471    +    4.3e-159  529.1  21.5  -
Colwelliaceae_Thalassotalea                      -          LKAP-TSAKG2_C04_028_2018_2 -               29     807      21     806       5     817    1463    +    4.4e-159  529.2  21.0  -
Intrasporangiaceae_Serinicoccus                  -          LKAP-TSAKG2_C04_028_2018_2 -               25     795      10     804       3     820    1482    +    4.4e-159  529.1  22.4  -
Rhodobacteraceae_Tropicimonas                    -          LKAP-TSAKG2_C04_028_2018_2 -               29     752      21     806       4     820    1390    +    4.6e-159  529.2  23.3  -
Cellvibrionaceae_Umboniibacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               41     811      21     805       5     821    1507    +    4.6e-159  529.2  21.7  -
Rhodobacteraceae_Albimonas                       -          LKAP-TSAKG2_C04_028_2018_2 -               49     772      21     806       5     818    1429    +    4.6e-159  529.2  23.0  -
Rhizobiaceae_Agrobacterium                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     751      21     807       4     819    1400    +    5.2e-159  529.2  23.2  -
Sphingomonadaceae_Polymorphobacter               -          LKAP-TSAKG2_C04_028_2018_2 -               27     753      21     808       3     820    1431    +    5.5e-159  529.1  23.3  -
Enterococcaceae_Pilibacter                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     832      21     825       3     828    1432    +    5.6e-159  528.7  20.5  -
Rhodobacteraceae_Maritimibacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               49     770      21     804       5     819    1430    +    5.7e-159  528.8  23.3  -
Clostridiales_Anaerococcus                       -          LKAP-TSAKG2_C04_028_2018_2 -                8     775      21     807      17     817    1410    +    6.5e-159  528.7  21.6  -
Rhodobacteraceae_Defluviimonas                   -          LKAP-TSAKG2_C04_028_2018_2 -               29     748      21     802       3     814    1389    +      7e-159  528.6  23.3  -
Halomonadaceae_Chromohalobacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     805      21     804       6     818    1480    +    8.3e-159  528.2  20.9  -
Legionellaceae_Legionella                        -          LKAP-TSAKG2_C04_028_2018_2 -               25     804      21     804       3     814    1446    +    9.9e-159  528.1  20.9  -
Beijerinckiaceae_Methylocella                    -          LKAP-TSAKG2_C04_028_2018_2 -               29     759      21     813       5     826    1406    +    1.1e-158  527.9  22.4  -
Burkholderiaceae_Paraburkholderia                -          LKAP-TSAKG2_C04_028_2018_2 -               29     803      21     806       4     825    1472    +    1.2e-158  527.8  20.8  -
Propionibacteriaceae_Microlunatus                -          LKAP-TSAKG2_C04_028_2018_2 -               23     794       9     807       3     822    1472    +    1.3e-158  527.7  22.9  -
Desulfobacteraceae_Desulfoluna                   -          LKAP-TSAKG2_C04_028_2018_2 -               37     847      12     809       4     823    1552    +    1.4e-158  527.4  21.6  -
Rhizobiaceae_Neorhizobium                        -          LKAP-TSAKG2_C04_028_2018_2 -               39     757      21     803       4     818    1459    +    1.6e-158  527.7  22.9  -
Phyllobacteriaceae_Aquamicrobium                 -          LKAP-TSAKG2_C04_028_2018_2 -               29     758      21     814       4     822    1407    +    1.6e-158  527.5  23.1  -
Propionibacteriaceae_Tessaracoccus               -          LKAP-TSAKG2_C04_028_2018_2 -               21     800       9     815       3     823    1444    +    1.9e-158  527.0  22.9  -
Pseudoalteromonadaceae_Algicola                  -          LKAP-TSAKG2_C04_028_2018_2 -               44     820      21     804       5     819    1490    +    1.9e-158  526.9  20.6  -
Aurantimonadaceae_Fulvimarina                    -          LKAP-TSAKG2_C04_028_2018_2 -               50     783      21     816       5     822    1453    +    2.1e-158  527.0  23.1  -
Deinococcaceae_Deinococcus                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     776      19     796       3     817    1455    +    2.2e-158  526.8  22.3  -
Beijerinckiaceae_Pseudochelatococcus             -          LKAP-TSAKG2_C04_028_2018_2 -               35     762      21     810       5     822    1410    +      3e-158  526.6  21.9  -
Oceanospirillaceae_Neptunomonas                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     812      21     809       5     824    1484    +      3e-158  526.3  21.3  -
Desulfobacteraceae_Desulfobacula                 -          LKAP-TSAKG2_C04_028_2018_2 -               34     841       9     803       4     814    1522    +    3.1e-158  526.4  21.8  -
Dermacoccaceae_Luteipulveratus                   -          LKAP-TSAKG2_C04_028_2018_2 -               31     796      14     803       3     821    1491    +    3.3e-158  526.1  22.6  -
Hyphomonadaceae_Maricaulis                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     753      21     807       5     818    1422    +    3.5e-158  526.4  22.7  -
Oceanospirillaceae_Nitrincola                    -          LKAP-TSAKG2_C04_028_2018_2 -               38     810      20     803       3     814    1477    +    3.8e-158  525.9  21.6  -
Aurantimonadaceae_Martelella                     -          LKAP-TSAKG2_C04_028_2018_2 -               49     770      21     806       4     820    1443    +      4e-158  526.4  22.4  -
Rhodobacteraceae_Actibacterium                   -          LKAP-TSAKG2_C04_028_2018_2 -               35     752      21     802       4     815    1429    +      4e-158  526.2  23.4  -
Chromatiaceae_Imhoffiella                        -          LKAP-TSAKG2_C04_028_2018_2 -               38     789      21     792       4     812    1484    +    4.1e-158  526.0  22.3  -
Eggerthellaceae_Slackia                          -          LKAP-TSAKG2_C04_028_2018_2 -               16     788      11     812       4     824    1463    +    4.3e-158  526.0  23.3  -
Rhodobacteraceae_Albidovulum                     -          LKAP-TSAKG2_C04_028_2018_2 -               49     772      21     803       5     817    1443    +    4.3e-158  526.0  23.7  -
Idiomarinaceae_Pseudidiomarina                   -          LKAP-TSAKG2_C04_028_2018_2 -               29     807      21     804       5     814    1499    +    4.3e-158  525.6  20.4  -
Methylocystaceae_Pleomorphomonas                 -          LKAP-TSAKG2_C04_028_2018_2 -               48     776      21     809       5     819    1433    +    4.3e-158  526.0  22.8  -
Propionibacteriaceae_Cutibacterium               -          LKAP-TSAKG2_C04_028_2018_2 -               21     792       9     808       4     823    1507    +    4.5e-158  525.6  23.5  -
Idiomarinaceae_Aliidiomarina                     -          LKAP-TSAKG2_C04_028_2018_2 -                4     781      21     805      19     816    1410    +    4.8e-158  525.5  20.2  -
Aurantimonadaceae_Aurantimonas                   -          LKAP-TSAKG2_C04_028_2018_2 -               39     769      21     813       5     822    1410    +    4.8e-158  525.9  23.0  -
Rhodanobacteraceae_Dyella                        -          LKAP-TSAKG2_C04_028_2018_2 -               29     808      20     804       3     817    1453    +    5.1e-158  525.6  21.2  -
Microbacteriaceae_Rhodoglobus                    -          LKAP-TSAKG2_C04_028_2018_2 -               46     831      12     807       3     824    1515    +    5.5e-158  525.5  21.5  -
Eubacteriaceae_Irregularibacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               24     805      10     808       3     823    1431    +    5.8e-158  525.4  22.9  -
Methylocystaceae_Methylosinus                    -          LKAP-TSAKG2_C04_028_2018_2 -               29     762      21     814       5     825    1410    +    6.2e-158  525.5  22.4  -
Thermodesulfobacteriaceae_Thermodesulfobacterium -          LKAP-TSAKG2_C04_028_2018_2 -               29     823      21     811       5     823    1495    +    7.2e-158  525.4  21.9  -
Dermacoccaceae_Barrientosiimonas                 -          LKAP-TSAKG2_C04_028_2018_2 -               20     795      10     804       3     821    1443    +      8e-158  524.7  22.6  -
Gammaproteobacteria_Plasticicumulans             -          LKAP-TSAKG2_C04_028_2018_2 -               38     817      21     812       5     825    1491    +    8.7e-158  524.8  21.9  -
Alteromonadaceae_Bowmanella                      -          LKAP-TSAKG2_C04_028_2018_2 -               47     828      21     813       5     818    1496    +    8.7e-158  524.8  21.3  -
Oxalobacteraceae_Massilia                        -          LKAP-TSAKG2_C04_028_2018_2 -               20     794      21     806       5     820    1438    +    8.9e-158  524.9  21.4  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     757      21     813       4     821    1430    +    9.3e-158  525.0  23.0  -
Hahellaceae_Hahella                              -          LKAP-TSAKG2_C04_028_2018_2 -               56     834      21     808       5     826    1539    +    9.9e-158  524.6  21.1  -
Streptosporangiaceae_Microtetraspora             -          LKAP-TSAKG2_C04_028_2018_2 -                1     757      22     815      22     824    1415    +    1.1e-157  524.4  22.5  -
Phyllobacteriaceae_Nitratireductor               -          LKAP-TSAKG2_C04_028_2018_2 -               46     777      21     814       5     821    1426    +    1.2e-157  524.5  22.5  -
Bifidobacteriaceae_Alloscardovia                 -          LKAP-TSAKG2_C04_028_2018_2 -               14     799       9     815       4     824    1451    +    1.3e-157  524.2  22.4  -
Alteromonadaceae_Salinimonas                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     805      21     806       5     818    1459    +    1.4e-157  524.2  20.8  -
Lysobacteraceae_Tahibacter                       -          LKAP-TSAKG2_C04_028_2018_2 -               27     792      19     797       3     814    1459    +    1.5e-157  524.0  21.9  -
Bdellovibrionaceae_Bdellovibrio                  -          LKAP-TSAKG2_C04_028_2018_2 -               12     784      11     813       3     826    1432    +    1.7e-157  523.9  22.8  -
Hyphomicrobiaceae_Rhodoplanes                    -          LKAP-TSAKG2_C04_028_2018_2 -               49     781      21     813       3     826    1451    +    1.7e-157  524.1  22.8  -
Ectothiorhodospiraceae_Aquisalimonas             -          LKAP-TSAKG2_C04_028_2018_2 -               50     823      21     804       5     814    1464    +    1.8e-157  523.9  21.3  -
Rhodobacteraceae_Roseovarius                     -          LKAP-TSAKG2_C04_028_2018_2 -               31     754      21     806       4     820    1415    +    1.8e-157  523.9  23.3  -
Spirochaetaceae_Sediminispirochaeta              -          LKAP-TSAKG2_C04_028_2018_2 -               36     817      21     805       4     818    1520    +    1.9e-157  523.6  21.8  -
Rhodobacteraceae_Octadecabacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     766      21     820       5     827    1389    +    2.2e-157  523.6  22.4  -
Lysobacteraceae_Vulcaniibacterium                -          LKAP-TSAKG2_C04_028_2018_2 -               56     837      21     807       5     820    1549    +    2.2e-157  523.4  21.9  -
Moritellaceae_Paramoritella                      -          LKAP-TSAKG2_C04_028_2018_2 -               29     810      21     809       4     818    1512    +    2.4e-157  523.2  20.9  -
Bradyrhizobiaceae_Bradyrhizobium                 -          LKAP-TSAKG2_C04_028_2018_2 -               17     754      20     817       5     825    1411    +    2.4e-157  523.3  22.7  -
Rhodanobacteraceae_Frateuria                     -          LKAP-TSAKG2_C04_028_2018_2 -               50     828      21     804       5     817    1542    +    2.5e-157  523.2  20.9  -
Rickettsiaceae_Rickettsia                        -          LKAP-TSAKG2_C04_028_2018_2 -               39     780      21     810       8     823    1440    +    2.6e-157  523.3  21.4  -
Lysobacteraceae_Xanthomonas                      -          LKAP-TSAKG2_C04_028_2018_2 -               29     812      21     807       5     818    1502    +    2.7e-157  523.1  21.5  -
Alteromonadaceae_Alteromonas                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     808      21     813       5     821    1464    +    2.9e-157  522.9  20.9  -
Methylocystaceae_Methylopila                     -          LKAP-TSAKG2_C04_028_2018_2 -               49     768      21     804       4     815    1425    +    3.6e-157  522.9  23.2  -
Rhodospirillaceae_Phaeospirillum                 -          LKAP-TSAKG2_C04_028_2018_2 -               21     762      21     826       5     828    1401    +    3.9e-157  522.9  22.4  -
Alteromonadaceae_Agarivorans                     -          LKAP-TSAKG2_C04_028_2018_2 -               36     823      21     813       5     817    1454    +    4.1e-157  522.6  21.2  -
Micrococcaceae_Neomicrococcus                    -          LKAP-TSAKG2_C04_028_2018_2 -               10     789      21     820      15     825    1451    +    4.2e-157  522.6  21.2  -
Dermacoccaceae_Calidifontibacter                 -          LKAP-TSAKG2_C04_028_2018_2 -               21     792       9     803       4     819    1464    +    4.9e-157  522.2  23.3  -
Cellvibrionaceae_Cellvibrio                      -          LKAP-TSAKG2_C04_028_2018_2 -               49     830      21     814       4     826    1505    +    5.2e-157  522.3  21.2  -
Methylothermaceae_Methylothermus                 -          LKAP-TSAKG2_C04_028_2018_2 -               50     815      21     792       4     812    1491    +    5.3e-157  522.2  21.6  -
Rhodospirillaceae_Thalassobaculum                -          LKAP-TSAKG2_C04_028_2018_2 -               44     768      21     809       4     821    1384    +    5.5e-157  522.3  22.9  -
Micromonosporaceae_Catellatospora                -          LKAP-TSAKG2_C04_028_2018_2 -               34     815       9     812       4     824    1509    +    5.8e-157  522.0  23.6  -
Bradyrhizobiaceae_Salinarimonas                  -          LKAP-TSAKG2_C04_028_2018_2 -               45     773      21     813       3     823    1438    +    5.9e-157  522.2  22.2  -
Sphingomonadaceae_Blastomonas                    -          LKAP-TSAKG2_C04_028_2018_2 -               46     770      21     807       4     816    1448    +    6.2e-157  522.1  23.1  -
Oxalobacteraceae_Herbaspirillum                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     804      21     805       4     823    1485    +    6.5e-157  522.1  21.0  -
Rhodobacteraceae_Wenxinia                        -          LKAP-TSAKG2_C04_028_2018_2 -               49     781      21     815       5     825    1428    +    6.6e-157  522.0  22.7  -
Pseudoalteromonadaceae_Pseudoalteromonas         -          LKAP-TSAKG2_C04_028_2018_2 -               29     811      21     814       4     826    1461    +    7.2e-157  521.6  20.5  -
Halanaerobiaceae_Halanaerobium                   -          LKAP-TSAKG2_C04_028_2018_2 -               25     842      12     809       3     822    1503    +    7.3e-157  521.7  21.5  -
Actinomycetaceae_Actinobaculum                   -          LKAP-TSAKG2_C04_028_2018_2 -                4     813      11     815       8     824    1506    +    7.7e-157  521.7  21.7  -
Ectothiorhodospiraceae_Thiohalospira             -          LKAP-TSAKG2_C04_028_2018_2 -               14     773      43     810      30     826    1318    +    7.9e-157  521.8  20.1  -
Rhodospirillaceae_Rhodocista                     -          LKAP-TSAKG2_C04_028_2018_2 -               15     737      21     808      11     821    1373    +    8.4e-157  521.6  23.2  -
Lysobacteraceae_Wohlfahrtiimonas                 -          LKAP-TSAKG2_C04_028_2018_2 -               28     820      20     815       4     827    1448    +    8.8e-157  521.5  20.9  -
Rhodobacteraceae_Labrenzia                       -          LKAP-TSAKG2_C04_028_2018_2 -               49     774      21     808       3     821    1447    +    1.1e-156  521.5  23.5  -
Litoricolaceae_Litoricola                        -          LKAP-TSAKG2_C04_028_2018_2 -               40     816      21     802       4     822    1483    +    1.2e-156  521.2  21.2  -
Morganellaceae_Xenorhabdus                       -          LKAP-TSAKG2_C04_028_2018_2 -               31     796      21     791       5     811    1493    +    1.3e-156  521.1  20.7  -
Spongiibacteraceae_Sinobacterium                 -          LKAP-TSAKG2_C04_028_2018_2 -               49     830      21     807       3     824    1504    +    1.4e-156  520.7  20.8  -
Lachnospiraceae_Dorea                            -          LKAP-TSAKG2_C04_028_2018_2 -                1     698      79     807      79     816    1316    +    1.4e-156  521.0  20.5  -
Cellvibrionaceae_Marinimicrobium                 -          LKAP-TSAKG2_C04_028_2018_2 -               29     814      21     819       5     827    1455    +    1.6e-156  520.5  21.6  -
Rhodospirillaceae_Fodinicurvata                  -          LKAP-TSAKG2_C04_028_2018_2 -               10     739      19     808      12     822    1390    +      2e-156  520.6  22.7  -
Peptococcaceae_Desulfonispora                    -          LKAP-TSAKG2_C04_028_2018_2 -               22     836      20     816       4     826    1507    +      2e-156  520.0  21.0  -
Rhodospirillaceae_Novispirillum                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     754      21     806       5     817    1442    +    2.1e-156  520.2  22.6  -
Rhodospirillaceae_Rhodovibrio                    -          LKAP-TSAKG2_C04_028_2018_2 -               44     771      21     806       5     815    1480    +    2.1e-156  520.5  23.3  -
Rhodocyclaceae_Azospira                          -          LKAP-TSAKG2_C04_028_2018_2 -               19     811      21     822       6     826    1484    +    2.2e-156  520.2  20.6  -
Brucellaceae_Pseudochrobactrum                   -          LKAP-TSAKG2_C04_028_2018_2 -               25     758      21     816       5     822    1400    +    2.2e-156  520.4  23.5  -
