# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_F05_037_2017_1 -               27     941       9     916       2     936    1526    +           0 1073.9  28.9  -
Cystobacteraceae_Cystobacter                     -          LKAP-GUTHK2_F05_037_2017_1 -               62     907      74     907      52     928    1491    +    1.2e-173  577.5  24.6  -
Hyphomonadaceae_Hyphomonas                       -          LKAP-GUTHK2_F05_037_2017_1 -               65     850      74     906      52     927    1355    +    1.2e-173  577.9  24.0  -
Clostridiales_Sulfobacillus                      -          LKAP-GUTHK2_F05_037_2017_1 -               35     892      10     907       2     928    1472    +    1.5e-173  577.6  26.7  -
Dermacoccaceae_Calidifontibacter                 -          LKAP-GUTHK2_F05_037_2017_1 -               21     887       9     907       2     927    1464    +    1.6e-173  577.0  27.0  -
Streptosporangiaceae_Sphaerisporangium           -          LKAP-GUTHK2_F05_037_2017_1 -               15     872       8     907       2     927    1458    +    1.6e-173  577.1  25.7  -
Microbacteriaceae_Herbiconiux                    -          LKAP-GUTHK2_F05_037_2017_1 -               71     885      71     907      50     927    1472    +    1.8e-173  577.1  23.4  -
Streptosporangiaceae_Planomonospora              -          LKAP-GUTHK2_F05_037_2017_1 -               14     869       9     907       2     927    1444    +      2e-173  576.7  25.6  -
Aerococcaceae_Ignavigranum                       -          LKAP-GUTHK2_F05_037_2017_1 -               70     933      72     932      51     947    1417    +    2.1e-173  576.6  23.9  -
Microbacteriaceae_Frondihabitans                 -          LKAP-GUTHK2_F05_037_2017_1 -               71     888      68     907      45     927    1434    +    2.2e-173  576.7  24.0  -
Mycobacteriaceae_Mycobacterium                   -          LKAP-GUTHK2_F05_037_2017_1 -               17     880       9     907       2     928    1469    +    2.2e-173  576.7  25.7  -
Catenulisporaceae_Catenulispora                  -          LKAP-GUTHK2_F05_037_2017_1 -               14     874       9     907       2     927    1460    +    2.7e-173  576.5  26.8  -
Micrococcaceae_Yaniella                          -          LKAP-GUTHK2_F05_037_2017_1 -               21     896       7     907       2     927    1497    +    2.7e-173  576.3  27.3  -
Intrasporangiaceae_Oryzihumus                    -          LKAP-GUTHK2_F05_037_2017_1 -               73     885      72     907      52     927    1460    +    2.8e-173  576.3  24.3  -
Nocardiopsaceae_Streptomonospora                 -          LKAP-GUTHK2_F05_037_2017_1 -               33     906       8     907       2     927    1519    +    3.2e-173  576.2  26.0  -
Deferribacteraceae_Deferribacter                 -          LKAP-GUTHK2_F05_037_2017_1 -               78     920      76     907      55     928    1542    +    3.9e-173  575.8  25.2  -
Intrasporangiaceae_Serinicoccus                  -          LKAP-GUTHK2_F05_037_2017_1 -               68     889      64     907       4     927    1482    +    4.4e-173  575.8  26.0  -
Rhizobiaceae_Allorhizobium                       -          LKAP-GUTHK2_F05_037_2017_1 -               70     858      71     906      50     928    1446    +    4.4e-173  575.9  23.9  -
Nocardioidaceae_Actinopolymorpha                 -          LKAP-GUTHK2_F05_037_2017_1 -                9     855      17     907       9     927    1434    +    5.4e-173  575.5  25.5  -
Microbacteriaceae_Plantibacter                   -          LKAP-GUTHK2_F05_037_2017_1 -               83     897      70     907      46     927    1512    +    5.5e-173  575.2  24.3  -
Fusobacteriaceae_Cetobacterium                   -          LKAP-GUTHK2_F05_037_2017_1 -               83     910      74     929      54     943    1505    +    5.5e-173  575.3  23.8  -
Rhodobacteraceae_Thioclava                       -          LKAP-GUTHK2_F05_037_2017_1 -               73     861      72     907      50     928    1433    +    5.8e-173  575.3  23.2  -
Microbacteriaceae_Amnibacterium                  -          LKAP-GUTHK2_F05_037_2017_1 -               72     886      71     907      50     927    1460    +      6e-173  575.3  23.9  -
Microbacteriaceae_Agreia                         -          LKAP-GUTHK2_F05_037_2017_1 -               34     897       9     907       2     927    1513    +    6.4e-173  575.0  25.9  -
Chrysiogenaceae_Desulfurispirillum               -          LKAP-GUTHK2_F05_037_2017_1 -               90     909      78     907      57     928    1530    +    6.5e-173  575.1  23.7  -
Beutenbergiaceae_Serinibacter                    -          LKAP-GUTHK2_F05_037_2017_1 -               65     881      72     907      51     928    1483    +    6.7e-173  575.0  25.2  -
Rhodobacteraceae_Defluviimonas                   -          LKAP-GUTHK2_F05_037_2017_1 -               38     841      43     907      23     928    1389    +    6.8e-173  575.3  23.8  -
Ectothiorhodospiraceae_Alkalilimnicola           -          LKAP-GUTHK2_F05_037_2017_1 -               42     909      20     907       3     928    1472    +    7.3e-173  575.2  26.6  -
Demequinaceae_Lysinimicrobium                    -          LKAP-GUTHK2_F05_037_2017_1 -               62     877      69     907      48     927    1476    +    7.5e-173  575.0  23.9  -
Desulfovibrionaceae_Halodesulfovibrio            -          LKAP-GUTHK2_F05_037_2017_1 -               33     913       9     907       2     928    1501    +    7.7e-173  574.8  26.9  -
Pseudonocardiaceae_Allokutzneria                 -          LKAP-GUTHK2_F05_037_2017_1 -               24     884       9     907       2     928    1490    +    8.8e-173  574.9  26.4  -
Aurantimonadaceae_Aureimonas                     -          LKAP-GUTHK2_F05_037_2017_1 -               59     846      72     906      51     928    1433    +    9.3e-173  574.8  23.5  -
Polyangiaceae_Aetherobacter                      -          LKAP-GUTHK2_F05_037_2017_1 -               50     932      21     907       4     928    1555    +    1.1e-172  574.5  27.2  -
Micrococcaceae_Tersicoccus                       -          LKAP-GUTHK2_F05_037_2017_1 -               44     871      71     907      50     927    1447    +    1.2e-172  574.3  24.8  -
Methylocystaceae_Pleomorphomonas                 -          LKAP-GUTHK2_F05_037_2017_1 -               76     862      74     907      54     928    1433    +    1.2e-172  574.5  23.4  -
Micromonosporaceae_Hamadaea                      -          LKAP-GUTHK2_F05_037_2017_1 -               41     900       9     907       2     927    1521    +    1.3e-172  574.1  26.0  -
Thermoactinomycetaceae_Hazenella                 -          LKAP-GUTHK2_F05_037_2017_1 -               57     886      74     930      53     946    1426    +    1.4e-172  574.1  23.0  -
Carnobacteriaceae_Allofustis                     -          LKAP-GUTHK2_F05_037_2017_1 -               62     931      67     932      46     947    1500    +    1.4e-172  573.8  24.6  -
Acetobacteraceae_Gluconacetobacter               -          LKAP-GUTHK2_F05_037_2017_1 -               39     844      44     907      24     928    1418    +    1.4e-172  574.4  24.2  -
Promicromonosporaceae_Isoptericola               -          LKAP-GUTHK2_F05_037_2017_1 -               63     877      70     907      46     927    1472    +    1.5e-172  574.0  24.6  -
Segniliparaceae_Segniliparus                     -          LKAP-GUTHK2_F05_037_2017_1 -               19     875      10     906       2     927    1462    +    1.6e-172  574.0  26.1  -
Paenibacillaceae_Marinicrinis                    -          LKAP-GUTHK2_F05_037_2017_1 -               71     932      72     929      48     946    1476    +    1.7e-172  573.7  23.6  -
Brucellaceae_Mycoplana                           -          LKAP-GUTHK2_F05_037_2017_1 -               54     840      74     907      54     928    1438    +    1.9e-172  573.9  23.8  -
Corynebacteriaceae_Corynebacterium               -          LKAP-GUTHK2_F05_037_2017_1 -               14     879       9     906       2     926    1462    +    2.1e-172  573.4  26.5  -
Thermoactinomycetaceae_Croceifilum               -          LKAP-GUTHK2_F05_037_2017_1 -               59     886      75     930      54     946    1428    +    2.4e-172  573.2  22.6  -
Cellulomonadaceae_Paraoerskovia                  -          LKAP-GUTHK2_F05_037_2017_1 -               19     883       9     907       2     927    1483    +    2.5e-172  573.2  26.3  -
Neisseriaceae_Vitreoscilla                       -          LKAP-GUTHK2_F05_037_2017_1 -               17     918      17     942       3     947    1457    +    2.7e-172  573.1  24.5  -
Thermoactinomycetaceae_Baia                      -          LKAP-GUTHK2_F05_037_2017_1 -               79     906      75     930      54     946    1499    +    3.2e-172  572.7  22.6  -
Desulfobacteraceae_Desulfatiglans                -          LKAP-GUTHK2_F05_037_2017_1 -               84     929      75     907      54     928    1527    +    3.3e-172  572.8  24.9  -
Saccharospirillaceae_Saccharospirillum           -          LKAP-GUTHK2_F05_037_2017_1 -               24     890      14     905       2     926    1459    +    3.3e-172  572.9  26.9  -
Micrococcaceae_Neomicrococcus                    -          LKAP-GUTHK2_F05_037_2017_1 -               43     858      68     907      56     927    1451    +    3.5e-172  572.7  24.5  -
Sphingomonadaceae_Sphingoaurantiacus             -          LKAP-GUTHK2_F05_037_2017_1 -               38     842      43     907      23     928    1429    +    3.8e-172  573.0  23.1  -
Pseudonocardiaceae_Actinosynnema                 -          LKAP-GUTHK2_F05_037_2017_1 -               33     891       9     907       3     928    1505    +      4e-172  572.6  25.8  -
Desulfovibrionaceae_Desulfocurvus                -          LKAP-GUTHK2_F05_037_2017_1 -               34     926       9     908       2     928    1532    +    4.1e-172  572.7  27.8  -
Ectothiorhodospiraceae_Halorhodospira            -          LKAP-GUTHK2_F05_037_2017_1 -               49     921      21     907       3     928    1479    +    4.2e-172  572.7  26.1  -
Nocardioidaceae_Aeromicrobium                    -          LKAP-GUTHK2_F05_037_2017_1 -               14     874       9     907       2     927    1462    +    4.7e-172  572.5  26.2  -
Dermabacteraceae_Dermabacter                     -          LKAP-GUTHK2_F05_037_2017_1 -               70     885      67     907      44     927    1456    +    4.8e-172  572.3  24.6  -
Nocardioidaceae_Marmoricola                      -          LKAP-GUTHK2_F05_037_2017_1 -               20     883       8     907       2     927    1435    +      5e-172  572.6  26.2  -
Myxococcaceae_Corallococcus                      -          LKAP-GUTHK2_F05_037_2017_1 -               28     923       9     907       2     928    1519    +    5.4e-172  572.1  26.3  -
Streptosporangiaceae_Sphaerimonospora            -          LKAP-GUTHK2_F05_037_2017_1 -               19     874       9     907       2     927    1464    +    5.6e-172  572.0  25.9  -
Pseudonocardiaceae_Thermocrispum                 -          LKAP-GUTHK2_F05_037_2017_1 -               29     896       9     907       2     928    1329    +    5.8e-172  572.2  27.1  -
Promicromonosporaceae_Myceligenerans             -          LKAP-GUTHK2_F05_037_2017_1 -               82     899      70     907      47     927    1475    +      7e-172  571.9  24.6  -
Sphingomonadaceae_Sphingorhabdus                 -          LKAP-GUTHK2_F05_037_2017_1 -               38     841      43     906      23     927    1420    +    8.3e-172  571.7  22.7  -
Desulfobulbaceae_Desulforhopalus                 -          LKAP-GUTHK2_F05_037_2017_1 -               14     898       9     907       2     927    1498    +    8.5e-172  571.6  27.6  -
Methylococcaceae_Methylobacter                   -          LKAP-GUTHK2_F05_037_2017_1 -               69     910      49     906      21     927    1500    +    8.8e-172  571.2  25.6  -
Lysobacteraceae_Thermomonas                      -          LKAP-GUTHK2_F05_037_2017_1 -               72     900      73     907      53     928    1488    +    9.1e-172  571.4  25.0  -
Intrasporangiaceae_Terrabacter                   -          LKAP-GUTHK2_F05_037_2017_1 -               67     879      72     907      52     927    1466    +      1e-171  571.1  23.9  -
Rhodobiaceae_Parvibaculum                        -          LKAP-GUTHK2_F05_037_2017_1 -               53     849      49     907      29     928    1437    +    1.2e-171  571.2  23.9  -
Micromonosporaceae_Virgisporangium               -          LKAP-GUTHK2_F05_037_2017_1 -               14     872       9     907       2     928    1469    +    1.4e-171  570.8  26.5  -
Sphingomonadaceae_Blastomonas                    -          LKAP-GUTHK2_F05_037_2017_1 -               55     858      43     906      23     928    1448    +    1.5e-171  570.8  22.7  -
Kineosporiaceae_Pseudokineococcus                -          LKAP-GUTHK2_F05_037_2017_1 -               87     899      71     907      50     927    1449    +    1.7e-171  570.6  24.3  -
Microbacteriaceae_Lysinimonas                    -          LKAP-GUTHK2_F05_037_2017_1 -               70     935       9     907       2     927    1484    +    1.7e-171  570.5  25.7  -
Microbacteriaceae_Microcella                     -          LKAP-GUTHK2_F05_037_2017_1 -               28     894       9     907       2     927    1505    +    1.8e-171  570.5  26.2  -
Spongiibacteraceae_Spongiibacter                 -          LKAP-GUTHK2_F05_037_2017_1 -               36     892      24     905       4     926    1441    +    1.8e-171  570.2  26.5  -
Carnobacteriaceae_Dolosigranulum                 -          LKAP-GUTHK2_F05_037_2017_1 -               83     944      72     934      52     947    1523    +    1.9e-171  570.3  23.9  -
Hyphomonadaceae_Maricaulis                       -          LKAP-GUTHK2_F05_037_2017_1 -               54     840      73     906      50     927    1422    +      2e-171  570.5  23.5  -
Clostridiaceae_Butyricicoccus                    -          LKAP-GUTHK2_F05_037_2017_1 -               33     913       9     907       2     928    1482    +    2.3e-171  570.0  27.0  -
Intrasporangiaceae_Knoellia                      -          LKAP-GUTHK2_F05_037_2017_1 -               76     887      73     907      51     928    1468    +    2.3e-171  570.1  24.4  -
Lachnospiraceae_Dorea                            -          LKAP-GUTHK2_F05_037_2017_1 -                1     792      92     912      84     933    1316    +    2.4e-171  570.2  20.3  -
Phyllobacteriaceae_Phyllobacterium               -          LKAP-GUTHK2_F05_037_2017_1 -               46     833      73     907      51     928    1418    +    2.4e-171  569.8  23.9  -
Micromonosporaceae_Catellatospora                -          LKAP-GUTHK2_F05_037_2017_1 -               34     893       9     907       2     927    1509    +    2.6e-171  569.8  26.0  -
Thermodesulfobacteriaceae_Caldimicrobium         -          LKAP-GUTHK2_F05_037_2017_1 -               79     920      76     907      56     928    1508    +    2.6e-171  570.0  25.2  -
Promicromonosporaceae_Cellulosimicrobium         -          LKAP-GUTHK2_F05_037_2017_1 -               64     876      71     907      47     927    1465    +    3.2e-171  569.7  24.0  -
Rhodobacteraceae_Wenxinia                        -          LKAP-GUTHK2_F05_037_2017_1 -               49     861      21     907       3     928    1428    +    4.1e-171  569.3  24.6  -
Cystobacteraceae_Vitiosangium                    -          LKAP-GUTHK2_F05_037_2017_1 -               32     925       9     907       2     928    1528    +    4.2e-171  569.2  26.6  -
Cystobacteraceae_Archangium                      -          LKAP-GUTHK2_F05_037_2017_1 -               60     907      72     907       3     928    1491    +    4.2e-171  569.1  26.1  -
Polyangiaceae_Polyangium                         -          LKAP-GUTHK2_F05_037_2017_1 -               84     928      75     907      55     928    1549    +    4.3e-171  569.2  24.8  -
Oceanospirillaceae_Reinekea                      -          LKAP-GUTHK2_F05_037_2017_1 -               79     899      72     905      21     926    1512    +    4.5e-171  568.9  25.6  -
Desulfohalobiaceae_Desulfothermus                -          LKAP-GUTHK2_F05_037_2017_1 -               10     910       9     907       2     928    1492    +    4.6e-171  569.2  28.0  -
Actinomycetaceae_Flaviflexus                     -          LKAP-GUTHK2_F05_037_2017_1 -               36     862      67     907      46     927    1400    +    4.7e-171  569.1  25.1  -
Deferribacteraceae_Geovibrio                     -          LKAP-GUTHK2_F05_037_2017_1 -               86     919      75     907      30     928    1545    +    4.8e-171  568.9  25.1  -
Halobacteroidaceae_Halanaerobacter               -          LKAP-GUTHK2_F05_037_2017_1 -               33     900       9     907       2     927    1437    +    5.3e-171  568.8  26.8  -
Streptosporangineae_Sinosporangium               -          LKAP-GUTHK2_F05_037_2017_1 -               10     865       9     907       2     927    1457    +    5.4e-171  568.8  25.6  -
Desulfobacteraceae_Desulfobotulus                -          LKAP-GUTHK2_F05_037_2017_1 -               11     912       9     907       2     928    1506    +    5.4e-171  568.8  27.1  -
Propionibacteriaceae_Tessaracoccus               -          LKAP-GUTHK2_F05_037_2017_1 -               22     882      10     906       2     927    1444    +    5.5e-171  568.8  25.8  -
Corynebacterineae_Tomitella                      -          LKAP-GUTHK2_F05_037_2017_1 -               45     909       9     907       2     928    1546    +    6.4e-171  568.6  26.5  -
Dermacoccaceae_Branchiibius                      -          LKAP-GUTHK2_F05_037_2017_1 -               34     904       9     907       2     927    1524    +    6.9e-171  568.2  26.8  -
Intrasporangiaceae_Arsenicicoccus                -          LKAP-GUTHK2_F05_037_2017_1 -               63     878      70     907      46     927    1476    +    7.6e-171  568.2  24.5  -
Beijerinckiaceae_Beijerinckia                    -          LKAP-GUTHK2_F05_037_2017_1 -               67     854      73     907      53     928    1432    +      8e-171  568.4  23.9  -
Rhodobacteraceae_Loktanella                      -          LKAP-GUTHK2_F05_037_2017_1 -               40     840      45     906      24     928    1385    +    8.4e-171  568.4  24.5  -
Erythrobacteraceae_Croceicoccus                  -          LKAP-GUTHK2_F05_037_2017_1 -               58     861      43     906      23     928    1477    +    8.6e-171  568.4  22.8  -
Rhodobiaceae_Rhodobium                           -          LKAP-GUTHK2_F05_037_2017_1 -               55     848      51     906      30     927    1421    +    8.7e-171  568.4  23.3  -
Thermithiobacillaceae_Thermithiobacillus         -          LKAP-GUTHK2_F05_037_2017_1 -               27     878      41     907      21     928    1419    +    9.5e-171  568.0  26.3  -
Rhodanobacteraceae_Frateuria                     -          LKAP-GUTHK2_F05_037_2017_1 -               50     930      21     915       3     936    1542    +    1.1e-170  567.7  26.8  -
Cellulomonadaceae_Pseudactinotalea               -          LKAP-GUTHK2_F05_037_2017_1 -              127     940      72     907      52     927    1564    +    1.2e-170  567.8  23.8  -
Hahellaceae_Endozoicomonas                       -          LKAP-GUTHK2_F05_037_2017_1 -               89     918      72     905      52     926    1524    +    1.4e-170  567.4  24.3  -
Micrococcaceae_Zhihengliuella                    -          LKAP-GUTHK2_F05_037_2017_1 -               60     877      67     907      46     927    1469    +    1.4e-170  567.3  24.3  -
Pseudonocardiaceae_Streptoalloteichus            -          LKAP-GUTHK2_F05_037_2017_1 -                4     862       9     907       6     928    1450    +    1.4e-170  567.5  25.7  -
Microbacteriaceae_Frigoribacterium               -          LKAP-GUTHK2_F05_037_2017_1 -               71     885      70     907      49     927    1474    +    1.7e-170  567.1  23.4  -
Bacillaceae_Hydrogenibacillus                    -          LKAP-GUTHK2_F05_037_2017_1 -               34     936      13     930       2     946    1515    +    1.9e-170  567.2  27.9  -
Desulfobacteraceae_Desulfococcus                 -          LKAP-GUTHK2_F05_037_2017_1 -               91     936      75     906      55     928    1529    +    1.9e-170  566.8  24.8  -
Paenibacillaceae_Gorillibacterium                -          LKAP-GUTHK2_F05_037_2017_1 -               50     948      21     932       2     947    1529    +    2.1e-170  566.9  25.7  -
Thermoactinomycetaceae_Thermoflavimicrobium      -          LKAP-GUTHK2_F05_037_2017_1 -               17     898      12     930       2     946    1475    +    2.1e-170  567.0  25.5  -
Polyangiaceae_Racemicystis                       -          LKAP-GUTHK2_F05_037_2017_1 -               84     928      75     907      54     935    1549    +    2.2e-170  566.8  25.1  -
Rhodobacteraceae_Jannaschia                      -          LKAP-GUTHK2_F05_037_2017_1 -               33     839      24     907       4     928    1396    +    2.2e-170  567.0  24.5  -
Anaeroplasmataceae_Anaeroplasma                  -          LKAP-GUTHK2_F05_037_2017_1 -               81     887      78     912      58     933    1435    +    2.3e-170  566.7  23.4  -
Phyllobacteriaceae_Mesorhizobium                 -          LKAP-GUTHK2_F05_037_2017_1 -               43     829      74     907      53     928    1403    +    2.4e-170  566.8  24.0  -
Microbacteriaceae_Labedella                      -          LKAP-GUTHK2_F05_037_2017_1 -               96     908      72     907      52     927    1542    +    2.4e-170  566.6  23.7  -
Polyangiaceae_Chondromyces                       -          LKAP-GUTHK2_F05_037_2017_1 -               75     919      75     907      51     928    1534    +    2.9e-170  566.5  24.8  -
Rhodobacteraceae_Rubellimicrobium                -          LKAP-GUTHK2_F05_037_2017_1 -               62     853      69     907      48     928    1448    +    2.9e-170  566.7  24.5  -
Acetobacteraceae_Komagataeibacter                -          LKAP-GUTHK2_F05_037_2017_1 -               51     856      44     907      24     928    1456    +      3e-170  566.7  24.1  -
Brucellaceae_Brucella                            -          LKAP-GUTHK2_F05_037_2017_1 -               58     844      74     907      54     928    1412    +      3e-170  566.6  23.6  -
Halieaceae_Halioglobus                           -          LKAP-GUTHK2_F05_037_2017_1 -               30     890      21     906       3     927    1433    +    3.1e-170  566.3  26.8  -
Nocardioidaceae_Kribbella                        -          LKAP-GUTHK2_F05_037_2017_1 -               33     894       9     907       2     927    1476    +    3.3e-170  566.3  26.0  -
Syntrophaceae_Syntrophus                         -          LKAP-GUTHK2_F05_037_2017_1 -               84     933      70     907      46     928    1560    +    3.4e-170  566.0  25.5  -
Rhizobiales_Amorphus                             -          LKAP-GUTHK2_F05_037_2017_1 -               37     840      43     907      23     928    1427    +    4.2e-170  566.1  23.8  -
Rhodospirillaceae_Ferrovibrio                    -          LKAP-GUTHK2_F05_037_2017_1 -               73     859      74     907      53     928    1447    +    4.3e-170  565.8  24.0  -
Bartonellaceae_Bartonella                        -          LKAP-GUTHK2_F05_037_2017_1 -               50     842      68     907      47     928    1410    +    4.5e-170  565.9  24.2  -
Methylobacteriaceae_Microvirga                   -          LKAP-GUTHK2_F05_037_2017_1 -               46     849      43     907      23     928    1437    +    5.4e-170  565.7  23.9  -
Rhodobacteraceae_Oceanicola                      -          LKAP-GUTHK2_F05_037_2017_1 -               56     858      44     907      23     928    1421    +    5.7e-170  565.5  24.3  -
Rhodothermaceae_Rhodothermus                     -          LKAP-GUTHK2_F05_037_2017_1 -               58     922      21     908       2     929    1543    +    6.7e-170  565.2  27.4  -
Methylococcaceae_Methylovulum                    -          LKAP-GUTHK2_F05_037_2017_1 -               80     906      73     906      52     927    1492    +    6.8e-170  565.1  25.1  -
Pseudonocardiaceae_Crossiella                    -          LKAP-GUTHK2_F05_037_2017_1 -               15     874       9     907       2     928    1472    +    8.1e-170  564.9  25.8  -
Desulfovibrionaceae_Pseudodesulfovibrio          -          LKAP-GUTHK2_F05_037_2017_1 -               30     923       9     908       2     928    1537    +    8.6e-170  564.7  27.5  -
Microbacteriaceae_Salinibacterium                -          LKAP-GUTHK2_F05_037_2017_1 -               62     876      70     907      50     927    1444    +    8.8e-170  564.7  23.6  -
Dermacoccaceae_Barrientosiimonas                 -          LKAP-GUTHK2_F05_037_2017_1 -               20     889      10     907       2     927    1443    +      1e-169  564.4  26.5  -
Thermotogaceae_Pseudothermotoga                  -          LKAP-GUTHK2_F05_037_2017_1 -               30     924       8     915       2     935    1541    +    1.2e-169  564.5  28.0  -
Rhodobacteraceae_Paracoccus                      -          LKAP-GUTHK2_F05_037_2017_1 -               52     843      68     906      26     928    1403    +    1.2e-169  564.6  24.4  -
Myxococcaceae_Myxococcus                         -          LKAP-GUTHK2_F05_037_2017_1 -               14     909       9     907       2     928    1493    +    1.2e-169  564.2  26.3  -
Rhodobacteraceae_Albidovulum                     -          LKAP-GUTHK2_F05_037_2017_1 -               76     864      73     907      52     928    1443    +    1.3e-169  564.4  24.0  -
Bacillales_Thermicanus                           -          LKAP-GUTHK2_F05_037_2017_1 -               88     937      75     930      55     946    1426    +    1.3e-169  564.1  23.9  -
Vibrionaceae_Vibrio                              -          LKAP-GUTHK2_F05_037_2017_1 -               26     906      17     904       2     926    1466    +    1.5e-169  563.9  27.7  -
Halobacteroidaceae_Fuchsiella                    -          LKAP-GUTHK2_F05_037_2017_1 -               86     924      75     907      55     927    1500    +    1.6e-169  563.9  24.4  -
Dermacoccaceae_Kytococcus                        -          LKAP-GUTHK2_F05_037_2017_1 -               79     893      71     907      50     927    1468    +    1.7e-169  563.8  24.2  -
Sphingomonadaceae_Stakelama                      -          LKAP-GUTHK2_F05_037_2017_1 -               38     842      43     906      23     927    1414    +      2e-169  563.8  22.4  -
Salinisphaeraceae_Salinisphaera                  -          LKAP-GUTHK2_F05_037_2017_1 -               16     884      20     907       6     928    1429    +      2e-169  563.7  26.8  -
Fusobacteriaceae_Propionigenium                  -          LKAP-GUTHK2_F05_037_2017_1 -               79     922      51     928      31     943    1524    +      2e-169  563.4  24.2  -
Pseudonocardiaceae_Actinomycetospora             -          LKAP-GUTHK2_F05_037_2017_1 -               14     887       9     907       2     928    1487    +    2.1e-169  563.5  27.1  -
Thiotrichaceae_Thiothrix                         -          LKAP-GUTHK2_F05_037_2017_1 -               53     851      66     907      45     928    1417    +    2.1e-169  563.5  24.2  -
Nocardiaceae_Williamsia                          -          LKAP-GUTHK2_F05_037_2017_1 -               11     866      10     907       2     928    1472    +    2.1e-169  563.6  26.0  -
Methylococcaceae_Methylomonas                    -          LKAP-GUTHK2_F05_037_2017_1 -               82     908      72     906      49     928    1475    +    2.2e-169  563.4  24.7  -
Rhodospirillaceae_Thalassobaculum                -          LKAP-GUTHK2_F05_037_2017_1 -               69     854      75     907      54     928    1384    +    2.3e-169  563.6  23.5  -
Dermacoccaceae_Yimella                           -          LKAP-GUTHK2_F05_037_2017_1 -               37     855      67     907      46     927    1471    +    2.3e-169  563.3  24.8  -
Sphingomonadaceae_Sphingosinicella               -          LKAP-GUTHK2_F05_037_2017_1 -               38     841      43     906      23     928    1409    +    2.4e-169  563.8  23.0  -
Methylocystaceae_Methylocystis                   -          LKAP-GUTHK2_F05_037_2017_1 -               65     852      73     907      52     928    1426    +    2.5e-169  563.4  23.6  -
Propionibacteriaceae_Microlunatus                -          LKAP-GUTHK2_F05_037_2017_1 -               23     884       9     906       2     927    1472    +    3.3e-169  563.1  26.0  -
Atopobacteriaceae_Atopobium                      -          LKAP-GUTHK2_F05_037_2017_1 -               29     879      16     907       2     928    1424    +    3.3e-169  563.0  26.0  -
Hyphomonadaceae_Henriciella                      -          LKAP-GUTHK2_F05_037_2017_1 -               47     832      74     906      53     927    1390    +    3.4e-169  563.2  23.9  -
Hyphomicrobiaceae_Devosia                        -          LKAP-GUTHK2_F05_037_2017_1 -               59     848      70     906      49     928    1432    +    3.4e-169  563.0  23.9  -
Desulfobacteraceae_Desulfoluna                   -          LKAP-GUTHK2_F05_037_2017_1 -               89     936      75     908      54     931    1552    +    4.1e-169  562.5  24.8  -
Promicromonosporaceae_Krasilnikoviella           -          LKAP-GUTHK2_F05_037_2017_1 -               74     938       9     907       2     927    1612    +    4.3e-169  562.3  26.8  -
Lysobacteraceae_Arenimonas                       -          LKAP-GUTHK2_F05_037_2017_1 -               37     904      24     907       3     927    1490    +    4.5e-169  562.5  26.8  -
Rhodobacteraceae_Albimonas                       -          LKAP-GUTHK2_F05_037_2017_1 -               61     861      46     907      25     928    1429    +    4.7e-169  562.5  23.4  -
Rhodobacteraceae_Amaricoccus                     -          LKAP-GUTHK2_F05_037_2017_1 -               68     860      68     907      25     928    1428    +    6.1e-169  562.2  25.1  -
Alcanivoracaceae_Alcanivorax                     -          LKAP-GUTHK2_F05_037_2017_1 -               46     916      17     905       2     926    1505    +    6.5e-169  561.7  26.7  -
Desulfobacteraceae_Desulfatiferula               -          LKAP-GUTHK2_F05_037_2017_1 -               51     935      21     906       2     928    1554    +    6.6e-169  561.7  26.7  -
Alteromonadaceae_Alishewanella                   -          LKAP-GUTHK2_F05_037_2017_1 -               59     887      69     904      49     926    1426    +    7.5e-169  561.7  24.9  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP-GUTHK2_F05_037_2017_1 -               20     914       9     906       2     927    1500    +      8e-169  561.6  27.8  -
Arenicellaceae_Arenicella                        -          LKAP-GUTHK2_F05_037_2017_1 -               41     901      24     907       4     928    1506    +    8.1e-169  561.8  25.8  -
Flavobacteriaceae_Flavobacterium                 -          LKAP-GUTHK2_F05_037_2017_1 -               63     883      72     906      49     926    1442    +    8.8e-169  561.5  25.2  -
Propionibacteriaceae_Cutibacterium               -          LKAP-GUTHK2_F05_037_2017_1 -               21     881       9     907       2     927    1507    +    8.9e-169  561.3  25.9  -
Rhodospirillaceae_Niveispirillum                 -          LKAP-GUTHK2_F05_037_2017_1 -               76     868      69     907      44     928    1477    +    9.5e-169  561.6  23.7  -
Chromatiaceae_Rheinheimera                       -          LKAP-GUTHK2_F05_037_2017_1 -               40     884      24     903       4     925    1472    +    9.6e-169  561.4  26.1  -
Enterococcaceae_Pilibacter                       -          LKAP-GUTHK2_F05_037_2017_1 -               69     927      72     930      52     946    1432    +    9.6e-169  561.2  24.2  -
Spongiibacteraceae_Sinobacterium                 -          LKAP-GUTHK2_F05_037_2017_1 -               91     917      74     905      53     926    1504    +      1e-168  561.1  24.4  -
Sneathiellaceae_Sneathiella                      -          LKAP-GUTHK2_F05_037_2017_1 -               64     856      66     907      29     928    1453    +    1.1e-168  561.3  24.3  -
