# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          F0113_LKAP-FHGF1_B04_030 -               27     836       9     817       2     817    1466    +    8.9e-307 1018.5  23.0  -
Rhodobacteraceae_Tateyamaria                     -          F0113_LKAP-FHGF1_B04_030 -               48     759       9     788       3     801    1386    +    8.2e-166  551.5  20.4  -
Hyphomonadaceae_Algimonas                        -          F0113_LKAP-FHGF1_B04_030 -                1     722      11     786      11     806    1351    +    9.8e-166  551.5  19.9  -
Methylocystaceae_Pleomorphomonas                 -          F0113_LKAP-FHGF1_B04_030 -               46     763       9     790       4     810    1433    +    9.9e-166  551.3  20.8  -
Bacillaceae_Caldalkalibacillus                   -          F0113_LKAP-FHGF1_B04_030 -                5     819       9     805       6     813    1488    +      1e-165  551.1  22.8  -
Methylococcaceae_Methyloparacoccus               -          F0113_LKAP-FHGF1_B04_030 -               27     799       9     796       3     815    1451    +    1.1e-165  551.1  22.3  -
Parvularculaceae_Parvularcula                    -          F0113_LKAP-FHGF1_B04_030 -               47     767       9     792       4     808    1427    +    1.1e-165  551.3  20.4  -
Rhodospirillaceae_Nitrospirillum                 -          F0113_LKAP-FHGF1_B04_030 -               57     807       9     809       5     815    1471    +    1.2e-165  551.0  21.9  -
Streptomycetaceae_Streptacidiphilus              -          F0113_LKAP-FHGF1_B04_030 -               27     778       9     796       3     812    1445    +    2.2e-165  550.2  22.7  -
Chromatiaceae_Thiococcus                         -          F0113_LKAP-FHGF1_B04_030 -               27     797       9     795       3     813    1470    +    2.3e-165  550.0  21.7  -
Rhodobacteraceae_Amylibacter                     -          F0113_LKAP-FHGF1_B04_030 -               27     740       9     788       3     801    1423    +    2.3e-165  550.2  20.5  -
Ectothiorhodospiraceae_Inmirania                 -          F0113_LKAP-FHGF1_B04_030 -               46     826       9     794       3     814    1513    +    2.4e-165  549.8  22.0  -
Rhodobacteraceae_Tropicimonas                    -          F0113_LKAP-FHGF1_B04_030 -               27     740       9     788       3     804    1390    +    2.6e-165  549.9  20.3  -
Clostridiaceae_Alkaliphilus                      -          F0113_LKAP-FHGF1_B04_030 -               27     800       9     800       4     815    1465    +    2.8e-165  549.2  22.6  -
Bradyrhizobiaceae_Bosea                          -          F0113_LKAP-FHGF1_B04_030 -               43     758       9     790       4     810    1455    +    3.4e-165  549.5  20.7  -
Ectothiorhodospiraceae_Oceanococcus              -          F0113_LKAP-FHGF1_B04_030 -               47     826       9     798       2     814    1505    +    4.1e-165  549.1  21.9  -
Methylococcaceae_Methylogaea                     -          F0113_LKAP-FHGF1_B04_030 -               27     766      57     796      37     814    1451    +      5e-165  548.8  21.8  -
Oceanospirillaceae_Pseudospirillum               -          F0113_LKAP-FHGF1_B04_030 -               27     816       9     812       2     817    1459    +    5.7e-165  548.7  21.8  -
Beijerinckiaceae_Methylocella                    -          F0113_LKAP-FHGF1_B04_030 -               27     744       9     792       4     812    1406    +    5.7e-165  548.7  20.5  -
Pasteurellaceae_Lonepinella                      -          F0113_LKAP-FHGF1_B04_030 -               11     803       9     812       3     817    1498    +    6.6e-165  548.3  22.0  -
Phyllobacteriaceae_Pseudahrensia                 -          F0113_LKAP-FHGF1_B04_030 -               27     738       9     786       3     801    1441    +    7.1e-165  548.5  20.8  -
Pasteurellaceae_Otariodibacter                   -          F0113_LKAP-FHGF1_B04_030 -               17     759      60     802      46     816    1410    +    7.2e-165  548.2  22.0  -
Lachnospiraceae_Anaerostipes                     -          F0113_LKAP-FHGF1_B04_030 -               27     806       9     805       4     816    1436    +    8.4e-165  548.2  22.4  -
Pasteurellaceae_Nicoletella                      -          F0113_LKAP-FHGF1_B04_030 -               27     813       9     802       2     816    1365    +    8.5e-165  548.1  22.2  -
Brucellaceae_Paenochrobactrum                    -          F0113_LKAP-FHGF1_B04_030 -               26     711      64     788      44     808    1348    +    9.1e-165  548.0  20.7  -
Thermoactinomycetaceae_Thermoactinomyces         -          F0113_LKAP-FHGF1_B04_030 -               47     839       9     803       5     814    1510    +    9.7e-165  548.1  21.9  -
Hyphomicrobiaceae_Filomicrobium                  -          F0113_LKAP-FHGF1_B04_030 -               75     763      64     791      42     808    1448    +      1e-164  547.8  21.2  -
Acidiferrobacteraceae_Acidiferrobacter           -          F0113_LKAP-FHGF1_B04_030 -               47     817       9     798       3     815    1475    +    1.1e-164  547.7  22.5  -
Clostridiaceae_Caloramator                       -          F0113_LKAP-FHGF1_B04_030 -               25     788       9     803       3     816    1453    +    1.3e-164  547.4  21.9  -
Rhodobacteraceae_Thalassococcus                  -          F0113_LKAP-FHGF1_B04_030 -               27     741       9     788       2     802    1419    +    1.3e-164  547.4  21.0  -
Rhodobacteraceae_Octadecabacter                  -          F0113_LKAP-FHGF1_B04_030 -               27     759       9     805       3     815    1389    +    1.4e-164  547.4  20.2  -
Bacillales_Exiguobacterium                       -          F0113_LKAP-FHGF1_B04_030 -               40     847       9     807       5     814    1526    +    1.5e-164  547.2  22.9  -
Chromatiaceae_Thiobaca                           -          F0113_LKAP-FHGF1_B04_030 -               24     785       9     794       3     813    1370    +    1.6e-164  547.3  21.4  -
Hyphomicrobiaceae_Pelagibacterium                -          F0113_LKAP-FHGF1_B04_030 -               27     743       9     791       4     811    1408    +    1.7e-164  547.2  20.6  -
Syntrophomonadaceae_Thermosyntropha              -          F0113_LKAP-FHGF1_B04_030 -               47     861       9     798       3     816    1546    +    1.8e-164  547.0  22.1  -
Beijerinckiaceae_Methylocapsa                    -          F0113_LKAP-FHGF1_B04_030 -               71     761      63     792      41     812    1419    +    2.2e-164  546.7  20.9  -
Methylococcaceae_Methylosoma                     -          F0113_LKAP-FHGF1_B04_030 -               78     810      66     797      42     814    1491    +    2.7e-164  546.1  21.2  -
Pseudonocardiaceae_Actinokineospora              -          F0113_LKAP-FHGF1_B04_030 -               28     776       9     794       4     809    1474    +    2.8e-164  546.4  22.8  -
Rhodobacteraceae_Lutimaribacter                  -          F0113_LKAP-FHGF1_B04_030 -               46     758       9     788       3     802    1428    +      3e-164  546.4  20.7  -
Polyangiaceae_Racemicystis                       -          F0113_LKAP-FHGF1_B04_030 -               48     849       9     812       4     816    1549    +    3.1e-164  546.2  23.3  -
Bacillaceae_Oceanobacillus                       -          F0113_LKAP-FHGF1_B04_030 -               27     835       9     804       3     814    1508    +    3.2e-164  546.2  22.4  -
Bacillaceae_Anoxybacillus                        -          F0113_LKAP-FHGF1_B04_030 -               28     813       9     795       4     814    1495    +    3.3e-164  546.1  21.6  -
Alteromonadaceae_Tamilnaduibacter                -          F0113_LKAP-FHGF1_B04_030 -               35     816       9     801       2     816    1474    +    3.3e-164  546.1  22.4  -
Bacillales_Geomicrobium                          -          F0113_LKAP-FHGF1_B04_030 -               38     837       9     808       5     816    1537    +    3.8e-164  545.9  22.5  -
Nocardiaceae_Rhodococcus                         -          F0113_LKAP-FHGF1_B04_030 -               27     778       9     796       3     816    1465    +      4e-164  545.9  23.0  -
Pasteurellaceae_Mesocricetibacter                -          F0113_LKAP-FHGF1_B04_030 -               36     828       9     808       2     817    1339    +    4.3e-164  545.8  22.3  -
Chromatiaceae_Thioflavicoccus                    -          F0113_LKAP-FHGF1_B04_030 -               27     797       9     795       3     813    1469    +    4.8e-164  545.7  21.7  -
Thermoanaerobacteraceae_Moorella                 -          F0113_LKAP-FHGF1_B04_030 -               31     834       9     809       3     816    1493    +    4.8e-164  545.7  22.7  -
Desulfobacteraceae_Desulfatiglans                -          F0113_LKAP-FHGF1_B04_030 -               39     835       9     797       4     817    1527    +    4.9e-164  545.4  21.5  -
Aurantimonadaceae_Fulvimarina                    -          F0113_LKAP-FHGF1_B04_030 -               48     759       9     786       4     806    1453    +    5.8e-164  545.4  21.5  -
Lysobacteraceae_Chiayiivirga                     -          F0113_LKAP-FHGF1_B04_030 -               46     822       9     801       3     815    1522    +    6.8e-164  545.1  22.9  -
Rhodobacteraceae_Methylarcula                    -          F0113_LKAP-FHGF1_B04_030 -               48     759       9     788       4     804    1370    +    7.1e-164  545.1  20.6  -
Streptomycetaceae_Kitasatospora                  -          F0113_LKAP-FHGF1_B04_030 -               47     804       9     803       4     814    1482    +    7.8e-164  545.0  22.5  -
Caulobacteraceae_Asticcacaulis                   -          F0113_LKAP-FHGF1_B04_030 -               27     743       9     793       3     811    1401    +    8.5e-164  545.0  20.1  -
Polyangiaceae_Chondromyces                       -          F0113_LKAP-FHGF1_B04_030 -               37     841       9     813       3     816    1534    +    9.3e-164  544.7  23.0  -
Myxococcaceae_Corallococcus                      -          F0113_LKAP-FHGF1_B04_030 -               41     832       9     801       4     816    1519    +      1e-163  544.4  22.5  -
Ectothiorhodospiraceae_Thiorhodospira            -          F0113_LKAP-FHGF1_B04_030 -               43     825       9     803       3     816    1365    +      1e-163  544.4  22.6  -
Rhodobacteraceae_Roseinatronobacter              -          F0113_LKAP-FHGF1_B04_030 -               53     766       9     788       4     800    1450    +    1.1e-163  544.3  20.8  -
Campylobacteraceae_Arcobacter                    -          F0113_LKAP-FHGF1_B04_030 -               16     770       9     794       4     813    1411    +    1.3e-163  544.2  20.4  -
Bacillaceae_Lentibacillus                        -          F0113_LKAP-FHGF1_B04_030 -               17     826       9     803       3     813    1470    +    1.4e-163  544.2  22.5  -
Desulfobacteraceae_Desulfobotulus                -          F0113_LKAP-FHGF1_B04_030 -               24     833       9     812       4     816    1506    +    1.5e-163  543.9  21.4  -
Hyphomicrobiaceae_Angulomicrobium                -          F0113_LKAP-FHGF1_B04_030 -               27     738       9     788       4     810    1409    +    1.5e-163  544.1  21.6  -
Chelatococcaceae_Camelimonas                     -          F0113_LKAP-FHGF1_B04_030 -               46     761       9     790       3     810    1446    +    1.6e-163  544.3  20.9  -
Solirubrobacteraceae_Solirubrobacter             -          F0113_LKAP-FHGF1_B04_030 -               11     802       9     801       4     817    1443    +    1.8e-163  543.6  21.9  -
Aurantimonadaceae_Martelella                     -          F0113_LKAP-FHGF1_B04_030 -               47     757       9     787       3     806    1443    +      2e-163  543.9  19.9  -
Desulfobacteraceae_Desulfoluna                   -          F0113_LKAP-FHGF1_B04_030 -               47     842       9     798       4     816    1552    +    2.3e-163  543.2  21.2  -
Beijerinckiaceae_Rhodoblastus                    -          F0113_LKAP-FHGF1_B04_030 -               44     763       9     792       3     812    1477    +    2.7e-163  543.0  20.4  -
Micromonosporaceae_Actinoplanes                  -          F0113_LKAP-FHGF1_B04_030 -               27     775       9     794       4     812    1474    +    2.8e-163  543.1  22.2  -
Rhodobacteraceae_Primorskyibacter                -          F0113_LKAP-FHGF1_B04_030 -               27     740       9     788       3     802    1388    +    3.7e-163  542.7  19.9  -
Planococcaceae_Ureibacillus                      -          F0113_LKAP-FHGF1_B04_030 -               34     833       9     808       5     814    1497    +    3.8e-163  542.5  21.9  -
Streptococcaceae_Lactococcus                     -          F0113_LKAP-FHGF1_B04_030 -               32     829       8     806       3     815    1492    +    4.1e-163  542.3  21.7  -
Rhodobacteraceae_Pacificibacter                  -          F0113_LKAP-FHGF1_B04_030 -               34     752       9     788       3     803    1443    +    4.1e-163  542.5  20.9  -
Desulfobacteraceae_Desulfatibacillum             -          F0113_LKAP-FHGF1_B04_030 -               47     843       9     797       4     816    1525    +    4.1e-163  542.4  21.1  -
Bacillaceae_Virgibacillus                        -          F0113_LKAP-FHGF1_B04_030 -               27     836       9     803       4     814    1519    +    4.6e-163  542.4  22.5  -
Acetobacteraceae_Acidisoma                       -          F0113_LKAP-FHGF1_B04_030 -               64     777      48     800      23     812    1430    +    4.7e-163  542.5  22.5  -
Bacillaceae_Lysinibacillus                       -          F0113_LKAP-FHGF1_B04_030 -               27     817       9     798       2     813    1476    +      5e-163  542.0  21.9  -
Acetobacteraceae_Belnapia                        -          F0113_LKAP-FHGF1_B04_030 -               75     783      62     806      42     814    1453    +    5.4e-163  542.4  20.6  -
Succinivibrionaceae_Succinatimonas               -          F0113_LKAP-FHGF1_B04_030 -               27     786       9     802       3     815    1469    +    6.8e-163  541.8  22.4  -
Methylococcaceae_Methylomagnum                   -          F0113_LKAP-FHGF1_B04_030 -               27     791       9     794       3     814    1452    +    7.9e-163  541.5  21.9  -
Rhodobacteraceae_Pseudoroseovarius               -          F0113_LKAP-FHGF1_B04_030 -               27     740       9     788       3     802    1391    +    8.3e-163  541.5  20.3  -
Chromatiaceae_Nitrosococcus                      -          F0113_LKAP-FHGF1_B04_030 -               47     826       9     795       3     815    1491    +    8.7e-163  541.5  22.1  -
Corynebacteriaceae_Corynebacterium               -          F0113_LKAP-FHGF1_B04_030 -               27     783       9     794       4     814    1462    +    9.8e-163  541.1  22.2  -
Polyangiaceae_Polyangium                         -          F0113_LKAP-FHGF1_B04_030 -               46     849       9     812       2     816    1549    +      1e-162  541.2  22.9  -
Rhizobiaceae_Neorhizobium                        -          F0113_LKAP-FHGF1_B04_030 -               61     747      62     787      41     806    1459    +    1.2e-162  541.3  20.3  -
Rhodobacteraceae_Halocynthiibacter               -          F0113_LKAP-FHGF1_B04_030 -               31     746       9     788       4     800    1436    +    1.3e-162  540.9  20.7  -
Immundisolibacteraceae_Immundisolibacter         -          F0113_LKAP-FHGF1_B04_030 -               56     832       9     794       3     814    1555    +    1.4e-162  540.6  21.8  -
Xanthobacteraceae_Ancylobacter                   -          F0113_LKAP-FHGF1_B04_030 -               45     728      64     786      43     807    1394    +    1.6e-162  540.9  21.4  -
Mycobacteriaceae_Mycobacterium                   -          F0113_LKAP-FHGF1_B04_030 -               30     789       9     801       4     817    1469    +    1.8e-162  540.3  22.6  -
Kangiellaceae_Pleionea                           -          F0113_LKAP-FHGF1_B04_030 -               41     821       9     798       3     812    1485    +    2.2e-162  539.8  21.4  -
Thermoanaerobacteraceae_Thermoanaerobacter       -          F0113_LKAP-FHGF1_B04_030 -               43     806       9     796       4     816    1525    +    2.3e-162  539.6  22.8  -
Nocardiaceae_Nocardia                            -          F0113_LKAP-FHGF1_B04_030 -               27     779       9     798       4     816    1474    +    2.6e-162  539.9  22.6  -
Staphylococcaceae_Salinicoccus                   -          F0113_LKAP-FHGF1_B04_030 -               19     805       9     796       4     813    1476    +    2.7e-162  539.8  21.8  -
Pseudomonadaceae_Azorhizophilus                  -          F0113_LKAP-FHGF1_B04_030 -                6     716     100     810      95     816    1384    +      3e-162  539.6  18.9  -
Desulfovibrionaceae_Halodesulfovibrio            -          F0113_LKAP-FHGF1_B04_030 -               46     835       9     811       4     817    1501    +      3e-162  539.4  22.5  -
Lachnospiraceae_Butyrivibrio                     -          F0113_LKAP-FHGF1_B04_030 -               46     832       9     800       4     815    1518    +    3.1e-162  539.5  22.5  -
Bacillaceae_Geobacillus                          -          F0113_LKAP-FHGF1_B04_030 -               41     827       9     794       4     813    1527    +    3.2e-162  539.6  22.2  -
Xanthobacteraceae_Starkeya                       -          F0113_LKAP-FHGF1_B04_030 -               54     740      63     788      41     810    1406    +    3.3e-162  540.0  21.0  -
Ventosimonadaceae_Ventosimonas                   -          F0113_LKAP-FHGF1_B04_030 -               54     843       9     807       3     816    1489    +    3.3e-162  539.3  22.4  -
Cystobacteraceae_Vitiosangium                    -          F0113_LKAP-FHGF1_B04_030 -               45     835       9     802       4     816    1528    +    3.4e-162  539.4  22.0  -
Polyangiaceae_Aetherobacter                      -          F0113_LKAP-FHGF1_B04_030 -               48     854       9     813       4     816    1555    +    3.7e-162  539.4  22.9  -
Rhodobacteraceae_Poseidonocella                  -          F0113_LKAP-FHGF1_B04_030 -               37     750       9     788       3     802    1437    +    3.7e-162  539.3  20.4  -
Peptococcaceae_Desulfosporosinus                 -          F0113_LKAP-FHGF1_B04_030 -               33     829       9     795       4     814    1523    +      4e-162  539.1  21.7  -
Desulfobacteraceae_Desulfobacter                 -          F0113_LKAP-FHGF1_B04_030 -               47     839       9     795       4     809    1527    +    4.2e-162  538.9  21.5  -
Coxiellaceae_Coxiella                            -          F0113_LKAP-FHGF1_B04_030 -               28     802       9     794       3     810    1465    +    4.7e-162  539.0  22.3  -
Cystobacteraceae_Archangium                      -          F0113_LKAP-FHGF1_B04_030 -               27     817       9     802       4     816    1491    +    4.8e-162  538.9  21.8  -
Arenicellaceae_Perspicuibacter                   -          F0113_LKAP-FHGF1_B04_030 -               14     748      60     800      39     816    1365    +    5.3e-162  538.7  21.1  -
Rickettsiaceae_Rickettsia                        -          F0113_LKAP-FHGF1_B04_030 -               37     767       9     791       5     802    1440    +    5.3e-162  538.9  21.0  -
Algiphilaceae_Algiphilus                         -          F0113_LKAP-FHGF1_B04_030 -               47     822       9     800       3     814    1501    +    5.7e-162  538.5  22.2  -
Gammaproteobacteria_Thiolapillus                 -          F0113_LKAP-FHGF1_B04_030 -               21     804       9     805       3     815    1363    +    5.7e-162  538.8  21.9  -
Rhodobacteraceae_Aliiroseovarius                 -          F0113_LKAP-FHGF1_B04_030 -               27     742       9     788       3     801    1395    +    5.8e-162  538.8  20.3  -
Alicyclobacillaceae_Tumebacillus                 -          F0113_LKAP-FHGF1_B04_030 -               34     816       8     801       3     814    1489    +    5.9e-162  538.8  21.6  -
Clostridiaceae_Natronincola                      -          F0113_LKAP-FHGF1_B04_030 -               44     813       9     800       4     813    1489    +    6.1e-162  538.3  22.6  -
Alicyclobacillaceae_Effusibacillus               -          F0113_LKAP-FHGF1_B04_030 -               23     823       9     811       5     815    1466    +    6.4e-162  538.6  22.2  -
Methylococcaceae_Methyloprofundus                -          F0113_LKAP-FHGF1_B04_030 -                1     775       8     796       8     814    1414    +    7.7e-162  538.2  22.0  -
Bacillaceae_Ornithinibacillus                    -          F0113_LKAP-FHGF1_B04_030 -               27     833       9     804       2     814    1482    +    7.9e-162  538.3  22.3  -
Lachnospiraceae_Anaerocolumna                    -          F0113_LKAP-FHGF1_B04_030 -               36     811       9     805       4     815    1478    +    8.5e-162  538.0  21.9  -
Thermoactinomycetaceae_Planifilum                -          F0113_LKAP-FHGF1_B04_030 -               47     846       9     807       5     815    1517    +    8.8e-162  538.1  21.6  -
Pseudonocardiaceae_Lentzea                       -          F0113_LKAP-FHGF1_B04_030 -               46     796       9     796       4     813    1489    +      1e-161  537.8  22.7  -
Clostridiaceae_Tepidimicrobium                   -          F0113_LKAP-FHGF1_B04_030 -               47     818       9     796       4     812    1528    +    1.1e-161  537.9  21.6  -
Salinibacteraceae_Salinibacter                   -          F0113_LKAP-FHGF1_B04_030 -               52     824       9     793       4     813    1500    +    1.1e-161  537.8  22.5  -
Pasteurellaceae_Cricetibacter                    -          F0113_LKAP-FHGF1_B04_030 -               36     776      61     805      42     816    1295    +    1.1e-161  537.8  21.5  -
Staphylococcaceae_Jeotgalicoccus                 -          F0113_LKAP-FHGF1_B04_030 -               13     801       9     798       4     813    1443    +    1.4e-161  537.5  21.3  -
Pasteurellaceae_Histophilus                      -          F0113_LKAP-FHGF1_B04_030 -               12     753      61     801      53     814    1361    +    1.5e-161  537.4  21.5  -
Micromonosporaceae_Catenuloplanes                -          F0113_LKAP-FHGF1_B04_030 -               38     789       9     797       4     813    1459    +    1.7e-161  537.1  22.3  -
Hahellaceae_Halospina                            -          F0113_LKAP-FHGF1_B04_030 -                9     785       9     806       4     816    1427    +    1.9e-161  537.0  21.6  -
Sphingomonadaceae_Zymomonas                      -          F0113_LKAP-FHGF1_B04_030 -               70     765      63     792      37     806    1452    +      2e-161  537.0  20.1  -
Tsukamurellaceae_Tsukamurella                    -          F0113_LKAP-FHGF1_B04_030 -               46     800       9     798       3     816    1495    +    2.1e-161  536.9  22.6  -
Syntrophobacteraceae_Desulfosoma                 -          F0113_LKAP-FHGF1_B04_030 -               35     826       9     797       4     816    1479    +    2.4e-161  536.9  22.2  -
Lachnospiraceae_Coprococcus                      -          F0113_LKAP-FHGF1_B04_030 -               27     781       9     796       4     815    1440    +    2.7e-161  536.6  21.3  -
Planococcaceae_Sporosarcina                      -          F0113_LKAP-FHGF1_B04_030 -               27     813       9     798       4     814    1504    +      3e-161  536.2  22.1  -
Peptococcaceae_Desulfitispora                    -          F0113_LKAP-FHGF1_B04_030 -               42     792      65     797      45     814    1479    +    3.2e-161  536.1  21.4  -
Rhodobacteraceae_Ponticoccus                     -          F0113_LKAP-FHGF1_B04_030 -               50     761       9     788       3     803    1426    +    3.2e-161  536.2  20.3  -
Lachnospiraceae_Pseudobutyrivibrio               -          F0113_LKAP-FHGF1_B04_030 -               17     785       9     798       3     814    1462    +    3.4e-161  536.0  21.7  -
Clostridiaceae_Brassicibacter                    -          F0113_LKAP-FHGF1_B04_030 -               27     795       9     799       3     813    1454    +    3.4e-161  536.0  22.4  -
Clostridiaceae_Butyricicoccus                    -          F0113_LKAP-FHGF1_B04_030 -               46     832       9     810       4     816    1482    +    4.4e-161  535.7  21.5  -
Rhodobacteraceae_Leisingera                      -          F0113_LKAP-FHGF1_B04_030 -               33     746       9     788       3     802    1409    +    4.5e-161  535.9  20.6  -
Rhodobacteraceae_Aestuariivita                   -          F0113_LKAP-FHGF1_B04_030 -               47     758       9     788       3     801    1427    +    4.9e-161  535.7  20.2  -
Myxococcaceae_Myxococcus                         -          F0113_LKAP-FHGF1_B04_030 -               27     818       9     801       4     816    1493    +    5.5e-161  535.3  22.6  -
Peptococcaceae_Desulfitobacterium                -          F0113_LKAP-FHGF1_B04_030 -               27     835       9     794       4     814    1521    +    5.8e-161  534.9  21.9  -
Rhodobacteraceae_Maritimibacter                  -          F0113_LKAP-FHGF1_B04_030 -               47     760       9     788       3     802    1430    +    5.9e-161  535.4  20.4  -
Pseudonocardiaceae_Actinosynnema                 -          F0113_LKAP-FHGF1_B04_030 -               46     795       9     795       4     811    1505    +    6.3e-161  535.2  22.7  -
Micromonosporaceae_Asanoa                        -          F0113_LKAP-FHGF1_B04_030 -               47     804       9     803       4     813    1498    +    6.6e-161  535.1  22.8  -
Intrasporangiaceae_Tetrasphaera                  -          F0113_LKAP-FHGF1_B04_030 -               33     785       9     794       4     811    1448    +    6.8e-161  535.2  21.6  -
Ectothiorhodospiraceae_Methylonatrum             -          F0113_LKAP-FHGF1_B04_030 -                6     762      32     794      25     811    1318    +    7.4e-161  535.0  21.0  -
Pseudonocardiaceae_Lechevalieria                 -          F0113_LKAP-FHGF1_B04_030 -               31     780       9     795       4     811    1472    +    7.7e-161  535.1  22.7  -
Clostridiaceae_Sporosalibacterium                -          F0113_LKAP-FHGF1_B04_030 -               47     815       9     798       4     813    1521    +    8.3e-161  534.8  22.5  -
Microbacteriaceae_Agrococcus                     -          F0113_LKAP-FHGF1_B04_030 -               37     790       8     792       4     809    1468    +    8.5e-161  534.8  21.9  -
Conexibacteraceae_Conexibacter                   -          F0113_LKAP-FHGF1_B04_030 -               47     841       9     803       5     817    1536    +    8.8e-161  534.5  21.9  -
Thermoanaerobacteraceae_Thermanaeromonas         -          F0113_LKAP-FHGF1_B04_030 -               40     826       9     809       4     815    1506    +    9.1e-161  534.6  23.1  -
Lysobacteraceae_Mizugakiibacter                  -          F0113_LKAP-FHGF1_B04_030 -               27     803       9     799       3     814    1463    +    9.9e-161  534.5  22.6  -
Microbacteriaceae_Leifsonia                      -          F0113_LKAP-FHGF1_B04_030 -               38     791       9     793       4     809    1477    +      1e-160  534.5  21.6  -
Chromatiaceae_Phaeochromatium                    -          F0113_LKAP-FHGF1_B04_030 -                6     774       9     796       5     814    1434    +    1.1e-160  534.5  21.4  -
Peptoniphilaceae_Peptoniphilus                   -          F0113_LKAP-FHGF1_B04_030 -                1     767      11     795      11     815    1433    +    1.3e-160  534.4  22.7  -
Gammaproteobacteria_Methylohalomonas             -          F0113_LKAP-FHGF1_B04_030 -               30     770      57     798      37     814    1325    +    1.4e-160  534.3  22.0  -
Segniliparaceae_Segniliparus                     -          F0113_LKAP-FHGF1_B04_030 -               31     780       9     796       4     815    1462    +    1.4e-160  534.2  22.1  -
Nocardioidaceae_Nocardioides                     -          F0113_LKAP-FHGF1_B04_030 -               27     776       9     792       3     810    1449    +    1.6e-160  534.1  22.6  -
Lachnospiraceae_Roseburia                        -          F0113_LKAP-FHGF1_B04_030 -               40     809       9     796       4     812    1470    +    1.8e-160  533.6  21.6  -
Pseudonocardiaceae_Crossiella                    -          F0113_LKAP-FHGF1_B04_030 -               28     776       9     794       4     813    1472    +      2e-160  533.6  23.2  -
Ectothiorhodospiraceae_Alkalispirillum           -          F0113_LKAP-FHGF1_B04_030 -               27     803       9     795       3     815    1464    +      2e-160  533.7  21.5  -
Piscirickettsiaceae_Piscirickettsia              -          F0113_LKAP-FHGF1_B04_030 -               47     838       9     808       3     816    1534    +    2.2e-160  533.3  22.0  -
Rhodothermaceae_Rhodothermus                     -          F0113_LKAP-FHGF1_B04_030 -               56     838       9     807       4     816    1543    +    2.2e-160  533.4  21.9  -
Nocardiaceae_Gordonia                            -          F0113_LKAP-FHGF1_B04_030 -               32     786       9     796       4     815    1482    +    2.8e-160  533.0  22.2  -
Bacillaceae_Amphibacillus                        -          F0113_LKAP-FHGF1_B04_030 -               27     836       9     803       4     813    1490    +    3.2e-160  532.9  22.6  -
Alphaproteobacteria_Rhizomicrobium               -          F0113_LKAP-FHGF1_B04_030 -               33     749       6     786       1     807    1423    +    3.7e-160  533.0  21.0  -
Symbiobacteriaceae_Symbiobacterium               -          F0113_LKAP-FHGF1_B04_030 -               16     805       5     791       1     811    1468    +    3.9e-160  533.0  21.9  -
Calditrichaeota_Caldithrix                       -          F0113_LKAP-FHGF1_B04_030 -               34     824       9     801       4     814    1504    +    4.3e-160  532.5  22.0  -
Beijerinckiaceae_Pseudochelatococcus             -          F0113_LKAP-FHGF1_B04_030 -               33     748       9     790       4     810    1410    +    4.4e-160  532.6  20.8  -
Rhodobacteraceae_Maribius                        -          F0113_LKAP-FHGF1_B04_030 -               34     745       9     788       3     802    1407    +    5.7e-160  532.3  20.5  -
Pasteurellaceae_Necropsobacter                   -          F0113_LKAP-FHGF1_B04_030 -               33     768      64     805      47     816    1272    +    5.8e-160  532.2  21.9  -
Desulfohalobiaceae_Desulfonauticus               -          F0113_LKAP-FHGF1_B04_030 -               47     855       9     802       4     816    1567    +    5.9e-160  532.0  22.3  -
Peptococcaceae_Peptococcus                       -          F0113_LKAP-FHGF1_B04_030 -               27     829       9     797       4     814    1488    +    6.1e-160  531.8  21.9  -
Staphylococcaceae_Nosocomiicoccus                -          F0113_LKAP-FHGF1_B04_030 -               48     847       9     799       4     814    1546    +    6.3e-160  531.8  21.4  -
Rhodobacteraceae_Donghicola                      -          F0113_LKAP-FHGF1_B04_030 -               34     747       9     788       3     803    1423    +    6.3e-160  532.0  20.2  -
Bacillaceae_Gracilibacillus                      -          F0113_LKAP-FHGF1_B04_030 -               29     836       9     803       2     814    1511    +    6.5e-160  531.9  22.6  -
Micrococcaceae_Arthrobacter                      -          F0113_LKAP-FHGF1_B04_030 -               36     791       9     795       4     808    1472    +    6.7e-160  531.8  21.3  -
Pseudonocardiaceae_Amycolatopsis                 -          F0113_LKAP-FHGF1_B04_030 -               28     777       9     793       4     812    1464    +    7.3e-160  531.7  22.7  -
Lysobacteraceae_Chujaibacter                     -          F0113_LKAP-FHGF1_B04_030 -               31     814       9     802       3     812    1483    +    7.4e-160  531.5  22.3  -
Halothiobacillaceae_Thioalkalibacter             -          F0113_LKAP-FHGF1_B04_030 -               44     830       9     806       3     815    1486    +    9.3e-160  531.2  22.3  -
Micromonosporaceae_Micromonospora                -          F0113_LKAP-FHGF1_B04_030 -               44     795       9     798       4     813    1479    +      1e-159  531.3  22.4  -
Sporolactobacillaceae_Pullulanibacillus          -          F0113_LKAP-FHGF1_B04_030 -               47     851       9     803       5     813    1553    +    1.1e-159  531.2  22.4  -
