# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_B11_093_2018_2 -               29     951      21     947       7     947    1491    +           0 1175.2  19.2  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_B11_093_2018_2 -               25     937      24     947       8     947    1446    +           0 1062.4  19.2  -
Burkholderiales_Tepidimonas                      -          LKAP-TSAKG2_B11_093_2018_2 -               20     936      22     947       9     947    1487    +    5.9e-229  760.7  19.3  -
Burkholderiales_Sphaerotilus                     -          LKAP-TSAKG2_B11_093_2018_2 -               50     931      67     947      46     947    1407    +    2.3e-228  759.1  19.3  -
Phyllobacteriaceae_Nitratireductor               -          LKAP-TSAKG2_B11_093_2018_2 -               39     914      34     947      14     947    1426    +    5.8e-228  757.8  18.7  -
Methylothermaceae_Methylothermus                 -          LKAP-TSAKG2_B11_093_2018_2 -               50     976      21     947       7     947    1491    +    7.4e-228  757.2  19.1  -
Pasteurellaceae_Aggregatibacter                  -          LKAP-TSAKG2_B11_093_2018_2 -               54     978      21     947       8     947    1480    +    1.1e-227  756.6  19.3  -
Rhodocyclaceae_Dechloromonas                     -          LKAP-TSAKG2_B11_093_2018_2 -               43     960      24     947       9     947    1512    +    1.4e-227  756.6  19.3  -
Comamonadaceae_Comamonas                         -          LKAP-TSAKG2_B11_093_2018_2 -               26     944      20     947       7     947    1456    +    1.8e-227  755.7  19.0  -
Chromobacteriaceae_Silvimonas                    -          LKAP-TSAKG2_B11_093_2018_2 -               61     948      61     947      27     947    1459    +    3.8e-227  755.2  19.4  -
Chromobacteriaceae_Chitinilyticum                -          LKAP-TSAKG2_B11_093_2018_2 -               57     938      67     947      26     947    1455    +    9.2e-227  753.8  19.1  -
Phyllobacteriaceae_Chelativorans                 -          LKAP-TSAKG2_B11_093_2018_2 -               62     905      66     947      45     947    1409    +      2e-226  752.8  19.5  -
Rhodobiaceae_Parvibaculum                        -          LKAP-TSAKG2_B11_093_2018_2 -               57     905      61     947      38     947    1437    +    2.2e-226  752.6  19.1  -
Oxalobacteraceae_Janthinobacterium               -          LKAP-TSAKG2_B11_093_2018_2 -               28     947      21     947       8     947    1469    +    2.3e-226  752.5  19.5  -
Rhodobiaceae_Afifella                            -          LKAP-TSAKG2_B11_093_2018_2 -               51     897      63     947      43     947    1443    +    4.2e-226  751.5  19.6  -
Pasteurellaceae_Bisgaardia                       -          LKAP-TSAKG2_B11_093_2018_2 -               37     970      21     947       7     947    1389    +    1.3e-225  749.9  19.7  -
Acetobacteraceae_Roseomonas                      -          LKAP-TSAKG2_B11_093_2018_2 -               60     905      67     947      47     947    1438    +    2.2e-225  749.4  20.3  -
Comamonadaceae_Caldimonas                        -          LKAP-TSAKG2_B11_093_2018_2 -               66     948      66     947      46     947    1468    +    2.7e-225  748.9  19.2  -
Orbaceae_Orbus                                   -          LKAP-TSAKG2_B11_093_2018_2 -               42     964      21     947       8     947    1522    +    5.3e-225  747.6  19.2  -
Ruminococcaceae_Ruminococcus                     -          LKAP-TSAKG2_B11_093_2018_2 -               21     931      24     947      10     947    1394    +    7.4e-225  747.3  19.2  -
Rhodobacteraceae_Rhodovulum                      -          LKAP-TSAKG2_B11_093_2018_2 -               20     884      45     947      23     947    1378    +    9.5e-225  747.1  18.9  -
Kiloniellaceae_Kiloniella                        -          LKAP-TSAKG2_B11_093_2018_2 -               85     926      68     947      47     947    1450    +    1.1e-224  746.6  19.2  -
Hyphomicrobiaceae_Hyphomicrobium                 -          LKAP-TSAKG2_B11_093_2018_2 -               49     892      66     947      45     947    1423    +    1.1e-224  746.8  19.2  -
Nitrosomonadaceae_Nitrosomonas                   -          LKAP-TSAKG2_B11_093_2018_2 -               66     949      66     947      46     947    1460    +    1.8e-224  746.2  19.9  -
Hyphomicrobiaceae_Devosia                        -          LKAP-TSAKG2_B11_093_2018_2 -               62     905      66     947      43     947    1432    +    2.3e-224  745.9  19.4  -
Comamonadaceae_Ottowia                           -          LKAP-TSAKG2_B11_093_2018_2 -               53     966      24     947      12     947    1492    +    3.4e-224  744.9  18.8  -
Oceanospirillaceae_Terasakiispira                -          LKAP-TSAKG2_B11_093_2018_2 -               22     937      23     947       9     947    1436    +    4.6e-224  744.3  19.3  -
Rhodobacteraceae_Pseudovibrio                    -          LKAP-TSAKG2_B11_093_2018_2 -               76     917      68     947      48     947    1446    +    5.4e-224  744.7  19.3  -
Comamonadaceae_Hydrogenophaga                    -          LKAP-TSAKG2_B11_093_2018_2 -               48     965      21     947       8     947    1510    +    9.1e-224  743.4  19.1  -
Halomonadaceae_Modicisalibacter                  -          LKAP-TSAKG2_B11_093_2018_2 -               49     974      21     947       5     947    1531    +    1.1e-223  743.0  19.0  -
Comamonadaceae_Acidovorax                        -          LKAP-TSAKG2_B11_093_2018_2 -               45     962      21     947       8     947    1497    +    1.1e-223  743.1  19.3  -
Peptococcaceae_Desulfotomaculum                  -          LKAP-TSAKG2_B11_093_2018_2 -               46     958      24     947      10     947    1493    +    1.5e-223  742.8  19.6  -
Comamonadaceae_Giesbergeria                      -          LKAP-TSAKG2_B11_093_2018_2 -               40     957      21     947       7     947    1484    +    1.5e-223  742.7  19.0  -
Comamonadaceae_Xenophilus                        -          LKAP-TSAKG2_B11_093_2018_2 -               19     936      21     947       9     947    1430    +      2e-223  742.4  18.7  -
Comamonadaceae_Pelomonas                         -          LKAP-TSAKG2_B11_093_2018_2 -                5     913      24     947      21     947    1390    +    3.7e-223  741.8  19.0  -
Hyphomicrobiaceae_Filomicrobium                  -          LKAP-TSAKG2_B11_093_2018_2 -               75     917      67     947      47     947    1448    +    5.6e-223  741.1  19.3  -
Comamonadaceae_Diaphorobacter                    -          LKAP-TSAKG2_B11_093_2018_2 -               36     955      19     947       4     947    1438    +    7.5e-223  740.3  19.1  -
Phyllobacteriaceae_Aquamicrobium                 -          LKAP-TSAKG2_B11_093_2018_2 -               53     895      67     947      47     947    1407    +    1.1e-222  740.3  19.5  -
Comamonadaceae_Simplicispira                     -          LKAP-TSAKG2_B11_093_2018_2 -               46     966      17     947       7     947    1512    +    1.5e-222  739.4  18.5  -
Rhizobiaceae_Rhizobium                           -          LKAP-TSAKG2_B11_093_2018_2 -               52     895      66     947      44     947    1417    +    1.6e-222  739.7  19.6  -
Gammaproteobacteria_Litorivivens                 -          LKAP-TSAKG2_B11_093_2018_2 -               33     950      24     947       7     947    1456    +    3.7e-222  738.0  19.3  -
Hyphomicrobiaceae_Prosthecomicrobium             -          LKAP-TSAKG2_B11_093_2018_2 -               90     932      67     947      47     947    1470    +    4.4e-222  738.2  19.6  -
Rhodobacteraceae_Albidovulum                     -          LKAP-TSAKG2_B11_093_2018_2 -               42     920      34     947      14     947    1443    +    4.5e-222  738.2  18.4  -
Rhodospirillaceae_Tistrella                      -          LKAP-TSAKG2_B11_093_2018_2 -               90     933      69     947      52     947    1495    +    6.9e-222  738.1  19.8  -
Bradyrhizobiaceae_Rhodopseudomonas               -          LKAP-TSAKG2_B11_093_2018_2 -               57     899      67     947      47     947    1464    +    7.8e-222  737.3  19.3  -
Comamonadaceae_Delftia                           -          LKAP-TSAKG2_B11_093_2018_2 -               29     946      21     947       7     947    1470    +    9.5e-222  736.6  18.6  -
Rhodospirillaceae_Azospirillum                   -          LKAP-TSAKG2_B11_093_2018_2 -               45     888      64     947      43     947    1433    +      1e-221  737.2  18.6  -
Acetobacteraceae_Gluconobacter                   -          LKAP-TSAKG2_B11_093_2018_2 -               55     900      67     947      46     947    1411    +    2.2e-221  736.2  20.4  -
Sphingomonadaceae_Sphingomicrobium               -          LKAP-TSAKG2_B11_093_2018_2 -               58     902      66     947      45     947    1443    +    3.1e-221  735.6  19.4  -
Rhodobacteraceae_Paracoccus                      -          LKAP-TSAKG2_B11_093_2018_2 -               25     900      34     947      14     947    1403    +      4e-221  735.2  18.6  -
Cellvibrionaceae_Marinagarivorans                -          LKAP-TSAKG2_B11_093_2018_2 -               60     973      24     947       7     947    1534    +    5.6e-221  734.0  19.2  -
Aurantimonadaceae_Aureimonas                     -          LKAP-TSAKG2_B11_093_2018_2 -               61     903      67     947      46     947    1433    +    5.8e-221  734.6  19.5  -
Oceanospirillaceae_Motiliproteus                 -          LKAP-TSAKG2_B11_093_2018_2 -               31     954      22     947       6     947    1466    +    1.6e-220  732.6  19.2  -
Spirillaceae_Spirillum                           -          LKAP-TSAKG2_B11_093_2018_2 -               45     974      21     947       8     947    1447    +    3.2e-220  732.2  19.1  -
Rhodospirillaceae_Caenispirillum                 -          LKAP-TSAKG2_B11_093_2018_2 -               28     874      63     947      43     947    1418    +    3.2e-220  732.0  19.5  -
Comamonadaceae_Polaromonas                       -          LKAP-TSAKG2_B11_093_2018_2 -               29     948      21     947       7     947    1458    +    3.2e-220  731.9  19.2  -
Rhizobiaceae_Allorhizobium                       -          LKAP-TSAKG2_B11_093_2018_2 -               72     915      66     947      44     947    1446    +    4.8e-220  731.5  19.6  -
Comamonadaceae_Rhodoferax                        -          LKAP-TSAKG2_B11_093_2018_2 -               66     948      66     947      39     947    1459    +    6.5e-220  730.7  19.2  -
Phyllobacteriaceae_Mesorhizobium                 -          LKAP-TSAKG2_B11_093_2018_2 -               43     885      67     947      47     947    1403    +    8.9e-220  730.7  19.5  -
Parvularculaceae_Parvularcula                    -          LKAP-TSAKG2_B11_093_2018_2 -               72     917      64     947      42     947    1427    +    1.1e-219  730.4  19.2  -
Halomonadaceae_Pistricoccus                      -          LKAP-TSAKG2_B11_093_2018_2 -               29     954      21     947       5     947    1463    +    1.2e-219  729.7  19.3  -
Comamonadaceae_Malikia                           -          LKAP-TSAKG2_B11_093_2018_2 -               50     966      22     947       9     947    1526    +    2.3e-219  728.9  18.9  -
Acetobacteraceae_Stella                          -          LKAP-TSAKG2_B11_093_2018_2 -               58     900      68     947      48     947    1447    +    2.6e-219  729.3  19.3  -
Sphingomonadaceae_Sphingomonas                   -          LKAP-TSAKG2_B11_093_2018_2 -               61     906      65     947      43     947    1436    +    2.7e-219  729.3  19.0  -
Comamonadaceae_Brachymonas                       -          LKAP-TSAKG2_B11_093_2018_2 -               48     967      22     947       9     947    1501    +    3.3e-219  728.2  18.4  -
Acetobacteraceae_Acidocella                      -          LKAP-TSAKG2_B11_093_2018_2 -               54     898      68     947      48     947    1407    +    3.3e-219  728.7  20.4  -
Rhodospirillaceae_Dongia                         -          LKAP-TSAKG2_B11_093_2018_2 -               40     915      24     947      12     947    1431    +    3.5e-219  728.9  19.1  -
Beijerinckiaceae_Beijerinckia                    -          LKAP-TSAKG2_B11_093_2018_2 -               65     910      64     947      44     947    1432    +    4.7e-219  728.2  19.5  -
Rhodobacteraceae_Rhodobacter                     -          LKAP-TSAKG2_B11_093_2018_2 -               51     897      63     947      41     947    1389    +    4.7e-219  728.3  19.1  -
Rhodobacteraceae_Thioclava                       -          LKAP-TSAKG2_B11_093_2018_2 -               71     917      63     947      39     947    1433    +    5.2e-219  727.9  19.0  -
Methylococcaceae_Methylosphaera                  -          LKAP-TSAKG2_B11_093_2018_2 -               31     952      23     947       7     947    1451    +    5.5e-219  727.5  19.4  -
Desulfuromonadaceae_Pelobacter                   -          LKAP-TSAKG2_B11_093_2018_2 -               52     988      24     947      12     947    1542    +    5.5e-219  728.0  19.0  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-TSAKG2_B11_093_2018_2 -               69     990      50     947      27     947    1522    +    6.5e-219  727.4  19.0  -
Rhodobacteraceae_Ahrensia                        -          LKAP-TSAKG2_B11_093_2018_2 -               75     917      67     947      46     947    1474    +    1.3e-218  726.8  19.8  -
Moraxellaceae_Cavicella                          -          LKAP-TSAKG2_B11_093_2018_2 -               22     906      65     947      47     947    1423    +    1.4e-218  726.1  19.6  -
Halieaceae_Pseudohaliea                          -          LKAP-TSAKG2_B11_093_2018_2 -               77     961      65     947      38     947    1485    +    1.4e-218  726.2  19.4  -
Erythrobacteraceae_Altererythrobacter            -          LKAP-TSAKG2_B11_093_2018_2 -               61     905      66     947      45     947    1439    +    1.6e-218  726.6  19.3  -
Alteromonadaceae_Tamilnaduibacter                -          LKAP-TSAKG2_B11_093_2018_2 -               39     961      22     947       6     947    1474    +    1.6e-218  726.0  19.2  -
Rhodospirillaceae_Pararhodospirillum             -          LKAP-TSAKG2_B11_093_2018_2 -               33     876      66     947      49     947    1383    +    1.7e-218  726.2  19.9  -
Desulfuromonadaceae_Desulfuromonas               -          LKAP-TSAKG2_B11_093_2018_2 -               77     980      67     947      47     947    1512    +    2.2e-218  725.8  19.5  -
Rhodospirillaceae_Skermanella                    -          LKAP-TSAKG2_B11_093_2018_2 -               53     898      65     947      44     947    1409    +    2.7e-218  725.9  18.9  -
Rhodobacteraceae_Gemmobacter                     -          LKAP-TSAKG2_B11_093_2018_2 -               51     897      63     947      41     947    1399    +      3e-218  725.7  19.1  -
Halomonadaceae_Halotalea                         -          LKAP-TSAKG2_B11_093_2018_2 -               31     953      22     947       6     947    1491    +    3.5e-218  725.0  19.3  -
Phyllobacteriaceae_Pseudaminobacter              -          LKAP-TSAKG2_B11_093_2018_2 -               53     895      67     947      46     947    1406    +      4e-218  725.3  19.6  -
Geobacteraceae_Geobacter                         -          LKAP-TSAKG2_B11_093_2018_2 -               33     968      24     947      10     947    1470    +    4.2e-218  724.8  18.9  -
Rhodospirillaceae_Niveispirillum                 -          LKAP-TSAKG2_B11_093_2018_2 -               81     924      67     947      47     947    1477    +    4.4e-218  725.1  19.1  -
Methylococcaceae_Methylomarinum                  -          LKAP-TSAKG2_B11_093_2018_2 -               33     954      24     947       8     947    1464    +    5.1e-218  724.2  19.1  -
Xanthobacteraceae_Xanthobacter                   -          LKAP-TSAKG2_B11_093_2018_2 -               46     889      67     947      47     947    1413    +    5.3e-218  724.8  19.4  -
Comamonadaceae_Caenimonas                        -          LKAP-TSAKG2_B11_093_2018_2 -               72     954      66     947      31     947    1463    +      6e-218  724.3  19.5  -
Phyllobacteriaceae_Phyllobacterium               -          LKAP-TSAKG2_B11_093_2018_2 -               46     889      66     947      45     947    1418    +    7.4e-218  724.0  19.6  -
Rhodobiaceae_Methyloligella                      -          LKAP-TSAKG2_B11_093_2018_2 -               67     915      61     947      41     947    1444    +    7.4e-218  724.3  19.4  -
Comamonadaceae_Curvibacter                       -          LKAP-TSAKG2_B11_093_2018_2 -               87     969      66     947      46     947    1483    +    7.8e-218  724.0  19.8  -
Rhodobiaceae_Rhodobium                           -          LKAP-TSAKG2_B11_093_2018_2 -               58     905      62     947      41     947    1421    +      8e-218  724.3  19.3  -
Moraxellaceae_Fluviicoccus                       -          LKAP-TSAKG2_B11_093_2018_2 -                2     914      16     947      15     947    1405    +      8e-218  723.5  19.3  -
Oceanospirillaceae_Corallomonas                  -          LKAP-TSAKG2_B11_093_2018_2 -               12     939      16     947       7     947    1466    +    1.3e-217  722.8  18.8  -
Sphingomonadaceae_Novosphingobium                -          LKAP-TSAKG2_B11_093_2018_2 -               66     911      65     947      43     947    1443    +    1.7e-217  723.1  19.2  -
Sphingomonadaceae_Sphingorhabdus                 -          LKAP-TSAKG2_B11_093_2018_2 -               53     898      65     947      44     947    1420    +    2.9e-217  722.3  19.2  -
Comamonadaceae_Variovorax                        -          LKAP-TSAKG2_B11_093_2018_2 -               74     956      66     947      46     947    1481    +    3.7e-217  721.6  19.5  -
Comamonadaceae_Ramlibacter                       -          LKAP-TSAKG2_B11_093_2018_2 -               73     955      66     947      46     947    1460    +    4.2e-217  721.5  19.6  -
Syntrophomonadaceae_Syntrophomonas               -          LKAP-TSAKG2_B11_093_2018_2 -               50     994      24     947      10     947    1529    +    4.6e-217  721.4  18.8  -
Brucellaceae_Ochrobactrum                        -          LKAP-TSAKG2_B11_093_2018_2 -               70     913      66     947      44     947    1421    +    4.8e-217  721.6  19.5  -
Thioalkalispiraceae_Thiohalophilus               -          LKAP-TSAKG2_B11_093_2018_2 -               12     912      46     947      31     947    1297    +    4.8e-217  720.9  19.3  -
Halomonadaceae_Aidingimonas                      -          LKAP-TSAKG2_B11_093_2018_2 -               24     946      22     947       7     947    1469    +    6.1e-217  720.7  19.3  -
Thiotrichaceae_Cocleimonas                       -          LKAP-TSAKG2_B11_093_2018_2 -               38     961      23     947       7     947    1512    +    6.3e-217  720.7  19.3  -
Acetobacteraceae_Komagataeibacter                -          LKAP-TSAKG2_B11_093_2018_2 -               68     912      68     947      48     947    1456    +    6.7e-217  721.3  20.4  -
Acetobacteraceae_Gluconacetobacter               -          LKAP-TSAKG2_B11_093_2018_2 -               56     900      68     947      52     947    1418    +    7.7e-217  721.1  20.5  -
Comamonadaceae_Limnohabitans                     -          LKAP-TSAKG2_B11_093_2018_2 -               24     939      24     947       9     947    1500    +    8.9e-217  720.3  19.3  -
Rhodobacteraceae_Pseudorhodobacter               -          LKAP-TSAKG2_B11_093_2018_2 -               71     914      66     947      45     947    1428    +    9.5e-217  720.7  19.4  -
Hyphomonadaceae_Maricaulis                       -          LKAP-TSAKG2_B11_093_2018_2 -               23     897      35     947      17     947    1422    +      1e-216  720.6  19.0  -
Pasteurellaceae_Volucribacter                    -          LKAP-TSAKG2_B11_093_2018_2 -                3     925      25     947      23     947    1434    +      1e-216  720.5  19.5  -
Oceanospirillales_Salinispirillum                -          LKAP-TSAKG2_B11_093_2018_2 -               10     927      24     947      16     947    1417    +    1.1e-216  719.8  19.3  -
Rhizobiaceae_Agrobacterium                       -          LKAP-TSAKG2_B11_093_2018_2 -               53     895      67     947      47     947    1400    +    1.2e-216  720.4  19.8  -
Rhizobiaceae_Kaistia                             -          LKAP-TSAKG2_B11_093_2018_2 -               58     900      67     947      47     947    1398    +    1.3e-216  720.3  19.2  -
Acetobacteraceae_Tanticharoenia                  -          LKAP-TSAKG2_B11_093_2018_2 -               56     900      68     947      58     947    1414    +    1.4e-216  720.1  20.5  -
Halomonadaceae_Carnimonas                        -          LKAP-TSAKG2_B11_093_2018_2 -               37     959      22     947       6     947    1519    +    1.5e-216  719.5  19.2  -
Rhodospirillaceae_Rhodospirillum                 -          LKAP-TSAKG2_B11_093_2018_2 -               75     917      67     947      50     947    1477    +    1.9e-216  719.4  19.6  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-TSAKG2_B11_093_2018_2 -               52     895      66     947      44     947    1430    +    2.5e-216  719.3  19.5  -
Comamonadaceae_Pseudorhodoferax                  -          LKAP-TSAKG2_B11_093_2018_2 -               66     948      66     947      33     947    1477    +    2.9e-216  718.8  19.6  -
Rhizobiales_Amorphus                             -          LKAP-TSAKG2_B11_093_2018_2 -               50     896      63     947      43     947    1427    +    2.9e-216  719.1  19.4  -
Porticoccaceae_Porticoccus                       -          LKAP-TSAKG2_B11_093_2018_2 -               73     956      66     947      36     947    1497    +    3.1e-216  718.5  19.2  -
Rhodobacteraceae_Defluviimonas                   -          LKAP-TSAKG2_B11_093_2018_2 -               56     897      68     947      45     947    1389    +    3.1e-216  718.9  19.4  -
Moraxellaceae_Perlucidibaca                      -          LKAP-TSAKG2_B11_093_2018_2 -               30     944      35     947      14     947    1467    +    3.7e-216  718.1  18.9  -
Desulfohalobiaceae_Desulfohalobium               -          LKAP-TSAKG2_B11_093_2018_2 -               79     973      68     947      47     947    1506    +    4.4e-216  717.9  19.6  -
Hyphomicrobiaceae_Pedomicrobium                  -          LKAP-TSAKG2_B11_093_2018_2 -               64     908      65     947      44     947    1400    +    4.8e-216  718.3  19.3  -
Hyphomicrobiaceae_Pelagibacterium                -          LKAP-TSAKG2_B11_093_2018_2 -               51     897      63     947      43     947    1408    +    5.1e-216  718.2  19.4  -
Rhodospirillaceae_Novispirillum                  -          LKAP-TSAKG2_B11_093_2018_2 -               57     899      67     947      47     947    1442    +    5.3e-216  717.9  19.4  -
Oleiphilaceae_Oleiphilus                         -          LKAP-TSAKG2_B11_093_2018_2 -               40     952      22     947       6     947    1437    +    6.2e-216  717.5  19.4  -
Acetobacteraceae_Neokomagataea                   -          LKAP-TSAKG2_B11_093_2018_2 -               75     920      67     947      55     947    1437    +    1.2e-215  717.2  20.3  -
Pseudomonadaceae_Oblitimonas                     -          LKAP-TSAKG2_B11_093_2018_2 -               31     959      22     947       6     947    1469    +    1.2e-215  716.4  19.3  -
Aurantimonadaceae_Martelella                     -          LKAP-TSAKG2_B11_093_2018_2 -               72     915      66     947      45     947    1443    +    1.5e-215  716.9  19.4  -
Erythrobacteraceae_Erythrobacter                 -          LKAP-TSAKG2_B11_093_2018_2 -               51     896      65     947      43     947    1442    +    1.6e-215  716.7  19.2  -
Oceanospirillaceae_Oceanobacter                  -          LKAP-TSAKG2_B11_093_2018_2 -               29     947      21     947       5     947    1452    +    1.8e-215  715.8  19.4  -
Rhodospirillaceae_Fodinicurvata                  -          LKAP-TSAKG2_B11_093_2018_2 -               40     883      67     947      47     947    1390    +    1.9e-215  716.4  19.5  -
Rhodobacteraceae_Albimonas                       -          LKAP-TSAKG2_B11_093_2018_2 -               42     917      34     947      16     947    1429    +    3.2e-215  715.5  18.3  -
Acetobacteraceae_Acidiphilium                    -          LKAP-TSAKG2_B11_093_2018_2 -               61     907      68     947      48     947    1418    +    4.2e-215  715.2  20.2  -
Phyllobacteriaceae_Aminobacter                   -          LKAP-TSAKG2_B11_093_2018_2 -               61     903      67     947      47     947    1453    +    5.8e-215  714.7  19.5  -
Halieaceae_Congregibacter                        -          LKAP-TSAKG2_B11_093_2018_2 -               43     955      25     947       7     947    1416    +    5.9e-215  714.2  19.3  -
Oceanospirillales_Alkalimarinus                  -          LKAP-TSAKG2_B11_093_2018_2 -               31     952      22     947       6     947    1464    +    7.3e-215  713.8  19.0  -
Erythrobacteraceae_Porphyrobacter                -          LKAP-TSAKG2_B11_093_2018_2 -               74     918      66     947      46     947    1477    +      1e-214  713.9  19.2  -
Xanthobacteraceae_Azorhizobium                   -          LKAP-TSAKG2_B11_093_2018_2 -               62     904      67     947      47     947    1449    +    1.1e-214  713.8  19.4  -
Ruminococcaceae_Acetivibrio                      -          LKAP-TSAKG2_B11_093_2018_2 -               47     970      24     947      11     947    1529    +    1.2e-214  713.5  18.8  -
Granulosicoccaceae_Sulfuriflexus                 -          LKAP-TSAKG2_B11_093_2018_2 -               32     956      23     947       7     947    1464    +    1.2e-214  713.1  19.2  -
Rhizobiales_Bauldia                              -          LKAP-TSAKG2_B11_093_2018_2 -               78     921      68     947      48     947    1446    +    1.2e-214  713.7  19.3  -
Rhodobacteraceae_Amaricoccus                     -          LKAP-TSAKG2_B11_093_2018_2 -               70     916      63     947      41     947    1428    +    1.3e-214  713.5  19.5  -
Acetobacteraceae_Asaia                           -          LKAP-TSAKG2_B11_093_2018_2 -               55     900      67     947      50     947    1411    +    2.2e-214  712.9  20.5  -
Rhizobiaceae_Pararhizobium                       -          LKAP-TSAKG2_B11_093_2018_2 -               73     915      67     947      47     947    1477    +    2.5e-214  712.5  19.5  -
Hydrogenophilaceae_Tepidiphilus                  -          LKAP-TSAKG2_B11_093_2018_2 -               66     951      66     947      46     947    1459    +    2.6e-214  712.5  19.8  -
Halieaceae_Chromatocurvus                        -          LKAP-TSAKG2_B11_093_2018_2 -               78     962      65     947      37     947    1523    +      3e-214  711.8  19.3  -
Cohaesibacteraceae_Cohaesibacter                 -          LKAP-TSAKG2_B11_093_2018_2 -               73     916      66     947      43     947    1425    +    3.7e-214  712.1  19.4  -
Comamonadaceae_Lampropedia                       -          LKAP-TSAKG2_B11_093_2018_2 -               45     970      17     947       6     947    1488    +    4.1e-214  711.6  18.8  -
Methylobacteriaceae_Methylobacterium             -          LKAP-TSAKG2_B11_093_2018_2 -               55     897      67     947      43     947    1424    +    4.3e-214  711.8  19.2  -
Rhodobacteraceae_Jannaschia                      -          LKAP-TSAKG2_B11_093_2018_2 -               48     895      62     947      41     947    1396    +    4.5e-214  711.8  19.0  -
Cellvibrionaceae_Maricurvus                      -          LKAP-TSAKG2_B11_093_2018_2 -               50     972      22     947       6     947    1500    +    5.3e-214  710.9  19.0  -
Kordiimonadaceae_Kordiimonas                     -          LKAP-TSAKG2_B11_093_2018_2 -               34     908      25     947      12     947    1421    +    6.3e-214  711.3  18.8  -
Bartonellaceae_Bartonella                        -          LKAP-TSAKG2_B11_093_2018_2 -               50     898      61     947      40     947    1410    +      8e-214  710.9  19.4  -
Brucellaceae_Paenochrobactrum                    -          LKAP-TSAKG2_B11_093_2018_2 -               25     868      66     947      45     947    1348    +    1.1e-213  710.4  19.7  -
Oceanospirillaceae_Bermanella                    -          LKAP-TSAKG2_B11_093_2018_2 -               56     974      21     947       5     947    1533    +    1.1e-213  709.9  19.4  -
Rhodospirillaceae_Rhodovibrio                    -          LKAP-TSAKG2_B11_093_2018_2 -               75     917      69     947      49     947    1480    +    1.3e-213  710.3  19.3  -
Halomonadaceae_Zymobacter                        -          LKAP-TSAKG2_B11_093_2018_2 -               27     949      22     947       6     947    1509    +    1.4e-213  709.6  19.3  -
Oceanospirillaceae_Balneatrix                    -          LKAP-TSAKG2_B11_093_2018_2 -               42     966      22     947       6     947    1395    +    1.5e-213  709.6  19.2  -
Rhodospirillaceae_Phaeospirillum                 -          LKAP-TSAKG2_B11_093_2018_2 -               47     889      67     947      46     947    1401    +    1.5e-213  710.0  19.1  -
Pseudomonadaceae_Thiopseudomonas                 -          LKAP-TSAKG2_B11_093_2018_2 -               49     975      21     947       5     947    1505    +    1.8e-213  709.2  19.3  -
Rhodobacteraceae_Roseibium                       -          LKAP-TSAKG2_B11_093_2018_2 -               66     912      61     947      40     947    1397    +    1.9e-213  709.8  19.6  -
Desulfobulbaceae_Desulfobulbus                   -          LKAP-TSAKG2_B11_093_2018_2 -               67     967      67     947      47     947    1456    +    2.4e-213  709.1  19.6  -
Spirochaetaceae_Spirochaeta                      -          LKAP-TSAKG2_B11_093_2018_2 -               44     964      24     947      13     947    1495    +    2.8e-213  708.9  19.4  -
Hyphomicrobiaceae_Rhodoplanes                    -          LKAP-TSAKG2_B11_093_2018_2 -               76     919      66     947      45     947    1451    +    3.2e-213  708.9  19.4  -
Aurantimonadaceae_Fulvimarina                    -          LKAP-TSAKG2_B11_093_2018_2 -               75     918      66     947      46     947    1453    +    3.2e-213  708.9  19.6  -
Rhodobacteraceae_Roseovarius                     -          LKAP-TSAKG2_B11_093_2018_2 -               24     899      34     947      14     947    1415    +    3.7e-213  708.6  18.5  -
Ectothiorhodospiraceae_Natronocella              -          LKAP-TSAKG2_B11_093_2018_2 -               11     928      24     947      16     947    1425    +      4e-213  708.1  19.2  -
Rhodobacteraceae_Loktanella                      -          LKAP-TSAKG2_B11_093_2018_2 -               52     897      64     947      41     947    1385    +    4.4e-213  708.5  18.9  -
Rhodospirillaceae_Insolitispirillum              -          LKAP-TSAKG2_B11_093_2018_2 -               51     897      63     947      43     947    1442    +    4.6e-213  708.3  19.2  -
Rhodobacteraceae_Celeribacter                    -          LKAP-TSAKG2_B11_093_2018_2 -               68     913      63     947      42     947    1428    +    4.9e-213  708.3  19.3  -
Haliangiaceae_Haliangium                         -          LKAP-TSAKG2_B11_093_2018_2 -               85     985      68     947      47     947    1507    +    8.9e-213  707.4  19.1  -
Erythrobacteraceae_Croceicoccus                  -          LKAP-TSAKG2_B11_093_2018_2 -               73     918      65     947      45     947    1477    +    8.9e-213  707.5  19.3  -
Gammaproteobacteria_Thiolapillus                 -          LKAP-TSAKG2_B11_093_2018_2 -               60     947      65     947      43     947    1363    +    9.5e-213  707.0  19.5  -
Rhodobacteraceae_Oceanicola                      -          LKAP-TSAKG2_B11_093_2018_2 -               70     914      65     947      42     947    1421    +    9.8e-213  707.2  19.1  -
