# target name                                    accession  query name              accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------    -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Pseudoalteromonadaceae_Pseudoalteromonas         -          LKAP.g-Gut1_E11_087.seq -               27    1020       6    1010       3    1011    1461    +           0 1027.4  11.3  -
Vibrionaceae_Vibrio                              -          LKAP.g-Gut1_E11_087.seq -               27    1036       6    1010       2    1011    1466    +      1e-303 1008.7  11.9  -
Chromatiaceae_Thiorhodovibrio                    -          LKAP.g-Gut1_E11_087.seq -               47    1009      33    1005      11    1011    1456    +    3.4e-188  625.9  11.6  -
Deltaproteobacteria_Deferrisoma                  -          LKAP.g-Gut1_E11_087.seq -               14     928      56     967      37     992    1322    +    3.9e-188  625.9  12.1  -
Sphingomonadaceae_Sphingoaurantiacus             -          LKAP.g-Gut1_E11_087.seq -               54     918      58     958      15     975    1429    +    4.2e-188  626.0  11.5  -
Rhodobiaceae_Methyloligella                      -          LKAP.g-Gut1_E11_087.seq -               63     933      34     956      13     963    1444    +    4.4e-188  625.7  11.6  -
Cohaesibacteraceae_Cohaesibacter                 -          LKAP.g-Gut1_E11_087.seq -               45     936       4     958       1     978    1425    +    4.9e-188  625.6  11.7  -
Acetobacteraceae_Asaia                           -          LKAP.g-Gut1_E11_087.seq -               54     919      58     957      37     978    1411    +    5.9e-188  625.4  11.9  -
Halothiobacillaceae_Thioalkalibacter             -          LKAP.g-Gut1_E11_087.seq -               79    1040      50    1008      19    1011    1486    +    6.6e-188  624.7  11.9  -
Rhizobiales_Bauldia                              -          LKAP.g-Gut1_E11_087.seq -               38     940       7     957       3     977    1446    +      8e-188  624.9  12.3  -
Hyphomicrobiaceae_Blastochloris                  -          LKAP.g-Gut1_E11_087.seq -               55     951      59     991      39    1011    1427    +    8.4e-188  624.7  11.8  -
Rhodobacteraceae_Loktanella                      -          LKAP.g-Gut1_E11_087.seq -               28     933       7     974       3     994    1385    +    1.1e-187  624.5  11.5  -
Pasteurellaceae_Cricetibacter                    -          LKAP.g-Gut1_E11_087.seq -               26     986      46    1010      26    1011    1295    +    1.3e-187  623.9  11.4  -
Rhodobacteraceae_Amaricoccus                     -          LKAP.g-Gut1_E11_087.seq -               71     932      56     954      14     974    1428    +    1.6e-187  623.9  12.6  -
Methylococcaceae_Methyloparacoccus               -          LKAP.g-Gut1_E11_087.seq -               33    1004      16     993       3    1011    1451    +    1.6e-187  623.5  12.2  -
Methylocystaceae_Methylosinus                    -          LKAP.g-Gut1_E11_087.seq -               57     922      59     961      39     983    1410    +    2.1e-187  623.5  11.4  -
Rhodospirillaceae_Reyranella                     -          LKAP.g-Gut1_E11_087.seq -               61     919      58     953      48     967    1429    +    3.4e-187  622.7  11.5  -
Hyphomonadaceae_Oceanicaulis                     -          LKAP.g-Gut1_E11_087.seq -               30     915      12     956       4     974    1424    +    3.5e-187  622.7  12.2  -
Ruminococcaceae_Acetivibrio                      -          LKAP.g-Gut1_E11_087.seq -               42     998       7     966       4     991    1529    +      4e-187  622.3  12.1  -
Desulfobulbaceae_Desulfobulbus                   -          LKAP.g-Gut1_E11_087.seq -               61    1014      53     978      15     998    1456    +      4e-187  622.3  11.8  -
Rhodospirillaceae_Inquilinus                     -          LKAP.g-Gut1_E11_087.seq -               73     934      59     954      43     972    1420    +    5.9e-187  622.0  11.5  -
Methylocystaceae_Methylocystis                   -          LKAP.g-Gut1_E11_087.seq -               66     926      59     956      38     979    1426    +    6.2e-187  621.9  11.4  -
Bartonellaceae_Bartonella                        -          LKAP.g-Gut1_E11_087.seq -               55     918      58     958      38     973    1410    +    6.4e-187  621.8  12.2  -
Ectothiorhodospiraceae_Thioalbus                 -          LKAP.g-Gut1_E11_087.seq -                6    1000       3    1008       1    1011    1417    +    7.5e-187  621.3  11.9  -
Hyphomicrobiaceae_Maritalea                      -          LKAP.g-Gut1_E11_087.seq -               21     895      46     958      25     978    1356    +    7.9e-187  621.6  11.9  -
Rhodobiaceae_Parvibaculum                        -          LKAP.g-Gut1_E11_087.seq -               63     924      59     957      39     978    1437    +    8.2e-187  621.5  11.5  -
Rhodobacteraceae_Albimonas                       -          LKAP.g-Gut1_E11_087.seq -               75     952      59     969      38     987    1429    +    1.3e-186  620.9  11.4  -
Campylobacteraceae_Campylobacter                 -          LKAP.g-Gut1_E11_087.seq -               38    1003      21    1008       3    1011    1424    +    1.7e-186  619.4  11.6  -
Bacteroidaceae_Bacteroides                       -          LKAP.g-Gut1_E11_087.seq -               36    1007       6     981       3    1001    1480    +    1.8e-186  620.1  12.3  -
Rhodobacteraceae_Rubellimicrobium                -          LKAP.g-Gut1_E11_087.seq -               59     944      50     973      28     993    1448    +    1.9e-186  620.4  12.3  -
Acetobacteraceae_Acidisoma                       -          LKAP.g-Gut1_E11_087.seq -               80     941      60     955      40     973    1430    +    2.2e-186  620.1  12.5  -
Phyllobacteriaceae_Pseudahrensia                 -          LKAP.g-Gut1_E11_087.seq -               54     918      58     959      38     979    1441    +    2.4e-186  620.0  12.3  -
Rhodospirillaceae_Desertibacter                  -          LKAP.g-Gut1_E11_087.seq -               22     887      50     954      30     975    1410    +    2.8e-186  620.2  12.5  -
Phyllobacteriaceae_Pseudaminobacter              -          LKAP.g-Gut1_E11_087.seq -               53     917      59     960      39     983    1406    +      3e-186  619.7  12.3  -
Rhodospirillaceae_Oceanibaculum                  -          LKAP.g-Gut1_E11_087.seq -               76     934      60     954      39     971    1451    +    3.4e-186  619.4  11.9  -
Desulfobacteraceae_Desulfosarcina                -          LKAP.g-Gut1_E11_087.seq -               78    1035      57     991      36    1011    1515    +    3.6e-186  619.1  11.7  -
Pasteurellaceae_Lonepinella                      -          LKAP.g-Gut1_E11_087.seq -               52    1006      55    1009      31    1011    1498    +    3.8e-186  618.9  11.6  -
Methylocystaceae_Pleomorphomonas                 -          LKAP.g-Gut1_E11_087.seq -               76     934      59     954      46     977    1433    +    4.2e-186  619.2  11.6  -
Rhodobacteraceae_Pseudoruegeria                  -          LKAP.g-Gut1_E11_087.seq -               44     916      47     957      25     978    1412    +    4.6e-186  619.0  11.8  -
Rhodobacteraceae_Litoreibacter                   -          LKAP.g-Gut1_E11_087.seq -               28     931       7     972       3     992    1395    +    4.7e-186  618.9  11.6  -
Rhodospirillaceae_Rhodovibrio                    -          LKAP.g-Gut1_E11_087.seq -               44     936       8     957       3     977    1480    +    5.4e-186  618.9  11.6  -
Spirochaetaceae_Spirochaeta                      -          LKAP.g-Gut1_E11_087.seq -               38    1017       6     991       3    1011    1495    +    5.7e-186  618.5  12.2  -
Ectothiorhodospiraceae_Thiorhodospira            -          LKAP.g-Gut1_E11_087.seq -               73    1029      52    1008      15    1011    1365    +    6.5e-186  618.1  12.0  -
Comamonadaceae_Verminephrobacter                 -          LKAP.g-Gut1_E11_087.seq -               47     995       8     963       2    1004    1469    +    7.6e-186  617.9  12.4  -
Rhizobiaceae_Agrobacterium                       -          LKAP.g-Gut1_E11_087.seq -               52     910      58     953      46     963    1400    +      1e-185  618.0  12.2  -
Woeseiaceae_Woeseia                              -          LKAP.g-Gut1_E11_087.seq -               43    1032      12    1007       3    1011    1476    +    1.1e-185  617.4  12.2  -
Beijerinckiaceae_Methylocella                    -          LKAP.g-Gut1_E11_087.seq -               54     918      58     959      38     979    1406    +    1.1e-185  617.6  11.4  -
Helicobacteraceae_Helicobacter                   -          LKAP.g-Gut1_E11_087.seq -               91    1003      60    1003      39    1011    1474    +    1.2e-185  616.6  11.0  -
Kangiellaceae_Aliikangiella                      -          LKAP.g-Gut1_E11_087.seq -               37     995      55    1010      33    1011    1392    +    1.3e-185  617.0  11.6  -
Hyphomicrobiaceae_Rhodomicrobium                 -          LKAP.g-Gut1_E11_087.seq -               69     934      58     959      38     979    1470    +    1.3e-185  617.3  11.4  -
Ectothiorhodospiraceae_Methylonatrum             -          LKAP.g-Gut1_E11_087.seq -               24     979      53    1003      33    1011    1318    +    1.5e-185  617.0  11.7  -
Chromatiaceae_Nitrosococcus                      -          LKAP.g-Gut1_E11_087.seq -               51    1043      14    1005       3    1011    1491    +    1.8e-185  616.9  12.3  -
Acetobacteraceae_Stella                          -          LKAP.g-Gut1_E11_087.seq -               51     915      53     953      33     969    1447    +    2.1e-185  617.0  12.0  -
Sulfuricellaceae_Sulfuricella                    -          LKAP.g-Gut1_E11_087.seq -               61    1019      51    1002      19    1011    1464    +    2.7e-185  616.2  12.0  -
Xanthobacteraceae_Pseudoxanthobacter             -          LKAP.g-Gut1_E11_087.seq -               78     937      59     955      39     976    1456    +    3.5e-185  616.0  12.2  -
Pseudomonadaceae_Azorhizophilus                  -          LKAP.g-Gut1_E11_087.seq -                3     921      91    1008      89    1011    1384    +    3.9e-185  615.6   9.6  -
Halomonadaceae_Pistricoccus                      -          LKAP.g-Gut1_E11_087.seq -               31    1024      10    1009       3    1011    1463    +    4.3e-185  615.5  12.1  -
Rhodobacteraceae_Ruegeria                        -          LKAP.g-Gut1_E11_087.seq -               52     934      56     975      31     996    1386    +    4.8e-185  615.6  11.3  -
Rhodobacteraceae_Roseovarius                     -          LKAP.g-Gut1_E11_087.seq -               54     938      56     975      13     996    1415    +    5.4e-185  615.4  11.4  -
Rhodospirillaceae_Tistrella                      -          LKAP.g-Gut1_E11_087.seq -               90     948      61     953      40     973    1495    +    5.5e-185  615.8  12.0  -
Ectothiorhodospiraceae_Ectothiorhodosinus        -          LKAP.g-Gut1_E11_087.seq -               25    1007      15    1005       3    1011    1445    +    8.5e-185  614.4  12.0  -
Rickettsiaceae_Rickettsia                        -          LKAP.g-Gut1_E11_087.seq -               80     935      60     953      24     973    1440    +    1.1e-184  614.3  11.4  -
Alteromonadaceae_Tamilnaduibacter                -          LKAP.g-Gut1_E11_087.seq -               37    1027       8    1005       2    1011    1474    +    1.3e-184  613.9  12.2  -
Acetobacteraceae_Belnapia                        -          LKAP.g-Gut1_E11_087.seq -               75     937      57     953      36     973    1453    +    1.3e-184  614.3  11.8  -
Rubrobacteraceae_Rubrobacter                     -          LKAP.g-Gut1_E11_087.seq -               34     976      17     955       4     976    1495    +    1.5e-184  613.9  13.3  -
Rhodobacteraceae_Pseudooceanicola                -          LKAP.g-Gut1_E11_087.seq -               48     954       7     975       3     996    1429    +    1.6e-184  613.7  11.2  -
Parvularculaceae_Parvularcula                    -          LKAP.g-Gut1_E11_087.seq -               73     937      57     958      36     978    1427    +    1.8e-184  613.8  11.6  -
Chromatiaceae_Phaeochromatium                    -          LKAP.g-Gut1_E11_087.seq -               30     991      46    1005      13    1011    1434    +    1.9e-184  613.5  11.6  -
Rhodobacteraceae_Thalassobius                    -          LKAP.g-Gut1_E11_087.seq -               29     931       8     972       3    1006    1389    +    2.1e-184  613.6  11.4  -
Desulfobacteraceae_Desulfococcus                 -          LKAP.g-Gut1_E11_087.seq -               87    1009      56     954      36     975    1529    +    2.1e-184  613.2  12.5  -
Desulfobacteraceae_Desulfoluna                   -          LKAP.g-Gut1_E11_087.seq -               86    1052      57     999      34    1011    1552    +    2.2e-184  613.2  11.4  -
Clostridiaceae_Caloramator                       -          LKAP.g-Gut1_E11_087.seq -               69     952      59     961      27     982    1453    +    2.3e-184  613.3  12.7  -
Rhodanobacteraceae_Aquimonas                     -          LKAP.g-Gut1_E11_087.seq -               51    1004      52    1002      31    1011    1433    +    2.5e-184  613.1  11.8  -
Rhodobacteraceae_Octadecabacter                  -          LKAP.g-Gut1_E11_087.seq -               47     959      49     999      19    1011    1389    +    3.4e-184  612.8  10.9  -
Rhodobacteraceae_Actibacterium                   -          LKAP.g-Gut1_E11_087.seq -               33     916       6     953       2     974    1429    +    4.6e-184  612.5  12.3  -
Alphaproteobacteria_Rhizomicrobium               -          LKAP.g-Gut1_E11_087.seq -               67     937      60     967      40    1005    1423    +    5.6e-184  612.3  11.7  -
Desulfobacteraceae_Desulfofrigus                 -          LKAP.g-Gut1_E11_087.seq -               53    1053      15     999       4    1011    1523    +    5.8e-184  611.8  11.8  -
Oceanospirillaceae_Pseudospirillum               -          LKAP.g-Gut1_E11_087.seq -               63    1021      49    1010      27    1011    1459    +    6.2e-184  611.8  11.5  -
Desulfobacteraceae_Desulfatibacillum             -          LKAP.g-Gut1_E11_087.seq -               89    1025      58     970      38     992    1525    +    6.3e-184  611.7  11.7  -
Rhodobacteraceae_Amylibacter                     -          LKAP.g-Gut1_E11_087.seq -               28     914       7     955       3     975    1423    +    6.5e-184  611.9  12.0  -
Halomonadaceae_Aidingimonas                      -          LKAP.g-Gut1_E11_087.seq -               27    1001      12     994       3    1011    1469    +    6.8e-184  611.4  12.2  -
Rhodobacteraceae_Haematobacter                   -          LKAP.g-Gut1_E11_087.seq -               68     930      58     957      38     979    1414    +    7.6e-184  611.7  11.5  -
Chromatiaceae_Thiococcus                         -          LKAP.g-Gut1_E11_087.seq -               56    1003      51     993      27    1011    1470    +    8.8e-184  611.2  11.7  -
Bradyrhizobiaceae_Afipia                         -          LKAP.g-Gut1_E11_087.seq -               75     941      60     963      40     986    1416    +    8.8e-184  611.3  11.8  -
Chromatiaceae_Thiobaca                           -          LKAP.g-Gut1_E11_087.seq -               54     972      52     972      29    1009    1370    +    9.2e-184  611.3  11.7  -
Ectothiorhodospiraceae_Oceanococcus              -          LKAP.g-Gut1_E11_087.seq -               86    1038      54    1003      20    1011    1505    +    1.2e-183  610.7  11.8  -
Ectothiorhodospiraceae_Inmirania                 -          LKAP.g-Gut1_E11_087.seq -               82    1033      49     993      28    1011    1513    +    1.2e-183  610.7  12.0  -
Phyllobacteriaceae_Aminobacter                   -          LKAP.g-Gut1_E11_087.seq -               61     922      59     957      39     977    1453    +    1.6e-183  610.6  12.3  -
Hyphomonadaceae_Algimonas                        -          LKAP.g-Gut1_E11_087.seq -               40     907      60     960      39     980    1351    +    1.8e-183  610.6  11.7  -
Desulfovibrionaceae_Halodesulfovibrio            -          LKAP.g-Gut1_E11_087.seq -               81    1024      55     993      34    1011    1501    +      2e-183  610.0  12.1  -
Ectothiorhodospiraceae_Halofilum                 -          LKAP.g-Gut1_E11_087.seq -               51    1016      35    1003      12    1011    1463    +      2e-183  609.8  12.0  -
Chelatococcaceae_Chelatococcus                   -          LKAP.g-Gut1_E11_087.seq -               53     917      57     958      14     979    1430    +    2.7e-183  609.8  11.7  -
Rhodobacteraceae_Jannaschia                      -          LKAP.g-Gut1_E11_087.seq -               28     913       7     956       3     977    1396    +    2.8e-183  609.8  12.0  -
Rhodobacteraceae_Sulfitobacter                   -          LKAP.g-Gut1_E11_087.seq -               29     932       8     973       2     994    1405    +      3e-183  609.6  11.4  -
Bacillaceae_Anoxybacillus                        -          LKAP.g-Gut1_E11_087.seq -               28    1001       6     974       3     992    1495    +    3.3e-183  609.4  12.2  -
Lachnospiraceae_Cellulosilyticum                 -          LKAP.g-Gut1_E11_087.seq -              128    1007      60     956      39     968    1547    +    3.6e-183  609.1  11.9  -
Rhodospirillaceae_Nitrospirillum                 -          LKAP.g-Gut1_E11_087.seq -               86     962      60     955      40     969    1471    +    3.9e-183  609.3  12.4  -
Rhodobacteraceae_Tropicibacter                   -          LKAP.g-Gut1_E11_087.seq -                4     929       6     994       4    1011    1404    +      4e-183  609.2  11.0  -
Brucellaceae_Paenochrobactrum                    -          LKAP.g-Gut1_E11_087.seq -               26     888      59     958      39     978    1348    +    4.1e-183  609.1  12.3  -
Rhodobacteraceae_Confluentimicrobium             -          LKAP.g-Gut1_E11_087.seq -               73     934      58     956      37     976    1455    +    4.9e-183  608.9  11.9  -
Desulfohalobiaceae_Desulfonauticus               -          LKAP.g-Gut1_E11_087.seq -               47    1072       6    1009       3    1011    1567    +    5.3e-183  608.7  12.1  -
Gammaproteobacteria_Thiolapillus                 -          LKAP.g-Gut1_E11_087.seq -               28    1010      17    1002       3    1011    1363    +    8.6e-183  608.0  11.7  -
Brucellaceae_Pseudochrobactrum                   -          LKAP.g-Gut1_E11_087.seq -               52     912      60     957      40     978    1400    +    8.9e-183  608.2  11.9  -
Aurantimonadaceae_Fulvimarina                    -          LKAP.g-Gut1_E11_087.seq -               74     940      57     960      36     982    1453    +    9.8e-183  608.0  12.5  -
Halothiobacillaceae_Thiovirga                    -          LKAP.g-Gut1_E11_087.seq -               38     996      32     996      11    1011    1466    +    1.2e-182  607.1  12.0  -
Ectothiorhodospiraceae_Acidihalobacter           -          LKAP.g-Gut1_E11_087.seq -               18     988      33    1008      13    1011    1599    +    1.4e-182  607.1  11.8  -
Pasteurellaceae_Histophilus                      -          LKAP.g-Gut1_E11_087.seq -                7     962      51    1006      45    1011    1361    +    1.4e-182  607.3  11.9  -
Ectothiorhodospiraceae_Alkalispirillum           -          LKAP.g-Gut1_E11_087.seq -               61    1018      49    1003      21    1011    1464    +    1.5e-182  607.2  11.4  -
Clostridiaceae_Alkaliphilus                      -          LKAP.g-Gut1_E11_087.seq -               28     960       7     955       3     975    1465    +    1.5e-182  606.8  13.4  -
Beijerinckiaceae_Rhodoblastus                    -          LKAP.g-Gut1_E11_087.seq -               75     941      60     963      40     992    1477    +    1.5e-182  607.1  11.0  -
Bradyrhizobiaceae_Bradyrhizobium                 -          LKAP.g-Gut1_E11_087.seq -               47     913      60     963      40     988    1411    +    1.7e-182  607.0  11.8  -
Arenicellaceae_Perspicuibacter                   -          LKAP.g-Gut1_E11_087.seq -                5     945      36     991      33    1011    1365    +      2e-182  606.6  11.4  -
Microbacteriaceae_Leifsonia                      -          LKAP.g-Gut1_E11_087.seq -               79     979      58     970      34     993    1477    +    2.6e-182  606.4  12.4  -
Bradyrhizobiaceae_Bosea                          -          LKAP.g-Gut1_E11_087.seq -               70     931      58     956      38     977    1455    +    2.7e-182  606.5  11.8  -
Lachnospiraceae_Pseudobutyrivibrio               -          LKAP.g-Gut1_E11_087.seq -               17     949       6     954       2     974    1462    +    2.8e-182  606.1  12.3  -
Coxiellaceae_Coxiella                            -          LKAP.g-Gut1_E11_087.seq -               64    1017      51    1003      27    1011    1465    +    2.9e-182  606.2  11.9  -
Thiotrichaceae_Cocleimonas                       -          LKAP.g-Gut1_E11_087.seq -               39    1031      11    1009       3    1011    1512    +    3.4e-182  605.9  11.9  -
Hyphomonadaceae_Henriciella                      -          LKAP.g-Gut1_E11_087.seq -               48     905      60     954      40     972    1390    +    3.4e-182  606.4  11.8  -
Rhodobacteraceae_Roseivivax                      -          LKAP.g-Gut1_E11_087.seq -               44     943      39     976      19     998    1405    +    3.6e-182  606.1  11.5  -
Aurantimonadaceae_Martelella                     -          LKAP.g-Gut1_E11_087.seq -               72     959      58     984      37    1003    1443    +    3.9e-182  606.2  11.2  -
Piscirickettsiaceae_Galenea                      -          LKAP.g-Gut1_E11_087.seq -               40    1033      11    1005       3    1011    1449    +    5.6e-182  605.2  12.0  -
Solirubrobacteraceae_Solirubrobacter             -          LKAP.g-Gut1_E11_087.seq -               15     975      14     969       4     990    1443    +    6.8e-182  604.9  12.4  -
Rhodobacteraceae_Silicibacter                    -          LKAP.g-Gut1_E11_087.seq -               56     958       8     972       3     992    1463    +    7.3e-182  605.0  11.6  -
Moraxellaceae_Faucicola                          -          LKAP.g-Gut1_E11_087.seq -               15    1000       6    1009       2    1011    1430    +    8.4e-182  604.6  11.6  -
Rhodobacteraceae_Shimia                          -          LKAP.g-Gut1_E11_087.seq -               29     929       8     970       3     991    1394    +    8.6e-182  604.9  11.6  -
Syntrophomonadaceae_Thermosyntropha              -          LKAP.g-Gut1_E11_087.seq -               79    1053      35     990      15    1005    1546    +    9.2e-182  604.6  12.4  -
Lachnospiraceae_Butyrivibrio                     -          LKAP.g-Gut1_E11_087.seq -               46    1042       6    1003       3    1010    1518    +      1e-181  604.4  12.7  -
Microbacteriaceae_Agrococcus                     -          LKAP.g-Gut1_E11_087.seq -               45     985      12     976       3     998    1468    +    1.3e-181  604.1  12.3  -
Lachnospiraceae_Anaerostipes                     -          LKAP.g-Gut1_E11_087.seq -               30     964       9     954       3     975    1436    +    1.4e-181  604.1  13.4  -
Clostridiaceae_Natronincola                      -          LKAP.g-Gut1_E11_087.seq -               44     972       6     954       3     974    1489    +    1.5e-181  603.6  13.4  -
Bacillaceae_Lysinibacillus                       -          LKAP.g-Gut1_E11_087.seq -               27     987       5     959       1     985    1476    +    1.5e-181  603.7  12.5  -
Planococcaceae_Ureibacillus                      -          LKAP.g-Gut1_E11_087.seq -               34    1002       6     968       3     989    1497    +      2e-181  603.4  12.3  -
Cystobacteraceae_Cystobacter                     -          LKAP.g-Gut1_E11_087.seq -               59     990      56     965      36     986    1491    +    2.2e-181  603.3  12.5  -
Desulfobacteraceae_Desulfatiglans                -          LKAP.g-Gut1_E11_087.seq -               45    1001      16     954       3     974    1527    +    2.4e-181  603.1  12.8  -
Methylobacteriaceae_Microvirga                   -          LKAP.g-Gut1_E11_087.seq -               60     926      56     959      14     980    1437    +    2.5e-181  603.4  11.8  -
Helicobacteraceae_Sulfurovum                     -          LKAP.g-Gut1_E11_087.seq -               44     973      59    1009      30    1011    1378    +      3e-181  603.0  11.3  -
Moraxellaceae_Enhydrobacter                      -          LKAP.g-Gut1_E11_087.seq -               68    1015      58    1008      34    1011    1484    +    3.3e-181  602.7  11.5  -
Bradyrhizobiaceae_Salinarimonas                  -          LKAP.g-Gut1_E11_087.seq -               59     936      34     961      13     992    1438    +    3.3e-181  602.9  11.8  -
Desulfohalobiaceae_Desulfonatronospira           -          LKAP.g-Gut1_E11_087.seq -              293    1107     173     989     153    1006    1528    +    3.3e-181  602.6   9.2  -
Acetobacteraceae_Roseococcus                     -          LKAP.g-Gut1_E11_087.seq -               46     939      60     988      51    1008    1383    +    3.4e-181  603.0  11.6  -
Sphingomonadaceae_Zymomonas                      -          LKAP.g-Gut1_E11_087.seq -               77     936      60     955      40     976    1452    +    3.6e-181  602.8  11.6  -
Sulfuricellaceae_Sulfurirhabdus                  -          LKAP.g-Gut1_E11_087.seq -               58    1022      40     998      18    1011    1433    +    3.7e-181  602.5  12.0  -
Parviterribacteraceae_Parviterribacter           -          LKAP.g-Gut1_E11_087.seq -               33     970      16     962       4     983    1456    +    4.1e-181  602.4  12.4  -
Hyphomicrobiaceae_Angulomicrobium                -          LKAP.g-Gut1_E11_087.seq -               53     914      59     957      39     977    1409    +    4.2e-181  602.6  11.7  -
Rhodobacteraceae_Tateyamaria                     -          LKAP.g-Gut1_E11_087.seq -               49     938       7     960       3     979    1386    +    5.9e-181  602.0  12.1  -
Xanthobacteraceae_Ancylobacter                   -          LKAP.g-Gut1_E11_087.seq -               45     951      59    1003      48    1010    1394    +      6e-181  602.3  11.5  -
Brevibacteriaceae_Brevibacterium                 -          LKAP.g-Gut1_E11_087.seq -               74     993      52     980      23    1000    1485    +      6e-181  601.7  11.8  -
Rhizobiaceae_Neorhizobium                        -          LKAP.g-Gut1_E11_087.seq -               61     922      57     955      37     976    1459    +    6.6e-181  602.1  12.4  -
Cystobacteraceae_Melittangium                    -          LKAP.g-Gut1_E11_087.seq -               78    1009      56     965      36     986    1522    +    7.3e-181  601.5  12.3  -
Bacillaceae_Virgibacillus                        -          LKAP.g-Gut1_E11_087.seq -               27    1013       6     971       3     992    1519    +    8.3e-181  601.6  12.7  -
Bacillaceae_Oceanobacillus                       -          LKAP.g-Gut1_E11_087.seq -               30    1015       8     975       2     996    1508    +    9.9e-181  601.2  12.4  -
Bradyrhizobiaceae_Nitrobacter                    -          LKAP.g-Gut1_E11_087.seq -               71     932      60     958      42     976    1466    +      1e-180  601.1  12.0  -
Kangiellaceae_Pleionea                           -          LKAP.g-Gut1_E11_087.seq -               76    1036      50    1005      28    1011    1485    +    1.2e-180  600.5  11.5  -
Rhodobacteraceae_Celeribacter                    -          LKAP.g-Gut1_E11_087.seq -               46     932       8     957       3     978    1428    +    1.4e-180  600.9  12.2  -
Bacillaceae_Gracilibacillus                      -          LKAP.g-Gut1_E11_087.seq -               35    1014      11     972       2     993    1511    +    1.4e-180  600.7  12.7  -
Rhodobacteraceae_Tropicimonas                    -          LKAP.g-Gut1_E11_087.seq -               28     917       7     958       3     978    1390    +    1.5e-180  600.8  11.6  -
Clostridiales_Vallitalea                         -          LKAP.g-Gut1_E11_087.seq -               46     974       6     953       3     969    1480    +    1.9e-180  600.2  13.6  -
Bacillaceae_Geobacillus                          -          LKAP.g-Gut1_E11_087.seq -               41    1017       6     975       3     993    1527    +    1.9e-180  600.3  12.6  -
Polyangiaceae_Chondromyces                       -          LKAP.g-Gut1_E11_087.seq -               73    1031      58     995      37    1006    1534    +      2e-180  600.2  12.4  -
Staphylococcaceae_Nosocomiicoccus                -          LKAP.g-Gut1_E11_087.seq -               48    1017       6     960       3     986    1546    +    2.2e-180  599.9  12.4  -
Myxococcaceae_Corallococcus                      -          LKAP.g-Gut1_E11_087.seq -               75     999      56     957      36     978    1519    +    2.7e-180  599.7  12.4  -
Intrasporangiaceae_Tetrasphaera                  -          LKAP.g-Gut1_E11_087.seq -               71     975      57     973      26     994    1448    +    2.7e-180  599.8  12.1  -
Thermoanaerobacteraceae_Moorella                 -          LKAP.g-Gut1_E11_087.seq -               89     998      60     964      14     985    1493    +    2.7e-180  599.8  12.0  -
Algiphilaceae_Algiphilus                         -          LKAP.g-Gut1_E11_087.seq -               50    1033       9    1004       3    1011    1501    +    3.1e-180  599.2  12.0  -
Pasteurellaceae_Necropsobacter                   -          LKAP.g-Gut1_E11_087.seq -               32     977      58    1009      38    1011    1272    +    3.2e-180  599.5  11.8  -
Lachnospiraceae_Coprococcus                      -          LKAP.g-Gut1_E11_087.seq -               28     954       7     961       3     983    1440    +    4.7e-180  599.1  12.7  -
Chromatiaceae_Thioflavicoccus                    -          LKAP.g-Gut1_E11_087.seq -               56     973      51     962      27     991    1469    +    5.1e-180  598.8  12.2  -
Bacillaceae_Salsuginibacillus                    -          LKAP.g-Gut1_E11_087.seq -               51    1023       6     956       2     976    1505    +    5.6e-180  598.7  12.5  -
Bacillaceae_Lentibacillus                        -          LKAP.g-Gut1_E11_087.seq -               19     985       8     953       3     973    1470    +      7e-180  598.6  13.1  -
Veillonellaceae_Dialister                        -          LKAP.g-Gut1_E11_087.seq -               28    1031       9     994       3    1007    1502    +      7e-180  598.3  12.2  -
Rhodobacteraceae_Citreicella                     -          LKAP.g-Gut1_E11_087.seq -               33     918      11     961       3     983    1384    +    8.4e-180  598.1  11.8  -
Lysobacteraceae_Mizugakiibacter                  -          LKAP.g-Gut1_E11_087.seq -               62    1023      52    1010      30    1011    1463    +    8.8e-180  597.9  11.7  -
Paenibacillaceae_Cohnella                        -          LKAP.g-Gut1_E11_087.seq -               32    1005       7     975       3     997    1482    +      9e-180  598.2  12.8  -
Desulfobacteraceae_Desulfobotulus                -          LKAP.g-Gut1_E11_087.seq -               28    1033      14    1004       4    1011    1506    +    9.2e-180  598.0  11.6  -
Streptomycetaceae_Streptacidiphilus              -          LKAP.g-Gut1_E11_087.seq -               60     961      56     967      12     987    1445    +    1.2e-179  597.8  12.8  -
Lysobacteraceae_Chiayiivirga                     -          LKAP.g-Gut1_E11_087.seq -               79    1029      52    1000      31    1011    1522    +    1.7e-179  597.1  11.9  -
Nakamurellaceae_Nakamurella                      -          LKAP.g-Gut1_E11_087.seq -               30     966       9     972       3     992    1462    +    1.8e-179  597.0  12.5  -
Peptococcaceae_Desulfitobacterium                -          LKAP.g-Gut1_E11_087.seq -               33    1052      11    1001       3    1009    1521    +    1.9e-179  596.5  11.9  -
Peptococcaceae_Desulfitispora                    -          LKAP.g-Gut1_E11_087.seq -               16     963      34     959      22     980    1479    +    1.9e-179  596.8  12.2  -
Rhodobacteraceae_Marivita                        -          LKAP.g-Gut1_E11_087.seq -               28     954       7     996       3    1011    1386    +    2.3e-179  596.8  11.5  -
