# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_A10_080_2018_2 -               31     959      15     942       4     942    1526    +           0 1179.3  33.8  -
Erwiniaceae_Erwinia                              -          LKAP-TSAKG2_A10_080_2018_2 -               24     927      19     942       6     942    1495    +    6.5e-191  634.9  31.6  -
Lysobacteraceae_Vulcaniibacterium                -          LKAP-TSAKG2_A10_080_2018_2 -               51     955      19     942       7     942    1549    +    6.6e-191  634.7  32.0  -
Clostridiales_Anaerococcus                       -          LKAP-TSAKG2_A10_080_2018_2 -                3     888      19     942      18     942    1410    +    7.1e-191  634.8  31.9  -
Sphingomonadaceae_Polymorphobacter               -          LKAP-TSAKG2_A10_080_2018_2 -               21     869      18     942       4     942    1431    +    7.7e-191  634.9  28.6  -
Atopobacteriaceae_Olsenella                      -          LKAP-TSAKG2_A10_080_2018_2 -               23     903      18     942       5     942    1449    +    8.9e-191  634.7  31.8  -
Thiotrichaceae_Leucothrix                        -          LKAP-TSAKG2_A10_080_2018_2 -               63     918      78     942      57     942    1445    +    9.7e-191  633.9  29.9  -
Nevskiaceae_Steroidobacter                       -          LKAP-TSAKG2_A10_080_2018_2 -               24     930      15     942       5     942    1500    +      1e-190  634.3  31.5  -
Methylophilaceae_Methylobacillus                 -          LKAP-TSAKG2_A10_080_2018_2 -                7     908      19     942      14     942    1416    +    1.1e-190  634.3  30.9  -
Chelatococcaceae_Chelatococcus                   -          LKAP-TSAKG2_A10_080_2018_2 -               23     869      18     942       5     942    1430    +    1.2e-190  634.1  29.3  -
Oxalobacteraceae_Massilia                        -          LKAP-TSAKG2_A10_080_2018_2 -                9     911      15     942       6     942    1438    +    1.2e-190  633.9  32.2  -
Halomonadaceae_Halomonas                         -          LKAP-TSAKG2_A10_080_2018_2 -               22     926      17     942       4     942    1463    +    1.3e-190  633.7  32.1  -
Ectothiorhodospiraceae_Aquisalimonas             -          LKAP-TSAKG2_A10_080_2018_2 -               45     944      19     942       7     942    1464    +    1.4e-190  633.8  31.8  -
Methylocystaceae_Methylopila                     -          LKAP-TSAKG2_A10_080_2018_2 -               44     887      19     942       6     942    1425    +    1.6e-190  633.6  29.6  -
Wenzhouxiangellaceae_Wenzhouxiangella            -          LKAP-TSAKG2_A10_080_2018_2 -               71     932      77     942      57     942    1472    +    1.9e-190  633.1  30.0  -
Cellvibrionaceae_Umboniibacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               36     930      19     942       7     942    1507    +    1.9e-190  633.4  31.7  -
Streptosporangiaceae_Microtetraspora             -          LKAP-TSAKG2_A10_080_2018_2 -                1     866      25     940      25     942    1415    +      2e-190  633.0  30.2  -
Desulfobacteraceae_Desulfosarcina                -          LKAP-TSAKG2_A10_080_2018_2 -               27     955      14     942       5     942    1515    +    2.2e-190  633.0  31.5  -
Hyphomonadaceae_Algimonas                        -          LKAP-TSAKG2_A10_080_2018_2 -               40     853      80     942      60     942    1351    +    2.2e-190  633.4  28.6  -
Actinomycetaceae_Actinotignum                    -          LKAP-TSAKG2_A10_080_2018_2 -                8     916      12     941       6     942    1488    +    2.4e-190  633.1  31.6  -
Hyphomicrobiaceae_Maritalea                      -          LKAP-TSAKG2_A10_080_2018_2 -                2     847      19     942      18     942    1356    +    2.5e-190  633.1  28.9  -
Rhodobacteraceae_Roseivivax                      -          LKAP-TSAKG2_A10_080_2018_2 -               32     877      19     942       6     942    1405    +    2.5e-190  633.1  29.1  -
Bradyrhizobiaceae_Bosea                          -          LKAP-TSAKG2_A10_080_2018_2 -               40     885      19     942       7     942    1455    +    2.6e-190  632.9  29.1  -
Acidobacteriaceae_Granulicella                   -          LKAP-TSAKG2_A10_080_2018_2 -               40     905      17     942       5     942    1455    +    2.8e-190  632.7  31.0  -
Bacillaceae_Hydrogenibacillus                    -          LKAP-TSAKG2_A10_080_2018_2 -               29     940      12     941       3     942    1515    +    3.3e-190  632.5  33.8  -
Spongiibacteraceae_Zhongshania                   -          LKAP-TSAKG2_A10_080_2018_2 -               44     941      19     942       5     942    1501    +    3.3e-190  632.3  30.9  -
Acidobacteriaceae_Terriglobus                    -          LKAP-TSAKG2_A10_080_2018_2 -               27     893      16     942       5     942    1449    +    3.3e-190  632.4  30.3  -
Phyllobacteriaceae_Pseudaminobacter              -          LKAP-TSAKG2_A10_080_2018_2 -               24     867      19     942       7     942    1406    +    3.5e-190  632.6  29.8  -
Kangiellaceae_Kangiella                          -          LKAP-TSAKG2_A10_080_2018_2 -               32     938      19     942       6     942    1478    +      4e-190  632.1  31.3  -
Microbacteriaceae_Rhodoglobus                    -          LKAP-TSAKG2_A10_080_2018_2 -               51     949      17     941       3     942    1515    +    4.7e-190  632.0  31.2  -
Thermoactinomycetaceae_Thermoflavimicrobium      -          LKAP-TSAKG2_A10_080_2018_2 -               18     902      13     941       3     942    1475    +    4.8e-190  632.0  31.3  -
Rhodocyclaceae_Propionivibrio                    -          LKAP-TSAKG2_A10_080_2018_2 -               31     932      18     942       6     942    1496    +      5e-190  632.0  31.5  -
Acidithiobacillaceae_Acidithiobacillus           -          LKAP-TSAKG2_A10_080_2018_2 -               23     918      19     942       6     942    1457    +    5.2e-190  631.7  31.7  -
Carnobacteriaceae_Allofustis                     -          LKAP-TSAKG2_A10_080_2018_2 -               22     932      17     941       4     942    1500    +    5.7e-190  631.3  32.4  -
Thermaceae_Meiothermus                           -          LKAP-TSAKG2_A10_080_2018_2 -               44     900      19     942       6     942    1482    +    6.1e-190  631.5  28.8  -
Xanthobacteraceae_Pseudoxanthobacter             -          LKAP-TSAKG2_A10_080_2018_2 -               47     892      19     942       7     942    1456    +    6.3e-190  631.6  29.2  -
Propionibacteriaceae_Acidipropionibacterium      -          LKAP-TSAKG2_A10_080_2018_2 -               34     933      13     941       3     942    1455    +    6.3e-190  631.6  31.8  -
Alteromonadaceae_Aestuariibacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               23     919      18     942       5     942    1455    +    6.8e-190  631.4  31.0  -
Morganellaceae_Photorhabdus                      -          LKAP-TSAKG2_A10_080_2018_2 -               24     931      17     942       4     942    1478    +    6.9e-190  631.8  31.2  -
Oceanospirillaceae_Amphritea                     -          LKAP-TSAKG2_A10_080_2018_2 -               24     925      19     942       7     942    1463    +    7.1e-190  631.3  31.7  -
Propionibacteriaceae_Naumannella                 -          LKAP-TSAKG2_A10_080_2018_2 -               35     924      12     942       5     942    1511    +    7.2e-190  631.3  30.0  -
Desulfurobacteriaceae_Desulfurobacterium         -          LKAP-TSAKG2_A10_080_2018_2 -               23     950      18     942       5     942    1502    +    9.6e-190  631.3  32.9  -
Lachnospiraceae_Lachnoanaerobaculum              -          LKAP-TSAKG2_A10_080_2018_2 -               32     934      12     942       5     942    1490    +    1.1e-189  630.0  32.2  -
Thermoanaerobacterales_Thermovenabulum           -          LKAP-TSAKG2_A10_080_2018_2 -               38     928      15     942       5     942    1424    +    1.1e-189  630.9  33.0  -
Oceanospirillaceae_Marinospirillum               -          LKAP-TSAKG2_A10_080_2018_2 -               24     919      19     942       7     942    1451    +    1.9e-189  630.0  31.6  -
Halieaceae_Haliea                                -          LKAP-TSAKG2_A10_080_2018_2 -               44     941      19     942       7     942    1500    +    2.8e-189  629.4  31.8  -
Morganellaceae_Xenorhabdus                       -          LKAP-TSAKG2_A10_080_2018_2 -               26     929      19     942       7     942    1493    +      3e-189  629.4  31.3  -
Desulfurobacteriaceae_Thermovibrio               -          LKAP-TSAKG2_A10_080_2018_2 -               23     950      18     942       6     942    1498    +      3e-189  629.8  33.3  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_A10_080_2018_2 -               15     909      18     942       6     942    1446    +    3.1e-189  629.3  31.2  -
Rhodobacteraceae_Octadecabacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               24     871      19     942       6     942    1389    +    3.3e-189  629.3  29.3  -
Thermodesulfobiaceae_Thermodesulfobium           -          LKAP-TSAKG2_A10_080_2018_2 -               67     948      15     942       5     942    1545    +    4.5e-189  628.6  29.1  -
Bacillaceae_Natribacillus                        -          LKAP-TSAKG2_A10_080_2018_2 -              148    1013      80     941      60     942    1557    +    4.5e-189  628.7  30.0  -
Rhodobacteraceae_Thalassobius                    -          LKAP-TSAKG2_A10_080_2018_2 -               24     869      19     942       7     942    1389    +    6.4e-189  628.4  29.0  -
Dictyoglomaceae_Dictyoglomus                     -          LKAP-TSAKG2_A10_080_2018_2 -               46     947      19     941       5     942    1541    +    6.9e-189  628.1  31.8  -
Gammaproteobacteria_Alkalimonas                  -          LKAP-TSAKG2_A10_080_2018_2 -               42     943      19     942       6     942    1502    +      7e-189  628.0  32.3  -
Desulfohalobiaceae_Desulfonauticus               -          LKAP-TSAKG2_A10_080_2018_2 -               38     972      15     942       5     942    1567    +      8e-189  627.9  33.0  -
Rhodobacteraceae_Celeribacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               41     885      19     942       6     942    1428    +    8.8e-189  627.9  29.4  -
Eggerthellaceae_Enterorhabdus                    -          LKAP-TSAKG2_A10_080_2018_2 -               26     907      14     942       5     942    1452    +    9.6e-189  627.8  31.7  -
Rhodobacteraceae_Labrenzia                       -          LKAP-TSAKG2_A10_080_2018_2 -               43     889      18     942       4     942    1447    +    1.1e-188  627.7  28.2  -
Burkholderiaceae_Burkholderia                    -          LKAP-TSAKG2_A10_080_2018_2 -               29     929      17     942       5     942    1502    +    1.1e-188  627.4  32.6  -
Cellulomonadaceae_Oerskovia                      -          LKAP-TSAKG2_A10_080_2018_2 -               25     915      12     941       4     942    1488    +    1.1e-188  627.4  31.0  -
Rhodobacteraceae_Falsirhodobacter                -          LKAP-TSAKG2_A10_080_2018_2 -               16     862      17     942       4     942    1387    +    1.2e-188  627.5  29.6  -
Phyllobacteriaceae_Nitratireductor               -          LKAP-TSAKG2_A10_080_2018_2 -               41     886      19     942       6     942    1426    +    1.2e-188  627.5  29.8  -
Fusobacteriaceae_Fusobacterium                   -          LKAP-TSAKG2_A10_080_2018_2 -               40     905      19     942      10     942    1443    +    1.4e-188  627.0  29.3  -
Rhizobiaceae_Pararhizobium                       -          LKAP-TSAKG2_A10_080_2018_2 -               43     887      18     942       5     942    1477    +    1.4e-188  627.1  30.1  -
Actinomycetaceae_Actinobaculum                   -          LKAP-TSAKG2_A10_080_2018_2 -                5     914      14     941       9     942    1506    +    1.5e-188  627.0  31.4  -
Rhodanobacteraceae_Luteibacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               27     934      18     942       4     942    1457    +    1.5e-188  627.0  30.9  -
Lysobacteraceae_Pseudoxanthomonas                -          LKAP-TSAKG2_A10_080_2018_2 -               25     933      17     942       4     942    1484    +    1.7e-188  626.8  32.0  -
Cystobacteraceae_Stigmatella                     -          LKAP-TSAKG2_A10_080_2018_2 -               18     935      15     942       5     942    1502    +    1.7e-188  626.7  31.5  -
Burkholderiaceae_Paraburkholderia                -          LKAP-TSAKG2_A10_080_2018_2 -               22     920      17     942       4     942    1472    +    1.8e-188  626.9  32.3  -
Oscillospiraceae_Oscillibacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               16     918      13     942       3     942    1453    +    1.9e-188  626.3  31.6  -
Propionibacteriaceae_Luteococcus                 -          LKAP-TSAKG2_A10_080_2018_2 -               18     900      13     941       3     942    1439    +    1.9e-188  626.6  30.9  -
Lysobacteraceae_Ignatzschineria                  -          LKAP-TSAKG2_A10_080_2018_2 -               40     944      18     942       6     942    1541    +    2.1e-188  626.4  31.4  -
Methylocystaceae_Hansschlegelia                  -          LKAP-TSAKG2_A10_080_2018_2 -               44     890      19     942       6     942    1450    +    2.2e-188  626.5  29.6  -
Acetobacteraceae_Asaia                           -          LKAP-TSAKG2_A10_080_2018_2 -               24     872      19     942       6     942    1411    +    2.5e-188  626.6  28.9  -
Chromatiaceae_Halochromatium                     -          LKAP-TSAKG2_A10_080_2018_2 -               24     915      19     942       7     942    1451    +    2.8e-188  626.3  32.2  -
Methylocystaceae_Methylosinus                    -          LKAP-TSAKG2_A10_080_2018_2 -               24     871      19     942       7     942    1410    +      3e-188  626.2  29.4  -
Rhodobacteraceae_Haematobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               38     883      19     942       7     942    1414    +      3e-188  626.2  29.8  -
Sphingomonadaceae_Rhizorhabdus                   -          LKAP-TSAKG2_A10_080_2018_2 -               44     890      19     942       7     942    1453    +    3.1e-188  626.2  28.5  -
Phyllobacteriaceae_Aminobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               32     875      19     942       7     942    1453    +    3.8e-188  625.8  30.0  -
Vibrionaceae_Photobacterium                      -          LKAP-TSAKG2_A10_080_2018_2 -               23     937      18     942       5     942    1487    +      4e-188  625.4  32.6  -
Oceanospirillaceae_Marinomonas                   -          LKAP-TSAKG2_A10_080_2018_2 -               23     927      18     942       5     942    1467    +    4.1e-188  625.3  31.4  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-TSAKG2_A10_080_2018_2 -               24     867      19     942       6     942    1430    +    4.2e-188  625.8  29.7  -
Enterobacteriaceae_Salmonella                    -          LKAP-TSAKG2_A10_080_2018_2 -               19     923      18     942       5     942    1457    +    4.2e-188  625.6  31.2  -
Kordiimonadaceae_Kordiimonas                     -          LKAP-TSAKG2_A10_080_2018_2 -               24     880      19     942       7     942    1421    +    4.5e-188  625.7  30.1  -
Syntrophobacteraceae_Desulfosoma                 -          LKAP-TSAKG2_A10_080_2018_2 -               31     948      18     942       5     942    1479    +    4.6e-188  625.6  33.6  -
Hyphomicrobiaceae_Filomicrobium                  -          LKAP-TSAKG2_A10_080_2018_2 -               44     889      19     942       7     942    1448    +    4.8e-188  625.3  29.4  -
Rhodobacteraceae_Ruegeria                        -          LKAP-TSAKG2_A10_080_2018_2 -               24     869      19     942       7     942    1386    +    5.1e-188  625.4  29.1  -
Xanthobacteraceae_Xanthobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               17     861      19     942       5     942    1413    +    5.2e-188  625.4  29.2  -
Beijerinckiaceae_Methylocapsa                    -          LKAP-TSAKG2_A10_080_2018_2 -               41     886      19     942       7     942    1419    +    5.2e-188  625.2  29.4  -
Alteromonadaceae_Marinobacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               24     925      19     942       6     942    1478    +    5.5e-188  625.0  31.8  -
Rubricoccaceae_Rubrivirga                        -          LKAP-TSAKG2_A10_080_2018_2 -               35     933      18     942       3     942    1465    +    5.9e-188  625.1  31.5  -
Aurantimonadaceae_Martelella                     -          LKAP-TSAKG2_A10_080_2018_2 -               43     887      18     942       4     942    1443    +      6e-188  625.4  28.7  -
Oceanospirillaceae_Oceanospirillum               -          LKAP-TSAKG2_A10_080_2018_2 -               24     926      19     942       7     942    1462    +    6.6e-188  624.9  31.2  -
Jonesiaceae_Jonesia                              -          LKAP-TSAKG2_A10_080_2018_2 -               37     948      12     941       5     942    1541    +    6.9e-188  624.9  31.2  -
Rhodobacteraceae_Tateyamaria                     -          LKAP-TSAKG2_A10_080_2018_2 -               45     888      19     942       7     942    1386    +      8e-188  624.6  29.2  -
Chromatiaceae_Thiocapsa                          -          LKAP-TSAKG2_A10_080_2018_2 -               40     929      19     942       7     942    1459    +    8.5e-188  624.8  32.3  -
Mycobacteriaceae_Hoyosella                       -          LKAP-TSAKG2_A10_080_2018_2 -               35     924      12     942       5     942    1483    +    8.9e-188  624.4  31.3  -
Acetobacteraceae_Gluconobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               24     872      19     942       6     942    1411    +    9.2e-188  624.8  29.0  -
Aurantimonadaceae_Fulvimarina                    -          LKAP-TSAKG2_A10_080_2018_2 -               45     890      19     942       7     942    1453    +      1e-187  624.4  29.9  -
Acetobacteraceae_Stella                          -          LKAP-TSAKG2_A10_080_2018_2 -               24     872      19     942       7     942    1447    +    1.1e-187  624.5  29.8  -
Rhodospirillaceae_Nisaea                         -          LKAP-TSAKG2_A10_080_2018_2 -               45     901      19     942       7     942    1385    +    1.3e-187  623.9  30.0  -
Chlorobiaceae_Chlorobium                         -          LKAP-TSAKG2_A10_080_2018_2 -               42     928      17     942       3     942    1465    +    1.3e-187  623.9  31.2  -
Rhizobiaceae_Agrobacterium                       -          LKAP-TSAKG2_A10_080_2018_2 -               24     867      19     942       5     942    1400    +    1.4e-187  624.0  29.7  -
Rhodobacteraceae_Roseovarius                     -          LKAP-TSAKG2_A10_080_2018_2 -               26     871      19     942       6     942    1415    +    1.4e-187  623.8  29.4  -
Ruminococcaceae_Agathobaculum                    -          LKAP-TSAKG2_A10_080_2018_2 -                3     840      80     942      78     942    1383    +    1.6e-187  623.8  27.6  -
Paenibacillaceae_Gorillibacterium                -          LKAP-TSAKG2_A10_080_2018_2 -               37     949      12     941       3     942    1529    +    1.6e-187  623.5  32.0  -
Acidobacteriaceae_Acidipila                      -          LKAP-TSAKG2_A10_080_2018_2 -               38     905      15     942       5     942    1461    +    1.6e-187  623.6  30.7  -
Rhodocyclaceae_Azospira                          -          LKAP-TSAKG2_A10_080_2018_2 -               12     914      17     942       7     942    1484    +    1.8e-187  623.4  31.7  -
Cellvibrionaceae_Pseudomaricurvus                -          LKAP-TSAKG2_A10_080_2018_2 -               24     918      19     942       6     942    1490    +    2.2e-187  623.0  30.9  -
Hahellaceae_Zooshikella                          -          LKAP-TSAKG2_A10_080_2018_2 -               20     924      16     942       3     942    1483    +    2.2e-187  623.1  31.4  -
Alteromonadaceae_Paraglaciecola                  -          LKAP-TSAKG2_A10_080_2018_2 -               34     929      19     942       6     942    1495    +    2.2e-187  622.8  31.2  -
Rhodobacteraceae_Palleronia                      -          LKAP-TSAKG2_A10_080_2018_2 -                6     849      19     942      15     942    1367    +    2.5e-187  623.2  28.7  -
Bacillales_Thermicanus                           -          LKAP-TSAKG2_A10_080_2018_2 -               31     941      16     941       3     942    1426    +    2.7e-187  622.6  31.8  -
Enterobacteriaceae_Citrobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               39     942      19     942       6     942    1517    +    3.5e-187  622.4  31.2  -
Synergistaceae_Dethiosulfovibrio                 -          LKAP-TSAKG2_A10_080_2018_2 -               24     910      13     942       3     942    1470    +    4.3e-187  622.3  32.7  -
Erwiniaceae_Pantoea                              -          LKAP-TSAKG2_A10_080_2018_2 -                8     864      77     942      68     942    1416    +    5.1e-187  621.9  29.6  -
Thermoanaerobacterales_Thermosediminibacter      -          LKAP-TSAKG2_A10_080_2018_2 -               48     880      80     942      59     942    1404    +    5.8e-187  622.0  29.5  -
Alphaproteobacteria_Rhizomicrobium               -          LKAP-TSAKG2_A10_080_2018_2 -               33     880      19     942       7     942    1423    +    5.9e-187  622.0  29.3  -
Rhodobacteraceae_Aliiroseovarius                 -          LKAP-TSAKG2_A10_080_2018_2 -               24     871      19     942       7     942    1395    +    6.2e-187  621.8  29.1  -
Gammaproteobacteria_Sedimenticola                -          LKAP-TSAKG2_A10_080_2018_2 -               36     946      17     942       3     942    1540    +    6.3e-187  621.5  31.7  -
Acidobacteriaceae_Edaphobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               25     893      14     942       3     942    1449    +    7.2e-187  621.3  29.9  -
Hyphomonadaceae_Oceanicaulis                     -          LKAP-TSAKG2_A10_080_2018_2 -               20     865      19     942       7     942    1424    +    8.1e-187  621.4  28.9  -
Ferrimonadaceae_Ferrimonas                       -          LKAP-TSAKG2_A10_080_2018_2 -               23     937      18     942       5     942    1475    +    8.1e-187  621.0  32.8  -
Oceanospirillaceae_Thalassolituus                -          LKAP-TSAKG2_A10_080_2018_2 -               31     932      19     942       4     942    1476    +    8.1e-187  621.1  31.5  -
Rhodocyclaceae_Rhodocyclus                       -          LKAP-TSAKG2_A10_080_2018_2 -               23     922      18     942       6     942    1460    +    9.2e-187  621.1  32.2  -
Rhodobacteraceae_Marivita                        -          LKAP-TSAKG2_A10_080_2018_2 -               24     869      19     942       7     942    1386    +    9.2e-187  621.2  29.7  -
Acidobacteriaceae_Acidobacterium                 -          LKAP-TSAKG2_A10_080_2018_2 -               21     887      14     942       3     942    1424    +    9.2e-187  621.0  30.4  -
Halomonadaceae_Chromohalobacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               24     925      19     942       7     942    1480    +    9.9e-187  621.0  31.8  -
Rhodobacteraceae_Shimia                          -          LKAP-TSAKG2_A10_080_2018_2 -               24     869      19     942       7     942    1394    +      1e-186  621.1  29.1  -
Salinibacteraceae_Salinibacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               49     947      19     942       7     942    1500    +    1.1e-186  620.8  31.8  -
Acetobacteraceae_Tanticharoenia                  -          LKAP-TSAKG2_A10_080_2018_2 -               24     872      19     942       6     942    1414    +    1.2e-186  620.9  29.2  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-TSAKG2_A10_080_2018_2 -               24     929      19     942       6     942    1484    +    1.2e-186  620.7  31.8  -
Ruminococcaceae_Anaerofilum                      -          LKAP-TSAKG2_A10_080_2018_2 -               49     952      18     942       6     942    1468    +    1.3e-186  620.3  31.2  -
Chelatococcaceae_Camelimonas                     -          LKAP-TSAKG2_A10_080_2018_2 -               43     888      19     942       7     942    1446    +    1.3e-186  620.9  29.0  -
Rhizobiaceae_Neorhizobium                        -          LKAP-TSAKG2_A10_080_2018_2 -               33     877      18     942       5     942    1459    +    1.4e-186  620.8  29.6  -
Rhodospirillaceae_Insolitispirillum              -          LKAP-TSAKG2_A10_080_2018_2 -               24     869      19     942       7     942    1442    +    1.4e-186  620.6  28.6  -
Rhodobacteraceae_Maritimibacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               44     889      19     942       7     942    1430    +    1.5e-186  620.4  29.3  -
Hahellaceae_Kistimonas                           -          LKAP-TSAKG2_A10_080_2018_2 -               44     946      19     942       7     942    1506    +    1.5e-186  620.3  30.6  -
Chromatiaceae_Marichromatium                     -          LKAP-TSAKG2_A10_080_2018_2 -               34     923      19     942       7     942    1440    +    1.7e-186  620.5  32.2  -
Enterobacteriaceae_Enterobacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               21     923      18     942       5     942    1476    +    1.7e-186  620.1  31.6  -
Pseudoalteromonadaceae_Algicola                  -          LKAP-TSAKG2_A10_080_2018_2 -               39     940      19     942       7     942    1490    +    1.8e-186  619.9  31.2  -
Methylothermaceae_Methylothermus                 -          LKAP-TSAKG2_A10_080_2018_2 -               44     948      18     942       5     942    1491    +    1.8e-186  620.0  31.8  -
Rhodobacteraceae_Aestuariivita                   -          LKAP-TSAKG2_A10_080_2018_2 -               44     887      19     942       7     942    1427    +    2.5e-186  619.7  28.9  -
Moraxellaceae_Acinetobacter                      -          LKAP-TSAKG2_A10_080_2018_2 -               19     919      18     942       5     942    1463    +    2.6e-186  619.6  31.7  -
Enterobacteriaceae_Trabulsiella                  -          LKAP-TSAKG2_A10_080_2018_2 -               15     919      17     941       6     942    1471    +    2.6e-186  619.7  31.1  -
Gammaproteobacteria_Gallaecimonas                -          LKAP-TSAKG2_A10_080_2018_2 -               42     947      17     942       3     942    1506    +    2.7e-186  619.4  31.7  -
Brucellaceae_Pseudochrobactrum                   -          LKAP-TSAKG2_A10_080_2018_2 -               20     865      19     942       6     942    1400    +    2.8e-186  619.7  29.0  -
Acidobacteriaceae_Occallatibacter                -          LKAP-TSAKG2_A10_080_2018_2 -               39     905      16     942       5     942    1463    +    3.7e-186  619.1  29.6  -
Cellvibrionaceae_Marinimicrobium                 -          LKAP-TSAKG2_A10_080_2018_2 -               24     919      19     942       7     942    1455    +    3.7e-186  618.9  32.2  -
Lachnospiraceae_Oribacterium                     -          LKAP-TSAKG2_A10_080_2018_2 -               16     879      48     942      33     942    1412    +    3.7e-186  619.2  30.5  -
Rhodocyclaceae_Azoarcus                          -          LKAP-TSAKG2_A10_080_2018_2 -               19     922      16     942       5     942    1471    +    3.9e-186  619.0  32.3  -
Hyphomicrobiaceae_Blastochloris                  -          LKAP-TSAKG2_A10_080_2018_2 -               24     869      19     942       5     942    1427    +    3.9e-186  619.0  29.8  -
Rhodobacteraceae_Poseidonocella                  -          LKAP-TSAKG2_A10_080_2018_2 -               34     879      19     942       7     942    1437    +    3.9e-186  619.0  29.1  -
Alteromonadaceae_Alteromonas                     -          LKAP-TSAKG2_A10_080_2018_2 -               24     919      19     942       6     942    1464    +    4.3e-186  618.7  31.3  -
Rhodobacteraceae_Pseudoroseovarius               -          LKAP-TSAKG2_A10_080_2018_2 -               24     869      19     942       7     942    1391    +      5e-186  618.7  29.4  -
Nitrospiraceae_Thermodesulfovibrio               -          LKAP-TSAKG2_A10_080_2018_2 -               24     911      15     942       4     942    1479    +      5e-186  618.8  31.3  -
Rhodospirillaceae_Desertibacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               30     843      78     942      56     942    1410    +    5.1e-186  619.2  29.1  -
Alteromonadaceae_Agarivorans                     -          LKAP-TSAKG2_A10_080_2018_2 -               31     934      19     942       7     942    1454    +    5.6e-186  618.5  31.2  -
Alteromonadaceae_Salinimonas                     -          LKAP-TSAKG2_A10_080_2018_2 -               24     923      19     942       7     942    1459    +    6.5e-186  618.3  31.5  -
Beijerinckiaceae_Methylocella                    -          LKAP-TSAKG2_A10_080_2018_2 -               24     869      19     942       7     942    1406    +    7.3e-186  618.1  29.2  -
Vibrionaceae_Grimontia                           -          LKAP-TSAKG2_A10_080_2018_2 -               24     937      19     942       6     942    1493    +    7.6e-186  617.9  32.6  -
Thermoactinomycetaceae_Lihuaxuella               -          LKAP-TSAKG2_A10_080_2018_2 -               45     923      13     941       3     942    1516    +    8.3e-186  617.8  31.2  -
Enterobacteriaceae_Pluralibacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               44     950      19     942       7     942    1532    +    9.1e-186  617.7  30.9  -
Burkholderiales_Thiomonas                        -          LKAP-TSAKG2_A10_080_2018_2 -               15     913      15     942       4     942    1449    +    1.2e-185  617.2  33.1  -
Brucellaceae_Paenochrobactrum                    -          LKAP-TSAKG2_A10_080_2018_2 -               21     840      74     942      54     942    1348    +    1.2e-185  617.3  28.7  -
Alteromonadaceae_Bowmanella                      -          LKAP-TSAKG2_A10_080_2018_2 -               42     939      19     942       7     942    1496    +    1.3e-185  617.3  31.1  -
Enterococcaceae_Pilibacter                       -          LKAP-TSAKG2_A10_080_2018_2 -               18     931      13     941       3     942    1432    +    1.3e-185  617.0  32.5  -
Erwiniaceae_Tatumella                            -          LKAP-TSAKG2_A10_080_2018_2 -               24     927      19     942       5     942    1490    +    1.4e-185  617.2  31.5  -
Vibrionaceae_Enterovibrio                        -          LKAP-TSAKG2_A10_080_2018_2 -               24     931      19     942       7     942    1499    +    1.4e-185  616.9  31.5  -
Rhodospirillaceae_Rhodovibrio                    -          LKAP-TSAKG2_A10_080_2018_2 -               39     889      19     942       7     942    1480    +    1.4e-185  617.4  29.2  -
Rickettsiaceae_Rickettsia                        -          LKAP-TSAKG2_A10_080_2018_2 -               34     891      19     941       8     942    1440    +    1.5e-185  617.1  29.9  -
Xanthobacteraceae_Labrys                         -          LKAP-TSAKG2_A10_080_2018_2 -               24     867      19     942       6     942    1409    +    1.5e-185  617.1  29.3  -
Piscirickettsiaceae_Hydrogenovibrio              -          LKAP-TSAKG2_A10_080_2018_2 -               24     942      19     942       6     942    1465    +    1.6e-185  616.9  32.7  -
Rhodobacteraceae_Tropicibacter                   -          LKAP-TSAKG2_A10_080_2018_2 -                2     846      20     942      19     942    1404    +    1.6e-185  617.0  28.8  -
Yersiniaceae_Serratia                            -          LKAP-TSAKG2_A10_080_2018_2 -               28     931      19     942       6     942    1491    +    1.8e-185  616.7  31.8  -
