# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_C01_011_2018_2 -               46     888      25     866       5     866    1526    +           0 1061.7  23.4  -
Aurantimonadaceae_Aurantimonas                   -          LKAP-TSAKG2_C01_011_2018_2 -               61     808      70     866      50     866    1410    +      2e-161  537.1  20.1  -
Methylothermaceae_Methylothermus                 -          LKAP-TSAKG2_C01_011_2018_2 -               86     877      72     866      52     866    1491    +    2.1e-161  536.8  19.8  -
Clostridiaceae_Caloranaerobacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               11     813      33     866      25     866    1443    +    2.6e-161  536.7  22.9  -
Alteromonadaceae_Agarivorans                     -          LKAP-TSAKG2_C01_011_2018_2 -               76     863      72     866      52     866    1454    +    2.7e-161  536.5  19.3  -
Kordiimonadaceae_Kordiimonas                     -          LKAP-TSAKG2_C01_011_2018_2 -               66     809      74     866      53     866    1421    +    2.9e-161  536.7  20.1  -
Erwiniaceae_Erwinia                              -          LKAP-TSAKG2_C01_011_2018_2 -               71     856      72     866      51     866    1495    +    3.6e-161  536.2  19.9  -
Thermotogaceae_Pseudothermotoga                  -          LKAP-TSAKG2_C01_011_2018_2 -               34     872      13     866       4     866    1541    +    3.6e-161  536.3  22.4  -
Rhodobacteraceae_Actibacterium                   -          LKAP-TSAKG2_C01_011_2018_2 -               37     802      24     866       7     866    1429    +    3.8e-161  536.3  20.8  -
Hyphomonadaceae_Algimonas                        -          LKAP-TSAKG2_C01_011_2018_2 -               40     782      75     866      55     866    1351    +    3.9e-161  536.3  20.0  -
Oceanospirillaceae_Neptuniibacter                -          LKAP-TSAKG2_C01_011_2018_2 -               96     881      72     866      52     866    1541    +    4.3e-161  535.5  20.1  -
Desulfobacteraceae_Desulfobacula                 -          LKAP-TSAKG2_C01_011_2018_2 -               90     892      74     866      54     866    1522    +    4.5e-161  535.9  20.3  -
Rhodobacteraceae_Labrenzia                       -          LKAP-TSAKG2_C01_011_2018_2 -               60     818      45     866      25     866    1447    +    5.8e-161  535.6  20.1  -
Alteromonadaceae_Marinobacter                    -          LKAP-TSAKG2_C01_011_2018_2 -               70     854      73     866      52     866    1478    +    6.1e-161  535.3  19.6  -
Desulfobacteraceae_Desulfobacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               90     892      74     866      54     866    1527    +    6.2e-161  535.1  20.4  -
Rhodobacteraceae_Stappia                         -          LKAP-TSAKG2_C01_011_2018_2 -               43     798      48     866      27     866    1412    +    6.4e-161  535.5  20.6  -
Acetobacteraceae_Acidisoma                       -          LKAP-TSAKG2_C01_011_2018_2 -               78     825      73     866      53     866    1430    +    6.9e-161  535.4  20.1  -
Phyllobacteriaceae_Aminobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               61     804      74     866      54     866    1453    +    8.1e-161  535.1  20.6  -
Burkholderiaceae_Burkholderia                    -          LKAP-TSAKG2_C01_011_2018_2 -               76     858      74     866      53     866    1502    +    9.3e-161  534.8  19.9  -
Sutterellaceae_Sutterella                        -          LKAP-TSAKG2_C01_011_2018_2 -               13     843      19     866       7     866    1471    +    1.1e-160  534.5  22.1  -
Hahellaceae_Zooshikella                          -          LKAP-TSAKG2_C01_011_2018_2 -               67     853      72     866      52     866    1483    +    1.1e-160  534.5  19.8  -
Pseudomonadaceae_Azotobacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               73     857      73     866      51     866    1473    +    1.6e-160  534.1  20.1  -
Atopobacteriaceae_Olsenella                      -          LKAP-TSAKG2_C01_011_2018_2 -               51     832      50     866      30     866    1449    +    1.6e-160  534.3  21.3  -
Sulfuricellaceae_Sulfuriferula                   -          LKAP-TSAKG2_C01_011_2018_2 -               69     853      74     866      53     866    1461    +    1.7e-160  533.8  20.2  -
Phyllobacteriaceae_Nitratireductor               -          LKAP-TSAKG2_C01_011_2018_2 -               68     815      70     866      49     866    1426    +    1.9e-160  533.9  20.4  -
Rhodocyclaceae_Rhodocyclus                       -          LKAP-TSAKG2_C01_011_2018_2 -               51     851      58     866      37     866    1460    +    1.9e-160  533.8  21.4  -
Rhodobacteraceae_Pseudooceanicola                -          LKAP-TSAKG2_C01_011_2018_2 -               69     818      68     866      48     866    1429    +      2e-160  533.7  20.8  -
Lysobacteraceae_Pseudoxanthomonas                -          LKAP-TSAKG2_C01_011_2018_2 -               69     862      56     866      24     866    1484    +    2.1e-160  533.5  21.1  -
Acetobacteraceae_Komagataeibacter                -          LKAP-TSAKG2_C01_011_2018_2 -               66     813      73     866      51     866    1456    +    2.1e-160  533.9  19.8  -
Eggerthellaceae_Slackia                          -          LKAP-TSAKG2_C01_011_2018_2 -               59     828      66     866      45     866    1463    +    2.2e-160  533.7  20.4  -
Cellvibrionaceae_Marinimicrobium                 -          LKAP-TSAKG2_C01_011_2018_2 -               42     848      44     866      23     866    1455    +    2.2e-160  533.4  21.2  -
Acetobacteraceae_Acidocella                      -          LKAP-TSAKG2_C01_011_2018_2 -               54     799      75     866      55     866    1407    +    2.2e-160  533.6  19.8  -
Rhodobacteraceae_Pseudoruegeria                  -          LKAP-TSAKG2_C01_011_2018_2 -               33     798      25     866      18     866    1412    +    2.4e-160  533.5  19.7  -
Desulfurobacteriaceae_Thermovibrio               -          LKAP-TSAKG2_C01_011_2018_2 -               77     879      74     866      54     866    1498    +      3e-160  533.5  19.9  -
Rhizobiaceae_Neorhizobium                        -          LKAP-TSAKG2_C01_011_2018_2 -               62     806      73     866      52     866    1459    +    3.1e-160  533.4  20.2  -
Alphaproteobacteria_Rhizomicrobium               -          LKAP-TSAKG2_C01_011_2018_2 -               67     809      75     866      54     866    1423    +    3.3e-160  533.3  20.4  -
Burkholderiaceae_Paraburkholderia                -          LKAP-TSAKG2_C01_011_2018_2 -               66     849      73     866      53     866    1472    +    3.7e-160  532.9  20.5  -
Rhodanobacteraceae_Fulvimonas                    -          LKAP-TSAKG2_C01_011_2018_2 -               78     862      74     866      53     866    1484    +    3.9e-160  532.6  19.1  -
Alteromonadaceae_Paraglaciecola                  -          LKAP-TSAKG2_C01_011_2018_2 -               80     858      73     866      53     866    1495    +    4.7e-160  532.1  19.3  -
Acetobacteraceae_Tanticharoenia                  -          LKAP-TSAKG2_C01_011_2018_2 -               54     801      73     866      52     866    1414    +    4.9e-160  532.6  19.9  -
Jonesiaceae_Jonesia                              -          LKAP-TSAKG2_C01_011_2018_2 -               90     878      70     866      48     866    1541    +    5.1e-160  532.4  19.8  -
Chromatiaceae_Halochromatium                     -          LKAP-TSAKG2_C01_011_2018_2 -               58     844      64     866      30     866    1451    +    5.1e-160  532.5  21.0  -
Rhodobacteraceae_Nioella                         -          LKAP-TSAKG2_C01_011_2018_2 -               61     818      46     866      26     866    1462    +    5.2e-160  532.4  20.5  -
Rhodobacteraceae_Defluviimonas                   -          LKAP-TSAKG2_C01_011_2018_2 -               49     798      68     866      46     866    1389    +    5.2e-160  532.5  20.5  -
Hahellaceae_Hahella                              -          LKAP-TSAKG2_C01_011_2018_2 -               94     880      72     866      52     866    1539    +    5.3e-160  532.2  19.8  -
Salinisphaeraceae_Salinisphaera                  -          LKAP-TSAKG2_C01_011_2018_2 -               56     841      73     866      52     866    1429    +    5.4e-160  532.3  19.5  -
Alteromonadaceae_Alteromonas                     -          LKAP-TSAKG2_C01_011_2018_2 -               69     848      72     866      52     866    1464    +    5.5e-160  532.0  19.2  -
Gemmatimonadaceae_Gemmatimonas                   -          LKAP-TSAKG2_C01_011_2018_2 -               79     857      75     866      55     866    1525    +    7.2e-160  531.9  19.5  -
Desulfurobacteriaceae_Desulfurobacterium         -          LKAP-TSAKG2_C01_011_2018_2 -               77     879      74     866      54     866    1502    +    7.3e-160  532.1  19.8  -
Chromatiaceae_Thiocapsa                          -          LKAP-TSAKG2_C01_011_2018_2 -               74     858      64     866      31     866    1459    +    7.6e-160  532.0  20.9  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-TSAKG2_C01_011_2018_2 -               49     796      70     866      50     866    1430    +    7.7e-160  532.0  20.2  -
Methylophilaceae_Methylovorus                    -          LKAP-TSAKG2_C01_011_2018_2 -               53     839      72     866      52     866    1441    +      8e-160  531.8  20.0  -
Rhodobacteraceae_Albimonas                       -          LKAP-TSAKG2_C01_011_2018_2 -               69     818      68     866      47     866    1429    +    8.2e-160  531.8  20.0  -
Enterobacteriaceae_Cronobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               48     833      72     866      52     866    1422    +    9.7e-160  531.4  19.7  -
Idiomarinaceae_Pseudidiomarina                   -          LKAP-TSAKG2_C01_011_2018_2 -               71     857      72     866      52     866    1499    +    1.1e-159  531.0  18.5  -
Oxalobacteraceae_Undibacterium                   -          LKAP-TSAKG2_C01_011_2018_2 -               62     845      73     866      53     866    1442    +    1.4e-159  531.0  20.3  -
Acidimicrobiaceae_Ilumatobacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               67     834      71     866      50     866    1443    +    1.6e-159  530.9  19.5  -
Actinomycetaceae_Actinobaculum                   -          LKAP-TSAKG2_C01_011_2018_2 -               62     844      73     866      53     866    1506    +    1.7e-159  530.6  19.5  -
Fervidobacteriaceae_Thermosipho                  -          LKAP-TSAKG2_C01_011_2018_2 -               27     882      15     866       4     866    1514    +    1.8e-159  530.5  24.1  -
Gammaproteobacteria_Alkalimonas                  -          LKAP-TSAKG2_C01_011_2018_2 -               87     872      72     866      52     866    1502    +    1.9e-159  530.3  19.4  -
Rhodocyclaceae_Azoarcus                          -          LKAP-TSAKG2_C01_011_2018_2 -               67     851      74     866      54     866    1471    +    1.9e-159  530.4  20.4  -
Oceanospirillaceae_Nitrincola                    -          LKAP-TSAKG2_C01_011_2018_2 -               76     860      73     866      52     866    1477    +    1.9e-159  530.3  20.4  -
Cellvibrionaceae_Cellvibrio                      -          LKAP-TSAKG2_C01_011_2018_2 -               53     869      25     866      14     866    1505    +    1.9e-159  530.4  21.9  -
Beijerinckiaceae_Methylocapsa                    -          LKAP-TSAKG2_C01_011_2018_2 -               72     815      74     866      54     866    1419    +    2.4e-159  530.1  20.7  -
Rhodobacteraceae_Roseivivax                      -          LKAP-TSAKG2_C01_011_2018_2 -               58     806      69     866      48     866    1405    +    2.5e-159  530.2  20.7  -
Alteromonadaceae_Bowmanella                      -          LKAP-TSAKG2_C01_011_2018_2 -               89     868      72     866      52     866    1496    +    2.7e-159  529.9  19.6  -
Enterobacteriaceae_Salmonella                    -          LKAP-TSAKG2_C01_011_2018_2 -               67     852      72     866      52     866    1457    +    2.7e-159  530.0  19.8  -
Burkholderiales_Thiomonas                        -          LKAP-TSAKG2_C01_011_2018_2 -               59     842      73     866      53     866    1449    +    2.7e-159  529.8  21.4  -
Phyllobacteriaceae_Pseudaminobacter              -          LKAP-TSAKG2_C01_011_2018_2 -               52     796      73     866      53     866    1406    +    2.9e-159  530.1  20.2  -
Dermacoccaceae_Barrientosiimonas                 -          LKAP-TSAKG2_C01_011_2018_2 -               69     846      68     866      46     866    1443    +    2.9e-159  529.6  20.5  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-TSAKG2_C01_011_2018_2 -               73     858      73     866      52     866    1484    +    2.9e-159  529.7  19.9  -
Yersiniaceae_Serratia                            -          LKAP-TSAKG2_C01_011_2018_2 -               75     860      72     866      50     866    1491    +    3.4e-159  529.5  19.5  -
Rhodobacteraceae_Octadecabacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               52     800      69     866      48     866    1389    +    3.7e-159  529.5  20.2  -
Legionellaceae_Legionella                        -          LKAP-TSAKG2_C01_011_2018_2 -               69     854      74     866      54     866    1446    +    3.8e-159  529.5  20.0  -
Rhizobiaceae_Pararhizobium                       -          LKAP-TSAKG2_C01_011_2018_2 -               73     816      74     866      54     866    1477    +    4.2e-159  529.4  20.3  -
Aurantimonadaceae_Fulvimarina                    -          LKAP-TSAKG2_C01_011_2018_2 -               74     819      72     866      51     866    1453    +    4.3e-159  529.4  20.8  -
Peptococcaceae_Desulfonispora                    -          LKAP-TSAKG2_C01_011_2018_2 -               70     872      73     866      53     866    1507    +      5e-159  528.7  19.8  -
Thermodesulfobiaceae_Thermodesulfobium           -          LKAP-TSAKG2_C01_011_2018_2 -              115     877      75     866      55     866    1545    +    5.6e-159  528.7  19.3  -
Rhodobacteraceae_Litoreibacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               51     796      72     866      52     866    1395    +    6.2e-159  528.8  19.8  -
Propionibacteriaceae_Luteococcus                 -          LKAP-TSAKG2_C01_011_2018_2 -               61     830      72     866      51     866    1439    +    6.9e-159  528.5  19.7  -
Synergistaceae_Thermanaerovibrio                 -          LKAP-TSAKG2_C01_011_2018_2 -               96     844      75     866      55     866    1510    +      7e-159  528.4  21.2  -
Comamonadaceae_Comamonas                         -          LKAP-TSAKG2_C01_011_2018_2 -               48     845      50     866      29     866    1456    +    7.1e-159  528.2  20.6  -
Thermoanaerobacterales_Thermosediminibacter      -          LKAP-TSAKG2_C01_011_2018_2 -               48     809      75     866      54     866    1404    +    7.8e-159  528.6  21.3  -
Acetobacteraceae_Belnapia                        -          LKAP-TSAKG2_C01_011_2018_2 -               77     823      74     866      54     866    1453    +    9.7e-159  528.4  19.9  -
Chlorobiaceae_Chlorobium                         -          LKAP-TSAKG2_C01_011_2018_2 -               87     856      78     865      57     866    1465    +    1.1e-158  527.9  19.1  -
Nocardioidaceae_Mumia                            -          LKAP-TSAKG2_C01_011_2018_2 -               84     853      72     866      28     866    1516    +    1.3e-158  527.8  20.7  -
Natranaerobiaceae_Natranaerobaculum              -          LKAP-TSAKG2_C01_011_2018_2 -              101     868      71     866      44     866    1499    +    1.4e-158  527.5  20.2  -
Enterobacteriaceae_Franconibacter                -          LKAP-TSAKG2_C01_011_2018_2 -               75     860      72     866      52     866    1325    +    1.4e-158  527.9  19.7  -
Beijerinckiaceae_Methylocella                    -          LKAP-TSAKG2_C01_011_2018_2 -               54     798      73     866      53     866    1406    +    1.5e-158  527.5  20.2  -
Enterobacteriaceae_Enterobacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               67     852      72     866      52     866    1476    +    1.6e-158  527.3  20.0  -
Enterobacteriaceae_Trabulsiella                  -          LKAP-TSAKG2_C01_011_2018_2 -               66     849      74     866      54     866    1471    +    1.7e-158  527.4  19.5  -
Acetobacteraceae_Asaia                           -          LKAP-TSAKG2_C01_011_2018_2 -               50     801      69     866      49     866    1411    +    1.7e-158  527.5  19.7  -
Burkholderiaceae_Chitinimonas                    -          LKAP-TSAKG2_C01_011_2018_2 -               81     863      74     866      54     866    1494    +    1.9e-158  527.2  19.2  -
Rhodanobacteraceae_Luteibacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               78     863      73     866      36     866    1457    +    1.9e-158  527.1  19.5  -
Actinopolysporaceae_Actinopolyspora              -          LKAP-TSAKG2_C01_011_2018_2 -               28     847      23     866       5     866    1471    +      2e-158  527.1  22.7  -
Peptostreptococcaceae_Wukongibacter              -          LKAP-TSAKG2_C01_011_2018_2 -               16     843      12     866       3     866    1455    +    2.1e-158  526.9  23.0  -
Synergistaceae_Dethiosulfovibrio                 -          LKAP-TSAKG2_C01_011_2018_2 -               63     839      46     866      25     866    1470    +    2.2e-158  527.0  22.8  -
Cardiobacteriaceae_Cardiobacterium               -          LKAP-TSAKG2_C01_011_2018_2 -               55     836      74     866      54     866    1493    +    2.2e-158  526.9  20.3  -
Erwiniaceae_Pantoea                              -          LKAP-TSAKG2_C01_011_2018_2 -                8     793      72     866      65     866    1416    +    2.2e-158  526.9  19.4  -
Pseudoalteromonadaceae_Pseudoalteromonas         -          LKAP-TSAKG2_C01_011_2018_2 -               71     850      72     866      52     866    1461    +    2.3e-158  526.7  18.8  -
Enterobacteriaceae_Kosakonia                     -          LKAP-TSAKG2_C01_011_2018_2 -               49     834      72     866      52     866    1422    +    2.7e-158  526.3  19.9  -
Alteromonadaceae_Salinimonas                     -          LKAP-TSAKG2_C01_011_2018_2 -               69     852      72     866      52     866    1459    +    2.8e-158  526.6  19.6  -
Gracilibacteraceae_Gracilibacter                 -          LKAP-TSAKG2_C01_011_2018_2 -              200     966      73     866      53     866    1549    +    2.9e-158  526.4  20.0  -
Clostridiaceae_Peptoclostridium                  -          LKAP-TSAKG2_C01_011_2018_2 -               42     866      11     866       2     866    1507    +    3.1e-158  526.3  23.5  -
Clostridiaceae_Thermohalobacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               46     860      24     866       4     866    1521    +    3.4e-158  526.2  22.6  -
Cellvibrionaceae_Eionea                          -          LKAP-TSAKG2_C01_011_2018_2 -               69     852      75     866      55     866    1469    +    3.6e-158  526.1  19.7  -
Chromatiaceae_Thiorhodococcus                    -          LKAP-TSAKG2_C01_011_2018_2 -               33     818      63     866      31     866    1426    +    3.7e-158  526.2  21.3  -
Acetobacteraceae_Stella                          -          LKAP-TSAKG2_C01_011_2018_2 -               55     801      72     866      52     866    1447    +    3.9e-158  526.4  20.3  -
Erwiniaceae_Tatumella                            -          LKAP-TSAKG2_C01_011_2018_2 -               71     856      72     866      51     866    1490    +    4.5e-158  525.9  20.1  -
Rhodospirillaceae_Pararhodospirillum             -          LKAP-TSAKG2_C01_011_2018_2 -               29     777      69     866      49     866    1383    +    4.6e-158  525.8  19.5  -
Rhodobacteraceae_Celeribacter                    -          LKAP-TSAKG2_C01_011_2018_2 -               67     814      69     866      49     866    1428    +    4.6e-158  526.0  20.6  -
Idiomarinaceae_Aliidiomarina                     -          LKAP-TSAKG2_C01_011_2018_2 -               44     830      72     866      52     866    1410    +    4.8e-158  525.5  18.9  -
Eggerthellaceae_Enterorhabdus                    -          LKAP-TSAKG2_C01_011_2018_2 -               75     836      73     866      52     866    1452    +    4.8e-158  526.0  20.7  -
Streptococcaceae_Lactovum                        -          LKAP-TSAKG2_C01_011_2018_2 -               66     862      71     866      51     866    1456    +    4.9e-158  525.6  20.0  -
Bifidobacteriaceae_Alloscardovia                 -          LKAP-TSAKG2_C01_011_2018_2 -               64     839      67     866      47     866    1451    +    5.5e-158  525.5  20.9  -
Rhodobacteraceae_Falsirhodobacter                -          LKAP-TSAKG2_C01_011_2018_2 -               42     791      68     866      26     866    1387    +      6e-158  525.6  21.1  -
Bradyrhizobiaceae_Salinarimonas                  -          LKAP-TSAKG2_C01_011_2018_2 -               68     812      73     866      52     866    1438    +    6.3e-158  525.5  20.0  -
Thermoanaerobacterales_Thermovenabulum           -          LKAP-TSAKG2_C01_011_2018_2 -               53     857      25     866       5     866    1424    +    6.5e-158  525.5  23.9  -
Eubacteriaceae_Peptoclostridium                  -          LKAP-TSAKG2_C01_011_2018_2 -               26     852      10     866       2     866    1508    +    7.1e-158  525.3  23.9  -
Enterobacteriaceae_Klebsiella                    -          LKAP-TSAKG2_C01_011_2018_2 -               81     866      72     866      51     866    1436    +    7.8e-158  525.1  20.2  -
Anaerolineaceae_Anaerolinea                      -          LKAP-TSAKG2_C01_011_2018_2 -               80     846      74     866      53     866    1457    +      8e-158  525.4  20.9  -
Burkholderiaceae_Pandoraea                       -          LKAP-TSAKG2_C01_011_2018_2 -               69     851      74     866      53     866    1456    +    8.4e-158  525.1  19.9  -
Ferrimonadaceae_Ferrimonas                       -          LKAP-TSAKG2_C01_011_2018_2 -               32     866      24     866       7     866    1475    +    8.5e-158  524.7  22.7  -
Acidobacteriaceae_Granulicella                   -          LKAP-TSAKG2_C01_011_2018_2 -               87     834      75     866      55     866    1455    +    8.5e-158  524.9  19.7  -
Erysipelotrichaceae_Dielma                       -          LKAP-TSAKG2_C01_011_2018_2 -               82     872      67     866      45     866    1499    +    8.9e-158  525.0  21.1  -
Burkholderiales_Inhella                          -          LKAP-TSAKG2_C01_011_2018_2 -               71     855      72     866      52     866    1472    +    9.6e-158  524.8  20.9  -
Rhodospirillaceae_Caenispirillum                 -          LKAP-TSAKG2_C01_011_2018_2 -               13     775      41     866      21     866    1418    +    1.1e-157  524.7  19.9  -
Ectothiorhodospiraceae_Aquisalimonas             -          LKAP-TSAKG2_C01_011_2018_2 -               54     873      25     866       7     866    1464    +    1.1e-157  524.6  21.3  -
Burkholderiales_Tepidimonas                      -          LKAP-TSAKG2_C01_011_2018_2 -               53     837      72     866      52     866    1487    +    1.1e-157  524.3  19.9  -
Halomonadaceae_Larsenimonas                      -          LKAP-TSAKG2_C01_011_2018_2 -               90     875      72     866      52     866    1495    +    1.2e-157  524.3  19.7  -
Nitrosomonadaceae_Nitrosomonas                   -          LKAP-TSAKG2_C01_011_2018_2 -               67     850      74     866      54     866    1460    +    1.2e-157  524.6  20.3  -
Enterobacteriaceae_Citrobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               86     871      72     866      52     866    1517    +    1.4e-157  524.2  19.8  -
Chromatiaceae_Marichromatium                     -          LKAP-TSAKG2_C01_011_2018_2 -               55     852      47     866      26     866    1440    +    1.5e-157  524.4  21.5  -
Enterobacteriaceae_Siccibacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               98     883      72     866      52     866    1451    +    1.6e-157  524.2  20.2  -
Vibrionaceae_Photobacterium                      -          LKAP-TSAKG2_C01_011_2018_2 -               33     866      25     866      12     866    1487    +      2e-157  523.5  22.7  -
Pectobacteriaceae_Pectobacterium                 -          LKAP-TSAKG2_C01_011_2018_2 -               79     864      72     866      29     866    1499    +      2e-157  523.7  20.1  -
Rhodobacteraceae_Palleronia                      -          LKAP-TSAKG2_C01_011_2018_2 -               33     778      72     866      52     866    1367    +      2e-157  524.0  20.3  -
Halomonadaceae_Kushneria                         -          LKAP-TSAKG2_C01_011_2018_2 -               74     858      73     866      52     866    1461    +    2.5e-157  523.2  20.0  -
Acidithiobacillaceae_Acidithiobacillus           -          LKAP-TSAKG2_C01_011_2018_2 -               62     847      72     866      52     866    1457    +    2.5e-157  523.2  20.2  -
Piscirickettsiaceae_Thiomicrorhabdus             -          LKAP-TSAKG2_C01_011_2018_2 -               82     868      74     866      54     866    1464    +    2.6e-157  523.1  19.7  -
Pectobacteriaceae_Brenneria                      -          LKAP-TSAKG2_C01_011_2018_2 -               49     834      72     866      50     866    1457    +    2.7e-157  523.2  20.1  -
Clostridiales_Proteiniborus                      -          LKAP-TSAKG2_C01_011_2018_2 -               53     862      25     866       5     866    1523    +    2.8e-157  523.1  23.7  -
Peptococcaceae_Syntrophobotulus                  -          LKAP-TSAKG2_C01_011_2018_2 -               52     897      24     866       4     866    1554    +      3e-157  523.1  22.5  -
Rhodobacteraceae_Thalassobius                    -          LKAP-TSAKG2_C01_011_2018_2 -               50     798      69     866      28     866    1389    +    3.2e-157  523.2  20.6  -
Bradyrhizobiaceae_Bradyrhizobium                 -          LKAP-TSAKG2_C01_011_2018_2 -               45     789      73     866      53     866    1411    +    3.3e-157  522.9  20.1  -
Caldilineaceae_Caldilinea                        -          LKAP-TSAKG2_C01_011_2018_2 -               68     830      75     866      55     866    1427    +    3.6e-157  522.8  21.0  -
Beijerinckiaceae_Pseudochelatococcus             -          LKAP-TSAKG2_C01_011_2018_2 -               61     804      74     866      53     866    1410    +    3.9e-157  522.9  20.1  -
Hyphomicrobiaceae_Pelagibacterium                -          LKAP-TSAKG2_C01_011_2018_2 -               41     798      46     866      26     866    1408    +    4.1e-157  522.8  20.2  -
Acidobacteriaceae_Terriglobus                    -          LKAP-TSAKG2_C01_011_2018_2 -               75     822      75     866      55     866    1449    +    4.1e-157  522.6  19.6  -
Chromatiaceae_Thiophaeococcus                    -          LKAP-TSAKG2_C01_011_2018_2 -               55     834      74     866      53     866    1440    +    4.6e-157  522.6  21.1  -
Moraxellaceae_Acinetobacter                      -          LKAP-TSAKG2_C01_011_2018_2 -               60     848      71     866      48     866    1463    +    4.9e-157  522.5  20.4  -
Rhodobacteraceae_Maritimibacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               67     818      66     866      43     866    1430    +    6.1e-157  522.2  21.4  -
Hyphomicrobiaceae_Pedomicrobium                  -          LKAP-TSAKG2_C01_011_2018_2 -               65     809      73     866      53     866    1400    +    6.2e-157  522.3  19.9  -
Eubacteriaceae_Irregularibacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               83     847      73     866      52     866    1431    +    6.4e-157  522.0  19.9  -
Thermoactinomycetaceae_Shimazuella               -          LKAP-TSAKG2_C01_011_2018_2 -               57     817      74     866      53     866    1459    +    6.6e-157  521.9  19.7  -
Balneolaceae_Aliifodinibius                      -          LKAP-TSAKG2_C01_011_2018_2 -               53     832      74     864      44     866    1446    +    6.7e-157  522.1  20.5  -
Rhodobacteraceae_Roseovarius                     -          LKAP-TSAKG2_C01_011_2018_2 -               51     800      68     866      48     866    1415    +    6.8e-157  522.0  20.9  -
Xanthobacteraceae_Ancylobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               45     788      74     866      54     866    1394    +    7.2e-157  522.3  20.3  -
Bifidobacteriaceae_Scardovia                     -          LKAP-TSAKG2_C01_011_2018_2 -               88     871      72     866      50     866    1534    +    9.5e-157  521.6  19.8  -
Rhodospirillaceae_Rhodovibrio                    -          LKAP-TSAKG2_C01_011_2018_2 -               75     818      76     866      56     866    1480    +    1.1e-156  521.4  19.5  -
Balneolaceae_Balneola                            -          LKAP-TSAKG2_C01_011_2018_2 -               82     861      75     865      55     866    1479    +    1.4e-156  521.0  19.9  -
Chromatiaceae_Thiocystis                         -          LKAP-TSAKG2_C01_011_2018_2 -               64     842      74     866      54     866    1451    +    1.4e-156  521.1  20.3  -
Litoricolaceae_Litoricola                        -          LKAP-TSAKG2_C01_011_2018_2 -               82     867      74     866      54     866    1483    +    1.4e-156  521.0  19.9  -
Pectobacteriaceae_Dickeya                        -          LKAP-TSAKG2_C01_011_2018_2 -               31     853      26     866      14     866    1421    +    1.6e-156  520.7  21.1  -
Peptococcaceae_Dehalobacter                      -          LKAP-TSAKG2_C01_011_2018_2 -               95     895      73     866      53     866    1525    +    1.6e-156  520.8  19.4  -
Vibrionaceae_Grimontia                           -          LKAP-TSAKG2_C01_011_2018_2 -               33     866      25     866      16     866    1493    +    1.6e-156  520.5  22.6  -
Rhodobacteraceae_Pseudoroseovarius               -          LKAP-TSAKG2_C01_011_2018_2 -               33     798      25     866      18     866    1391    +    1.6e-156  520.8  20.2  -
Morganellaceae_Photorhabdus                      -          LKAP-TSAKG2_C01_011_2018_2 -               73     859      72     865      52     866    1478    +    1.7e-156  520.9  20.3  -
Gammaproteobacteria_Gallaecimonas                -          LKAP-TSAKG2_C01_011_2018_2 -               92     876      73     866      52     866    1506    +    1.9e-156  520.3  19.7  -
Enterobacteriaceae_Kluyvera                      -          LKAP-TSAKG2_C01_011_2018_2 -               57     842      72     866      52     866    1455    +    2.2e-156  520.2  20.1  -
Rhodobacteraceae_Haematobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               69     812      74     866      54     866    1414    +    2.3e-156  520.4  20.6  -
Oxalobacteraceae_Duganella                       -          LKAP-TSAKG2_C01_011_2018_2 -               44     826      74     866      53     866    1411    +    2.5e-156  520.1  19.9  -
Chromatiaceae_Allochromatium                     -          LKAP-TSAKG2_C01_011_2018_2 -               71     853      72     866      49     866    1462    +    2.5e-156  520.1  20.1  -
Oxalobacteraceae_Herminiimonas                   -          LKAP-TSAKG2_C01_011_2018_2 -               52     834      74     866      53     866    1430    +    2.8e-156  520.0  19.9  -
Hyphomonadaceae_Glycocaulis                      -          LKAP-TSAKG2_C01_011_2018_2 -               33     798      25     866      13     866    1389    +    2.9e-156  520.0  19.9  -
Clostridiales_Crassaminicella                    -          LKAP-TSAKG2_C01_011_2018_2 -               41     808      63     866      42     866    1456    +      3e-156  519.8  20.9  -
