# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1b_forward          -                2     900       2     900       1     900    1491    +           0 1155.7  18.8  -
Moraxellaceae_Moraxella                          -          A1b_forward          -                1     886       9     900       9     900    1446    +    1.3e-306 1018.3  18.9  -
Comamonadaceae_Malikia                           -          A1b_forward          -               22     914       2     899       1     900    1526    +    3.3e-216  718.4  18.9  -
Rhodobiaceae_Parvibaculum                        -          A1b_forward          -               13     854       3     900       1     900    1437    +    1.6e-215  716.5  18.9  -
Hyphomicrobiaceae_Hyphomicrobium                 -          A1b_forward          -                1     841       4     900       4     900    1423    +    1.9e-215  716.2  19.4  -
Kiloniellaceae_Kiloniella                        -          A1b_forward          -               28     875       9     900       2     900    1450    +    2.1e-215  715.8  19.0  -
Morganellaceae_Morganella                        -          A1b_forward          -                2     851      54     900      53     900    1356    +    2.1e-215  716.1  19.0  -
Comamonadaceae_Diaphorobacter                    -          A1b_forward          -               12     903       3     899       1     900    1438    +    2.9e-215  715.1  19.0  -
Cellvibrionaceae_Marinagarivorans                -          A1b_forward          -               29     922       2     900       1     900    1534    +    3.1e-215  715.0  18.3  -
Rhodobiaceae_Afifella                            -          A1b_forward          -                3     846       3     900       1     900    1443    +    4.4e-215  715.0  19.2  -
Rhodobacteraceae_Pseudovibrio                    -          A1b_forward          -               23     866       3     900       1     900    1446    +    4.6e-215  715.1  18.8  -
Acetobacteraceae_Roseomonas                      -          A1b_forward          -               10     854       3     900       2     900    1438    +    6.3e-215  714.7  20.0  -
Hyphomicrobiaceae_Devosia                        -          A1b_forward          -               12     854       3     900       1     900    1432    +    7.9e-215  714.1  19.2  -
Enterobacteriaceae_Cedecea                       -          A1b_forward          -                1     826      77     900      77     900    1403    +    9.8e-215  713.8  17.5  -
Comamonadaceae_Xenophilus                        -          A1b_forward          -                1     884      11     899      11     900    1430    +    1.2e-214  713.2  18.8  -
Phyllobacteriaceae_Aquamicrobium                 -          A1b_forward          -                3     844       3     900       1     900    1407    +    1.6e-214  713.2  19.3  -
Yersiniaceae_Rahnella                            -          A1b_forward          -                1     825      78     900      78     900    1345    +    1.9e-214  712.8  17.7  -
Hyphomicrobiaceae_Prosthecomicrobium             -          A1b_forward          -               40     881       3     900       2     900    1470    +    2.1e-214  712.7  19.4  -
Comamonadaceae_Rhodoferax                        -          A1b_forward          -                3     896       3     899       1     900    1459    +    2.2e-214  712.3  18.5  -
Comamonadaceae_Roseateles                        -          A1b_forward          -                1     866      29     899      29     900    1396    +    3.8e-214  711.8  18.3  -
Comamonadaceae_Brachymonas                       -          A1b_forward          -               20     915       2     899       1     900    1501    +    8.1e-214  710.3  18.3  -
Halomonadaceae_Pistricoccus                      -          A1b_forward          -                2     903       2     900       1     900    1463    +      9e-214  710.2  18.7  -
Chromobacteriaceae_Chitinilyticum                -          A1b_forward          -                2     887      12     900      11     900    1455    +    9.3e-214  710.6  18.7  -
Rhodospirillaceae_Tistrella                      -          A1b_forward          -               25     882       3     900       2     900    1495    +      2e-213  709.9  18.7  -
Oxalobacteraceae_Pseudoduganella                 -          A1b_forward          -                1     868      29     899      29     900    1439    +    2.1e-213  709.4  19.1  -
Comamonadaceae_Polaromonas                       -          A1b_forward          -                3     896       3     899       1     900    1458    +    2.7e-213  708.9  18.7  -
Thorselliaceae_Thorsellia                        -          A1b_forward          -                3     881      22     900      18     900    1421    +      3e-213  708.7  18.3  -
Enterobacteriaceae_Gibbsiella                    -          A1b_forward          -               21     866      54     900      36     900    1396    +    3.2e-213  708.8  18.3  -
Hyphomicrobiaceae_Filomicrobium                  -          A1b_forward          -               23     866       3     900       2     900    1448    +    4.3e-213  708.3  19.2  -
Alteromonadaceae_Tamilnaduibacter                -          A1b_forward          -               10     910       2     900       1     900    1474    +    4.4e-213  708.0  18.8  -
Rhizobiaceae_Rhizobium                           -          A1b_forward          -                3     844       3     900       1     900    1417    +    5.4e-213  708.1  19.3  -
Rhizobiaceae_Allorhizobium                       -          A1b_forward          -               23     864       3     900       1     900    1446    +    5.8e-213  708.0  19.3  -
Thiotrichaceae_Cocleimonas                       -          A1b_forward          -                8     910       2     900       1     900    1512    +    7.3e-213  707.2  18.8  -
Sphingomonadaceae_Sphingomicrobium               -          A1b_forward          -                7     851       3     900       2     900    1443    +    1.5e-212  706.8  18.9  -
Halomonadaceae_Halotalea                         -          A1b_forward          -                2     902       2     900       1     900    1491    +    1.9e-212  705.9  18.8  -
Oceanospirillaceae_Terasakiispira                -          A1b_forward          -                7     886      17     900      11     900    1436    +    2.1e-212  705.7  18.7  -
Acetobacteraceae_Gluconobacter                   -          A1b_forward          -                3     849       3     900       2     900    1411    +    2.3e-212  706.2  19.2  -
Methylococcaceae_Methylosphaera                  -          A1b_forward          -                2     901       3     900       2     900    1451    +    2.4e-212  705.4  19.0  -
Aurantimonadaceae_Aureimonas                     -          A1b_forward          -               11     852       3     900       1     900    1433    +    2.5e-212  705.9  19.0  -
Oceanospirillaceae_Oceanobacter                  -          A1b_forward          -                3     896       3     900       1     900    1452    +    3.4e-212  704.9  19.0  -
Spirillaceae_Spirillum                           -          A1b_forward          -               18     922       2     899       1     900    1447    +    5.2e-212  704.9  18.9  -
Rhodobacteraceae_Albidovulum                     -          A1b_forward          -               23     869       3     900       1     900    1443    +    6.4e-212  704.5  18.6  -
Rhodobacteraceae_Paracoccus                      -          A1b_forward          -                6     849       3     900       2     900    1403    +    6.9e-212  704.5  19.0  -
Oceanospirillales_Alkalimarinus                  -          A1b_forward          -                2     901       2     900       1     900    1464    +    8.4e-212  703.6  18.7  -
Rhodospirillaceae_Dongia                         -          A1b_forward          -               10     864       3     900       2     900    1431    +      2e-211  703.1  19.4  -
Rhodobacteraceae_Ahrensia                        -          A1b_forward          -               23     866       3     900       2     900    1474    +    2.1e-211  702.9  19.5  -
Cellvibrionaceae_Maricurvus                      -          A1b_forward          -               21     921       2     900       1     900    1500    +    2.7e-211  701.8  18.8  -
Chromobacteriaceae_Andreprevotia                 -          A1b_forward          -               40     869      72     900      51     900    1418    +      3e-211  702.1  18.5  -
Comamonadaceae_Curvibacter                       -          A1b_forward          -               23     917       2     899       1     900    1483    +    3.6e-211  701.8  19.0  -
Oceanospirillaceae_Bermanella                    -          A1b_forward          -               29     923       2     900       1     900    1533    +    5.7e-211  700.8  19.0  -
Beijerinckiaceae_Beijerinckia                    -          A1b_forward          -               16     859       3     900       2     900    1432    +    7.5e-211  700.9  19.4  -
Parvularculaceae_Parvularcula                    -          A1b_forward          -               22     866       2     900       1     900    1427    +    9.1e-211  700.9  18.6  -
Rhodobacteraceae_Thioclava                       -          A1b_forward          -               23     866       3     900       1     900    1433    +    9.8e-211  700.4  18.7  -
Phyllobacteriaceae_Pseudaminobacter              -          A1b_forward          -                3     844       3     900       2     900    1406    +    1.1e-210  700.5  19.4  -
Desulfobacteraceae_Desulfobacterium              -          A1b_forward          -               21     939       4     900       2     900    1522    +    1.6e-210  699.6  19.0  -
Rhodospirillaceae_Niveispirillum                 -          A1b_forward          -               23     873       3     900       2     900    1477    +    1.6e-210  699.9  18.5  -
Bradyrhizobiaceae_Rhodopseudomonas               -          A1b_forward          -                3     848       3     900       1     900    1464    +    1.7e-210  699.7  19.1  -
Pectobacteriaceae_Lonsdalea                      -          A1b_forward          -                1     825      78     900      78     900    1345    +    1.7e-210  699.7  17.6  -
Sphingomonadaceae_Sphingomonas                   -          A1b_forward          -               10     855       3     900       1     900    1436    +    1.9e-210  699.9  18.3  -
Comamonadaceae_Ramlibacter                       -          A1b_forward          -                9     903       2     899       1     900    1460    +    2.2e-210  699.1  18.7  -
Comamonadaceae_Caenimonas                        -          A1b_forward          -                8     902       2     899       1     900    1463    +    2.5e-210  699.0  18.9  -
Acetobacteraceae_Stella                          -          A1b_forward          -                3     849       3     900       2     900    1447    +    2.8e-210  699.3  18.5  -
Halomonadaceae_Carnimonas                        -          A1b_forward          -                8     908       2     900       1     900    1519    +    4.4e-210  698.0  18.8  -
Moraxellaceae_Perlucidibaca                      -          A1b_forward          -                9     893       2     900       1     900    1467    +    4.8e-210  697.8  18.5  -
Porticoccaceae_Porticoccus                       -          A1b_forward          -               10     905       2     900       1     900    1497    +    5.5e-210  697.7  18.7  -
Comamonadaceae_Variovorax                        -          A1b_forward          -               12     904       4     899       1     900    1481    +    5.9e-210  697.6  18.6  -
Acetobacteraceae_Acidocella                      -          A1b_forward          -                3     847       3     900       1     900    1407    +    5.9e-210  698.0  20.1  -
Peptococcaceae_Desulfotomaculum                  -          A1b_forward          -               16     907       3     900       1     900    1493    +    9.3e-210  697.1  19.8  -
Desulfuromonadaceae_Pelobacter                   -          A1b_forward          -               22     937       3     900       1     900    1542    +    9.4e-210  697.3  18.6  -
Sphingomonadaceae_Sphingorhabdus                 -          A1b_forward          -                3     847       3     900       2     900    1420    +      1e-209  697.2  18.7  -
Rhodospirillaceae_Azospirillum                   -          A1b_forward          -                1     837       8     900       8     900    1433    +    1.2e-209  697.1  18.0  -
Desulfuromonadaceae_Desulfuromonas               -          A1b_forward          -               12     929       3     900       1     900    1512    +    1.2e-209  696.8  18.6  -
Halomonadaceae_Aidingimonas                      -          A1b_forward          -                1     895       8     900       8     900    1469    +    1.5e-209  696.2  18.9  -
Halieaceae_Pseudohaliea                          -          A1b_forward          -               17     910       2     900       1     900    1485    +    1.7e-209  696.1  18.8  -
Methylococcaceae_Methylomarinum                  -          A1b_forward          -                2     903       2     900       1     900    1464    +    1.8e-209  695.9  18.6  -
Comamonadaceae_Pelomonas                         -          A1b_forward          -                1     861      29     899      29     900    1390    +    1.8e-209  696.4  18.3  -
Rhodobacteraceae_Rhodovulum                      -          A1b_forward          -                2     833      15     900      14     900    1378    +    2.9e-209  695.7  18.2  -
Pseudomonadaceae_Oblitimonas                     -          A1b_forward          -                2     908       2     900       1     900    1469    +    3.6e-209  694.9  18.8  -
Brucellaceae_Ochrobactrum                        -          A1b_forward          -               21     862       3     900       1     900    1421    +    4.1e-209  695.2  19.3  -
Erythrobacteraceae_Altererythrobacter            -          A1b_forward          -               10     854       3     900       1     900    1439    +    4.6e-209  695.2  18.5  -
Enterobacteriaceae_Mangrovibacter                -          A1b_forward          -               15     851      66     900      51     900    1368    +    7.7e-209  694.2  18.6  -
Phyllobacteriaceae_Phyllobacterium               -          A1b_forward          -                1     838       7     900       7     900    1418    +      8e-209  694.0  19.3  -
Hyphomonadaceae_Maricaulis                       -          A1b_forward          -                3     846       3     900       2     900    1422    +    8.8e-209  694.2  19.0  -
Rhodospirillaceae_Rhodospirillum                 -          A1b_forward          -               23     866       3     900       2     900    1477    +    9.5e-209  693.9  19.1  -
Rhodobiaceae_Rhodobium                           -          A1b_forward          -               13     854       3     900       2     900    1421    +    1.1e-208  693.9  19.1  -
Rhodobiaceae_Methyloligella                      -          A1b_forward          -               23     864       3     900       2     900    1444    +    1.2e-208  693.7  19.2  -
Geobacteraceae_Geobacter                         -          A1b_forward          -                3     917       3     900       1     900    1470    +      2e-208  692.7  18.5  -
Oleiphilaceae_Oleiphilus                         -          A1b_forward          -               11     901       2     900       1     900    1437    +    2.2e-208  692.4  19.1  -
Rhodobacteraceae_Pseudorhodobacter               -          A1b_forward          -               21     863       4     900       2     900    1428    +    2.6e-208  692.6  19.0  -
Comamonadaceae_Pseudorhodoferax                  -          A1b_forward          -                3     896       3     899       1     900    1477    +      3e-208  692.1  19.1  -
Rhodospirillaceae_Novispirillum                  -          A1b_forward          -                3     848       3     900       1     900    1442    +    3.1e-208  692.1  18.9  -
Rhodobacteraceae_Rhodobacter                     -          A1b_forward          -                3     846       3     900       2     900    1389    +    3.7e-208  692.1  18.8  -
Sphingomonadaceae_Novosphingobium                -          A1b_forward          -               14     860       3     900       2     900    1443    +    4.1e-208  692.0  18.4  -
Rhodobacteraceae_Gemmobacter                     -          A1b_forward          -                3     846       3     900       1     900    1399    +    6.7e-208  691.3  18.8  -
Phyllobacteriaceae_Aminobacter                   -          A1b_forward          -               11     852       3     900       1     900    1453    +    1.2e-207  690.4  19.3  -
Oceanospirillaceae_Oleibacter                    -          A1b_forward          -                2     896       2     900       1     900    1455    +    1.2e-207  689.9  19.0  -
Oceanospirillaceae_Corallomonas                  -          A1b_forward          -               12     888      25     900      14     900    1466    +    1.2e-207  689.8  18.5  -
Rhodobacteraceae_Amaricoccus                     -          A1b_forward          -               22     865       3     900       2     900    1428    +    1.3e-207  690.3  19.2  -
Rhizobiaceae_Agrobacterium                       -          A1b_forward          -                3     844       3     900       1     900    1400    +    1.6e-207  690.1  19.5  -
Phyllobacteriaceae_Hoeflea                       -          A1b_forward          -                3     844       3     900       1     900    1430    +    1.7e-207  690.0  19.3  -
Halomonadaceae_Zymobacter                        -          A1b_forward          -                1     898       5     900       5     900    1509    +    1.8e-207  689.3  18.9  -
Rhodobacteraceae_Defluviimonas                   -          A1b_forward          -                3     846       3     900       1     900    1389    +    1.8e-207  689.8  18.3  -
Pseudomonadaceae_Thiopseudomonas                 -          A1b_forward          -               22     924       2     900       1     900    1505    +    2.3e-207  689.0  18.8  -
Rhodospirillaceae_Skermanella                    -          A1b_forward          -                3     847       3     900       1     900    1409    +    2.6e-207  689.4  17.9  -
Rhodobacteraceae_Albimonas                       -          A1b_forward          -               23     866       3     900       2     900    1429    +    2.8e-207  689.1  18.0  -
Acetobacteraceae_Neokomagataea                   -          A1b_forward          -               23     869       3     900       2     900    1437    +    3.1e-207  689.2  19.3  -
Acetobacteraceae_Gluconacetobacter               -          A1b_forward          -                3     849       3     900       2     900    1418    +    3.2e-207  689.2  19.1  -
Rhizobiaceae_Kaistia                             -          A1b_forward          -                8     849       3     900       1     900    1398    +    3.4e-207  689.0  19.1  -
Granulosicoccaceae_Sulfuriflexus                 -          A1b_forward          -                2     905       2     900       1     900    1464    +    4.5e-207  688.0  18.8  -
Acetobacteraceae_Tanticharoenia                  -          A1b_forward          -                3     849       3     900       2     900    1414    +    4.7e-207  688.5  19.2  -
Ruminococcaceae_Ruminococcus                     -          A1b_forward          -                1     880      13     900      13     900    1394    +      5e-207  688.1  19.3  -
Hyphomicrobiaceae_Pedomicrobium                  -          A1b_forward          -               14     857       3     900       2     900    1400    +    5.1e-207  688.3  19.3  -
Ectothiorhodospiraceae_Alkalispirillum           -          A1b_forward          -                2     903       2     900       1     900    1464    +    5.8e-207  687.8  18.7  -
Halieaceae_Congregibacter                        -          A1b_forward          -               11     904       2     900       1     900    1416    +    7.3e-207  687.3  18.9  -
Hyphomicrobiaceae_Pelagibacterium                -          A1b_forward          -                3     846       3     900       2     900    1408    +      8e-207  687.6  18.9  -
Acetobacteraceae_Komagataeibacter                -          A1b_forward          -               15     861       3     900       2     900    1456    +    8.1e-207  687.8  19.2  -
Desulfohalobiaceae_Desulfohalobium               -          A1b_forward          -               14     922       4     900       2     900    1506    +    8.2e-207  687.2  19.1  -
Comamonadaceae_Lampropedia                       -          A1b_forward          -               22     918       3     899       1     900    1488    +    1.2e-206  686.8  18.4  -
Rhodobacteraceae_Roseibium                       -          A1b_forward          -               22     862       3     900       1     900    1397    +    1.3e-206  687.1  19.0  -
Xanthobacteraceae_Azorhizobium                   -          A1b_forward          -               12     853       3     900       1     900    1449    +    1.4e-206  686.9  19.2  -
Rhizobiales_Amorphus                             -          A1b_forward          -                2     845       3     900       2     900    1427    +    1.6e-206  686.7  19.0  -
Aurantimonadaceae_Fulvimarina                    -          A1b_forward          -               24     867       3     900       2     900    1453    +    1.7e-206  686.5  19.3  -
Phyllobacteriaceae_Mesorhizobium                 -          A1b_forward          -                2     834      12     900      11     900    1403    +    1.9e-206  686.4  19.5  -
Ectothiorhodospiraceae_Oceanococcus              -          A1b_forward          -               22     923       2     900       1     900    1505    +    2.4e-206  685.7  18.7  -
Xanthobacteraceae_Xanthobacter                   -          A1b_forward          -                2     838       9     900       8     900    1413    +    2.6e-206  685.9  19.3  -
Kordiimonadaceae_Kordiimonas                     -          A1b_forward          -                3     857       3     900       2     900    1421    +      3e-206  685.8  18.8  -
Aurantimonadaceae_Martelella                     -          A1b_forward          -               23     864       3     900       1     900    1443    +    3.4e-206  685.8  18.8  -
Rhizobiales_Bauldia                              -          A1b_forward          -               13     870       3     900       2     900    1446    +    3.8e-206  685.5  18.9  -
Rhodospirillaceae_Rhodovibrio                    -          A1b_forward          -               18     866       3     900       1     900    1480    +      4e-206  685.4  18.2  -
Erythrobacteraceae_Porphyrobacter                -          A1b_forward          -               23     867       3     900       2     900    1477    +      4e-206  685.3  18.7  -
Saccharospirillaceae_Gynuella                    -          A1b_forward          -               22     923       2     900       1     900    1503    +    6.2e-206  684.2  18.8  -
Acetobacteraceae_Acidiphilium                    -          A1b_forward          -                3     856       3     900       2     900    1418    +      9e-206  684.2  20.0  -
Halomonadaceae_Halovibrio                        -          A1b_forward          -                1     887       6     900       6     900    1439    +    9.2e-206  683.7  19.2  -
Methylobacteriaceae_Methylobacterium             -          A1b_forward          -                1     846       3     900       3     900    1424    +    1.2e-205  683.7  19.0  -
Comamonadaceae_Limnohabitans                     -          A1b_forward          -                2     887      11     899      10     900    1500    +    1.2e-205  683.3  19.0  -
Bartonellaceae_Bartonella                        -          A1b_forward          -                3     847       3     900       1     900    1410    +    1.4e-205  683.5  18.9  -
Hydrogenophilaceae_Tepidiphilus                  -          A1b_forward          -                3     899       3     899       1     900    1459    +    1.7e-205  683.2  19.1  -
Desulfobacteraceae_Desulfofaba                   -          A1b_forward          -               16     935       3     900       1     900    1512    +    1.9e-205  682.9  18.9  -
Oceanospirillaceae_Bacterioplanoides             -          A1b_forward          -               22     921       2     900       1     900    1500    +    1.9e-205  682.7  18.9  -
Halieaceae_Chromatocurvus                        -          A1b_forward          -               18     911       2     900       1     900    1523    +    2.1e-205  682.5  18.8  -
Rhodobacteraceae_Jannaschia                      -          A1b_forward          -                3     844       3     900       2     900    1396    +    2.1e-205  682.9  18.8  -
Oceanospirillaceae_Balneatrix                    -          A1b_forward          -               13     915       2     900       1     900    1395    +    2.3e-205  682.5  18.8  -
Acetobacteraceae_Asaia                           -          A1b_forward          -                3     849       3     900       2     900    1411    +    2.4e-205  682.9  19.7  -
Rhodobacteraceae_Oceanicola                      -          A1b_forward          -               20     863       3     900       2     900    1421    +    2.7e-205  682.5  18.8  -
Oceanospirillaceae_Pseudospirillum               -          A1b_forward          -                2     899       2     900       1     900    1459    +    2.9e-205  682.2  18.8  -
Piscirickettsiaceae_Cycloclasticus               -          A1b_forward          -               20     919       2     900       1     900    1494    +    4.2e-205  681.4  18.7  -
Erythrobacteraceae_Erythrobacter                 -          A1b_forward          -                3     845       5     900       3     900    1442    +    4.7e-205  681.9  18.7  -
Methylococcaceae_Methyloparacoccus               -          A1b_forward          -                2     899       2     900       1     900    1451    +    7.1e-205  680.8  18.8  -
Chromatiaceae_Thioflavicoccus                    -          A1b_forward          -                2     898       2     900       1     900    1469    +    8.1e-205  680.7  18.6  -
Rhizobiaceae_Pararhizobium                       -          A1b_forward          -               23     864       3     900       1     900    1477    +    8.4e-205  680.9  19.3  -
Rhodobiaceae_Rhodoligotrophos                    -          A1b_forward          -               23     876       3     900       2     900    1487    +    9.2e-205  680.8  19.3  -
Brucellaceae_Mycoplana                           -          A1b_forward          -                4     845       3     900       2     900    1438    +    9.4e-205  680.8  19.3  -
Syntrophomonadaceae_Syntrophomonas               -          A1b_forward          -               20     943       3     900       2     900    1529    +    9.7e-205  680.4  18.7  -
Desulfobulbaceae_Desulfocapsa                    -          A1b_forward          -                3     918       3     900       2     900    1482    +      1e-204  680.3  19.0  -
Rhodobacteraceae_Celeribacter                    -          A1b_forward          -               20     862       3     900       2     900    1428    +    1.5e-204  680.1  19.0  -
Haliangiaceae_Haliangium                         -          A1b_forward          -               19     934       3     900       2     900    1507    +    1.5e-204  680.0  18.3  -
Rhodobacteraceae_Loktanella                      -          A1b_forward          -                3     846       3     900       2     900    1385    +    1.6e-204  680.1  18.8  -
Rhizobiaceae_Ensifer                             -          A1b_forward          -                3     844       3     900       1     900    1437    +    1.7e-204  680.0  19.4  -
Chelatococcaceae_Camelimonas                     -          A1b_forward          -               22     865       3     900       2     900    1446    +    1.8e-204  680.1  18.8  -
Rhodobacteraceae_Confluentimicrobium             -          A1b_forward          -               22     865       3     900       2     900    1455    +    1.8e-204  679.8  18.8  -
Rhodobacteraceae_Roseovarius                     -          A1b_forward          -                5     848       3     900       2     900    1415    +    2.4e-204  679.3  18.8  -
Rhodospirillaceae_Oceanibaculum                  -          A1b_forward          -               23     867       3     900       2     900    1451    +    2.5e-204  679.3  19.3  -
Rhizobiaceae_Shinella                            -          A1b_forward          -                9     850       3     900       2     900    1418    +    3.7e-204  678.9  19.4  -
Woeseiaceae_Woeseia                              -          A1b_forward          -               11     912       2     899       1     900    1476    +    4.8e-204  678.0  18.6  -
Halobacteriovoracaceae_Halobacteriovorax         -          A1b_forward          -                3     917       3     900       2     900    1480    +    5.3e-204  678.1  19.0  -
Hyphomicrobiaceae_Rhodoplanes                    -          A1b_forward          -               23     868       3     900       1     900    1451    +    6.6e-204  678.0  19.3  -
Litoricolaceae_Litoribrevibacter                 -          A1b_forward          -                2     902       2     900       1     900    1465    +    7.7e-204  677.3  18.8  -
Desulfobulbaceae_Desulforhopalus                 -          A1b_forward          -                3     903       3     900       2     900    1498    +    8.4e-204  677.6  19.1  -
Caulobacteraceae_Brevundimonas                   -          A1b_forward          -                3     846       3     900       2     900    1415    +      9e-204  677.5  18.5  -
Rhodobacteraceae_Pseudooceanicola                -          A1b_forward          -               23     866       3     900       1     900    1429    +      1e-203  677.2  18.6  -
Rhodospirillaceae_Insolitispirillum              -          A1b_forward          -                3     846       3     900       2     900    1442    +    1.1e-203  677.2  19.0  -
Thioalkalispiraceae_Endothiovibrio               -          A1b_forward          -               22     923       2     900       1     900    1530    +    1.1e-203  676.8  18.8  -
Cohaesibacteraceae_Cohaesibacter                 -          A1b_forward          -               22     865       3     900       1     900    1425    +    1.5e-203  676.8  18.8  -
Spirochaetaceae_Spirochaeta                      -          A1b_forward          -               14     913       3     900       2     900    1495    +    1.8e-203  676.4  19.2  -
Cellvibrionaceae_Marinibactrum                   -          A1b_forward          -                2     895       2     900       1     900    1451    +    1.9e-203  676.0  18.6  -
Sneathiellaceae_Sneathiella                      -          A1b_forward          -                8     861       3     900       2     900    1453    +    2.1e-203  676.3  19.3  -
Rhodobacteraceae_Ruegeria                        -          A1b_forward          -                3     846       3     900       2     900    1386    +    2.3e-203  676.1  18.9  -
Aurantimonadaceae_Aurantimonas                   -          A1b_forward          -               13     856       3     900       2     900    1410    +    2.4e-203  676.2  19.5  -
Oceanospirillaceae_Oceaniserpentilla             -          A1b_forward          -               25     925       2     900       1     900    1475    +    2.4e-203  675.6  18.8  -
Erythrobacteraceae_Croceicoccus                  -          A1b_forward          -               23     867       3     900       1     900    1477    +    2.5e-203  676.1  18.0  -
Rhodospirillaceae_Reyranella                     -          A1b_forward          -                8     853       3     900       2     900    1429    +    2.5e-203  676.0  19.1  -
Gammaproteobacteria_Thiolapillus                 -          A1b_forward          -                1     896       7     900       7     900    1363    +    2.9e-203  675.5  18.8  -
Oceanospirillales_Salinispirillum                -          A1b_forward          -                1     876      24     900      24     900    1417    +    4.5e-203  674.6  18.4  -
Methylocystaceae_Methylopila                     -          A1b_forward          -               23     864       3     900       1     900    1425    +    4.6e-203  675.1  19.4  -
Sphingomonadaceae_Sphingopyxis                   -          A1b_forward          -               12     856       3     900       1     900    1436    +    4.6e-203  675.2  18.2  -
Ruminococcaceae_Acetivibrio                      -          A1b_forward          -               17     919       3     900       2     900    1529    +    4.8e-203  674.9  19.2  -
Xanthobacteraceae_Labrys                         -          A1b_forward          -                3     844       3     900       2     900    1409    +    5.3e-203  674.9  18.9  -
Methylocystaceae_Methylocystis                   -          A1b_forward          -               14     857       3     900       2     900    1426    +    5.3e-203  674.9  19.2  -
Rhodobacteraceae_Amylibacter                     -          A1b_forward          -                3     846       3     900       2     900    1423    +    6.9e-203  674.6  19.0  -
Rhodobacteraceae_Labrenzia                       -          A1b_forward          -               23     866       3     900       1     900    1447    +    7.1e-203  674.6  18.8  -
Desulfobulbaceae_Desulfobulbus                   -          A1b_forward          -                4     916       3     900       1     900    1456    +    8.1e-203  674.1  18.5  -
Moraxellaceae_Cavicella                          -          A1b_forward          -               22     855      69     900      49     900    1423    +    9.6e-203  673.6  18.5  -
Brucellaceae_Pseudochrobactrum                   -          A1b_forward          -                1     842       5     900       5     900    1400    +    1.1e-202  674.0  19.3  -
Beijerinckiaceae_Methylocella                    -          A1b_forward          -                3     846       3     900       2     900    1406    +    1.4e-202  673.5  19.4  -
Rhodobacteraceae_Thalassobius                    -          A1b_forward          -                3     846       3     900       2     900    1389    +    1.9e-202  673.2  18.9  -
Rhodobacteraceae_Roseivivax                      -          A1b_forward          -               11     854       3     900       1     900    1405    +      2e-202  673.1  18.4  -
Xanthobacteraceae_Pseudoxanthobacter             -          A1b_forward          -               26     869       3     900       2     900    1456    +    2.1e-202  672.9  19.0  -
Chromatiaceae_Thiococcus                         -          A1b_forward          -                2     898       2     900       1     900    1470    +    2.2e-202  672.6  18.7  -
Rhodobacteraceae_Haematobacter                   -          A1b_forward          -               17     860       3     900       2     900    1414    +    2.4e-202  672.8  18.8  -
Sphingomonadaceae_Polymorphobacter               -          A1b_forward          -                2     846       4     900       3     900    1431    +    3.1e-202  672.6  19.2  -
Piscirickettsiaceae_Piscirickettsia              -          A1b_forward          -               22     926       2     900       1     900    1534    +    3.4e-202  671.8  18.8  -
Chromatiaceae_Thiobaca                           -          A1b_forward          -                3     887       6     900       4     900    1370    +    3.6e-202  672.0  18.9  -
Ectothiorhodospiraceae_Natronocella              -          A1b_forward          -                1     877      23     900      23     900    1425    +    3.9e-202  671.7  18.9  -
Chelatococcaceae_Chelatococcus                   -          A1b_forward          -                3     846       3     900       2     900    1430    +    4.7e-202  671.8  19.0  -
Acidiferrobacteraceae_Acidiferrobacter           -          A1b_forward          -               22     914       2     900       1     900    1475    +    5.3e-202  671.3  18.9  -
Halieaceae_Marimicrobium                         -          A1b_forward          -               10     903       2     900       1     900    1512    +    6.8e-202  670.9  18.7  -
Comamonadaceae_Verminephrobacter                 -          A1b_forward          -               20     918       3     899       1     900    1469    +    7.3e-202  670.8  19.4  -
Rhodobacteraceae_Pseudoruegeria                  -          A1b_forward          -                3     846       3     900       2     900    1412    +    7.7e-202  671.1  19.0  -
Ferrimonadaceae_Paraferrimonas                   -          A1b_forward          -                2     902       2     900       1     900    1463    +    8.4e-202  670.5  18.8  -
Caulobacteraceae_Asticcacaulis                   -          A1b_forward          -                3     844       3     900       2     900    1401    +    9.5e-202  670.9  19.0  -
Phyllobacteriaceae_Pseudahrensia                 -          A1b_forward          -                3     846       3     900       2     900    1441    +    1.1e-201  670.7  19.2  -
Hyphomicrobiaceae_Angulomicrobium                -          A1b_forward          -                3     844       3     900       2     900    1409    +    1.1e-201  670.7  19.6  -
Beijerinckiaceae_Methylocapsa                    -          A1b_forward          -               20     863       3     900       2     900    1419    +    1.2e-201  670.4  19.4  -
Ectothiorhodospiraceae_Thiogranum                -          A1b_forward          -                9     913       2     900       1     900    1508    +    1.2e-201  670.2  18.8  -
Rhodobacteraceae_Maritimibacter                  -          A1b_forward          -               23     866       3     900       2     900    1430    +    1.3e-201  670.3  18.6  -
Chromatiaceae_Chromatium                         -          A1b_forward          -               22     910       2     900       1     900    1391    +    1.3e-201  670.1  18.9  -
Methylocystaceae_Methylosinus                    -          A1b_forward          -                3     848       3     900       2     900    1410    +    1.7e-201  670.0  19.1  -
