# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B05_045_2017_1 -               30     896      13     877       1     879    1526    +    8.3e-305 1012.3  22.4  -
Desulfobulbaceae_Desulfopila                     -          LKAP-GUTHK2_B05_045_2017_1 -               43     887      17     877       1     879    1512    +    5.1e-169  562.0  21.0  -
Haliangiaceae_Haliangium                         -          LKAP-GUTHK2_B05_045_2017_1 -               32     894      12     877       3     879    1507    +    6.1e-169  562.0  21.2  -
Microbacteriaceae_Leifsonia                      -          LKAP-GUTHK2_B05_045_2017_1 -               32     855      17     877       1     879    1477    +    6.6e-169  561.7  20.2  -
Eubacteriaceae_Acetobacterium                    -          LKAP-GUTHK2_B05_045_2017_1 -               22     841      19     877       3     879    1470    +    9.9e-169  561.3  20.4  -
Thermomonosporaceae_Actinoallomurus              -          LKAP-GUTHK2_B05_045_2017_1 -               23     838      18     877       2     879    1459    +      1e-168  561.2  20.1  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-GUTHK2_B05_045_2017_1 -               25     837      78     877      58     879    1439    +    1.2e-168  560.9  18.0  -
Sporichthyaceae_Sporichthya                      -          LKAP-GUTHK2_B05_045_2017_1 -               22     839      17     877       2     879    1472    +    1.2e-168  561.0  20.2  -
Carnobacteriaceae_Desemzia                       -          LKAP-GUTHK2_B05_045_2017_1 -               23     880      12     877       1     881    1505    +    1.3e-168  560.6  21.4  -
Haloplasmataceae_Haloplasma                      -          LKAP-GUTHK2_B05_045_2017_1 -               18     850      12     877       1     880    1345    +    1.4e-168  560.8  21.1  -
Calditrichaeota_Caldithrix                       -          LKAP-GUTHK2_B05_045_2017_1 -               24     881      13     877       1     879    1504    +    1.5e-168  560.7  21.4  -
Lachnospiraceae_Coprococcus                      -          LKAP-GUTHK2_B05_045_2017_1 -               17     840      13     877       2     881    1440    +    1.7e-168  560.6  19.8  -
Desulfobulbaceae_Desulfobulbus                   -          LKAP-GUTHK2_B05_045_2017_1 -               23     876      17     877       2     879    1456    +    2.5e-168  559.8  20.6  -
Sporomusaceae_Pelosinus                          -          LKAP-GUTHK2_B05_045_2017_1 -               36     892      13     877       1     879    1550    +    3.1e-168  558.8  20.9  -
Thermoanaerobacteraceae_Carboxydothermus         -          LKAP-GUTHK2_B05_045_2017_1 -               17     889       8     877       1     879    1499    +    3.2e-168  559.4  22.9  -
Heliobacteriaceae_Heliorestis                    -          LKAP-GUTHK2_B05_045_2017_1 -               40     865      16     877       1     879    1517    +      4e-168  559.3  19.1  -
Micrococcaceae_Kocuria                           -          LKAP-GUTHK2_B05_045_2017_1 -               30     861      18     877       1     879    1480    +    4.4e-168  559.1  20.9  -
Rhodospirillaceae_Azospirillum                   -          LKAP-GUTHK2_B05_045_2017_1 -               13     797      16     877       4     879    1433    +    4.5e-168  559.3  18.6  -
Desulfobulbaceae_Desulfotalea                    -          LKAP-GUTHK2_B05_045_2017_1 -               35     881      17     877       2     879    1486    +    5.6e-168  558.6  20.4  -
Bacillales_Ammoniibacillus                       -          LKAP-GUTHK2_B05_045_2017_1 -               17     887      12     877       1     880    1523    +    7.8e-168  558.3  22.0  -
Clostridiaceae_Paeniclostridium                  -          LKAP-GUTHK2_B05_045_2017_1 -               25     824      12     877       1     879    1461    +    8.2e-168  558.2  19.5  -
Caulobacteraceae_Phenylobacterium                -          LKAP-GUTHK2_B05_045_2017_1 -               27     814      13     877       2     879    1433    +    1.2e-167  557.7  19.3  -
Thermoanaerobacteraceae_Caldanaerobius           -          LKAP-GUTHK2_B05_045_2017_1 -               31     850      12     877       1     879    1448    +    1.2e-167  557.8  20.2  -
Erysipelotrichaceae_Turicibacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               37     857      12     877       1     880    1508    +    1.5e-167  557.4  21.1  -
Desulfobacteraceae_Desulfonema                   -          LKAP-GUTHK2_B05_045_2017_1 -               26     886      17     877       2     879    1506    +    1.7e-167  557.1  21.4  -
Syntrophobacteraceae_Syntrophobacter             -          LKAP-GUTHK2_B05_045_2017_1 -               17     879      13     875       2     879    1504    +    1.8e-167  557.3  21.9  -
Micromonosporaceae_Actinoplanes                  -          LKAP-GUTHK2_B05_045_2017_1 -               23     838      18     877       2     879    1474    +    2.2e-167  556.8  20.5  -
Conexibacteraceae_Conexibacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               36     889      12     877       1     879    1536    +    2.5e-167  556.3  21.5  -
Erythrobacteraceae_Altererythrobacter            -          LKAP-GUTHK2_B05_045_2017_1 -               28     814      16     877       2     879    1439    +    2.8e-167  556.7  17.9  -
Enterococcaceae_Melissococcus                    -          LKAP-GUTHK2_B05_045_2017_1 -                1     786      95     877      95     881    1401    +    3.3e-167  556.0  14.8  -
Jiangellaceae_Phytoactinopolyspora               -          LKAP-GUTHK2_B05_045_2017_1 -               42     864      16     877       1     879    1519    +    3.5e-167  556.1  21.1  -
Pseudonocardiaceae_Actinokineospora              -          LKAP-GUTHK2_B05_045_2017_1 -               18     839      13     877       1     879    1474    +    5.1e-167  555.6  20.6  -
Thermoactinomycetaceae_Paludifilum               -          LKAP-GUTHK2_B05_045_2017_1 -               17     875      12     877       1     880    1362    +    5.8e-167  555.5  21.5  -
Aerococcaceae_Abiotrophia                        -          LKAP-GUTHK2_B05_045_2017_1 -               37     897      12     877       1     880    1411    +    7.5e-167  554.9  21.4  -
Rhodospirillaceae_Dongia                         -          LKAP-GUTHK2_B05_045_2017_1 -               27     824      16     877       2     879    1431    +    7.6e-167  555.3  19.1  -
Bogoriellaceae_Georgenia                         -          LKAP-GUTHK2_B05_045_2017_1 -               24     851      15     877       1     879    1471    +    7.8e-167  554.9  21.2  -
Microbacteriaceae_Humibacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               11     841      15     877       5     879    1451    +    8.9e-167  554.6  20.6  -
Pseudonocardiaceae_Saccharopolyspora             -          LKAP-GUTHK2_B05_045_2017_1 -               13     840      17     877       5     879    1455    +      1e-166  554.6  20.5  -
Nakamurellaceae_Nakamurella                      -          LKAP-GUTHK2_B05_045_2017_1 -               23     840      18     877       2     879    1462    +    1.1e-166  554.4  20.2  -
Microbacteriaceae_Zimmermannella                 -          LKAP-GUTHK2_B05_045_2017_1 -               42     864      17     877       1     879    1484    +    1.4e-166  554.1  20.7  -
Nocardiopsaceae_Thermobifida                     -          LKAP-GUTHK2_B05_045_2017_1 -               21     855      17     877       2     879    1481    +    1.4e-166  554.2  20.5  -
Thermomonosporaceae_Actinocorallia               -          LKAP-GUTHK2_B05_045_2017_1 -               23     831      18     877       2     879    1487    +    1.5e-166  553.8  20.1  -
Syntrophomonadaceae_Thermosyntropha              -          LKAP-GUTHK2_B05_045_2017_1 -               37     911      12     877       1     879    1546    +      2e-166  553.5  22.5  -
Selenomonadaceae_Propionispira                   -          LKAP-GUTHK2_B05_045_2017_1 -                3     813      80     877      78     879    1448    +    2.3e-166  553.3  17.3  -
Microbacteriaceae_Microbacterium                 -          LKAP-GUTHK2_B05_045_2017_1 -               20     845      16     877       2     879    1457    +    2.7e-166  553.2  20.7  -
Micrococcaceae_Sinomonas                         -          LKAP-GUTHK2_B05_045_2017_1 -               42     866      18     877       1     880    1489    +    2.9e-166  553.0  21.1  -
Streptosporangiaceae_Nonomuraea                  -          LKAP-GUTHK2_B05_045_2017_1 -               23     834      18     877       2     879    1465    +    3.3e-166  552.7  19.9  -
Micrococcaceae_Nesterenkonia                     -          LKAP-GUTHK2_B05_045_2017_1 -               39     865      15     877       1     879    1488    +    4.8e-166  552.3  20.8  -
Micromonosporaceae_Plantactinospora              -          LKAP-GUTHK2_B05_045_2017_1 -               39     858      15     877       1     879    1509    +    5.7e-166  552.0  20.9  -
Desulfobulbaceae_Desulfocapsa                    -          LKAP-GUTHK2_B05_045_2017_1 -               21     878      17     877       1     879    1482    +    5.9e-166  551.8  21.2  -
Micromonosporaceae_Micromonospora                -          LKAP-GUTHK2_B05_045_2017_1 -               40     854      18     877       1     879    1479    +    6.6e-166  551.9  20.4  -
Nocardiaceae_Rhodococcus                         -          LKAP-GUTHK2_B05_045_2017_1 -               22     839      17     877       2     879    1465    +    7.1e-166  551.9  20.8  -
Phyllobacteriaceae_Chelativorans                 -          LKAP-GUTHK2_B05_045_2017_1 -               25     814      13     877       1     879    1409    +    7.2e-166  552.0  20.0  -
Thermoactinomycetaceae_Novibacillus              -          LKAP-GUTHK2_B05_045_2017_1 -               17     882      12     877       1     880    1481    +    7.3e-166  551.9  22.4  -
Pseudonocardiaceae_Lentzea                       -          LKAP-GUTHK2_B05_045_2017_1 -               36     856      13     877       1     879    1489    +    7.4e-166  551.7  20.3  -
Pseudonocardiaceae_Umezawaea                     -          LKAP-GUTHK2_B05_045_2017_1 -               48     864      17     877       1     879    1510    +    8.3e-166  551.4  20.2  -
Gammaproteobacteria_Thiohalomonas                -          LKAP-GUTHK2_B05_045_2017_1 -               13     859      16     877       4     879    1483    +    1.1e-165  550.9  20.3  -
Glycomycetaceae_Stackebrandtia                   -          LKAP-GUTHK2_B05_045_2017_1 -               45     863      17     877       1     879    1517    +    1.1e-165  551.1  20.9  -
Microbacteriaceae_Gryllotalpicola                -          LKAP-GUTHK2_B05_045_2017_1 -               32     860      17     877       1     879    1431    +    1.2e-165  551.1  21.0  -
Thermoanaerobacterales_Caldicellulosiruptor      -          LKAP-GUTHK2_B05_045_2017_1 -               34     884      12     877       1     879    1517    +    1.2e-165  551.0  22.0  -
Micromonosporaceae_Dactylosporangium             -          LKAP-GUTHK2_B05_045_2017_1 -               35     852      17     877       1     879    1470    +    1.4e-165  550.7  20.5  -
Micrococcaceae_Enteractinococcus                 -          LKAP-GUTHK2_B05_045_2017_1 -               43     881      12     877       1     879    1542    +    1.7e-165  550.3  21.6  -
Pseudonocardiaceae_Lechevalieria                 -          LKAP-GUTHK2_B05_045_2017_1 -               24     841      16     877       1     879    1472    +    1.8e-165  550.5  20.2  -
Micrococcaceae_Paenarthrobacter                  -          LKAP-GUTHK2_B05_045_2017_1 -               35     854      18     877       2     879    1484    +      2e-165  550.2  19.8  -
Lachnospiraceae_Anaerostipes                     -          LKAP-GUTHK2_B05_045_2017_1 -               22     857      17     877       2     881    1436    +      2e-165  550.3  21.2  -
Thermoactinomycetaceae_Salinithrix               -          LKAP-GUTHK2_B05_045_2017_1 -               41     892      16     877       1     880    1509    +      2e-165  550.4  21.2  -
Methylococcaceae_Methylomicrobium                -          LKAP-GUTHK2_B05_045_2017_1 -               44     876      19     877       2     879    1467    +    2.1e-165  550.1  19.8  -
Parviterribacteraceae_Parviterribacter           -          LKAP-GUTHK2_B05_045_2017_1 -               21     854      17     877       2     879    1456    +    2.2e-165  550.1  21.0  -
Lachnospiraceae_Hespellia                        -          LKAP-GUTHK2_B05_045_2017_1 -               15     846      19     877       6     881    1470    +    2.2e-165  550.1  20.0  -
Brucellaceae_Ochrobactrum                        -          LKAP-GUTHK2_B05_045_2017_1 -               38     822      16     877       1     879    1421    +    3.1e-165  549.8  19.4  -
Halobacteroidaceae_Halobacteroides               -          LKAP-GUTHK2_B05_045_2017_1 -               15     843      19     875       6     879    1471    +    3.3e-165  549.5  20.2  -
Pseudonocardiaceae_Actinophytocola               -          LKAP-GUTHK2_B05_045_2017_1 -               26     840      18     877       1     879    1475    +    3.6e-165  549.5  20.6  -
Micromonosporaceae_Pilimelia                     -          LKAP-GUTHK2_B05_045_2017_1 -               35     854      17     877       1     879    1472    +    4.6e-165  549.0  20.7  -
Halanaerobiaceae_Halanaerobium                   -          LKAP-GUTHK2_B05_045_2017_1 -               29     892      17     875       1     879    1503    +    4.9e-165  548.9  21.6  -
Carnobacteriaceae_Atopostipes                    -          LKAP-GUTHK2_B05_045_2017_1 -               41     893      15     877       1     881    1546    +    5.3e-165  548.8  21.4  -
Pseudomonadaceae_Pseudomonas                     -          LKAP-GUTHK2_B05_045_2017_1 -               25     868      13     877       2     879    1502    +    5.4e-165  548.8  20.8  -
Thiotrichales_Caedibacter                        -          LKAP-GUTHK2_B05_045_2017_1 -               40     843      16     877       2     879    1500    +    5.4e-165  548.5  19.7  -
Erythrobacteraceae_Erythrobacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               19     805      16     877       3     879    1442    +    5.6e-165  549.0  18.1  -
Microbacteriaceae_Okibacterium                   -          LKAP-GUTHK2_B05_045_2017_1 -               50     872      17     877       1     879    1529    +    6.3e-165  548.5  20.8  -
Microbacteriaceae_Rathayibacter                  -          LKAP-GUTHK2_B05_045_2017_1 -               23     846      18     877       2     879    1467    +    6.6e-165  548.3  20.7  -
Sphingomonadaceae_Novosphingobium                -          LKAP-GUTHK2_B05_045_2017_1 -               30     820      15     877       1     879    1443    +    7.2e-165  548.6  18.9  -
Pseudonocardiaceae_Saccharomonospora             -          LKAP-GUTHK2_B05_045_2017_1 -               31     855      17     877       1     879    1498    +    7.5e-165  548.3  20.6  -
Selenomonadaceae_Pectinatus                      -          LKAP-GUTHK2_B05_045_2017_1 -               43     890      18     877       1     879    1511    +    8.3e-165  548.1  20.6  -
Methylobacteriaceae_Methylobacterium             -          LKAP-GUTHK2_B05_045_2017_1 -               15     806      12     877       1     879    1424    +    8.7e-165  548.2  19.7  -
Syntrophaceae_Desulfomonile                      -          LKAP-GUTHK2_B05_045_2017_1 -               34     898      12     877       1     879    1523    +      1e-164  548.0  21.6  -
Microbacteriaceae_Cryobacterium                  -          LKAP-GUTHK2_B05_045_2017_1 -               33     866      17     877       1     879    1457    +    1.3e-164  547.6  20.4  -
Microbacteriaceae_Curtobacterium                 -          LKAP-GUTHK2_B05_045_2017_1 -               35     858      16     877       1     879    1505    +    1.6e-164  547.2  20.3  -
Thermomonosporaceae_Thermomonospora              -          LKAP-GUTHK2_B05_045_2017_1 -               50     883      17     877       1     879    1548    +    1.8e-164  547.0  20.2  -
Acidaminococcaceae_Phascolarctobacterium         -          LKAP-GUTHK2_B05_045_2017_1 -              167     978      79     877      59     880    1610    +    1.8e-164  546.8  17.9  -
Erythrobacteraceae_Porphyrobacter                -          LKAP-GUTHK2_B05_045_2017_1 -               40     827      16     877       2     879    1477    +    2.1e-164  547.0  18.0  -
Micromonosporaceae_Phytohabitans                 -          LKAP-GUTHK2_B05_045_2017_1 -               21     838      17     877       2     879    1468    +    2.1e-164  546.9  20.7  -
Lachnospiraceae_Roseburia                        -          LKAP-GUTHK2_B05_045_2017_1 -               34     868      17     877       1     881    1470    +    2.5e-164  546.5  20.6  -
Selenomonadaceae_Mitsuokella                     -          LKAP-GUTHK2_B05_045_2017_1 -               38     896      19     877       1     879    1543    +    3.3e-164  546.0  20.0  -
Frankiales_Motilibacter                          -          LKAP-GUTHK2_B05_045_2017_1 -               28     847      17     877       1     879    1425    +      4e-164  546.1  20.9  -
Clostridiales_Mogibacterium                      -          LKAP-GUTHK2_B05_045_2017_1 -               35     870      13     877       1     879    1477    +    4.1e-164  545.8  20.8  -
Micromonosporaceae_Salinispora                   -          LKAP-GUTHK2_B05_045_2017_1 -               41     858      17     877       1     879    1479    +    4.2e-164  545.9  20.7  -
Spirochaetaceae_Pleomorphochaeta                 -          LKAP-GUTHK2_B05_045_2017_1 -               44     888      17     877       1     880    1492    +    4.5e-164  545.7  21.6  -
Deltaproteobacteria_Deferrisoma                  -          LKAP-GUTHK2_B05_045_2017_1 -               17     808      79     877      59     879    1322    +    4.8e-164  545.8  18.3  -
Lachnospiraceae_Anaerocolumna                    -          LKAP-GUTHK2_B05_045_2017_1 -               31     862      18     877       1     881    1478    +    5.1e-164  545.5  21.4  -
Frankiaceae_Frankia                              -          LKAP-GUTHK2_B05_045_2017_1 -               47     859      16     877       1     879    1510    +    5.7e-164  545.7  20.4  -
Intrasporangiaceae_Ornithinimicrobium            -          LKAP-GUTHK2_B05_045_2017_1 -               17     839      17     877       3     879    1447    +    5.8e-164  545.3  20.6  -
Sporolactobacillaceae_Sinobaca                   -          LKAP-GUTHK2_B05_045_2017_1 -               42     928      12     877       2     880    1531    +    6.1e-164  545.3  22.5  -
Caulobacteraceae_Brevundimonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               18     806      14     877       2     879    1415    +    6.1e-164  545.5  18.8  -
Nocardioidaceae_Tenggerimyces                    -          LKAP-GUTHK2_B05_045_2017_1 -               57     872      17     877       1     879    1526    +    6.2e-164  545.0  20.5  -
Pseudonocardiaceae_Alloactinosynnema             -          LKAP-GUTHK2_B05_045_2017_1 -                5     827      11     877       7     879    1442    +    6.2e-164  545.5  19.8  -
Micromonosporaceae_Catenuloplanes                -          LKAP-GUTHK2_B05_045_2017_1 -               32     849      17     877       1     879    1459    +    6.4e-164  545.3  20.5  -
Pseudonocardiaceae_Saccharothrix                 -          LKAP-GUTHK2_B05_045_2017_1 -               41     856      17     877       1     879    1459    +    7.8e-164  544.8  20.3  -
Carnobacteriaceae_Alloiococcus                   -          LKAP-GUTHK2_B05_045_2017_1 -               40     887      16     875       1     880    1525    +    7.9e-164  544.9  21.2  -
Nocardioidaceae_Nocardioides                     -          LKAP-GUTHK2_B05_045_2017_1 -               18     841      14     877       2     879    1449    +    8.5e-164  545.0  20.7  -
Micromonosporaceae_Longispora                    -          LKAP-GUTHK2_B05_045_2017_1 -               40     857      16     877       1     879    1478    +    8.6e-164  544.7  21.1  -
Rhizobiaceae_Rhizobium                           -          LKAP-GUTHK2_B05_045_2017_1 -               18     804      14     877       2     879    1417    +    8.6e-164  545.0  19.7  -
Lachnospiraceae_Pseudobutyrivibrio               -          LKAP-GUTHK2_B05_045_2017_1 -               10     842      15     877       6     881    1462    +    9.1e-164  544.6  21.1  -
Aerococcaceae_Dolosicoccus                       -          LKAP-GUTHK2_B05_045_2017_1 -               21     881      16     877       2     881    1510    +    9.1e-164  544.6  20.9  -
Kineosporiaceae_Angustibacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               28     851      17     877       1     879    1466    +    1.2e-163  544.4  20.5  -
Lachnospiraceae_Cellulosilyticum                 -          LKAP-GUTHK2_B05_045_2017_1 -               80     898      18     877       2     879    1547    +    1.4e-163  543.9  20.1  -
Demequinaceae_Demequina                          -          LKAP-GUTHK2_B05_045_2017_1 -               23     845      18     877       2     879    1446    +    1.6e-163  544.0  20.5  -
Glycomycetaceae_Glycomyces                       -          LKAP-GUTHK2_B05_045_2017_1 -               22     852      17     877       2     880    1486    +    1.9e-163  543.8  20.8  -
Micrococcaceae_Glutamicibacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               36     855      18     877       1     879    1474    +    2.1e-163  543.5  20.8  -
Pseudonocardiaceae_Pseudonocardia                -          LKAP-GUTHK2_B05_045_2017_1 -               27     850      15     877       1     879    1475    +    2.4e-163  543.4  20.8  -
Rhodospirillaceae_Skermanella                    -          LKAP-GUTHK2_B05_045_2017_1 -               21     807      16     877       2     879    1409    +    2.4e-163  543.6  18.4  -
Micrococcaceae_Rothia                            -          LKAP-GUTHK2_B05_045_2017_1 -               21     847      17     877       2     879    1448    +    2.5e-163  543.4  20.4  -
Micrococcaceae_Micrococcus                       -          LKAP-GUTHK2_B05_045_2017_1 -               25     846      16     877       1     879    1457    +    4.4e-163  542.4  21.2  -
Jiangellaceae_Jiangella                          -          LKAP-GUTHK2_B05_045_2017_1 -               22     840      17     877       2     879    1473    +    4.9e-163  542.3  21.0  -
Microbacteriaceae_Agrococcus                     -          LKAP-GUTHK2_B05_045_2017_1 -               28     855      13     877       1     879    1468    +    5.3e-163  542.3  20.6  -
Lachnospiraceae_Faecalicatena                    -          LKAP-GUTHK2_B05_045_2017_1 -               41     872      19     877       2     881    1525    +    6.8e-163  541.7  20.3  -
Clostridiaceae_Hungatella                        -          LKAP-GUTHK2_B05_045_2017_1 -                1     826      23     877      23     881    1409    +    6.9e-163  541.8  19.1  -
Pseudonocardiaceae_Actinoalloteichus             -          LKAP-GUTHK2_B05_045_2017_1 -               24     841      16     877       1     879    1475    +    7.7e-163  541.8  20.9  -
Halobacteroidaceae_Natroniella                   -          LKAP-GUTHK2_B05_045_2017_1 -               16     852      18     875       4     879    1467    +    1.2e-162  541.0  20.4  -
Pseudonocardiaceae_Kibdelosporangium             -          LKAP-GUTHK2_B05_045_2017_1 -               31     848      17     877       1     879    1473    +    1.2e-162  541.0  20.5  -
Paenibacillaceae_Marinicrinis                    -          LKAP-GUTHK2_B05_045_2017_1 -               17     874      12     877       1     880    1476    +    1.3e-162  540.9  20.5  -
Micromonosporaceae_Asanoa                        -          LKAP-GUTHK2_B05_045_2017_1 -               41     858      17     877       1     879    1498    +    1.3e-162  540.9  20.5  -
Micrococcaceae_Citricoccus                       -          LKAP-GUTHK2_B05_045_2017_1 -               38     862      17     877       1     879    1479    +    1.4e-162  540.7  21.2  -
Micrococcaceae_Paeniglutamicibacter              -          LKAP-GUTHK2_B05_045_2017_1 -               28     849      18     877       1     879    1467    +    1.5e-162  540.7  20.7  -
Nocardiopsaceae_Nocardiopsis                     -          LKAP-GUTHK2_B05_045_2017_1 -               17     845      18     877       4     879    1461    +    1.7e-162  540.7  20.4  -
Dermabacteraceae_Brachybacterium                 -          LKAP-GUTHK2_B05_045_2017_1 -               25     850      14     877       1     879    1476    +    1.7e-162  540.4  21.1  -
Nocardiaceae_Nocardia                            -          LKAP-GUTHK2_B05_045_2017_1 -               23     838      18     877       2     879    1474    +    1.8e-162  540.5  20.5  -
Desulfobacteraceae_Desulfonatronobacter          -          LKAP-GUTHK2_B05_045_2017_1 -               27     889      18     877       2     879    1508    +    1.9e-162  540.2  21.3  -
Micrococcaceae_Pseudarthrobacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               31     854      16     877       1     879    1471    +      2e-162  540.3  20.7  -
Sphingomonadaceae_Sphingomicrobium               -          LKAP-GUTHK2_B05_045_2017_1 -               24     811      16     877       2     879    1443    +    2.4e-162  540.4  18.0  -
Leptospiraceae_Leptospira                        -          LKAP-GUTHK2_B05_045_2017_1 -               17     832      12     875       3     879    1431    +    2.4e-162  540.0  19.7  -
Rhizobiaceae_Allorhizobium                       -          LKAP-GUTHK2_B05_045_2017_1 -               38     824      14     877       1     879    1446    +    2.6e-162  540.1  20.0  -
Methylococcaceae_Methylococcus                   -          LKAP-GUTHK2_B05_045_2017_1 -               36     869      19     877       3     879    1482    +    2.7e-162  539.8  19.8  -
Cryptosporangiaceae_Cryptosporangium             -          LKAP-GUTHK2_B05_045_2017_1 -               21     837      17     877       2     879    1470    +    2.7e-162  539.9  20.4  -
Microbacteriaceae_Gulosibacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               33     861      17     877       1     879    1430    +    2.9e-162  539.8  20.8  -
Spirochaetaceae_Sediminispirochaeta              -          LKAP-GUTHK2_B05_045_2017_1 -               29     870      17     877       2     880    1520    +    2.9e-162  539.7  20.9  -
Rhodobacteraceae_Rhodobacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               13     806       8     877       2     879    1389    +      3e-162  539.9  20.0  -
Micromonosporaceae_Planosporangium               -          LKAP-GUTHK2_B05_045_2017_1 -               22     840      17     877       2     879    1434    +    5.2e-162  538.9  20.3  -
Nocardiaceae_Gordonia                            -          LKAP-GUTHK2_B05_045_2017_1 -               25     847      16     877       1     879    1482    +    5.5e-162  538.8  20.9  -
Streptosporangiaceae_Planobispora                -          LKAP-GUTHK2_B05_045_2017_1 -               21     833      17     877       2     879    1443    +    5.8e-162  538.7  20.2  -
Lysobacteraceae_Luteimonas                       -          LKAP-GUTHK2_B05_045_2017_1 -               21     870      11     877       2     879    1490    +      6e-162  538.6  21.5  -
Sphingomonadaceae_Sphingomonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               26     815      15     877       2     879    1436    +    6.5e-162  539.0  18.2  -
Desulfomicrobiaceae_Desulfomicrobium             -          LKAP-GUTHK2_B05_045_2017_1 -               27     879      13     877       2     879    1502    +    6.6e-162  538.5  21.2  -
Thermomonosporaceae_Spirillospora                -          LKAP-GUTHK2_B05_045_2017_1 -               14     824      19     877       6     879    1445    +    8.2e-162  538.3  19.8  -
Pseudonocardiaceae_Kutzneria                     -          LKAP-GUTHK2_B05_045_2017_1 -               40     855      17     877       1     879    1477    +    8.8e-162  538.2  20.8  -
Lysobacteraceae_Lysobacter                       -          LKAP-GUTHK2_B05_045_2017_1 -               17     868      10     877       1     879    1475    +    9.4e-162  538.1  21.6  -
Ectothiorhodospiraceae_Thioalkalivibrio          -          LKAP-GUTHK2_B05_045_2017_1 -               14     852      18     877       6     879    1438    +    9.6e-162  537.8  19.9  -
Desulfovibrionaceae_Desulfocurvus                -          LKAP-GUTHK2_B05_045_2017_1 -               37     890      13     877       2     879    1532    +    1.1e-161  538.1  22.0  -
Frankiaceae_Jatrophihabitans                     -          LKAP-GUTHK2_B05_045_2017_1 -               26     846      18     877       1     879    1466    +    1.1e-161  537.9  20.3  -
Clostridiales_Sulfobacillus                      -          LKAP-GUTHK2_B05_045_2017_1 -               43     857      18     877       1     879    1472    +    1.3e-161  537.9  20.6  -
Micromonosporaceae_Couchioplanes                 -          LKAP-GUTHK2_B05_045_2017_1 -                9     826      19     877      13     879    1409    +    1.3e-161  537.8  18.8  -
Microbacteriaceae_Mycetocola                     -          LKAP-GUTHK2_B05_045_2017_1 -               22     844      17     877       2     879    1438    +    1.3e-161  537.5  20.6  -
Beijerinckiaceae_Beijerinckia                    -          LKAP-GUTHK2_B05_045_2017_1 -               31     819      14     877       2     879    1432    +    1.4e-161  537.7  19.3  -
Streptosporangiaceae_Streptosporangium           -          LKAP-GUTHK2_B05_045_2017_1 -               17     828      18     877       4     879    1449    +    1.4e-161  537.3  19.7  -
Sanguibacteraceae_Sanguibacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               38     860      17     877       1     879    1476    +    1.4e-161  537.4  20.5  -
Rhodobacteraceae_Pseudorhodobacter               -          LKAP-GUTHK2_B05_045_2017_1 -               34     823      13     877       2     879    1428    +    1.5e-161  537.7  18.9  -
Micromonosporaceae_Rugosimonospora               -          LKAP-GUTHK2_B05_045_2017_1 -               21     838      17     877       2     879    1439    +    1.6e-161  537.5  20.5  -
Micrococcaceae_Pseudoglutamicibacter             -          LKAP-GUTHK2_B05_045_2017_1 -               31     863      17     877       1     879    1502    +    1.7e-161  537.0  21.2  -
Micromonosporaceae_Verrucosispora                -          LKAP-GUTHK2_B05_045_2017_1 -               22     838      17     877       2     879    1459    +    1.7e-161  537.3  20.5  -
Solirubrobacteraceae_Solirubrobacter             -          LKAP-GUTHK2_B05_045_2017_1 -                8     852      19     877      13     879    1443    +    1.7e-161  537.1  19.1  -
Streptosporangiaceae_Herbidospora                -          LKAP-GUTHK2_B05_045_2017_1 -               26     840      16     877       1     879    1484    +    1.7e-161  537.1  20.3  -
Intrasporangiaceae_Phycicoccus                   -          LKAP-GUTHK2_B05_045_2017_1 -               25     852      15     877       1     879    1440    +    2.1e-161  536.9  21.0  -
Actinospicaceae_Actinospica                      -          LKAP-GUTHK2_B05_045_2017_1 -               16     836      16     877       3     879    1444    +    2.2e-161  536.9  20.9  -
Desulfobacteraceae_Desulfatiglans                -          LKAP-GUTHK2_B05_045_2017_1 -               29     894      13     877       2     879    1527    +    2.3e-161  536.7  21.4  -
Caulobacteraceae_Asticcacaulis                   -          LKAP-GUTHK2_B05_045_2017_1 -               17     804      13     877       2     879    1401    +    2.4e-161  536.9  19.0  -
Desulfobulbaceae_Desulforhopalus                 -          LKAP-GUTHK2_B05_045_2017_1 -               22     863      18     877       2     879    1498    +    3.1e-161  536.5  20.6  -
