# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_H06_034_2018_2 -               25     860      13     844       6     844    1492    +           0 1055.1  20.3  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               16     850      14     844       5     844    1485    +           0 1035.7  20.3  -
Nocardiaceae_Williamsia                          -          LKAP-TSAKG2_H06_034_2018_2 -               10     810      12     844       5     844    1472    +      4e-163  542.6  21.9  -
Nocardiopsaceae_Thermobifida                     -          LKAP-TSAKG2_H06_034_2018_2 -               13     834      12     844       4     844    1481    +    4.4e-163  542.6  21.1  -
Chromatiaceae_Allochromatium                     -          LKAP-TSAKG2_H06_034_2018_2 -               29     838      24     842       5     844    1462    +    4.5e-163  542.4  20.6  -
Methylocystaceae_Methylocystis                   -          LKAP-TSAKG2_H06_034_2018_2 -               67     795      65     843      45     844    1426    +    4.5e-163  542.5  21.6  -
Gammaproteobacteria_Sedimenticola                -          LKAP-TSAKG2_H06_034_2018_2 -               45     860      25     842       5     844    1540    +    4.8e-163  542.2  20.3  -
Dermacoccaceae_Dermacoccus                       -          LKAP-TSAKG2_H06_034_2018_2 -                9     819      12     844       6     844    1468    +    5.2e-163  542.1  21.3  -
Ruminococcaceae_Anaerofilum                      -          LKAP-TSAKG2_H06_034_2018_2 -               82     867      33     843      23     844    1468    +    5.3e-163  541.9  20.3  -
Nitrospiraceae_Thermodesulfovibrio               -          LKAP-TSAKG2_H06_034_2018_2 -               20     791      12     806       6     827    1479    +    5.6e-163  542.2  22.7  -
Thermodesulfobacteriaceae_Thermodesulfatator     -          LKAP-TSAKG2_H06_034_2018_2 -               33     857      27     843       7     844    1496    +    5.7e-163  542.1  20.8  -
Lysobacteraceae_Oleiagrimonas                    -          LKAP-TSAKG2_H06_034_2018_2 -               30     844      25     842       6     844    1469    +    5.9e-163  541.9  20.1  -
Actinomycetaceae_Flaviflexus                     -          LKAP-TSAKG2_H06_034_2018_2 -               37     806      59     844      38     844    1400    +    6.7e-163  541.9  20.3  -
Cohaesibacteraceae_Cohaesibacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               35     804      10     844       3     844    1425    +    6.8e-163  542.0  22.6  -
Spirochaetaceae_Pleomorphochaeta                 -          LKAP-TSAKG2_H06_034_2018_2 -               42     866      16     843       6     844    1492    +    7.3e-163  541.6  20.8  -
Enterococcaceae_Pilibacter                       -          LKAP-TSAKG2_H06_034_2018_2 -               33     848      27     844       7     844    1432    +    7.4e-163  541.6  20.2  -
Streptosporangiaceae_Sphaerimonospora            -          LKAP-TSAKG2_H06_034_2018_2 -               19     818      12     844       6     844    1464    +    9.1e-163  541.3  22.6  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-TSAKG2_H06_034_2018_2 -               33     836      27     842       7     844    1480    +    9.2e-163  541.4  20.7  -
Desulfobacteraceae_Desulfofrigus                 -          LKAP-TSAKG2_H06_034_2018_2 -               35     880      12     844       6     844    1523    +      1e-162  541.2  20.3  -
Rhodospirillaceae_Ferrovibrio                    -          LKAP-TSAKG2_H06_034_2018_2 -               60     801      51     842      30     844    1447    +    1.1e-162  541.2  21.1  -
Cellulomonadaceae_Oerskovia                      -          LKAP-TSAKG2_H06_034_2018_2 -               24     832      12     844       5     844    1488    +    1.1e-162  541.2  22.1  -
Thermotogaceae_Pseudothermotoga                  -          LKAP-TSAKG2_H06_034_2018_2 -               31     857      12     842       5     844    1541    +    1.3e-162  541.0  21.2  -
Erythrobacteraceae_Porphyrobacter                -          LKAP-TSAKG2_H06_034_2018_2 -               53     806      27     844       8     844    1477    +    1.3e-162  541.0  21.1  -
Burkholderiaceae_Chitinimonas                    -          LKAP-TSAKG2_H06_034_2018_2 -               30     848      12     842       5     844    1494    +    1.4e-162  540.9  20.6  -
Piscirickettsiaceae_Thiomicrospira               -          LKAP-TSAKG2_H06_034_2018_2 -               36     803      26     801       6     823    1466    +    1.4e-162  540.6  21.2  -
Nocardioidaceae_Actinopolymorpha                 -          LKAP-TSAKG2_H06_034_2018_2 -               10     799      21     844      13     844    1434    +    1.5e-162  540.7  21.6  -
Thiotrichaceae_Thiothrix                         -          LKAP-TSAKG2_H06_034_2018_2 -               33     795      27     844       7     844    1417    +    1.5e-162  540.6  21.8  -
Atopobacteriaceae_Olsenella                      -          LKAP-TSAKG2_H06_034_2018_2 -               53     819      57     844      32     844    1449    +    1.7e-162  540.8  21.0  -
Streptosporangineae_Sinosporangium               -          LKAP-TSAKG2_H06_034_2018_2 -               10     809      12     844       5     844    1457    +    1.8e-162  540.4  22.3  -
Ectothiorhodospiraceae_Alkalilimnicola           -          LKAP-TSAKG2_H06_034_2018_2 -               47     853      27     844       8     844    1472    +      2e-162  540.4  20.6  -
Sphingomonadaceae_Sphingobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               60     800      56     844      36     844    1442    +    2.1e-162  540.4  20.7  -
Intrasporangiaceae_Knoellia                      -          LKAP-TSAKG2_H06_034_2018_2 -               20     831      12     844       5     844    1468    +    2.2e-162  540.2  21.7  -
Rhizobiaceae_Shinella                            -          LKAP-TSAKG2_H06_034_2018_2 -               47     789      52     844      32     844    1418    +    2.3e-162  540.3  20.7  -
Rhodobacteraceae_Falsirhodobacter                -          LKAP-TSAKG2_H06_034_2018_2 -                8     776      10     842       4     844    1387    +    2.4e-162  540.2  23.0  -
Synergistaceae_Thermanaerovibrio                 -          LKAP-TSAKG2_H06_034_2018_2 -               34     828      12     841       6     843    1510    +    2.4e-162  539.9  23.1  -
Rhodobacteraceae_Pseudorhodobacter               -          LKAP-TSAKG2_H06_034_2018_2 -               50     801      27     843       8     844    1428    +    2.7e-162  540.0  21.8  -
Sphingomonadaceae_Sphingorhabdus                 -          LKAP-TSAKG2_H06_034_2018_2 -               30     786      25     844       8     844    1420    +    3.2e-162  539.7  21.1  -
Nocardiopsaceae_Nocardiopsis                     -          LKAP-TSAKG2_H06_034_2018_2 -                8     824      12     844       6     844    1461    +    4.6e-162  539.2  20.8  -
Phyllobacteriaceae_Mesorhizobium                 -          LKAP-TSAKG2_H06_034_2018_2 -               36     773      57     844      33     844    1403    +    5.2e-162  539.0  21.1  -
Arenicellaceae_Arenicella                        -          LKAP-TSAKG2_H06_034_2018_2 -               63     843      60     842      34     844    1506    +      6e-162  538.8  19.8  -
Dermacoccaceae_Kytococcus                        -          LKAP-TSAKG2_H06_034_2018_2 -               27     837      12     844       4     844    1468    +    6.7e-162  538.5  21.6  -
Rhodobacteraceae_Rubellimicrobium                -          LKAP-TSAKG2_H06_034_2018_2 -               43     796      27     843       7     844    1448    +      8e-162  538.5  22.6  -
Rhodobiaceae_Rhodoligotrophos                    -          LKAP-TSAKG2_H06_034_2018_2 -               82     815      61     844      35     844    1487    +    9.1e-162  538.2  21.5  -
Streptosporangiaceae_Planomonospora              -          LKAP-TSAKG2_H06_034_2018_2 -               14     813      12     844       6     844    1444    +    9.6e-162  537.8  22.4  -
Chromatiaceae_Thiocystis                         -          LKAP-TSAKG2_H06_034_2018_2 -               61     827      61     842      38     843    1451    +    1.1e-161  537.9  20.3  -
Dermacoccaceae_Flexivirga                        -          LKAP-TSAKG2_H06_034_2018_2 -               14     826      12     844       5     844    1448    +    1.1e-161  537.6  21.2  -
Bacteroidaceae_Acetomicrobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               38     837      16     842       7     843    1525    +    1.3e-161  537.4  21.7  -
Alteromonadaceae_Glaciecola                      -          LKAP-TSAKG2_H06_034_2018_2 -               51     853      26     842       7     843    1474    +    1.3e-161  537.3  20.6  -
Vibrionaceae_Vibrio                              -          LKAP-TSAKG2_H06_034_2018_2 -               30     812      24     802       5     824    1466    +    1.5e-161  537.2  21.1  -
Micromonosporaceae_Hamadaea                      -          LKAP-TSAKG2_H06_034_2018_2 -               41     844      12     844       6     844    1521    +    1.8e-161  537.0  22.4  -
Rhodothermaceae_Rhodothermus                     -          LKAP-TSAKG2_H06_034_2018_2 -               97     861      64     840      42     843    1543    +      2e-161  537.0  20.5  -
Acidithiobacillaceae_Acidithiobacillus           -          LKAP-TSAKG2_H06_034_2018_2 -               33     832      28     842       8     844    1457    +      2e-161  536.8  21.3  -
Chromatiaceae_Marichromatium                     -          LKAP-TSAKG2_H06_034_2018_2 -               71     837      61     842      41     844    1440    +    2.2e-161  537.1  20.4  -
Neisseriaceae_Vitreoscilla                       -          LKAP-TSAKG2_H06_034_2018_2 -                8     824      13     842       8     844    1457    +    2.2e-161  536.8  20.9  -
Halieaceae_Parahaliea                            -          LKAP-TSAKG2_H06_034_2018_2 -               33     835      27     843       7     844    1498    +    2.4e-161  536.6  21.0  -
Microbacteriaceae_Microcella                     -          LKAP-TSAKG2_H06_034_2018_2 -               28     838      12     844       6     844    1505    +    2.4e-161  536.7  21.7  -
Burkholderiaceae_Burkholderia                    -          LKAP-TSAKG2_H06_034_2018_2 -               25     843      16     842       6     844    1502    +    2.8e-161  536.4  20.3  -
Beijerinckiaceae_Methylocapsa                    -          LKAP-TSAKG2_H06_034_2018_2 -               73     801      65     843      45     844    1419    +    2.9e-161  536.4  21.7  -
Rhodobiaceae_Methyloligella                      -          LKAP-TSAKG2_H06_034_2018_2 -               60     803      51     844      31     844    1444    +      3e-161  536.5  20.5  -
Rhizobiaceae_Ensifer                             -          LKAP-TSAKG2_H06_034_2018_2 -               53     783      64     844      43     844    1437    +    3.6e-161  536.4  21.7  -
Lysobacteraceae_Silanimonas                      -          LKAP-TSAKG2_H06_034_2018_2 -               86     856      64     842      41     844    1493    +    3.8e-161  536.0  20.7  -
Microbacteriaceae_Plantibacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               35     841      13     844       4     844    1512    +    3.9e-161  535.7  21.6  -
Rhodobiaceae_Rhodobium                           -          LKAP-TSAKG2_H06_034_2018_2 -               50     793      51     844      31     844    1421    +      4e-161  536.2  20.6  -
Lachnospiraceae_Oribacterium                     -          LKAP-TSAKG2_H06_034_2018_2 -               44     794      61     843      41     844    1412    +    4.4e-161  535.9  21.0  -
Sutterellaceae_Sutterella                        -          LKAP-TSAKG2_H06_034_2018_2 -                4     828      12     842       9     844    1471    +    5.3e-161  535.5  20.3  -
Flavobacteriaceae_Flavobacterium                 -          LKAP-TSAKG2_H06_034_2018_2 -               26     802      20     812       5     833    1442    +    5.4e-161  535.5  22.0  -
Nocardioidaceae_Aeromicrobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               14     818      12     844       4     844    1462    +    5.6e-161  535.6  22.1  -
Intrasporangiaceae_Serinicoccus                  -          LKAP-TSAKG2_H06_034_2018_2 -               24     833      12     844       4     844    1482    +    5.8e-161  535.4  20.8  -
Methylophilaceae_Methylobacillus                 -          LKAP-TSAKG2_H06_034_2018_2 -               13     822      26     842      16     844    1416    +    6.7e-161  535.4  19.8  -
Peptococcaceae_Syntrophobotulus                  -          LKAP-TSAKG2_H06_034_2018_2 -               36     882      14     842       4     844    1554    +    6.7e-161  535.2  20.3  -
Thermotogaceae_Thermotoga                        -          LKAP-TSAKG2_H06_034_2018_2 -               42     870      13     842       7     844    1561    +    6.7e-161  535.2  21.1  -
Bartonellaceae_Bartonella                        -          LKAP-TSAKG2_H06_034_2018_2 -               33     786      27     844       7     844    1410    +    7.4e-161  535.2  22.0  -
Spirochaetaceae_Alkalispirochaeta                -          LKAP-TSAKG2_H06_034_2018_2 -               19     830      23     842       7     843    1462    +    9.3e-161  534.8  21.5  -
Propionibacteriaceae_Friedmanniella              -          LKAP-TSAKG2_H06_034_2018_2 -               15     819      13     844       4     844    1457    +    1.1e-160  534.7  21.4  -
Hyphomicrobiaceae_Hyphomicrobium                 -          LKAP-TSAKG2_H06_034_2018_2 -               48     780      62     844      41     844    1423    +    1.1e-160  534.6  21.1  -
Eggerthellaceae_Slackia                          -          LKAP-TSAKG2_H06_034_2018_2 -               48     815      52     844      17     844    1463    +    1.1e-160  534.6  21.2  -
Methylococcaceae_Methylosarcina                  -          LKAP-TSAKG2_H06_034_2018_2 -               47     849      27     844       9     844    1515    +    1.2e-160  534.2  20.5  -
Rhodobacteraceae_Thioclava                       -          LKAP-TSAKG2_H06_034_2018_2 -               57     804      46     843      26     844    1433    +    1.2e-160  534.3  21.4  -
Thermoanaerobacterales_Thermovenabulum           -          LKAP-TSAKG2_H06_034_2018_2 -               94     843      63     843      42     844    1424    +    1.3e-160  534.4  21.6  -
Cardiobacteriaceae_Cardiobacterium               -          LKAP-TSAKG2_H06_034_2018_2 -                4     823      16     844      13     844    1493    +    1.3e-160  534.2  20.0  -
Rhodobacteraceae_Octadecabacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               26     786      20     843       6     844    1389    +    1.4e-160  534.2  22.1  -
Halomonadaceae_Salinicola                        -          LKAP-TSAKG2_H06_034_2018_2 -               29     839      24     842       5     843    1471    +    1.4e-160  534.0  20.5  -
Micrococcaceae_Yaniella                          -          LKAP-TSAKG2_H06_034_2018_2 -               23     840      12     844       5     844    1497    +    1.5e-160  533.9  21.3  -
Propionibacteriaceae_Tessaracoccus               -          LKAP-TSAKG2_H06_034_2018_2 -               22     827      13     844       5     844    1444    +    1.6e-160  533.9  21.5  -
Rhodobacteraceae_Roseivivax                      -          LKAP-TSAKG2_H06_034_2018_2 -               41     792      27     843       7     844    1405    +    1.8e-160  534.0  21.7  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-TSAKG2_H06_034_2018_2 -               33     843      27     842       7     844    1484    +      2e-160  533.6  20.3  -
Halobacteroidaceae_Fuchsiella                    -          LKAP-TSAKG2_H06_034_2018_2 -               79     867      58     843      38     844    1500    +    2.1e-160  533.5  19.6  -
Desulfobacteraceae_Desulfoluna                   -          LKAP-TSAKG2_H06_034_2018_2 -               85     879      61     844      41     844    1552    +    2.1e-160  533.5  19.8  -
Beijerinckiaceae_Methylocella                    -          LKAP-TSAKG2_H06_034_2018_2 -               55     784      64     843      44     844    1406    +    2.4e-160  533.4  21.6  -
Chromatiaceae_Thiophaeococcus                    -          LKAP-TSAKG2_H06_034_2018_2 -               46     771      55     794      29     821    1440    +    2.4e-160  533.5  21.0  -
Rhodanobacteraceae_Fulvimonas                    -          LKAP-TSAKG2_H06_034_2018_2 -               36     847      26     842       8     844    1484    +    2.4e-160  533.3  19.8  -
Thermoactinomycetaceae_Shimazuella               -          LKAP-TSAKG2_H06_034_2018_2 -               31     801      25     841       5     844    1459    +    2.4e-160  533.3  21.5  -
Halomonadaceae_Larsenimonas                      -          LKAP-TSAKG2_H06_034_2018_2 -               53     861      26     843       7     844    1495    +    2.5e-160  533.2  20.5  -
Clostridiales_Anaerococcus                       -          LKAP-TSAKG2_H06_034_2018_2 -               34     804      36     844      21     844    1410    +    2.5e-160  533.4  20.5  -
Thermodesulfobacteriaceae_Caldimicrobium         -          LKAP-TSAKG2_H06_034_2018_2 -               73     862      60     842      36     844    1508    +    2.6e-160  533.4  20.0  -
Thermoanaerobacterales_Thermosediminibacter      -          LKAP-TSAKG2_H06_034_2018_2 -               47     795      64     843      42     844    1404    +    2.6e-160  533.5  21.9  -
Microbacteriaceae_Agreia                         -          LKAP-TSAKG2_H06_034_2018_2 -               34     841      12     844       6     844    1513    +    2.7e-160  533.0  21.4  -
Sphingomonadaceae_Sphingomicrobium               -          LKAP-TSAKG2_H06_034_2018_2 -               46     790      51     844      30     844    1443    +    2.7e-160  533.5  20.3  -
Rhizobiales_Amorphus                             -          LKAP-TSAKG2_H06_034_2018_2 -               44     784      54     844      33     844    1427    +    2.8e-160  533.4  20.7  -
Actinomycetaceae_Actinotignum                    -          LKAP-TSAKG2_H06_034_2018_2 -                7     833      12     844       7     844    1488    +    2.9e-160  533.3  20.2  -
Chromatiaceae_Thiorhodococcus                    -          LKAP-TSAKG2_H06_034_2018_2 -               25     803      55     842      34     843    1426    +      3e-160  533.1  20.5  -
Colwelliaceae_Colwellia                          -          LKAP-TSAKG2_H06_034_2018_2 -               27     842      21     843       6     844    1485    +    3.1e-160  533.0  20.2  -
Sulfuricellaceae_Sulfuriferula                   -          LKAP-TSAKG2_H06_034_2018_2 -               19     838      17     842       7     844    1461    +    3.2e-160  532.9  20.6  -
Dermabacteraceae_Dermabacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               23     829      12     844       6     844    1456    +    3.3e-160  532.9  21.6  -
Rhodobacteraceae_Celeribacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               50     800      27     843       7     844    1428    +    3.4e-160  533.0  22.0  -
Nocardiopsaceae_Streptomonospora                 -          LKAP-TSAKG2_H06_034_2018_2 -               34     850      12     844       5     844    1519    +    3.7e-160  532.8  21.3  -
Acidimicrobiaceae_Ilumatobacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               14     820      12     843       6     844    1443    +    3.9e-160  532.9  21.7  -
Rhodobacteraceae_Pseudooceanicola                -          LKAP-TSAKG2_H06_034_2018_2 -               53     804      27     843       8     844    1429    +    4.3e-160  532.5  21.7  -
Thiotrichaceae_Leucothrix                        -          LKAP-TSAKG2_H06_034_2018_2 -               12     834      15     844       6     844    1445    +    4.7e-160  532.1  20.2  -
Rhizobiaceae_Agrobacterium                       -          LKAP-TSAKG2_H06_034_2018_2 -               50     783      61     844      41     844    1400    +    4.9e-160  532.6  21.3  -
Phyllobacteriaceae_Phyllobacterium               -          LKAP-TSAKG2_H06_034_2018_2 -               34     777      51     844      31     844    1418    +    5.7e-160  532.0  21.4  -
Rhodobacteraceae_Albimonas                       -          LKAP-TSAKG2_H06_034_2018_2 -               67     805      56     844      35     844    1429    +      7e-160  532.0  20.6  -
Propionibacteriaceae_Microlunatus                -          LKAP-TSAKG2_H06_034_2018_2 -               23     829      12     844       4     844    1472    +    7.3e-160  531.9  21.2  -
Synergistaceae_Aminobacterium                    -          LKAP-TSAKG2_H06_034_2018_2 -               75     801      37     806      17     826    1521    +    7.3e-160  531.7  21.8  -
Rhodobacteraceae_Amaricoccus                     -          LKAP-TSAKG2_H06_034_2018_2 -               52     804      27     844       7     844    1428    +      8e-160  531.8  22.2  -
Hyphomicrobiaceae_Prosthecomicrobium             -          LKAP-TSAKG2_H06_034_2018_2 -               91     820      65     844      44     844    1470    +    8.3e-160  531.6  21.7  -
Propionibacteriaceae_Propionibacterium           -          LKAP-TSAKG2_H06_034_2018_2 -               14     822      12     844       6     844    1473    +    9.4e-160  531.4  21.8  -
Sphingomonadaceae_Polymorphobacter               -          LKAP-TSAKG2_H06_034_2018_2 -               31     785      27     844       7     844    1431    +    1.1e-159  531.5  21.3  -
Methylocystaceae_Pleomorphomonas                 -          LKAP-TSAKG2_H06_034_2018_2 -               77     805      65     843      45     844    1433    +    1.1e-159  531.3  21.7  -
Rhodobacteraceae_Tropicimonas                    -          LKAP-TSAKG2_H06_034_2018_2 -               29     784      24     843       5     844    1390    +    1.2e-159  531.2  21.9  -
Eubacteriaceae_Irregularibacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               24     834      13     844       4     844    1431    +    1.4e-159  530.7  21.4  -
Cellvibrionaceae_Eionea                          -          LKAP-TSAKG2_H06_034_2018_2 -               35     838      27     843       7     844    1469    +    1.6e-159  530.5  20.4  -
Bdellovibrionaceae_Bdellovibrio                  -          LKAP-TSAKG2_H06_034_2018_2 -               25     810      24     842       5     844    1432    +    1.8e-159  530.4  21.8  -
Methylocystaceae_Methylosinus                    -          LKAP-TSAKG2_H06_034_2018_2 -               54     786      61     843      38     844    1410    +    1.9e-159  530.6  21.0  -
Erwiniaceae_Erwinia                              -          LKAP-TSAKG2_H06_034_2018_2 -               32     794      26     794       6     815    1495    +      2e-159  530.3  20.7  -
Phyllobacteriaceae_Aquamicrobium                 -          LKAP-TSAKG2_H06_034_2018_2 -               50     783      61     844      32     844    1407    +    2.4e-159  530.3  21.4  -
Cellvibrionaceae_Umboniibacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               73     845      61     843      41     844    1507    +    2.4e-159  530.1  20.2  -
Rhizobiaceae_Neorhizobium                        -          LKAP-TSAKG2_H06_034_2018_2 -               52     793      53     844      32     844    1459    +    2.4e-159  530.4  21.1  -
Halomonadaceae_Chromohalobacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               33     839      27     842       8     843    1480    +    2.6e-159  529.9  20.3  -
Dermacoccaceae_Barrientosiimonas                 -          LKAP-TSAKG2_H06_034_2018_2 -               19     833      12     844       5     844    1443    +    2.9e-159  529.5  21.4  -
Chromatiaceae_Rheinheimera                       -          LKAP-TSAKG2_H06_034_2018_2 -               38     831      26     843       6     844    1472    +    3.2e-159  529.6  20.4  -
Rhodobacteraceae_Palleronia                      -          LKAP-TSAKG2_H06_034_2018_2 -               21     763      50     842      30     844    1367    +    3.2e-159  529.9  21.0  -
Dermacoccaceae_Luteipulveratus                   -          LKAP-TSAKG2_H06_034_2018_2 -               27     835      13     844       4     844    1491    +    3.8e-159  529.2  21.4  -
Spongiibacteraceae_Sinobacterium                 -          LKAP-TSAKG2_H06_034_2018_2 -               49     862      24     843       4     844    1504    +    3.9e-159  529.2  20.3  -
Hyphomonadaceae_Maricaulis                       -          LKAP-TSAKG2_H06_034_2018_2 -               43     785      52     844      31     844    1422    +    4.2e-159  529.5  20.9  -
Lachnospiraceae_Dorea                            -          LKAP-TSAKG2_H06_034_2018_2 -                1     730      82     843      82     844    1316    +    5.8e-159  529.0  19.4  -
Oceanospirillaceae_Neptunomonas                  -          LKAP-TSAKG2_H06_034_2018_2 -               32     841      26     842       7     844    1484    +    5.8e-159  528.6  20.5  -
Oceanospirillaceae_Thalassolituus                -          LKAP-TSAKG2_H06_034_2018_2 -               37     846      25     842       5     843    1476    +      6e-159  528.6  20.8  -
Ectothiorhodospiraceae_Spiribacter               -          LKAP-TSAKG2_H06_034_2018_2 -               63     866      27     842       8     844    1544    +    7.1e-159  528.5  20.8  -
Propionibacteriaceae_Cutibacterium               -          LKAP-TSAKG2_H06_034_2018_2 -               21     826      12     844       6     844    1507    +    7.3e-159  528.3  22.1  -
Ectothiorhodospiraceae_Thiohalospira             -          LKAP-TSAKG2_H06_034_2018_2 -               13     802      45     842      33     844    1318    +    7.9e-159  528.5  19.8  -
Aurantimonadaceae_Fulvimarina                    -          LKAP-TSAKG2_H06_034_2018_2 -               54     806      27     844       7     844    1453    +    8.4e-159  528.4  22.0  -
Cellvibrionaceae_Cellvibrio                      -          LKAP-TSAKG2_H06_034_2018_2 -               53     855      27     843       7     844    1505    +    8.8e-159  528.2  20.6  -
Rhodanobacteraceae_Rhodanobacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               31     848      20     842       5     844    1481    +    8.9e-159  528.2  20.1  -
Aurantimonadaceae_Martelella                     -          LKAP-TSAKG2_H06_034_2018_2 -               60     803      51     844      31     844    1443    +    9.4e-159  528.5  20.6  -
Thermodesulfobacteriaceae_Thermodesulfobacterium -          LKAP-TSAKG2_H06_034_2018_2 -               33     849      27     842       8     844    1495    +    9.4e-159  528.3  21.0  -
Hyphomicrobiaceae_Rhodoplanes                    -          LKAP-TSAKG2_H06_034_2018_2 -               74     806      61     843      33     844    1451    +    9.5e-159  528.2  21.4  -
Rhodobacteraceae_Maritimibacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               53     804      27     843       7     844    1430    +    1.1e-158  527.9  22.0  -
Piscirickettsiaceae_Hydrogenovibrio              -          LKAP-TSAKG2_H06_034_2018_2 -               33     815      27     801       7     823    1465    +    1.2e-158  527.6  20.6  -
Aurantimonadaceae_Aurantimonas                   -          LKAP-TSAKG2_H06_034_2018_2 -               55     795      56     844      35     844    1410    +    1.4e-158  527.7  20.8  -
Streptosporangiaceae_Microtetraspora             -          LKAP-TSAKG2_H06_034_2018_2 -                4     784      27     844      25     844    1415    +    1.5e-158  527.2  21.9  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-TSAKG2_H06_034_2018_2 -               40     783      51     844      31     844    1430    +    1.8e-158  527.4  21.1  -
Halanaerobiaceae_Halanaerobium                   -          LKAP-TSAKG2_H06_034_2018_2 -               93     873      64     844      44     844    1503    +    1.8e-158  527.1  20.1  -
Rhodospirillaceae_Phaeospirillum                 -          LKAP-TSAKG2_H06_034_2018_2 -               24     775      26     842       7     844    1401    +    1.8e-158  527.3  21.8  -
Phyllobacteriaceae_Nitratireductor               -          LKAP-TSAKG2_H06_034_2018_2 -               54     802      46     844      26     844    1426    +    1.9e-158  527.3  21.0  -
Bradyrhizobiaceae_Bradyrhizobium                 -          LKAP-TSAKG2_H06_034_2018_2 -               44     775      62     843      39     844    1411    +      2e-158  527.0  21.1  -
Bradyrhizobiaceae_Salinarimonas                  -          LKAP-TSAKG2_H06_034_2018_2 -               56     798      51     843      31     844    1438    +    2.1e-158  527.1  20.6  -
Burkholderiaceae_Paraburkholderia                -          LKAP-TSAKG2_H06_034_2018_2 -               18     834      16     842       6     844    1472    +    2.1e-158  527.0  20.2  -
Oceanospirillaceae_Nitrincola                    -          LKAP-TSAKG2_H06_034_2018_2 -               42     845      26     842       6     844    1477    +    2.3e-158  526.6  20.8  -
Beijerinckiaceae_Pseudochelatococcus             -          LKAP-TSAKG2_H06_034_2018_2 -               47     790      52     843      31     844    1410    +    2.3e-158  526.9  20.6  -
Eggerthellaceae_Enterorhabdus                    -          LKAP-TSAKG2_H06_034_2018_2 -               75     823      63     844      40     844    1452    +    2.4e-158  526.9  21.4  -
Rhodobacteraceae_Wenxinia                        -          LKAP-TSAKG2_H06_034_2018_2 -               57     804      46     843      26     844    1428    +    2.6e-158  526.7  21.0  -
Dermacoccaceae_Calidifontibacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               21     831      12     844       6     844    1464    +    2.7e-158  526.4  21.6  -
Granulosicoccaceae_Granulosicoccus               -          LKAP-TSAKG2_H06_034_2018_2 -               30     795      25     795       8     822    1471    +    2.7e-158  526.6  20.8  -
Cellvibrionaceae_Marinimicrobium                 -          LKAP-TSAKG2_H06_034_2018_2 -               33     834      27     843       8     844    1455    +      3e-158  526.3  21.1  -
Rhodobacteraceae_Defluviimonas                   -          LKAP-TSAKG2_H06_034_2018_2 -               31     784      25     843       5     844    1389    +    3.3e-158  526.4  22.2  -
Colwelliaceae_Thalassotalea                      -          LKAP-TSAKG2_H06_034_2018_2 -               32     799      26     801       7     829    1463    +    3.4e-158  526.3  20.9  -
Rhodobacteraceae_Albidovulum                     -          LKAP-TSAKG2_H06_034_2018_2 -               53     806      27     842       7     844    1443    +    3.6e-158  526.3  22.8  -
Oxalobacteraceae_Massilia                        -          LKAP-TSAKG2_H06_034_2018_2 -                6     825      13     842       8     844    1438    +    3.8e-158  526.1  20.4  -
Rhodobacteraceae_Actibacterium                   -          LKAP-TSAKG2_H06_034_2018_2 -               35     788      24     843       5     844    1429    +      4e-158  526.2  22.1  -
Gemmatimonadaceae_Gemmatimonas                   -          LKAP-TSAKG2_H06_034_2018_2 -               74     844      60     844      40     844    1525    +    4.1e-158  526.0  20.3  -
Legionellaceae_Legionella                        -          LKAP-TSAKG2_H06_034_2018_2 -               15     839      17     842       5     844    1446    +    4.3e-158  526.0  20.1  -
Gammaproteobacteria_Plasticicumulans             -          LKAP-TSAKG2_H06_034_2018_2 -               42     842      27     842       7     844    1491    +    4.3e-158  525.9  21.2  -
Lysobacteraceae_Vulcaniibacterium                -          LKAP-TSAKG2_H06_034_2018_2 -               60     869      27     842       8     844    1549    +    4.8e-158  525.6  20.8  -
Mycobacteriaceae_Hoyosella                       -          LKAP-TSAKG2_H06_034_2018_2 -               34     840      12     844       6     844    1483    +    4.9e-158  525.7  20.9  -
