# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_reverse         -              501    1442     960      20     960       7    1491    -           0 1087.1   5.1  -
Moraxellaceae_Moraxella                          -          A1d2_reverse         -              487    1426     960      19     960       5    1446    -           0 1025.1   5.1  -
Rhodobacteraceae_Lutimaribacter                  -          A1d2_reverse         -              466    1347     960      54     960      38    1428    -    1.3e-191  637.3   5.4  -
Thermaceae_Thermus                               -          A1d2_reverse         -              495    1395     960      58     960      43    1482    -    1.3e-191  637.5   6.3  -
Clostridiaceae_Tindallia                         -          A1d2_reverse         -              497    1383     959      68     960      48    1474    -    1.3e-191  637.0   6.3  -
Hyphomicrobiaceae_Pelagibacterium                -          A1d2_reverse         -              450    1350     958      57     960      40    1408    -    1.5e-191  637.1   5.4  -
Rhodobacteraceae_Roseivivax                      -          A1d2_reverse         -              456    1337     960      54     960      39    1405    -    1.5e-191  637.2   5.5  -
Parviterribacteraceae_Parviterribacter           -          A1d2_reverse         -              495    1382     959      70     960      50    1456    -    1.5e-191  636.9   6.1  -
Heliobacteriaceae_Heliorestis                    -          A1d2_reverse         -              506    1404     959      61     960      47    1517    -    1.7e-191  636.9   6.0  -
Peptococcaceae_Peptococcus                       -          A1d2_reverse         -              530    1427     958      60     960      40    1488    -    1.9e-191  636.5   5.8  -
Methylococcaceae_Methylomagnum                   -          A1d2_reverse         -              495    1406     958      45     960      25    1452    -      2e-191  636.4   5.5  -
Rhodobacteraceae_Halocynthiibacter               -          A1d2_reverse         -              454    1332     960      60     960      41    1436    -      2e-191  636.6   5.2  -
Bradyrhizobiaceae_Bradyrhizobium                 -          A1d2_reverse         -              441    1343     958      54     960      39    1411    -      3e-191  635.9   5.7  -
Bacillaceae_Piscibacillus                        -          A1d2_reverse         -              510    1408     957      55     960      35    1520    -      3e-191  636.0   5.4  -
Rhodobacteraceae_Labrenzia                       -          A1d2_reverse         -              470    1368     958      56     960      39    1447    -    3.1e-191  636.1   5.5  -
Rhodobacteraceae_Celeribacter                    -          A1d2_reverse         -              464    1339     960      64     960      44    1428    -    3.5e-191  635.9   5.3  -
Nocardiaceae_Nocardia                            -          A1d2_reverse         -              484    1382     952      55     960      38    1474    -    3.7e-191  635.7   5.7  -
Peptococcaceae_Pelotomaculum                     -          A1d2_reverse         -              497    1385     951      68     960      48    1467    -    3.8e-191  635.4   6.1  -
Polyangiaceae_Racemicystis                       -          A1d2_reverse         -              534    1443     959      52     960      37    1549    -      4e-191  635.6   5.8  -
Bacillaceae_Salisediminibacterium                -          A1d2_reverse         -              505    1403     959      61     960      44    1449    -    4.5e-191  635.5   5.8  -
Phyllobacteriaceae_Pseudaminobacter              -          A1d2_reverse         -              448    1347     958      58     960      45    1406    -    4.5e-191  635.6   5.7  -
Succinivibrionaceae_Ruminobacter                 -          A1d2_reverse         -              527    1440     958      45     960      24    1539    -    4.5e-191  635.2   5.6  -
Brucellaceae_Mycoplana                           -          A1d2_reverse         -              449    1351     958      56     960      43    1438    -    4.7e-191  635.5   5.5  -
Acholeplasmataceae_Acholeplasma                  -          A1d2_reverse         -              492    1342     960      96     960      73    1437    -    4.7e-191  635.2   6.9  -
Erythrobacteraceae_Croceicoccus                  -          A1d2_reverse         -              468    1373     960      55     960      43    1477    -    4.9e-191  635.5   5.5  -
Alicyclobacillaceae_Tumebacillus                 -          A1d2_reverse         -              511    1412     959      55     960      37    1489    -      5e-191  635.4   5.5  -
Nitrospiraceae_Leptospirillum                    -          A1d2_reverse         -              525    1422     959      65     960      45    1516    -    5.4e-191  635.1   6.2  -
Corynebacterineae_Tomitella                      -          A1d2_reverse         -              521    1418     952      55     960      41    1546    -    5.6e-191  635.1   5.7  -
Aurantimonadaceae_Aurantimonas                   -          A1d2_reverse         -              460    1380     958      34     960      14    1410    -    5.7e-191  635.2   5.4  -
Nocardiaceae_Rhodococcus                         -          A1d2_reverse         -              485    1383     952      55     960      38    1465    -    6.2e-191  635.0   5.8  -
Gemmatimonadaceae_Gemmatimonas                   -          A1d2_reverse         -              505    1406     960      60     960      48    1525    -    6.5e-191  634.9   6.0  -
Polyangiaceae_Polyangium                         -          A1d2_reverse         -              534    1443     959      52     960      34    1549    -    7.6e-191  634.7   5.7  -
Rhodobacteraceae_Stappia                         -          A1d2_reverse         -              450    1350     958      55     960      35    1412    -      8e-191  634.8   5.6  -
Symbiobacteriaceae_Symbiobacterium               -          A1d2_reverse         -              511    1417     959      57     960      44    1468    -    9.5e-191  634.6   6.3  -
Yersiniaceae_Chania                              -          A1d2_reverse         -              536    1445     958      47     960      26    1546    -    1.1e-190  633.9   5.7  -
Rhodobacteraceae_Albimonas                       -          A1d2_reverse         -              468    1348     960      59     960      43    1429    -    1.1e-190  634.2   5.2  -
Lachnospiraceae_Pseudobutyrivibrio               -          A1d2_reverse         -              492    1373     950      68     959      48    1462    -    1.1e-190  633.9   5.8  -
Methylococcaceae_Methylogaea                     -          A1d2_reverse         -              468    1383     958      45     960      25    1451    -    1.2e-190  633.7   5.7  -
Clostridiales_Helcococcus                        -          A1d2_reverse         -              519    1399     950      67     960      47    1458    -    1.4e-190  633.7   6.2  -
Enterobacteriaceae_Yokenella                     -          A1d2_reverse         -              513    1421     958      48     960      35    1434    -    1.7e-190  633.3   5.9  -
Cardiobacteriaceae_Dichelobacter                 -          A1d2_reverse         -              508    1442     958      22     960      11    1460    -    1.9e-190  633.4   5.4  -
Hyphomonadaceae_Hyphomonas                       -          A1d2_reverse         -              460    1344     958      54     960      43    1355    -      2e-190  633.6   5.2  -
Streptomycetaceae_Streptacidiphilus              -          A1d2_reverse         -              485    1378     952      60     960      40    1445    -      2e-190  633.5   5.7  -
Chromatiaceae_Thiolamprovum                      -          A1d2_reverse         -              507    1424     958      42     960      21    1459    -    2.1e-190  633.0   5.6  -
Erysipelotrichaceae_Holdemania                   -          A1d2_reverse         -              536    1429     954      46     960      33    1518    -    2.3e-190  632.9   5.7  -
Gammaproteobacteria_Plesiomonas                  -          A1d2_reverse         -              525    1434     958      47     960      26    1499    -    2.4e-190  632.8   5.7  -
Lysobacteraceae_Chiayiivirga                     -          A1d2_reverse         -              523    1434     954      45     960      25    1522    -    2.6e-190  632.8   5.7  -
Lysobacteraceae_Metallibacterium                 -          A1d2_reverse         -              507    1421     958      45     960      24    1479    -    2.7e-190  632.7   5.6  -
Thermoanaerobacterales_Caldicellulosiruptor      -          A1d2_reverse         -              531    1439     954      56     960      38    1517    -    2.8e-190  632.7   6.3  -
Staphylococcaceae_Macrococcus                    -          A1d2_reverse         -              537    1435     957      59     960      40    1547    -    2.9e-190  632.6   5.4  -
Acidobacteriaceae_Granulicella                   -          A1d2_reverse         -              487    1385     954      56     960      46    1455    -    2.9e-190  632.6   5.7  -
Lysobacteraceae_Panacagrimonas                   -          A1d2_reverse         -              501    1414     959      45     960      25    1477    -    3.8e-190  632.3   5.5  -
Methylococcaceae_Methylomarinum                  -          A1d2_reverse         -              506    1421     958      42     960      21    1464    -    4.2e-190  631.9   5.5  -
Heliobacteriaceae_Heliobacterium                 -          A1d2_reverse         -              502    1395     958      66     960      46    1500    -    4.4e-190  632.1   6.1  -
Chelatococcaceae_Chelatococcus                   -          A1d2_reverse         -              450    1352     958      56     960      42    1430    -    4.4e-190  632.2   5.7  -
Alteromonadaceae_Lacimicrobium                   -          A1d2_reverse         -              525    1437     958      42     960      21    1499    -    4.5e-190  631.9   5.4  -
Acetobacteraceae_Belnapia                        -          A1d2_reverse         -              474    1376     958      56     960      43    1453    -    5.3e-190  632.1   5.8  -
Lachnospiraceae_Oribacterium                     -          A1d2_reverse         -              458    1349     959      65     960      45    1412    -    5.4e-190  631.9   6.0  -
Frankiaceae_Frankia                              -          A1d2_reverse         -              505    1398     952      59     960      42    1510    -    6.1e-190  631.9   5.9  -
Shewanellaceae_Psychrobium                       -          A1d2_reverse         -              509    1418     958      48     960      25    1469    -    6.2e-190  631.4   5.7  -
Rhodobacteraceae_Tropicibacter                   -          A1d2_reverse         -              425    1304     960      56     960      40    1404    -    6.2e-190  631.7   5.4  -
Chlorobiaceae_Chlorobium                         -          A1d2_reverse         -              513    1408     955      52     960      31    1465    -    6.2e-190  631.6   5.6  -
Lysobacteriales_Povalibacter                     -          A1d2_reverse         -              530    1466     959      23     960       7    1508    -    6.3e-190  631.6   5.2  -
Xanthobacteraceae_Xanthobacter                   -          A1d2_reverse         -              441    1341     958      57     960      45    1413    -      7e-190  631.6   5.4  -
Rhodobacteraceae_Roseovarius                     -          A1d2_reverse         -              450    1333     960      56     960      38    1415    -    7.9e-190  631.3   5.4  -
Rhodobacteraceae_Gemmobacter                     -          A1d2_reverse         -              448    1327     960      57     960      43    1399    -    7.9e-190  631.5   5.0  -
Rhodospirillaceae_Phaeospirillum                 -          A1d2_reverse         -              442    1342     958      56     960      43    1401    -    8.2e-190  631.4   5.5  -
Rickettsiaceae_Rickettsia                        -          A1d2_reverse         -              473    1377     959      55     960      39    1440    -    8.4e-190  631.2   5.7  -
Acidiferrobacteraceae_Sulfuricaulis              -          A1d2_reverse         -              496    1409     959      43     960      22    1453    -    8.7e-190  631.0   5.4  -
Hyphomicrobiaceae_Rhodoplanes                    -          A1d2_reverse         -              472    1373     958      55     960      41    1451    -    8.9e-190  631.2   5.5  -
Oceanospirillaceae_Balneatrix                    -          A1d2_reverse         -              518    1382     958      93     960      78    1395    -    9.4e-190  630.9   6.2  -
Planococcaceae_Caryophanon                       -          A1d2_reverse         -              552    1447     951      56     960      41    1492    -    9.9e-190  630.7   5.5  -
Brucellaceae_Brucella                            -          A1d2_reverse         -              453    1355     958      56     960      38    1412    -    9.9e-190  631.2   5.7  -
Rhodobacteraceae_Pseudoruegeria                  -          A1d2_reverse         -              448    1331     960      56     960      38    1412    -      1e-189  631.0   5.2  -
Enterobacteriaceae_Izhakiella                    -          A1d2_reverse         -              524    1433     958      47     960      26    1502    -    1.1e-189  630.7   5.7  -
Thermoactinomycetaceae_Desmospora                -          A1d2_reverse         -              535    1423     959      68     960      45    1548    -    1.1e-189  631.1   6.0  -
Ectothiorhodospiraceae_Inmirania                 -          A1d2_reverse         -              530    1442     958      45     960      25    1513    -    1.1e-189  630.6   5.5  -
Rhodobacteraceae_Pseudorhodobacter               -          A1d2_reverse         -              465    1342     960      59     960      39    1428    -    1.1e-189  631.0   5.1  -
Planococcaceae_Chryseomicrobium                  -          A1d2_reverse         -              517    1414     956      59     960      44    1483    -    1.1e-189  630.6   5.6  -
Methylocystaceae_Hansschlegelia                  -          A1d2_reverse         -              471    1369     958      56     960      45    1450    -    1.2e-189  630.7   5.7  -
Bacillaceae_Salimicrobium                        -          A1d2_reverse         -              531    1433     959      55     960      34    1500    -    1.2e-189  630.7   5.6  -
Alphaproteobacteria_Rhizomicrobium               -          A1d2_reverse         -              461    1360     958      54     960      45    1423    -    1.2e-189  631.0   5.5  -
Methylobacteriaceae_Microvirga                   -          A1d2_reverse         -              458    1355     958      61     960      51    1437    -    1.3e-189  630.7   5.5  -
Clostridiaceae_Sarcina                           -          A1d2_reverse         -              481    1363     956      67     960      47    1461    -    1.4e-189  630.3   5.5  -
Nocardiaceae_Gordonia                            -          A1d2_reverse         -              493    1391     952      55     960      38    1482    -    1.4e-189  630.4   5.7  -
Acidiferrobacteraceae_Sulfurifustis              -          A1d2_reverse         -              496    1410     959      43     960      22    1454    -    1.4e-189  630.3   5.4  -
Ectothiorhodospiraceae_Alkalispirillum           -          A1d2_reverse         -              506    1419     958      44     960      24    1464    -    1.5e-189  630.3   5.5  -
Rhodobacteraceae_Amylibacter                     -          A1d2_reverse         -              448    1334     960      53     960      33    1423    -    1.5e-189  630.5   5.0  -
Phyllobacteriaceae_Pseudahrensia                 -          A1d2_reverse         -              450    1349     958      58     960      45    1441    -    1.5e-189  630.5   5.4  -
Rhodospirillaceae_Insolitispirillum              -          A1d2_reverse         -              450    1353     958      55     960      35    1442    -    1.5e-189  630.4   5.5  -
Rhodobacteraceae_Rhodobacter                     -          A1d2_reverse         -              448    1330     960      54     960      38    1389    -    1.7e-189  630.3   5.2  -
Veillonellaceae_Dialister                        -          A1d2_reverse         -              529    1421     957      67     960      47    1502    -    1.7e-189  630.0   6.2  -
Oleiphilaceae_Oleiphilus                         -          A1d2_reverse         -              504    1416     958      44     960      33    1437    -      2e-189  629.8   5.7  -
Rhodobacteraceae_Rhodovulum                      -          A1d2_reverse         -              435    1320     960      54     960      39    1378    -    2.5e-189  629.8   5.2  -
Spongiibacteraceae_Dasania                       -          A1d2_reverse         -              498    1413     958      42     960      20    1486    -    2.5e-189  629.4   5.5  -
Chromatiaceae_Chromatium                         -          A1d2_reverse         -              512    1378     958      93     960      78    1391    -    2.7e-189  629.4   6.3  -
Nevskiaceae_Alkanibacter                         -          A1d2_reverse         -              468    1381     959      45     960      29    1438    -    2.9e-189  629.3   5.4  -
Sphingomonadaceae_Polymorphobacter               -          A1d2_reverse         -              447    1350     960      55     960      38    1431    -    3.1e-189  629.5   5.4  -
Bacillaceae_Terribacillus                        -          A1d2_reverse         -              519    1421     959      55     960      35    1472    -    3.5e-189  629.2   5.6  -
Chelatococcaceae_Camelimonas                     -          A1d2_reverse         -              469    1364     958      63     960      49    1446    -    3.9e-189  629.3   5.5  -
Oceanospirillaceae_Motiliproteus                 -          A1d2_reverse         -              505    1420     958      43     960      22    1466    -      4e-189  628.8   5.6  -
Rhodobacteraceae_Thioclava                       -          A1d2_reverse         -              468    1353     960      53     960      39    1433    -    4.4e-189  628.7   5.0  -
Rhodobacteraceae_Jannaschia                      -          A1d2_reverse         -              446    1328     960      56     960      44    1396    -    5.2e-189  628.7   5.0  -
Arenicellaceae_Perspicuibacter                   -          A1d2_reverse         -              446    1355     958      44     960      36    1365    -    5.4e-189  628.2   5.7  -
Rhodospirillaceae_Ferrovibrio                    -          A1d2_reverse         -              471    1372     955      55     960      35    1447    -      6e-189  628.4   5.5  -
Rhodobacteraceae_Pseudooceanicola                -          A1d2_reverse         -              468    1349     960      54     960      38    1429    -    6.1e-189  628.3   5.5  -
Parvularculaceae_Parvularcula                    -          A1d2_reverse         -              475    1345     952      60     960      45    1427    -    6.2e-189  628.6   4.7  -
Cytophagaceae_Flexibacter                        -          A1d2_reverse         -              523    1402     958      70     960      50    1463    -    6.2e-189  628.4   6.0  -
Erwiniaceae_Phaseolibacter                       -          A1d2_reverse         -              522    1436     958      42     960      21    1522    -    6.6e-189  628.2   5.5  -
Desulfurellaceae_Hippea                          -          A1d2_reverse         -              531    1445     952      53     960      35    1509    -    6.6e-189  627.8   6.4  -
Phyllobacteriaceae_Aminobacter                   -          A1d2_reverse         -              455    1358     959      56     960      36    1453    -    8.4e-189  628.0   5.3  -
Beijerinckiaceae_Methylocapsa                    -          A1d2_reverse         -              467    1368     958      57     960      42    1419    -      9e-189  627.8   5.5  -
Ectothiorhodospiraceae_Thiogranum                -          A1d2_reverse         -              514    1450     959      23     960       6    1508    -    9.2e-189  627.7   5.1  -
Rhodobacteraceae_Sulfitobacter                   -          A1d2_reverse         -              448    1322     960      61     960      44    1405    -      1e-188  627.6   5.6  -
Morganellaceae_Cosenzaea                         -          A1d2_reverse         -              504    1414     958      47     960      26    1476    -    1.1e-188  627.2   5.8  -
Rhodanobacteraceae_Pseudofulvimonas              -          A1d2_reverse         -              474    1384     954      45     960      43    1386    -    1.1e-188  627.3   6.1  -
Budviciaceae_Pragia                              -          A1d2_reverse         -              502    1412     958      47     960      26    1485    -    1.5e-188  626.9   5.8  -
Rhodobacteraceae_Roseinatronobacter              -          A1d2_reverse         -              474    1357     960      55     960      33    1450    -    1.6e-188  626.9   5.5  -
Jiangellaceae_Jiangella                          -          A1d2_reverse         -              486    1385     952      54     960      39    1473    -    1.7e-188  626.8   5.8  -
Methylocystaceae_Methylocystis                   -          A1d2_reverse         -              461    1362     958      56     960      40    1426    -    1.8e-188  626.9   5.3  -
Defluviitaleaceae_Defluviitalea                  -          A1d2_reverse         -              477    1371     959      62     960      43    1413    -      2e-188  626.7   6.1  -
Paenibacillaceae_Fontibacillus                   -          A1d2_reverse         -              521    1412     959      68     960      48    1487    -      2e-188  626.6   6.2  -
Clostridiaceae_Alkaliphilus                      -          A1d2_reverse         -              498    1392     959      61     960      41    1465    -      2e-188  626.2   6.0  -
Deferribacteraceae_Geovibrio                     -          A1d2_reverse         -              526    1424     960      68     960      47    1545    -    2.1e-188  626.5   6.3  -
Budviciaceae_Leminorella                         -          A1d2_reverse         -              497    1406     958      47     960      27    1482    -    2.1e-188  626.4   5.7  -
Chromatiaceae_Thioalkalicoccus                   -          A1d2_reverse         -              436    1325     958      68     960      68    1325    -    2.3e-188  626.3   6.3  -
Cellvibrionaceae_Maricurvus                      -          A1d2_reverse         -              524    1438     958      42     960      21    1500    -    2.5e-188  625.9   5.4  -
Rhodobacteraceae_Marivita                        -          A1d2_reverse         -              448    1328     960      55     960      39    1386    -    2.6e-188  626.3   5.5  -
Beijerinckiaceae_Rhodoblastus                    -          A1d2_reverse         -              469    1368     958      57     960      40    1477    -    2.9e-188  626.0   5.5  -
Microbacteriaceae_Microbacterium                 -          A1d2_reverse         -              491    1386     952      59     960      41    1457    -    3.3e-188  625.9   5.9  -
Rhodospirillaceae_Reyranella                     -          A1d2_reverse         -              460    1361     954      54     959      45    1429    -    3.3e-188  626.0   5.6  -
Catenulisporaceae_Catenulispora                  -          A1d2_reverse         -              485    1378     952      59     960      41    1460    -    3.6e-188  625.8   5.9  -
Clostridiales_Carboxydocella                     -          A1d2_reverse         -              521    1404     951      75     960      52    1458    -    3.6e-188  625.6   6.3  -
Halomonadaceae_Aidingimonas                      -          A1d2_reverse         -              498    1413     958      41     960      20    1469    -    3.9e-188  625.4   5.4  -
Frankiaceae_Jatrophihabitans                     -          A1d2_reverse         -              492    1384     952      60     960      43    1466    -    4.6e-188  625.5   5.8  -
Spiroplasmataceae_Spiroplasma                    -          A1d2_reverse         -              519    1411     960      54     960      35    1516    -    5.9e-188  625.4   5.8  -
Deferribacteraceae_Deferribacter                 -          A1d2_reverse         -              526    1435     960      57     960      37    1542    -      6e-188  624.9   5.9  -
Rhodobacteraceae_Silicibacter                    -          A1d2_reverse         -              475    1355     960      54     960      34    1463    -    6.5e-188  624.9   5.2  -
Neisseriaceae_Snodgrassella                      -          A1d2_reverse         -              542    1447     952      45     960      23    1547    -    7.5e-188  624.5   5.4  -
Carnobacteriaceae_Marinilactibacillus            -          A1d2_reverse         -              511    1399     948      60     960      42    1511    -    7.7e-188  624.5   5.8  -
Rhodobiaceae_Rhodobium                           -          A1d2_reverse         -              461    1359     954      56     960      34    1421    -      8e-188  624.8   5.5  -
Thermoactinomycetaceae_Marininema                -          A1d2_reverse         -              532    1421     959      67     960      45    1553    -    8.1e-188  624.5   5.8  -
Hafniaceae_Obesumbacterium                       -          A1d2_reverse         -              501    1411     958      47     960      26    1490    -    9.1e-188  624.1   5.8  -
Methylocystaceae_Methylosinus                    -          A1d2_reverse         -              452    1353     958      56     960      40    1410    -    9.5e-188  624.6   5.2  -
Rhodobacteraceae_Aestuariivita                   -          A1d2_reverse         -              466    1346     960      55     960      38    1427    -    9.5e-188  624.4   5.4  -
Alteromonadaceae_Tamilnaduibacter                -          A1d2_reverse         -              513    1427     958      42     960      21    1474    -    9.9e-188  624.2   5.5  -
Ectothiorhodospiraceae_Acidihalobacter           -          A1d2_reverse         -              470    1385     958      44     960      23    1599    -      1e-187  624.0   5.6  -
Rhodobacteraceae_Ketogulonicigenium              -          A1d2_reverse         -              452    1326     960      60     960      40    1371    -      1e-187  624.5   5.3  -
Bradyrhizobiaceae_Nitrobacter                    -          A1d2_reverse         -              465    1366     958      55     960      45    1466    -      1e-187  624.2   5.7  -
Rhodobiaceae_Rhodoligotrophos                    -          A1d2_reverse         -              478    1382     960      56     960      42    1487    -    1.1e-187  624.3   5.6  -
Rhodobacteraceae_Cribrihabitans                  -          A1d2_reverse         -              467    1347     960      55     960      40    1427    -    1.1e-187  624.3   5.3  -
Carnobacteriaceae_Alkalibacterium                -          A1d2_reverse         -              511    1391     948      68     960      48    1494    -    1.5e-187  623.8   5.9  -
Fusobacteriaceae_Propionigenium                  -          A1d2_reverse         -              521    1424     948      45     960      36    1524    -    1.6e-187  623.4   5.5  -
Thermoanaerobacteraceae_Caldanaerobacter         -          A1d2_reverse         -              500    1390     951      69     960      48    1449    -    1.6e-187  623.6   6.3  -
Nitrospiraceae_Thermodesulfovibrio               -          A1d2_reverse         -              491    1403     959      57     960      41    1479    -    1.6e-187  623.7   5.9  -
Thermoactinomycetaceae_Melghirimyces             -          A1d2_reverse         -              535    1421     959      70     960      49    1506    -    1.7e-187  623.6   6.1  -
Rhodobacteraceae_Nioella                         -          A1d2_reverse         -              468    1352     960      56     960      41    1462    -      2e-187  623.4   5.3  -
Rhodobacteraceae_Pelagicola                      -          A1d2_reverse         -              468    1347     960      60     960      43    1412    -    2.1e-187  623.3   5.2  -
Thermaceae_Oceanithermus                         -          A1d2_reverse         -              516    1415     957      53     960      33    1503    -    2.4e-187  623.1   5.8  -
Tsukamurellaceae_Tsukamurella                    -          A1d2_reverse         -              505    1403     952      55     960      39    1495    -    2.8e-187  622.9   5.5  -
Peptococcaceae_Sporotomaculum                    -          A1d2_reverse         -              582    1481     951      59     960      42    1510    -    2.9e-187  622.7   6.2  -
Methylococcaceae_Methyloglobulus                 -          A1d2_reverse         -              514    1426     958      45     960      28    1493    -    3.2e-187  622.5   5.7  -
Nocardiaceae_Williamsia                          -          A1d2_reverse         -              477    1375     952      55     960      39    1472    -    3.2e-187  622.6   5.7  -
Saccharospirillaceae_Gynuella                    -          A1d2_reverse         -              525    1467     958      17     960       5    1503    -    3.3e-187  622.3   5.1  -
Patulibacteraceae_Patulibacter                   -          A1d2_reverse         -              521    1402     952      70     960      50    1494    -    3.4e-187  622.3   5.9  -
Bacillaceae_Pelagirhabdus                        -          A1d2_reverse         -              501    1402     959      56     960      36    1462    -    3.6e-187  622.3   5.6  -
Hyphomonadaceae_Henriciella                      -          A1d2_reverse         -              442    1324     958      55     960      43    1390    -    3.9e-187  622.7   5.2  -
Rhodobacteraceae_Methylarcula                    -          A1d2_reverse         -              467    1348     960      55     960      41    1370    -    4.3e-187  622.3   5.8  -
Rhodobacteraceae_Tropicimonas                    -          A1d2_reverse         -              448    1333     960      54     960      39    1390    -    4.4e-187  622.3   5.3  -
Cytophagaceae_Cytophaga                          -          A1d2_reverse         -              434    1332     959      56     960      36    1382    -    4.8e-187  622.0   5.7  -
Chromatiaceae_Phaeochromatium                    -          A1d2_reverse         -              471    1390     958      43     960      22    1434    -    5.1e-187  622.0   5.5  -
Bradyrhizobiaceae_Bosea                          -          A1d2_reverse         -              466    1366     958      58     960      47    1455    -    5.2e-187  622.0   5.4  -
Lysobacteraceae_Chujaibacter                     -          A1d2_reverse         -              511    1425     958      45     960      23    1483    -    5.6e-187  621.5   5.6  -
Chromatiaceae_Thiobaca                           -          A1d2_reverse         -              489    1356     958      91     960      76    1370    -    5.7e-187  621.8   6.1  -
Rhodobacteraceae_Amaricoccus                     -          A1d2_reverse         -              467    1347     960      56     960      36    1428    -    6.3e-187  621.9   5.4  -
Pseudonocardiaceae_Amycolatopsis                 -          A1d2_reverse         -              487    1381     952      59     960      42    1464    -    6.4e-187  621.6   5.8  -
Orbaceae_Gilliamella                             -          A1d2_reverse         -              530    1468     958      20     960       5    1538    -    6.5e-187  621.4   5.1  -
Sphingobacteriaceae_Pedobacter                   -          A1d2_reverse         -              497    1385     960      67     960      46    1449    -    7.7e-187  621.4   6.1  -
Sphingomonadaceae_Stakelama                      -          A1d2_reverse         -              449    1354     960      55     960      44    1414    -    9.1e-187  621.3   5.5  -
Piscirickettsiaceae_Cycloclasticus               -          A1d2_reverse         -              523    1454     958      24     960       9    1494    -    9.7e-187  620.7   5.0  -
Rhodobacteraceae_Confluentimicrobium             -          A1d2_reverse         -              467    1351     960      55     960      40    1455    -    9.9e-187  621.1   5.1  -
Microbacteriaceae_Pseudoclavibacter              -          A1d2_reverse         -              491    1387     952      56     960      39    1453    -      1e-186  620.9   5.6  -
Bacillales_Solibacillus                          -          A1d2_reverse         -              523    1419     957      61     960      41    1525    -    1.2e-186  620.6   5.5  -
Hyphomonadaceae_Oceanicaulis                     -          A1d2_reverse         -              444    1324     960      60     960      46    1424    -    1.3e-186  620.7   5.5  -
Enterobacteriaceae_Rosenbergiella                -          A1d2_reverse         -              523    1441     958      42     960      21    1500    -    1.3e-186  620.4   5.6  -
Hyphomonadaceae_Glycocaulis                      -          A1d2_reverse         -              448    1334     960      54     960      44    1389    -    1.4e-186  620.6   5.4  -
Polyangiaceae_Aetherobacter                      -          A1d2_reverse         -              535    1449     959      52     960      42    1555    -    1.5e-186  620.5   6.0  -
Chromatiaceae_Nitrosococcus                      -          A1d2_reverse         -              529    1441     958      45     960      23    1491    -    1.6e-186  620.3   5.6  -
Pseudonocardiaceae_Saccharothrix                 -          A1d2_reverse         -              503    1388     952      66     960      44    1459    -    1.6e-186  620.1   5.8  -
Acidaminococcaceae_Phascolarctobacterium         -          A1d2_reverse         -              625    1523     954      56     960      42    1610    -    1.7e-186  620.0   5.8  -
Gammaproteobacteria_Methylohalomonas             -          A1d2_reverse         -              470    1324     958     107     960     106    1325    -    1.8e-186  620.1   7.3  -
Propionibacteriaceae_Microlunatus                -          A1d2_reverse         -              497    1391     951      57     959      37    1472    -      2e-186  620.2   5.5  -
Beijerinckiaceae_Methylocella                    -          A1d2_reverse         -              450    1352     958      56     960      36    1406    -      2e-186  620.0   5.3  -
Nocardioidaceae_Nocardioides                     -          A1d2_reverse         -              487    1348     952      93     960      63    1449    -    2.2e-186  620.0   5.9  -
Chromobacteriaceae_Formivibrio                   -          A1d2_reverse         -              513    1421     953      42     960      22    1490    -    2.2e-186  619.8   5.3  -
Micromonosporaceae_Actinocatenispora             -          A1d2_reverse         -              489    1385     951      55     960      39    1444    -    2.3e-186  619.8   5.8  -
Halothiobacillaceae_Thioalkalibacter             -          A1d2_reverse         -              522    1437     958      43     960      22    1486    -    2.5e-186  619.4   5.5  -
Hymenobacteraceae_Pontibacter                    -          A1d2_reverse         -              477    1362     960      70     960      54    1426    -    2.5e-186  619.6   6.2  -
Vibrionaceae_Paraphotobacterium                  -          A1d2_reverse         -              532    1469     958      21     960       6    1539    -    2.6e-186  619.3   5.2  -
Pasteurellaceae_Chelonobacter                    -          A1d2_reverse         -              477    1386     958      45     960      42    1389    -    2.9e-186  619.4   6.1  -
Micromonosporaceae_Actinoplanes                  -          A1d2_reverse         -              485    1344     951      93     959      63    1474    -      3e-186  619.5   6.1  -
Rhodobacteraceae_Aliiroseovarius                 -          A1d2_reverse         -              450    1326     960      63     960      51    1395    -    3.4e-186  619.4   5.4  -
Peptostreptococcaceae_Peptostreptococcus         -          A1d2_reverse         -              486    1378     958      61     960      43    1473    -    3.5e-186  619.0   5.4  -
Pasteurellaceae_Vespertiliibacter                -          A1d2_reverse         -              507    1442     958      22     960       9    1462    -    3.7e-186  618.9   5.2  -
Clostridiaceae_Romboutsia                        -          A1d2_reverse         -              485    1376     959      65     960      40    1462    -    4.2e-186  618.7   5.7  -
Streptomycetaceae_Kitasatospora                  -          A1d2_reverse         -              504    1403     952      60     960      40    1482    -    4.6e-186  619.0   5.7  -
Acidobacteriaceae_Edaphobacter                   -          A1d2_reverse         -              475    1374     954      55     960      43    1449    -    4.9e-186  618.6   5.5  -
Rhodobiaceae_Parvibaculum                        -          A1d2_reverse         -              456    1359     960      56     960      36    1437    -      5e-186  618.8   5.4  -
