# target name                                    accession  query name              accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------    -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP.g-Gut1_B06_046.seq -               24     908       5     900       2     901    1466    +    8.8e-304 1008.7  18.1  -
Chromatiaceae_Thiobaca                           -          LKAP.g-Gut1_B06_046.seq -               56     880      57     899      35     901    1370    +    1.6e-163  544.1  17.1  -
Acetobacteraceae_Tanticharoenia                  -          LKAP.g-Gut1_B06_046.seq -               24     843       5     900       2     901    1414    +    2.2e-163  543.7  16.5  -
Acetobacteraceae_Komagataeibacter                -          LKAP.g-Gut1_B06_046.seq -               66     855      61     900      12     901    1456    +    2.3e-163  543.8  16.5  -
Spirochaetaceae_Spirochaeta                      -          LKAP.g-Gut1_B06_046.seq -               37     867       7     856       3     874    1495    +    2.4e-163  543.4  19.2  -
Bacteroidaceae_Bacteroides                       -          LKAP.g-Gut1_B06_046.seq -               33     854       5     842       2     859    1480    +    2.5e-163  543.3  18.8  -
Acetobacteraceae_Neokomagataea                   -          LKAP.g-Gut1_B06_046.seq -               44     863       5     900       2     901    1437    +    3.4e-163  543.3  16.6  -
Rhodobacteraceae_Litoreibacter                   -          LKAP.g-Gut1_B06_046.seq -               24     838       5     900       2     901    1395    +    3.4e-163  543.0  15.6  -
Rhodospirillaceae_Phaeospirillum                 -          LKAP.g-Gut1_B06_046.seq -               47     832      62     900      41     901    1401    +    3.8e-163  542.9  16.0  -
Hyphomonadaceae_Henriciella                      -          LKAP.g-Gut1_B06_046.seq -               48     832      63     900      42     901    1390    +    3.8e-163  543.1  15.6  -
Rhodobacteraceae_Roseovarius                     -          LKAP.g-Gut1_B06_046.seq -               26     842       5     900       2     901    1415    +    4.2e-163  542.7  15.8  -
Kangiellaceae_Aliikangiella                      -          LKAP.g-Gut1_B06_046.seq -               35     865      56     898      35     901    1392    +    4.4e-163  542.4  17.1  -
Porticoccaceae_Porticoccus                       -          LKAP.g-Gut1_B06_046.seq -               32     897       5     898       2     901    1497    +    5.4e-163  542.2  17.5  -
Rhodospirillaceae_Ferrovibrio                    -          LKAP.g-Gut1_B06_046.seq -               72     858      61     900      40     901    1447    +    5.4e-163  542.2  16.0  -
Rhodobacteraceae_Stappia                         -          LKAP.g-Gut1_B06_046.seq -               56     840      63     900      43     901    1412    +    6.2e-163  542.3  16.0  -
Rhodospirillaceae_Oceanibaculum                  -          LKAP.g-Gut1_B06_046.seq -               44     861       5     900       2     901    1451    +    8.3e-163  541.7  15.9  -
Moraxellaceae_Perlucidibaca                      -          LKAP.g-Gut1_B06_046.seq -               60     885      60     898      39     901    1467    +    8.5e-163  541.4  17.2  -
Phyllobacteriaceae_Aminobacter                   -          LKAP.g-Gut1_B06_046.seq -               61     846      62     900      41     901    1453    +    9.3e-163  541.6  16.0  -
Rhodobacteraceae_Shimia                          -          LKAP.g-Gut1_B06_046.seq -               24     840       5     900       2     901    1394    +    9.5e-163  541.6  16.0  -
Rhodobacteraceae_Thalassobius                    -          LKAP.g-Gut1_B06_046.seq -               24     840       5     900       2     901    1389    +    1.1e-162  541.5  16.0  -
Woeseiaceae_Woeseia                              -          LKAP.g-Gut1_B06_046.seq -               33     871       5     860       2     885    1476    +    1.1e-162  541.1  18.9  -
Chromatiaceae_Thiorhodovibrio                    -          LKAP.g-Gut1_B06_046.seq -               24     885       5     899       2     901    1456    +    1.2e-162  541.3  17.1  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP.g-Gut1_B06_046.seq -               44     943       5     900       2     901    1546    +    1.2e-162  540.9  18.1  -
Rhodospirillaceae_Inquilinus                     -          LKAP.g-Gut1_B06_046.seq -               73     861      62     900      42     901    1420    +    1.6e-162  540.8  15.9  -
Acetobacteraceae_Acidocella                      -          LKAP.g-Gut1_B06_046.seq -               54     841      63     900      43     901    1407    +    1.9e-162  540.6  16.6  -
Desulfonatronaceae_Desulfonatronum               -          LKAP.g-Gut1_B06_046.seq -               24     907       5     899       2     901    1495    +    1.9e-162  540.4  18.1  -
Rhodospirillaceae_Rhodovibrio                    -          LKAP.g-Gut1_B06_046.seq -               39     860       5     900       2     901    1480    +      2e-162  540.6  16.1  -
Methylococcaceae_Methyloparacoccus               -          LKAP.g-Gut1_B06_046.seq -               61     891      56     898      34     901    1451    +    2.3e-162  540.2  17.3  -
Desulfovibrionaceae_Desulfocurvus                -          LKAP.g-Gut1_B06_046.seq -               44     924       5     900       2     901    1532    +    2.7e-162  540.1  18.1  -
Rhodobacteraceae_Nioella                         -          LKAP.g-Gut1_B06_046.seq -               44     860       5     900       2     901    1462    +    2.9e-162  539.9  15.7  -
Syntrophobacteraceae_Desulfacinum                -          LKAP.g-Gut1_B06_046.seq -               64     900      59     900      38     901    1461    +    3.9e-162  539.4  16.8  -
Desulfobacteraceae_Desulfoluna                   -          LKAP.g-Gut1_B06_046.seq -               44     934       5     900       2     901    1552    +    5.1e-162  538.9  16.8  -
Cohaesibacteraceae_Cohaesibacter                 -          LKAP.g-Gut1_B06_046.seq -               73     859      61     900      15     901    1425    +    5.7e-162  539.0  15.6  -
Methylococcaceae_Methylomarinum                  -          LKAP.g-Gut1_B06_046.seq -               67     895      56     898      32     901    1464    +    5.8e-162  538.7  17.3  -
Bacillaceae_Tepidibacillus                       -          LKAP.g-Gut1_B06_046.seq -               32     911       7     900       2     901    1493    +    6.2e-162  538.3  17.6  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP.g-Gut1_B06_046.seq -               30     914       5     900       2     901    1500    +    6.3e-162  538.7  18.0  -
Hyphomonadaceae_Algimonas                        -          LKAP.g-Gut1_B06_046.seq -               40     824      63     900      43     901    1351    +    6.9e-162  538.9  15.8  -
Rhodobacteraceae_Celeribacter                    -          LKAP.g-Gut1_B06_046.seq -               41     856       5     900       2     901    1428    +    7.4e-162  538.6  15.7  -
Halomonadaceae_Aidingimonas                      -          LKAP.g-Gut1_B06_046.seq -               17     887       5     898       2     901    1469    +    8.6e-162  538.2  17.9  -
Bradyrhizobiaceae_Salinarimonas                  -          LKAP.g-Gut1_B06_046.seq -               39     855       4     900       2     901    1438    +    8.8e-162  538.4  16.0  -
Methylocystaceae_Pleomorphomonas                 -          LKAP.g-Gut1_B06_046.seq -               76     861      62     900      42     901    1433    +    8.9e-162  538.4  15.9  -
Methylococcaceae_Methylogaea                     -          LKAP.g-Gut1_B06_046.seq -               27     860      55     898      35     901    1451    +    9.9e-162  538.0  17.5  -
Pasteurellaceae_Cricetibacter                    -          LKAP.g-Gut1_B06_046.seq -               36     856      59     898      40     901    1295    +    9.9e-162  538.1  17.1  -
Cystobacteraceae_Vitiosangium                    -          LKAP.g-Gut1_B06_046.seq -               42     924       5     900       2     901    1528    +    9.9e-162  538.0  17.2  -
Bacillaceae_Caldalkalibacillus                   -          LKAP.g-Gut1_B06_046.seq -                4     866       7     858       4     899    1488    +      1e-161  538.0  18.7  -
Gammaproteobacteria_Litorivivens                 -          LKAP.g-Gut1_B06_046.seq -               24     891       5     898       2     901    1456    +    1.1e-161  537.9  17.6  -
Ectothiorhodospiraceae_Inmirania                 -          LKAP.g-Gut1_B06_046.seq -               85     921      55     899      34     901    1513    +    1.4e-161  537.6  17.9  -
Myxococcaceae_Corallococcus                      -          LKAP.g-Gut1_B06_046.seq -               38     922       5     900       2     901    1519    +    1.5e-161  537.4  17.7  -
Acetobacteraceae_Asaia                           -          LKAP.g-Gut1_B06_046.seq -               24     843       5     900       2     901    1411    +    1.5e-161  537.8  16.5  -
Rhodospirillaceae_Dongia                         -          LKAP.g-Gut1_B06_046.seq -               31     858       5     900       2     901    1431    +    1.5e-161  537.8  17.0  -
Methylococcaceae_Methylosoma                     -          LKAP.g-Gut1_B06_046.seq -               77     901      63     898      40     901    1491    +    2.1e-161  536.7  16.9  -
Hyphomicrobiaceae_Maritalea                      -          LKAP.g-Gut1_B06_046.seq -               28     818      56     900      35     901    1356    +    2.3e-161  537.0  15.9  -
Rhodobacteraceae_Roseivivax                      -          LKAP.g-Gut1_B06_046.seq -               32     848       5     900       2     901    1405    +    2.4e-161  536.9  15.7  -
Hyphomicrobiaceae_Filomicrobium                  -          LKAP.g-Gut1_B06_046.seq -               75     860      62     900      41     901    1448    +    2.7e-161  536.6  16.5  -
Pasteurellaceae_Lonepinella                      -          LKAP.g-Gut1_B06_046.seq -                9     877       6     898       2     901    1498    +    2.8e-161  536.5  17.2  -
Chromatiaceae_Thiococcus                         -          LKAP.g-Gut1_B06_046.seq -               59     891      57     899      35     901    1470    +    2.9e-161  536.6  17.2  -
Bradyrhizobiaceae_Bosea                          -          LKAP.g-Gut1_B06_046.seq -               40     856       5     900       2     901    1455    +    3.2e-161  536.4  15.8  -
Rhodobacteraceae_Wenxinia                        -          LKAP.g-Gut1_B06_046.seq -               44     860       5     900       2     901    1428    +    4.1e-161  536.1  16.2  -
Brucellaceae_Paenochrobactrum                    -          LKAP.g-Gut1_B06_046.seq -               26     811      62     900      42     901    1348    +    4.7e-161  535.8  16.3  -
Rhodobacteraceae_Haematobacter                   -          LKAP.g-Gut1_B06_046.seq -               38     854       5     900       3     901    1414    +    4.9e-161  535.9  16.0  -
Pasteurellaceae_Mesocricetibacter                -          LKAP.g-Gut1_B06_046.seq -               80     905      58     898      36     901    1339    +    6.3e-161  535.5  17.4  -
Desulfobacteraceae_Desulfosarcina                -          LKAP.g-Gut1_B06_046.seq -               35     926       6     900       2     901    1515    +    6.9e-161  535.2  16.7  -
Paenibacillaceae_Cohnella                        -          LKAP.g-Gut1_B06_046.seq -               29     910       6     900       3     901    1482    +    7.2e-161  535.4  17.7  -
Pasteurellaceae_Necropsobacter                   -          LKAP.g-Gut1_B06_046.seq -               33     848      62     898      45     901    1272    +    7.7e-161  535.2  17.4  -
Clostridiaceae_Caloramator                       -          LKAP.g-Gut1_B06_046.seq -               24     872       7     900       3     901    1453    +    1.4e-160  534.3  16.7  -
Brevibacteriaceae_Brevibacterium                 -          LKAP.g-Gut1_B06_046.seq -               34     893       5     900       2     901    1485    +    1.4e-160  534.0  17.0  -
Parvularculaceae_Parvularcula                    -          LKAP.g-Gut1_B06_046.seq -               44     860       5     900       2     901    1427    +    1.6e-160  534.3  16.1  -
Rhodobacteraceae_Tropicibacter                   -          LKAP.g-Gut1_B06_046.seq -                1     817       5     900       5     901    1404    +    1.7e-160  534.0  15.7  -
Rhodobacteraceae_Sulfitobacter                   -          LKAP.g-Gut1_B06_046.seq -               24     840       5     900       2     901    1405    +    1.8e-160  534.0  15.8  -
Alteromonadaceae_Tamilnaduibacter                -          LKAP.g-Gut1_B06_046.seq -               32     902       5     898       2     901    1474    +    2.1e-160  533.7  17.8  -
Cystobacteraceae_Archangium                      -          LKAP.g-Gut1_B06_046.seq -               24     906       5     900       2     901    1491    +    2.8e-160  533.2  17.0  -
Gammaproteobacteria_Thiolapillus                 -          LKAP.g-Gut1_B06_046.seq -               18     889       5     899       2     901    1363    +    3.9e-160  532.9  17.5  -
Phyllobacteriaceae_Pseudahrensia                 -          LKAP.g-Gut1_B06_046.seq -               54     840      61     900      19     901    1441    +    3.9e-160  532.9  16.3  -
Oceanospirillaceae_Pseudospirillum               -          LKAP.g-Gut1_B06_046.seq -               24     891       5     898       2     901    1459    +    3.9e-160  532.9  17.1  -
Sphingomonadaceae_Zymomonas                      -          LKAP.g-Gut1_B06_046.seq -               69     862      60     900      37     901    1452    +    4.8e-160  532.6  15.5  -
Lysobacteraceae_Chiayiivirga                     -          LKAP.g-Gut1_B06_046.seq -               73     911      49     899      24     901    1522    +    5.5e-160  532.3  17.5  -
Rhodobacteraceae_Jannaschia                      -          LKAP.g-Gut1_B06_046.seq -               24     838       5     900       2     901    1396    +    5.7e-160  532.4  16.0  -
Aurantimonadaceae_Fulvimarina                    -          LKAP.g-Gut1_B06_046.seq -               45     861       5     900       2     901    1453    +    6.5e-160  532.2  16.3  -
Beijerinckiaceae_Methylocapsa                    -          LKAP.g-Gut1_B06_046.seq -               71     857      61     900      40     901    1419    +    6.6e-160  532.0  16.1  -
Chromatiaceae_Thioflavicoccus                    -          LKAP.g-Gut1_B06_046.seq -               59     891      57     899      35     901    1469    +    6.9e-160  532.0  17.2  -
Rhodobacteraceae_Silicibacter                    -          LKAP.g-Gut1_B06_046.seq -               51     867       5     900       2     901    1463    +    7.4e-160  531.8  16.1  -
Methylococcaceae_Methylomagnum                   -          LKAP.g-Gut1_B06_046.seq -               57     885      60     898      34     901    1452    +    8.7e-160  531.6  17.3  -
Campylobacteraceae_Arcobacter                    -          LKAP.g-Gut1_B06_046.seq -               13     855       5     888       2     900    1411    +    8.7e-160  531.7  15.9  -
Nakamurellaceae_Nakamurella                      -          LKAP.g-Gut1_B06_046.seq -               24     874       5     900       2     901    1462    +    8.8e-160  531.6  17.5  -
Succinivibrionaceae_Succinatimonas               -          LKAP.g-Gut1_B06_046.seq -               71     868      58     898      35     901    1469    +    8.9e-160  531.6  16.6  -
Immundisolibacteraceae_Immundisolibacter         -          LKAP.g-Gut1_B06_046.seq -               53     925       5     898       2     901    1555    +    1.1e-159  531.2  17.7  -
Bacillaceae_Salsuginibacillus                    -          LKAP.g-Gut1_B06_046.seq -               48     893       5     839       2     880    1505    +    1.1e-159  531.3  19.5  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP.g-Gut1_B06_046.seq -               77     907      55     899      34     901    1475    +    1.2e-159  531.2  17.7  -
Rhodobacteraceae_Marivita                        -          LKAP.g-Gut1_B06_046.seq -               24     840       5     900       2     901    1386    +    1.2e-159  531.2  15.8  -
Chromatiaceae_Nitrosococcus                      -          LKAP.g-Gut1_B06_046.seq -               44     917       5     897       2     901    1491    +    1.3e-159  531.2  17.7  -
Polyangiaceae_Racemicystis                       -          LKAP.g-Gut1_B06_046.seq -               45     927       5     900       2     901    1549    +    1.7e-159  530.7  18.1  -
Rickettsiaceae_Rickettsia                        -          LKAP.g-Gut1_B06_046.seq -               34     863       5     900       2     901    1440    +    1.7e-159  530.7  16.1  -
Syntrophomonadaceae_Thermosyntropha              -          LKAP.g-Gut1_B06_046.seq -               53     945      18     900       2     901    1546    +    1.7e-159  530.6  18.0  -
Beijerinckiaceae_Rhodoblastus                    -          LKAP.g-Gut1_B06_046.seq -               41     859       5     900       3     901    1477    +    2.3e-159  530.1  15.3  -
Parviterribacteraceae_Parviterribacter           -          LKAP.g-Gut1_B06_046.seq -               24     888       5     900       2     901    1456    +    2.3e-159  530.2  17.4  -
Salinibacteraceae_Salinibacter                   -          LKAP.g-Gut1_B06_046.seq -               49     917       5     899       2     901    1500    +    2.5e-159  530.1  17.7  -
Rhodospirillaceae_Nitrospirillum                 -          LKAP.g-Gut1_B06_046.seq -               78     888      60     900      37     901    1471    +    2.8e-159  530.0  16.7  -
Ectothiorhodospiraceae_Thiorhodospira            -          LKAP.g-Gut1_B06_046.seq -               40     902       5     899       2     901    1365    +    2.9e-159  529.8  18.4  -
Acetobacteraceae_Stella                          -          LKAP.g-Gut1_B06_046.seq -               50     843      55     900      32     901    1447    +      3e-159  530.2  15.8  -
Solirubrobacteraceae_Solirubrobacter             -          LKAP.g-Gut1_B06_046.seq -               48     886      59     900      35     901    1443    +    3.1e-159  529.7  17.6  -
Rhodobacteraceae_Tropicimonas                    -          LKAP.g-Gut1_B06_046.seq -               24     840       5     900       2     901    1390    +    3.2e-159  529.9  15.5  -
Hyphomicrobiaceae_Angulomicrobium                -          LKAP.g-Gut1_B06_046.seq -               53     838      62     900      41     901    1409    +    3.2e-159  529.9  16.0  -
Thermoactinomycetaceae_Melghirimyces             -          LKAP.g-Gut1_B06_046.seq -               34     868       7     825       3     846    1506    +    3.3e-159  529.8  20.7  -
Chromatiaceae_Phaeochromatium                    -          LKAP.g-Gut1_B06_046.seq -                2     867       4     899       3     901    1434    +    3.7e-159  529.7  17.0  -
Desulfobacteraceae_Desulfobotulus                -          LKAP.g-Gut1_B06_046.seq -               20     911       4     900       2     901    1506    +      4e-159  529.4  16.9  -
Hyphomicrobiaceae_Pelagibacterium                -          LKAP.g-Gut1_B06_046.seq -               24     840       5     900       2     901    1408    +    4.1e-159  529.5  15.9  -
Chelatococcaceae_Camelimonas                     -          LKAP.g-Gut1_B06_046.seq -               43     859       5     900       2     901    1446    +    4.1e-159  529.8  15.7  -
Beijerinckiaceae_Methylocella                    -          LKAP.g-Gut1_B06_046.seq -               53     840      60     900      39     901    1406    +    4.3e-159  529.3  15.7  -
Rhodobacteraceae_Tateyamaria                     -          LKAP.g-Gut1_B06_046.seq -               45     859       5     900       2     901    1386    +      5e-159  529.1  15.9  -
Bacillaceae_Geobacillus                          -          LKAP.g-Gut1_B06_046.seq -               38     921       5     898       3     900    1527    +    5.6e-159  529.0  18.6  -
Helicobacteraceae_Helicobacter                   -          LKAP.g-Gut1_B06_046.seq -               91     867      63     888      41     900    1474    +    5.8e-159  528.0  15.0  -
Rhodobacteraceae_Amylibacter                     -          LKAP.g-Gut1_B06_046.seq -               24     840       5     900       2     901    1423    +    6.4e-159  528.9  16.0  -
Myxococcaceae_Myxococcus                         -          LKAP.g-Gut1_B06_046.seq -               24     908       5     900       2     901    1493    +    6.9e-159  528.5  17.7  -
Clostridiaceae_Alkaliphilus                      -          LKAP.g-Gut1_B06_046.seq -               24     886       5     900       2     901    1465    +    7.1e-159  528.1  17.4  -
Pseudomonadaceae_Azorhizophilus                  -          LKAP.g-Gut1_B06_046.seq -                8     793     100     898      94     901    1384    +    7.7e-159  528.4  14.5  -
Hahellaceae_Halospina                            -          LKAP.g-Gut1_B06_046.seq -                6     867       5     898       2     901    1427    +      8e-159  528.5  16.8  -
Halothiobacillaceae_Thioalkalibacter             -          LKAP.g-Gut1_B06_046.seq -               41     913       5     899       2     901    1486    +    8.8e-159  528.1  17.6  -
Rhodobacteraceae_Citreicella                     -          LKAP.g-Gut1_B06_046.seq -               24     838       5     900       2     901    1384    +    9.2e-159  528.2  15.8  -
Sulfuricellaceae_Sulfurirhabdus                  -          LKAP.g-Gut1_B06_046.seq -               32     904       4     899       2     901    1433    +    9.7e-159  528.1  17.3  -
Ectothiorhodospiraceae_Oceanococcus              -          LKAP.g-Gut1_B06_046.seq -               44     880       5     859       2     885    1505    +    1.1e-158  528.0  18.7  -
Algiphilaceae_Algiphilus                         -          LKAP.g-Gut1_B06_046.seq -               44     910       5     899       2     901    1501    +    1.2e-158  527.7  17.5  -
Polyangiaceae_Chondromyces                       -          LKAP.g-Gut1_B06_046.seq -               34     918       5     900       2     901    1534    +    1.4e-158  527.7  17.9  -
Thermoactinomycetaceae_Kroppenstedtia            -          LKAP.g-Gut1_B06_046.seq -               24     861       5     825       3     846    1486    +    1.4e-158  527.5  20.3  -
Lachnospiraceae_Anaerostipes                     -          LKAP.g-Gut1_B06_046.seq -               24     891       5     900       2     901    1436    +    1.5e-158  527.6  17.1  -
Rhodobacteraceae_Palleronia                      -          LKAP.g-Gut1_B06_046.seq -                7     820       6     900       3     901    1367    +    1.6e-158  527.7  15.8  -
Coxiellaceae_Coxiella                            -          LKAP.g-Gut1_B06_046.seq -               65     896      55     900      23     901    1465    +    2.1e-158  527.1  17.5  -
Desulfobacteraceae_Desulfatibacillum             -          LKAP.g-Gut1_B06_046.seq -               89     936      61     900      39     901    1525    +    2.5e-158  526.6  16.5  -
Ventosimonadaceae_Ventosimonas                   -          LKAP.g-Gut1_B06_046.seq -               85     923      51     898      26     901    1489    +    2.5e-158  526.6  17.2  -
Rhodobacteraceae_Octadecabacter                  -          LKAP.g-Gut1_B06_046.seq -               24     842       5     900       2     901    1389    +    2.6e-158  526.8  15.9  -
Desulfobacteraceae_Desulfofrigus                 -          LKAP.g-Gut1_B06_046.seq -               45     935       5     900       2     901    1523    +    2.8e-158  526.6  17.0  -
Xanthobacteraceae_Ancylobacter                   -          LKAP.g-Gut1_B06_046.seq -               45     830      62     900      42     901    1394    +    2.9e-158  527.0  16.5  -
Bacillaceae_Anoxybacillus                        -          LKAP.g-Gut1_B06_046.seq -               26     907       6     899       3     901    1495    +      3e-158  526.5  17.8  -
Conexibacteraceae_Conexibacter                   -          LKAP.g-Gut1_B06_046.seq -               88     923      63     900      42     901    1536    +    3.3e-158  526.1  17.5  -
Aerococcaceae_Facklamia                          -          LKAP.g-Gut1_B06_046.seq -               25     909       6     900       3     901    1501    +    3.3e-158  526.5  17.7  -
Ectothiorhodospiraceae_Methylonatrum             -          LKAP.g-Gut1_B06_046.seq -                6     857      30     899      23     901    1318    +    3.6e-158  526.3  16.9  -
Kangiellaceae_Pleionea                           -          LKAP.g-Gut1_B06_046.seq -               82     911      59     898      39     901    1485    +    4.3e-158  525.8  16.7  -
Methylococcaceae_Methyloprofundus                -          LKAP.g-Gut1_B06_046.seq -               32     867      50     898      29     901    1414    +    4.9e-158  525.7  16.8  -
Pasteurellaceae_Seminibacterium                  -          LKAP.g-Gut1_B06_046.seq -               31     855      58     898      38     901    1405    +    5.2e-158  525.8  17.4  -
Succinivibrionaceae_Succinimonas                 -          LKAP.g-Gut1_B06_046.seq -               74     893      58     898      37     901    1462    +      7e-158  525.1  17.5  -
Bacillales_Exiguobacterium                       -          LKAP.g-Gut1_B06_046.seq -               37     929       5     899       3     901    1526    +    8.1e-158  525.1  18.9  -
Polyangiaceae_Polyangium                         -          LKAP.g-Gut1_B06_046.seq -               43     927       5     900       2     901    1549    +    8.7e-158  525.0  18.1  -
Sulfuricellaceae_Sulfuricella                    -          LKAP.g-Gut1_B06_046.seq -               23     896       4     899       2     901    1464    +    9.1e-158  524.9  17.9  -
Rhodobacteraceae_Thalassococcus                  -          LKAP.g-Gut1_B06_046.seq -               24     841       5     900       2     901    1419    +    1.1e-157  524.7  15.9  -
Rhodobacteraceae_Lutimaribacter                  -          LKAP.g-Gut1_B06_046.seq -               43     858       5     900       2     901    1428    +    1.3e-157  524.5  15.9  -
Peptococcaceae_Desulfosporosinus                 -          LKAP.g-Gut1_B06_046.seq -               30     923       5     899       2     901    1523    +    1.5e-157  524.1  17.9  -
Alicyclobacillaceae_Alicyclobacillus             -          LKAP.g-Gut1_B06_046.seq -               45     910       6     899       3     900    1509    +    1.7e-157  524.2  18.7  -
Rhodobacteraceae_Methylarcula                    -          LKAP.g-Gut1_B06_046.seq -               45     857       5     900       2     901    1370    +    1.7e-157  524.1  15.5  -
Neisseriaceae_Crenobacter                        -          LKAP.g-Gut1_B06_046.seq -               54     920       5     899       2     901    1557    +    1.8e-157  524.1  17.4  -
Streptomycetaceae_Streptacidiphilus              -          LKAP.g-Gut1_B06_046.seq -               24     873       5     900       2     901    1445    +    2.1e-157  524.0  17.4  -
Rhodothermaceae_Rhodothermus                     -          LKAP.g-Gut1_B06_046.seq -               53     920       5     900       3     901    1543    +    2.1e-157  523.7  17.3  -
Arenicellaceae_Perspicuibacter                   -          LKAP.g-Gut1_B06_046.seq -               13     835      57     899      37     901    1365    +    2.4e-157  523.5  17.0  -
Aurantimonadaceae_Martelella                     -          LKAP.g-Gut1_B06_046.seq -               67     858      56     900      15     901    1443    +    2.5e-157  523.8  15.8  -
Xanthobacteraceae_Starkeya                       -          LKAP.g-Gut1_B06_046.seq -               54     840      61     900      41     901    1406    +    3.1e-157  523.6  16.1  -
Rhizobiaceae_Neorhizobium                        -          LKAP.g-Gut1_B06_046.seq -               61     848      60     900      40     901    1459    +      4e-157  523.1  15.6  -
Desulfobacteraceae_Desulfobacter                 -          LKAP.g-Gut1_B06_046.seq -               44     934       5     900       2     901    1527    +    4.4e-157  522.4  17.2  -
Polyangiaceae_Aetherobacter                      -          LKAP.g-Gut1_B06_046.seq -               45     931       5     900       2     901    1555    +      5e-157  522.5  18.0  -
Lysobacteraceae_Mizugakiibacter                  -          LKAP.g-Gut1_B06_046.seq -               61     894      54     899      22     901    1463    +    5.1e-157  522.4  17.7  -
Gammaproteobacteria_Methylohalomonas             -          LKAP.g-Gut1_B06_046.seq -               30     862      55     899      35     901    1325    +    5.3e-157  522.6  17.2  -
Syntrophobacteraceae_Desulfosoma                 -          LKAP.g-Gut1_B06_046.seq -               73     919      57     900      31     901    1479    +    6.2e-157  522.4  17.2  -
Mycobacteriaceae_Mycobacterium                   -          LKAP.g-Gut1_B06_046.seq -               27     879       5     900       2     901    1469    +    7.1e-157  521.9  17.3  -
Clostridiaceae_Tepidimicrobium                   -          LKAP.g-Gut1_B06_046.seq -               44     909       5     900       2     901    1528    +    7.9e-157  521.9  16.5  -
Thermoactinomycetaceae_Thermoactinomyces         -          LKAP.g-Gut1_B06_046.seq -               44     850       5     810       3     840    1510    +      8e-157  522.0  20.9  -
Rhodocyclaceae_Azovibrio                         -          LKAP.g-Gut1_B06_046.seq -               50     921       4     899       2     901    1485    +    8.1e-157  522.0  17.3  -
Bacillaceae_Lysinibacillus                       -          LKAP.g-Gut1_B06_046.seq -               26     909       7     900       2     901    1476    +    8.3e-157  521.6  17.9  -
Acetobacteraceae_Acidisoma                       -          LKAP.g-Gut1_B06_046.seq -               62     867      44     900      22     901    1430    +    9.8e-157  521.7  17.5  -
Burkholderiales_Thiobacter                       -          LKAP.g-Gut1_B06_046.seq -               38     905       4     899       2     901    1452    +      1e-156  521.6  17.8  -
Streptomycetaceae_Kitasatospora                  -          LKAP.g-Gut1_B06_046.seq -               44     892       5     900       2     901    1482    +    1.1e-156  521.5  17.3  -
Pseudonocardiaceae_Actinokineospora              -          LKAP.g-Gut1_B06_046.seq -               25     873       5     900       2     901    1474    +    1.4e-156  521.0  17.7  -
Rhodobacteraceae_Pacificibacter                  -          LKAP.g-Gut1_B06_046.seq -               31     852       5     900       2     901    1443    +    1.5e-156  520.9  16.1  -
Verrucomicrobiaceae_Prosthecobacter              -          LKAP.g-Gut1_B06_046.seq -               27     899       7     900       3     901    1469    +    1.8e-156  520.8  17.8  -
Nocardiaceae_Rhodococcus                         -          LKAP.g-Gut1_B06_046.seq -               24     873       5     900       2     901    1465    +    1.9e-156  520.6  17.6  -
Cystobacteraceae_Stigmatella                     -          LKAP.g-Gut1_B06_046.seq -               24     906       5     900       2     901    1502    +    2.3e-156  520.2  16.9  -
Burkholderiaceae_Mycoavidus                      -          LKAP.g-Gut1_B06_046.seq -               24     890       5     899       2     901    1485    +    2.3e-156  520.4  17.6  -
Desulfovibrionaceae_Halodesulfovibrio            -          LKAP.g-Gut1_B06_046.seq -               43     912       5     900       2     901    1501    +    2.4e-156  520.0  17.9  -
Lysobacteraceae_Chujaibacter                     -          LKAP.g-Gut1_B06_046.seq -               68     902      55     899      23     901    1483    +    2.8e-156  519.9  17.3  -
Rhodobacteraceae_Primorskyibacter                -          LKAP.g-Gut1_B06_046.seq -               24     840       5     900       2     901    1388    +    2.8e-156  520.1  15.8  -
Hyphomonadaceae_Hirschia                         -          LKAP.g-Gut1_B06_046.seq -               24     840       5     900       2     901    1373    +    2.9e-156  520.2  16.1  -
Thiobacilliaceae_Annwoodia                       -          LKAP.g-Gut1_B06_046.seq -               42     911       4     899       2     901    1525    +    3.2e-156  520.0  17.6  -
Halomonadaceae_Halovibrio                        -          LKAP.g-Gut1_B06_046.seq -               19     879       5     898       2     901    1439    +    3.3e-156  519.8  17.3  -
Rhodobacteraceae_Pseudoroseovarius               -          LKAP.g-Gut1_B06_046.seq -               24     840       5     900       2     901    1391    +    3.5e-156  519.7  16.0  -
Rhodobacteraceae_Roseinatronobacter              -          LKAP.g-Gut1_B06_046.seq -               50     866       5     900       2     901    1450    +    3.6e-156  519.6  15.9  -
Rhodocyclaceae_Oryzomicrobium                    -          LKAP.g-Gut1_B06_046.seq -               23     898       4     899       2     901    1496    +    3.8e-156  519.5  17.7  -
