# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_A11_095_2018_2 -               12     919       7     912       2     912    1491    +           0 1158.4  21.1  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_A11_095_2018_2 -                6     905       9     912       4     912    1446    +           0 1032.0  21.1  -
Chromatiaceae_Phaeochromatium                    -          LKAP-TSAKG2_A11_095_2018_2 -                6     893      20     912      15     912    1434    +    4.2e-196  651.9  20.1  -
Cellvibrionaceae_Pseudoteredinibacter            -          LKAP-TSAKG2_A11_095_2018_2 -                8     857      65     912      58     912    1406    +    4.5e-196  651.5  20.2  -
Hyphomonadaceae_Glycocaulis                      -          LKAP-TSAKG2_A11_095_2018_2 -               13     865       8     912       3     912    1389    +    5.1e-196  651.8  20.9  -
Rickettsiaceae_Rickettsia                        -          LKAP-TSAKG2_A11_095_2018_2 -               29     888      14     912       7     912    1440    +    7.4e-196  651.2  19.9  -
Rhodobacteraceae_Methylarcula                    -          LKAP-TSAKG2_A11_095_2018_2 -               35     881       9     911       3     912    1370    +    7.5e-196  651.2  20.5  -
Rhodobacteraceae_Tateyamaria                     -          LKAP-TSAKG2_A11_095_2018_2 -               37     884      11     912       3     912    1386    +    9.1e-196  650.9  20.7  -
Rhodobacteraceae_Stappia                         -          LKAP-TSAKG2_A11_095_2018_2 -               13     865       8     912       2     912    1412    +      1e-195  651.0  20.9  -
Pseudomonadaceae_Azorhizophilus                  -          LKAP-TSAKG2_A11_095_2018_2 -                2     820      96     912      95     912    1384    +    1.1e-195  650.3  17.8  -
Acetobacteraceae_Belnapia                        -          LKAP-TSAKG2_A11_095_2018_2 -               76     890      63     912      43     912    1453    +    1.2e-195  650.8  20.5  -
Piscirickettsiaceae_Sulfurivirga                 -          LKAP-TSAKG2_A11_095_2018_2 -               36     947      10     912       2     912    1457    +    1.7e-195  649.8  20.8  -
Rhodobacteraceae_Nioella                         -          LKAP-TSAKG2_A11_095_2018_2 -               35     885      10     912       3     912    1462    +    1.8e-195  649.9  21.0  -
Rhodospirillaceae_Nisaea                         -          LKAP-TSAKG2_A11_095_2018_2 -               48     897      20     912       5     912    1385    +    2.3e-195  649.5  20.2  -
Caldicoprobacteraceae_Caldicoprobacter           -          LKAP-TSAKG2_A11_095_2018_2 -               43     932      20     912       6     912    1530    +    4.1e-195  648.7  21.3  -
Desulfobacteraceae_Desulfonatronobacter          -          LKAP-TSAKG2_A11_095_2018_2 -               26     948      16     912       5     912    1508    +      8e-195  647.6  20.3  -
Lysobacteriales_Povalibacter                     -          LKAP-TSAKG2_A11_095_2018_2 -               53     947      19     912       4     912    1508    +    1.1e-194  647.3  20.7  -
Syntrophaceae_Syntrophus                         -          LKAP-TSAKG2_A11_095_2018_2 -               47     957      20     912       6     912    1560    +    1.1e-194  647.1  20.5  -
Desulfovibrionaceae_Halodesulfovibrio            -          LKAP-TSAKG2_A11_095_2018_2 -               46     937      20     912       5     912    1501    +    1.2e-194  646.9  20.7  -
Alteromonadales_Neiella                          -          LKAP-TSAKG2_A11_095_2018_2 -               35     938      10     912       2     912    1501    +    1.4e-194  646.6  21.1  -
Nautiliaceae_Caminibacter                        -          LKAP-TSAKG2_A11_095_2018_2 -               23     885      20     912       4     912    1411    +    1.7e-194  646.9  21.8  -
Alcaligenaceae_Parapusillimonas                  -          LKAP-TSAKG2_A11_095_2018_2 -               19     914      12     908       3     912    1449    +    1.7e-194  646.6  20.7  -
Bradyrhizobiaceae_Bradyrhizobium                 -          LKAP-TSAKG2_A11_095_2018_2 -                6     856      12     912       7     912    1411    +    2.1e-194  646.3  20.4  -
Bdellovibrionaceae_Bdellovibrio                  -          LKAP-TSAKG2_A11_095_2018_2 -               23     892      20     912       6     912    1432    +    2.1e-194  646.3  20.8  -
Lachnospiraceae_Anaerostipes                     -          LKAP-TSAKG2_A11_095_2018_2 -               27     916      20     912       4     912    1436    +      3e-194  645.9  21.1  -
Methylococcaceae_Methylosoma                     -          LKAP-TSAKG2_A11_095_2018_2 -               73     928      61     912      39     912    1491    +    5.2e-194  644.6  19.7  -
Vibrionaceae_Echinimonas                         -          LKAP-TSAKG2_A11_095_2018_2 -               11     903      20     912      12     912    1413    +    5.4e-194  644.6  20.3  -
Rhodobacteraceae_Marivita                        -          LKAP-TSAKG2_A11_095_2018_2 -               16     865      11     912       3     912    1386    +    6.2e-194  644.9  20.9  -
Leptospiraceae_Leptospira                        -          LKAP-TSAKG2_A11_095_2018_2 -               26     893      19     912       7     912    1431    +    6.3e-194  644.7  20.7  -
Thermoanaerobacteraceae_Moorella                 -          LKAP-TSAKG2_A11_095_2018_2 -               31     940      20     912       4     912    1493    +    6.7e-194  644.8  20.4  -
Desulfobacteraceae_Desulfosarcina                -          LKAP-TSAKG2_A11_095_2018_2 -               31     951      16     912       5     912    1515    +    7.1e-194  644.5  20.6  -
Desulfobulbaceae_Desulfopila                     -          LKAP-TSAKG2_A11_095_2018_2 -               48     946      20     912       6     912    1512    +    7.3e-194  644.4  20.2  -
Rhodobacteraceae_Pannonibacter                   -          LKAP-TSAKG2_A11_095_2018_2 -               28     888       7     912       2     912    1483    +    7.4e-194  644.6  21.2  -
Rhodobacteraceae_Aestuariivita                   -          LKAP-TSAKG2_A11_095_2018_2 -               36     883      11     912       3     912    1427    +    9.3e-194  644.3  20.5  -
Rhodobacteraceae_Sagittula                       -          LKAP-TSAKG2_A11_095_2018_2 -               16     854      11     912       3     912    1376    +      1e-193  644.3  21.9  -
Arenicellaceae_Perspicuibacter                   -          LKAP-TSAKG2_A11_095_2018_2 -               17     861      63     912      48     912    1365    +    1.1e-193  643.7  20.5  -
Bradyrhizobiaceae_Afipia                         -          LKAP-TSAKG2_A11_095_2018_2 -               30     884       8     912       3     912    1416    +    1.4e-193  643.7  20.7  -
Halothiobacillaceae_Thiofaba                     -          LKAP-TSAKG2_A11_095_2018_2 -               27     912      20     912       3     912    1487    +    1.6e-193  643.1  20.6  -
Beijerinckiaceae_Rhodoblastus                    -          LKAP-TSAKG2_A11_095_2018_2 -               33     884      11     912       3     912    1477    +    2.5e-193  642.7  20.6  -
Rhodobacteraceae_Ketogulonicigenium              -          LKAP-TSAKG2_A11_095_2018_2 -               21     869      12     912       2     912    1371    +    2.5e-193  643.0  20.3  -
Syntrophomonadaceae_Thermosyntropha              -          LKAP-TSAKG2_A11_095_2018_2 -               48     970      21     912       4     912    1546    +    2.7e-193  642.6  20.4  -
Nautiliaceae_Nautilia                            -          LKAP-TSAKG2_A11_095_2018_2 -                1     861      22     912      22     912    1369    +    2.9e-193  642.9  20.4  -
Patulibacteraceae_Patulibacter                   -          LKAP-TSAKG2_A11_095_2018_2 -               47     933      20     912       6     912    1494    +    3.2e-193  642.2  20.1  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP-TSAKG2_A11_095_2018_2 -               33     939      20     912       4     912    1500    +    3.9e-193  642.2  21.4  -
Rhodobacteraceae_Pacificibacter                  -          LKAP-TSAKG2_A11_095_2018_2 -               22     877      10     912       3     912    1443    +      5e-193  641.8  21.2  -
Rhodobacteraceae_Roseinatronobacter              -          LKAP-TSAKG2_A11_095_2018_2 -               40     891       9     912       3     912    1450    +    5.5e-193  641.6  20.1  -
Rhodobacteraceae_Poseidonocella                  -          LKAP-TSAKG2_A11_095_2018_2 -               28     875      13     912       4     912    1437    +    7.1e-193  641.3  20.5  -
Planococcaceae_Ureibacillus                      -          LKAP-TSAKG2_A11_095_2018_2 -               34     940      20     912       6     912    1497    +      1e-192  640.7  20.3  -
Rhodobacteraceae_Seohaeicola                     -          LKAP-TSAKG2_A11_095_2018_2 -               35     886       9     912       3     912    1443    +      2e-192  639.9  20.9  -
Rhodobacteraceae_Maribius                        -          LKAP-TSAKG2_A11_095_2018_2 -               24     870      12     912       3     912    1407    +    2.1e-192  639.9  21.0  -
Campylobacteraceae_Campylobacter                 -          LKAP-TSAKG2_A11_095_2018_2 -               27     898      20     912       6     912    1424    +    2.3e-192  638.6  20.8  -
Parviterribacteraceae_Parviterribacter           -          LKAP-TSAKG2_A11_095_2018_2 -               27     913      20     912       5     912    1456    +    2.3e-192  639.5  20.6  -
Clostridiaceae_Caloramator                       -          LKAP-TSAKG2_A11_095_2018_2 -               25     897      20     912       4     912    1453    +    2.7e-192  639.4  20.0  -
Lysobacteraceae_Chujaibacter                     -          LKAP-TSAKG2_A11_095_2018_2 -               31     927      20     911       3     912    1483    +    2.8e-192  639.0  20.7  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-TSAKG2_A11_095_2018_2 -               47     968      20     912       6     912    1546    +    2.9e-192  639.0  20.1  -
Streptococcaceae_Lactococcus                     -          LKAP-TSAKG2_A11_095_2018_2 -               33     937      20     912       5     912    1492    +    4.9e-192  638.3  20.8  -
Gammaproteobacteria_Plesiomonas                  -          LKAP-TSAKG2_A11_095_2018_2 -               34     941      10     912       2     912    1499    +    5.4e-192  638.2  20.9  -
Methylococcaceae_Methylomarinovum                -          LKAP-TSAKG2_A11_095_2018_2 -               15     922      10     912       2     912    1466    +    5.5e-192  638.2  21.1  -
Hyphomonadaceae_Henriciella                      -          LKAP-TSAKG2_A11_095_2018_2 -               19     857      12     912       4     912    1390    +    5.7e-192  638.6  20.6  -
Alcaligenaceae_Eoetvoesia                        -          LKAP-TSAKG2_A11_095_2018_2 -               17     912      12     908       3     912    1453    +    6.8e-192  638.0  20.7  -
Rhodobacteraceae_Puniceibacterium                -          LKAP-TSAKG2_A11_095_2018_2 -               37     885      12     912       2     912    1427    +    7.6e-192  637.9  20.8  -
Alteromonadaceae_Lacimicrobium                   -          LKAP-TSAKG2_A11_095_2018_2 -               35     940      10     912       2     912    1499    +    8.1e-192  637.6  21.0  -
Alcaligenaceae_Verticiella                       -          LKAP-TSAKG2_A11_095_2018_2 -               22     913      15     908       5     912    1454    +    8.7e-192  637.6  20.4  -
Ectothiorhodospiraceae_Halofilum                 -          LKAP-TSAKG2_A11_095_2018_2 -               27     920      20     912       3     912    1463    +      1e-191  637.1  20.9  -
Alteromonadales_Motilimonas                      -          LKAP-TSAKG2_A11_095_2018_2 -               13     923       8     912       2     912    1467    +    1.1e-191  637.1  21.0  -
Ectothiorhodospiraceae_Thiorhodospira            -          LKAP-TSAKG2_A11_095_2018_2 -               43     928      20     912       3     912    1365    +    1.2e-191  637.0  21.1  -
Hyphomicrobiaceae_Blastochloris                  -          LKAP-TSAKG2_A11_095_2018_2 -               14     865       9     912       3     912    1427    +    1.2e-191  637.3  21.4  -
Rhodobacteraceae_Mameliella                      -          LKAP-TSAKG2_A11_095_2018_2 -               28     861      14     912       4     912    1380    +    1.5e-191  637.0  21.8  -
Peptostreptococcaceae_Filifactor                 -          LKAP-TSAKG2_A11_095_2018_2 -               27     907      20     912       4     912    1450    +    3.1e-191  635.8  21.3  -
Gammaproteobacteria_Arsukibacterium              -          LKAP-TSAKG2_A11_095_2018_2 -               28     930      10     912       2     912    1479    +    3.2e-191  635.5  20.8  -
Streptococcaceae_Streptococcus                   -          LKAP-TSAKG2_A11_095_2018_2 -               32     941      20     912       5     912    1497    +    3.3e-191  635.8  20.6  -
Flavobacteriaceae_Nonlabens                      -          LKAP-TSAKG2_A11_095_2018_2 -               17     918      12     912       4     912    1448    +    5.4e-191  634.9  20.3  -
Rhodobacteraceae_Pelagicola                      -          LKAP-TSAKG2_A11_095_2018_2 -               34     885       9     912       3     912    1412    +    6.1e-191  634.9  20.6  -
Ectothiorhodospiraceae_Nitrococcus               -          LKAP-TSAKG2_A11_095_2018_2 -               49     949      21     912       4     912    1482    +    6.1e-191  634.7  20.7  -
Desulfobacteraceae_Desulfococcus                 -          LKAP-TSAKG2_A11_095_2018_2 -               41     961      16     912       5     912    1529    +    6.4e-191  634.6  20.1  -
Acidiferrobacteraceae_Sulfurifustis              -          LKAP-TSAKG2_A11_095_2018_2 -               28     914      21     912       4     912    1454    +    6.9e-191  634.6  20.5  -
Algiphilaceae_Algiphilus                         -          LKAP-TSAKG2_A11_095_2018_2 -               36     935      11     911       2     912    1501    +    7.8e-191  634.2  20.9  -
Nevskiaceae_Fontimonas                           -          LKAP-TSAKG2_A11_095_2018_2 -               36     917      20     911       3     912    1468    +    8.6e-191  634.3  20.8  -
Hyphomonadaceae_Oceanicaulis                     -          LKAP-TSAKG2_A11_095_2018_2 -                9     861       8     912       3     912    1424    +    8.7e-191  634.5  21.1  -
Rhodobacteraceae_Rhodobaca                       -          LKAP-TSAKG2_A11_095_2018_2 -               32     885       7     912       2     912    1459    +    9.2e-191  634.4  20.0  -
Paenibacillaceae_Aneurinibacillus                -          LKAP-TSAKG2_A11_095_2018_2 -               29     923      20     912       6     912    1483    +    9.5e-191  634.2  20.2  -
Bradyrhizobiaceae_Nitrobacter                    -          LKAP-TSAKG2_A11_095_2018_2 -               26     880       8     912       3     912    1466    +    9.6e-191  634.2  20.8  -
Sulfuricellaceae_Sulfuricella                    -          LKAP-TSAKG2_A11_095_2018_2 -               21     920      16     910       3     912    1464    +    1.1e-190  633.8  20.9  -
Piscirickettsiaceae_Galenea                      -          LKAP-TSAKG2_A11_095_2018_2 -               22     935      10     912       2     912    1449    +    1.2e-190  633.7  20.9  -
Burkholderiaceae_Lautropia                       -          LKAP-TSAKG2_A11_095_2018_2 -               43     932      17     908       3     912    1519    +    1.3e-190  633.8  20.6  -
Rhodobacteraceae_Citreicella                     -          LKAP-TSAKG2_A11_095_2018_2 -               15     863      10     912       3     912    1384    +    1.4e-190  633.7  20.6  -
Succinivibrionaceae_Ruminobacter                 -          LKAP-TSAKG2_A11_095_2018_2 -               40     944       8     912       2     912    1539    +    1.9e-190  633.1  21.6  -
Rhodobacteraceae_Thalassococcus                  -          LKAP-TSAKG2_A11_095_2018_2 -               15     866      10     912       2     912    1419    +    2.3e-190  633.0  20.3  -
Chromobacteriaceae_Laribacter                    -          LKAP-TSAKG2_A11_095_2018_2 -               23     912      17     908       3     912    1459    +    3.2e-190  632.4  20.6  -
Lachnospiraceae_Anaerocolumna                    -          LKAP-TSAKG2_A11_095_2018_2 -               30     921      16     912       4     912    1478    +    3.6e-190  632.2  21.4  -
Desulfobacteraceae_Desulfatibacillum             -          LKAP-TSAKG2_A11_095_2018_2 -               47     961      20     912       3     912    1525    +    3.9e-190  632.1  20.4  -
Budviciaceae_Pragia                              -          LKAP-TSAKG2_A11_095_2018_2 -               10     918      10     912       3     912    1485    +      4e-190  632.0  20.9  -
Burkholderiales_Thiobacter                       -          LKAP-TSAKG2_A11_095_2018_2 -               38     927      17     908       3     912    1452    +    4.1e-190  632.2  21.1  -
Peptococcaceae_Desulfitispora                    -          LKAP-TSAKG2_A11_095_2018_2 -               42     910      65     912      54     912    1479    +    4.6e-190  631.9  20.2  -
Spirochaetaceae_Treponema                        -          LKAP-TSAKG2_A11_095_2018_2 -               24     922      17     912       6     912    1477    +    4.7e-190  632.2  20.2  -
Cardiobacteriaceae_Dichelobacter                 -          LKAP-TSAKG2_A11_095_2018_2 -               25     921      12     912       3     912    1460    +    6.9e-190  631.5  21.0  -
Polyangiaceae_Chondromyces                       -          LKAP-TSAKG2_A11_095_2018_2 -               37     943      20     912       7     912    1534    +      8e-190  631.2  19.9  -
Rhodobacteraceae_Leisingera                      -          LKAP-TSAKG2_A11_095_2018_2 -               22     871      11     912       3     912    1409    +    8.2e-190  631.3  20.9  -
Enterobacteriaceae_Yokenella                     -          LKAP-TSAKG2_A11_095_2018_2 -               23     929      10     912       2     912    1434    +      1e-189  630.6  20.8  -
Lysobacteraceae_Rehaibacterium                   -          LKAP-TSAKG2_A11_095_2018_2 -               44     946      10     911       2     912    1548    +    1.2e-189  630.5  21.2  -
Nevskiaceae_Alkanibacter                         -          LKAP-TSAKG2_A11_095_2018_2 -                7     884      21     911      16     912    1438    +    1.4e-189  630.3  20.0  -
Desulfobulbaceae_Desulfotalea                    -          LKAP-TSAKG2_A11_095_2018_2 -               35     940      16     912       5     912    1486    +    1.5e-189  630.2  19.9  -
Thermoanaerobacteraceae_Thermoanaerobacter       -          LKAP-TSAKG2_A11_095_2018_2 -               43     923      20     912       5     912    1525    +      2e-189  629.4  21.4  -
Methylococcaceae_Methyloglobulus                 -          LKAP-TSAKG2_A11_095_2018_2 -               37     930      12     912       3     912    1493    +      2e-189  629.7  20.8  -
Alcaligenaceae_Paralcaligenes                    -          LKAP-TSAKG2_A11_095_2018_2 -               27     932      12     908       3     912    1441    +    2.1e-189  629.8  20.7  -
Paenibacillaceae_Brevibacillus                   -          LKAP-TSAKG2_A11_095_2018_2 -               26     917      20     912       6     912    1486    +    2.5e-189  629.6  20.6  -
Chromobacteriaceae_Chitiniphilus                 -          LKAP-TSAKG2_A11_095_2018_2 -               42     931      17     908       3     912    1494    +    3.5e-189  629.2  20.5  -
Neisseriaceae_Crenobacter                        -          LKAP-TSAKG2_A11_095_2018_2 -               53     942      17     908       3     912    1557    +    4.5e-189  628.7  20.9  -
Alteromonadales_Aestuariicella                   -          LKAP-TSAKG2_A11_095_2018_2 -               24     873      65     912      46     912    1400    +    5.3e-189  628.2  20.2  -
Hafniaceae_Obesumbacterium                       -          LKAP-TSAKG2_A11_095_2018_2 -                9     917      10     912       3     912    1490    +    5.7e-189  628.0  20.9  -
Chromobacteriaceae_Leeia                         -          LKAP-TSAKG2_A11_095_2018_2 -                3     889      21     908      19     912    1416    +    6.7e-189  628.0  20.9  -
Desulfomicrobiaceae_Desulfomicrobium             -          LKAP-TSAKG2_A11_095_2018_2 -               37     938      20     912       6     912    1502    +    1.1e-188  627.3  20.2  -
Rhodobacteraceae_Sedimentitalea                  -          LKAP-TSAKG2_A11_095_2018_2 -               37     884      13     912       4     912    1429    +    1.7e-188  626.9  20.6  -
Enterobacteriaceae_Phytobacter                   -          LKAP-TSAKG2_A11_095_2018_2 -               20     926      10     912       2     912    1440    +    1.7e-188  626.6  20.9  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-TSAKG2_A11_095_2018_2 -               27     933      20     912       5     912    1495    +      2e-188  626.5  20.8  -
Helicobacteraceae_Sulfurimonas                   -          LKAP-TSAKG2_A11_095_2018_2 -               29     908      16     912       5     912    1452    +    2.1e-188  626.5  21.0  -
Rhodanobacteraceae_Aquimonas                     -          LKAP-TSAKG2_A11_095_2018_2 -               18     908      20     911       5     912    1433    +    2.5e-188  626.2  20.6  -
Syntrophobacteraceae_Syntrophobacter             -          LKAP-TSAKG2_A11_095_2018_2 -               27     940      20     912       5     912    1504    +    2.8e-188  626.3  20.4  -
Sulfuricellaceae_Sulfurirhabdus                  -          LKAP-TSAKG2_A11_095_2018_2 -               30     928      16     910       3     912    1433    +    3.2e-188  625.7  20.8  -
Corynebacteriaceae_Corynebacterium               -          LKAP-TSAKG2_A11_095_2018_2 -               21     904      16     912       5     912    1462    +    3.5e-188  625.6  20.8  -
Methylococcaceae_Methylohalobius                 -          LKAP-TSAKG2_A11_095_2018_2 -               15     920      10     912       2     912    1462    +    6.4e-188  624.7  21.1  -
Nevskiaceae_Sinimarinibacterium                  -          LKAP-TSAKG2_A11_095_2018_2 -               47     927      20     911       5     912    1493    +    6.7e-188  624.8  20.7  -
Alcaligenaceae_Caenimicrobium                    -          LKAP-TSAKG2_A11_095_2018_2 -               14     912       9     908       2     912    1453    +    8.2e-188  624.5  20.9  -
Burkholderiaceae_Mycoavidus                      -          LKAP-TSAKG2_A11_095_2018_2 -               23     912      17     908       3     912    1485    +    1.2e-187  624.0  20.4  -
Halothiobacillaceae_Thioalkalibacter             -          LKAP-TSAKG2_A11_095_2018_2 -               34     939      12     912       3     912    1486    +    1.2e-187  623.6  20.7  -
Alcaligenaceae_Paracandidimonas                  -          LKAP-TSAKG2_A11_095_2018_2 -               34     884      60     909      38     912    1428    +    1.4e-187  623.7  20.0  -
Neisseriaceae_Snodgrassella                      -          LKAP-TSAKG2_A11_095_2018_2 -               55     949      17     908       3     912    1547    +    1.4e-187  623.5  20.6  -
Cystobacteraceae_Cystobacter                     -          LKAP-TSAKG2_A11_095_2018_2 -               27     931      20     912       6     912    1491    +    1.4e-187  623.7  20.2  -
Chromatiaceae_Nitrosococcus                      -          LKAP-TSAKG2_A11_095_2018_2 -               37     945      12     912       3     912    1491    +    1.6e-187  623.6  20.9  -
Vibrionaceae_Paraphotobacterium                  -          LKAP-TSAKG2_A11_095_2018_2 -               40     948      10     912       2     912    1539    +    1.8e-187  623.0  20.8  -
Peptococcaceae_Desulfitobacterium                -          LKAP-TSAKG2_A11_095_2018_2 -               27     956      20     912       6     912    1521    +    2.4e-187  622.5  20.5  -
Lachnospiraceae_Herbinix                         -          LKAP-TSAKG2_A11_095_2018_2 -               46     943      20     912       4     912    1523    +      3e-187  622.6  20.9  -
Rhodospirillaceae_Desertibacter                  -          LKAP-TSAKG2_A11_095_2018_2 -                2     839      23     912      22     912    1410    +    3.2e-187  623.1  19.9  -
Campylobacteraceae_Arcobacter                    -          LKAP-TSAKG2_A11_095_2018_2 -               16     890      20     912       9     912    1411    +    3.2e-187  622.6  20.0  -
Hyphomonadaceae_Hirschia                         -          LKAP-TSAKG2_A11_095_2018_2 -               12     865       7     912       2     912    1373    +    3.2e-187  622.8  20.9  -
Desulfobacteraceae_Desulfoluna                   -          LKAP-TSAKG2_A11_095_2018_2 -               41     959      16     912       5     912    1552    +      4e-187  622.2  20.2  -
Acidiferrobacteraceae_Sulfuricaulis              -          LKAP-TSAKG2_A11_095_2018_2 -               28     913      21     912       4     912    1453    +    4.4e-187  622.0  20.6  -
Peptococcaceae_Desulfosporosinus                 -          LKAP-TSAKG2_A11_095_2018_2 -               33     949      20     912       5     912    1523    +    5.1e-187  621.8  20.4  -
Alteromonadaceae_Planctobacterium                -          LKAP-TSAKG2_A11_095_2018_2 -               35     935      10     912       2     912    1497    +    5.3e-187  621.5  21.1  -
Chromatiaceae_Thioalkalicoccus                   -          LKAP-TSAKG2_A11_095_2018_2 -                3     852      67     912      65     912    1325    +    7.1e-187  621.3  19.6  -
Lewinellaceae_Lewinella                          -          LKAP-TSAKG2_A11_095_2018_2 -               14     911       9     912       4     912    1446    +    8.1e-187  621.3  20.1  -
Desulfobacteraceae_Desulfobotulus                -          LKAP-TSAKG2_A11_095_2018_2 -               24     936      20     912       6     912    1506    +    8.5e-187  621.2  20.2  -
Pseudomonadaceae_Permianibacter                  -          LKAP-TSAKG2_A11_095_2018_2 -                7     893      14     912       8     912    1423    +    8.7e-187  621.0  20.0  -
Yersiniaceae_Chania                              -          LKAP-TSAKG2_A11_095_2018_2 -               44     952      10     912       2     912    1546    +    9.6e-187  620.8  20.9  -
Calditrichaeota_Caldithrix                       -          LKAP-TSAKG2_A11_095_2018_2 -               34     940      20     912       6     912    1504    +    1.5e-186  620.4  20.5  -
Streptomycetaceae_Streptacidiphilus              -          LKAP-TSAKG2_A11_095_2018_2 -               21     898      16     912       4     912    1445    +    1.5e-186  620.5  21.3  -
Desulfohalobiaceae_Desulfothermus                -          LKAP-TSAKG2_A11_095_2018_2 -               23     934      20     912       6     912    1492    +    1.6e-186  620.3  20.4  -
Alcaligenaceae_Saccharedens                      -          LKAP-TSAKG2_A11_095_2018_2 -               11     898      20     908      12     912    1354    +    1.7e-186  620.2  19.9  -
Desulfohalobiaceae_Desulfonauticus               -          LKAP-TSAKG2_A11_095_2018_2 -               47     968      20     912       6     912    1567    +      2e-186  619.9  20.3  -
Enterobacteriaceae_Enterobacillus                -          LKAP-TSAKG2_A11_095_2018_2 -               38     946      10     912       2     912    1404    +    2.3e-186  619.6  20.8  -
Bacillaceae_Caldalkalibacillus                   -          LKAP-TSAKG2_A11_095_2018_2 -                6     929      21     912      17     912    1488    +      3e-186  619.3  20.3  -
Cystobacteraceae_Melittangium                    -          LKAP-TSAKG2_A11_095_2018_2 -               44     950      20     912       6     912    1522    +      3e-186  619.3  20.2  -
Lysobacteraceae_Panacagrimonas                   -          LKAP-TSAKG2_A11_095_2018_2 -               37     917      20     911       3     912    1477    +    3.4e-186  619.1  21.2  -
Clostridiaceae_Butyricicoccus                    -          LKAP-TSAKG2_A11_095_2018_2 -               46     937      20     912       6     912    1482    +    3.6e-186  619.0  20.4  -
Ectothiorhodospiraceae_Inmirania                 -          LKAP-TSAKG2_A11_095_2018_2 -               46     947      20     912       3     912    1513    +    3.7e-186  618.9  20.6  -
Lachnospiraceae_Oribacterium                     -          LKAP-TSAKG2_A11_095_2018_2 -               30     875      52     912      34     912    1412    +    5.4e-186  618.6  20.7  -
Micrococcaceae_Enteractinococcus                 -          LKAP-TSAKG2_A11_095_2018_2 -               44     940      12     912       3     912    1542    +    5.6e-186  618.3  20.7  -
Bradyrhizobiaceae_Salinarimonas                  -          LKAP-TSAKG2_A11_095_2018_2 -               37     880      15     912       4     912    1438    +    5.7e-186  618.5  19.7  -
Desulfuromonadaceae_Desulfuromusa                -          LKAP-TSAKG2_A11_095_2018_2 -               46     930      20     912       3     912    1473    +    6.1e-186  618.2  21.2  -
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_A11_095_2018_2 -               27     930      20     912       5     912    1504    +    6.2e-186  618.2  20.1  -
Lachnospiraceae_Roseburia                        -          LKAP-TSAKG2_A11_095_2018_2 -               34     927      16     912       5     912    1470    +    6.3e-186  618.1  20.8  -
Burkholderiales_Methylibium                      -          LKAP-TSAKG2_A11_095_2018_2 -               29     920      15     908       4     912    1514    +    6.9e-186  618.0  20.5  -
Peptoniphilaceae_Peptoniphilus                   -          LKAP-TSAKG2_A11_095_2018_2 -                1     880      22     912      22     912    1433    +    8.8e-186  618.0  20.9  -
Aerococcaceae_Aerococcus                         -          LKAP-TSAKG2_A11_095_2018_2 -               18     922      20     912       6     912    1461    +    9.1e-186  617.6  20.1  -
Desulfurellaceae_Hippea                          -          LKAP-TSAKG2_A11_095_2018_2 -               33     943      20     912       6     912    1509    +    9.2e-186  617.3  20.9  -
Porphyromonadaceae_Porphyromonas                 -          LKAP-TSAKG2_A11_095_2018_2 -               28     931      12     912       8     912    1465    +    1.2e-185  617.3  20.6  -
Clostridiales_Blautia                            -          LKAP-TSAKG2_A11_095_2018_2 -               25     910      20     912       4     912    1453    +    1.4e-185  617.1  21.1  -
Deltaproteobacteria_Deferrisoma                  -          LKAP-TSAKG2_A11_095_2018_2 -               17     867      64     912      53     912    1322    +    1.4e-185  617.3  20.0  -
Thiobacilliaceae_Annwoodia                       -          LKAP-TSAKG2_A11_095_2018_2 -               42     933      17     908       3     912    1525    +    1.5e-185  617.1  20.5  -
Lachnospiraceae_Pseudobutyrivibrio               -          LKAP-TSAKG2_A11_095_2018_2 -               17     901      20     912       7     912    1462    +    1.9e-185  616.5  20.5  -
Bacillaceae_Geobacillus                          -          LKAP-TSAKG2_A11_095_2018_2 -               41     948      20     912       5     912    1527    +      2e-185  616.7  20.3  -
Rhodanobacteraceae_Pseudofulvimonas              -          LKAP-TSAKG2_A11_095_2018_2 -               33     887      60     911      39     912    1386    +    2.2e-185  616.3  20.0  -
Bacillaceae_Lysinibacillus                       -          LKAP-TSAKG2_A11_095_2018_2 -               27     934      20     912       4     912    1476    +    2.4e-185  616.1  20.4  -
Polyangiaceae_Racemicystis                       -          LKAP-TSAKG2_A11_095_2018_2 -               48     952      20     912       8     912    1549    +    2.6e-185  616.2  20.0  -
Desulfohalobiaceae_Desulfonatronospira           -          LKAP-TSAKG2_A11_095_2018_2 -              268    1025     155     912     143     912    1528    +    2.9e-185  615.9  17.5  -
Nocardiaceae_Rhodococcus                         -          LKAP-TSAKG2_A11_095_2018_2 -               27     898      20     912       4     912    1465    +    3.3e-185  616.0  21.7  -
