# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_G08_052_2018_2 -               33     845      26     838      19     838    1491    +    2.2e-307 1020.7  16.6  -
Chromobacteriaceae_Aquitalea                     -          LKAP-TSAKG2_G08_052_2018_2 -               40     811      26     799      15     820    1488    +    4.4e-192  638.5  17.3  -
Thiobacilliaceae_Thiobacillus                    -          LKAP-TSAKG2_G08_052_2018_2 -               43     816      26     799      16     815    1487    +      5e-192  638.4  17.1  -
Sutterellaceae_Parasutterella                    -          LKAP-TSAKG2_G08_052_2018_2 -               33     818      26     801      20     823    1494    +    5.3e-192  638.3  16.9  -
Morganellaceae_Proteus                           -          LKAP-TSAKG2_G08_052_2018_2 -               43     827      26     806      20     818    1494    +    5.4e-192  638.2  16.5  -
Burkholderiales_Thiomonas                        -          LKAP-TSAKG2_G08_052_2018_2 -               56     796      60     798      39     810    1449    +    7.1e-192  637.7  17.1  -
Succinivibrionaceae_Anaerobiospirillum           -          LKAP-TSAKG2_G08_052_2018_2 -               43     791      26     797      19     812    1494    +    1.3e-191  636.9  17.4  -
Rhodanobacteraceae_Luteibacter                   -          LKAP-TSAKG2_G08_052_2018_2 -               39     815      26     798      19     819    1457    +    1.4e-191  636.8  16.8  -
Sutterellaceae_Sutterella                        -          LKAP-TSAKG2_G08_052_2018_2 -               18     799      22     800      13     820    1471    +    1.7e-191  636.5  16.9  -
Azonexaceae_Azonexus                             -          LKAP-TSAKG2_G08_052_2018_2 -               34     809      26     800      20     814    1474    +      2e-191  636.5  17.0  -
Neisseriaceae_Conchiformibius                    -          LKAP-TSAKG2_G08_052_2018_2 -               64     837      46     816      26     834    1479    +    2.1e-191  636.4  16.5  -
Nitrosomonadaceae_Nitrosospira                   -          LKAP-TSAKG2_G08_052_2018_2 -               83     837      60     813      39     833    1529    +    2.2e-191  636.3  16.7  -
Pectobacteriaceae_Sodalis                        -          LKAP-TSAKG2_G08_052_2018_2 -               29     815      26     808      20     817    1511    +    2.6e-191  635.9  16.5  -
Chromobacteriaceae_Chitinibacter                 -          LKAP-TSAKG2_G08_052_2018_2 -               34     778      60     802      39     824    1433    +    7.5e-191  634.6  16.8  -
Lysobacteraceae_Ignatzschineria                  -          LKAP-TSAKG2_G08_052_2018_2 -               52     832      26     803      20     825    1541    +    8.4e-191  634.2  16.4  -
Pasteurellaceae_Ursidibacter                     -          LKAP-TSAKG2_G08_052_2018_2 -               78     854      26     794      20     809    1409    +    1.4e-190  633.7  16.7  -
Hafniaceae_Edwardsiella                          -          LKAP-TSAKG2_G08_052_2018_2 -               33     822      26     809       8     822    1466    +    1.5e-190  633.3  16.6  -
Hydrogenophilaceae_Hydrogenophilus               -          LKAP-TSAKG2_G08_052_2018_2 -               49     829      26     802      20     835    1494    +    1.6e-190  633.5  16.5  -
Morganellaceae_Xenorhabdus                       -          LKAP-TSAKG2_G08_052_2018_2 -               35     822      26     809      20     821    1493    +    1.7e-190  633.4  16.5  -
Eubacteriaceae_Eubacterium                       -          LKAP-TSAKG2_G08_052_2018_2 -               53     857      26     837      22     838    1476    +    2.5e-190  632.7  17.3  -
Enterobacteriaceae_Shimwellia                    -          LKAP-TSAKG2_G08_052_2018_2 -               11     783      26     794      21     815    1422    +    3.2e-190  632.4  16.7  -
Budviciaceae_Budvicia                            -          LKAP-TSAKG2_G08_052_2018_2 -               54     823      26     791      20     811    1536    +    3.3e-190  632.2  16.8  -
Lysobacteraceae_Tahibacter                       -          LKAP-TSAKG2_G08_052_2018_2 -               33     804      26     801      14     822    1459    +    3.5e-190  632.2  16.9  -
Chromobacteriaceae_Gulbenkiania                  -          LKAP-TSAKG2_G08_052_2018_2 -               61     801      61     799      41     816    1515    +      4e-190  632.1  16.7  -
Oxalobacteraceae_Duganella                       -          LKAP-TSAKG2_G08_052_2018_2 -                9     784      25     802      18     822    1411    +    7.1e-190  631.2  16.8  -
Enterobacteriaceae_Gibbsiella                    -          LKAP-TSAKG2_G08_052_2018_2 -               21     781      47     808      27     815    1396    +    7.6e-190  631.2  16.4  -
Lysobacteraceae_Xylella                          -          LKAP-TSAKG2_G08_052_2018_2 -               53     831      26     800      20     822    1537    +    2.1e-189  629.7  16.9  -
Halomonadaceae_Modicisalibacter                  -          LKAP-TSAKG2_G08_052_2018_2 -               53     867      26     837       8     838    1531    +    2.2e-189  629.4  16.6  -
Morganellaceae_Morganella                        -          LKAP-TSAKG2_G08_052_2018_2 -                2     767      47     809      46     830    1356    +    3.9e-189  629.0  16.8  -
Coxiellaceae_Aquicella                           -          LKAP-TSAKG2_G08_052_2018_2 -               23     798      26     798      20     818    1482    +    6.5e-189  628.0  17.2  -
Enterobacteriaceae_Cedecea                       -          LKAP-TSAKG2_G08_052_2018_2 -                1     742      70     809      70     830    1403    +    6.7e-189  628.1  15.4  -
Comamonadaceae_Roseateles                        -          LKAP-TSAKG2_G08_052_2018_2 -                6     774      27     799      23     814    1396    +    4.4e-188  625.3  17.0  -
Rhodocyclaceae_Rhodocyclus                       -          LKAP-TSAKG2_G08_052_2018_2 -               33     803      26     798      20     815    1460    +    4.9e-188  625.2  17.0  -
Pasteurellaceae_Rodentibacter                    -          LKAP-TSAKG2_G08_052_2018_2 -               59     830      26     798      20     812    1478    +      1e-187  624.0  16.8  -
Desulfovibrionaceae_Desulfovibrio                -          LKAP-TSAKG2_G08_052_2018_2 -               42     833      26     803      21     824    1521    +    1.6e-187  623.4  16.6  -
Chromobacteriaceae_Iodobacter                    -          LKAP-TSAKG2_G08_052_2018_2 -               31     804      25     799      13     819    1459    +    2.2e-187  623.1  17.0  -
Burkholderiales_Tepidimonas                      -          LKAP-TSAKG2_G08_052_2018_2 -               23     797      26     804      17     825    1487    +    2.5e-187  622.5  16.8  -
Oceanospirillaceae_Motiliproteus                 -          LKAP-TSAKG2_G08_052_2018_2 -               33     847      26     837       8     838    1466    +    3.6e-187  622.1  16.7  -
Oceanospirillaceae_Terasakiispira                -          LKAP-TSAKG2_G08_052_2018_2 -               23     831      26     838      12     838    1436    +    5.8e-187  621.4  16.6  -
Oxalobacteraceae_Pseudoduganella                 -          LKAP-TSAKG2_G08_052_2018_2 -               34     779      59     802      37     823    1439    +    6.5e-187  621.4  17.0  -
Pasteurellaceae_Mannheimia                       -          LKAP-TSAKG2_G08_052_2018_2 -               53     828      26     797      18     814    1504    +    7.8e-187  621.1  16.7  -
Pasteurellaceae_Gallibacterium                   -          LKAP-TSAKG2_G08_052_2018_2 -               33     810      26     796      17     812    1464    +    8.6e-187  621.1  16.7  -
Rhodocyclaceae_Dechloromonas                     -          LKAP-TSAKG2_G08_052_2018_2 -               43     815      26     800      20     813    1512    +    9.7e-187  621.0  16.9  -
Morganellaceae_Photorhabdus                      -          LKAP-TSAKG2_G08_052_2018_2 -               35     824      26     809       8     822    1478    +    9.7e-187  621.2  16.7  -
Chromobacteriaceae_Jeongeupia                    -          LKAP-TSAKG2_G08_052_2018_2 -               68     807      65     802      27     825    1490    +    1.2e-186  620.8  16.6  -
Comamonadaceae_Comamonas                         -          LKAP-TSAKG2_G08_052_2018_2 -               29     802      25     801      18     821    1456    +    1.9e-186  619.6  16.9  -
Burkholderiales_Sphaerotilus                     -          LKAP-TSAKG2_G08_052_2018_2 -               50     787      64     799      44     814    1407    +    2.3e-186  619.7  17.0  -
Yersiniaceae_Rahnella                            -          LKAP-TSAKG2_G08_052_2018_2 -                1     741      71     809      71     830    1345    +    2.6e-186  619.4  15.6  -
Thorselliaceae_Thorsellia                        -          LKAP-TSAKG2_G08_052_2018_2 -               14     783      26     795      18     815    1421    +    5.2e-186  618.3  16.6  -
Oceanospirillaceae_Corallomonas                  -          LKAP-TSAKG2_G08_052_2018_2 -               14     833      20     838       8     838    1466    +    6.1e-186  617.9  16.6  -
Comamonadaceae_Caldimonas                        -          LKAP-TSAKG2_G08_052_2018_2 -               33     804      26     799      20     816    1468    +    1.5e-185  617.0  16.9  -
Pectobacteriaceae_Lonsdalea                      -          LKAP-TSAKG2_G08_052_2018_2 -                1     729      71     797      71     817    1345    +    1.5e-185  616.9  15.7  -
Gammaproteobacteria_Litorivivens                 -          LKAP-TSAKG2_G08_052_2018_2 -               33     843      26     837       8     838    1456    +    1.6e-185  616.6  16.7  -
Rhodospirillaceae_Magnetospirillum               -          LKAP-TSAKG2_G08_052_2018_2 -               56     789      65     836      45     838    1443    +      3e-185  615.8  16.4  -
Chromobacteriaceae_Andreprevotia                 -          LKAP-TSAKG2_G08_052_2018_2 -               40     777      65     800      45     822    1418    +    4.7e-185  615.2  16.9  -
Halomonadaceae_Pistricoccus                      -          LKAP-TSAKG2_G08_052_2018_2 -               33     846      26     837       8     838    1463    +      2e-184  613.0  16.5  -
Oxalobacteraceae_Janthinobacterium               -          LKAP-TSAKG2_G08_052_2018_2 -               32     806      26     802      20     822    1469    +    2.9e-184  612.8  17.1  -
Enterobacteriaceae_Mangrovibacter                -          LKAP-TSAKG2_G08_052_2018_2 -               15     767      59     809      44     830    1368    +      3e-184  612.6  16.4  -
Phyllobacteriaceae_Nitratireductor               -          LKAP-TSAKG2_G08_052_2018_2 -               69     769      61     798      39     818    1426    +    3.7e-184  612.5  16.6  -
Comamonadaceae_Hydrogenophaga                    -          LKAP-TSAKG2_G08_052_2018_2 -               51     827      25     805      17     825    1510    +    4.8e-184  611.6  17.0  -
Pasteurellaceae_Aggregatibacter                  -          LKAP-TSAKG2_G08_052_2018_2 -               58     832      26     796      20     815    1480    +    1.2e-183  610.5  16.9  -
Chromobacteriaceae_Silvimonas                    -          LKAP-TSAKG2_G08_052_2018_2 -               68     805      65     800      44     820    1459    +    1.9e-183  610.3  16.9  -
Comamonadaceae_Pelomonas                         -          LKAP-TSAKG2_G08_052_2018_2 -                5     769      26     799      23     816    1390    +    2.1e-183  609.9  17.0  -
Phyllobacteriaceae_Chelativorans                 -          LKAP-TSAKG2_G08_052_2018_2 -               61     760      62     798      41     819    1409    +    2.5e-183  609.8  16.6  -
Comamonadaceae_Acidovorax                        -          LKAP-TSAKG2_G08_052_2018_2 -               49     821      26     802      20     822    1497    +    3.2e-183  608.9  17.1  -
Comamonadaceae_Xenophilus                        -          LKAP-TSAKG2_G08_052_2018_2 -               23     792      26     799      15     813    1430    +    3.2e-183  609.0  16.9  -
Alteromonadaceae_Tamilnaduibacter                -          LKAP-TSAKG2_G08_052_2018_2 -               41     854      26     837       8     838    1474    +    6.2e-183  608.1  16.6  -
Cellvibrionaceae_Marinagarivorans                -          LKAP-TSAKG2_G08_052_2018_2 -               60     866      26     837       9     838    1534    +    7.6e-183  607.7  16.1  -
Pasteurellaceae_Avibacterium                     -          LKAP-TSAKG2_G08_052_2018_2 -               58     837      26     799      20     817    1480    +    1.2e-182  607.3  16.9  -
Halomonadaceae_Halotalea                         -          LKAP-TSAKG2_G08_052_2018_2 -               33     846      26     837       8     838    1491    +    1.3e-182  607.1  16.4  -
Oceanospirillales_Alkalimarinus                  -          LKAP-TSAKG2_G08_052_2018_2 -               33     846      26     837       8     838    1464    +    1.4e-182  606.9  16.6  -
Nitrosomonadaceae_Nitrosomonas                   -          LKAP-TSAKG2_G08_052_2018_2 -               34     818      27     813      20     833    1460    +    1.4e-182  607.1  16.8  -
Methylothermaceae_Methylothermus                 -          LKAP-TSAKG2_G08_052_2018_2 -               54     849      26     817      19     837    1491    +    4.1e-182  605.4  16.7  -
Thiotrichaceae_Cocleimonas                       -          LKAP-TSAKG2_G08_052_2018_2 -               39     854      26     837      11     838    1512    +    4.6e-182  605.2  16.5  -
Comamonadaceae_Delftia                           -          LKAP-TSAKG2_G08_052_2018_2 -               33     802      26     799      16     818    1470    +    5.3e-182  604.7  16.7  -
Chromobacteriaceae_Chitinilyticum                -          LKAP-TSAKG2_G08_052_2018_2 -               52     800      61     805      40     826    1455    +    6.1e-182  605.1  16.4  -
Rhodobiaceae_Afifella                            -          LKAP-TSAKG2_G08_052_2018_2 -               54     752      63     798      43     818    1443    +    6.4e-182  604.9  16.8  -
Methylococcaceae_Methylosphaera                  -          LKAP-TSAKG2_G08_052_2018_2 -               32     820      26     813      11     834    1451    +    7.4e-182  604.5  16.5  -
Halomonadaceae_Aidingimonas                      -          LKAP-TSAKG2_G08_052_2018_2 -               26     839      26     837       9     838    1469    +    7.5e-182  604.4  16.5  -
Comamonadaceae_Giesbergeria                      -          LKAP-TSAKG2_G08_052_2018_2 -               44     816      26     802      20     822    1484    +    1.3e-181  603.6  16.9  -
Comamonadaceae_Diaphorobacter                    -          LKAP-TSAKG2_G08_052_2018_2 -               37     814      22     802       6     822    1438    +    1.5e-181  603.2  17.1  -
Comamonadaceae_Ottowia                           -          LKAP-TSAKG2_G08_052_2018_2 -               82     822      61     799      38     816    1492    +    1.9e-181  603.0  16.8  -
Thioalkalispiraceae_Thiohalophilus               -          LKAP-TSAKG2_G08_052_2018_2 -               13     806      47     837      27     838    1297    +    2.7e-181  602.5  16.3  -
Comamonadaceae_Simplicispira                     -          LKAP-TSAKG2_G08_052_2018_2 -               51     822      24     799      14     814    1512    +    3.1e-181  602.3  17.0  -
Cellvibrionaceae_Maricurvus                      -          LKAP-TSAKG2_G08_052_2018_2 -               52     865      26     837       8     838    1500    +    3.2e-181  602.2  16.6  -
Pasteurellaceae_Bisgaardia                       -          LKAP-TSAKG2_G08_052_2018_2 -               41     822      26     796      20     816    1389    +    3.4e-181  602.6  16.8  -
Halomonadaceae_Carnimonas                        -          LKAP-TSAKG2_G08_052_2018_2 -               39     852      26     837       8     838    1519    +    4.1e-181  602.1  16.5  -
Oceanospirillaceae_Oceanobacter                  -          LKAP-TSAKG2_G08_052_2018_2 -               33     840      26     837       8     838    1452    +    6.8e-181  601.2  16.8  -
Ectothiorhodospiraceae_Oceanococcus              -          LKAP-TSAKG2_G08_052_2018_2 -               53     867      26     837       8     838    1505    +    1.2e-180  600.5  16.6  -
Rhodobiaceae_Parvibaculum                        -          LKAP-TSAKG2_G08_052_2018_2 -               63     767      64     805      44     827    1437    +    1.2e-180  600.8  16.5  -
Rhodobacteraceae_Rhodovulum                      -          LKAP-TSAKG2_G08_052_2018_2 -               20     744      26     803      12     820    1378    +    1.4e-180  600.6  16.2  -
Methylococcaceae_Methylomarinum                  -          LKAP-TSAKG2_G08_052_2018_2 -               35     847      28     837      15     838    1464    +      2e-180  599.7  15.9  -
Orbaceae_Orbus                                   -          LKAP-TSAKG2_G08_052_2018_2 -               46     811      26     791      20     811    1522    +    3.8e-180  598.7  16.9  -
Kiloniellaceae_Kiloniella                        -          LKAP-TSAKG2_G08_052_2018_2 -               52     819      26     837      20     838    1450    +    5.2e-180  598.4  16.3  -
Moraxellaceae_Cavicella                          -          LKAP-TSAKG2_G08_052_2018_2 -               23     799      63     837      42     838    1423    +    6.1e-180  598.1  16.5  -
Acetobacteraceae_Roseomonas                      -          LKAP-TSAKG2_G08_052_2018_2 -               60     797      64     836      43     838    1438    +    6.5e-180  598.5  17.1  -
Phyllobacteriaceae_Aquamicrobium                 -          LKAP-TSAKG2_G08_052_2018_2 -               49     751      60     799      40     820    1407    +    6.6e-180  598.4  16.7  -
Halieaceae_Pseudohaliea                          -          LKAP-TSAKG2_G08_052_2018_2 -               77     854      62     837      41     838    1485    +    1.3e-179  597.2  16.3  -
Oleiphilaceae_Oleiphilus                         -          LKAP-TSAKG2_G08_052_2018_2 -               42     845      26     837       8     838    1437    +    2.7e-179  596.1  16.8  -
Oceanospirillaceae_Bermanella                    -          LKAP-TSAKG2_G08_052_2018_2 -               60     867      26     837       8     838    1533    +    2.8e-179  595.9  16.8  -
Comamonadaceae_Malikia                           -          LKAP-TSAKG2_G08_052_2018_2 -               53     826      26     804      19     819    1526    +    3.1e-179  595.7  16.9  -
Moraxellaceae_Fluviicoccus                       -          LKAP-TSAKG2_G08_052_2018_2 -                6     807      22     837      17     838    1405    +    3.7e-179  595.5  16.0  -
Spirillaceae_Spirillum                           -          LKAP-TSAKG2_G08_052_2018_2 -               49     829      26     799      20     819    1447    +    3.7e-179  595.9  17.2  -
Rhodobacteraceae_Pseudovibrio                    -          LKAP-TSAKG2_G08_052_2018_2 -               75     808      64     835      43     838    1446    +    5.1e-179  595.5  16.2  -
Rhizobiaceae_Rhizobium                           -          LKAP-TSAKG2_G08_052_2018_2 -               50     751      61     799      40     819    1417    +    5.5e-179  595.2  16.7  -
Hyphomicrobiaceae_Devosia                        -          LKAP-TSAKG2_G08_052_2018_2 -               62     796      63     835      43     837    1432    +    1.1e-178  594.2  16.4  -
Hyphomicrobiaceae_Hyphomicrobium                 -          LKAP-TSAKG2_G08_052_2018_2 -               45     755      59     806      39     826    1423    +    1.6e-178  593.7  16.1  -
Woeseiaceae_Woeseia                              -          LKAP-TSAKG2_G08_052_2018_2 -               42     821      26     800      12     822    1476    +    1.6e-178  593.4  16.7  -
Hyphomicrobiaceae_Prosthecomicrobium             -          LKAP-TSAKG2_G08_052_2018_2 -               87     794      61     805      41     826    1470    +      2e-178  593.3  16.4  -
Ectothiorhodospiraceae_Alkalispirillum           -          LKAP-TSAKG2_G08_052_2018_2 -               33     848      26     837      12     838    1464    +    3.6e-178  592.4  16.4  -
Ruminococcaceae_Ruminococcus                     -          LKAP-TSAKG2_G08_052_2018_2 -               21     825      26     838      18     838    1394    +    3.9e-178  592.2  16.9  -
Halomonadaceae_Zymobacter                        -          LKAP-TSAKG2_G08_052_2018_2 -               29     842      26     837       8     838    1509    +    5.2e-178  591.7  16.5  -
Oceanospirillales_Salinispirillum                -          LKAP-TSAKG2_G08_052_2018_2 -               10     820      26     837      19     838    1417    +      6e-178  591.4  16.5  -
Porticoccaceae_Porticoccus                       -          LKAP-TSAKG2_G08_052_2018_2 -               41     849      26     837       9     838    1497    +    7.4e-178  591.3  16.4  -
Comamonadaceae_Brachymonas                       -          LKAP-TSAKG2_G08_052_2018_2 -               51     823      26     800      20     818    1501    +    8.5e-178  590.8  16.3  -
Ectothiorhodospiraceae_Natronocella              -          LKAP-TSAKG2_G08_052_2018_2 -               11     821      26     837      19     838    1425    +    9.2e-178  590.9  16.8  -
Comamonadaceae_Rhodoferax                        -          LKAP-TSAKG2_G08_052_2018_2 -               62     809      59     804      38     824    1459    +    1.1e-177  590.6  16.3  -
Aurantimonadaceae_Aureimonas                     -          LKAP-TSAKG2_G08_052_2018_2 -               58     760      61     800      41     821    1433    +    1.1e-177  591.0  16.6  -
Rhodospirillaceae_Tistrella                      -          LKAP-TSAKG2_G08_052_2018_2 -               90     825      66     836      46     838    1495    +    1.4e-177  591.0  16.6  -
Ectothiorhodospiraceae_Methylonatrum             -          LKAP-TSAKG2_G08_052_2018_2 -                2     807      32     836      31     838    1318    +    1.5e-177  590.2  16.3  -
Rhodobacteraceae_Albidovulum                     -          LKAP-TSAKG2_G08_052_2018_2 -               78     777      65     800      45     813    1443    +    1.7e-177  590.3  16.6  -
Rhodobacteraceae_Paracoccus                      -          LKAP-TSAKG2_G08_052_2018_2 -               56     762      62     805      41     818    1403    +    2.6e-177  589.9  16.5  -
Granulosicoccaceae_Sulfuriflexus                 -          LKAP-TSAKG2_G08_052_2018_2 -               33     849      26     837      13     838    1464    +    3.9e-177  588.8  16.3  -
Moraxellaceae_Perlucidibaca                      -          LKAP-TSAKG2_G08_052_2018_2 -               61     837      63     837      42     838    1467    +      4e-177  588.7  16.2  -
Pseudomonadaceae_Oblitimonas                     -          LKAP-TSAKG2_G08_052_2018_2 -               33     852      26     837       8     838    1469    +    4.3e-177  588.7  16.6  -
Acetobacteraceae_Gluconobacter                   -          LKAP-TSAKG2_G08_052_2018_2 -               56     792      65     836      44     838    1411    +    4.4e-177  589.2  17.0  -
Halieaceae_Congregibacter                        -          LKAP-TSAKG2_G08_052_2018_2 -               42     848      26     837      10     838    1416    +    5.4e-177  588.4  16.3  -
Phyllobacteriaceae_Mesorhizobium                 -          LKAP-TSAKG2_G08_052_2018_2 -               40     740      61     798      41     818    1403    +    5.9e-177  588.6  16.8  -
Comamonadaceae_Polaromonas                       -          LKAP-TSAKG2_G08_052_2018_2 -               33     817      26     813      16     834    1458    +      6e-177  588.4  16.3  -
Rhizobiaceae_Allorhizobium                       -          LKAP-TSAKG2_G08_052_2018_2 -               69     771      60     799      39     819    1446    +    9.3e-177  587.9  16.7  -
Halomonadaceae_Halovibrio                        -          LKAP-TSAKG2_G08_052_2018_2 -               28     831      26     837       8     838    1439    +      1e-176  587.5  17.0  -
Hyphomicrobiaceae_Filomicrobium                  -          LKAP-TSAKG2_G08_052_2018_2 -               72     772      61     798      40     819    1448    +    1.2e-176  587.4  16.5  -
Bradyrhizobiaceae_Rhodopseudomonas               -          LKAP-TSAKG2_G08_052_2018_2 -               57     754      64     798      44     818    1464    +    1.3e-176  587.2  16.7  -
Rhodobacteraceae_Ahrensia                        -          LKAP-TSAKG2_G08_052_2018_2 -               75     773      64     799      44     814    1474    +    1.4e-176  587.3  17.0  -
Piscirickettsiaceae_Cycloclasticus               -          LKAP-TSAKG2_G08_052_2018_2 -               51     863      26     837      12     838    1494    +    1.7e-176  586.6  16.3  -
Sphingomonadaceae_Sphingomicrobium               -          LKAP-TSAKG2_G08_052_2018_2 -               58     795      63     837      43     838    1443    +    1.8e-176  587.1  16.1  -
Gammaproteobacteria_Thiolapillus                 -          LKAP-TSAKG2_G08_052_2018_2 -               61     840      63     837      41     838    1363    +    2.4e-176  586.4  16.3  -
Oceanospirillaceae_Oleibacter                    -          LKAP-TSAKG2_G08_052_2018_2 -               33     840      26     837       8     838    1455    +      4e-176  585.5  16.8  -
Oceanospirillaceae_Balneatrix                    -          LKAP-TSAKG2_G08_052_2018_2 -               44     859      26     837       8     838    1395    +    5.3e-176  585.2  16.5  -
Rhodobacteraceae_Thioclava                       -          LKAP-TSAKG2_G08_052_2018_2 -               74     779      63     805      43     821    1433    +    6.2e-176  585.0  16.5  -
Rhodospirillaceae_Azospirillum                   -          LKAP-TSAKG2_G08_052_2018_2 -               48     780      64     836      44     838    1433    +    7.1e-176  585.1  15.7  -
Rhodobacteraceae_Rhodobacter                     -          LKAP-TSAKG2_G08_052_2018_2 -               33     757      26     803      11     817    1389    +      1e-175  584.5  16.4  -
Oceanospirillaceae_Bacterioplanes                -          LKAP-TSAKG2_G08_052_2018_2 -               10     823      26     837      19     838    1412    +    1.1e-175  584.0  16.4  -
Peptococcaceae_Desulfotomaculum                  -          LKAP-TSAKG2_G08_052_2018_2 -               46     850      26     836      19     838    1493    +    1.3e-175  583.7  17.3  -
Saccharospirillaceae_Gynuella                    -          LKAP-TSAKG2_G08_052_2018_2 -               53     864      26     834       8     838    1503    +    1.4e-175  583.7  16.5  -
Rhodospirillaceae_Dongia                         -          LKAP-TSAKG2_G08_052_2018_2 -               40     806      26     835      20     838    1431    +    1.4e-175  584.2  16.8  -
Phyllobacteriaceae_Pseudaminobacter              -          LKAP-TSAKG2_G08_052_2018_2 -               53     750      64     798      43     818    1406    +    1.5e-175  584.0  16.9  -
Phyllobacteriaceae_Phyllobacterium               -          LKAP-TSAKG2_G08_052_2018_2 -               44     745      61     799      40     811    1418    +    1.8e-175  583.3  16.9  -
Ectothiorhodospiraceae_Acidihalobacter           -          LKAP-TSAKG2_G08_052_2018_2 -                2     811      26     836      25     838    1599    +    2.1e-175  583.1  16.5  -
Comamonadaceae_Caenimonas                        -          LKAP-TSAKG2_G08_052_2018_2 -               68     813      59     802      38     822    1463    +    2.1e-175  583.1  16.7  -
Acetobacteraceae_Stella                          -          LKAP-TSAKG2_G08_052_2018_2 -               58     792      65     836      49     838    1447    +    2.1e-175  583.6  16.3  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-TSAKG2_G08_052_2018_2 -               50     883      26     837      21     838    1522    +    2.6e-175  582.7  16.5  -
Comamonadaceae_Variovorax                        -          LKAP-TSAKG2_G08_052_2018_2 -               56     814      33     801      22     820    1481    +    2.7e-175  582.6  16.5  -
Halieaceae_Chromatocurvus                        -          LKAP-TSAKG2_G08_052_2018_2 -               78     855      62     837      41     838    1523    +    2.8e-175  582.7  16.3  -
Comamonadaceae_Curvibacter                       -          LKAP-TSAKG2_G08_052_2018_2 -               83     828      59     802      38     822    1483    +    2.9e-175  582.7  16.7  -
Rhodobiaceae_Rhodobium                           -          LKAP-TSAKG2_G08_052_2018_2 -               63     763      64     801      49     825    1421    +    3.5e-175  582.8  16.6  -
Rhodospirillaceae_Pararhodospirillum             -          LKAP-TSAKG2_G08_052_2018_2 -               31     733      61     800      45     820    1383    +    5.6e-175  581.8  17.4  -
Pseudomonadaceae_Thiopseudomonas                 -          LKAP-TSAKG2_G08_052_2018_2 -               53     868      26     837       8     838    1505    +    6.1e-175  581.6  16.6  -
Comamonadaceae_Ramlibacter                       -          LKAP-TSAKG2_G08_052_2018_2 -               70     813      60     801      39     821    1460    +    6.8e-175  581.4  16.6  -
Acetobacteraceae_Acidocella                      -          LKAP-TSAKG2_G08_052_2018_2 -               54     790      65     836      45     838    1407    +    7.8e-175  581.5  17.3  -
Piscirickettsiaceae_Piscirickettsia              -          LKAP-TSAKG2_G08_052_2018_2 -               53     870      26     837      11     838    1534    +    9.9e-175  580.8  16.4  -
Beijerinckiaceae_Beijerinckia                    -          LKAP-TSAKG2_G08_052_2018_2 -               65     802      61     836      40     838    1432    +      1e-174  581.1  16.3  -
Chromatiaceae_Thioflavicoccus                    -          LKAP-TSAKG2_G08_052_2018_2 -               63     842      63     837      42     838    1469    +      1e-174  581.0  16.3  -
Rhodobacteraceae_Defluviimonas                   -          LKAP-TSAKG2_G08_052_2018_2 -               33     753      26     799      12     811    1389    +    1.1e-174  581.1  16.3  -
Oceanospirillaceae_Bacterioplanoides             -          LKAP-TSAKG2_G08_052_2018_2 -               53     865      26     837       8     838    1500    +    1.1e-174  580.7  16.7  -
Rhizobiaceae_Agrobacterium                       -          LKAP-TSAKG2_G08_052_2018_2 -               50     751      61     799      41     813    1400    +    1.9e-174  580.3  16.9  -
Rhodospirillaceae_Caenispirillum                 -          LKAP-TSAKG2_G08_052_2018_2 -               30     766      62     836      42     838    1418    +    2.2e-174  579.9  16.3  -
Erythrobacteraceae_Altererythrobacter            -          LKAP-TSAKG2_G08_052_2018_2 -               61     798      63     837      43     838    1439    +    2.3e-174  580.1  16.0  -
Geobacteraceae_Geobacter                         -          LKAP-TSAKG2_G08_052_2018_2 -               33     861      26     837      19     838    1470    +    2.9e-174  579.3  16.3  -
Comamonadaceae_Pseudorhodoferax                  -          LKAP-TSAKG2_G08_052_2018_2 -               62     806      59     801      38     821    1477    +      3e-174  579.3  16.9  -
Desulfohalobiaceae_Desulfohalobium               -          LKAP-TSAKG2_G08_052_2018_2 -               43     864      26     835      21     838    1506    +    3.6e-174  578.9  16.7  -
Cellvibrionaceae_Marinibactrum                   -          LKAP-TSAKG2_G08_052_2018_2 -               33     839      26     837       9     838    1451    +    3.6e-174  579.1  16.3  -
Methylococcaceae_Methyloparacoccus               -          LKAP-TSAKG2_G08_052_2018_2 -               33     843      26     837      13     838    1451    +    3.7e-174  579.1  16.3  -
Hahellaceae_Halospina                            -          LKAP-TSAKG2_G08_052_2018_2 -               15     819      26     837      17     838    1427    +    3.7e-174  579.1  16.7  -
Oceanospirillaceae_Pseudospirillum               -          LKAP-TSAKG2_G08_052_2018_2 -               33     843      26     837       8     838    1459    +    3.8e-174  579.2  16.6  -
Brucellaceae_Ochrobactrum                        -          LKAP-TSAKG2_G08_052_2018_2 -               69     770      62     800      41     820    1421    +    3.9e-174  579.2  16.7  -
