# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_H09_065_2018_2 -               18     877      14     872       7     872    1504    +           0 1083.1  18.5  -
Planococcaceae_Paenisporosarcina                 -          LKAP-TSAKG2_H09_065_2018_2 -               10     872      15     872       8     872    1481    +    3.8e-305 1013.2  18.5  -
Intrasporangiaceae_Phycicoccus                   -          LKAP-TSAKG2_H09_065_2018_2 -               28     858      18     872       6     872    1440    +    8.7e-179  594.5  18.8  -
Microbacteriaceae_Mycetocola                     -          LKAP-TSAKG2_H09_065_2018_2 -               24     850      19     872       6     872    1438    +    9.3e-179  594.3  18.5  -
Caulobacteraceae_Caulobacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               21     811      17     871       7     872    1426    +      1e-178  594.4  17.8  -
Micromonosporaceae_Virgisporangium               -          LKAP-TSAKG2_H09_065_2018_2 -               24     843      19     872       8     872    1469    +      1e-178  594.3  18.7  -
Acetobacteraceae_Roseomonas                      -          LKAP-TSAKG2_H09_065_2018_2 -               26     820      15     872       7     872    1438    +    1.1e-178  594.6  18.5  -
Thermomonosporaceae_Spirillospora                -          LKAP-TSAKG2_H09_065_2018_2 -               14     830      19     872      11     872    1445    +    1.1e-178  594.2  18.1  -
Chromatiaceae_Thiohalocapsa                      -          LKAP-TSAKG2_H09_065_2018_2 -               28     870      14     872       8     872    1436    +    1.2e-178  594.3  19.4  -
Micromonosporaceae_Couchioplanes                 -          LKAP-TSAKG2_H09_065_2018_2 -                9     832      19     872      13     872    1409    +    1.4e-178  594.0  18.2  -
Sphingomonadaceae_Novosphingobium                -          LKAP-TSAKG2_H09_065_2018_2 -               29     825      14     871       6     872    1443    +    1.5e-178  593.9  17.5  -
Caulobacteraceae_Brevundimonas                   -          LKAP-TSAKG2_H09_065_2018_2 -               21     811      17     871       8     872    1415    +    1.6e-178  593.8  17.9  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-TSAKG2_H09_065_2018_2 -               20     864      16     871       7     872    1480    +    1.7e-178  593.6  19.7  -
Ruminococcaceae_Anaerofilum                      -          LKAP-TSAKG2_H09_065_2018_2 -               46     894      16     871       9     872    1468    +    1.7e-178  593.3  17.7  -
Microbacteriaceae_Leucobacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               28     860      15     872       6     872    1478    +    1.8e-178  593.5  18.7  -
Rhodobacteraceae_Jannaschia                      -          LKAP-TSAKG2_H09_065_2018_2 -               20     810      16     872       9     872    1396    +    1.9e-178  593.6  18.5  -
Sphingomonadaceae_Sphingoaurantiacus             -          LKAP-TSAKG2_H09_065_2018_2 -               17     813      13     872       4     872    1429    +    2.1e-178  593.6  17.9  -
Thermomonosporaceae_Actinoallomurus              -          LKAP-TSAKG2_H09_065_2018_2 -               24     844      19     872       8     872    1459    +    2.3e-178  593.2  18.3  -
Methylococcaceae_Methylococcus                   -          LKAP-TSAKG2_H09_065_2018_2 -               36     875      19     872       8     872    1482    +    2.3e-178  593.1  19.5  -
Promicromonosporaceae_Cellulosimicrobium         -          LKAP-TSAKG2_H09_065_2018_2 -               23     847      18     872       7     872    1465    +    2.4e-178  593.1  18.3  -
Beutenbergiaceae_Serinibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               23     852      18     872       8     872    1483    +    2.7e-178  592.8  19.2  -
Microbacteriaceae_Agrococcus                     -          LKAP-TSAKG2_H09_065_2018_2 -               30     861      15     872       6     872    1468    +    2.9e-178  592.8  18.7  -
Thermoactinomycetaceae_Geothermomicrobium        -          LKAP-TSAKG2_H09_065_2018_2 -               46     859      15     872       5     872    1506    +    3.3e-178  592.6  17.8  -
Hyphomicrobiaceae_Devosia                        -          LKAP-TSAKG2_H09_065_2018_2 -               33     819      19     871       6     872    1432    +    3.4e-178  592.7  18.3  -
Rhodospirillaceae_Nitrospirillum                 -          LKAP-TSAKG2_H09_065_2018_2 -               48     860      14     872       7     872    1471    +    3.5e-178  592.6  17.6  -
Micrococcaceae_Paeniglutamicibacter              -          LKAP-TSAKG2_H09_065_2018_2 -               29     855      19     872       7     872    1467    +    3.9e-178  592.4  18.9  -
Deferribacteraceae_Geovibrio                     -          LKAP-TSAKG2_H09_065_2018_2 -               44     888      19     870       8     872    1545    +    4.2e-178  592.2  18.4  -
Lysobacteraceae_Oleiagrimonas                    -          LKAP-TSAKG2_H09_065_2018_2 -               18     872      14     871       6     872    1469    +    4.3e-178  592.2  18.7  -
Nocardioidaceae_Nocardioides                     -          LKAP-TSAKG2_H09_065_2018_2 -               21     847      17     872       7     872    1449    +    5.1e-178  592.1  18.1  -
Rhodobiaceae_Afifella                            -          LKAP-TSAKG2_H09_065_2018_2 -               21     811      16     871       6     872    1443    +    5.2e-178  592.0  17.8  -
Ectothiorhodospiraceae_Alkalilimnicola           -          LKAP-TSAKG2_H09_065_2018_2 -               32     880      14     872       8     872    1472    +    5.4e-178  592.1  19.0  -
Microbacteriaceae_Curtobacterium                 -          LKAP-TSAKG2_H09_065_2018_2 -               37     864      18     872       7     872    1505    +    5.4e-178  591.8  18.7  -
Ectothiorhodospiraceae_Ectothiorhodospira        -          LKAP-TSAKG2_H09_065_2018_2 -               40     880      18     872       7     872    1490    +    5.7e-178  591.9  19.6  -
Corynebacterineae_Tomitella                      -          LKAP-TSAKG2_H09_065_2018_2 -               55     880      19     872       8     872    1546    +    6.2e-178  591.7  18.6  -
Halobacteriovoracaceae_Halobacteriovorax         -          LKAP-TSAKG2_H09_065_2018_2 -               18     882      14     871       8     872    1480    +    6.5e-178  591.6  18.2  -
Polyangiaceae_Aetherobacter                      -          LKAP-TSAKG2_H09_065_2018_2 -               45     903      19     872      10     872    1555    +      7e-178  591.6  19.2  -
Microbacteriaceae_Herbiconiux                    -          LKAP-TSAKG2_H09_065_2018_2 -               31     856      19     872       8     872    1472    +    7.1e-178  591.5  18.6  -
Erythrobacteraceae_Altererythrobacter            -          LKAP-TSAKG2_H09_065_2018_2 -               26     819      15     871       7     872    1439    +    7.2e-178  591.8  17.4  -
Microbacteriaceae_Rathayibacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               24     852      19     872       8     872    1467    +    8.6e-178  591.0  18.5  -
Alcanivoracaceae_Pseudohongiella                 -          LKAP-TSAKG2_H09_065_2018_2 -               23     867      18     871       6     872    1461    +    8.7e-178  591.2  19.3  -
Pseudonocardiaceae_Crossiella                    -          LKAP-TSAKG2_H09_065_2018_2 -               25     845      19     872       8     872    1472    +    9.4e-178  591.1  18.7  -
Oceanospirillaceae_Oceanospirillum               -          LKAP-TSAKG2_H09_065_2018_2 -               20     868      16     871       8     872    1462    +    9.6e-178  591.1  19.3  -
Actinospicaceae_Actinospica                      -          LKAP-TSAKG2_H09_065_2018_2 -               18     842      18     872       7     872    1444    +    1.3e-177  590.7  18.2  -
Beijerinckiaceae_Methylocapsa                    -          LKAP-TSAKG2_H09_065_2018_2 -               37     828      16     871       8     872    1419    +    1.3e-177  590.6  19.5  -
Frankiaceae_Jatrophihabitans                     -          LKAP-TSAKG2_H09_065_2018_2 -               26     852      18     872       8     872    1466    +    1.4e-177  590.6  18.1  -
Pseudonocardiaceae_Streptoalloteichus            -          LKAP-TSAKG2_H09_065_2018_2 -               14     833      19     872      11     872    1450    +    1.4e-177  590.5  18.4  -
Microbacteriaceae_Lysinimonas                    -          LKAP-TSAKG2_H09_065_2018_2 -               80     906      19     872       8     872    1484    +    1.5e-177  590.4  19.1  -
Microbacteriaceae_Subtercola                     -          LKAP-TSAKG2_H09_065_2018_2 -               14     847      19     872      11     872    1470    +    1.6e-177  590.2  18.3  -
Syntrophaceae_Syntrophus                         -          LKAP-TSAKG2_H09_065_2018_2 -               38     903      14     871       8     872    1560    +    1.7e-177  590.0  18.2  -
Microbacteriaceae_Okibacterium                   -          LKAP-TSAKG2_H09_065_2018_2 -               53     878      19     872       8     872    1529    +    1.7e-177  590.1  18.6  -
Rhodobacteraceae_Gemmobacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               21     812      16     872       6     872    1399    +    1.8e-177  590.4  18.2  -
Intrasporangiaceae_Intrasporangium               -          LKAP-TSAKG2_H09_065_2018_2 -               14     841      19     872       8     872    1435    +    2.1e-177  589.9  19.1  -
Chelatococcaceae_Camelimonas                     -          LKAP-TSAKG2_H09_065_2018_2 -               43     830      19     871       8     872    1446    +    2.3e-177  590.2  18.3  -
Rhodocyclaceae_Propionivibrio                    -          LKAP-TSAKG2_H09_065_2018_2 -               28     875      16     872       8     872    1496    +    2.4e-177  589.9  18.8  -
Lysobacteraceae_Arenimonas                       -          LKAP-TSAKG2_H09_065_2018_2 -               23     874      15     871       7     872    1490    +    2.7e-177  589.6  19.2  -
Myxococcaceae_Corallococcus                      -          LKAP-TSAKG2_H09_065_2018_2 -               32     893      14     871       8     872    1519    +    2.9e-177  589.4  18.7  -
Caulobacteraceae_Asticcacaulis                   -          LKAP-TSAKG2_H09_065_2018_2 -               20     809      16     871       7     872    1401    +    3.1e-177  589.6  18.1  -
Intrasporangiaceae_Oryzihumus                    -          LKAP-TSAKG2_H09_065_2018_2 -               27     856      18     872       5     872    1460    +    3.4e-177  589.2  18.7  -
Chelatococcaceae_Chelatococcus                   -          LKAP-TSAKG2_H09_065_2018_2 -               23     811      18     871       7     872    1430    +    3.4e-177  589.4  18.5  -
Micromonosporaceae_Rugosimonospora               -          LKAP-TSAKG2_H09_065_2018_2 -               24     844      19     872       8     872    1439    +    3.5e-177  589.4  18.4  -
Frankiales_Motilibacter                          -          LKAP-TSAKG2_H09_065_2018_2 -               31     853      19     872       8     872    1425    +    3.6e-177  589.3  18.2  -
Syntrophobacteraceae_Desulfacinum                -          LKAP-TSAKG2_H09_065_2018_2 -               14     872      15     872       9     872    1461    +    3.6e-177  589.2  19.0  -
Cellvibrionaceae_Simiduia                        -          LKAP-TSAKG2_H09_065_2018_2 -               24     867      19     871       8     872    1463    +    3.7e-177  589.1  19.5  -
Desulfobacteraceae_Desulfonatronobacter          -          LKAP-TSAKG2_H09_065_2018_2 -               29     894      19     871       8     872    1508    +    4.4e-177  588.7  18.9  -
Spirochaetaceae_Sphaerochaeta                    -          LKAP-TSAKG2_H09_065_2018_2 -               43     884      18     869      11     872    1529    +    4.5e-177  588.9  19.1  -
Microbulbiferaceae_Microbulbifer                 -          LKAP-TSAKG2_H09_065_2018_2 -               23     863      18     872       8     872    1480    +    4.8e-177  588.9  18.9  -
Brucellaceae_Ochrobactrum                        -          LKAP-TSAKG2_H09_065_2018_2 -               42     827      19     871       6     872    1421    +    5.1e-177  588.8  19.0  -
Cystobacteraceae_Melittangium                    -          LKAP-TSAKG2_H09_065_2018_2 -               35     896      14     871       8     872    1522    +    5.3e-177  588.6  18.9  -
Sneathiellaceae_Sneathiella                      -          LKAP-TSAKG2_H09_065_2018_2 -               25     826      16     871       8     872    1453    +    5.9e-177  588.6  17.8  -
Hyphomonadaceae_Henriciella                      -          LKAP-TSAKG2_H09_065_2018_2 -               25     804      18     872       7     872    1390    +    7.1e-177  588.5  19.0  -
Rhodobacteraceae_Pseudorhodobacter               -          LKAP-TSAKG2_H09_065_2018_2 -               37     829      16     872       9     872    1428    +    8.2e-177  588.2  18.2  -
Clostridiales_Sulfobacillus                      -          LKAP-TSAKG2_H09_065_2018_2 -               44     863      19     872      10     872    1472    +    9.3e-177  588.1  19.2  -
Micromonosporaceae_Actinocatenispora             -          LKAP-TSAKG2_H09_065_2018_2 -               22     848      18     872       7     872    1444    +    1.1e-176  587.6  19.2  -
Microbacteriaceae_Clavibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               23     850      18     872       6     872    1496    +    1.1e-176  587.3  18.8  -
Lysobacteraceae_Silanimonas                      -          LKAP-TSAKG2_H09_065_2018_2 -               41     884      17     871       5     872    1493    +    1.1e-176  587.5  19.7  -
Micrococcaceae_Glutamicibacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               37     861      19     872       8     872    1474    +    1.2e-176  587.4  18.7  -
Rhodobacteraceae_Oceanicola                      -          LKAP-TSAKG2_H09_065_2018_2 -               37     829      16     872       9     872    1421    +    1.2e-176  587.5  18.2  -
Beijerinckiaceae_Methylocella                    -          LKAP-TSAKG2_H09_065_2018_2 -               20     811      16     871       8     872    1406    +    1.4e-176  587.2  19.1  -
Jiangellaceae_Jiangella                          -          LKAP-TSAKG2_H09_065_2018_2 -               24     846      19     872       6     872    1473    +    1.9e-176  586.8  18.4  -
Desulfobacteraceae_Desulfococcus                 -          LKAP-TSAKG2_H09_065_2018_2 -               44     905      19     869       8     872    1529    +    2.1e-176  586.5  18.3  -
Cellvibrionaceae_Gilvimarinus                    -          LKAP-TSAKG2_H09_065_2018_2 -               18     859      17     872       7     872    1445    +    2.1e-176  586.5  18.6  -
Micrococcaceae_Enteractinococcus                 -          LKAP-TSAKG2_H09_065_2018_2 -               43     887      12     872       4     872    1542    +    2.5e-176  586.3  18.7  -
Halobacteroidaceae_Halanaerobacter               -          LKAP-TSAKG2_H09_065_2018_2 -               43     870      19     871       8     872    1437    +      3e-176  586.0  18.6  -
Cellvibrionaceae_Pseudomaricurvus                -          LKAP-TSAKG2_H09_065_2018_2 -               20     860      16     871       8     872    1490    +    3.1e-176  585.9  18.9  -
Methylocystaceae_Methylocystis                   -          LKAP-TSAKG2_H09_065_2018_2 -               33     822      18     871       8     872    1426    +    3.2e-176  586.1  18.8  -
Micrococcaceae_Zhihengliuella                    -          LKAP-TSAKG2_H09_065_2018_2 -               23     848      19     872       7     872    1469    +    3.3e-176  585.8  18.9  -
Streptosporangiaceae_Planobispora                -          LKAP-TSAKG2_H09_065_2018_2 -               24     839      19     872       8     872    1443    +    3.5e-176  585.8  18.5  -
Micrococcaceae_Pseudarthrobacter                 -          LKAP-TSAKG2_H09_065_2018_2 -               35     860      19     872       8     872    1471    +      4e-176  585.7  18.7  -
Phyllobacteriaceae_Mesorhizobium                 -          LKAP-TSAKG2_H09_065_2018_2 -               13     799      18     871       8     872    1403    +    4.2e-176  585.8  19.5  -
Thioalkalispiraceae_Thioprofundum                -          LKAP-TSAKG2_H09_065_2018_2 -               39     892      18     872       8     872    1537    +    4.2e-176  585.7  19.3  -
Actinomycetaceae_Arcanobacterium                 -          LKAP-TSAKG2_H09_065_2018_2 -               23     854      18     872       7     872    1476    +    4.8e-176  585.6  18.4  -
Nocardioidaceae_Kribbella                        -          LKAP-TSAKG2_H09_065_2018_2 -               42     865      18     872       6     872    1476    +    4.8e-176  585.5  18.3  -
Neisseriaceae_Vitreoscilla                       -          LKAP-TSAKG2_H09_065_2018_2 -               15     853      17     872      10     872    1457    +    4.8e-176  585.4  19.2  -
Desulfobulbaceae_Desulfocapsa                    -          LKAP-TSAKG2_H09_065_2018_2 -               24     883      19     871       8     872    1482    +      5e-176  585.2  18.9  -
Thermomonosporaceae_Thermomonospora              -          LKAP-TSAKG2_H09_065_2018_2 -               53     889      19     872       9     872    1548    +    5.3e-176  585.2  19.0  -
Atopobacteriaceae_Atopobium                      -          LKAP-TSAKG2_H09_065_2018_2 -               25     850      17     872       8     872    1424    +    5.4e-176  585.4  18.2  -
Desulfobulbaceae_Desulfopila                     -          LKAP-TSAKG2_H09_065_2018_2 -               44     892      18     871       8     872    1512    +    6.1e-176  585.0  18.2  -
Demequinaceae_Lysinimicrobium                    -          LKAP-TSAKG2_H09_065_2018_2 -               24     848      19     872       8     872    1476    +    6.6e-176  585.0  19.2  -
Sphingomonadaceae_Sphingopyxis                   -          LKAP-TSAKG2_H09_065_2018_2 -               27     821      14     871       7     872    1436    +    7.1e-176  585.1  17.4  -
Sphingomonadaceae_Sphingobium                    -          LKAP-TSAKG2_H09_065_2018_2 -               33     826      15     871       7     872    1442    +    8.2e-176  584.9  17.6  -
Methylococcaceae_Methylobacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               44     882      19     872       9     872    1500    +    8.3e-176  584.4  19.4  -
Intrasporangiaceae_Ornithinicoccus               -          LKAP-TSAKG2_H09_065_2018_2 -               44     871      19     872       8     872    1536    +    8.5e-176  584.5  18.5  -
Anaeroplasmataceae_Anaeroplasma                  -          LKAP-TSAKG2_H09_065_2018_2 -               44     850      14     869       8     872    1435    +    8.9e-176  584.5  18.4  -
Cystobacteraceae_Vitiosangium                    -          LKAP-TSAKG2_H09_065_2018_2 -               36     895      14     871       8     872    1528    +    9.3e-176  584.4  18.6  -
Hyphomonadaceae_Algimonas                        -          LKAP-TSAKG2_H09_065_2018_2 -                1     795      24     871      24     872    1351    +    9.4e-176  584.8  19.0  -
Syntrophobacteraceae_Desulfosoma                 -          LKAP-TSAKG2_H09_065_2018_2 -               26     891      14     872       8     872    1479    +      1e-175  584.6  19.6  -
Chromatiaceae_Halochromatium                     -          LKAP-TSAKG2_H09_065_2018_2 -               18     858      14     872       8     872    1451    +      1e-175  584.5  19.3  -
Microbacteriaceae_Labedella                      -          LKAP-TSAKG2_H09_065_2018_2 -               52     879      18     872       5     872    1542    +    1.1e-175  584.1  18.8  -
Streptosporangiaceae_Microbispora                -          LKAP-TSAKG2_H09_065_2018_2 -               44     860      19     872       8     872    1482    +    1.2e-175  584.0  18.5  -
Kineosporiaceae_Pseudokineococcus                -          LKAP-TSAKG2_H09_065_2018_2 -               44     870      18     872       5     872    1449    +    1.2e-175  584.2  19.5  -
Shewanellaceae_Shewanella                        -          LKAP-TSAKG2_H09_065_2018_2 -               21     872      16     872       6     872    1483    +    1.3e-175  584.0  19.5  -
Bradyrhizobiaceae_Bosea                          -          LKAP-TSAKG2_H09_065_2018_2 -               40     827      19     871       8     872    1455    +    1.3e-175  584.1  17.8  -
Erythrobacteraceae_Erythrobacter                 -          LKAP-TSAKG2_H09_065_2018_2 -               17     810      15     871       7     872    1442    +    1.3e-175  584.2  17.5  -
Rhodospirillaceae_Roseospira                     -          LKAP-TSAKG2_H09_065_2018_2 -                8     801      12     872       6     872    1398    +    1.4e-175  584.1  18.0  -
Alteromonadaceae_Marinobacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               24     868      19     872       7     872    1478    +    1.6e-175  583.6  19.4  -
Idiomarinaceae_Idiomarina                        -          LKAP-TSAKG2_H09_065_2018_2 -               27     876      17     872       7     872    1471    +    1.6e-175  583.5  18.8  -
Rhizobiaceae_Shinella                            -          LKAP-TSAKG2_H09_065_2018_2 -               30     815      19     871       7     872    1418    +    1.7e-175  583.8  18.8  -
Promicromonosporaceae_Krasilnikoviella           -          LKAP-TSAKG2_H09_065_2018_2 -               84     909      19     872       8     872    1612    +    1.8e-175  583.4  18.9  -
Streptosporangiaceae_Planotetraspora             -          LKAP-TSAKG2_H09_065_2018_2 -               43     859      19     872       8     872    1496    +    1.8e-175  583.4  18.2  -
Microbacteriaceae_Frondihabitans                 -          LKAP-TSAKG2_H09_065_2018_2 -               34     859      19     872       7     872    1434    +    1.8e-175  583.4  18.7  -
Microbacteriaceae_Salinibacterium                -          LKAP-TSAKG2_H09_065_2018_2 -               20     847      18     872       6     872    1444    +    1.9e-175  583.4  18.4  -
Oscillospiraceae_Oscillibacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               19     858      15     869       5     872    1453    +    1.9e-175  583.1  18.0  -
Pseudonocardiaceae_Thermocrispum                 -          LKAP-TSAKG2_H09_065_2018_2 -               39     867      19     872       8     872    1329    +      2e-175  583.5  18.5  -
Hyphomicrobiaceae_Hyphomicrobium                 -          LKAP-TSAKG2_H09_065_2018_2 -               19     807      18     872      10     872    1423    +      2e-175  583.5  19.1  -
Microbacteriaceae_Frigoribacterium               -          LKAP-TSAKG2_H09_065_2018_2 -               32     856      19     872       8     872    1474    +    2.1e-175  583.3  18.3  -
Ruminococcaceae_Agathobaculum                    -          LKAP-TSAKG2_H09_065_2018_2 -                1     783      63     872      63     872    1383    +    2.2e-175  583.4  18.4  -
Rhizobiaceae_Neorhizobium                        -          LKAP-TSAKG2_H09_065_2018_2 -               34     819      19     871       6     872    1459    +    2.4e-175  583.5  17.9  -
Micromonosporaceae_Planosporangium               -          LKAP-TSAKG2_H09_065_2018_2 -               23     846      18     872       7     872    1434    +    2.6e-175  583.0  17.9  -
Nocardiaceae_Williamsia                          -          LKAP-TSAKG2_H09_065_2018_2 -               20     837      19     872       8     872    1472    +    2.8e-175  582.9  18.1  -
Gammaproteobacteria_Plasticicumulans             -          LKAP-TSAKG2_H09_065_2018_2 -               33     871      19     872       8     872    1491    +      3e-175  582.8  19.3  -
Nocardioidaceae_Marmoricola                      -          LKAP-TSAKG2_H09_065_2018_2 -               30     854      18     872       8     872    1435    +    3.2e-175  583.1  18.5  -
Oceanospirillaceae_Marinomonas                   -          LKAP-TSAKG2_H09_065_2018_2 -               24     870      19     872       7     872    1467    +    3.3e-175  582.4  19.1  -
Rhizobiales_Amorphus                             -          LKAP-TSAKG2_H09_065_2018_2 -               14     810      12     871       5     872    1427    +    3.3e-175  582.9  17.9  -
Cardiobacteriaceae_Cardiobacterium               -          LKAP-TSAKG2_H09_065_2018_2 -               10     850      19     872      12     872    1493    +    3.5e-175  582.6  19.5  -
Nocardioidaceae_Actinopolymorpha                 -          LKAP-TSAKG2_H09_065_2018_2 -                2     826      14     872      13     872    1434    +    3.6e-175  582.6  18.4  -
Cystobacteraceae_Stigmatella                     -          LKAP-TSAKG2_H09_065_2018_2 -               18     877      14     871       8     872    1502    +    3.8e-175  582.3  18.4  -
Brucellaceae_Mycoplana                           -          LKAP-TSAKG2_H09_065_2018_2 -               25     810      19     871       8     872    1438    +      4e-175  582.6  19.8  -
Halieaceae_Halioglobus                           -          LKAP-TSAKG2_H09_065_2018_2 -               21     862      16     872       8     872    1433    +    4.3e-175  582.3  18.8  -
Cellulomonadaceae_Pseudactinotalea               -          LKAP-TSAKG2_H09_065_2018_2 -               80     911      18     872       8     872    1564    +    4.4e-175  582.3  19.1  -
Gammaproteobacteria_Sedimenticola                -          LKAP-TSAKG2_H09_065_2018_2 -               37     889      18     872       6     872    1540    +    5.5e-175  581.8  19.2  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP-TSAKG2_H09_065_2018_2 -               25     883      15     869       6     872    1500    +    5.8e-175  581.8  19.1  -
Intrasporangiaceae_Arsenicicoccus                -          LKAP-TSAKG2_H09_065_2018_2 -               24     849      19     872       8     872    1476    +    6.9e-175  581.5  18.9  -
Parvularculaceae_Parvularcula                    -          LKAP-TSAKG2_H09_065_2018_2 -               44     831      19     871       8     872    1427    +    7.6e-175  581.7  17.8  -
Halieaceae_Haliea                                -          LKAP-TSAKG2_H09_065_2018_2 -               40     884      16     872       8     872    1500    +    8.5e-175  581.2  18.9  -
Dermabacteraceae_Brachybacterium                 -          LKAP-TSAKG2_H09_065_2018_2 -               28     856      17     872       6     872    1476    +    8.6e-175  581.1  19.0  -
Rhodobacteraceae_Amaricoccus                     -          LKAP-TSAKG2_H09_065_2018_2 -               43     831      19     872       8     872    1428    +    9.8e-175  581.3  18.5  -
Litoricolaceae_Litoricola                        -          LKAP-TSAKG2_H09_065_2018_2 -               32     881      16     872       8     872    1483    +      1e-174  581.1  18.8  -
Microbacteriaceae_Amnibacterium                  -          LKAP-TSAKG2_H09_065_2018_2 -               31     857      18     872       5     872    1460    +    1.1e-174  581.0  19.1  -
Streptosporangiaceae_Herbidospora                -          LKAP-TSAKG2_H09_065_2018_2 -               30     846      19     872       8     872    1484    +    1.1e-174  580.8  18.1  -
Methylophilaceae_Methylobacillus                 -          LKAP-TSAKG2_H09_065_2018_2 -                3     850      16     871      14     872    1416    +    1.3e-174  581.0  18.9  -
Nitrospiraceae_Thermodesulfovibrio               -          LKAP-TSAKG2_H09_065_2018_2 -               24     854      14     872       7     872    1479    +    1.3e-174  580.8  18.5  -
Microbacteriaceae_Plantibacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               42     868      18     872       5     872    1512    +    1.5e-174  580.3  18.9  -
Rhodobacteraceae_Rubellimicrobium                -          LKAP-TSAKG2_H09_065_2018_2 -               33     824      18     872       7     872    1448    +    1.6e-174  580.7  18.6  -
Desulfovibrionaceae_Desulfocurvus                -          LKAP-TSAKG2_H09_065_2018_2 -               38     895      14     871       8     872    1532    +    1.9e-174  580.3  18.5  -
Bifidobacteriaceae_Bifidobacterium               -          LKAP-TSAKG2_H09_065_2018_2 -               38     867      19     872       7     872    1504    +    1.9e-174  580.2  18.5  -
Chromatiaceae_Rheinheimera                       -          LKAP-TSAKG2_H09_065_2018_2 -               29     858      17     871       6     872    1472    +    1.9e-174  580.1  18.7  -
Streptosporangiaceae_Acrocarpospora              -          LKAP-TSAKG2_H09_065_2018_2 -               24     840      19     872       8     872    1478    +    1.9e-174  580.1  18.4  -
Nocardioidaceae_Tenggerimyces                    -          LKAP-TSAKG2_H09_065_2018_2 -               60     877      19     871       8     872    1526    +    1.9e-174  579.8  18.0  -
Rhodobiaceae_Parvibaculum                        -          LKAP-TSAKG2_H09_065_2018_2 -               33     819      18     871       7     872    1437    +    2.1e-174  580.2  18.3  -
Dehalococcoidaceae_Dehalogenimonas               -          LKAP-TSAKG2_H09_065_2018_2 -               21     831      16     871       9     872    1433    +    2.1e-174  580.5  18.5  -
Streptosporangiaceae_Streptosporangium           -          LKAP-TSAKG2_H09_065_2018_2 -               18     834      19     872       8     872    1449    +    2.6e-174  579.5  18.9  -
Microbacteriaceae_Microcella                     -          LKAP-TSAKG2_H09_065_2018_2 -               38     865      19     872       8     872    1505    +    2.6e-174  579.7  18.5  -
Rhodobacteraceae_Paracoccus                      -          LKAP-TSAKG2_H09_065_2018_2 -               25     814      17     871       7     872    1403    +    2.7e-174  579.9  18.2  -
Lysobacteraceae_Pseudoxanthomonas                -          LKAP-TSAKG2_H09_065_2018_2 -               25     875      17     871       7     872    1484    +    2.8e-174  579.5  19.2  -
Glycomycetaceae_Stackebrandtia                   -          LKAP-TSAKG2_H09_065_2018_2 -               46     869      18     872       8     872    1517    +    2.9e-174  579.6  18.2  -
Spongiibacteraceae_Sinobacterium                 -          LKAP-TSAKG2_H09_065_2018_2 -               41     890      17     872       5     872    1504    +    3.5e-174  579.1  19.1  -
Chromatiaceae_Allochromatium                     -          LKAP-TSAKG2_H09_065_2018_2 -               16     867      12     872       4     872    1462    +    3.5e-174  579.3  19.6  -
Intrasporangiaceae_Janibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               22     852      18     872       8     872    1475    +    3.5e-174  579.3  18.8  -
Desulfobacteraceae_Desulfatiferula               -          LKAP-TSAKG2_H09_065_2018_2 -               44     904      18     869       5     872    1554    +    3.6e-174  579.1  18.4  -
Cellulomonadaceae_Paraoerskovia                  -          LKAP-TSAKG2_H09_065_2018_2 -               29     854      19     872       8     872    1483    +    3.9e-174  579.1  18.9  -
Nocardioidaceae_Aeromicrobium                    -          LKAP-TSAKG2_H09_065_2018_2 -               23     845      18     872       6     872    1462    +    4.2e-174  579.2  18.5  -
Bartonellaceae_Bartonella                        -          LKAP-TSAKG2_H09_065_2018_2 -               24     812      19     871       7     872    1410    +    4.4e-174  579.0  18.2  -
Rhizobiaceae_Agrobacterium                       -          LKAP-TSAKG2_H09_065_2018_2 -               22     809      18     871       6     872    1400    +    4.6e-174  579.1  19.6  -
Rhizobiaceae_Ensifer                             -          LKAP-TSAKG2_H09_065_2018_2 -               24     809      19     871       7     872    1437    +    4.7e-174  579.1  18.7  -
Micromonosporaceae_Hamadaea                      -          LKAP-TSAKG2_H09_065_2018_2 -               51     871      19     872       8     872    1521    +    5.2e-174  578.6  18.2  -
