# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_H08_050_2018_2 -               15     819      16     823      12     823    1504    +    9.8e-304 1008.5  22.1  -
Rhodobacteraceae_Rhodovulum                      -          LKAP-TSAKG2_H08_050_2018_2 -                5     736      19     816      15     823    1378    +    4.1e-172  572.5  22.5  -
Pseudonocardiaceae_Umezawaea                     -          LKAP-TSAKG2_H08_050_2018_2 -               43     809      17     820      12     823    1510    +    4.2e-172  572.2  23.0  -
Frankiaceae_Frankia                              -          LKAP-TSAKG2_H08_050_2018_2 -               43     803      17     820      12     823    1510    +    4.8e-172  572.3  23.2  -
Spongiibacteraceae_Zhongshania                   -          LKAP-TSAKG2_H08_050_2018_2 -               38     824      19     820      11     823    1501    +    5.9e-172  571.6  22.1  -
Rhodospirillaceae_Tistrella                      -          LKAP-TSAKG2_H08_050_2018_2 -               38     788      17     820      12     822    1495    +      6e-172  572.3  22.3  -
Pseudonocardiaceae_Saccharothrix                 -          LKAP-TSAKG2_H08_050_2018_2 -               36     802      18     821      12     823    1459    +    6.6e-172  571.5  23.1  -
Streptomycetaceae_Kitasatospora                  -          LKAP-TSAKG2_H08_050_2018_2 -               35     801      16     819      10     822    1482    +      1e-171  571.2  22.2  -
Pseudonocardiaceae_Pseudonocardia                -          LKAP-TSAKG2_H08_050_2018_2 -               24     793      17     819      11     823    1475    +    1.1e-171  571.0  22.3  -
Rhizobiaceae_Allorhizobium                       -          LKAP-TSAKG2_H08_050_2018_2 -               39     763      20     812      13     822    1446    +    1.2e-171  570.9  22.1  -
Micromonosporaceae_Micromonospora                -          LKAP-TSAKG2_H08_050_2018_2 -               33     799      17     821      12     823    1479    +    1.4e-171  570.6  23.1  -
Lysobacteraceae_Arenimonas                       -          LKAP-TSAKG2_H08_050_2018_2 -               22     805      19     811      13     822    1490    +    1.7e-171  570.4  21.6  -
Methylococcaceae_Methylomicrobium                -          LKAP-TSAKG2_H08_050_2018_2 -               36     812      17     811      11     821    1467    +    1.7e-171  570.1  22.2  -
Bradyrhizobiaceae_Rhodopseudomonas               -          LKAP-TSAKG2_H08_050_2018_2 -               18     757      19     822      11     823    1464    +    1.8e-171  570.2  22.9  -
Nitrospiraceae_Thermodesulfovibrio               -          LKAP-TSAKG2_H08_050_2018_2 -               22     792      17     817      12     822    1479    +    2.2e-171  570.0  21.6  -
Promicromonosporaceae_Isoptericola               -          LKAP-TSAKG2_H08_050_2018_2 -               15     783      16     817       9     823    1472    +    2.4e-171  569.8  21.3  -
Rhodospirillaceae_Skermanella                    -          LKAP-TSAKG2_H08_050_2018_2 -               15     753      16     820       9     823    1409    +    2.7e-171  569.9  22.4  -
Segniliparaceae_Segniliparus                     -          LKAP-TSAKG2_H08_050_2018_2 -               20     781      17     816      12     822    1462    +    2.9e-171  569.6  21.5  -
Carnobacteriaceae_Allofustis                     -          LKAP-TSAKG2_H08_050_2018_2 -               15     816      16     821       9     823    1500    +      3e-171  569.2  21.7  -
Cryptosporangiaceae_Cryptosporangium             -          LKAP-TSAKG2_H08_050_2018_2 -               16     777      17     816      12     822    1470    +    3.3e-171  569.4  22.4  -
Polyangiaceae_Chondromyces                       -          LKAP-TSAKG2_H08_050_2018_2 -               27     827      18     818      11     823    1534    +    3.7e-171  569.2  21.8  -
Salinisphaeraceae_Salinisphaera                  -          LKAP-TSAKG2_H08_050_2018_2 -                6     792      19     817      14     822    1429    +    4.1e-171  569.1  21.4  -
Thermoactinomycetaceae_Hazenella                 -          LKAP-TSAKG2_H08_050_2018_2 -               15     776      16     821       9     823    1426    +    4.3e-171  569.0  21.9  -
Streptosporangiaceae_Sphaerisporangium           -          LKAP-TSAKG2_H08_050_2018_2 -               17     779      16     817      10     823    1458    +    5.1e-171  568.6  22.4  -
Pseudonocardiaceae_Lentzea                       -          LKAP-TSAKG2_H08_050_2018_2 -               34     802      16     821      11     823    1489    +    5.2e-171  568.7  22.5  -
Rhizobiaceae_Rhizobium                           -          LKAP-TSAKG2_H08_050_2018_2 -               17     744      18     813      10     822    1417    +      7e-171  568.4  22.2  -
Micrococcaceae_Rothia                            -          LKAP-TSAKG2_H08_050_2018_2 -               15     791      16     820      10     823    1448    +    7.2e-171  568.2  21.5  -
Desulfobulbaceae_Desulfobulbus                   -          LKAP-TSAKG2_H08_050_2018_2 -               17     822      17     821      10     823    1456    +    7.2e-171  568.1  22.1  -
Promicromonosporaceae_Promicromonospora          -          LKAP-TSAKG2_H08_050_2018_2 -               11     778      16     817      10     823    1455    +    7.5e-171  568.2  22.1  -
Catenulisporaceae_Catenulispora                  -          LKAP-TSAKG2_H08_050_2018_2 -               16     780      17     817      13     823    1460    +      8e-171  568.1  22.2  -
Wenzhouxiangellaceae_Wenzhouxiangella            -          LKAP-TSAKG2_H08_050_2018_2 -               15     813      16     820       8     823    1472    +    8.6e-171  567.8  21.9  -
Micromonosporaceae_Verrucosispora                -          LKAP-TSAKG2_H08_050_2018_2 -               15     783      16     821      10     823    1459    +      1e-170  567.7  23.2  -
Granulosicoccaceae_Granulosicoccus               -          LKAP-TSAKG2_H08_050_2018_2 -               16     800      17     810      12     820    1471    +    1.6e-170  567.1  21.4  -
Micromonosporaceae_Dactylosporangium             -          LKAP-TSAKG2_H08_050_2018_2 -               30     797      17     821      13     823    1470    +    1.7e-170  566.9  23.1  -
Beijerinckiaceae_Beijerinckia                    -          LKAP-TSAKG2_H08_050_2018_2 -               32     766      20     820      14     823    1432    +      2e-170  566.8  22.1  -
Cellulomonadaceae_Actinotalea                    -          LKAP-TSAKG2_H08_050_2018_2 -               28     798      17     817      13     823    1476    +    2.1e-170  566.9  22.1  -
Micromonosporaceae_Catenuloplanes                -          LKAP-TSAKG2_H08_050_2018_2 -               27     794      17     821      11     823    1459    +    2.1e-170  566.7  22.9  -
Rhodobacteraceae_Rhodobacter                     -          LKAP-TSAKG2_H08_050_2018_2 -               16     748      17     815      10     823    1389    +    2.2e-170  566.8  22.5  -
Piscirickettsiaceae_Thiomicrorhabdus             -          LKAP-TSAKG2_H08_050_2018_2 -               25     818      19     817      11     821    1464    +    2.5e-170  566.2  20.8  -
Rarobacteraceae_Rarobacter                       -          LKAP-TSAKG2_H08_050_2018_2 -                6     771      18     817      14     823    1464    +    2.6e-170  566.2  22.0  -
Methylococcaceae_Methylococcus                   -          LKAP-TSAKG2_H08_050_2018_2 -               28     805      17     811      13     823    1482    +    2.8e-170  566.2  22.1  -
Chromatiaceae_Halochromatium                     -          LKAP-TSAKG2_H08_050_2018_2 -               16     787      17     810      12     821    1451    +    3.2e-170  566.3  22.0  -
Halomonadaceae_Halomonas                         -          LKAP-TSAKG2_H08_050_2018_2 -               17     800      18     811      10     822    1463    +    3.2e-170  565.9  21.7  -
Thermomonosporaceae_Actinocorallia               -          LKAP-TSAKG2_H08_050_2018_2 -               16     773      17     817      11     823    1487    +    3.5e-170  565.8  21.8  -
Demequinaceae_Demequina                          -          LKAP-TSAKG2_H08_050_2018_2 -               16     785      17     816      11     823    1446    +    3.5e-170  566.0  22.0  -
Thermoactinomycetaceae_Croceifilum               -          LKAP-TSAKG2_H08_050_2018_2 -               15     775      16     822       9     823    1428    +    3.8e-170  565.7  21.8  -
Micrococcaceae_Paenarthrobacter                  -          LKAP-TSAKG2_H08_050_2018_2 -               29     798      17     820      12     823    1484    +    4.2e-170  565.5  21.7  -
Pseudonocardiaceae_Prauserella                   -          LKAP-TSAKG2_H08_050_2018_2 -               35     806      17     818       9     823    1484    +    4.6e-170  565.4  22.4  -
Pseudonocardiaceae_Alloactinosynnema             -          LKAP-TSAKG2_H08_050_2018_2 -                8     770      19     819      14     823    1442    +    4.8e-170  565.6  22.6  -
Thermoactinomycetaceae_Baia                      -          LKAP-TSAKG2_H08_050_2018_2 -               35     795      16     822       8     823    1499    +    4.8e-170  565.3  21.8  -
Methylobacteriaceae_Microvirga                   -          LKAP-TSAKG2_H08_050_2018_2 -               27     759      20     818      13     823    1437    +    5.1e-170  565.6  22.6  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-TSAKG2_H08_050_2018_2 -               18     801      19     817      12     822    1480    +    6.1e-170  565.1  22.3  -
Methylococcaceae_Methylovulum                    -          LKAP-TSAKG2_H08_050_2018_2 -               35     808      17     811      13     820    1492    +    6.1e-170  565.0  21.4  -
Desulfobacteraceae_Desulfococcus                 -          LKAP-TSAKG2_H08_050_2018_2 -               37     844      18     817      13     823    1529    +    6.1e-170  565.0  22.2  -
Aurantimonadaceae_Aureimonas                     -          LKAP-TSAKG2_H08_050_2018_2 -               26     760      19     821      11     823    1433    +    6.2e-170  565.3  22.9  -
Acetobacteraceae_Roseomonas                      -          LKAP-TSAKG2_H08_050_2018_2 -               22     761      16     821      11     823    1438    +    6.4e-170  565.4  22.9  -
Flavobacteriaceae_Flavobacterium                 -          LKAP-TSAKG2_H08_050_2018_2 -               17     800      18     820      11     823    1442    +    6.9e-170  564.9  22.3  -
Intrasporangiaceae_Aquipuribacter                -          LKAP-TSAKG2_H08_050_2018_2 -               36     799      17     817      12     823    1505    +      7e-170  564.9  22.9  -
Hyphomonadaceae_Hyphomonas                       -          LKAP-TSAKG2_H08_050_2018_2 -               39     761      20     818      14     823    1355    +      7e-170  565.3  22.2  -
Microbacteriaceae_Gryllotalpicola                -          LKAP-TSAKG2_H08_050_2018_2 -               27     800      17     816      11     823    1431    +    7.1e-170  565.0  21.7  -
Halobacteroidaceae_Halanaerobacter               -          LKAP-TSAKG2_H08_050_2018_2 -               35     813      17     822      12     823    1437    +    1.1e-169  564.2  22.8  -
Promicromonosporaceae_Myceligenerans             -          LKAP-TSAKG2_H08_050_2018_2 -               34     807      16     819       7     823    1475    +    1.1e-169  564.3  21.7  -
Clostridiales_Sulfobacillus                      -          LKAP-TSAKG2_H08_050_2018_2 -               37     800      18     817      13     823    1472    +    1.2e-169  564.4  23.0  -
Microbacteriaceae_Agrococcus                     -          LKAP-TSAKG2_H08_050_2018_2 -               27     795      17     816      11     823    1468    +    1.2e-169  564.2  21.9  -
Caulobacteraceae_Caulobacter                     -          LKAP-TSAKG2_H08_050_2018_2 -               18     749      19     816      12     821    1426    +    1.3e-169  564.1  21.9  -
Carnobacteriaceae_Dolosigranulum                 -          LKAP-TSAKG2_H08_050_2018_2 -               31     829      16     822       8     823    1523    +    1.4e-169  563.9  21.2  -
Intrasporangiaceae_Tetrasphaera                  -          LKAP-TSAKG2_H08_050_2018_2 -               22     788      17     816      12     822    1448    +    1.5e-169  563.8  21.6  -
Microbacteriaceae_Gulosibacter                   -          LKAP-TSAKG2_H08_050_2018_2 -               28     801      17     816      13     823    1430    +    1.6e-169  563.8  21.7  -
Promicromonosporaceae_Cellulosimicrobium         -          LKAP-TSAKG2_H08_050_2018_2 -               15     782      16     817       9     823    1465    +    1.7e-169  563.7  21.4  -
Erythrobacteraceae_Altererythrobacter            -          LKAP-TSAKG2_H08_050_2018_2 -               24     760      18     820      12     823    1439    +    1.8e-169  563.9  22.4  -
Chelatococcaceae_Camelimonas                     -          LKAP-TSAKG2_H08_050_2018_2 -               38     770      20     818      14     823    1446    +    1.9e-169  563.9  22.6  -
Bacillales_Thermicanus                           -          LKAP-TSAKG2_H08_050_2018_2 -               25     826      16     822       8     823    1426    +      2e-169  563.3  22.2  -
Methylococcaceae_Methylobacter                   -          LKAP-TSAKG2_H08_050_2018_2 -               37     813      18     812      13     821    1500    +    2.2e-169  563.1  21.7  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_H08_050_2018_2 -               10     789      19     817      13     822    1446    +    2.2e-169  563.3  21.7  -
Micromonosporaceae_Phytohabitans                 -          LKAP-TSAKG2_H08_050_2018_2 -               16     783      17     821      12     823    1468    +    2.2e-169  563.3  22.9  -
Chelatococcaceae_Chelatococcus                   -          LKAP-TSAKG2_H08_050_2018_2 -               18     751      19     818      11     823    1430    +    2.6e-169  563.2  22.6  -
Cystobacteraceae_Cystobacter                     -          LKAP-TSAKG2_H08_050_2018_2 -               16     815      17     818      13     823    1491    +    2.6e-169  563.0  22.2  -
Glycomycetaceae_Glycomyces                       -          LKAP-TSAKG2_H08_050_2018_2 -               16     793      17     817      10     823    1486    +    2.8e-169  563.1  22.2  -
Rhodobacteraceae_Jannaschia                      -          LKAP-TSAKG2_H08_050_2018_2 -               18     751      19     820      13     823    1396    +    3.1e-169  563.0  23.1  -
Oceanospirillaceae_Oceanospirillum               -          LKAP-TSAKG2_H08_050_2018_2 -               19     806      20     817      14     822    1462    +    3.2e-169  562.8  21.6  -
Streptosporangiaceae_Nonomuraea                  -          LKAP-TSAKG2_H08_050_2018_2 -               15     776      16     817       9     823    1465    +    3.4e-169  562.5  22.5  -
Pseudonocardiaceae_Streptoalloteichus            -          LKAP-TSAKG2_H08_050_2018_2 -                7     769      18     817      14     823    1450    +      4e-169  562.5  22.3  -
Microbulbiferaceae_Microbulbifer                 -          LKAP-TSAKG2_H08_050_2018_2 -               18     798      19     815      13     822    1480    +    4.1e-169  562.5  22.1  -
Tsukamurellaceae_Tsukamurella                    -          LKAP-TSAKG2_H08_050_2018_2 -               34     799      16     816      10     822    1495    +    4.1e-169  562.4  22.2  -
Actinospicaceae_Actinospica                      -          LKAP-TSAKG2_H08_050_2018_2 -               12     776      17     817      11     823    1444    +    4.7e-169  562.2  22.0  -
Desulfovibrionaceae_Desulfocurvus                -          LKAP-TSAKG2_H08_050_2018_2 -               36     838      17     819      12     823    1532    +    4.8e-169  562.3  22.1  -
Lysobacteraceae_Pseudoxanthomonas                -          LKAP-TSAKG2_H08_050_2018_2 -               20     813      18     818      11     822    1484    +      5e-169  562.0  21.8  -
Idiomarinaceae_Idiomarina                        -          LKAP-TSAKG2_H08_050_2018_2 -               23     812      19     817      13     821    1471    +    5.4e-169  561.7  21.2  -
Micromonosporaceae_Luedemannella                 -          LKAP-TSAKG2_H08_050_2018_2 -               35     802      17     821      12     823    1506    +    5.6e-169  562.0  23.0  -
Cellvibrionaceae_Simiduia                        -          LKAP-TSAKG2_H08_050_2018_2 -               19     807      20     819      13     823    1463    +    5.6e-169  561.8  22.3  -
Jiangellaceae_Phytoactinopolyspora               -          LKAP-TSAKG2_H08_050_2018_2 -               38     804      18     816      13     822    1519    +      6e-169  561.9  22.7  -
Oscillospiraceae_Oscillibacter                   -          LKAP-TSAKG2_H08_050_2018_2 -               15     802      16     821       8     823    1453    +    6.4e-169  561.4  22.0  -
Intrasporangiaceae_Ornithinimicrobium            -          LKAP-TSAKG2_H08_050_2018_2 -               10     779      16     816      10     822    1447    +    6.5e-169  561.7  20.8  -
Halobacteriovoracaceae_Halobacteriovorax         -          LKAP-TSAKG2_H08_050_2018_2 -               16     819      17     817      12     823    1480    +    6.6e-169  561.6  21.8  -
Sphingomonadaceae_Novosphingobium                -          LKAP-TSAKG2_H08_050_2018_2 -               26     766      16     820      11     823    1443    +    6.7e-169  561.9  22.4  -
Thermoactinomycetaceae_Lihuaxuella               -          LKAP-TSAKG2_H08_050_2018_2 -               42     809      16     822       8     823    1516    +    7.1e-169  561.6  21.7  -
Pseudonocardiaceae_Allokutzneria                 -          LKAP-TSAKG2_H08_050_2018_2 -               26     793      17     820      13     823    1490    +    8.4e-169  561.5  23.0  -
Micrococcaceae_Micrococcus                       -          LKAP-TSAKG2_H08_050_2018_2 -               20     788      17     818      10     823    1457    +    9.2e-169  561.2  21.8  -
Thermomonosporaceae_Spirillospora                -          LKAP-TSAKG2_H08_050_2018_2 -                7     766      18     817      14     823    1445    +    9.4e-169  561.2  21.8  -
Desulfobacteraceae_Desulfatiferula               -          LKAP-TSAKG2_H08_050_2018_2 -               36     842      16     816       7     823    1554    +    9.6e-169  561.0  22.1  -
Thermomonosporaceae_Actinoallomurus              -          LKAP-TSAKG2_H08_050_2018_2 -               16     780      17     817      11     823    1459    +    9.7e-169  561.2  21.9  -
Micromonosporaceae_Plantactinospora              -          LKAP-TSAKG2_H08_050_2018_2 -               36     803      17     821      11     823    1509    +    1.1e-168  561.0  23.4  -
Erythrobacteraceae_Erythrobacter                 -          LKAP-TSAKG2_H08_050_2018_2 -               14     751      17     820      11     822    1442    +    1.1e-168  561.2  22.3  -
Desulfobacteraceae_Desulfonatronobacter          -          LKAP-TSAKG2_H08_050_2018_2 -               22     834      18     820      13     823    1508    +    1.1e-168  560.8  21.8  -
Deferribacteraceae_Geovibrio                     -          LKAP-TSAKG2_H08_050_2018_2 -               37     829      18     818      13     822    1545    +    1.1e-168  560.8  21.5  -
Polyangiaceae_Polyangium                         -          LKAP-TSAKG2_H08_050_2018_2 -               37     835      19     817      13     823    1549    +    1.2e-168  560.8  22.1  -
Sporichthyaceae_Sporichthya                      -          LKAP-TSAKG2_H08_050_2018_2 -               17     780      18     817      13     823    1472    +    1.3e-168  560.8  22.4  -
Ectothiorhodospiraceae_Alkalilimnicola           -          LKAP-TSAKG2_H08_050_2018_2 -               30     817      17     818      12     822    1472    +    1.5e-168  560.7  21.9  -
Intrasporangiaceae_Phycicoccus                   -          LKAP-TSAKG2_H08_050_2018_2 -               21     792      16     816       9     822    1440    +    1.5e-168  560.5  21.7  -
Microbacteriaceae_Leucobacter                    -          LKAP-TSAKG2_H08_050_2018_2 -               24     794      16     816       9     822    1478    +    1.5e-168  560.5  21.6  -
Corynebacterineae_Tomitella                      -          LKAP-TSAKG2_H08_050_2018_2 -               48     815      18     816      13     822    1546    +    1.5e-168  560.5  22.5  -
Sphingomonadaceae_Sphingomonas                   -          LKAP-TSAKG2_H08_050_2018_2 -               23     762      17     821      12     823    1436    +    1.5e-168  560.9  22.5  -
Caulobacteraceae_Brevundimonas                   -          LKAP-TSAKG2_H08_050_2018_2 -               19     753      20     820      14     823    1415    +    1.6e-168  560.5  22.7  -
Rhodobacteraceae_Loktanella                      -          LKAP-TSAKG2_H08_050_2018_2 -               18     756      19     823      12     823    1385    +    1.7e-168  560.5  23.3  -
Erwiniaceae_Erwinia                              -          LKAP-TSAKG2_H08_050_2018_2 -               18     794      19     804      12     817    1495    +    1.8e-168  560.3  20.9  -
Piscirickettsiaceae_Methylophaga                 -          LKAP-TSAKG2_H08_050_2018_2 -               15     801      17     818      11     823    1487    +    1.8e-168  560.0  21.8  -
Micrococcaceae_Nesterenkonia                     -          LKAP-TSAKG2_H08_050_2018_2 -               36     808      17     819      11     823    1488    +    2.1e-168  560.0  21.8  -
Rhodobacteraceae_Gemmobacter                     -          LKAP-TSAKG2_H08_050_2018_2 -               18     749      19     816      11     823    1399    +    2.5e-168  560.0  22.4  -
Micrococcaceae_Paeniglutamicibacter              -          LKAP-TSAKG2_H08_050_2018_2 -               21     793      17     820      11     823    1467    +    2.5e-168  559.7  22.2  -
Microbacteriaceae_Herbiconiux                    -          LKAP-TSAKG2_H08_050_2018_2 -               23     791      17     817      13     823    1472    +    2.8e-168  559.6  21.8  -
Thioalkalispiraceae_Thioprofundum                -          LKAP-TSAKG2_H08_050_2018_2 -               32     831      18     821      13     823    1537    +    2.9e-168  559.7  22.0  -
Spongiibacteraceae_Spongiibacter                 -          LKAP-TSAKG2_H08_050_2018_2 -               21     805      19     820      11     822    1441    +      3e-168  559.3  22.2  -
Micromonosporaceae_Pilimelia                     -          LKAP-TSAKG2_H08_050_2018_2 -               30     799      17     821      13     823    1472    +    3.2e-168  559.3  23.5  -
Chromatiaceae_Allochromatium                     -          LKAP-TSAKG2_H08_050_2018_2 -               14     791      15     805       7     821    1462    +    3.3e-168  559.4  21.6  -
Syntrophaceae_Syntrophus                         -          LKAP-TSAKG2_H08_050_2018_2 -               36     843      17     820      13     823    1560    +    3.4e-168  559.1  22.3  -
Microbacteriaceae_Curtobacterium                 -          LKAP-TSAKG2_H08_050_2018_2 -               31     799      17     817      11     822    1505    +    3.6e-168  559.2  21.4  -
Micrococcaceae_Sinomonas                         -          LKAP-TSAKG2_H08_050_2018_2 -               35     811      17     821      11     823    1489    +    3.8e-168  559.1  22.2  -
Cellvibrionaceae_Pseudomaricurvus                -          LKAP-TSAKG2_H08_050_2018_2 -               19     801      20     820      12     822    1490    +    4.8e-168  558.7  22.1  -
Nocardioidaceae_Nocardioides                     -          LKAP-TSAKG2_H08_050_2018_2 -               16     781      17     816      11     823    1449    +      5e-168  558.9  22.0  -
Rhodobacteraceae_Oceanicola                      -          LKAP-TSAKG2_H08_050_2018_2 -               36     767      20     817      14     823    1421    +    5.8e-168  558.6  22.7  -
Ruminococcaceae_Anaerofilum                      -          LKAP-TSAKG2_H08_050_2018_2 -               44     832      19     817      12     823    1468    +    7.7e-168  557.9  21.0  -
Polyangiaceae_Racemicystis                       -          LKAP-TSAKG2_H08_050_2018_2 -               39     835      19     817      13     823    1549    +    8.1e-168  558.1  22.0  -
Myxococcaceae_Corallococcus                      -          LKAP-TSAKG2_H08_050_2018_2 -               30     830      17     817      12     823    1519    +    9.6e-168  557.8  22.0  -
Thermoactinomycetaceae_Seinonella                -          LKAP-TSAKG2_H08_050_2018_2 -               15     815      16     822       9     823    1501    +    1.1e-167  557.7  22.4  -
Methylocystaceae_Methylocystis                   -          LKAP-TSAKG2_H08_050_2018_2 -               30     764      20     820      14     823    1426    +    1.1e-167  557.7  21.9  -
Micrococcaceae_Enteractinococcus                 -          LKAP-TSAKG2_H08_050_2018_2 -               43     821      17     817       8     823    1542    +    1.2e-167  557.5  21.9  -
Rhodospirillaceae_Nitrospirillum                 -          LKAP-TSAKG2_H08_050_2018_2 -               46     801      17     821      12     823    1471    +    1.5e-167  557.3  22.2  -
Microbacteriaceae_Rathayibacter                  -          LKAP-TSAKG2_H08_050_2018_2 -               16     786      17     816      12     823    1467    +    1.6e-167  556.9  21.4  -
Microbacteriaceae_Mycetocola                     -          LKAP-TSAKG2_H08_050_2018_2 -               15     785      16     817       9     822    1438    +    1.7e-167  557.0  21.5  -
Cellvibrionaceae_Gilvimarinus                    -          LKAP-TSAKG2_H08_050_2018_2 -               15     799      20     820      12     822    1445    +    1.8e-167  556.8  22.2  -
Frankiaceae_Jatrophihabitans                     -          LKAP-TSAKG2_H08_050_2018_2 -               20     786      18     816      13     822    1466    +    1.9e-167  556.9  21.8  -
Atopobacteriaceae_Atopobium                      -          LKAP-TSAKG2_H08_050_2018_2 -               22     791      19     820      13     823    1424    +      2e-167  556.9  21.5  -
Spirochaetaceae_Sphaerochaeta                    -          LKAP-TSAKG2_H08_050_2018_2 -               46     831      27     822      18     823    1529    +    2.2e-167  556.7  23.1  -
Promicromonosporaceae_Krasilnikoviella           -          LKAP-TSAKG2_H08_050_2018_2 -               76     844      17     818      12     823    1612    +    2.2e-167  556.5  21.9  -
Oceanospirillaceae_Amphritea                     -          LKAP-TSAKG2_H08_050_2018_2 -               19     807      20     819      14     822    1463    +    2.3e-167  556.5  21.8  -
Pseudonocardiaceae_Actinosynnema                 -          LKAP-TSAKG2_H08_050_2018_2 -               36     801      18     820      12     823    1505    +    2.6e-167  556.4  22.4  -
Anaeroplasmataceae_Anaeroplasma                  -          LKAP-TSAKG2_H08_050_2018_2 -               42     799      17     820      13     823    1435    +      3e-167  556.2  21.7  -
Thiotrichaceae_Thiothrix                         -          LKAP-TSAKG2_H08_050_2018_2 -               15     751      16     810      10     821    1417    +    3.3e-167  556.0  21.8  -
Microbacteriaceae_Lysinimonas                    -          LKAP-TSAKG2_H08_050_2018_2 -               72     840      17     816      13     823    1484    +    3.4e-167  556.0  21.9  -
Halomonadaceae_Kushneria                         -          LKAP-TSAKG2_H08_050_2018_2 -               22     796      19     804      12     818    1461    +    3.5e-167  555.8  21.4  -
Halieaceae_Haliea                                -          LKAP-TSAKG2_H08_050_2018_2 -               39     824      20     820      14     823    1500    +    3.7e-167  555.9  22.7  -
Sphingomonadaceae_Sphingoaurantiacus             -          LKAP-TSAKG2_H08_050_2018_2 -               15     754      16     821       8     823    1429    +    3.7e-167  556.3  22.5  -
Alcanivoracaceae_Pseudohongiella                 -          LKAP-TSAKG2_H08_050_2018_2 -               18     805      19     817      11     823    1461    +    3.8e-167  555.8  22.1  -
Micromonosporaceae_Asanoa                        -          LKAP-TSAKG2_H08_050_2018_2 -               36     803      17     821      13     823    1498    +      4e-167  555.7  23.4  -
Desulfurellaceae_Hippea                          -          LKAP-TSAKG2_H08_050_2018_2 -               22     830      17     820      13     823    1509    +      4e-167  555.4  21.8  -
Pseudonocardiaceae_Crossiella                    -          LKAP-TSAKG2_H08_050_2018_2 -               17     783      17     820      12     823    1472    +    4.2e-167  555.7  22.7  -
Rhodobacteraceae_Pseudorhodobacter               -          LKAP-TSAKG2_H08_050_2018_2 -               36     767      20     817      14     823    1428    +    4.2e-167  555.9  22.7  -
Ectothiorhodospiraceae_Spiribacter               -          LKAP-TSAKG2_H08_050_2018_2 -               46     831      17     816      12     822    1544    +      5e-167  555.5  21.2  -
Shewanellaceae_Shewanella                        -          LKAP-TSAKG2_H08_050_2018_2 -               16     811      17     819       9     823    1483    +    5.6e-167  555.2  22.0  -
Hyphomonadaceae_Algimonas                        -          LKAP-TSAKG2_H08_050_2018_2 -               19     733      50     816      30     820    1351    +    5.7e-167  555.6  21.5  -
Micromonosporaceae_Salinispora                   -          LKAP-TSAKG2_H08_050_2018_2 -               36     803      17     821      12     823    1479    +    5.8e-167  555.3  22.9  -
Nocardioidaceae_Marmoricola                      -          LKAP-TSAKG2_H08_050_2018_2 -               23     788      17     816      12     822    1435    +    6.6e-167  555.4  22.2  -
Vibrionaceae_Vibrio                              -          LKAP-TSAKG2_H08_050_2018_2 -               18     810      19     810      11     822    1466    +    6.7e-167  554.9  21.5  -
Lysobacteraceae_Vulcaniibacterium                -          LKAP-TSAKG2_H08_050_2018_2 -               46     837      20     820      14     823    1549    +    6.8e-167  554.9  22.3  -
Lysobacteraceae_Silanimonas                      -          LKAP-TSAKG2_H08_050_2018_2 -               37     821      19     817       9     822    1493    +    7.2e-167  554.9  22.5  -
Syntrophobacteraceae_Desulfacinum                -          LKAP-TSAKG2_H08_050_2018_2 -               12     807      18     816      13     823    1461    +    7.6e-167  554.9  22.1  -
Cystobacteraceae_Melittangium                    -          LKAP-TSAKG2_H08_050_2018_2 -               33     834      17     818      12     823    1522    +    8.5e-167  554.6  22.1  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-TSAKG2_H08_050_2018_2 -               18     810      19     819      13     823    1484    +    9.6e-167  554.5  21.9  -
Demequinaceae_Lysinimicrobium                    -          LKAP-TSAKG2_H08_050_2018_2 -               16     782      17     816      13     823    1476    +    9.8e-167  554.5  22.1  -
Caulobacteraceae_Asticcacaulis                   -          LKAP-TSAKG2_H08_050_2018_2 -               17     750      18     819      11     823    1401    +    1.1e-166  554.5  22.2  -
Desulfohalobiaceae_Desulfothermus                -          LKAP-TSAKG2_H08_050_2018_2 -               12     816      17     816      13     822    1492    +    1.1e-166  554.4  21.3  -
Hyphomonadaceae_Henriciella                      -          LKAP-TSAKG2_H08_050_2018_2 -               46     742      72     817      49     823    1390    +    1.1e-166  554.6  22.8  -
Chromatiaceae_Marichromatium                     -          LKAP-TSAKG2_H08_050_2018_2 -               26     796      17     811      12     821    1440    +    1.1e-166  554.5  21.8  -
Micrococcaceae_Glutamicibacter                   -          LKAP-TSAKG2_H08_050_2018_2 -               29     798      17     819      11     823    1474    +    1.2e-166  554.2  21.8  -
Ruminococcaceae_Agathobaculum                    -          LKAP-TSAKG2_H08_050_2018_2 -                1     719      72     817      72     823    1383    +    1.2e-166  554.3  22.6  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP-TSAKG2_H08_050_2018_2 -               21     830      16     820       9     823    1500    +    1.3e-166  554.1  22.1  -
