# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_F03_021_2017_1 -               36    1064      15    1040       2    1043    1526    +           0 1209.4  30.3  -
Lactobacillaceae_Paralactobacillus               -          LKAP-GUTHK2_F03_021_2017_1 -               77    1046      71    1040      51    1044    1495    +    9.2e-195  647.4  27.0  -
Microbacteriaceae_Frigoribacterium               -          LKAP-GUTHK2_F03_021_2017_1 -               71    1013      70    1040      49    1043    1474    +    9.4e-195  647.7  25.1  -
Propionibacteriaceae_Tessaracoccus               -          LKAP-GUTHK2_F03_021_2017_1 -               28    1012      13    1040       2    1043    1444    +    9.7e-195  647.6  27.0  -
Bacillaceae_Hydrogenibacillus                    -          LKAP-GUTHK2_F03_021_2017_1 -               33    1046      13    1040       2    1044    1515    +    1.1e-194  647.5  30.5  -
Leptospiraceae_Leptospira                        -          LKAP-GUTHK2_F03_021_2017_1 -               23     996      15    1039       2    1043    1431    +    1.1e-194  647.4  25.9  -
Thioalkalispiraceae_Thioprofundum                -          LKAP-GUTHK2_F03_021_2017_1 -               89    1052      72    1040      52    1043    1537    +    1.2e-194  647.4  26.1  -
Sphingomonadaceae_Blastomonas                    -          LKAP-GUTHK2_F03_021_2017_1 -               41     957      16    1004       2    1028    1448    +    1.3e-194  647.3  22.1  -
Arenicellaceae_Arenicella                        -          LKAP-GUTHK2_F03_021_2017_1 -               23     972      14     979       1    1000    1506    +    1.3e-194  647.4  25.7  -
Catenulisporaceae_Catenulispora                  -          LKAP-GUTHK2_F03_021_2017_1 -               24    1001      16    1039       3    1043    1460    +    1.3e-194  647.2  27.0  -
Nocardioidaceae_Aeromicrobium                    -          LKAP-GUTHK2_F03_021_2017_1 -               22    1003      14    1040       2    1043    1462    +    1.4e-194  647.3  27.1  -
Kineosporiaceae_Pseudokineococcus                -          LKAP-GUTHK2_F03_021_2017_1 -               45     971      16     980       2    1001    1449    +    1.6e-194  647.0  25.4  -
Promicromonosporaceae_Cellulosimicrobium         -          LKAP-GUTHK2_F03_021_2017_1 -               64    1006      71    1040      46    1043    1465    +    1.6e-194  647.0  25.4  -
Thermoactinomycetaceae_Croceifilum               -          LKAP-GUTHK2_F03_021_2017_1 -               59     994      75    1040      53    1044    1428    +    1.7e-194  646.6  25.1  -
Thiotrichaceae_Thiothrix                         -          LKAP-GUTHK2_F03_021_2017_1 -               53     943      66    1000      30    1022    1417    +    1.8e-194  646.7  23.7  -
Rhodobiaceae_Methyloligella                      -          LKAP-GUTHK2_F03_021_2017_1 -               44     986      16    1040       3    1043    1444    +    1.9e-194  646.8  25.1  -
Beutenbergiaceae_Serinibacter                    -          LKAP-GUTHK2_F03_021_2017_1 -               64     960      71     987      50    1022    1483    +    1.9e-194  646.6  24.3  -
Cellulomonadaceae_Paraoerskovia                  -          LKAP-GUTHK2_F03_021_2017_1 -               29     955      16     980       3    1001    1483    +      2e-194  646.6  25.1  -
Lysobacteraceae_Silanimonas                      -          LKAP-GUTHK2_F03_021_2017_1 -               85    1045      73    1040      35    1043    1493    +    2.3e-194  646.4  27.4  -
Rhodobacteraceae_Ruegeria                        -          LKAP-GUTHK2_F03_021_2017_1 -               23     972      15    1040       3    1043    1386    +    2.4e-194  646.4  26.3  -
Rhizobiaceae_Kaistia                             -          LKAP-GUTHK2_F03_021_2017_1 -               57     979      73    1040      52    1043    1398    +    2.5e-194  646.5  25.0  -
Microbacteriaceae_Microcella                     -          LKAP-GUTHK2_F03_021_2017_1 -               38    1022      16    1040       3    1043    1505    +    2.6e-194  646.3  27.1  -
Halobacteroidaceae_Fuchsiella                    -          LKAP-GUTHK2_F03_021_2017_1 -               86    1058      75    1040      55    1043    1500    +    2.7e-194  646.1  26.6  -
Dermacoccaceae_Kytococcus                        -          LKAP-GUTHK2_F03_021_2017_1 -               79    1021      71    1040      48    1043    1468    +    2.7e-194  646.2  25.5  -
Desulfobacteraceae_Desulfatibacillum             -          LKAP-GUTHK2_F03_021_2017_1 -               91    1011      75     982      55    1002    1525    +    2.9e-194  646.0  24.0  -
Anaeroplasmataceae_Anaeroplasma                  -          LKAP-GUTHK2_F03_021_2017_1 -               81    1006      78    1040      58    1043    1435    +    2.9e-194  646.1  25.1  -
Bdellovibrionaceae_Bdellovibrio                  -          LKAP-GUTHK2_F03_021_2017_1 -               19     999      15    1040       2    1043    1432    +    3.1e-194  645.9  26.6  -
Dermacoccaceae_Yimella                           -          LKAP-GUTHK2_F03_021_2017_1 -               36     983      66    1040      46    1043    1471    +    3.4e-194  645.7  25.8  -
Erwiniaceae_Erwinia                              -          LKAP-GUTHK2_F03_021_2017_1 -               24    1030      16    1040       2    1043    1495    +    3.5e-194  645.9  28.5  -
Vibrionaceae_Photobacterium                      -          LKAP-GUTHK2_F03_021_2017_1 -               20    1040      12    1040       2    1043    1487    +    4.2e-194  645.4  29.3  -
Nocardioidaceae_Marmoricola                      -          LKAP-GUTHK2_F03_021_2017_1 -               29    1013      14    1040       2    1043    1435    +    4.6e-194  645.8  27.3  -
Wenzhouxiangellaceae_Wenzhouxiangella            -          LKAP-GUTHK2_F03_021_2017_1 -               71    1035      72    1040      52    1043    1472    +    4.8e-194  645.2  26.5  -
Hyphomonadaceae_Glycocaulis                      -          LKAP-GUTHK2_F03_021_2017_1 -               24     976      16    1040       4    1043    1389    +    4.9e-194  645.4  25.9  -
Pseudonocardiaceae_Allokutzneria                 -          LKAP-GUTHK2_F03_021_2017_1 -               34    1013      16    1040       3    1043    1490    +    4.9e-194  645.5  26.8  -
Sneathiellaceae_Sneathiella                      -          LKAP-GUTHK2_F03_021_2017_1 -               29     929      16     981       3    1026    1453    +    5.7e-194  645.2  24.4  -
Pseudonocardiaceae_Actinosynnema                 -          LKAP-GUTHK2_F03_021_2017_1 -               40    1019      13    1039       2    1043    1505    +    7.1e-194  644.8  26.7  -
Pseudonocardiaceae_Crossiella                    -          LKAP-GUTHK2_F03_021_2017_1 -               25    1003      16    1040       3    1043    1472    +    9.6e-194  644.3  26.5  -
Hyphomicrobiaceae_Hyphomicrobium                 -          LKAP-GUTHK2_F03_021_2017_1 -               49     969      73    1040      52    1043    1423    +    9.9e-194  644.4  25.4  -
Phyllobacteriaceae_Pseudaminobacter              -          LKAP-GUTHK2_F03_021_2017_1 -               24     974      16    1040       3    1043    1406    +      1e-193  644.5  26.9  -
Morganellaceae_Photorhabdus                      -          LKAP-GUTHK2_F03_021_2017_1 -               26    1034      16    1040       2    1043    1478    +    1.1e-193  644.5  28.1  -
Pseudonocardiaceae_Actinomycetospora             -          LKAP-GUTHK2_F03_021_2017_1 -               23    1016      15    1040       2    1043    1487    +    1.1e-193  644.1  27.9  -
Syntrophobacteraceae_Desulfacinum                -          LKAP-GUTHK2_F03_021_2017_1 -               68    1034      75    1040      55    1043    1461    +    1.2e-193  644.0  27.3  -
Thiotrichaceae_Leucothrix                        -          LKAP-GUTHK2_F03_021_2017_1 -               17     963      15     981       2    1019    1445    +    1.3e-193  643.6  25.5  -
Rhizobiaceae_Pararhizobium                       -          LKAP-GUTHK2_F03_021_2017_1 -               73     994      74    1040      53    1043    1477    +    1.3e-193  644.0  25.8  -
Tsukamurellaceae_Tsukamurella                    -          LKAP-GUTHK2_F03_021_2017_1 -               43     965      16     979       2     999    1495    +    1.3e-193  644.0  25.0  -
Streptosporangineae_Sinosporangium               -          LKAP-GUTHK2_F03_021_2017_1 -               18     994      14    1040       2    1043    1457    +    1.4e-193  643.7  26.6  -
Methylocystaceae_Methylopila                     -          LKAP-GUTHK2_F03_021_2017_1 -               44     990      16    1040       3    1043    1425    +    1.5e-193  643.8  26.8  -
Sporolactobacillaceae_Sinobaca                   -          LKAP-GUTHK2_F03_021_2017_1 -               46    1096      13    1040       2    1044    1531    +    1.6e-193  643.4  30.4  -
Rhodospirillaceae_Thalassobaculum                -          LKAP-GUTHK2_F03_021_2017_1 -               69     925      75     979      54     999    1384    +    1.7e-193  643.7  23.2  -
Rhodobacteraceae_Thalassobius                    -          LKAP-GUTHK2_F03_021_2017_1 -               23     972      15    1040       3    1043    1389    +    1.7e-193  643.8  26.3  -
Rhodospirillaceae_Ferrovibrio                    -          LKAP-GUTHK2_F03_021_2017_1 -               73     930      74     979      53     999    1447    +    1.8e-193  643.5  23.6  -
Microbacteriaceae_Labedella                      -          LKAP-GUTHK2_F03_021_2017_1 -               96    1035      72    1039      51    1043    1542    +    1.8e-193  643.4  25.1  -
Micromonosporaceae_Catellatospora                -          LKAP-GUTHK2_F03_021_2017_1 -               44    1021      16    1040       3    1043    1509    +    1.9e-193  643.3  27.1  -
Hyphomonadaceae_Henriciella                      -          LKAP-GUTHK2_F03_021_2017_1 -               47     966      74    1039      53    1043    1390    +    1.9e-193  643.7  25.0  -
Rhizobiales_Bauldia                              -          LKAP-GUTHK2_F03_021_2017_1 -               34    1000      16    1040       3    1043    1446    +      2e-193  643.5  27.5  -
Myxococcaceae_Myxococcus                         -          LKAP-GUTHK2_F03_021_2017_1 -               24    1042      16    1040       3    1043    1493    +    2.2e-193  643.0  27.6  -
Erwiniaceae_Pantoea                              -          LKAP-GUTHK2_F03_021_2017_1 -                8     967      72    1040      63    1043    1416    +    2.5e-193  643.0  26.3  -
Desulfobacteraceae_Desulfoluna                   -          LKAP-GUTHK2_F03_021_2017_1 -               89    1068      75    1040      54    1043    1552    +    2.5e-193  642.9  26.9  -
Rhodobacteraceae_Celeribacter                    -          LKAP-GUTHK2_F03_021_2017_1 -               41     992      16    1040       3    1043    1428    +    2.5e-193  643.1  26.3  -
Lysobacteraceae_Wohlfahrtiimonas                 -          LKAP-GUTHK2_F03_021_2017_1 -               72    1032      73    1040      52    1043    1448    +    2.9e-193  642.8  26.4  -
Clostridiales_Anaerococcus                       -          LKAP-GUTHK2_F03_021_2017_1 -                4     995      17    1040      15    1043    1410    +    2.9e-193  642.8  28.6  -
Bacillales_Thermicanus                           -          LKAP-GUTHK2_F03_021_2017_1 -               88    1046      75    1040      54    1044    1426    +      3e-193  642.5  26.6  -
Nocardioidaceae_Actinopolymorpha                 -          LKAP-GUTHK2_F03_021_2017_1 -                6     927      15     980      11    1001    1434    +    3.1e-193  642.7  24.7  -
Alteromonadaceae_Glaciecola                      -          LKAP-GUTHK2_F03_021_2017_1 -               90    1041      73    1039      52    1043    1474    +    3.2e-193  642.4  25.7  -
Corynebacterineae_Tomitella                      -          LKAP-GUTHK2_F03_021_2017_1 -               55    1038      16    1040       3    1043    1546    +    3.2e-193  642.6  27.1  -
Spongiibacteraceae_Sinobacterium                 -          LKAP-GUTHK2_F03_021_2017_1 -               91     992      74     981      53    1014    1504    +    3.6e-193  642.3  23.5  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-GUTHK2_F03_021_2017_1 -               49     974      70    1040      47    1043    1430    +    3.7e-193  642.7  25.9  -
Methylococcaceae_Methylosarcina                  -          LKAP-GUTHK2_F03_021_2017_1 -               38     978      16     981       2    1002    1515    +    3.8e-193  642.2  25.4  -
Hyphomonadaceae_Algimonas                        -          LKAP-GUTHK2_F03_021_2017_1 -               40     929      75    1010      55    1033    1351    +    4.2e-193  642.5  22.6  -
Propionibacteriaceae_Microlunatus                -          LKAP-GUTHK2_F03_021_2017_1 -               32    1013      15    1040       2    1043    1472    +    4.2e-193  642.4  27.5  -
Beijerinckiaceae_Methylocapsa                    -          LKAP-GUTHK2_F03_021_2017_1 -               42     993      17    1040       3    1043    1419    +    4.4e-193  642.2  26.6  -
Segniliparaceae_Segniliparus                     -          LKAP-GUTHK2_F03_021_2017_1 -               28    1005      16    1040       3    1043    1462    +    4.7e-193  642.2  27.3  -
Alteromonadaceae_Aestuariibacter                 -          LKAP-GUTHK2_F03_021_2017_1 -               69    1022      72    1040      52    1043    1455    +    5.1e-193  641.9  25.9  -
Micromonosporaceae_Virgisporangium               -          LKAP-GUTHK2_F03_021_2017_1 -               24     999      16    1040       3    1043    1469    +    5.1e-193  641.9  27.4  -
Hyphomicrobiaceae_Maritalea                      -          LKAP-GUTHK2_F03_021_2017_1 -                4     918      18    1005      15    1034    1356    +    5.2e-193  642.1  23.5  -
Desulfobacteraceae_Desulfatiferula               -          LKAP-GUTHK2_F03_021_2017_1 -               44    1069      15    1040       2    1043    1554    +    5.3e-193  641.7  28.6  -
Nocardiaceae_Williamsia                          -          LKAP-GUTHK2_F03_021_2017_1 -               20     995      16    1040       2    1043    1472    +    5.7e-193  641.8  27.0  -
Piscirickettsiaceae_Methylophaga                 -          LKAP-GUTHK2_F03_021_2017_1 -               63    1024      71    1040      51    1043    1487    +    6.8e-193  641.4  26.3  -
Microbacteriaceae_Salinibacterium                -          LKAP-GUTHK2_F03_021_2017_1 -               62    1005      70    1039      50    1043    1444    +    8.6e-193  641.1  24.8  -
Atopobacteriaceae_Atopobium                      -          LKAP-GUTHK2_F03_021_2017_1 -               28     952      16     981       3    1021    1424    +    9.1e-193  641.2  24.9  -
Gammaproteobacteria_Alkalimonas                  -          LKAP-GUTHK2_F03_021_2017_1 -               40    1046      14    1040       2    1043    1502    +    1.3e-192  640.5  28.6  -
Thermodesulfobacteriaceae_Caldimicrobium         -          LKAP-GUTHK2_F03_021_2017_1 -               79     994      76     982      56    1002    1508    +    1.5e-192  640.5  24.6  -
Xanthobacteraceae_Pseudoxanthobacter             -          LKAP-GUTHK2_F03_021_2017_1 -               48     966      17    1009       3    1031    1456    +    1.5e-192  640.4  23.7  -
Paenibacillaceae_Gorillibacterium                -          LKAP-GUTHK2_F03_021_2017_1 -               42    1056      14    1040       2    1044    1529    +    1.6e-192  640.2  28.5  -
Rhodospirillaceae_Novispirillum                  -          LKAP-GUTHK2_F03_021_2017_1 -               24     914      16     979       3     999    1442    +    1.6e-192  640.2  23.8  -
Rhodobacteraceae_Octadecabacter                  -          LKAP-GUTHK2_F03_021_2017_1 -               24     974      16    1040       3    1043    1389    +    1.7e-192  640.3  26.2  -
Rhizobiaceae_Neorhizobium                        -          LKAP-GUTHK2_F03_021_2017_1 -               62     980      73    1040      52    1043    1459    +    1.9e-192  640.4  25.7  -
Thermithiobacillaceae_Thermithiobacillus         -          LKAP-GUTHK2_F03_021_2017_1 -                9     969      16     999      12    1021    1419    +      2e-192  640.0  25.6  -
Rhodobacteraceae_Poseidonocella                  -          LKAP-GUTHK2_F03_021_2017_1 -               34     983      16    1040       3    1043    1437    +      2e-192  640.0  26.1  -
Desulfobacteraceae_Desulfobotulus                -          LKAP-GUTHK2_F03_021_2017_1 -               20     984      15     980       3    1000    1506    +    2.1e-192  640.0  26.1  -
Sphingomonadaceae_Polymorphobacter               -          LKAP-GUTHK2_F03_021_2017_1 -               22     974      16    1040       3    1043    1431    +    2.1e-192  640.2  25.1  -
Rhodobacteraceae_Roseovarius                     -          LKAP-GUTHK2_F03_021_2017_1 -               26     978      16    1040       3    1043    1415    +    2.7e-192  639.6  26.5  -
Bacillaceae_Natribacillus                        -          LKAP-GUTHK2_F03_021_2017_1 -              148    1115      75    1040      59    1044    1557    +    3.1e-192  639.3  26.2  -
Rhodospirillaceae_Fodinicurvata                  -          LKAP-GUTHK2_F03_021_2017_1 -               35     923      69    1002      49    1026    1390    +    3.3e-192  639.5  22.5  -
Ectothiorhodospiraceae_Aquisalimonas             -          LKAP-GUTHK2_F03_021_2017_1 -               45    1047      16    1040       2    1043    1464    +    3.8e-192  639.1  28.1  -
Phyllobacteriaceae_Aminobacter                   -          LKAP-GUTHK2_F03_021_2017_1 -               32     982      16    1040       3    1043    1453    +      4e-192  639.1  26.9  -
Rhodanobacteraceae_Frateuria                     -          LKAP-GUTHK2_F03_021_2017_1 -               45     993      16     980       2    1001    1542    +    4.3e-192  638.8  26.0  -
Syntrophaceae_Syntrophus                         -          LKAP-GUTHK2_F03_021_2017_1 -               82    1066      68    1040      45    1043    1560    +    4.4e-192  638.7  27.7  -
Dermacoccaceae_Flexivirga                        -          LKAP-GUTHK2_F03_021_2017_1 -               64    1010      69    1040      47    1043    1448    +    4.9e-192  638.5  25.7  -
Cellvibrionaceae_Umboniibacter                   -          LKAP-GUTHK2_F03_021_2017_1 -               36    1032      16    1039       3    1043    1507    +    5.3e-192  638.7  27.9  -
Acetobacteraceae_Gluconacetobacter               -          LKAP-GUTHK2_F03_021_2017_1 -               39     939      44    1002      23    1026    1418    +    5.4e-192  638.9  23.6  -
Cellvibrionaceae_Pseudomaricurvus                -          LKAP-GUTHK2_F03_021_2017_1 -               25    1021      17    1040       3    1043    1490    +    5.6e-192  638.3  27.7  -
Chelatococcaceae_Chelatococcus                   -          LKAP-GUTHK2_F03_021_2017_1 -               23     940      15    1005       2    1030    1430    +    6.6e-192  638.4  23.8  -
Pseudonocardiaceae_Streptoalloteichus            -          LKAP-GUTHK2_F03_021_2017_1 -               14     941      16     987       3    1021    1450    +    6.9e-192  638.3  24.2  -
Phyllobacteriaceae_Nitratireductor               -          LKAP-GUTHK2_F03_021_2017_1 -               41     993      16    1040       2    1043    1426    +    7.1e-192  638.4  26.9  -
Cellulomonadaceae_Pseudactinotalea               -          LKAP-GUTHK2_F03_021_2017_1 -              127    1013      72     981      52    1005    1564    +    7.3e-192  638.2  23.0  -
Hahellaceae_Hahella                              -          LKAP-GUTHK2_F03_021_2017_1 -               51    1054      16    1040       3    1043    1539    +    7.3e-192  638.1  27.7  -
Ferrimonadaceae_Ferrimonas                       -          LKAP-GUTHK2_F03_021_2017_1 -               19    1040      11    1040       2    1043    1475    +    7.6e-192  637.8  29.7  -
Oceanospirillaceae_Marinomonas                   -          LKAP-GUTHK2_F03_021_2017_1 -               23    1030      15    1040       2    1043    1467    +    7.7e-192  637.8  28.1  -
Bradyrhizobiaceae_Bosea                          -          LKAP-GUTHK2_F03_021_2017_1 -               68     961      71    1010      24    1034    1455    +    7.9e-192  638.1  23.5  -
Kangiellaceae_Kangiella                          -          LKAP-GUTHK2_F03_021_2017_1 -               32    1041      16    1040       2    1043    1478    +    7.9e-192  637.9  27.7  -
Halieaceae_Haliea                                -          LKAP-GUTHK2_F03_021_2017_1 -               44    1044      16    1040       3    1043    1500    +    8.7e-192  637.8  28.4  -
Rarobacteraceae_Rarobacter                       -          LKAP-GUTHK2_F03_021_2017_1 -               53     993      71    1040      50    1043    1464    +    8.9e-192  637.7  25.5  -
Rhodobacteraceae_Tropicibacter                   -          LKAP-GUTHK2_F03_021_2017_1 -                2     949      17    1040      16    1043    1404    +    1.1e-191  637.6  25.9  -
Enterobacteriaceae_Citrobacter                   -          LKAP-GUTHK2_F03_021_2017_1 -               39    1045      16    1040       2    1043    1517    +    1.2e-191  637.4  28.0  -
Oceanospirillaceae_Marinospirillum               -          LKAP-GUTHK2_F03_021_2017_1 -               24    1022      16    1040       3    1043    1451    +    1.3e-191  637.3  28.1  -
Cellvibrionaceae_Simiduia                        -          LKAP-GUTHK2_F03_021_2017_1 -               23     986      15     997       2    1022    1463    +    1.4e-191  637.1  26.3  -
Enterobacteriaceae_Enterobacter                  -          LKAP-GUTHK2_F03_021_2017_1 -               20    1026      14    1040       2    1043    1476    +    1.5e-191  637.0  28.6  -
Hyphomicrobiaceae_Filomicrobium                  -          LKAP-GUTHK2_F03_021_2017_1 -               75     994      74    1040      53    1043    1448    +    1.5e-191  637.1  25.7  -
Actinomycetaceae_Arcanobacterium                 -          LKAP-GUTHK2_F03_021_2017_1 -               22    1011      14    1040       2    1043    1476    +    1.6e-191  637.2  27.7  -
Rhodanobacteraceae_Dyella                        -          LKAP-GUTHK2_F03_021_2017_1 -               24     993      15    1000       2    1020    1453    +    1.7e-191  636.9  25.6  -
Methylophilaceae_Methylobacillus                 -          LKAP-GUTHK2_F03_021_2017_1 -               52    1014      73    1040      53    1043    1416    +      2e-191  636.9  26.7  -
Promicromonosporaceae_Krasilnikoviella           -          LKAP-GUTHK2_F03_021_2017_1 -               84    1009      16     979       3     999    1612    +      2e-191  636.5  25.4  -
Hyphomicrobiaceae_Blastochloris                  -          LKAP-GUTHK2_F03_021_2017_1 -               24     974      16    1040       3    1043    1427    +      2e-191  636.7  27.0  -
Rhodobacteraceae_Lutimaribacter                  -          LKAP-GUTHK2_F03_021_2017_1 -               43     990      16    1040       3    1043    1428    +    2.3e-191  636.5  26.2  -
Oceanospirillaceae_Amphritea                     -          LKAP-GUTHK2_F03_021_2017_1 -               24    1028      16    1040       3    1043    1463    +    2.4e-191  636.3  28.3  -
Alteromonadaceae_Bowmanella                      -          LKAP-GUTHK2_F03_021_2017_1 -               41    1042      15    1040       3    1043    1496    +    2.5e-191  636.3  27.9  -
Spongiibacteraceae_Zhongshania                   -          LKAP-GUTHK2_F03_021_2017_1 -               87    1044      74    1040      54    1043    1501    +    2.5e-191  636.2  26.5  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP-GUTHK2_F03_021_2017_1 -               29    1048      15    1040       2    1043    1500    +    2.6e-191  636.3  29.6  -
Sphingomonadaceae_Rhizorhabdus                   -          LKAP-GUTHK2_F03_021_2017_1 -               58     997      43    1040      21    1043    1453    +    3.8e-191  636.0  25.0  -
Enterococcaceae_Pilibacter                       -          LKAP-GUTHK2_F03_021_2017_1 -               69    1035      72    1040      52    1044    1432    +    4.3e-191  635.3  26.8  -
Rhodobacteraceae_Silicibacter                    -          LKAP-GUTHK2_F03_021_2017_1 -               51     999      16    1040       3    1043    1463    +    5.3e-191  635.3  26.2  -
Polyangiaceae_Aetherobacter                      -          LKAP-GUTHK2_F03_021_2017_1 -               45     997      16     972       4     991    1555    +    6.4e-191  635.1  27.2  -
Carnobacteriaceae_Allofustis                     -          LKAP-GUTHK2_F03_021_2017_1 -               62    1035      67    1040      25    1044    1500    +    6.7e-191  634.6  27.0  -
Rhodospirillaceae_Desertibacter                  -          LKAP-GUTHK2_F03_021_2017_1 -               30     905      73     998      52    1021    1410    +    7.3e-191  635.4  23.6  -
Rhodanobacteraceae_Fulvimonas                    -          LKAP-GUTHK2_F03_021_2017_1 -               31     993      18     996       3    1020    1484    +    7.7e-191  634.7  25.1  -
Rhodospirillaceae_Reyranella                     -          LKAP-GUTHK2_F03_021_2017_1 -               60     943      72    1001      52    1025    1429    +    7.9e-191  634.8  22.5  -
Atopobacteriaceae_Olsenella                      -          LKAP-GUTHK2_F03_021_2017_1 -               24    1002      16    1040       3    1043    1449    +    1.1e-190  634.6  28.6  -
Gammaproteobacteria_Gallaecimonas                -          LKAP-GUTHK2_F03_021_2017_1 -               41    1049      13    1039       2    1043    1506    +    1.2e-190  634.0  28.1  -
Polyangiaceae_Polyangium                         -          LKAP-GUTHK2_F03_021_2017_1 -               44     989      17     969       4     987    1549    +    1.2e-190  634.1  26.3  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-GUTHK2_F03_021_2017_1 -               24     985      16     999       2    1020    1480    +    1.2e-190  634.1  27.6  -
Thermoactinomycetaceae_Lihuaxuella               -          LKAP-GUTHK2_F03_021_2017_1 -               49    1026      14    1040       2    1044    1516    +    1.2e-190  634.0  27.8  -
Desulfobacteraceae_Desulfofrigus                 -          LKAP-GUTHK2_F03_021_2017_1 -               90    1069      75    1040      54    1043    1523    +    1.3e-190  633.9  26.8  -
Actinomycetaceae_Trueperella                     -          LKAP-GUTHK2_F03_021_2017_1 -               16    1004      16    1040       3    1043    1445    +    1.3e-190  634.1  27.6  -
Rhodobacteraceae_Pseudoroseovarius               -          LKAP-GUTHK2_F03_021_2017_1 -               24     976      16    1040       3    1043    1391    +    1.4e-190  634.0  26.4  -
Chromatiaceae_Halochromatium                     -          LKAP-GUTHK2_F03_021_2017_1 -               24    1016      16    1040       3    1043    1451    +    1.4e-190  634.1  28.6  -
Polyangiaceae_Chondromyces                       -          LKAP-GUTHK2_F03_021_2017_1 -               34     987      16     976       4     996    1534    +    1.4e-190  633.9  26.2  -
Rhodobacteraceae_Aliiroseovarius                 -          LKAP-GUTHK2_F03_021_2017_1 -               24     978      16    1040       3    1043    1395    +    1.4e-190  634.0  25.9  -
Propionibacteriaceae_Cutibacterium               -          LKAP-GUTHK2_F03_021_2017_1 -               31    1014      16    1040       3    1044    1507    +    1.5e-190  633.6  27.1  -
Chromatiaceae_Thiocapsa                          -          LKAP-GUTHK2_F03_021_2017_1 -               40    1031      16    1039       2    1043    1459    +    1.6e-190  633.9  28.3  -
Alteromonadaceae_Paraglaciecola                  -          LKAP-GUTHK2_F03_021_2017_1 -               80    1031      73    1039      53    1043    1495    +    1.7e-190  633.3  25.7  -
Kordiimonadaceae_Kordiimonas                     -          LKAP-GUTHK2_F03_021_2017_1 -               24     987      16    1040       3    1043    1421    +    1.7e-190  633.8  26.7  -
Enterobacteriaceae_Salmonella                    -          LKAP-GUTHK2_F03_021_2017_1 -               67    1026      72    1040      52    1043    1457    +    1.7e-190  633.7  26.3  -
Oceanospirillaceae_Oceanospirillum               -          LKAP-GUTHK2_F03_021_2017_1 -               24    1028      16    1039       3    1043    1462    +    1.7e-190  633.6  27.6  -
Vibrionaceae_Grimontia                           -          LKAP-GUTHK2_F03_021_2017_1 -               23    1040      15    1040       2    1043    1493    +    1.8e-190  633.4  29.5  -
Rhodobacteraceae_Marivita                        -          LKAP-GUTHK2_F03_021_2017_1 -               24     972      16    1040       3    1043    1386    +      2e-190  633.5  26.8  -
Thermaceae_Meiothermus                           -          LKAP-GUTHK2_F03_021_2017_1 -               78     949      74     985      53    1008    1482    +      2e-190  633.2  22.3  -
Nocardioidaceae_Kribbella                        -          LKAP-GUTHK2_F03_021_2017_1 -               42     965      15     979       2    1000    1476    +    2.1e-190  633.4  25.2  -
Rhodobacteraceae_Labrenzia                       -          LKAP-GUTHK2_F03_021_2017_1 -               43     992      15    1040       2    1043    1447    +    2.6e-190  633.2  24.9  -
Nevskiaceae_Steroidobacter                       -          LKAP-GUTHK2_F03_021_2017_1 -               31    1033      17    1040       3    1043    1500    +    2.8e-190  633.0  27.3  -
Alteromonadaceae_Marinobacter                    -          LKAP-GUTHK2_F03_021_2017_1 -               24    1028      16    1040       2    1044    1478    +    2.9e-190  632.7  28.5  -
Hyphomonadaceae_Oceanicaulis                     -          LKAP-GUTHK2_F03_021_2017_1 -               20     972      16    1040       4    1043    1424    +    3.3e-190  632.8  26.1  -
Flavobacteriaceae_Flavobacterium                 -          LKAP-GUTHK2_F03_021_2017_1 -               23     982      15    1005       3    1026    1442    +    3.3e-190  632.6  25.7  -
Desulfohalobiaceae_Desulfonauticus               -          LKAP-GUTHK2_F03_021_2017_1 -               44    1077      16    1040       3    1043    1567    +    3.5e-190  632.6  29.4  -
Rhodospirillaceae_Oceanibaculum                  -          LKAP-GUTHK2_F03_021_2017_1 -               58     933      43     979      23     998    1451    +    3.7e-190  632.6  23.3  -
Beijerinckiaceae_Methylocella                    -          LKAP-GUTHK2_F03_021_2017_1 -               54     975      73    1039      51    1043    1406    +    3.8e-190  632.5  25.0  -
Propionibacteriaceae_Friedmanniella              -          LKAP-GUTHK2_F03_021_2017_1 -               23    1003      15    1040       2    1043    1457    +    3.9e-190  632.6  27.1  -
Pectobacteriaceae_Brenneria                      -          LKAP-GUTHK2_F03_021_2017_1 -                4    1008      18    1040      15    1043    1457    +      5e-190  631.9  27.7  -
Dermacoccaceae_Luteipulveratus                   -          LKAP-GUTHK2_F03_021_2017_1 -               75    1019      68    1040      47    1043    1491    +      5e-190  631.9  25.7  -
Acetobacteraceae_Komagataeibacter                -          LKAP-GUTHK2_F03_021_2017_1 -               51     949      44    1000      23    1021    1456    +    5.3e-190  632.3  23.3  -
Methylocystaceae_Methylosinus                    -          LKAP-GUTHK2_F03_021_2017_1 -               25     977      17    1040       3    1043    1410    +    6.6e-190  631.8  26.1  -
