# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Shewanellaceae_Shewanella                        -          F0117_LKAP-FHGF1_A12_096 -               20     871       6     855       1     855    1483    +           0 1034.6  20.3  -
Rhodobacteraceae_Gemmobacter                     -          F0117_LKAP-FHGF1_A12_096 -               53     811      56     855      35     855    1399    +    2.6e-180  599.8  20.7  -
Rhizobiaceae_Allorhizobium                       -          F0117_LKAP-FHGF1_A12_096 -               69     828      54     854      33     855    1446    +    3.2e-180  599.4  21.0  -
Sphingomonadaceae_Sphingorhabdus                 -          F0117_LKAP-FHGF1_A12_096 -               54     811      57     854      35     855    1420    +    3.7e-180  599.2  20.4  -
Succinivibrionaceae_Succinimonas                 -          F0117_LKAP-FHGF1_A12_096 -               30     866      11     855       1     855    1462    +    5.4e-180  598.2  20.2  -
Acetobacteraceae_Stella                          -          F0117_LKAP-FHGF1_A12_096 -               58     814      59     855      37     855    1447    +    6.6e-180  598.5  21.3  -
Sphingomonadaceae_Stakelama                      -          F0117_LKAP-FHGF1_A12_096 -               56     812      59     854      39     855    1414    +    6.7e-180  598.4  20.4  -
Rhodospirillaceae_Thalassobaculum                -          F0117_LKAP-FHGF1_A12_096 -               69     824      59     855      37     855    1384    +    6.7e-180  598.3  20.7  -
Methylobacteriaceae_Methylobacterium             -          F0117_LKAP-FHGF1_A12_096 -               25     810      11     854       1     855    1424    +    7.6e-180  598.1  21.1  -
Ectothiorhodospiraceae_Methylonatrum             -          F0117_LKAP-FHGF1_A12_096 -               21     829      49     855      27     855    1318    +    7.7e-180  597.8  20.5  -
Halobacteriovoracaceae_Halobacteriovorax         -          F0117_LKAP-FHGF1_A12_096 -               57     881      51     854      24     855    1480    +    9.2e-180  597.6  20.2  -
Phyllobacteriaceae_Pseudahrensia                 -          F0117_LKAP-FHGF1_A12_096 -               32     810      30     854      10     855    1441    +    9.4e-180  597.9  20.1  -
Hyphomonadaceae_Maricaulis                       -          F0117_LKAP-FHGF1_A12_096 -               55     810      58     854      25     855    1422    +    1.2e-179  597.6  20.6  -
Brucellaceae_Brucella                            -          F0117_LKAP-FHGF1_A12_096 -               58     813      58     854      37     855    1412    +    1.4e-179  597.4  20.8  -
Acetobacteraceae_Neokomagataea                   -          F0117_LKAP-FHGF1_A12_096 -               75     834      58     855      38     855    1437    +    1.5e-179  597.4  21.4  -
Rhizobiaceae_Agrobacterium                       -          F0117_LKAP-FHGF1_A12_096 -               50     808      55     854      35     855    1400    +    1.6e-179  597.2  21.4  -
Chromatiaceae_Rhabdochromatium                   -          F0117_LKAP-FHGF1_A12_096 -               62     857      56     855      35     855    1452    +    1.6e-179  597.0  20.8  -
Rhodospirillaceae_Novispirillum                  -          F0117_LKAP-FHGF1_A12_096 -               19     812       5     854       1     855    1442    +    2.3e-179  596.3  20.9  -
Halomonadaceae_Halovibrio                        -          F0117_LKAP-FHGF1_A12_096 -               14     852       5     855       1     855    1439    +    2.3e-179  596.3  20.5  -
Aurantimonadaceae_Aurantimonas                   -          F0117_LKAP-FHGF1_A12_096 -               45     820      33     854      13     855    1410    +    3.1e-179  596.2  20.5  -
Halomonadaceae_Aidingimonas                      -          F0117_LKAP-FHGF1_A12_096 -               12     860       5     855       1     855    1469    +    3.8e-179  595.5  20.5  -
Acetobacteraceae_Komagataeibacter                -          F0117_LKAP-FHGF1_A12_096 -               68     826      59     855      39     855    1456    +    4.3e-179  595.8  21.4  -
Brucellaceae_Paenochrobactrum                    -          F0117_LKAP-FHGF1_A12_096 -               26     781      58     854      37     855    1348    +    4.9e-179  595.3  20.7  -
Desulfovibrionaceae_Desulfocurvus                -          F0117_LKAP-FHGF1_A12_096 -               40     894       6     854       1     855    1532    +      5e-179  595.5  20.7  -
Rhodobacteraceae_Stappia                         -          F0117_LKAP-FHGF1_A12_096 -               56     810      59     854      23     855    1412    +      5e-179  595.5  20.1  -
Bacteroidaceae_Bacteroides                       -          F0117_LKAP-FHGF1_A12_096 -               36     875      11     853       3     855    1480    +    5.3e-179  595.2  20.2  -
Syntrophobacteraceae_Syntrophobacter             -          F0117_LKAP-FHGF1_A12_096 -               30     885      14     854       1     855    1504    +    5.5e-179  595.4  20.6  -
Pseudomonadaceae_Oblitimonas                     -          F0117_LKAP-FHGF1_A12_096 -               19     873       5     855       1     855    1469    +    5.6e-179  594.9  20.2  -
Lysobacteraceae_Rehaibacterium                   -          F0117_LKAP-FHGF1_A12_096 -               49     892       6     854       1     855    1548    +    5.8e-179  595.0  20.8  -
Paenibacillaceae_Cohnella                        -          F0117_LKAP-FHGF1_A12_096 -               31     880      11     854       1     855    1482    +    5.8e-179  595.3  20.3  -
Rhodobacteraceae_Loktanella                      -          F0117_LKAP-FHGF1_A12_096 -               20     810       6     854       1     855    1385    +    7.6e-179  594.9  20.6  -
Lachnospiraceae_Butyrivibrio                     -          F0117_LKAP-FHGF1_A12_096 -               40     890       7     853       1     855    1518    +    8.3e-179  594.5  21.0  -
Xanthobacteraceae_Xanthobacter                   -          F0117_LKAP-FHGF1_A12_096 -               46     802      58     854      38     855    1413    +    9.1e-179  594.6  20.7  -
Brevibacteriaceae_Brevibacterium                 -          F0117_LKAP-FHGF1_A12_096 -               37     863      11     854       1     855    1485    +    9.7e-179  594.1  21.0  -
Phyllobacteriaceae_Aminobacter                   -          F0117_LKAP-FHGF1_A12_096 -               61     816      58     854      37     855    1453    +    1.1e-178  594.3  21.1  -
Hyphomicrobiaceae_Filomicrobium                  -          F0117_LKAP-FHGF1_A12_096 -               71     831      54     855      33     855    1448    +    1.3e-178  594.0  21.2  -
Succinivibrionaceae_Succinivibrio                -          F0117_LKAP-FHGF1_A12_096 -               37     841      11     855       1     855    1463    +    1.3e-178  593.8  20.9  -
Chromatiaceae_Thiorhodovibrio                    -          F0117_LKAP-FHGF1_A12_096 -               50     857      44     855      15     855    1456    +    1.4e-178  593.9  20.3  -
Desulfobulbaceae_Desulfobulbus                   -          F0117_LKAP-FHGF1_A12_096 -               67     880      58     854      36     855    1456    +    1.4e-178  593.7  20.8  -
Piscirickettsiaceae_Galenea                      -          F0117_LKAP-FHGF1_A12_096 -               26     880       5     854       1     855    1449    +    1.4e-178  593.7  20.0  -
Hyphomicrobiaceae_Maritalea                      -          F0117_LKAP-FHGF1_A12_096 -               13     788      33     854      13     855    1356    +    1.7e-178  593.7  19.9  -
Acetobacteraceae_Gluconacetobacter               -          F0117_LKAP-FHGF1_A12_096 -               56     814      59     855      39     855    1418    +    1.9e-178  593.7  21.5  -
Haliangiaceae_Haliangium                         -          F0117_LKAP-FHGF1_A12_096 -               43     899      11     855       1     855    1507    +    2.1e-178  593.3  21.2  -
Caulobacteraceae_Caulobacter                     -          F0117_LKAP-FHGF1_A12_096 -               54     810      57     854      35     855    1426    +    2.7e-178  593.0  20.9  -
Hyphomicrobiaceae_Rhodomicrobium                 -          F0117_LKAP-FHGF1_A12_096 -               69     826      57     854      36     855    1470    +    2.9e-178  592.7  21.2  -
Rhodobacteraceae_Amaricoccus                     -          F0117_LKAP-FHGF1_A12_096 -               47     830      12     855       1     855    1428    +    4.1e-178  592.5  20.7  -
Chromatiaceae_Thiobaca                           -          F0117_LKAP-FHGF1_A12_096 -               60     852      57     855      35     855    1370    +    4.3e-178  592.3  20.4  -
Rhodobiaceae_Rhodoligotrophos                    -          F0117_LKAP-FHGF1_A12_096 -               48     840      12     854       1     855    1487    +    4.5e-178  592.2  21.0  -
Acetobacteraceae_Gluconobacter                   -          F0117_LKAP-FHGF1_A12_096 -               56     814      59     855      38     855    1411    +    5.6e-178  592.2  21.6  -
Lachnospiraceae_Anaerostipes                     -          F0117_LKAP-FHGF1_A12_096 -               75     860      47     853      23     855    1436    +    6.2e-178  591.7  20.9  -
Sulfuricellaceae_Sulfuricella                    -          F0117_LKAP-FHGF1_A12_096 -               28     868      12     855       3     855    1464    +    6.4e-178  591.5  20.2  -
Hyphomicrobiaceae_Pedomicrobium                  -          F0117_LKAP-FHGF1_A12_096 -               61     822      53     855      32     855    1400    +    6.9e-178  591.7  21.0  -
Phyllobacteriaceae_Pseudaminobacter              -          F0117_LKAP-FHGF1_A12_096 -               53     808      58     854      37     855    1406    +    7.1e-178  591.7  21.0  -
Rhodobacteraceae_Oceanicola                      -          F0117_LKAP-FHGF1_A12_096 -               36     827       5     854       1     855    1421    +      8e-178  591.4  20.7  -
Lachnospiraceae_Roseburia                        -          F0117_LKAP-FHGF1_A12_096 -               40     871      11     853       1     855    1470    +      1e-177  590.8  20.4  -
Rhodobiaceae_Parvibaculum                        -          F0117_LKAP-FHGF1_A12_096 -               63     818      58     854      38     855    1437    +    1.1e-177  591.0  20.9  -
Alicyclobacillaceae_Alicyclobacillus             -          F0117_LKAP-FHGF1_A12_096 -               47     881      11     854       1     855    1509    +    1.1e-177  591.1  21.4  -
Rhodospirillaceae_Nisaea                         -          F0117_LKAP-FHGF1_A12_096 -               87     842      59     854      19     855    1385    +    1.1e-177  590.8  20.1  -
Thioalkalispiraceae_Thioalkalispira              -          F0117_LKAP-FHGF1_A12_096 -               16     851      11     855       2     855    1433    +    1.2e-177  590.5  20.5  -
Pasteurellaceae_Frederiksenia                    -          F0117_LKAP-FHGF1_A12_096 -               27     867      11     855       1     855    1362    +    1.3e-177  590.7  20.5  -
Thorselliaceae_Coetzeea                          -          F0117_LKAP-FHGF1_A12_096 -                2     811      40     855      39     855    1391    +    1.3e-177  590.4  20.6  -
Fusobacteriaceae_Ilyobacter                      -          F0117_LKAP-FHGF1_A12_096 -               47     859      11     853       3     855    1510    +    1.4e-177  590.6  21.7  -
Rhodospirillaceae_Oceanibaculum                  -          F0117_LKAP-FHGF1_A12_096 -               67     832      46     855      21     855    1451    +    1.6e-177  590.4  19.8  -
Rhodobacteraceae_Actibacterium                   -          F0117_LKAP-FHGF1_A12_096 -               33     814      11     854       1     855    1429    +    1.7e-177  590.4  20.7  -
Syntrophaceae_Desulfomonile                      -          F0117_LKAP-FHGF1_A12_096 -               88     902      59     854      39     855    1523    +    1.9e-177  590.2  20.9  -
Methylococcaceae_Methylomarinum                  -          F0117_LKAP-FHGF1_A12_096 -               28     868      12     855       1     855    1464    +      2e-177  589.8  20.4  -
Hyphomonadaceae_Hyphomonas                       -          F0117_LKAP-FHGF1_A12_096 -               66     821      59     855      39     855    1355    +    2.7e-177  589.9  20.8  -
Caulobacteraceae_Asticcacaulis                   -          F0117_LKAP-FHGF1_A12_096 -               51     808      56     854      35     855    1401    +    2.9e-177  589.7  21.0  -
Pasteurellaceae_Testudinibacter                  -          F0117_LKAP-FHGF1_A12_096 -               95     934      11     855       1     855    1412    +    4.3e-177  588.7  20.6  -
Pasteurellaceae_Muribacter                       -          F0117_LKAP-FHGF1_A12_096 -               27     861      11     855       1     855    1356    +    5.5e-177  588.4  20.4  -
Brucellaceae_Pseudochrobactrum                   -          F0117_LKAP-FHGF1_A12_096 -               52     806      59     854      22     855    1400    +    5.6e-177  588.7  20.1  -
Hyphomicrobiaceae_Rhodoplanes                    -          F0117_LKAP-FHGF1_A12_096 -               76     832      57     854      35     855    1451    +    6.3e-177  588.5  21.0  -
Pasteurellaceae_Vespertiliibacter                -          F0117_LKAP-FHGF1_A12_096 -               27     867      11     855       1     855    1462    +    6.3e-177  588.2  20.3  -
Ectothiorhodospiraceae_Oceanococcus              -          F0117_LKAP-FHGF1_A12_096 -               47     886      11     853       1     855    1505    +    1.1e-176  587.5  20.4  -
Rhodobacteraceae_Confluentimicrobium             -          F0117_LKAP-FHGF1_A12_096 -               75     829      59     854      37     855    1455    +    1.4e-176  587.3  20.7  -
Rhodobacteraceae_Falsirhodobacter                -          F0117_LKAP-FHGF1_A12_096 -               11     803       2     854       1     855    1387    +    1.6e-176  587.2  20.9  -
Woeseiaceae_Woeseia                              -          F0117_LKAP-FHGF1_A12_096 -               36     876      11     853       1     855    1476    +    1.6e-176  586.9  20.2  -
Caulobacteraceae_Brevundimonas                   -          F0117_LKAP-FHGF1_A12_096 -               56     810      59     854      37     855    1415    +    1.6e-176  587.1  20.7  -
Rhodobacteraceae_Pseudorhodobacter               -          F0117_LKAP-FHGF1_A12_096 -               70     828      56     855      35     855    1428    +    1.7e-176  587.1  20.6  -
Xanthobacteraceae_Labrys                         -          F0117_LKAP-FHGF1_A12_096 -               51     808      56     854      35     855    1409    +    1.7e-176  587.0  21.0  -
Hyphomicrobiaceae_Pelagibacterium                -          F0117_LKAP-FHGF1_A12_096 -               55     810      58     854      37     855    1408    +      2e-176  586.8  20.8  -
Hahellaceae_Halospina                            -          F0117_LKAP-FHGF1_A12_096 -                9     840      11     855       5     855    1427    +    2.1e-176  586.5  20.0  -
Rhodospirillaceae_Insolitispirillum              -          F0117_LKAP-FHGF1_A12_096 -               55     810      58     854      37     855    1442    +    2.6e-176  586.4  20.2  -
Methylocystaceae_Methylopila                     -          F0117_LKAP-FHGF1_A12_096 -               68     828      53     854      33     855    1425    +    2.6e-176  586.4  20.9  -
Acidiferrobacteraceae_Acidiferrobacter           -          F0117_LKAP-FHGF1_A12_096 -               83     879      57     855      37     855    1475    +    3.1e-176  586.0  21.0  -
Bacillaceae_Tepidibacillus                       -          F0117_LKAP-FHGF1_A12_096 -               48     882      34     855      13     855    1493    +    4.1e-176  585.2  20.3  -
Pasteurellaceae_Phocoenobacter                   -          F0117_LKAP-FHGF1_A12_096 -               27     869      11     855       1     855    1495    +    4.3e-176  585.5  20.3  -
Patulibacteraceae_Patulibacter                   -          F0117_LKAP-FHGF1_A12_096 -               86     879      57     855      35     855    1494    +    4.7e-176  585.2  20.5  -
Rhodobacteraceae_Shimia                          -          F0117_LKAP-FHGF1_A12_096 -               28     810      12     854       1     855    1394    +    5.1e-176  585.5  20.6  -
Xanthobacteraceae_Azorhizobium                   -          F0117_LKAP-FHGF1_A12_096 -               62     817      58     854      38     855    1449    +    5.5e-176  585.4  20.7  -
Desulfobacteraceae_Desulfatiferula               -          F0117_LKAP-FHGF1_A12_096 -               54     904      16     853       1     855    1554    +      7e-176  584.7  20.3  -
Desulfobulbaceae_Desulfopila                     -          F0117_LKAP-FHGF1_A12_096 -               55     891      17     854       2     855    1512    +    7.3e-176  584.7  20.1  -
Thermoanaerobacteraceae_Moorella                 -          F0117_LKAP-FHGF1_A12_096 -               29     886      11     855       1     855    1493    +    7.8e-176  584.8  20.4  -
Rubrobacteraceae_Rubrobacter                     -          F0117_LKAP-FHGF1_A12_096 -               65     873      58     855      37     855    1495    +    8.8e-176  584.6  21.0  -
Xanthobacteraceae_Pseudoxanthobacter             -          F0117_LKAP-FHGF1_A12_096 -               56     833      31     854      10     855    1456    +      9e-176  584.6  19.8  -
Caldicoprobacteraceae_Caldicoprobacter           -          F0117_LKAP-FHGF1_A12_096 -               36     878       6     855       1     855    1530    +    9.1e-176  584.4  21.1  -
Lachnospiraceae_Anaerocolumna                    -          F0117_LKAP-FHGF1_A12_096 -               38     865      13     853       1     855    1478    +    9.3e-176  584.3  20.7  -
Ectothiorhodospiraceae_Alkalispirillum           -          F0117_LKAP-FHGF1_A12_096 -               27     868      11     855       1     855    1464    +    1.1e-175  584.3  20.1  -
Carnobacteriaceae_Carnobacterium                 -          F0117_LKAP-FHGF1_A12_096 -               46     907      11     855       1     855    1520    +    1.1e-175  584.3  20.3  -
Rhodobacteraceae_Albimonas                       -          F0117_LKAP-FHGF1_A12_096 -               76     830      59     854      38     855    1429    +    1.2e-175  584.2  20.7  -
Pasteurellaceae_Chelonobacter                    -          F0117_LKAP-FHGF1_A12_096 -                1     836      14     855      14     855    1389    +    1.4e-175  583.9  21.0  -
Oceanospirillaceae_Bermanella                    -          F0117_LKAP-FHGF1_A12_096 -               54     887      11     854       1     855    1533    +    1.8e-175  583.3  20.0  -
Acetobacteraceae_Asaia                           -          F0117_LKAP-FHGF1_A12_096 -               54     814      57     855      37     855    1411    +    1.8e-175  583.8  21.6  -
Peptostreptococcaceae_Filifactor                 -          F0117_LKAP-FHGF1_A12_096 -               84     851      57     853      32     855    1450    +    1.9e-175  583.4  21.4  -
Pasteurellaceae_Cricetibacter                    -          F0117_LKAP-FHGF1_A12_096 -                3     829      23     855      21     855    1295    +    2.1e-175  583.3  20.1  -
Lysobacteraceae_Chujaibacter                     -          F0117_LKAP-FHGF1_A12_096 -               32     873      12     854       1     855    1483    +    2.4e-175  582.9  20.4  -
Sphingomonadaceae_Polymorphobacter               -          F0117_LKAP-FHGF1_A12_096 -               32     811      17     855       1     855    1431    +    2.4e-175  583.4  20.6  -
Desulfohalobiaceae_Desulfothermus                -          F0117_LKAP-FHGF1_A12_096 -               16     879       6     854       1     855    1492    +    2.4e-175  583.2  21.0  -
Pasteurellaceae_Bibersteinia                     -          F0117_LKAP-FHGF1_A12_096 -               27     867      11     855       1     855    1362    +    3.1e-175  582.8  20.4  -
Planococcaceae_Ureibacillus                      -          F0117_LKAP-FHGF1_A12_096 -               34     885      11     854       1     855    1497    +    3.6e-175  582.4  19.9  -
Kangiellaceae_Aliikangiella                      -          F0117_LKAP-FHGF1_A12_096 -                2     837      14     854      13     855    1392    +    3.7e-175  582.2  20.4  -
Gammaproteobacteria_Thiohalobacter               -          F0117_LKAP-FHGF1_A12_096 -               47     838      25     855       4     855    1455    +    3.9e-175  582.3  19.8  -
Acetobacteraceae_Acidiphilium                    -          F0117_LKAP-FHGF1_A12_096 -               61     821      59     855      39     855    1418    +    3.9e-175  582.6  21.9  -
Rhizobiaceae_Neorhizobium                        -          F0117_LKAP-FHGF1_A12_096 -               61     818      56     854      34     855    1459    +      4e-175  582.7  21.0  -
Desulfonatronaceae_Desulfonatronum               -          F0117_LKAP-FHGF1_A12_096 -               21     878       7     854       1     855    1495    +    4.5e-175  582.2  21.2  -
Rhodobacteraceae_Roseovarius                     -          F0117_LKAP-FHGF1_A12_096 -               22     812       6     854       1     855    1415    +    4.7e-175  582.2  20.8  -
Erythrobacteraceae_Croceicoccus                  -          F0117_LKAP-FHGF1_A12_096 -               76     831      59     854      39     855    1477    +    6.7e-175  581.8  20.4  -
Pasteurellaceae_Mesocricetibacter                -          F0117_LKAP-FHGF1_A12_096 -               36     878      11     855       1     855    1339    +    7.1e-175  581.6  20.4  -
Pasteurellaceae_Basfia                           -          F0117_LKAP-FHGF1_A12_096 -               27     869      11     855       1     855    1365    +    7.4e-175  581.5  20.2  -
Bdellovibrionaceae_Bdellovibrio                  -          F0117_LKAP-FHGF1_A12_096 -               23     837      11     854       1     855    1432    +    9.2e-175  581.1  20.0  -
Rhodobacteraceae_Octadecabacter                  -          F0117_LKAP-FHGF1_A12_096 -               31     812      14     854       1     855    1389    +      1e-174  581.1  20.6  -
Rhodobacteraceae_Jannaschia                      -          F0117_LKAP-FHGF1_A12_096 -               52     808      57     854      35     855    1396    +    1.2e-174  580.9  20.7  -
Rhodospirillaceae_Reyranella                     -          F0117_LKAP-FHGF1_A12_096 -               60     818      56     855      36     855    1429    +    1.2e-174  580.8  21.0  -
Acetobacteraceae_Tanticharoenia                  -          F0117_LKAP-FHGF1_A12_096 -               56     814      59     855      39     855    1414    +    1.3e-174  580.8  21.5  -
Methylocystaceae_Pleomorphomonas                 -          F0117_LKAP-FHGF1_A12_096 -               76     831      58     854      38     855    1433    +    1.5e-174  580.6  20.8  -
Clostridiales_Blautia                            -          F0117_LKAP-FHGF1_A12_096 -               25     854      11     853       1     855    1453    +    1.9e-174  580.1  20.8  -
Clostridiales_Natranaerovirga                    -          F0117_LKAP-FHGF1_A12_096 -               41     882       6     853       1     855    1504    +      2e-174  579.8  20.1  -
Rhodospirillaceae_Desertibacter                  -          F0117_LKAP-FHGF1_A12_096 -               30     785      57     855      37     855    1410    +    2.1e-174  580.6  21.1  -
Hyphomonadaceae_Glycocaulis                      -          F0117_LKAP-FHGF1_A12_096 -               54     811      57     855      36     855    1389    +    2.3e-174  579.9  20.9  -
Rhodobacteraceae_Thalassobius                    -          F0117_LKAP-FHGF1_A12_096 -               28     810      12     854       1     855    1389    +    2.7e-174  579.8  20.5  -
Chromatiaceae_Thioflavicoccus                    -          F0117_LKAP-FHGF1_A12_096 -               59     863      53     855      24     855    1469    +      3e-174  579.5  20.3  -
Rhodobacteraceae_Pseudooceanicola                -          F0117_LKAP-FHGF1_A12_096 -               39     830       5     854       1     855    1429    +    3.2e-174  579.4  20.6  -
Neisseriaceae_Rivicola                           -          F0117_LKAP-FHGF1_A12_096 -               35     833      54     854      33     855    1424    +    3.7e-174  579.1  21.2  -
Rhodanobacteraceae_Aquimonas                     -          F0117_LKAP-FHGF1_A12_096 -               54     854      54     854      32     855    1433    +    4.1e-174  579.1  21.0  -
Alcaligenaceae_Paralcaligenes                    -          F0117_LKAP-FHGF1_A12_096 -               38     881      12     854       3     855    1441    +    4.2e-174  579.1  20.1  -
Hyphomicrobiaceae_Blastochloris                  -          F0117_LKAP-FHGF1_A12_096 -               18     810       4     854       1     855    1427    +    4.3e-174  579.0  20.8  -
Rhizobiales_Bauldia                              -          F0117_LKAP-FHGF1_A12_096 -               38     833      12     853       1     855    1446    +    4.5e-174  579.1  20.6  -
Chromatiaceae_Thiococcus                         -          F0117_LKAP-FHGF1_A12_096 -               60     863      54     855      24     855    1470    +    4.9e-174  578.8  20.4  -
Halothiobacillaceae_Thioalkalibacter             -          F0117_LKAP-FHGF1_A12_096 -               44     885      11     855       1     855    1486    +      5e-174  578.5  20.4  -
Rhodobacteraceae_Roseivivax                      -          F0117_LKAP-FHGF1_A12_096 -               63     819      58     855      36     855    1405    +    5.8e-174  578.7  20.9  -
Rhodobacteraceae_Palleronia                      -          F0117_LKAP-FHGF1_A12_096 -               33     791      56     855      35     855    1367    +    7.3e-174  578.5  20.9  -
Acetobacteraceae_Acidocella                      -          F0117_LKAP-FHGF1_A12_096 -               54     812      59     855      39     855    1407    +    7.6e-174  578.3  21.4  -
Paenibacillaceae_Saccharibacillus                -          F0117_LKAP-FHGF1_A12_096 -               30     881      11     854       1     855    1498    +    7.6e-174  578.6  20.3  -
Chelatococcaceae_Chelatococcus                   -          F0117_LKAP-FHGF1_A12_096 -               36     810      34     854      13     855    1430    +    7.8e-174  578.2  20.4  -
Cohaesibacteraceae_Cohaesibacter                 -          F0117_LKAP-FHGF1_A12_096 -               42     829       6     854       1     855    1425    +    8.2e-174  578.2  20.3  -
Chromatiaceae_Nitrosococcus                      -          F0117_LKAP-FHGF1_A12_096 -               47     891      11     855       1     855    1491    +    8.5e-174  578.0  20.3  -
Lachnospiraceae_Hespellia                        -          F0117_LKAP-FHGF1_A12_096 -               18     849      11     853       2     855    1470    +    9.1e-174  577.8  20.6  -
Rhodobacteraceae_Haematobacter                   -          F0117_LKAP-FHGF1_A12_096 -               69     824      58     854      37     855    1414    +      1e-173  577.8  20.8  -
Ectothiorhodospiraceae_Thiorhodospira            -          F0117_LKAP-FHGF1_A12_096 -               43     874      11     855       1     855    1365    +    1.3e-173  577.2  21.1  -
Desulfobacteraceae_Desulfonatronobacter          -          F0117_LKAP-FHGF1_A12_096 -               34     893      13     854       1     855    1508    +    1.3e-173  577.1  20.1  -
Alcaligenaceae_Caenimicrobium                    -          F0117_LKAP-FHGF1_A12_096 -               61     861      52     854      31     855    1453    +    1.3e-173  577.4  20.8  -
Rhodocyclaceae_Azovibrio                         -          F0117_LKAP-FHGF1_A12_096 -               55     893      12     855       1     855    1485    +    1.4e-173  577.4  20.5  -
Clostridiaceae_Alkaliphilus                      -          F0117_LKAP-FHGF1_A12_096 -               21     855       7     853       1     855    1465    +    1.4e-173  576.8  20.5  -
Desulfohalobiaceae_Desulfonatronovibrio          -          F0117_LKAP-FHGF1_A12_096 -               33     883      11     853       1     855    1500    +    1.6e-173  577.1  20.9  -
Methylocystaceae_Methylocystis                   -          F0117_LKAP-FHGF1_A12_096 -               61     821      53     854      32     855    1426    +    1.6e-173  577.2  20.8  -
Rhodobacteraceae_Wenxinia                        -          F0117_LKAP-FHGF1_A12_096 -               74     831      57     855      35     855    1428    +    1.6e-173  577.1  20.3  -
Rhodobacteraceae_Ruegeria                        -          F0117_LKAP-FHGF1_A12_096 -               20     810       6     854       1     855    1386    +    1.7e-173  577.1  20.1  -
Ventosimonadaceae_Ventosimonas                   -          F0117_LKAP-FHGF1_A12_096 -               47     896       6     855       1     855    1489    +    2.2e-173  576.4  20.5  -
Sulfuricellaceae_Sulfurirhabdus                  -          F0117_LKAP-FHGF1_A12_096 -               37     875      12     854       3     855    1433    +    2.8e-173  576.2  20.2  -
Gammaproteobacteria_Thiolapillus                 -          F0117_LKAP-FHGF1_A12_096 -               36     860      34     854      14     855    1363    +      3e-173  576.2  20.4  -
Ectothiorhodospiraceae_Inmirania                 -          F0117_LKAP-FHGF1_A12_096 -               48     893      13     855       1     855    1513    +    3.4e-173  575.9  20.4  -
Pasteurellaceae_Nicoletella                      -          F0117_LKAP-FHGF1_A12_096 -               27     869      11     855       1     855    1365    +    3.4e-173  575.9  20.2  -
Sphingomonadaceae_Rhizorhabdus                   -          F0117_LKAP-FHGF1_A12_096 -               76     832      59     855      38     855    1453    +    3.8e-173  576.0  20.2  -
Methylocystaceae_Methylosinus                    -          F0117_LKAP-FHGF1_A12_096 -               56     812      57     854      36     855    1410    +    4.3e-173  575.8  21.0  -
Acetobacteraceae_Acidisoma                       -          F0117_LKAP-FHGF1_A12_096 -               80     838      59     855      39     855    1430    +    4.3e-173  575.8  21.7  -
Streptomycetaceae_Streptacidiphilus              -          F0117_LKAP-FHGF1_A12_096 -               27     844      11     855       1     855    1445    +    5.5e-173  575.5  22.5  -
Rhodobacteraceae_Litoreibacter                   -          F0117_LKAP-FHGF1_A12_096 -               52     808      57     854      35     855    1395    +      6e-173  575.2  20.4  -
Clostridiaceae_Natronincola                      -          F0117_LKAP-FHGF1_A12_096 -               37     868       6     853       1     855    1489    +    6.3e-173  574.8  20.5  -
Rhodobacteraceae_Nioella                         -          F0117_LKAP-FHGF1_A12_096 -               39     830       5     854       1     855    1462    +    6.3e-173  575.1  20.7  -
Rhodocyclaceae_Oryzomicrobium                    -          F0117_LKAP-FHGF1_A12_096 -               27     870      11     855       1     855    1496    +    6.4e-173  575.0  20.4  -
Rhodobacteraceae_Rubellimicrobium                -          F0117_LKAP-FHGF1_A12_096 -               37     822      11     854       1     855    1448    +    6.7e-173  575.3  20.7  -
Hyphomonadaceae_Oceanicaulis                     -          F0117_LKAP-FHGF1_A12_096 -               50     807      57     855      35     855    1424    +    7.5e-173  574.9  21.1  -
Methylococcaceae_Methylomarinovum                -          F0117_LKAP-FHGF1_A12_096 -               19     868       5     855       1     855    1466    +    7.7e-173  574.8  20.8  -
Spirochaetaceae_Spirochaeta                      -          F0117_LKAP-FHGF1_A12_096 -               38     876      11     853       1     855    1495    +    1.3e-172  574.0  21.0  -
Rhodobacteraceae_Pseudoruegeria                  -          F0117_LKAP-FHGF1_A12_096 -               19     810       5     854       1     855    1412    +    1.4e-172  574.1  20.0  -
Methylocystaceae_Hansschlegelia                  -          F0117_LKAP-FHGF1_A12_096 -               62     831      44     854      23     855    1450    +    1.5e-172  573.8  20.4  -
Rhodobacteraceae_Tateyamaria                     -          F0117_LKAP-FHGF1_A12_096 -               73     829      57     854      35     855    1386    +    1.8e-172  573.6  20.9  -
Oceanospirillaceae_Pseudospirillum               -          F0117_LKAP-FHGF1_A12_096 -               19     864       5     855       1     855    1459    +    1.9e-172  573.6  20.3  -
Chromobacteriaceae_Leeia                         -          F0117_LKAP-FHGF1_A12_096 -                8     838      16     854      10     855    1416    +    1.9e-172  573.5  20.6  -
