# target name             accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#     ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae              -          LKAP-GUTHK2_E11_087_2017_1 -               13     967       7     949       3     951    1474    +           0 1081.6  22.7  -
Solirubrobacteraceae      -          LKAP-GUTHK2_E11_087_2017_1 -               49     945      63     949      26     950    1443    +    3.5e-180  596.6  22.4  -
Caldilineaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               31     938      15     949       4     950    1434    +    3.8e-180  596.6  22.9  -
Ventosimonadaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               42     984       9     949       3     951    1489    +    1.3e-179  594.6  22.2  -
Puniceicoccaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               34     971      15     949       5     951    1485    +    1.5e-179  594.6  21.1  -
Corynebacteriaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               22     940      14     949       4     950    1459    +    1.5e-179  594.4  21.5  -
Demequinaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               24     937      15     949       4     951    1478    +    2.1e-179  594.1  21.4  -
Nocardioidaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               23     935      14     949       4     950    1455    +    3.9e-179  593.3  22.6  -
Conexibacteraceae         -          LKAP-GUTHK2_E11_087_2017_1 -               46     982      17     949       6     950    1536    +    4.1e-179  592.9  21.9  -
Sporomusaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               43     987      15     949       4     951    1535    +    4.1e-179  592.8  21.9  -
Enterococcaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               24     975      15     949       4     951    1498    +    4.3e-179  593.1  21.4  -
Thermodesulfobiaceae      -          LKAP-GUTHK2_E11_087_2017_1 -               40     957      15     949       5     951    1520    +    6.6e-179  592.4  22.3  -
Kineosporiaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               32     940      15     949       4     951    1463    +    1.2e-178  591.8  22.1  -
Nannocystaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               37     964      14     949       3     950    1487    +    1.6e-178  591.2  22.3  -
Natranaerobiaceae         -          LKAP-GUTHK2_E11_087_2017_1 -                5     931      17     949      13     951    1429    +    2.2e-178  590.6  20.9  -
Cytophagaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               25     940      14     948       3     950    1437    +    2.9e-178  590.4  22.4  -
Balneolaceae              -          LKAP-GUTHK2_E11_087_2017_1 -               18     951       9     949       3     951    1459    +    3.4e-178  590.1  21.7  -
Tsukamurellaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               42     952      14     949       3     950    1495    +    3.6e-178  590.1  22.5  -
Cellulomonadaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               27     942      14     949       4     951    1465    +    3.9e-178  590.0  21.6  -
Micromonosporaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               37     948      14     949       4     950    1482    +    6.1e-178  589.3  22.2  -
Geodermatophilaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               37     949      15     949       4     951    1479    +    8.7e-178  588.8  22.4  -
Mycobacteriaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               29     942      15     949       4     950    1471    +    1.4e-177  587.9  22.6  -
Thermaceae                -          LKAP-GUTHK2_E11_087_2017_1 -               35     938      16     949       5     951    1477    +    1.7e-177  588.0  22.8  -
Bernardetiaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               23     949      14     949       4     951    1481    +    3.1e-177  586.9  21.5  -
Parviterribacteraceae     -          LKAP-GUTHK2_E11_087_2017_1 -               67     947      65     949      27     950    1456    +    6.3e-177  585.8  21.9  -
Desulfurellaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               30     976      15     949       5     950    1529    +    7.1e-177  585.5  22.0  -
Algiphilaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               44     970      15     949       4     951    1501    +    7.5e-177  585.3  22.1  -
Dermacoccaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               21     935      15     949       4     951    1456    +    7.7e-177  585.5  21.3  -
Corynebacterineae         -          LKAP-GUTHK2_E11_087_2017_1 -               24     932      15     949       5     950    1473    +    7.9e-177  585.6  22.1  -
Hymenobacteraceae         -          LKAP-GUTHK2_E11_087_2017_1 -               23     938      14     949       3     951    1445    +    1.3e-176  585.0  22.3  -
Caldicoprobacteraceae     -          LKAP-GUTHK2_E11_087_2017_1 -               40     966      15     949       4     951    1530    +    1.5e-176  584.6  21.9  -
Acidobacteriaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               44     935      15     949       5     950    1462    +    2.7e-176  583.8  20.7  -
Peptoniphilaceae          -          LKAP-GUTHK2_E11_087_2017_1 -                1     918      16     949      16     951    1437    +    6.2e-176  582.8  20.8  -
Chrysiogenaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               42     955      14     949       3     950    1513    +    1.4e-175  581.5  21.4  -
Chroococcales             -          LKAP-GUTHK2_E11_087_2017_1 -               36     918      15     949       3     951    1445    +    2.7e-175  580.4  20.8  -
Frankiaceae               -          LKAP-GUTHK2_E11_087_2017_1 -               44     946      14     949       4     951    1499    +    5.2e-175  579.7  22.1  -
Anaerolineaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               24     933      15     949       5     951    1430    +    9.3e-175  579.2  22.3  -
Halobacteroidaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               32     958      15     949       5     951    1478    +      1e-174  578.4  21.9  -
Segniliparaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               28     934      15     949       4     950    1462    +    1.6e-174  578.0  22.6  -
Porphyromonadaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               31     960      14     948       6     950    1473    +    3.1e-174  577.0  21.7  -
Planctomycetaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               36     948      17     946       6     950    1486    +    8.3e-174  575.8  22.4  -
Sanguibacteraceae         -          LKAP-GUTHK2_E11_087_2017_1 -               40     954      14     949       4     951    1483    +    1.4e-173  574.8  21.6  -
Rubricoccaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               17     956       6     949       2     950    1452    +    2.7e-173  573.9  21.9  -
Jiangellaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               29     939      14     949       3     950    1497    +    3.7e-173  573.3  22.1  -
Promicromonosporaceae     -          LKAP-GUTHK2_E11_087_2017_1 -               23     934      14     949       4     951    1462    +    4.9e-173  573.0  22.0  -
Bogoriellaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               23     942      14     949       4     951    1470    +    5.9e-173  572.7  21.3  -
Catenulisporaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               24     932      15     949       4     950    1460    +      6e-173  572.7  22.2  -
Symbiobacteriaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               20     963      18     949       4     951    1468    +    7.3e-173  572.7  22.1  -
Defluviitaleaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               12     926      12     949       3     951    1413    +    1.3e-172  571.7  21.3  -
Thermomonosporaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               24     933      15     949       4     951    1464    +    3.2e-172  570.3  21.9  -
Dietziaceae               -          LKAP-GUTHK2_E11_087_2017_1 -               14     922      14     949       5     951    1452    +    5.1e-172  569.7  22.3  -
Desulfurobacteriaceae     -          LKAP-GUTHK2_E11_087_2017_1 -               24     980      15     949       4     951    1497    +    5.4e-172  569.9  22.5  -
Persicobacteraceae        -          LKAP-GUTHK2_E11_087_2017_1 -               14     947       8     949       3     950    1448    +    9.1e-172  568.9  22.1  -
Rubritaleaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               31     958      15     949       4     951    1459    +    1.8e-171  567.7  21.2  -
Glycomycetaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               30     952      14     949       3     950    1495    +    2.6e-171  567.4  22.6  -
Prolixibacteraceae        -          LKAP-GUTHK2_E11_087_2017_1 -               23     946      14     949       4     950    1444    +    2.8e-171  567.1  22.1  -
Pyrinomonadaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               45     994      16     949       3     950    1526    +    8.5e-171  565.4  22.5  -
Bryobacteraceae           -          LKAP-GUTHK2_E11_087_2017_1 -               43     933      15     949       5     950    1417    +    8.9e-171  565.6  20.9  -
Rikenellaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               21     961       7     949       4     950    1456    +    1.7e-170  564.5  21.4  -
Gallionellaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               39     969      13     949       3     951    1385    +    2.1e-170  564.3  21.9  -
Dermatophilaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               29     940      15     949       4     951    1480    +    2.1e-170  564.3  21.8  -
Opitutaceae               -          LKAP-GUTHK2_E11_087_2017_1 -               25     975      16     949       5     951    1482    +      3e-170  563.7  21.5  -
Leptotrichiaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               44     953      15     949       8     951    1492    +    4.3e-170  563.2  21.1  -
Cryptosporangiaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               24     930      15     949       4     951    1470    +    6.4e-170  562.7  22.3  -
Sterolibacteriaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               38     975      14     949       3     951    1531    +    1.2e-169  561.8  22.0  -
Stigonematales            -          LKAP-GUTHK2_E11_087_2017_1 -               44     926      15     949       6     951    1450    +    1.7e-169  561.4  20.6  -
Crocinitomicaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               15     954       9     949       3     951    1466    +    2.8e-169  560.4  20.8  -
Gemmatimonadaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               80     958      67     949      56     950    1525    +      3e-169  560.5  21.8  -
Thermodesulfobacteriaceae -          LKAP-GUTHK2_E11_087_2017_1 -               24     966      15     949       4     950    1497    +    3.9e-169  560.3  22.8  -
Dermabacteraceae          -          LKAP-GUTHK2_E11_087_2017_1 -               33     946      15     949       4     951    1470    +    4.1e-169  559.8  21.4  -
Frankiales                -          LKAP-GUTHK2_E11_087_2017_1 -               31     940      15     949       4     951    1425    +    5.1e-169  559.8  22.4  -
Spiroplasmataceae         -          LKAP-GUTHK2_E11_087_2017_1 -               47     964      15     949       5     951    1516    +    7.3e-169  559.5  21.7  -
Streptosporangiaceae      -          LKAP-GUTHK2_E11_087_2017_1 -               24     929      15     949       4     951    1464    +    1.4e-168  558.1  21.8  -
Lysobacteriales           -          LKAP-GUTHK2_E11_087_2017_1 -               51     981      14     949       3     951    1508    +    2.2e-168  557.6  22.3  -
Beutenbergiaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               23     937      14     949       4     951    1472    +    2.8e-168  557.2  21.5  -
Iamiaceae                 -          LKAP-GUTHK2_E11_087_2017_1 -               24     941      15     949       6     950    1480    +    1.4e-167  555.1  21.1  -
Betaproteobacteria        -          LKAP-GUTHK2_E11_087_2017_1 -               15     931      24     949      12     951    1454    +    2.2e-167  554.2  21.8  -
Ruaniaceae                -          LKAP-GUTHK2_E11_087_2017_1 -               48     969      15     949       4     951    1531    +    3.6e-167  553.3  21.2  -
Marinilabiliaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               22     949      13     949       4     950    1447    +      4e-167  553.2  21.8  -
Oscillospiraceae          -          LKAP-GUTHK2_E11_087_2017_1 -               24     948      15     949       3     951    1453    +    4.3e-167  553.0  20.6  -
Sporichthyaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               23     932      14     949       4     951    1472    +    8.1e-167  552.5  22.1  -
Nostocales                -          LKAP-GUTHK2_E11_087_2017_1 -               24     902      15     949       6     951    1457    +    8.8e-167  552.4  20.2  -
Bifidobacteriaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               38     954      15     949       4     951    1469    +    1.4e-166  551.6  22.0  -
Actinomycetales           -          LKAP-GUTHK2_E11_087_2017_1 -               43     970      14     949       4     950    1535    +    2.4e-166  550.8  22.6  -
Lewinellaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               23     945      14     949       4     950    1446    +    2.9e-166  550.6  22.6  -
Petrotogaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               38     952      14     949       4     951    1488    +    3.6e-166  550.5  22.5  -
Jonesiaceae               -          LKAP-GUTHK2_E11_087_2017_1 -               43     974      15     949       4     951    1514    +    4.4e-166  550.1  21.5  -
Micrococcales             -          LKAP-GUTHK2_E11_087_2017_1 -               24     935      15     949       4     951    1475    +    4.4e-166  550.0  21.8  -
Chlorobiaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               87     958      69     949      48     950    1455    +    7.4e-166  549.2  21.9  -
Mariprofundaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               43     972      14     949       3     951    1528    +    7.9e-166  548.9  21.8  -
Anaeroplasmataceae        -          LKAP-GUTHK2_E11_087_2017_1 -               51     953      15     949       5     951    1453    +      2e-165  547.9  21.1  -
Actinopolysporaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               24     952      14     949       3     950    1480    +    2.5e-165  547.4  22.0  -
Cryomorphaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               19     956       7     949       4     951    1454    +    2.6e-165  547.5  21.5  -
Chlamydiaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               50     989      18     949       6     950    1548    +    4.7e-165  546.4  22.2  -
Atopobacteriaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               28     938      15     949       4     951    1442    +    6.6e-165  546.2  22.0  -
Chitinophagaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               15     951       8     949       3     950    1458    +    9.2e-165  545.9  21.6  -
Dehalococcoidaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               26     923      17     949       5     951    1437    +    5.1e-164  543.5  21.7  -
Cyclobacteriaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               14     948       8     949       3     950    1447    +    5.3e-164  543.2  22.1  -
Phormidiaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               44     925      15     949       6     951    1483    +    1.1e-163  542.4  21.7  -
Nocardiopsaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               23     946      14     949       4     951    1475    +    2.6e-163  540.9  22.1  -
Rarobacteraceae           -          LKAP-GUTHK2_E11_087_2017_1 -               13     923      15     949       6     951    1464    +    9.2e-163  538.8  21.8  -
Sphingobacteriaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               12     947       6     949       2     950    1450    +      2e-162  537.8  21.2  -
Cytophagales              -          LKAP-GUTHK2_E11_087_2017_1 -               13     946       7     949       4     950    1444    +    2.5e-162  537.5  22.2  -
Eggerthellaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               31     934      15     949       4     951    1449    +    1.7e-161  534.9  21.4  -
Mesoaciditogaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               32     971      15     949       5     951    1522    +      2e-161  534.5  21.9  -
Deinococcaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               29     931      18     949       5     951    1455    +    2.4e-161  534.2  22.5  -
Kofleriaceae              -          LKAP-GUTHK2_E11_087_2017_1 -               38     987      13     949       2     951    1498    +    4.7e-161  533.4  22.7  -
Prochlorococcaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               31     907      15     949       5     951    1465    +    8.1e-161  532.6  21.1  -
Streptosporangineae       -          LKAP-GUTHK2_E11_087_2017_1 -                3     905      16     949      14     951    1443    +    9.4e-161  532.2  22.0  -
Haliscomenobacteraceae    -          LKAP-GUTHK2_E11_087_2017_1 -               44     968      15     949       5     951    1485    +    9.9e-161  532.7  22.1  -
Acholeplasmataceae        -          LKAP-GUTHK2_E11_087_2017_1 -               18     936      17     949       6     951    1437    +    2.6e-160  530.6  22.1  -
Actinospicaceae           -          LKAP-GUTHK2_E11_087_2017_1 -                6     910      20     949      15     951    1425    +    3.8e-160  530.3  22.2  -
Pseudobacteriovoracaceae  -          LKAP-GUTHK2_E11_087_2017_1 -               34     925      62     949      41     951    1466    +    4.3e-160  530.0  22.4  -
Magnetococcaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               43     936      14     949       4     951    1497    +      8e-160  529.3  21.5  -
Parachlamydiaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               73     973      66     949      45     950    1529    +    1.4e-159  528.5  22.7  -
Saprospiraceae            -          LKAP-GUTHK2_E11_087_2017_1 -               26     958       9     949       3     950    1430    +    2.4e-159  528.1  22.4  -
Iodidimonadaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               31     921      15     949       3     951    1437    +    1.6e-158  524.9  20.9  -
Bacteroidales             -          LKAP-GUTHK2_E11_087_2017_1 -               46     970      15     949       6     950    1485    +    2.2e-158  524.1  21.2  -
Aquificaceae              -          LKAP-GUTHK2_E11_087_2017_1 -               24     965      15     949       4     951    1485    +      1e-157  522.4  22.5  -
Hydrogenothermaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               24     927      15     949       4     951    1447    +    2.9e-157  521.0  20.5  -
Thermotogaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               42     976      15     949       4     951    1545    +    3.4e-157  520.6  22.9  -
Marinifilaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               24     950      15     949       4     950    1450    +    3.5e-157  520.4  20.7  -
Fibrobacteraceae          -          LKAP-GUTHK2_E11_087_2017_1 -               22     930      14     949       4     951    1412    +    3.8e-157  520.6  22.8  -
Prevotellaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               25     957      15     948       6     950    1464    +    4.3e-157  520.0  21.3  -
Thermosporotrichaceae     -          LKAP-GUTHK2_E11_087_2017_1 -                7     859      65     949      57     951    1317    +    3.1e-156  517.6  23.0  -
Entomoplasmataceae        -          LKAP-GUTHK2_E11_087_2017_1 -               31     952      15     949       5     951    1497    +    1.3e-155  515.4  21.5  -
Microscillaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               13     933       7     949       4     951    1461    +    1.4e-154  511.8  21.7  -
Kosmotogaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               32     954      15     949       4     951    1488    +    3.2e-154  510.9  22.5  -
Rhodospirillales          -          LKAP-GUTHK2_E11_087_2017_1 -               41     890      63     949      41     951    1413    +    3.5e-154  510.9  21.6  -
Sandaracinaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               54     957      66     949      43     951    1506    +    4.9e-153  506.8  22.3  -
Rhodothalassiaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               19     894      15     949       4     951    1318    +    1.8e-152  505.0  21.3  -
Sphaerobacteraceae        -          LKAP-GUTHK2_E11_087_2017_1 -               84     949      67     949      33     951    1531    +    3.7e-152  503.8  22.5  -
Bradymonadaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               69     947      66     949      45     951    1461    +    8.5e-152  502.4  22.2  -
Gemmataceae               -          LKAP-GUTHK2_E11_087_2017_1 -               79     926      66     946      46     950    1427    +    9.6e-152  502.5  21.2  -
Thermomicrobiaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               26     909      61     949      43     951    1273    +    1.9e-151  502.1  23.0  -
Fervidobacteriaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               31     983      14     949       4     951    1514    +    2.8e-151  500.9  22.5  -
Blastocatellaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               44     956      15     949       3     951    1485    +    1.3e-150  498.6  22.1  -
Dictyoglomaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               49     978      18     949       5     951    1541    +    1.5e-150  498.5  22.0  -
Coriobacteriaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               37     937      15     949       4     951    1462    +    2.7e-149  494.8  21.6  -
Odoribacteraceae          -          LKAP-GUTHK2_E11_087_2017_1 -               43     969      14     949       5     950    1486    +    4.6e-149  493.4  21.4  -
Lentisphaeraceae          -          LKAP-GUTHK2_E11_087_2017_1 -               59     939      48     949      24     950    1465    +      5e-149  493.6  21.4  -
Roseiarcaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               70     916      63     949      40     951    1399    +    5.9e-149  493.2  21.2  -
Phaselicystidaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               43     984      15     949       3     951    1539    +    1.5e-148  491.9  22.2  -
Emcibacteraceae           -          LKAP-GUTHK2_E11_087_2017_1 -               43     930      14     949       3     951    1460    +    3.6e-148  490.8  20.9  -
Anaeromyxobacteraceae     -          LKAP-GUTHK2_E11_087_2017_1 -               43     989      14     949       3     951    1549    +    1.4e-147  488.7  22.4  -
Temperatibacteraceae      -          LKAP-GUTHK2_E11_087_2017_1 -               33     878      64     949      43     951    1362    +    1.8e-147  488.3  21.0  -
Akkermansiaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               25     930      16     949       6     950    1441    +      5e-147  487.1  21.3  -
Fervidobacteraceae        -          LKAP-GUTHK2_E11_087_2017_1 -               24     921      14     949       4     951    1480    +    5.4e-147  486.9  22.6  -
Oligoflexaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               26     949      17     949       4     951    1458    +    1.1e-146  485.7  22.4  -
Hydrogenimonaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               25     949      15     949       4     951    1422    +    1.4e-146  485.5  21.4  -
Acanthopleuribacteraceae  -          LKAP-GUTHK2_E11_087_2017_1 -               30     945      58     949      39     951    1453    +    9.1e-146  482.7  22.4  -
Labilitrichaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               64     969      65     949      40     951    1483    +    8.7e-145  479.3  22.3  -
Isosphaeraceae            -          LKAP-GUTHK2_E11_087_2017_1 -               68     942      64     946      42     950    1475    +    1.3e-144  478.9  22.2  -
Vulgatibacteraceae        -          LKAP-GUTHK2_E11_087_2017_1 -               59     968      61     949      32     951    1479    +    2.7e-144  477.9  22.1  -
Nitriliruptoraceae        -          LKAP-GUTHK2_E11_087_2017_1 -               32     944      14     949       3     951    1425    +    5.9e-144  476.6  22.0  -
Gracilibacteraceae        -          LKAP-GUTHK2_E11_087_2017_1 -              183    1067      48     949      26     951    1549    +    9.3e-144  475.9  21.9  -
Egicoccaceae              -          LKAP-GUTHK2_E11_087_2017_1 -               43     955      14     949       3     951    1512    +      1e-143  475.9  22.4  -
Christensenellaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               88     961      58     949      33     951    1497    +    2.8e-143  474.4  21.7  -
Gaiellaceae               -          LKAP-GUTHK2_E11_087_2017_1 -               43     980      14     949       3     951    1544    +    1.5e-142  471.9  22.3  -
Acidothermaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               40     949      14     949       3     951    1509    +    1.8e-141  468.6  22.5  -
Egibacteraceae            -          LKAP-GUTHK2_E11_087_2017_1 -               44     957      15     949       3     951    1516    +    4.7e-141  467.3  22.1  -
Syntrophorhabdaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               23     970      14     949       3     951    1482    +    5.7e-141  466.8  22.3  -
Halanaerobiales           -          LKAP-GUTHK2_E11_087_2017_1 -               28     987      15     949       4     951    1500    +    6.4e-141  466.6  22.1  -
Thermogemmatisporaceae    -          LKAP-GUTHK2_E11_087_2017_1 -               61     940      65     949      45     951    1443    +    1.4e-140  465.6  23.1  -
Euzebyaceae               -          LKAP-GUTHK2_E11_087_2017_1 -               23     936      14     949       3     951    1476    +    3.2e-139  461.1  22.5  -
Micropepsaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               72     919      65     949      44     951    1455    +    6.7e-139  459.9  21.2  -
Longimicrobiaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               13     914      62     949      50     951    1413    +    1.6e-138  458.8  22.8  -
Victivallaceae            -          LKAP-GUTHK2_E11_087_2017_1 -               72     935      65     949      44     951    1456    +    3.6e-138  457.5  21.6  -
Chloroflexaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               81     931      66     949      45     950    1473    +    2.5e-137  455.0  21.9  -
Acidimicrobiales          -          LKAP-GUTHK2_E11_087_2017_1 -               71     943      60     949      37     951    1483    +    6.4e-137  453.6  21.9  -
Gloeomargaritaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               72     923      62     949      40     951    1482    +    1.5e-136  452.3  20.4  -
Haloplasmataceae          -          LKAP-GUTHK2_E11_087_2017_1 -               55     943      64     949      43     951    1345    +    2.1e-136  451.9  22.1  -
Melioribacteraceae        -          LKAP-GUTHK2_E11_087_2017_1 -               45     975      14     949       3     951    1539    +    2.6e-136  451.3  22.0  -
Caldisericaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               22     969      13     949       3     951    1481    +    2.9e-136  451.1  22.1  -
Ignavibacteriaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               68     950      66     949      45     951    1461    +      2e-134  445.1  22.2  -
Aquificales               -          LKAP-GUTHK2_E11_087_2017_1 -               13     970      14     949       3     951    1450    +    1.1e-133  442.8  22.3  -
Mooreiaceae               -          LKAP-GUTHK2_E11_087_2017_1 -                7     934      10     949       4     951    1424    +      2e-133  441.9  23.0  -
Xenococcaceae             -          LKAP-GUTHK2_E11_087_2017_1 -               24     907      15     949       5     951    1418    +    2.5e-133  441.7  21.3  -
Catalimonadaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               14     933      17     949       6     951    1425    +    2.2e-132  438.4  22.4  -
Brachyspiraceae           -          LKAP-GUTHK2_E11_087_2017_1 -               19     919      18     949       5     950    1441    +    2.9e-132  437.9  21.4  -
Ardenticatenia            -          LKAP-GUTHK2_E11_087_2017_1 -               23     957      14     949       3     951    1453    +    3.6e-132  437.9  22.5  -
Elusimicrobiaceae         -          LKAP-GUTHK2_E11_087_2017_1 -                3     920      15     949      13     951    1395    +    4.2e-131  434.0  20.9  -
Herpetosiphonaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               55     932      40     949      20     951    1475    +    5.5e-131  433.6  20.0  -
Trueperaceae              -          LKAP-GUTHK2_E11_087_2017_1 -               15     913      16     949       2     951    1461    +    2.8e-130  431.3  21.2  -
Armatimonadaceae          -          LKAP-GUTHK2_E11_087_2017_1 -               62     926      65     948      40     951    1438    +    1.4e-129  429.1  21.2  -
Prochlorotrichaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               43     889      66     949      45     951    1448    +    3.6e-129  427.7  21.3  -
Blastocatellales          -          LKAP-GUTHK2_E11_087_2017_1 -               44     933      15     949       4     951    1488    +      4e-129  427.5  21.4  -
Kiritimatiellaceae        -          LKAP-GUTHK2_E11_087_2017_1 -               45    1002      16     949       4     951    1556    +      7e-128  423.5  21.9  -
Mzabimycetaceae           -          LKAP-GUTHK2_E11_087_2017_1 -               10     876      61     949      54     951    1357    +    1.3e-127  422.6  23.4  -
Ktedonobacteraceae        -          LKAP-GUTHK2_E11_087_2017_1 -               41     906      53     949      20     951    1386    +    4.1e-126  417.8  22.0  -
Thermoflexaceae           -          LKAP-GUTHK2_E11_087_2017_1 -                3     938       6     949       4     951    1466    +    9.2e-126  416.8  22.6  -
Verrucomicrobiales        -          LKAP-GUTHK2_E11_087_2017_1 -               43     944      66     949      45     951    1410    +    9.5e-126  416.8  22.5  -
Brevinemataceae           -          LKAP-GUTHK2_E11_087_2017_1 -               44     963      16     949       3     951    1490    +    1.7e-125  415.6  21.9  -
Chitinivibrionaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               32     968      15     949       3     951    1488    +    8.8e-125  413.2  21.9  -
Ichthyobacteriaceae       -          LKAP-GUTHK2_E11_087_2017_1 -               43     972      14     948       3     951    1521    +    1.6e-124  412.3  21.8  -
Spartobacteria            -          LKAP-GUTHK2_E11_087_2017_1 -               22     939      15     949       4     951    1418    +    2.5e-123  408.5  22.1  -
Thermonemataceae          -          LKAP-GUTHK2_E11_087_2017_1 -               14     942      14     948       4     951    1465    +    4.7e-123  407.7  22.2  -
Fimbriimonadaceae         -          LKAP-GUTHK2_E11_087_2017_1 -               63     927      66     949      45     951    1443    +    5.7e-123  407.2  21.4  -
